candidate_id,split,control_seed,actual_net_pnl_inr,random_side_net_pnl_inr,actual_beats_random
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,34,353034.6899132213,-172898.15958667226,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,35,229962.8071718807,-19735.939637949934,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,35,353034.6899132213,7272.334331083275,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,36,229962.8071718807,-31493.692357034808,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,36,353034.6899132213,-61833.289379290785,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,37,229962.8071718807,-88596.52273661496,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,37,353034.6899132213,-30270.287024924946,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,38,229962.8071718807,-4599.700232777726,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,38,353034.6899132213,-108152.01908473614,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,39,229962.8071718807,-37587.06305985288,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,39,353034.6899132213,-87990.19193829087,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,40,229962.8071718807,-54605.21786969692,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,40,353034.6899132213,-45461.03983523151,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,41,229962.8071718807,-21677.804411944548,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,41,353034.6899132213,-149966.1679329474,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,42,229962.8071718807,22834.01981033295,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,42,353034.6899132213,-99740.21631569153,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,43,229962.8071718807,-83188.59794588097,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,43,353034.6899132213,-23277.894966115964,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,44,229962.8071718807,-5457.576496322799,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,44,353034.6899132213,-51406.86075101219,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,45,229962.8071718807,-173917.0111174686,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,45,353034.6899132213,-201034.71174368224,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,46,229962.8071718807,-12724.841746156548,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,46,353034.6899132213,-27542.121448477847,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,47,229962.8071718807,56231.62807374133,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,47,353034.6899132213,24837.7068739304,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,48,229962.8071718807,-105406.37412154795,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,48,353034.6899132213,-2249.472338205169,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,49,229962.8071718807,-47301.74189053236,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,49,353034.6899132213,-82207.10022482695,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,50,229962.8071718807,-111040.12016310706,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,50,353034.6899132213,-60302.14789053853,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,51,229962.8071718807,-54171.01081115912,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,51,353034.6899132213,-68303.15914977052,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,52,229962.8071718807,-94502.2065677665,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,52,353034.6899132213,-181148.3103584099,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,53,229962.8071718807,-58382.7272394383,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,53,353034.6899132213,-29578.696388436416,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,54,229962.8071718807,-65379.22161616199,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,54,353034.6899132213,-100597.85936525474,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,55,229962.8071718807,-68676.88501053765,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,55,353034.6899132213,-28580.909847366114,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,56,229962.8071718807,-117076.77799761428,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,56,353034.6899132213,-86637.0100719877,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,57,229962.8071718807,-23304.45416974272,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,57,353034.6899132213,15224.352546240378,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,58,229962.8071718807,-104536.15084607518,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,58,353034.6899132213,-27759.85019692655,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,59,229962.8071718807,-32913.094539487225,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,59,353034.6899132213,-22898.431090523296,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,60,229962.8071718807,-57087.31802268022,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,60,353034.6899132213,-78020.17588647615,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,61,229962.8071718807,-62423.695230341495,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,61,353034.6899132213,-11814.28589860296,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,62,229962.8071718807,-14350.51377076233,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,62,353034.6899132213,-147283.39942148846,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,63,229962.8071718807,-55764.78730096962,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,63,353034.6899132213,-82724.7600529106,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,64,229962.8071718807,-66312.32919709539,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,64,353034.6899132213,-10195.457892780412,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,65,229962.8071718807,-55089.724846148056,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,65,353034.6899132213,-19610.391692326626,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,66,229962.8071718807,-68022.35263143526,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,66,353034.6899132213,-63913.69860586711,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,67,229962.8071718807,-32591.636749695575,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,67,353034.6899132213,-45615.925880240946,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,68,229962.8071718807,-52417.74471206883,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,68,353034.6899132213,-56774.76897379507,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,69,229962.8071718807,-9998.651520895019,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,69,353034.6899132213,-85508.5345515357,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,70,229962.8071718807,-43574.58722099243,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,70,353034.6899132213,-48748.684694255295,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,71,229962.8071718807,-58305.804115515726,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,71,353034.6899132213,-116295.30580139818,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,72,229962.8071718807,-129116.95014306574,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,72,353034.6899132213,-47957.8733773213,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,73,229962.8071718807,-48485.9649359577,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,73,353034.6899132213,-225807.6322126817,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,74,229962.8071718807,-18795.85517970552,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,74,353034.6899132213,-89526.01327143647,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,75,229962.8071718807,14796.12753376638,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,75,353034.6899132213,26100.291057131668,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,76,229962.8071718807,-29646.994834802503,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,76,353034.6899132213,16402.74473736174,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,77,229962.8071718807,-50222.82025004916,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,77,353034.6899132213,-1954.9090062895484,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,78,229962.8071718807,-98107.62226551288,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,78,353034.6899132213,-8643.572531610342,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,79,229962.8071718807,-21557.20023988078,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,79,353034.6899132213,-36887.24935079246,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,80,229962.8071718807,-96162.17763744324,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,80,353034.6899132213,39419.42571555878,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,81,229962.8071718807,10188.298132973978,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,81,353034.6899132213,-42385.986534202886,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,82,229962.8071718807,-62652.213079784386,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,82,353034.6899132213,48921.879520430346,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,83,229962.8071718807,-32590.859512315234,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,83,353034.6899132213,-139834.9470193598,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,84,229962.8071718807,-98465.9768270335,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,84,353034.6899132213,-74543.01526148285,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,85,229962.8071718807,-38475.936453752,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,85,353034.6899132213,-167989.6622258486,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,86,229962.8071718807,-95864.0501310571,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,86,353034.6899132213,6884.302726587501,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,87,229962.8071718807,-144404.91241385788,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,87,353034.6899132213,-32804.66143730216,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,88,229962.8071718807,-17085.033594780067,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,88,353034.6899132213,-136760.63586188696,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,89,229962.8071718807,-60903.73954380113,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,89,353034.6899132213,-61328.978496327894,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,90,229962.8071718807,21671.528931340523,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,90,353034.6899132213,-61908.55518979722,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,91,229962.8071718807,-51092.16967979311,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,91,353034.6899132213,-61641.52642018814,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,92,229962.8071718807,11268.020947142846,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,92,353034.6899132213,-35099.5619284744,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,93,229962.8071718807,-56451.92720889028,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,93,353034.6899132213,-31107.68281845985,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,94,229962.8071718807,1884.0593210015359,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,94,353034.6899132213,-39966.4966947625,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,95,229962.8071718807,-12976.2725911177,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,95,353034.6899132213,-155508.42991974368,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,96,229962.8071718807,-21671.722707695535,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,96,353034.6899132213,-60220.5990423335,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,97,229962.8071718807,36371.31226198704,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,97,353034.6899132213,-169145.19041957468,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,98,229962.8071718807,-45588.59147522737,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,98,353034.6899132213,-147723.75814170673,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,99,229962.8071718807,-94395.57192879186,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,99,353034.6899132213,-41638.83180239978,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,test,100,229962.8071718807,-83357.25408725013,True
P231_MICROPRICE_REVERSAL_H3_Q0_9,train,100,353034.6899132213,32099.801086189233,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,test,1,89257.5525543676,-52881.999975249375,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,train,1,63582.170883338695,-78720.18461219975,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,test,2,89257.5525543676,-88815.60835935202,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,train,2,63582.170883338695,-83939.76731846394,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,test,3,89257.5525543676,-46744.927633446125,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,train,3,63582.170883338695,-63707.67872210379,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,test,4,89257.5525543676,-31892.183997637665,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,train,4,63582.170883338695,-124903.14959974895,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,test,5,89257.5525543676,-38896.00678238008,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,train,5,63582.170883338695,-91535.81109295388,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,test,6,89257.5525543676,-10070.366188109863,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,train,6,63582.170883338695,-125161.97212368273,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,test,7,89257.5525543676,-47111.25405678643,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,train,7,63582.170883338695,-121209.67771451015,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,test,8,89257.5525543676,-53246.103920327274,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,train,8,63582.170883338695,-62637.322875655256,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,test,9,89257.5525543676,-7207.385658171518,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,train,9,63582.170883338695,-29740.48309148271,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,test,10,89257.5525543676,-67591.02544764252,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,train,10,63582.170883338695,-137825.31411107845,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,test,11,89257.5525543676,-16803.396887614166,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,train,11,63582.170883338695,-115883.70194240118,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,test,12,89257.5525543676,11796.823886273924,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,train,12,63582.170883338695,-55313.644461487,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,test,13,89257.5525543676,-14488.322055448483,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,train,13,63582.170883338695,-107551.02191051809,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,test,14,89257.5525543676,-23877.65662000099,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,train,14,63582.170883338695,-85311.33440203764,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,test,15,89257.5525543676,-24285.39060201057,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,train,15,63582.170883338695,-127674.00079270531,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,test,16,89257.5525543676,-82728.62335541769,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,train,16,63582.170883338695,-39743.655638926444,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,test,17,89257.5525543676,-66169.28437849885,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,train,17,63582.170883338695,-126566.97478171108,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,test,18,89257.5525543676,-79956.25335950404,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,train,18,63582.170883338695,-76127.41824926391,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,test,19,89257.5525543676,-32260.83244611287,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,train,19,63582.170883338695,-58590.642979763106,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,test,20,89257.5525543676,-8319.445053634856,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,train,20,63582.170883338695,-106313.26560845214,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,test,21,89257.5525543676,8727.253306868603,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,train,21,63582.170883338695,-21705.391101300665,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,test,22,89257.5525543676,-61234.809918260115,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,train,22,63582.170883338695,-57013.97805044999,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,test,23,89257.5525543676,-7231.263339301851,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,train,23,63582.170883338695,-37420.43963767554,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,test,24,89257.5525543676,-103892.48738676602,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,train,24,63582.170883338695,8633.213584687575,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,test,25,89257.5525543676,-21085.936421070204,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,train,25,63582.170883338695,-84769.46581998891,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,test,26,89257.5525543676,-47008.443807988464,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,train,26,63582.170883338695,-78099.6144513759,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,test,27,89257.5525543676,-51499.5851465498,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,train,27,63582.170883338695,-69704.79038071739,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,test,28,89257.5525543676,-53562.80979202007,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,train,28,63582.170883338695,-68349.38486688517,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,test,29,89257.5525543676,-78650.83180838857,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,train,29,63582.170883338695,-30071.112437762622,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,test,30,89257.5525543676,-2605.357694740498,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,train,30,63582.170883338695,-52610.180187664635,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,test,31,89257.5525543676,-13762.10406630091,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,train,31,63582.170883338695,73172.61021025195,False
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,test,32,89257.5525543676,-35023.95781721786,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,train,32,63582.170883338695,44840.56591094502,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,test,33,89257.5525543676,-78576.6714399588,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,train,33,63582.170883338695,-118426.57487276928,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,test,34,89257.5525543676,-18874.384461221223,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,train,34,63582.170883338695,-14930.793711974795,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,test,35,89257.5525543676,-57856.932976086304,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,train,35,63582.170883338695,35821.0780725011,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,test,36,89257.5525543676,1100.659414355452,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,train,36,63582.170883338695,-33608.851697588376,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,test,37,89257.5525543676,-94343.29624162868,True
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,train,37,63582.170883338695,-64441.524019448494,True
