phase294_variant_id,continuation_family,market_bucket,side_mode,exit_horizon_ticks,scenario_rows,selected_event_rows,max_scheduled_event_rows,cost200_above12_sparse_diagnostic_rows,robust_portfolio_floor_above12_rows,sparse_floor_met_rows,robust_portfolio_floor_met_rows,min_annualized_pct,median_annualized_pct,max_annualized_pct,max_net_pnl_inr
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P35_S35_I35_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H13,withdrawal_followthrough_continuation,NONOPEN,PRESSURE_SIGN_CONT,13,4,147,2,0,0,0,0,3.2282192124404263,3.4848697576860665,7.4830406058634145,237.55684463058458
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I35_NOTWIDE_ALL_ORIG_H13,withdrawal_followthrough_continuation,ALL,ORIG,13,4,180,2,0,0,0,0,2.4716953556831007,3.106607829307404,7.4830406058634145,237.55684463058458
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I35_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H13,withdrawal_followthrough_continuation,ALL,PRESSURE_SIGN_CONT,13,4,180,2,0,0,0,0,2.4716953556831007,3.106607829307404,7.4830406058634145,237.55684463058458
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I35_NOTWIDE_NONOPEN_ORIG_H13,withdrawal_followthrough_continuation,NONOPEN,ORIG,13,4,142,2,0,0,0,0,3.7415203029317072,7.478545682406371,7.4830406058634145,237.55684463058458
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I35_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H13,withdrawal_followthrough_continuation,NONOPEN,PRESSURE_SIGN_CONT,13,4,142,2,0,0,0,0,3.7415203029317072,7.478545682406371,7.4830406058634145,237.55684463058458
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P35_S35_I55_NOTWIDE_ALL_ORIG_H13,withdrawal_followthrough_continuation,ALL,ORIG,13,4,151,2,0,0,0,0,3.385348965296372,6.770191867567206,6.770697930592744,214.94279144738871
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P35_S35_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H13,withdrawal_followthrough_continuation,ALL,PRESSURE_SIGN_CONT,13,4,151,2,0,0,0,0,3.385348965296372,6.770191867567206,6.770697930592744,214.94279144738871
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P35_S35_I55_NOTWIDE_NONOPEN_ORIG_H13,withdrawal_followthrough_continuation,NONOPEN,ORIG,13,4,142,2,0,0,0,0,3.385348965296372,6.770191867567206,6.770697930592744,214.94279144738871
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P35_S35_I55_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H13,withdrawal_followthrough_continuation,NONOPEN,PRESSURE_SIGN_CONT,13,4,142,2,0,0,0,0,3.385348965296372,6.770191867567206,6.770697930592744,214.94279144738871
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P65_S55_I35_NOTWIDE_ALL_ORIG_H13,withdrawal_followthrough_continuation,ALL,ORIG,13,4,135,2,0,0,0,0,3.381070930718324,6.761181698084509,6.762141861436648,214.67117020433804
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P65_S55_I35_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H13,withdrawal_followthrough_continuation,ALL,PRESSURE_SIGN_CONT,13,4,135,2,0,0,0,0,3.381070930718324,6.761181698084509,6.762141861436648,214.67117020433804
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P65_S55_I35_NOTWIDE_NONOPEN_ORIG_H13,withdrawal_followthrough_continuation,NONOPEN,ORIG,13,4,130,2,0,0,0,0,3.381070930718324,6.761181698084509,6.762141861436648,214.67117020433804
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P65_S55_I35_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H13,withdrawal_followthrough_continuation,NONOPEN,PRESSURE_SIGN_CONT,13,4,130,2,0,0,0,0,3.381070930718324,6.761181698084509,6.762141861436648,214.67117020433804
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I55_NOTWIDE_ALL_ORIG_H13,withdrawal_followthrough_continuation,ALL,ORIG,13,4,126,2,0,0,0,0,3.3801174521013846,6.759173532002629,6.760234904202769,214.610631879453
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H13,withdrawal_followthrough_continuation,ALL,PRESSURE_SIGN_CONT,13,4,126,2,0,0,0,0,3.3801174521013846,6.759173532002629,6.760234904202769,214.610631879453
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I55_NOTWIDE_NONOPEN_ORIG_H13,withdrawal_followthrough_continuation,NONOPEN,ORIG,13,4,121,2,0,0,0,0,3.3801174521013846,6.759173532002629,6.760234904202769,214.610631879453
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I55_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H13,withdrawal_followthrough_continuation,NONOPEN,PRESSURE_SIGN_CONT,13,4,121,2,0,0,0,0,3.3801174521013846,6.759173532002629,6.760234904202769,214.610631879453
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P65_S55_I55_NOTWIDE_ALL_ORIG_H13,withdrawal_followthrough_continuation,ALL,ORIG,13,4,98,2,0,0,0,0,3.3770041967045215,6.752616558640938,6.754008393409043,214.41296487012835
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H13,withdrawal_followthrough_continuation,ALL,PRESSURE_SIGN_CONT,13,4,98,2,0,0,0,0,3.3770041967045215,6.752616558640938,6.754008393409043,214.41296487012835
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P65_S55_I55_NOTWIDE_NONOPEN_ORIG_H13,withdrawal_followthrough_continuation,NONOPEN,ORIG,13,4,97,2,0,0,0,0,3.3770041967045215,6.752616558640938,6.754008393409043,214.41296487012835
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P65_S55_I55_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H13,withdrawal_followthrough_continuation,NONOPEN,PRESSURE_SIGN_CONT,13,4,97,2,0,0,0,0,3.3770041967045215,6.752616558640938,6.754008393409043,214.41296487012835
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_ANYSPREAD_ALL_ORIG_H13,spread_compressed_absorption_continuation,ALL,ORIG,13,4,522,2,0,0,0,0,2.7184768130071197,5.919800856259512,6.402648086504784,203.25866941285028
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H13,spread_compressed_absorption_continuation,ALL,PRESSURE_SIGN_CONT,13,4,522,2,0,0,0,0,2.7184768130071197,5.919800856259512,6.402648086504784,203.25866941285028
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_ANYSPREAD_NONOPEN_ORIG_H13,spread_compressed_absorption_continuation,NONOPEN,ORIG,13,4,453,2,0,0,0,0,2.7184768130071197,5.919800856259512,6.402648086504784,203.25866941285028
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H13,spread_compressed_absorption_continuation,NONOPEN,PRESSURE_SIGN_CONT,13,4,453,2,0,0,0,0,2.7184768130071197,5.919800856259512,6.402648086504784,203.25866941285028
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_NOTWIDE_ALL_ORIG_H13,spread_compressed_absorption_continuation,ALL,ORIG,13,4,440,2,0,0,0,0,2.7184768130071197,5.919800856259512,6.402648086504784,203.25866941285028
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H13,spread_compressed_absorption_continuation,ALL,PRESSURE_SIGN_CONT,13,4,440,2,0,0,0,0,2.7184768130071197,5.919800856259512,6.402648086504784,203.25866941285028
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_NOTWIDE_NONOPEN_ORIG_H13,spread_compressed_absorption_continuation,NONOPEN,ORIG,13,4,371,2,0,0,0,0,2.7184768130071197,5.919800856259512,6.402648086504784,203.25866941285028
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H13,spread_compressed_absorption_continuation,NONOPEN,PRESSURE_SIGN_CONT,13,4,371,2,0,0,0,0,2.7184768130071197,5.919800856259512,6.402648086504784,203.25866941285028
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I55_ANYSPREAD_ALL_ORIG_H13,spread_compressed_absorption_continuation,ALL,ORIG,13,4,362,2,0,0,0,0,2.717549041805195,5.918007017763085,6.400915951915779,203.20368101319931
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I55_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H13,spread_compressed_absorption_continuation,ALL,PRESSURE_SIGN_CONT,13,4,362,2,0,0,0,0,2.717549041805195,5.918007017763085,6.400915951915779,203.20368101319931
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I55_ANYSPREAD_NONOPEN_ORIG_H13,spread_compressed_absorption_continuation,NONOPEN,ORIG,13,4,296,2,0,0,0,0,2.717549041805195,5.918007017763085,6.400915951915779,203.20368101319931
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I55_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H13,spread_compressed_absorption_continuation,NONOPEN,PRESSURE_SIGN_CONT,13,4,296,2,0,0,0,0,2.717549041805195,5.918007017763085,6.400915951915779,203.20368101319931
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I55_NOTWIDE_ALL_ORIG_H13,spread_compressed_absorption_continuation,ALL,ORIG,13,4,280,2,0,0,0,0,2.717549041805195,5.918007017763085,6.400915951915779,203.20368101319931
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H13,spread_compressed_absorption_continuation,ALL,PRESSURE_SIGN_CONT,13,4,280,2,0,0,0,0,2.717549041805195,5.918007017763085,6.400915951915779,203.20368101319931
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I55_NOTWIDE_NONOPEN_ORIG_H13,spread_compressed_absorption_continuation,NONOPEN,ORIG,13,4,214,2,0,0,0,0,2.717549041805195,5.918007017763085,6.400915951915779,203.20368101319931
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I55_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H13,spread_compressed_absorption_continuation,NONOPEN,PRESSURE_SIGN_CONT,13,4,214,2,0,0,0,0,2.717549041805195,5.918007017763085,6.400915951915779,203.20368101319931
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I35_ANYSPREAD_ALL_ORIG_H13,replenishment_absorption_continuation,ALL,ORIG,13,4,122,2,0,0,0,0,2.779668614658019,3.0369850579756603,5.559337229316038,176.4868961687631
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I35_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H13,replenishment_absorption_continuation,ALL,PRESSURE_SIGN_CONT,13,4,122,2,0,0,0,0,2.779668614658019,3.0369850579756603,5.559337229316038,176.4868961687631
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I35_ANYSPREAD_NONOPEN_ORIG_H13,replenishment_absorption_continuation,NONOPEN,ORIG,13,4,87,2,0,0,0,0,2.779668614658019,3.0369850579756603,5.559337229316038,176.4868961687631
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I35_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H13,replenishment_absorption_continuation,NONOPEN,PRESSURE_SIGN_CONT,13,4,87,2,0,0,0,0,2.779668614658019,3.0369850579756603,5.559337229316038,176.4868961687631
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I35_NOTWIDE_ALL_ORIG_H13,replenishment_absorption_continuation,ALL,ORIG,13,4,122,2,0,0,0,0,2.779668614658019,3.0369850579756603,5.559337229316038,176.4868961687631
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I35_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H13,replenishment_absorption_continuation,ALL,PRESSURE_SIGN_CONT,13,4,122,2,0,0,0,0,2.779668614658019,3.0369850579756603,5.559337229316038,176.4868961687631
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I35_NOTWIDE_NONOPEN_ORIG_H13,replenishment_absorption_continuation,NONOPEN,ORIG,13,4,87,2,0,0,0,0,2.779668614658019,3.0369850579756603,5.559337229316038,176.4868961687631
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I35_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H13,replenishment_absorption_continuation,NONOPEN,PRESSURE_SIGN_CONT,13,4,87,2,0,0,0,0,2.779668614658019,3.0369850579756603,5.559337229316038,176.4868961687631
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I55_ANYSPREAD_ALL_ORIG_H13,replenishment_absorption_continuation,ALL,ORIG,13,4,85,2,0,0,0,0,2.7763426321943014,3.0324779331937757,5.552685264388603,176.27572267900328
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I55_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H13,replenishment_absorption_continuation,ALL,PRESSURE_SIGN_CONT,13,4,85,2,0,0,0,0,2.7763426321943014,3.0324779331937757,5.552685264388603,176.27572267900328
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I55_ANYSPREAD_NONOPEN_ORIG_H13,replenishment_absorption_continuation,NONOPEN,ORIG,13,4,69,2,0,0,0,0,2.7763426321943014,3.0324779331937757,5.552685264388603,176.27572267900328
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I55_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H13,replenishment_absorption_continuation,NONOPEN,PRESSURE_SIGN_CONT,13,4,69,2,0,0,0,0,2.7763426321943014,3.0324779331937757,5.552685264388603,176.27572267900328
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I55_NOTWIDE_ALL_ORIG_H13,replenishment_absorption_continuation,ALL,ORIG,13,4,85,2,0,0,0,0,2.7763426321943014,3.0324779331937757,5.552685264388603,176.27572267900328
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H13,replenishment_absorption_continuation,ALL,PRESSURE_SIGN_CONT,13,4,85,2,0,0,0,0,2.7763426321943014,3.0324779331937757,5.552685264388603,176.27572267900328
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I55_NOTWIDE_NONOPEN_ORIG_H13,replenishment_absorption_continuation,NONOPEN,ORIG,13,4,69,2,0,0,0,0,2.7763426321943014,3.0324779331937757,5.552685264388603,176.27572267900328
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I55_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H13,replenishment_absorption_continuation,NONOPEN,PRESSURE_SIGN_CONT,13,4,69,2,0,0,0,0,2.7763426321943014,3.0324779331937757,5.552685264388603,176.27572267900328
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I35_ANYSPREAD_ALL_ORIG_H13,replenishment_absorption_continuation,ALL,ORIG,13,4,38,2,0,0,0,0,2.7371581994820153,5.393967846073477,5.474316398964031,173.78782218933432
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I35_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H13,replenishment_absorption_continuation,ALL,PRESSURE_SIGN_CONT,13,4,38,2,0,0,0,0,2.7371581994820153,5.393967846073477,5.474316398964031,173.78782218933432
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I35_ANYSPREAD_NONOPEN_ORIG_H13,replenishment_absorption_continuation,NONOPEN,ORIG,13,4,38,2,0,0,0,0,2.7371581994820153,5.393967846073477,5.474316398964031,173.78782218933432
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I35_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H13,replenishment_absorption_continuation,NONOPEN,PRESSURE_SIGN_CONT,13,4,38,2,0,0,0,0,2.7371581994820153,5.393967846073477,5.474316398964031,173.78782218933432
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I35_NOTWIDE_ALL_ORIG_H13,replenishment_absorption_continuation,ALL,ORIG,13,4,38,2,0,0,0,0,2.7371581994820153,5.393967846073477,5.474316398964031,173.78782218933432
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I35_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H13,replenishment_absorption_continuation,ALL,PRESSURE_SIGN_CONT,13,4,38,2,0,0,0,0,2.7371581994820153,5.393967846073477,5.474316398964031,173.78782218933432
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I35_NOTWIDE_NONOPEN_ORIG_H13,replenishment_absorption_continuation,NONOPEN,ORIG,13,4,38,2,0,0,0,0,2.7371581994820153,5.393967846073477,5.474316398964031,173.78782218933432
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I35_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H13,replenishment_absorption_continuation,NONOPEN,PRESSURE_SIGN_CONT,13,4,38,2,0,0,0,0,2.7371581994820153,5.393967846073477,5.474316398964031,173.78782218933432
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_ANYSPREAD_ALL_ORIG_H13,replenishment_absorption_continuation,ALL,ORIG,13,4,26,2,0,0,0,0,2.735891145947195,5.39138127477413,5.47178229189439,173.70737434585365
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H13,replenishment_absorption_continuation,ALL,PRESSURE_SIGN_CONT,13,4,26,2,0,0,0,0,2.735891145947195,5.39138127477413,5.47178229189439,173.70737434585365
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_ANYSPREAD_NONOPEN_ORIG_H13,replenishment_absorption_continuation,NONOPEN,ORIG,13,4,26,2,0,0,0,0,2.735891145947195,5.39138127477413,5.47178229189439,173.70737434585365
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H13,replenishment_absorption_continuation,NONOPEN,PRESSURE_SIGN_CONT,13,4,26,2,0,0,0,0,2.735891145947195,5.39138127477413,5.47178229189439,173.70737434585365
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_NOTWIDE_ALL_ORIG_H13,replenishment_absorption_continuation,ALL,ORIG,13,4,26,2,0,0,0,0,2.735891145947195,5.39138127477413,5.47178229189439,173.70737434585365
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H13,replenishment_absorption_continuation,ALL,PRESSURE_SIGN_CONT,13,4,26,2,0,0,0,0,2.735891145947195,5.39138127477413,5.47178229189439,173.70737434585365
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_NOTWIDE_NONOPEN_ORIG_H13,replenishment_absorption_continuation,NONOPEN,ORIG,13,4,26,2,0,0,0,0,2.735891145947195,5.39138127477413,5.47178229189439,173.70737434585365
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H13,replenishment_absorption_continuation,NONOPEN,PRESSURE_SIGN_CONT,13,4,26,2,0,0,0,0,2.735891145947195,5.39138127477413,5.47178229189439,173.70737434585365
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P65_S55_I35_ANYSPREAD_ALL_ORIG_H13,spread_compressed_absorption_continuation,ALL,ORIG,13,4,291,2,0,0,0,0,2.311247352418321,2.5158125114347825,5.440755340902488,172.72239177468214
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P65_S55_I35_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H13,spread_compressed_absorption_continuation,ALL,PRESSURE_SIGN_CONT,13,4,291,2,0,0,0,0,2.311247352418321,2.5158125114347825,5.440755340902488,172.72239177468214
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P65_S55_I35_ANYSPREAD_NONOPEN_ORIG_H13,spread_compressed_absorption_continuation,NONOPEN,ORIG,13,4,283,2,0,0,0,0,2.311247352418321,2.5158125114347825,5.440755340902488,172.72239177468214
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P65_S55_I35_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H13,spread_compressed_absorption_continuation,NONOPEN,PRESSURE_SIGN_CONT,13,4,283,2,0,0,0,0,2.311247352418321,2.5158125114347825,5.440755340902488,172.72239177468214
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P65_S55_I35_NOTWIDE_ALL_ORIG_H13,spread_compressed_absorption_continuation,ALL,ORIG,13,4,291,2,0,0,0,0,2.311247352418321,2.5158125114347825,5.440755340902488,172.72239177468214
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P65_S55_I35_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H13,spread_compressed_absorption_continuation,ALL,PRESSURE_SIGN_CONT,13,4,291,2,0,0,0,0,2.311247352418321,2.5158125114347825,5.440755340902488,172.72239177468214
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P65_S55_I35_NOTWIDE_NONOPEN_ORIG_H13,spread_compressed_absorption_continuation,NONOPEN,ORIG,13,4,283,2,0,0,0,0,2.311247352418321,2.5158125114347825,5.440755340902488,172.72239177468214
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P65_S55_I35_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H13,spread_compressed_absorption_continuation,NONOPEN,PRESSURE_SIGN_CONT,13,4,283,2,0,0,0,0,2.311247352418321,2.5158125114347825,5.440755340902488,172.72239177468214
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P50_S45_I35_ANYSPREAD_ALL_ORIG_H13,spread_compressed_absorption_continuation,ALL,ORIG,13,4,411,3,0,0,0,0,0.9619842932847603,1.840437204002555,5.437780229440699,172.62794379176825
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P50_S45_I35_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H13,spread_compressed_absorption_continuation,ALL,PRESSURE_SIGN_CONT,13,4,411,3,0,0,0,0,0.9619842932847603,1.840437204002555,5.437780229440699,172.62794379176825
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P50_S45_I35_NOTWIDE_ALL_ORIG_H13,spread_compressed_absorption_continuation,ALL,ORIG,13,4,411,3,0,0,0,0,0.9619842932847603,1.840437204002555,5.437780229440699,172.62794379176825
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P50_S45_I35_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H13,spread_compressed_absorption_continuation,ALL,PRESSURE_SIGN_CONT,13,4,411,3,0,0,0,0,0.9619842932847603,1.840437204002555,5.437780229440699,172.62794379176825
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P50_S45_I35_ANYSPREAD_NONOPEN_ORIG_H13,spread_compressed_absorption_continuation,NONOPEN,ORIG,13,4,347,2,0,0,0,0,2.0341229651049004,2.376506539912625,5.437780229440699,172.62794379176825
