phase360_work_order_id,family_id,primary_scenario_id,source_id,symbol,announcement_time_ist,announcement_date,market_session,diagnostic_trade_date,diagnostic_start_rule,description,no_lookahead_rule_applied,full_depth_levels_1_to_5_required,levels_2_to_5_materiality_required,cost_profile,paper_live_or_profit_claim_allowed
P373_2026-07-10_BAJAJ-AUTO_106693161,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,BAJAJ-AUTO,10-Jul-2026 11:05:02,2026-07-10,regular_session,2026-07-10,first_real_tick_after_announcement,Analysts/Institutional Investor Meet/Con. Call Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-10_BHARTIARTL_106693009,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,BHARTIARTL,10-Jul-2026 10:02:55,2026-07-10,regular_session,2026-07-10,first_real_tick_after_announcement,Record Date,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-10_DRREDDY_106692956,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,DRREDDY,10-Jul-2026 08:51:29,2026-07-10,pre_open_or_overnight,2026-07-10,market_open_same_day,Analysts/Institutional Investor Meet/Con. Call Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-10_HCLTECH_106692256,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,HCLTECH,09-Jul-2026 17:02:22,2026-07-09,post_close,2026-07-10,market_open_next_available_unseen_real_l2_day,Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-10_HDFCBANK_106692277,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,HDFCBANK,09-Jul-2026 17:09:34,2026-07-09,post_close,2026-07-10,market_open_next_available_unseen_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-10_ICICIBANK_106693061,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,ICICIBANK,10-Jul-2026 10:32:30,2026-07-10,regular_session,2026-07-10,first_real_tick_after_announcement,ESOP/ESOS/ESPS,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-10_KOTAKBANK_106692598,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,KOTAKBANK,09-Jul-2026 19:37:41,2026-07-09,post_close,2026-07-10,market_open_next_available_unseen_real_l2_day,General Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-10_KOTAKBANK_106692658,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,KOTAKBANK,09-Jul-2026 20:20:33,2026-07-09,post_close,2026-07-10,market_open_next_available_unseen_real_l2_day,General Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-10_M&M_106692090,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,M&M,09-Jul-2026 16:05:27,2026-07-09,post_close,2026-07-10,market_open_next_available_unseen_real_l2_day,General Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-10_M&M_106693381,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,M&M,10-Jul-2026 13:21:18,2026-07-10,regular_session,2026-07-10,first_real_tick_after_announcement,Analysts/Institutional Investor Meet/Con. Call Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-10_ONGC_106692689,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,ONGC,09-Jul-2026 21:22:07,2026-07-09,post_close,2026-07-10,market_open_next_available_unseen_real_l2_day,Outcome of Board Meeting,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-10_SBIN_106692841,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,SBIN,09-Jul-2026 23:03:55,2026-07-09,post_close,2026-07-10,market_open_next_available_unseen_real_l2_day,General Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-10_TCS_106692052,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,TCS,09-Jul-2026 15:52:21,2026-07-09,post_close,2026-07-10,market_open_next_available_unseen_real_l2_day,Outcome of Board Meeting,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-10_TCS_106692059,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,TCS,09-Jul-2026 15:54:18,2026-07-09,post_close,2026-07-10,market_open_next_available_unseen_real_l2_day,Dividend,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-10_TCS_106692063,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,TCS,09-Jul-2026 15:56:06,2026-07-09,post_close,2026-07-10,market_open_next_available_unseen_real_l2_day,Press Release,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-10_TCS_106692067,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,TCS,09-Jul-2026 15:57:25,2026-07-09,post_close,2026-07-10,market_open_next_available_unseen_real_l2_day,General Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-10_TCS_106692731,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,TCS,09-Jul-2026 22:27:13,2026-07-09,post_close,2026-07-10,market_open_next_available_unseen_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-13_DRREDDY_106695517,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,DRREDDY,13-Jul-2026 14:35:09,2026-07-13,regular_session,2026-07-13,first_real_tick_after_announcement,Press Release,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-13_HDFCBANK_106694495,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,HDFCBANK,10-Jul-2026 23:50:18,2026-07-10,post_close,2026-07-13,market_open_next_available_unseen_real_l2_day,Shareholders meeting,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-13_INFY_106695528,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,INFY,13-Jul-2026 14:47:47,2026-07-13,regular_session,2026-07-13,first_real_tick_after_announcement,General Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-13_KOTAKBANK_106693798,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,KOTAKBANK,10-Jul-2026 17:20:48,2026-07-10,post_close,2026-07-13,market_open_next_available_unseen_real_l2_day,Shareholders meeting,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-13_KOTAKBANK_106693806,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,KOTAKBANK,10-Jul-2026 17:24:32,2026-07-10,post_close,2026-07-13,market_open_next_available_unseen_real_l2_day,General Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-13_KOTAKBANK_106693819,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,KOTAKBANK,10-Jul-2026 17:30:05,2026-07-10,post_close,2026-07-13,market_open_next_available_unseen_real_l2_day,General Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-13_MARUTI_106693600,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,MARUTI,10-Jul-2026 15:53:31,2026-07-10,post_close,2026-07-13,market_open_next_available_unseen_real_l2_day,General Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-13_RELIANCE_106693860,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,RELIANCE,10-Jul-2026 17:46:25,2026-07-10,post_close,2026-07-13,market_open_next_available_unseen_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-13_SBIN_106694291,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,SBIN,10-Jul-2026 22:26:10,2026-07-10,post_close,2026-07-13,market_open_next_available_unseen_real_l2_day,General Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-13_TCS_106694050,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,TCS,10-Jul-2026 18:53:25,2026-07-10,post_close,2026-07-13,market_open_next_available_unseen_real_l2_day,Copy of Newspaper Publication,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-13_TCS_106695270,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,TCS,13-Jul-2026 11:30:11,2026-07-13,regular_session,2026-07-13,first_real_tick_after_announcement,Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-13_WIPRO_106693588,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,WIPRO,10-Jul-2026 15:46:57,2026-07-10,post_close,2026-07-13,market_open_next_available_unseen_real_l2_day,Copy of Newspaper Publication,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-14_BHARTIARTL_106696754,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,BHARTIARTL,14-Jul-2026 11:58:18,2026-07-14,regular_session,2026-07-14,first_real_tick_after_announcement,Press Release,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-14_CIPLA_106695963,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,CIPLA,13-Jul-2026 18:29:03,2026-07-13,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-14_HCLTECH_106695829,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,HCLTECH,13-Jul-2026 17:41:00,2026-07-13,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,Outcome of Board Meeting,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-14_HCLTECH_106695847,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,HCLTECH,13-Jul-2026 17:46:28,2026-07-13,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,Press Release,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-14_HCLTECH_106695856,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,HCLTECH,13-Jul-2026 17:49:49,2026-07-13,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,General Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-14_HCLTECH_106695864,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,HCLTECH,13-Jul-2026 17:53:19,2026-07-13,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,Dividend,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-14_HCLTECH_106695871,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,HCLTECH,13-Jul-2026 17:55:38,2026-07-13,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,Record Date,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-14_HCLTECH_106695928,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,HCLTECH,13-Jul-2026 18:20:56,2026-07-13,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,General Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-14_HCLTECH_106695980,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,HCLTECH,13-Jul-2026 18:34:52,2026-07-13,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,Change in Director(s),1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-14_HCLTECH_106695992,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,HCLTECH,13-Jul-2026 18:39:10,2026-07-13,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-14_HCLTECH_106696002,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,HCLTECH,13-Jul-2026 18:42:59,2026-07-13,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-14_HCLTECH_106696014,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,HCLTECH,13-Jul-2026 18:47:42,2026-07-13,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-14_HCLTECH_106696210,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,HCLTECH,13-Jul-2026 21:38:18,2026-07-13,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-14_HCLTECH_106696346,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,HCLTECH,13-Jul-2026 23:11:05,2026-07-13,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-14_ICICIBANK_106696630,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,ICICIBANK,14-Jul-2026 11:04:53,2026-07-14,regular_session,2026-07-14,first_real_tick_after_announcement,ESOP/ESOS/ESPS,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-14_KOTAKBANK_106696676,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,KOTAKBANK,14-Jul-2026 11:22:48,2026-07-14,regular_session,2026-07-14,first_real_tick_after_announcement,Analysts/Institutional Investor Meet/Con. Call Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-14_KOTAKBANK_106696863,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,KOTAKBANK,14-Jul-2026 13:02:56,2026-07-14,regular_session,2026-07-14,first_real_tick_after_announcement,ESOP/ESOS/ESPS,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-14_M&M_106696043,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,M&M,13-Jul-2026 19:00:26,2026-07-13,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,Copy of Newspaper Publication,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-14_M&M_106696059,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,M&M,13-Jul-2026 19:11:01,2026-07-13,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-14_M&M_106696068,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,M&M,13-Jul-2026 19:20:00,2026-07-13,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-14_M&M_106696128,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,M&M,13-Jul-2026 19:48:10,2026-07-13,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-14_SBIN_106695773,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,SBIN,13-Jul-2026 17:06:47,2026-07-13,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,General Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-14_TCS_106696698,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,TCS,14-Jul-2026 11:30:30,2026-07-14,regular_session,2026-07-14,first_real_tick_after_announcement,Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-14_TCS_106696979,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,TCS,14-Jul-2026 14:24:37,2026-07-14,regular_session,2026-07-14,first_real_tick_after_announcement,Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-15_AXISBANK_106697208,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,AXISBANK,14-Jul-2026 16:39:47,2026-07-14,post_close,2026-07-15,market_open_next_available_unseen_real_l2_day,General Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-15_AXISBANK_106697779,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,AXISBANK,14-Jul-2026 21:54:56,2026-07-14,post_close,2026-07-15,market_open_next_available_unseen_real_l2_day,ESOP/ESOS/ESPS,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-15_AXISBANK_106697899,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,AXISBANK,14-Jul-2026 23:12:30,2026-07-14,post_close,2026-07-15,market_open_next_available_unseen_real_l2_day,General Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-15_AXISBANK_106697950,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,AXISBANK,14-Jul-2026 23:43:06,2026-07-14,post_close,2026-07-15,market_open_next_available_unseen_real_l2_day,General Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-15_BAJAJ-AUTO_106697273,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,BAJAJ-AUTO,14-Jul-2026 17:06:39,2026-07-14,post_close,2026-07-15,market_open_next_available_unseen_real_l2_day,General Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-15_BHARTIARTL_106697323,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,BHARTIARTL,14-Jul-2026 17:26:34,2026-07-14,post_close,2026-07-15,market_open_next_available_unseen_real_l2_day,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",1,1,1,zerodha_2x_all_in_cost_proxy,0
P373_2026-07-15_HCLTECH_106697280,phase380_expanded_real_l2_catalyst_retest,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,NSE_CORPORATE_ANNOUNCEMENTS,HCLTECH,14-Jul-2026 17:09:10,2026-07-14,post_close,2026-07-15,market_open_next_available_unseen_real_l2_day,Updates,1,1,1,zerodha_2x_all_in_cost_proxy,0
