event_id,event_time_ist,event_type,symbol,trade_month,dense_file_path,dense_rows,pre_event_seconds,post_event_seconds,event_bucket_seconds,source_url_or_file
P306_EVT_0001,2026-08-05 10:00:00+05:30,rbi_policy,HCLTECH,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=HCLTECH\part-00000.parquet,15575752,900,1800,1,https://www.youtube.com/watch?v=XIdD58WOX30
P306_EVT_0001,2026-08-05 10:00:00+05:30,rbi_policy,HDFCBANK,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=HDFCBANK\part-00000.parquet,15551951,900,1800,1,https://www.youtube.com/watch?v=XIdD58WOX30
P306_EVT_0001,2026-08-05 10:00:00+05:30,rbi_policy,HINDUNILVR,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=HINDUNILVR\part-00000.parquet,15542034,900,1800,1,https://www.youtube.com/watch?v=XIdD58WOX30
P306_EVT_0001,2026-08-05 10:00:00+05:30,rbi_policy,ICICIBANK,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=ICICIBANK\part-00000.parquet,15569802,900,1800,1,https://www.youtube.com/watch?v=XIdD58WOX30
P306_EVT_0001,2026-08-05 10:00:00+05:30,rbi_policy,INFY,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=INFY\part-00000.parquet,15565835,900,1800,1,https://www.youtube.com/watch?v=XIdD58WOX30
P306_EVT_0001,2026-08-05 10:00:00+05:30,rbi_policy,ITBEES,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=ITBEES\part-00000.parquet,15551951,900,1800,1,https://www.youtube.com/watch?v=XIdD58WOX30
P306_EVT_0001,2026-08-05 10:00:00+05:30,rbi_policy,ITC,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=ITC\part-00000.parquet,15577736,900,1800,1,https://www.youtube.com/watch?v=XIdD58WOX30
P306_EVT_0001,2026-08-05 10:00:00+05:30,rbi_policy,JUNIORBEES,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=JUNIORBEES\part-00000.parquet,15547985,900,1800,1,https://www.youtube.com/watch?v=XIdD58WOX30
P306_EVT_0001,2026-08-05 10:00:00+05:30,rbi_policy,KOTAKBANK,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=KOTAKBANK\part-00000.parquet,15557902,900,1800,1,https://www.youtube.com/watch?v=XIdD58WOX30
P306_EVT_0001,2026-08-05 10:00:00+05:30,rbi_policy,LT,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=LT\part-00000.parquet,15581703,900,1800,1,https://www.youtube.com/watch?v=XIdD58WOX30
P306_EVT_0001,2026-08-05 10:00:00+05:30,rbi_policy,M&M,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=M&M\part-00000.parquet,15565835,900,1800,1,https://www.youtube.com/watch?v=XIdD58WOX30
P306_EVT_0001,2026-08-05 10:00:00+05:30,rbi_policy,MARUTI,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=MARUTI\part-00000.parquet,15569802,900,1800,1,https://www.youtube.com/watch?v=XIdD58WOX30
P306_EVT_0001,2026-08-05 10:00:00+05:30,rbi_policy,NESTLEIND,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=NESTLEIND\part-00000.parquet,15524184,900,1800,1,https://www.youtube.com/watch?v=XIdD58WOX30
P306_EVT_0001,2026-08-05 10:00:00+05:30,rbi_policy,NIFTYBEES,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=NIFTYBEES\part-00000.parquet,15553935,900,1800,1,https://www.youtube.com/watch?v=XIdD58WOX30
P306_EVT_0001,2026-08-05 10:00:00+05:30,rbi_policy,ONGC,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=ONGC\part-00000.parquet,15561869,900,1800,1,https://www.youtube.com/watch?v=XIdD58WOX30
P306_EVT_0001,2026-08-05 10:00:00+05:30,rbi_policy,RELIANCE,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=RELIANCE\part-00000.parquet,15569802,900,1800,1,https://www.youtube.com/watch?v=XIdD58WOX30
P306_EVT_0001,2026-08-05 10:00:00+05:30,rbi_policy,SBIN,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=SBIN\part-00000.parquet,15595587,900,1800,1,https://www.youtube.com/watch?v=XIdD58WOX30
P306_EVT_0001,2026-08-05 10:00:00+05:30,rbi_policy,SUNPHARMA,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=SUNPHARMA\part-00000.parquet,15561869,900,1800,1,https://www.youtube.com/watch?v=XIdD58WOX30
P306_EVT_0001,2026-08-05 10:00:00+05:30,rbi_policy,TCS,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=TCS\part-00000.parquet,15546001,900,1800,1,https://www.youtube.com/watch?v=XIdD58WOX30
P306_EVT_0001,2026-08-05 10:00:00+05:30,rbi_policy,TECHM,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=TECHM\part-00000.parquet,15569802,900,1800,1,https://www.youtube.com/watch?v=XIdD58WOX30
P306_EVT_0001,2026-08-05 10:00:00+05:30,rbi_policy,ULTRACEMCO,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=ULTRACEMCO\part-00000.parquet,15534101,900,1800,1,https://www.youtube.com/watch?v=XIdD58WOX30
P306_EVT_0001,2026-08-05 10:00:00+05:30,rbi_policy,WIPRO,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=WIPRO\part-00000.parquet,15546001,900,1800,1,https://www.youtube.com/watch?v=XIdD58WOX30
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,ADANIPORTS,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=ADANIPORTS\part-00000.parquet,15549968,900,1800,1,event_sources/event_catalysts/dropzone/event_catalysts_rbi_mpc_20260805.csv
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,AXISBANK,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=AXISBANK\part-00000.parquet,15555918,900,1800,1,event_sources/event_catalysts/dropzone/event_catalysts_rbi_mpc_20260805.csv
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,BAJAJ-AUTO,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=BAJAJ-AUTO\part-00000.parquet,15542034,900,1800,1,event_sources/event_catalysts/dropzone/event_catalysts_rbi_mpc_20260805.csv
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,BANKBEES,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=BANKBEES\part-00000.parquet,15557902,900,1800,1,event_sources/event_catalysts/dropzone/event_catalysts_rbi_mpc_20260805.csv
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,BHARTIARTL,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=BHARTIARTL\part-00000.parquet,15575752,900,1800,1,event_sources/event_catalysts/dropzone/event_catalysts_rbi_mpc_20260805.csv
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,BPCL,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=BPCL\part-00000.parquet,15512283,900,1800,1,event_sources/event_catalysts/dropzone/event_catalysts_rbi_mpc_20260805.csv
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,BRITANNIA,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=BRITANNIA\part-00000.parquet,15561869,900,1800,1,event_sources/event_catalysts/dropzone/event_catalysts_rbi_mpc_20260805.csv
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,CIPLA,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=CIPLA\part-00000.parquet,15549968,900,1800,1,event_sources/event_catalysts/dropzone/event_catalysts_rbi_mpc_20260805.csv
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,DRREDDY,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=DRREDDY\part-00000.parquet,15563852,900,1800,1,event_sources/event_catalysts/dropzone/event_catalysts_rbi_mpc_20260805.csv
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,GOLDBEES,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=GOLDBEES\part-00000.parquet,15551951,900,1800,1,event_sources/event_catalysts/dropzone/event_catalysts_rbi_mpc_20260805.csv
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,HCLTECH,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=HCLTECH\part-00000.parquet,15575752,900,1800,1,event_sources/event_catalysts/dropzone/event_catalysts_rbi_mpc_20260805.csv
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,HDFCBANK,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=HDFCBANK\part-00000.parquet,15551951,900,1800,1,event_sources/event_catalysts/dropzone/event_catalysts_rbi_mpc_20260805.csv
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,HINDUNILVR,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=HINDUNILVR\part-00000.parquet,15542034,900,1800,1,event_sources/event_catalysts/dropzone/event_catalysts_rbi_mpc_20260805.csv
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,ICICIBANK,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=ICICIBANK\part-00000.parquet,15569802,900,1800,1,event_sources/event_catalysts/dropzone/event_catalysts_rbi_mpc_20260805.csv
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,INFY,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=INFY\part-00000.parquet,15565835,900,1800,1,event_sources/event_catalysts/dropzone/event_catalysts_rbi_mpc_20260805.csv
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,ITBEES,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=ITBEES\part-00000.parquet,15551951,900,1800,1,event_sources/event_catalysts/dropzone/event_catalysts_rbi_mpc_20260805.csv
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,ITC,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=ITC\part-00000.parquet,15577736,900,1800,1,event_sources/event_catalysts/dropzone/event_catalysts_rbi_mpc_20260805.csv
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,JUNIORBEES,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=JUNIORBEES\part-00000.parquet,15547985,900,1800,1,event_sources/event_catalysts/dropzone/event_catalysts_rbi_mpc_20260805.csv
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,KOTAKBANK,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=KOTAKBANK\part-00000.parquet,15557902,900,1800,1,event_sources/event_catalysts/dropzone/event_catalysts_rbi_mpc_20260805.csv
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,LT,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=LT\part-00000.parquet,15581703,900,1800,1,event_sources/event_catalysts/dropzone/event_catalysts_rbi_mpc_20260805.csv
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,M&M,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=M&M\part-00000.parquet,15565835,900,1800,1,event_sources/event_catalysts/dropzone/event_catalysts_rbi_mpc_20260805.csv
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,MARUTI,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=MARUTI\part-00000.parquet,15569802,900,1800,1,event_sources/event_catalysts/dropzone/event_catalysts_rbi_mpc_20260805.csv
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,NESTLEIND,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=NESTLEIND\part-00000.parquet,15524184,900,1800,1,event_sources/event_catalysts/dropzone/event_catalysts_rbi_mpc_20260805.csv
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,NIFTYBEES,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=NIFTYBEES\part-00000.parquet,15553935,900,1800,1,event_sources/event_catalysts/dropzone/event_catalysts_rbi_mpc_20260805.csv
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,ONGC,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=ONGC\part-00000.parquet,15561869,900,1800,1,event_sources/event_catalysts/dropzone/event_catalysts_rbi_mpc_20260805.csv
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,RELIANCE,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=RELIANCE\part-00000.parquet,15569802,900,1800,1,event_sources/event_catalysts/dropzone/event_catalysts_rbi_mpc_20260805.csv
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,SBIN,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=SBIN\part-00000.parquet,15595587,900,1800,1,event_sources/event_catalysts/dropzone/event_catalysts_rbi_mpc_20260805.csv
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,SUNPHARMA,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=SUNPHARMA\part-00000.parquet,15561869,900,1800,1,event_sources/event_catalysts/dropzone/event_catalysts_rbi_mpc_20260805.csv
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,TCS,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=TCS\part-00000.parquet,15546001,900,1800,1,event_sources/event_catalysts/dropzone/event_catalysts_rbi_mpc_20260805.csv
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,TECHM,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=TECHM\part-00000.parquet,15569802,900,1800,1,event_sources/event_catalysts/dropzone/event_catalysts_rbi_mpc_20260805.csv
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,ULTRACEMCO,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=ULTRACEMCO\part-00000.parquet,15534101,900,1800,1,event_sources/event_catalysts/dropzone/event_catalysts_rbi_mpc_20260805.csv
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,WIPRO,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=WIPRO\part-00000.parquet,15546001,900,1800,1,event_sources/event_catalysts/dropzone/event_catalysts_rbi_mpc_20260805.csv
