scenario_id,scope_id,scope_candidate_id,initial_capital_inr,fixed_notional_inr,max_concurrent_positions,cost_profile,cost_multiplier,extra_slippage_bps,input_event_rows,scheduled_event_rows,rejected_event_rows,rejected_same_symbol_overlap_rows,rejected_max_concurrent_rows,rejected_insufficient_cash_rows,candidate_rows,scheduled_candidate_rows,symbols,scheduled_symbols,observed_trade_dates,realized_net_pnl_inr,portfolio_return_pct,mechanical_one_date_annualized_portfolio_return_pct,annualized_return_is_robust_portfolio_claim,annualized_above_12pct_research_diagnostic,scheduled_notional_inr,notional_turnover_x_initial_capital,avg_open_notional_utilization,max_drawdown_inr,portfolio_claim_allowed,strategy_replay_allowed,promotion_allowed,paper_or_live_acceptance_allowed,deployable_profitability_claim_allowed,phase296_variant_id,feed_profile,strategy_family,spread_regime,daily_event_limit,exit_horizon_ticks,selected_event_rows,uses_top5,uses_levels_2_to_5,uses_l1_l5_spread_proxy,raw_l1_l5_book_state_persisted,l1_only_variant,uses_net_edge_as_live_mask,sparse_diagnostic_event_floor_met,robust_portfolio_event_floor_met,cost200_above12_sparse_diagnostic,robust_portfolio_floor_above12
P271_P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ70_BQ70_NOT_WIDE_DL3_H6_CAP1000000_NOT100000_CONC1_COST200,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ70_BQ70_NOT_WIDE_DL3_H6,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ70_BQ70_NOT_WIDE_DL3_H6,1000000.0,100000.0,1,cost200,2.0,0.0,459,3,456,0,456,0,1,1,10,2,176,-405.752160196376,-0.0405752160196376,-0.058096332028117474,1,0,300000.0,0.3,0.09934640522875818,-729.3126020603905,1,0,0,0,0,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ70_BQ70_NOT_WIDE_DL3_H6,disconnect_scenario,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,3,6,459,1,1,1,0,0,0,0,0,0,0
P271_P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ70_BQ70_NOT_WIDE_DL3_H6_CAP1000000_NOT100000_CONC2_COST200,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ70_BQ70_NOT_WIDE_DL3_H6,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ70_BQ70_NOT_WIDE_DL3_H6,1000000.0,100000.0,2,cost200,2.0,0.0,459,5,454,0,454,0,1,1,10,3,176,-1022.7385024487844,-0.10227385024487845,-0.1464375583051669,1,0,500000.0,0.5,0.19825708061002179,-1387.7716490031828,1,0,0,0,0,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ70_BQ70_NOT_WIDE_DL3_H6,disconnect_scenario,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,3,6,459,1,1,1,0,0,0,0,0,0,0
P271_P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL1_H1_CAP1000000_NOT100000_CONC1_COST200,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL1_H1,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL1_H1,1000000.0,100000.0,1,cost200,2.0,0.0,115,1,114,0,114,0,1,1,8,1,115,-235.36812774136237,-0.02353681277413624,-0.051576320165933325,1,0,100000.0,0.1,0.0991304347826087,-235.36812774136237,1,0,0,0,0,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL1_H1,disconnect_scenario,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,1,1,115,1,1,1,0,0,0,0,0,0,0
P271_P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL1_H1_CAP1000000_NOT100000_CONC2_COST200,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL1_H1,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL1_H1,1000000.0,100000.0,2,cost200,2.0,0.0,115,2,113,0,113,0,1,1,8,1,115,3718.477341790087,0.37184773417900874,0.8148315566357408,1,0,200000.0,0.2,0.19739130434782612,-235.36812774136237,1,0,0,0,0,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL1_H1,disconnect_scenario,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,1,1,115,1,1,1,0,0,0,0,0,0,0
P271_P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL1_H3_CAP1000000_NOT100000_CONC1_COST200,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL1_H3,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL1_H3,1000000.0,100000.0,1,cost200,2.0,0.0,109,1,108,0,108,0,1,1,8,1,109,-547.2118240437786,-0.054721182404377865,-0.12651135748535064,1,0,100000.0,0.1,0.09908256880733946,-547.2118240437786,1,0,0,0,0,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL1_H3,disconnect_scenario,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,1,3,109,1,1,1,0,0,0,0,0,0,0
P271_P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL1_H3_CAP1000000_NOT100000_CONC2_COST200,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL1_H3,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL1_H3,1000000.0,100000.0,2,cost200,2.0,0.0,109,2,107,0,107,0,1,1,8,1,109,8140.648659725307,0.8140648659725308,1.8820582222484197,1,0,200000.0,0.2,0.19724770642201836,-547.2118240437786,1,0,0,0,0,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL1_H3,disconnect_scenario,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,1,3,109,1,1,1,0,0,0,0,0,0,0
P271_P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL1_H6_CAP1000000_NOT100000_CONC1_COST200,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL1_H6,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL1_H6,1000000.0,100000.0,1,cost200,2.0,0.0,100,1,99,0,99,0,1,1,7,1,100,41.47270469038382,0.0041472704690383826,0.010451121581976723,1,0,100000.0,0.1,0.099,0.0,1,0,0,0,0,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL1_H6,disconnect_scenario,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,1,6,100,1,1,1,0,0,0,0,0,0,0
P271_P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL1_H6_CAP1000000_NOT100000_CONC2_COST200,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL1_H6,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL1_H6,1000000.0,100000.0,2,cost200,2.0,0.0,100,2,98,0,98,0,1,1,7,1,100,4859.284003887902,0.48592840038879026,1.2245395689797514,1,0,200000.0,0.2,0.19700000000000004,0.0,1,0,0,0,0,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL1_H6,disconnect_scenario,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,1,6,100,1,1,1,0,0,0,0,0,0,0
P271_P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H1_CAP1000000_NOT100000_CONC1_COST200,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H1,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H1,1000000.0,100000.0,1,cost200,2.0,0.0,333,3,330,0,330,0,1,1,13,1,116,-282.70203529087655,-0.028270203529087656,-0.06141458008043181,1,0,300000.0,0.3,0.0990990990990991,-330.74261656238093,1,0,0,0,0,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H1,disconnect_scenario,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,3,1,333,1,1,1,0,0,0,0,0,0,0
P271_P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H1_CAP1000000_NOT100000_CONC2_COST200,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H1,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H1,1000000.0,100000.0,2,cost200,2.0,0.0,333,6,327,0,327,0,1,1,13,1,116,6994.035685446288,0.6994035685446288,1.5193939592521246,1,0,600000.0,0.6,0.1972972972972973,-330.74261656238093,1,0,0,0,0,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H1,disconnect_scenario,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,3,1,333,1,1,1,0,0,0,0,0,0,0
P271_P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H3_CAP1000000_NOT100000_CONC1_COST200,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H3,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H3,1000000.0,100000.0,1,cost200,2.0,0.0,321,3,318,0,318,0,1,1,13,1,115,-109.95712410841122,-0.010995712410841121,-0.024094952413321415,1,0,300000.0,0.3,0.09906542056074767,-1014.7947495893609,1,0,0,0,0,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H3,disconnect_scenario,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,3,3,321,1,1,1,0,0,0,0,0,0,0
P271_P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H3_CAP1000000_NOT100000_CONC2_COST200,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H3,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H3,1000000.0,100000.0,2,cost200,2.0,0.0,321,6,315,0,315,0,1,1,13,1,115,13263.820196544862,1.3263820196544862,2.906506686547222,1,0,600000.0,0.6,0.197196261682243,-1014.7947495893609,1,0,0,0,0,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H3,disconnect_scenario,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,3,3,321,1,1,1,0,0,0,0,0,0,0
P271_P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H6_CAP1000000_NOT100000_CONC1_COST200,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H6,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H6,1000000.0,100000.0,1,cost200,2.0,0.0,294,2,292,0,292,0,1,1,12,1,113,-616.9863422524085,-0.06169863422524084,-0.1375934143784132,1,0,200000.0,0.2,0.09931972789115648,-658.4590469427923,1,0,0,0,0,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H6,disconnect_scenario,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,3,6,294,1,1,1,0,0,0,0,0,0,0
P271_P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H6_CAP1000000_NOT100000_CONC2_COST200,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H6,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H6,1000000.0,100000.0,2,cost200,2.0,0.0,294,5,289,0,289,0,1,1,12,1,113,9859.665949370989,0.9859665949370988,2.1987927603906985,1,0,500000.0,0.5,0.1976190476190476,-658.4590469427923,1,0,0,0,0,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H6,disconnect_scenario,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,3,6,294,1,1,1,0,0,0,0,0,0,0
P271_P296_BEYOND_L1_ABSORPTION_CONTINUATION_DISCONNECT_SCENARIO_IQ70_BQ70_NOT_WIDE_DL1_H1_CAP1000000_NOT100000_CONC1_COST200,P296_BEYOND_L1_ABSORPTION_CONTINUATION_DISCONNECT_SCENARIO_IQ70_BQ70_NOT_WIDE_DL1_H1,P296_BEYOND_L1_ABSORPTION_CONTINUATION_DISCONNECT_SCENARIO_IQ70_BQ70_NOT_WIDE_DL1_H1,1000000.0,100000.0,1,cost200,2.0,0.0,176,1,175,0,175,0,1,1,4,1,176,-446.34584204716685,-0.044634584204716686,-0.06390860920220798,1,0,100000.0,0.1,0.09943181818181818,-446.34584204716685,1,0,0,0,0,P296_BEYOND_L1_ABSORPTION_CONTINUATION_DISCONNECT_SCENARIO_IQ70_BQ70_NOT_WIDE_DL1_H1,disconnect_scenario,P296_BEYOND_L1_ABSORPTION_CONTINUATION,NOT_WIDE,1,1,176,1,1,1,0,0,0,0,0,0,0
P271_P296_BEYOND_L1_ABSORPTION_CONTINUATION_DISCONNECT_SCENARIO_IQ70_BQ70_NOT_WIDE_DL1_H1_CAP1000000_NOT100000_CONC2_COST200,P296_BEYOND_L1_ABSORPTION_CONTINUATION_DISCONNECT_SCENARIO_IQ70_BQ70_NOT_WIDE_DL1_H1,P296_BEYOND_L1_ABSORPTION_CONTINUATION_DISCONNECT_SCENARIO_IQ70_BQ70_NOT_WIDE_DL1_H1,1000000.0,100000.0,2,cost200,2.0,0.0,176,2,174,0,174,0,1,1,4,1,176,-716.2734039956446,-0.07162734039956446,-0.10255732829937637,1,0,200000.0,0.2,0.19829545454545452,-716.2734039956446,1,0,0,0,0,P296_BEYOND_L1_ABSORPTION_CONTINUATION_DISCONNECT_SCENARIO_IQ70_BQ70_NOT_WIDE_DL1_H1,disconnect_scenario,P296_BEYOND_L1_ABSORPTION_CONTINUATION,NOT_WIDE,1,1,176,1,1,1,0,0,0,0,0,0,0
P271_P296_BEYOND_L1_ABSORPTION_CONTINUATION_DISCONNECT_SCENARIO_IQ70_BQ70_NOT_WIDE_DL1_H3_CAP1000000_NOT100000_CONC1_COST200,P296_BEYOND_L1_ABSORPTION_CONTINUATION_DISCONNECT_SCENARIO_IQ70_BQ70_NOT_WIDE_DL1_H3,P296_BEYOND_L1_ABSORPTION_CONTINUATION_DISCONNECT_SCENARIO_IQ70_BQ70_NOT_WIDE_DL1_H3,1000000.0,100000.0,1,cost200,2.0,0.0,165,1,164,0,164,0,1,1,4,1,165,-762.4522143502268,-0.07624522143502267,-0.11644724728258009,1,0,100000.0,0.1,0.09939393939393941,-762.4522143502268,1,0,0,0,0,P296_BEYOND_L1_ABSORPTION_CONTINUATION_DISCONNECT_SCENARIO_IQ70_BQ70_NOT_WIDE_DL1_H3,disconnect_scenario,P296_BEYOND_L1_ABSORPTION_CONTINUATION,NOT_WIDE,1,3,165,1,1,1,0,0,0,0,0,0,0
