strategy_id,execution_profile,fill_model,queue_position_bucket,trade_date,orders,mean_fill_ratio,submitted_notional_inr,filled_notional_inr,unfilled_notional_inr,filled_net_pnl_inr,filled_cost_inr,risk_adjusted_net_pnl_inr,max_intraday_drawdown_inr,max_abs_position_units,position_limit_breach_rows,daily_loss_limit_breach_rows,daily_halt_rows
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-08-04,3500,0.9978857142857143,350000000.0,349260000.0,740000.0,-2925519.44212563,32505.93764929313,-77034.59243447875,-2928611.743553916,454.3,0,3396,3396
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-08-05,1885,1.0,188500000.0,188500000.0,0.0,-603031.6120680916,12869.287741422793,-75667.02266631596,-602549.6015299883,68.0,0,1680,1680
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-08-06,2614,0.9993687834736036,261400000.0,261235000.0,165000.0,-567047.5924410793,17057.586097211723,-75685.03911384605,-579192.4097161669,46.55,0,2442,2442
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-08-07,1135,1.0,113500000.0,113500000.0,0.0,-559286.3105548263,7847.514179825442,-75650.37600158664,-559228.2397676642,127.0,0,989,989
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-08-10,2962,0.9980756245779879,296200000.0,295630000.0,570000.0,-761554.0757833709,24217.797183579834,-75209.74373796298,-761673.7917675189,404.7,0,2778,2778
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-08-11,1055,1.0,105500000.0,105500000.0,0.0,-439516.8937428465,7257.896996255579,-76371.82141827949,-443458.7276994894,65.0,0,926,935
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-08-12,3452,0.9985225955967555,345200000.0,344690000.0,510000.0,-1593471.866183229,29623.43221930282,-79837.07014425717,-1612604.681970626,405.8,0,3295,3310
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-08-13,4269,1.0,426900000.0,426900000.0,0.0,-7342000.714488033,37707.56046813886,-78029.33455336816,-7356962.482045282,877.0,1792,4176,4176
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-08-14,1745,1.0,174500000.0,174500000.0,0.0,-838808.9059766274,12671.266985478824,-76586.43047999771,-842967.5497222695,267.0,0,1621,1621
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-08-17,3685,1.0,368500000.0,368500000.0,0.0,-2543253.480490158,29236.82650174571,-78330.73236000052,-2562229.9797729426,685.0,1036,3604,3625
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-08-18,3080,1.0,308000000.0,308000000.0,0.0,-2250589.549758754,24890.08368043202,-77021.5790878395,-2258625.914219426,122.0,0,2954,2973
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-08-19,1915,1.0,191500000.0,191500000.0,0.0,-378580.551746314,13541.21960134261,-75351.53241186174,-378301.45143437834,307.0,0,1669,1669
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-08-20,4646,0.9855251829530779,464600000.0,457875000.0,6725000.0,-2752305.187097144,47370.58990889387,-76317.37453018618,-2759801.015949364,1211.35,2518,4593,4594
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-08-21,2330,0.9912017167381975,233000000.0,230950000.0,2050000.0,-1695873.7485666694,18805.51025994822,-75401.31770408647,-1701037.040656741,118.35,0,2163,2163
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-08-24,3223,0.9981694073844244,322300000.0,321710000.0,590000.0,-4340913.791810739,26111.51237407037,-77569.1109337041,-4342799.761504405,409.5,0,3174,3175
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-08-25,1710,1.0,171000000.0,171000000.0,0.0,-2028680.0223420442,12520.868919303975,-77923.15189044754,-2036439.8461161251,431.0,0,1651,1660
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-08-26,4892,0.9843111201962388,489200000.0,481525000.0,7675000.0,-2563089.764777804,45968.66578150598,-76331.01667997931,-2568433.313875982,119.69999999999999,0,4774,4774
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-08-27,4072,0.9984282907662082,407200000.0,406560000.0,640000.0,-2170562.2758156336,33863.48835253472,-77431.37718157105,-2170383.8278234946,256.8,0,3897,3898
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-08-28,2800,1.0,280000000.0,280000000.0,0.0,-1093069.9946589146,21488.056308562856,-76840.2461649842,-1093976.547441516,197.0,0,2697,2697
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-08-31,2319,0.9507115135834411,231900000.0,220470000.0,11430000.0,-1151160.6842010352,31781.87695903993,-77129.33432272878,-1149741.8198307445,28.9,0,2161,2166
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-09-01,3988,1.0,398800000.0,398800000.0,0.0,-731162.9892137443,33248.16021484647,-77166.86665850777,-732499.8802163434,488.0,0,3916,3921
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-09-02,2182,0.9991063244729607,218200000.0,218005000.0,195000.0,-1247892.7655629022,19182.106956095202,-75778.28415737727,-1251029.2966236502,142.05,0,2028,2028
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-09-03,1875,1.0,187500000.0,187500000.0,0.0,-925424.8414631685,14169.778915761806,-76333.34432444868,-931868.8098379059,795.0,681,1731,1739
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-09-04,2656,0.9751129518072289,265600000.0,258990000.0,6610000.0,-584958.4152878211,26372.612413638966,-75506.28066515794,-584147.5820006891,453.9,0,2439,2439
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-09-07,2389,1.0,238900000.0,238900000.0,0.0,-1161763.2792694832,18391.738848969217,-75717.32693939675,-1161447.8870262043,52.0,0,2286,2287
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-09-08,1148,0.9986498257839722,114800000.0,114645000.0,155000.0,-813388.6356255744,11350.937436655224,-77036.85149220681,-812610.5927985468,337.55,0,1058,1058
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-09-09,4047,0.966506053867062,404700000.0,391145000.0,13555000.0,-1684832.7729279436,50476.6615234215,-76444.86890158865,-1698981.1905922873,262.5,0,3938,3952
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-09-10,2243,1.0,224300000.0,224300000.0,0.0,-931084.7930497755,17086.28238672513,-76309.54328018801,-931001.5961048765,219.0,0,2037,2037
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-09-11,3521,1.0,352100000.0,352100000.0,0.0,-2117452.731386531,27358.252193476717,-79739.38142165043,-2122512.188384029,477.0,0,3420,3420
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-09-14,1599,1.0,159900000.0,159900000.0,0.0,-463327.08937097335,12591.710481938298,-75027.0284235465,-466542.98070708883,313.0,0,1419,1419
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-09-15,2112,1.0,211200000.0,211200000.0,0.0,-2532887.717194404,18393.121379885048,-75732.77430626354,-2540021.2814046345,732.0,668,2022,2040
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-09-16,3204,0.9974094881398251,320400000.0,319570000.0,830000.0,-1865197.658451779,26785.841725578593,-75820.7434641372,-1870966.6980226543,71.55,0,3046,3046
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-09-17,1974,1.0,197400000.0,197400000.0,0.0,-855798.3102646893,14005.215039454184,-76342.80978840298,-855043.7583482368,357.0,0,1816,1816
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-09-18,1929,0.9997148781752203,192900000.0,192845000.0,55000.0,-1631632.7616828047,12180.155667808629,-76265.02567840203,-1637139.0015172928,377.95,0,1840,1841
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-09-21,2854,1.0,285400000.0,285400000.0,0.0,-4710210.213405884,22627.6894685305,-75289.84007422502,-4729212.0795920575,936.0,1324,2790,2790
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-09-22,826,0.9998184019370461,82600000.0,82585000.0,15000.0,-883664.9064359287,6314.780682418814,-76628.61379077377,-884203.1033990011,109.15,0,717,719
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-09-23,3732,0.9590166130760985,373200000.0,357905000.0,15295000.0,-5186194.970046186,51883.861081820534,-76722.54448625729,-5223208.032202133,1235.55,2072,3658,3674
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-09-24,2089,1.0,208900000.0,208900000.0,0.0,-1439473.5457663778,15136.350690671192,-75448.56615326369,-1455998.5578952446,538.0,204,1938,1938
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-09-25,3932,0.9809257375381485,393200000.0,385700000.0,7500000.0,-4567788.229028925,40243.36099783602,-78962.39726031774,-4587080.380628086,179.54999999999998,0,3863,3882
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-09-28,2528,1.0,252800000.0,252800000.0,0.0,-1471075.9503368642,18373.874007417922,-76397.57783554576,-1471554.449101464,305.0,0,2402,2402
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-09-29,1380,1.0,138000000.0,138000000.0,0.0,-649456.4202526379,9647.17922621734,-75140.13911661177,-649240.9030112586,40.0,0,1247,1249
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-09-30,1893,1.0,189300000.0,189300000.0,0.0,-935174.916115439,14572.266244798879,-76617.53369233465,-944520.8127368029,327.0,0,1706,1706
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-10-01,774,0.9744186046511627,77400000.0,75420000.0,1980000.0,-519278.56565060245,7091.670396831343,-77110.82129374039,-518834.39264521684,108.7,0,659,659
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-10-02,1949,0.9629297075423294,194900000.0,187675000.0,7225000.0,-1776533.7253571476,22712.564452978142,-78412.50030866836,-1776916.9566804066,112.35,0,1853,1853
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-10-05,2362,0.9995766299745978,236200000.0,236100000.0,100000.0,-2771245.86009099,17360.92207274773,-76623.77169251282,-2771125.198698869,773.4,861,2290,2293
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-10-06,5189,0.998323376373097,518900000.0,518030000.0,870000.0,-5283533.128204225,45602.879334229154,-77940.3716303022,-5289226.885349079,933.3,2319,5088,5088
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-10-07,2287,0.9998032356799301,228700000.0,228655000.0,45000.0,-1142813.1469384849,16014.33001910104,-75774.89081125312,-1144006.741927505,1022.95,1064,2117,2118
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,2026-10-08,2869,0.95,286900000.0,272555000.0,14345000.0,-1024147.3943946911,38905.63647963433,-75043.65368823957,-1027748.4259289767,32.3,0,2713,2713
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-07-14,2069,0.75,206900000.0,155175000.0,51725000.0,-98745.46736246842,10508.7327115112,-75008.8450582803,-119759.55096614621,391.5,0,1708,1708
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-07-15,2546,0.630636292223095,254600000.0,160560000.0,94040000.0,-1288328.7639142675,18525.52124462342,-75237.01195555851,-1289765.2879637564,336.75,0,2382,2383
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-07-16,3178,0.6018879798615482,317800000.0,191280000.0,126520000.0,-2180267.0953441607,29156.736205029563,-76310.23181234731,-2180831.4983026786,35.25,0,3056,3056
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-07-17,2232,0.75,223200000.0,167400000.0,55800000.0,-564604.8298109854,10894.660003929139,-75302.10878496616,-566497.0770193957,68.25,0,1940,1942
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-07-20,1612,0.6189826302729529,161200000.0,99780000.0,61420000.0,-4652780.188595801,15252.198039711191,-75126.82078429259,-4653711.121734537,528.15,105,1575,1575
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-07-21,4251,0.75,425100000.0,318825000.0,106275000.0,-1258570.6669357542,25024.302114645307,-75545.27383258894,-1257019.2888821126,433.5,0,4090,4091
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-07-22,504,0.75,50400000.0,37800000.0,12600000.0,-398765.0594188243,2538.506668197019,-75824.20137731805,-400082.28007780603,108.75,0,363,364
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-07-23,1943,0.6534997426659804,194300000.0,126975000.0,67325000.0,-902241.3777666758,13035.751566967112,-77205.00018303358,-909224.8085842377,199.5,0,1721,1722
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-07-24,3480,0.75,348000000.0,261000000.0,87000000.0,-3677166.7629904486,20231.43088039064,-75069.87309867628,-3676618.3473024364,215.25,0,3372,3372
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-07-27,3032,0.75,303200000.0,227400000.0,75800000.0,-1060909.2635746156,17091.44904245072,-75310.7096769589,-1060625.4807952598,540.0,237,2905,2907
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-07-28,3251,0.75,325100000.0,243825000.0,81275000.0,-5092885.229928353,20046.754003883976,-75990.1010831856,-5096380.284406175,464.25,0,3198,3201
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-07-29,3343,0.75,334300000.0,250725000.0,83575000.0,-3545790.5869029937,18787.296905357678,-77438.4262437565,-3553442.481304201,1359.75,1979,3244,3247
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-07-30,3594,0.6832637729549249,359400000.0,245565000.0,113835000.0,-2746350.3878594846,26612.320994997342,-77779.14035310457,-2746112.695930082,534.45,196,3517,3518
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-07-31,2980,0.7469295302013422,298000000.0,222585000.0,75415000.0,-1662488.6878959024,19109.220491536445,-75321.67635234905,-1663003.7871572375,376.35,0,2785,2785
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-08-03,1925,0.75,192500000.0,144375000.0,48125000.0,-506639.7559481913,11715.909899042828,-75119.89755495652,-513208.28689316835,27.0,0,1674,1674
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-08-04,3500,0.7436571428571429,350000000.0,260280000.0,89720000.0,-2180637.3246281534,24183.56856025471,-75857.80941555071,-2182956.5506993677,336.9,0,3360,3365
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-08-05,1885,0.75,188500000.0,141375000.0,47125000.0,-452273.70905106876,9651.965806067094,-75295.02017621566,-451912.20114749135,51.0,0,1623,1624
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-08-06,2614,0.748106350420811,261400000.0,195555000.0,65845000.0,-425073.51357539184,12764.985629546121,-77088.8689011745,-434182.1265317076,36.15,0,2323,2371
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-08-07,1135,0.75,113500000.0,85125000.0,28375000.0,-419464.73291611974,5885.6356348690815,-75281.08574790799,-419421.1798257482,95.25,0,927,930
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-08-10,2962,0.7442268737339636,296200000.0,220440000.0,75760000.0,-569339.8157555845,18008.221064056477,-75081.28179512963,-569429.6027436955,300.6,0,2707,2728
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-08-11,1055,0.75,105500000.0,79125000.0,26375000.0,-329637.6703071349,5443.422747191685,-75240.35506719595,-332594.04577461706,48.75,0,894,900
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-08-12,3452,0.7455677867902665,345200000.0,257370000.0,87830000.0,-1188249.3919148054,22078.553968121214,-76223.4420626478,-1202599.0037553532,301.65,0,3254,3266
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-08-13,4269,0.75,426900000.0,320175000.0,106725000.0,-5506500.535866025,28280.67035110414,-75939.27905733304,-5517721.861533961,657.75,1051,4163,4163
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-08-14,1745,0.75,174500000.0,130875000.0,43625000.0,-629106.6794824705,9503.450239109117,-75492.27127040844,-632225.6622917021,200.25,0,1561,1573
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-08-17,3685,0.75,368500000.0,276375000.0,92125000.0,-1907440.1103676185,21927.619876309283,-76827.8258018979,-1921672.484829707,513.75,76,3587,3589
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-08-18,3080,0.75,308000000.0,231000000.0,77000000.0,-1687942.1623190658,18667.562760324017,-75233.45416636889,-1693969.4356645693,91.5,0,2879,2890
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-08-19,1915,0.75,191500000.0,143625000.0,47875000.0,-283935.41380973544,10155.914701006957,-75222.73904499284,-283726.0885757837,230.25,0,1596,1599
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-08-20,4646,0.7065755488592338,464600000.0,328275000.0,136325000.0,-1869724.0773786604,33332.809730480316,-75057.77368119884,-1875408.3383593217,871.05,1947,4511,4522
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-08-21,2330,0.7236051502145923,233000000.0,168600000.0,64400000.0,-1219676.3801725698,13538.05577500318,-75690.47719997373,-1223548.8492401235,67.05,0,2117,2117
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-08-24,3223,0.7445082221532734,322300000.0,239955000.0,82345000.0,-3237172.9769179863,19409.10255876475,-75663.95382491605,-3238587.454188236,301.5,0,3145,3146
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-08-25,1710,0.75,171000000.0,128250000.0,42750000.0,-1521510.0167565332,9390.651689477982,-77678.21489812041,-1527329.8845870937,323.25,0,1615,1615
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-08-26,4892,0.7029333605887162,489200000.0,343875000.0,145325000.0,-1858089.7965051434,32147.141124750022,-75765.25456750471,-1862097.4583287772,77.85,0,4741,4741
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-08-27,4072,0.7452848722986248,407200000.0,303480000.0,103720000.0,-1618303.8939120914,25223.94964432298,-75531.85907642842,-1618170.057917987,189.9,0,3842,3842
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-08-28,2800,0.75,280000000.0,210000000.0,70000000.0,-819802.4959941859,16116.042231422143,-76325.0866872333,-820482.410581137,147.75,0,2645,2654
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-08-31,2319,0.6021345407503234,231900000.0,139635000.0,92265000.0,-733959.0476641904,20097.749108274405,-75756.49067915742,-733062.9227987437,19.2,0,2093,2108
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-09-01,3988,0.75,398800000.0,299100000.0,99700000.0,-548372.2419103083,24936.120161134855,-75857.80963768197,-549374.9101622576,366.0,0,3882,3884
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-09-02,2182,0.7473189734188818,218200000.0,163065000.0,55135000.0,-934448.5246801632,14278.923069912391,-75195.34350980693,-936800.9229757243,106.65,0,1986,1986
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-09-03,1875,0.75,187500000.0,140625000.0,46875000.0,-694068.6310973763,10627.334186821354,-76371.5333242464,-698901.6073784294,596.25,342,1643,1653
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-09-04,2656,0.6753388554216868,265600000.0,179370000.0,86230000.0,-373550.56226774544,17859.833287768928,-75527.48969343209,-372942.43730239646,335.7,0,2318,2330
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-09-07,2389,0.75,238900000.0,179175000.0,59725000.0,-871322.4594521123,13793.804136726912,-75090.36122693286,-871085.9152696531,39.0,0,2215,2215
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-09-08,1148,0.7459494773519164,114800000.0,85635000.0,29165000.0,-607541.143508678,8428.883596683196,-76542.87093821632,-606957.6113884072,252.15,0,1003,1003
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-09-09,4047,0.649518161601186,404700000.0,262860000.0,141840000.0,-1072163.9783203255,33282.685269638314,-75055.79832027682,-1083912.298487349,196.35,0,3853,3857
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-09-10,2243,0.75,224300000.0,168225000.0,56075000.0,-698313.5947873316,12814.711790043848,-75032.72577632479,-698251.1970786573,164.25,0,1974,1974
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-09-11,3521,0.75,352100000.0,264075000.0,88025000.0,-1588089.5485398981,20518.68914510754,-75029.66611020532,-1591884.1412880216,357.75,0,3393,3396
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-09-14,1599,0.75,159900000.0,119925000.0,39975000.0,-347495.31702823,9443.782861453725,-75338.17413836335,-349907.2355303166,234.75,0,1359,1368
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-09-15,2112,0.75,211200000.0,158400000.0,52800000.0,-1899665.7878958029,13794.841034913787,-75546.85263197098,-1905015.9610534757,549.0,214,1993,1993
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-09-16,3204,0.7422284644194757,320400000.0,237810000.0,82590000.0,-1386248.5517861086,19848.762752891304,-75002.5449813844,-1390575.3314642652,50.4,0,3007,3021
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-09-17,1974,0.75,197400000.0,148050000.0,49350000.0,-641848.732698517,10503.911279590639,-75306.9672138238,-641282.8187611776,267.75,0,1749,1762
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-09-18,1929,0.7491446345256609,192900000.0,144510000.0,48390000.0,-1223134.29375104,9126.293761763458,-76679.65740890733,-1227263.973626906,283.35,0,1777,1777
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-09-21,2854,0.75,285400000.0,214050000.0,71350000.0,-3532657.6600544127,16970.767101397876,-79014.70050140566,-3546909.0596940434,702.0,878,2779,2779
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-09-22,826,0.749455205811138,82600000.0,61905000.0,20695000.0,-661548.1511252348,4733.975744092574,-78120.55467998827,-661951.7988475391,82.2,0,678,678
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-09-23,3732,0.6270498392282958,373200000.0,234015000.0,139185000.0,-3218964.6832941733,33354.42190389136,-75033.1022214017,-3246724.4799111336,795.15,1320,3633,3633
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-09-24,2089,0.75,208900000.0,156675000.0,52225000.0,-1079605.1593247834,11352.263018003394,-75341.58208279526,-1091998.9184214335,403.5,0,1899,1899
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-09-25,3932,0.6927772126144456,393200000.0,272400000.0,120800000.0,-3150696.2590965154,27833.473988799367,-78179.13841575806,-3165165.372795886,95.39999999999999,0,3820,3835
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-09-28,2528,0.75,252800000.0,189600000.0,63200000.0,-1103306.9627526482,13780.405505563444,-76146.97248994074,-1103665.836826098,228.75,0,2368,2368
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,2026-09-29,1380,0.75,138000000.0,103500000.0,34500000.0,-487092.3151894785,7235.384419663005,-75137.68998630454,-486930.677258444,30.0,0,1205,1205
