order_id,strategy_id,execution_profile,order_model,symbol,running_position_units,running_net_pnl_units,running_drawdown_units
56,S01,retail_marketable_default,market_order,SUNPHARMA,3.0,0.31834056782020304,0.0
57,S01,retail_marketable_default,cancel_replace,ULTRACEMCO,3.0,0.033267075039557975,-0.028097243201241122
58,S01,retail_marketable_default,market_order,ULTRACEMCO,4.0,0.32874501830291414,0.0
59,S01,retail_marketable_default,marketable_limit_order,TCS,1.0,0.15077622795830875,-0.006851767597438357
60,S01,retail_marketable_default,market_order,TCS,5.0,0.32947500346338404,0.0
61,S01,retail_marketable_default,marketable_limit_order,TCS,0.0,0.165305361088441,0.0
62,S01,retail_marketable_default,market_order,TCS,4.0,0.35584896408744593,0.0
63,S01,retail_marketable_default,marketable_limit_order,SUNPHARMA,1.0,0.13150554962781785,-0.033799811460623136
64,S01,retail_marketable_default,passive_limit_order,ICICIBANK,-2.6,0.04534286195800098,0.0
65,S01,retail_marketable_default,marketable_limit_order,HINDUNILVR,0.0,0.1453700975870739,-0.019935263501367095
66,S01,retail_marketable_default,market_order,AXISBANK,3.0,0.38366233151259915,0.0
67,S01,retail_marketable_default,marketable_limit_order,DRREDDY,1.0,0.14276448822403312,-0.022540872864407868
68,S01,retail_marketable_default,market_order,NIFTYBEES,2.0,0.40258392998163356,0.0
69,S01,retail_marketable_default,marketable_limit_order,BHARTIARTL,2.0,0.12212643053720293,-0.04317893055123806
70,S01,retail_marketable_default,market_order,LT,1.0,0.41569098228858015,0.0
71,S01,retail_marketable_default,cancel_replace,SUNPHARMA,4.0,0.031100937315004507,-0.03026338092579459
72,S01,retail_marketable_default,market_order,M&M,0.0,0.42519556627508426,0.0
73,S01,retail_marketable_default,passive_limit_order,RELIANCE,-3.25,0.041476518363244154,-0.0038663435947568284
74,S01,retail_marketable_default,market_order,TECHM,1.0,0.3935857719005557,-0.031609794374528544
75,S01,retail_marketable_default,marketable_limit_order,BRITANNIA,1.0,0.1236186367300238,-0.04168672435841719
76,S01,retail_marketable_default,market_order,TECHM,2.0,0.3674685161874332,-0.057727050087651055
77,S01,retail_marketable_default,marketable_limit_order,ITBEES,2.0,0.12918704161601344,-0.03611831947242755
78,S01,retail_marketable_default,cancel_replace,NIFTYBEES,3.0,0.017212104349152962,-0.044152213891646135
79,S01,retail_marketable_default,marketable_limit_order,ONGC,1.0,0.12711869031446932,-0.03818667077397167
80,S01,retail_marketable_default,market_order,SBIN,1.0,0.3585635959193116,-0.06663197035577267
81,S01,retail_marketable_default,partial_fill,TECHM,-0.9,0.034316646668453514,0.0
82,S01,retail_marketable_default,market_order,SUNPHARMA,2.0,0.3116424341038502,-0.11355313217123408
83,S01,retail_marketable_default,marketable_limit_order,MARUTI,0.0,0.18434011402010594,0.0
84,S01,retail_marketable_default,market_order,INFY,1.0,0.36421327590458286,-0.0609822903705014
85,S01,retail_marketable_default,cancel_replace,DRREDDY,4.0,-0.026948376181967548,-0.08831269442276665
86,S01,retail_marketable_default,market_order,AXISBANK,2.0,0.3699482961720919,-0.05524727010299235
87,S01,retail_marketable_default,marketable_limit_order,TECHM,-1.0,0.2589601611839677,0.0
88,S01,retail_marketable_default,market_order,RELIANCE,1.0,0.4168067420787257,-0.008388824196358557
89,S01,retail_marketable_default,marketable_limit_order,BHARTIARTL,-2.0,0.2314716871709442,-0.027488474013023484
90,S01,retail_marketable_default,market_order,HDFCBANK,0.0,0.437152133301172,0.0
91,S01,retail_marketable_default,passive_limit_order,BPCL,-3.9000000000000004,0.05758037876084888,0.0
92,S01,retail_marketable_default,cancel_replace,TECHM,3.0,-0.05276975172451366,-0.11413406996531275
93,S01,retail_marketable_default,marketable_limit_order,TCS,-3.0,0.2058648212696237,-0.05309533991434401
94,S01,retail_marketable_default,market_order,TCS,1.0,0.4663818788366964,0.0
95,S01,retail_marketable_default,marketable_limit_order,TCS,-2.0,0.23540551880058894,-0.02355464238337876
96,S01,retail_marketable_default,market_order,RELIANCE,2.0,0.4701814581092835,0.0
97,S01,retail_marketable_default,partial_fill,NIFTYBEES,-1.35,0.03231316690813507,-0.0020034797603184426
98,S01,retail_marketable_default,market_order,RELIANCE,1.0,0.4417118395947489,-0.02846961851453461
99,S01,retail_marketable_default,cancel_replace,ULTRACEMCO,2.0,-0.0450722951628675,-0.1064366134036666
100,S01,retail_marketable_default,market_order,BHARTIARTL,2.0,0.468979458890525,-0.0012019992187585204
101,S01,retail_marketable_default,partial_fill,BRITANNIA,-1.8,0.03517088319570903,0.0
102,S01,retail_marketable_default,market_order,WIPRO,1.0,0.4671440120122289,-0.0030374460970546413
103,S01,retail_marketable_default,passive_limit_order,AXISBANK,-4.55,0.0630821926123322,0.0
104,S01,retail_marketable_default,market_order,HDFCBANK,2.0,0.49712731476723643,0.0
105,S01,retail_marketable_default,partial_fill,WIPRO,-2.25,0.057204193141498105,0.0
106,S01,retail_marketable_default,rejection_scenario,SBIN,0.0,0.0,0.0
107,S01,retail_marketable_default,marketable_limit_order,LT,-2.0,0.23540551880058894,-0.02355464238337876
108,S01,retail_marketable_default,market_order,ICICIBANK,3.0,0.4632918292246504,-0.03383548554258603
109,S01,retail_marketable_default,marketable_limit_order,BRITANNIA,-1.0,0.24700725527188797,-0.011952905912079731
110,S01,retail_marketable_default,market_order,TCS,2.0,0.46437728345100404,-0.032750031316232386
111,S01,retail_marketable_default,marketable_limit_order,ADANIPORTS,-2.0,0.24929542067074123,-0.009664740513226466
112,S01,retail_marketable_default,market_order,LT,3.0,0.49127997962344194,-0.005847335143794485
113,S01,retail_marketable_default,partial_fill,BRITANNIA,-2.7,0.0538422527497646,-0.0033619403917335075
114,S01,retail_marketable_default,market_order,INFY,2.0,0.5368129025128628,0.0
115,S01,retail_marketable_default,passive_limit_order,ITBEES,-3.9000000000000004,0.06669230173488827,0.0
116,S01,retail_marketable_default,market_order,NESTLEIND,1.0,0.5123590575260888,-0.024453844986774054
117,S01,retail_marketable_default,marketable_limit_order,SUNPHARMA,-3.0,0.22587336635111024,-0.03308679483285745
118,S01,retail_marketable_default,market_order,ULTRACEMCO,0.0,0.5721669613852747,0.0
119,S01,retail_marketable_default,marketable_limit_order,M&M,-2.0,0.27122334892734684,0.0
120,S01,retail_marketable_default,cancel_replace,ULTRACEMCO,1.0,-0.060878193612794895,-0.122242511853594
121,S01,retail_marketable_default,passive_limit_order,HCLTECH,-3.25,0.06799161278405068,0.0
122,S01,retail_marketable_default,market_order,WIPRO,-1.0,0.5883762119008653,0.0
123,S01,retail_marketable_default,marketable_limit_order,NESTLEIND,-3.0,0.28300410142839044,0.0
124,S01,retail_marketable_default,market_order,INFY,0.0,0.6021959847680591,0.0
125,S01,retail_marketable_default,partial_fill,CIPLA,-2.25,0.058031269925875525,0.0
126,S01,retail_marketable_default,market_order,TECHM,1.0,0.5985859544897113,-0.003610030278347831
127,S01,retail_marketable_default,cancel_replace,LT,2.0,-0.09012670156094885,-0.15149101980174795
128,S01,retail_marketable_default,market_order,INFY,2.0,0.5900239692457934,-0.012172015522265767
129,S01,retail_marketable_default,partial_fill,BRITANNIA,-2.7,0.06447081053998836,0.0
130,S01,retail_marketable_default,passive_limit_order,AXISBANK,-3.9000000000000004,0.06709998732629024,-0.0008916254577604338
131,S01,retail_marketable_default,marketable_limit_order,WIPRO,-2.0,0.29156594903453603,0.0
132,S01,retail_marketable_default,market_order,TECHM,1.0,0.5990410365909975,-0.003154948177061634
133,S01,retail_marketable_default,passive_limit_order,SBIN,-4.55,0.06217757829902656,-0.005814034485024121
134,S01,retail_marketable_default,cancel_replace,ONGC,3.0,-0.08314584889891385,-0.14451016713971296
135,S01,retail_marketable_default,marketable_limit_order,WIPRO,-3.0,0.2815887110825396,-0.009977237951996454
136,S01,retail_marketable_default,passive_limit_order,HDFCBANK,-3.9000000000000004,0.06492236904032654,-0.003069243743724137
137,S01,retail_marketable_default,partial_fill,M&M,-2.25,0.05857662736801578,-0.005894183171972586
138,S01,retail_marketable_default,market_order,SBIN,0.0,0.5708429699502205,-0.03135301481783859
139,S01,retail_marketable_default,marketable_limit_order,INFY,-4.0,0.31652741672686985,0.0
140,S01,retail_marketable_default,market_order,AXISBANK,1.0,0.5858895870336744,-0.016306397734384692
141,S01,retail_marketable_default,cancel_replace,HCLTECH,2.0,-0.06117495370020634,-0.12253927194100545
142,S01,retail_marketable_default,passive_limit_order,AXISBANK,-3.25,0.0769370577739748,0.0
143,S01,retail_marketable_default,marketable_limit_order,WIPRO,-3.0,0.34932320926256377,0.0
144,S01,retail_marketable_default,market_order,ULTRACEMCO,0.0,0.605783788380046,0.0
145,S01,retail_marketable_default,partial_fill,TECHM,-2.7,0.06205997838977737,-0.002410832150210991
146,S01,retail_marketable_default,market_order,RELIANCE,1.0,0.6002950220437157,-0.005488766336330331
147,S01,retail_marketable_default,marketable_limit_order,WIPRO,-4.0,0.3672371578863922,0.0
148,S01,retail_marketable_default,cancel_replace,M&M,1.0,-0.04697646249924774,-0.10834078074004683
149,S01,retail_marketable_default,marketable_limit_order,BPCL,-5.0,0.3709800401397648,0.0
150,S01,retail_marketable_default,market_order,LT,0.0,0.5637073158899883,-0.04207647249005764
151,S01,retail_marketable_default,marketable_limit_order,MARUTI,-6.0,0.40168543018020914,0.0
152,S01,retail_marketable_default,market_order,KOTAKBANK,1.0,0.5913764687387945,-0.014407319641251526
153,S01,retail_marketable_default,partial_fill,RELIANCE,-3.15,0.05504619244205807,-0.009424618097930292
154,S01,retail_marketable_default,market_order,DRREDDY,0.0,0.605376001179676,-0.00040778720036993565
155,S01,retail_marketable_default,cancel_replace,KOTAKBANK,0.0,-0.042656686923089084,-0.10402100516388818
156,S01,retail_marketable_default,rejection_scenario,SUNPHARMA,0.0,0.0,0.0
157,S01,retail_marketable_default,marketable_limit_order,ULTRACEMCO,-7.0,0.4052838299687614,0.0
158,S01,retail_marketable_default,market_order,M&M,1.0,0.6245316849461922,0.0
159,S01,retail_marketable_default,marketable_limit_order,BRITANNIA,-8.0,0.40227570607132557,-0.0030081238974358215
160,S01,retail_marketable_default,passive_limit_order,SBIN,-2.6,0.08444653304645545,0.0
161,S01,retail_marketable_default,marketable_limit_order,ITC,-9.0,0.3983842502205899,-0.006899579748171514
162,S01,retail_marketable_default,cancel_replace,KOTAKBANK,-1.0,-0.017472768000631658,-0.07883708624143075
163,S01,retail_marketable_default,passive_limit_order,ITBEES,-3.25,0.10859048553302862,0.0
164,S01,retail_marketable_default,market_order,ICICIBANK,0.0,0.6651632520396891,0.0
165,S01,retail_marketable_default,marketable_limit_order,HCLTECH,-10.0,0.4082382983439732,0.0
166,S01,retail_marketable_default,market_order,DRREDDY,1.0,0.681302380531003,0.0
167,S01,retail_marketable_default,marketable_limit_order,BHARTIARTL,-9.0,0.4026962765254888,-0.0055420218184843995
168,S01,retail_marketable_default,market_order,M&M,0.0,0.6849978671632398,0.0
169,S01,retail_marketable_default,passive_limit_order,BPCL,-2.6,0.11281464719279835,0.0
170,S01,retail_marketable_default,market_order,ONGC,-1.0,0.6836864323852258,-0.0013114347780140978
171,S01,retail_marketable_default,marketable_limit_order,ONGC,-8.0,0.39526032395913446,-0.01297797438483872
172,S01,retail_marketable_default,passive_limit_order,RELIANCE,-1.9500000000000002,0.1074215840397942,-0.0053930631530041545
173,S01,retail_marketable_default,partial_fill,TECHM,-2.7,0.06681966383826807,0.0
174,S01,retail_marketable_default,market_order,ADANIPORTS,0.0,0.665988132008633,-0.0190097351546068
175,S01,retail_marketable_default,marketable_limit_order,ADANIPORTS,-9.0,0.37889323990198515,-0.029345058441988037
176,S01,retail_marketable_default,cancel_replace,ADANIPORTS,-2.0,-0.03383985205778099,-0.09520417029858008
177,S01,retail_marketable_default,marketable_limit_order,KOTAKBANK,-10.0,0.3761929373835057,-0.032045360960467506
178,S01,retail_marketable_default,passive_limit_order,AXISBANK,-2.6,0.13777088171077212,0.0
179,S01,retail_marketable_default,marketable_limit_order,TCS,-11.0,0.40609624827832974,-0.0021420500656434416
180,S01,retail_marketable_default,market_order,INFY,-1.0,0.7120900824687746,0.0
181,S01,retail_marketable_default,partial_fill,LT,-2.25,0.08182210037282717,0.0
182,S01,retail_marketable_default,market_order,NIFTYBEES,-2.0,0.7353908395973512,0.0
183,S01,retail_marketable_default,cancel_replace,TECHM,-1.0,-0.07657059664789767,-0.13793491488869677
184,S01,retail_marketable_default,market_order,BHARTIARTL,-1.0,0.7096736485425722,-0.025717191054778987
185,S01,retail_marketable_default,partial_fill,BRITANNIA,-1.8,0.08290573299795319,0.0
186,S01,retail_marketable_default,market_order,ULTRACEMCO,-2.0,0.7055223615121013,-0.02986847808524984
187,S01,retail_marketable_default,marketable_limit_order,SBIN,-12.0,0.4252269363117802,0.0
188,S01,retail_marketable_default,market_order,ITBEES,-1.0,0.7192276435682459,-0.01616319602910532
189,S01,retail_marketable_default,marketable_limit_order,ICICIBANK,-11.0,0.416280722468922,-0.008946213842858208
190,S01,retail_marketable_default,passive_limit_order,INFY,-3.25,0.14558045122641372,0.0
191,S01,retail_marketable_default,marketable_limit_order,ONGC,-10.0,0.42964440738030407,0.0
192,S01,retail_marketable_default,market_order,ADANIPORTS,0.0,0.7471711206375267,0.0
193,S01,retail_marketable_default,partial_fill,HINDUNILVR,-1.35,0.09602929700390116,0.0
194,S01,retail_marketable_default,market_order,NIFTYBEES,-1.0,0.7330280336568205,-0.01414308698070621
195,S01,retail_marketable_default,marketable_limit_order,CIPLA,-9.0,0.4693206000109344,0.0
196,S01,retail_marketable_default,rejection_scenario,ITBEES,0.0,0.0,0.0
197,S01,retail_marketable_default,cancel_replace,ITBEES,0.0,-0.0776812846478976,-0.1390456028886967
198,S01,retail_marketable_default,market_order,INFY,-2.0,0.6649637230453553,-0.08220739759217133
199,S01,retail_marketable_default,marketable_limit_order,INFY,-10.0,0.46778424662873147,-0.0015363533822029263
200,S01,retail_marketable_default,market_order,ICICIBANK,-3.0,0.5864725499209342,-0.16069857071659244
201,S01,retail_marketable_default,marketable_limit_order,ITC,-9.0,0.5089434424535748,0.0
202,S01,retail_marketable_default,market_order,CIPLA,-4.0,0.5733754406988443,-0.1737956799386824
203,S01,retail_marketable_default,marketable_limit_order,AXISBANK,-8.0,0.5338618101436474,0.0
204,S01,retail_marketable_default,cancel_replace,HCLTECH,1.0,-0.01370527217349879,-0.0750695904142979
205,S01,retail_marketable_default,partial_fill,BRITANNIA,-0.9,0.09115033576222344,-0.004878961241677721
206,S01,retail_marketable_default,market_order,AXISBANK,-3.0,0.6260281935590594,-0.1211429270784673
207,S01,retail_marketable_default,marketable_limit_order,WIPRO,-7.0,0.5724971649336981,0.0
208,S01,retail_marketable_default,market_order,TECHM,-4.0,0.6853076277185233,-0.06186349291900339
209,S01,retail_marketable_default,marketable_limit_order,SBIN,-8.0,0.5995534354859454,0.0
210,S01,retail_marketable_default,market_order,TCS,-5.0,0.6971477222088838,-0.050023398428642896
211,S01,retail_marketable_default,cancel_replace,DRREDDY,0.0,-0.009006730404243149,-0.07037104864504225
212,S01,retail_marketable_default,market_order,MARUTI,-4.0,0.694645622452726,-0.05252549818480068
213,S01,retail_marketable_default,marketable_limit_order,AXISBANK,-7.0,0.6197111750043729,0.0
214,S01,retail_marketable_default,market_order,HDFCBANK,-3.0,0.7078425795248781,-0.03932854111264861
215,S01,retail_marketable_default,marketable_limit_order,TECHM,-6.0,0.5988006323244071,-0.020910542679965838
216,S01,retail_marketable_default,market_order,ITC,-2.0,0.6869448462719941,-0.06022627436553252
217,S01,retail_marketable_default,marketable_limit_order,NESTLEIND,-5.0,0.601679121513251,-0.018032053491121913
218,S01,retail_marketable_default,cancel_replace,KOTAKBANK,1.0,-0.01703403120320916,-0.07839834944400825
219,S01,retail_marketable_default,marketable_limit_order,GOLDBEES,-4.0,0.612849135267637,-0.0068620397367359365
220,S01,retail_marketable_default,market_order,ULTRACEMCO,-3.0,0.6795291918984814,-0.06764192873904529
221,S01,retail_marketable_default,marketable_limit_order,SBIN,-3.0,0.6190517652045113,-0.0006594097998615656
222,S01,retail_marketable_default,market_order,HDFCBANK,-4.0,0.6989634999002036,-0.0482076207373231
223,S01,retail_marketable_default,passive_limit_order,SBIN,-3.9000000000000004,0.13869389845489521,-0.006886552771518506
224,S01,retail_marketable_default,market_order,ITC,-5.0,0.6975771779420996,-0.04959394269542705
225,S01,retail_marketable_default,partial_fill,TECHM,-1.35,0.09319909432570816,-0.0028302026781929918
226,S01,retail_marketable_default,market_order,KOTAKBANK,-6.0,0.7509991583988185,0.0
227,S01,retail_marketable_default,marketable_limit_order,BPCL,-4.0,0.6675471231926121,0.0
228,S01,retail_marketable_default,market_order,TCS,-7.0,0.7576114911608536,0.0
229,S01,retail_marketable_default,partial_fill,LT,-0.9,0.09383008148688282,-0.0021992155170183353
230,S01,retail_marketable_default,market_order,GOLDBEES,-8.0,0.7427549487359975,-0.014856542424856123
231,S01,retail_marketable_default,marketable_limit_order,WIPRO,-5.0,0.673537683458909,0.0
232,S01,retail_marketable_default,cancel_replace,MARUTI,2.0,-0.0026989643134574318,-0.06406328255425653
233,S01,retail_marketable_default,marketable_limit_order,ICICIBANK,-6.0,0.676458963203167,0.0
234,S01,retail_marketable_default,market_order,ULTRACEMCO,-9.0,0.7568320645362626,-0.000779426624590962
235,S01,retail_marketable_default,passive_limit_order,SBIN,-4.55,0.13303852050823034,-0.01254193071818338
236,S01,retail_marketable_default,rejection_scenario,DRREDDY,0.0,0.0,0.0
237,S01,retail_marketable_default,partial_fill,HCLTECH,-0.45,0.07266918005980794,-0.02336011694409322
238,S01,retail_marketable_default,market_order,INFY,-8.0,0.7626734188411495,0.0
239,S01,retail_marketable_default,cancel_replace,KOTAKBANK,1.0,0.021328179138366914,-0.040036139102432186
240,S01,retail_marketable_default,market_order,ULTRACEMCO,-9.0,0.7609429494862385,-0.0017304693549109462
241,S01,stressed_retail,marketable_limit_order,ADANIPORTS,-1.0,0.007227811452354762,0.0
242,S01,stressed_retail,market_order,ICICIBANK,1.0,-0.010408752424978868,0.0
243,S01,stressed_retail,marketable_limit_order,HCLTECH,-2.0,-0.008774740995895869,-0.01600255244825063
244,S01,stressed_retail,market_order,AXISBANK,0.0,0.008382757781167163,0.0
245,S01,stressed_retail,marketable_limit_order,DRREDDY,-3.0,-0.008387747954398884,-0.015615559406753646
246,S01,stressed_retail,rejection_scenario,MARUTI,0.0,0.0,0.0
247,S01,stressed_retail,passive_limit_order,BPCL,-0.65,-0.0005652392159746763,0.0
248,S01,stressed_retail,market_order,HDFCBANK,1.0,0.00013077823204393074,-0.008251979549123233
249,S01,stressed_retail,marketable_limit_order,ICICIBANK,-4.0,-0.02958975305937616,-0.03681756451173092
250,S01,stressed_retail,market_order,INFY,2.0,0.0001950171326286429,-0.00818774064853852
251,S01,stressed_retail,rejection_scenario,ITC,0.0,0.0,0.0
252,S01,stressed_retail,market_order,KOTAKBANK,1.0,-0.050779797209583664,-0.05916255499075083
253,S01,stressed_retail,cancel_replace,ULTRACEMCO,1.0,0.014642504317674618,0.0
254,S01,stressed_retail,market_order,SBIN,0.0,-0.037385478482695404,-0.04576823626386257
255,S01,stressed_retail,marketable_limit_order,KOTAKBANK,-5.0,-0.013974459897681068,-0.02120227135003583
256,S01,stressed_retail,market_order,ICICIBANK,-1.0,-0.022788422914881337,-0.0311711806960485
257,S01,stressed_retail,partial_fill,KOTAKBANK,0.45,0.0005639420538764551,0.0
258,S01,stressed_retail,market_order,HCLTECH,0.0,-0.0009880931074715375,-0.0093708508886387
259,S01,stressed_retail,marketable_limit_order,AXISBANK,-6.0,-0.010374904299929752,-0.017602715752284514
260,S01,stressed_retail,cancel_replace,TCS,2.0,0.028041218148035778,0.0
261,S01,stressed_retail,partial_fill,NIFTYBEES,0.0,-0.006088288977083129,-0.006652231030959584
262,S01,stressed_retail,market_order,LT,1.0,-0.028142280131811796,-0.03652503791297896
263,S01,stressed_retail,marketable_limit_order,INFY,-7.0,-0.02696676413874409,-0.034194575591098855
264,S01,stressed_retail,market_order,RELIANCE,2.0,-0.001051045504871763,-0.009433803286038926
265,S01,stressed_retail,partial_fill,MARUTI,0.45,0.0006070913080594691,0.0
266,S01,stressed_retail,market_order,ITC,3.0,0.010676442776030687,0.0
267,S01,stressed_retail,cancel_replace,ICICIBANK,3.0,0.03318253300926596,0.0
268,S01,stressed_retail,passive_limit_order,KOTAKBANK,-1.3,0.013184209672296875,0.0
269,S01,stressed_retail,marketable_limit_order,ITBEES,-8.0,-0.05477473457669568,-0.06200254602905045
270,S01,stressed_retail,market_order,KOTAKBANK,4.0,0.023165587909123438,0.0
271,S01,stressed_retail,marketable_limit_order,LT,-7.0,-0.019367082461491922,-0.026594893913846684
272,S01,stressed_retail,market_order,KOTAKBANK,5.0,-0.03910643622640103,-0.06227202413552447
273,S01,stressed_retail,marketable_limit_order,KOTAKBANK,-8.0,0.011848197322347695,0.0
274,S01,stressed_retail,cancel_replace,NESTLEIND,4.0,0.0026518959430520753,-0.030530637066213888
275,S01,stressed_retail,marketable_limit_order,SBIN,-7.0,0.006133486333841837,-0.005714710988505858
276,S01,stressed_retail,market_order,TECHM,6.0,-0.06039636399248302,-0.08356195190160645
277,S01,stressed_retail,passive_limit_order,AXISBANK,-0.65,-0.016328167508477008,-0.02951237718077388
278,S01,stressed_retail,market_order,AXISBANK,7.0,-0.017078692932335507,-0.040244280841458945
279,S01,stressed_retail,marketable_limit_order,BPCL,-8.0,0.035669899783116805,0.0
280,S01,stressed_retail,market_order,HCLTECH,8.0,-0.05924058727152981,-0.08240617518065324
281,S01,stressed_retail,cancel_replace,HINDUNILVR,3.0,0.0468416945936458,0.0
282,S01,stressed_retail,market_order,HINDUNILVR,9.0,-0.022959259459381924,-0.04612484736850536
283,S01,stressed_retail,passive_limit_order,HDFCBANK,0.0,-0.04097581533241179,-0.054160025004708665
284,S01,stressed_retail,market_order,ITC,10.0,-0.040777411599633745,-0.06394299950875718
285,S01,stressed_retail,marketable_limit_order,NESTLEIND,-7.0,0.020939795689247483,-0.014730104093869323
286,S01,stressed_retail,market_order,ONGC,11.0,-0.06413456416530322,-0.08730015207442665
287,S01,stressed_retail,marketable_limit_order,NESTLEIND,-6.0,-0.0016760515811038781,-0.037345951364220684
288,S01,stressed_retail,cancel_replace,M&M,4.0,0.0031178217404489172,-0.043723872853196885
289,S01,stressed_retail,marketable_limit_order,KOTAKBANK,-5.0,0.02705278372952956,-0.008617116053587247
