order_id,symbol,position,cash,mark_mid,mark_to_market_pnl
27,HDFCBANK,-280,229175.7421887624,779.2499999992908,10985.742188960983
28,HDFCBANK,-290,236919.20937936436,775.0499999992946,12154.7093795689
29,HDFCBANK,-300,245089.50943960392,817.6499999992559,-205.4905601728533
30,HDFCBANK,-310,252647.04943172203,756.4499999993116,18147.549431935448
31,HDFCBANK,-320,260031.65713707832,739.1499999993273,23503.657137293572
32,HDFCBANK,-330,268272.4296031948,824.7499999992494,-3895.0703965575085
33,HDFCBANK,-340,275372.64866355836,710.6999999993533,33734.64866377824
34,HDFCBANK,-350,283569.4383515389,820.3499999992534,-3553.0616481998004
35,HDFCBANK,-350,283569.4383515389,814.299999999259,-1435.5616482017213
36,HDFCBANK,-360,291659.2699199615,809.5999999992632,203.2699202267686
37,HDFCBANK,-370,299876.55158411904,822.3499999992516,-4392.948415604071
38,HDFCBANK,-380,308101.83011702856,823.1499999992509,-4695.169882686809
39,HDFCBANK,-390,316265.1329171101,816.9499999992565,-2345.367082599958
40,HDFCBANK,-400,324497.4087101776,823.8499999992503,-5042.591289522534
41,HDFCBANK,-410,332675.20583487215,818.3999999992552,-2868.794164822495
42,HDFCBANK,-420,340831.0115704987,816.1999999992572,-1972.9884291893104
43,HDFCBANK,-430,348998.3128049562,817.3499999992562,-2462.187194723927
44,HDFCBANK,-440,357204.09897028276,821.1999999992527,-4123.90102938842
45,HDFCBANK,-450,365448.37006647827,825.1499999992491,-5869.129933183838
46,HDFCBANK,-460,373679.64625095174,823.8499999992503,-5291.3537487033755
47,HDFCBANK,-470,381910.9224354252,823.8499999992503,-5298.577564222389
48,HDFCBANK,-480,390125.20527380076,822.1499999992518,-4506.794725840096
49,HDFCBANK,-490,398257.02040317137,813.8999999992593,-553.9795964657096
50,HDFCBANK,-500,406266.3834797771,801.6499999992704,5441.383480141871
51,HDFCBANK,-510,414434.68432282866,817.4499999992561,-2464.8156767919427
52,HDFCBANK,-520,422685.4528748852,825.6999999992486,-6678.5471247240785
53,HDFCBANK,-530,430814.2691784738,813.4999999992597,-340.73082113382407
54,HDFCBANK,-540,439016.05690942437,820.799999999253,-4215.943090172252
55,HDFCBANK,-550,447085.39650167,807.5499999992651,2932.8965020742035
56,HDFCBANK,-560,455026.2863895868,794.6999999992768,9994.286389991816
57,HDFCBANK,-570,463232.07255491335,821.1999999992527,-4851.927444660687
58,HDFCBANK,-580,471215.9456123721,798.9999999992729,7795.945612793788
59,HDFCBANK,-590,479292.7822690727,808.2999999992644,2395.7822695067152
60,HDFCBANK,-600,487555.0463199602,826.8499999992475,-8554.953679588332
61,HDFCBANK,-610,495728.34520598175,817.9499999992556,-3221.154793564172
62,HDFCBANK,-620,503765.69732321944,804.349999999268,5068.697323673288
63,HDFCBANK,-630,512194.89600930474,843.6499999992323,-19304.60399021156
64,HDFCBANK,-640,520360.1980265743,817.1499999992564,-2615.801972949819
65,HDFCBANK,-650,528472.0209840649,811.7999999992612,802.0209845451172
66,HDFCBANK,-660,536718.2912974483,825.249999999249,-7946.70870205597
67,HDFCBANK,-670,545112.5036827436,840.1499999992354,-17787.99631674413
68,HDFCBANK,-680,553355.2753660482,824.8999999992493,-7576.724633441307
69,HDFCBANK,-690,561447.1061516589,809.799999999263,2685.1061521674274
70,HDFCBANK,-700,569622.9040591655,818.2999999992553,-3187.0959403131856
71,HDFCBANK,-710,577533.3058849653,791.7499999992795,15390.805885476992
72,HDFCBANK,-720,585661.1225799599,813.4999999992597,-58.877419507014565
73,HDFCBANK,-730,593949.8762585884,829.4999999992451,-11585.123740860494
74,HDFCBANK,-740,602261.6209348788,831.799999999243,-13270.379064560984
75,HDFCBANK,-750,610352.9519161925,809.849999999263,2965.451916745282
76,HDFCBANK,-760,618549.2417998761,820.3499999992534,-4916.758199556498
77,HDFCBANK,-770,626705.5473397997,816.2499999992572,-1806.952659628354
78,HDFCBANK,-780,634907.8348750472,820.9499999992529,-5433.165124370018
79,HDFCBANK,-790,643425.4989217015,852.4999999992242,-30049.50107768562
80,HDFCBANK,-800,651662.7727577391,824.4499999992497,-7897.227241660701
81,HDFCBANK,-810,659815.5796675836,815.8999999992575,-1063.4203318150248
82,HDFCBANK,-820,667905.9110403033,809.6499999992632,3992.911040907493
83,HDFCBANK,-830,676126.1915302428,822.7499999992513,-6756.30846913578
84,HDFCBANK,-840,684269.5021584444,814.9499999992584,-288.4978409326868
85,HDFCBANK,-850,692351.836662412,808.8499999992639,4829.336663037771
86,HDFCBANK,-860,700675.0768375335,833.0499999992419,-15747.923161814571
87,HDFCBANK,-870,708989.8203396059,832.1999999992427,-15024.179659735179
88,HDFCBANK,-880,717076.6530822465,809.3999999992634,4804.653082894743
89,HDFCBANK,-890,725298.4329850771,822.8999999992511,-7082.567014256376
90,HDFCBANK,-900,733382.2669019358,808.9999999992638,5282.266902598436
91,HDFCBANK,-910,741767.4828098852,839.2499999992363,-21950.01718941983
92,HDFCBANK,-920,749848.3179009618,808.799999999264,5752.317901639035
93,HDFCBANK,-930,757929.1529920385,808.799999999264,5745.152992723044
94,HDFCBANK,-940,766166.9266323731,824.3999999992498,-8769.073366921628
95,HDFCBANK,-950,774306.2388261987,814.5499999992587,483.7388269029325
96,HDFCBANK,-960,782474.0398649533,817.3999999992561,-2229.9601343326503
97,HDFCBANK,-970,790759.7947177996,829.2999999992453,-13661.205281468341
98,HDFCBANK,-980,798824.1362670753,807.0499999992655,7915.136267795111
99,HDFCBANK,-990,806977.4429812168,815.9499999992574,-813.0570180480136
