strategy_id,execution_profile,fill_model,queue_position_bucket,risk_limit_profile,profile_role,trade_dates,orders,daily_loss_limit_inr,drawdown_limit_inr,tail_trade_loss_limit_inr,max_abs_position_limit_units,breach_days,daily_loss_breach_days,drawdown_breach_days,position_limit_breach_days,tail_trade_loss_breach,breach_day_fraction,worst_daily_risk_adjusted_net_pnl_inr,tail_loss_1pct_filled_pnl_inr,max_intraday_drawdown_inr,max_abs_position_units,daily_loss_excess_ratio,drawdown_excess_ratio,position_excess_ratio,tail_loss_excess_ratio,risk_limit_severity_score,risk_limit_status,risk_pass_candidate_under_limit_profile,risk_evidence_scope,not_acceptance_grade
S05,retail_marketable_default,optimistic_marketable,front_or_marketable,tight_capital_preservation,stricter_than_current_proxy,63,436284,-50000.0,-75000.0,-25000.0,250.0,63,60,63,63,False,1.0,-80296.31894517194,-6993.529752211691,-4876042.4087042725,7061.01,0.6059263789034388,64.01389878272363,27.244040000000002,0.0,2260.3764290406766,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S05,stressed_retail,pessimistic_partial,back_queue_proxy,tight_capital_preservation,stricter_than_current_proxy,63,432377,-50000.0,-75000.0,-25000.0,250.0,63,53,58,63,False,1.0,-76591.09032639595,-2819.7949267311574,-5630294.925841199,2471.1,0.531821806527919,74.07059901121599,8.8844,0.0,2142.748520443598,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S03,zero_latency_spread_only_control,pessimistic_partial,back_queue_proxy,tight_capital_preservation,stricter_than_current_proxy,60,283411,-50000.0,-75000.0,-25000.0,250.0,44,44,42,15,False,0.7333333333333333,-77446.32810751522,-3032.816351684469,-5859015.414705419,961.95,0.5489265621503043,77.12020552940558,2.8478000000000003,0.0,2072.0176356222305,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S05,stressed_retail,neutral_partial,middle_queue_proxy,current_proxy_limits,current_phase12_proxy_guardrail,63,432377,-75000.0,-100000.0,-35000.0,500.0,63,54,60,63,False,1.0,-78967.32308207417,-4939.908940671084,-7256915.624508995,4658.75,0.05289764109432227,71.56915624508994,8.3175,0.0,2056.901347154607,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,tight_capital_preservation,stricter_than_current_proxy,63,166760,-50000.0,-75000.0,-25000.0,250.0,63,63,63,31,False,1.0,-79039.08927158795,-5749.40683879972,-5517721.861533961,1359.75,0.580781785431759,72.56962482045282,4.439,0.0,2017.5401651471145,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S03,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,expanded_research_limits,looser_research_sensitivity,60,283411,-150000.0,-200000.0,-75000.0,1000.0,40,0,39,7,False,0.6666666666666666,-80597.43625860073,-5927.151556934391,-15470465.719989896,2098.58,0.0,76.35232859994947,1.0985800000000001,0.0,1997.4464816654036,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,current_proxy_limits,current_phase12_proxy_guardrail,63,166760,-75000.0,-100000.0,-35000.0,500.0,63,63,63,20,False,1.0,-79837.07014425717,-8147.206959706952,-7356962.482045282,1813.0,0.06449426859009555,72.56962482045282,2.626,0.0,1968.3729772260729,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S05,retail_marketable_default,pessimistic_partial,back_queue_proxy,tight_capital_preservation,stricter_than_current_proxy,63,436284,-50000.0,-75000.0,-25000.0,250.0,63,55,59,63,False,1.0,-77140.40019946803,-2909.791313752877,-5019969.108084814,2523.1,0.5428080039893606,65.93292144113084,9.0924,0.0,1943.741236128005,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S03,stressed_retail,neutral_partial,middle_queue_proxy,tight_capital_preservation,stricter_than_current_proxy,60,270999,-50000.0,-75000.0,-25000.0,250.0,39,28,30,26,False,0.65,-77640.61636048697,-4386.586243522265,-4509985.106660825,2163.9,0.5528123272097394,59.13313475547767,7.6556,0.0,1710.2606770671853,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S03,stressed_retail,optimistic_marketable,front_or_marketable,current_proxy_limits,current_phase12_proxy_guardrail,60,270999,-75000.0,-100000.0,-35000.0,500.0,38,29,31,22,False,0.6333333333333333,-77931.31617752751,-6159.564357137921,-6022102.454187624,3341.98,0.0390842157003668,59.22102454187624,5.68396,0.0,1658.5152522727485,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S01,stressed_retail,optimistic_marketable,front_or_marketable,tight_capital_preservation,stricter_than_current_proxy,63,158070,-50000.0,-75000.0,-25000.0,250.0,56,40,43,37,False,0.8888888888888888,-79882.11173517011,-6295.444545242256,-4383531.492633989,1578.0,0.5976422347034023,57.44708656845319,5.312,0.0,1646.2471089678036,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S05,retail_marketable_default,neutral_partial,middle_queue_proxy,tight_capital_preservation,stricter_than_current_proxy,63,436284,-50000.0,-75000.0,-25000.0,250.0,63,60,63,63,False,1.0,-79392.47913140777,-5049.40357335567,-3590264.0970662064,4692.99,0.5878495826281556,46.87018796088275,17.77196,0.0,1641.8901385877728,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S05,stressed_retail,pessimistic_partial,back_queue_proxy,current_proxy_limits,current_phase12_proxy_guardrail,63,432377,-75000.0,-100000.0,-35000.0,500.0,63,53,55,63,False,1.0,-76591.09032639595,-2819.7949267311574,-5630294.925841199,2471.1,0.021214537685279256,55.30294925841199,3.9421999999999997,0.0,1561.9480949024319,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S05,retail_marketable_default,optimistic_marketable,front_or_marketable,current_proxy_limits,current_phase12_proxy_guardrail,63,436284,-75000.0,-100000.0,-35000.0,500.0,63,60,63,63,False,1.0,-80296.31894517194,-6993.529752211691,-4876042.4087042725,7061.01,0.07061758593562573,47.76042408704272,13.122020000000001,0.0,1558.2164418244586,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S04,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,tight_capital_preservation,stricter_than_current_proxy,60,429202,-50000.0,-75000.0,-25000.0,250.0,46,45,46,17,False,0.7666666666666667,-79320.45334872838,-8316.904879250846,-4283945.319405626,1031.3,0.5864090669745676,56.119270925408344,3.1251999999999995,0.0,1556.8126664762394,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S03,zero_latency_spread_only_control,pessimistic_partial,back_queue_proxy,current_proxy_limits,current_phase12_proxy_guardrail,60,283411,-75000.0,-100000.0,-35000.0,500.0,42,42,41,6,False,0.7,-77446.32810751522,-3032.816351684469,-5859015.414705419,961.95,0.032617708100202814,57.59015414705419,0.9239000000000002,0.0,1529.04729637886,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S01,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,current_proxy_limits,current_phase12_proxy_guardrail,63,166760,-75000.0,-100000.0,-35000.0,500.0,63,63,63,14,False,1.0,-79039.08927158795,-5749.40683879972,-5517721.861533961,1359.75,0.05385452362117271,54.17721861533961,1.7195,0.0,1490.16682847402,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S04,retail_marketable_default,optimistic_marketable,front_or_marketable,tight_capital_preservation,stricter_than_current_proxy,60,414066,-50000.0,-75000.0,-25000.0,250.0,40,27,38,20,False,0.6666666666666666,-79165.0422043194,-8582.592706710802,-3978012.382607056,957.22,0.583300844086388,52.04016510142741,2.8288800000000003,0.0,1438.8309153045118,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S05,retail_marketable_default,pessimistic_partial,back_queue_proxy,current_proxy_limits,current_phase12_proxy_guardrail,63,436284,-75000.0,-100000.0,-35000.0,500.0,63,55,57,63,False,1.0,-77140.40019946803,-2909.791313752877,-5019969.108084814,2523.1,0.028538669326240385,49.19969108084814,4.0462,0.0,1411.6297437543597,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S07,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,tight_capital_preservation,stricter_than_current_proxy,59,237064,-50000.0,-75000.0,-25000.0,250.0,59,47,54,59,False,1.0,-80560.24615345575,-6062.10045662101,-3574742.974187814,1456.18,0.611204923069115,46.66323965583752,4.82472,0.0,1378.355514472666,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S04,stressed_retail,optimistic_marketable,front_or_marketable,tight_capital_preservation,stricter_than_current_proxy,60,410666,-50000.0,-75000.0,-25000.0,250.0,44,44,42,20,False,0.7333333333333333,-81715.37579221324,-6464.164921393205,-3741786.2823680886,985.41,0.6343075158442648,48.89048376490785,2.94164,0.0,1370.285915352136,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S03,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,stress_capacity_limits,very_loose_stress_sensitivity,60,283411,-300000.0,-500000.0,-150000.0,2500.0,35,0,35,3,False,0.5833333333333334,-82169.98908390802,-8987.968860580317,-25883773.33226755,3554.02,0.0,50.7675466645351,0.421608,0.0,1335.9541599467107,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S05,stressed_retail,optimistic_marketable,front_or_marketable,expanded_research_limits,looser_research_sensitivity,63,432377,-150000.0,-200000.0,-75000.0,1000.0,63,0,59,63,False,1.0,-81087.06173306958,-6771.860532484232,-8471257.71815683,6992.15,0.0,41.356288590784146,5.99215,0.0,1253.7502147696036,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S05,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,tight_capital_preservation,stricter_than_current_proxy,63,449765,-50000.0,-75000.0,-25000.0,250.0,63,18,41,63,False,1.0,-79601.1732613325,-6292.798922310233,-1801525.5124831249,7243.04,0.5920234652266501,23.020340166441663,27.97216,0.0,1249.7522907917078,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S01,stressed_retail,neutral_partial,middle_queue_proxy,tight_capital_preservation,stricter_than_current_proxy,63,158070,-50000.0,-75000.0,-25000.0,250.0,52,39,40,30,False,0.8253968253968254,-78550.3240997377,-4541.440236519823,-3285297.776376496,1183.5,0.571006481994754,42.803970351686615,3.734,0.0,1241.5941033817166,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S01,zero_latency_spread_only_control,pessimistic_partial,back_queue_proxy,tight_capital_preservation,stricter_than_current_proxy,63,166760,-50000.0,-75000.0,-25000.0,250.0,63,63,62,15,False,1.0,-78412.28114796088,-3173.585520173721,-3310633.1169203767,815.85,0.5682456229592177,43.14177489227169,2.2634000000000003,0.0,1238.0185128807727,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S03,stressed_retail,neutral_partial,middle_queue_proxy,current_proxy_limits,current_phase12_proxy_guardrail,60,270999,-75000.0,-100000.0,-35000.0,500.0,36,28,28,18,False,0.6,-77640.61636048697,-4386.586243522265,-4509985.106660825,2163.9,0.03520821813982611,44.09985106660825,3.3278,0.0,1229.932482118702,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S01,stressed_retail,optimistic_marketable,front_or_marketable,current_proxy_limits,current_phase12_proxy_guardrail,63,158070,-75000.0,-100000.0,-35000.0,500.0,47,40,41,18,False,0.746031746031746,-79882.11173517011,-6295.444545242256,-4383531.492633989,1578.0,0.06509482313560144,42.83531492633989,2.156,0.0,1190.2334183400617,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S09,zero_latency_spread_only_control,pessimistic_partial,back_queue_proxy,tight_capital_preservation,stricter_than_current_proxy,63,590612,-50000.0,-75000.0,-25000.0,250.0,63,41,37,63,False,1.0,-77125.95870236872,-2574.4514106583147,-2757539.119558872,2523.75,0.5425191740473745,35.76718826078496,9.095,0.0,1189.6426858708085,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S05,zero_latency_spread_only_control,pessimistic_partial,back_queue_proxy,tight_capital_preservation,stricter_than_current_proxy,63,449765,-50000.0,-75000.0,-25000.0,250.0,63,14,22,63,False,1.0,-77283.51111506509,-2518.3920126116727,-2663663.653645916,2387.55,0.5456702223013019,34.51551538194555,8.5502,0.0,1147.5336401061713,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S04,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,current_proxy_limits,current_phase12_proxy_guardrail,60,429202,-75000.0,-100000.0,-35000.0,500.0,45,45,44,5,False,0.75,-79320.45334872838,-8316.904879250846,-4283945.319405626,1031.3,0.05760604464971175,41.839453194056254,1.0625999999999998,0.0,1143.678480967649,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S05,retail_marketable_default,neutral_partial,middle_queue_proxy,current_proxy_limits,current_phase12_proxy_guardrail,63,436284,-75000.0,-100000.0,-35000.0,500.0,63,60,63,63,False,1.0,-79392.47913140777,-5049.40357335567,-3590264.0970662064,4692.99,0.058566388418770376,34.90264097066206,8.38598,0.0,1141.7497839770208,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S04,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,tight_capital_preservation,stricter_than_current_proxy,60,429202,-50000.0,-75000.0,-25000.0,250.0,45,44,44,11,False,0.75,-81069.71944762759,-5568.968292290368,-3086594.051191471,743.05,0.6213943889525517,40.15458734921961,1.9722,0.0,1133.843543454304,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S09,stressed_retail,pessimistic_partial,back_queue_proxy,tight_capital_preservation,stricter_than_current_proxy,63,567805,-50000.0,-75000.0,-25000.0,250.0,63,57,58,63,False,1.0,-76793.45016010758,-2651.7398418781486,-2602485.2371501606,2433.75,0.5358690032021516,33.69980316200214,8.735,0.0,1130.5918041301072,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S02,stressed_retail,optimistic_marketable,front_or_marketable,tight_capital_preservation,stricter_than_current_proxy,63,870977,-50000.0,-75000.0,-25000.0,250.0,63,63,63,6,False,1.0,-85647.84978755037,-6749.27132546079,-3018491.7207961213,436.09999999999997,0.7129569957510073,39.24655627728162,0.7444,0.0,1113.8758318258156,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S09,retail_marketable_default,pessimistic_partial,back_queue_proxy,tight_capital_preservation,stricter_than_current_proxy,63,573028,-50000.0,-75000.0,-25000.0,250.0,63,56,57,63,False,1.0,-78936.69671594375,-2628.7243436213807,-2537684.884940522,2458.2,0.5787339343188749,32.83579846587362,8.832799999999999,0.0,1112.0193100048125,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S09,stressed_retail,optimistic_marketable,front_or_marketable,tight_capital_preservation,stricter_than_current_proxy,63,567805,-50000.0,-75000.0,-25000.0,250.0,63,63,63,63,False,1.0,-81594.38718428362,-6388.193475628093,-1832090.7221014097,5070.56,0.6318877436856725,23.42787629468546,19.28224,0.0,1087.1389009592783,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S07,stressed_retail,optimistic_marketable,front_or_marketable,tight_capital_preservation,stricter_than_current_proxy,59,227842,-50000.0,-75000.0,-25000.0,250.0,59,48,57,59,False,1.0,-82351.35422242968,-6015.482834735516,-2680834.2155820383,1407.6399999999999,0.6470270844485937,34.74445620776051,4.630559999999999,0.0,1077.3982823052277,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S09,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,tight_capital_preservation,stricter_than_current_proxy,63,590612,-50000.0,-75000.0,-25000.0,250.0,63,51,50,63,False,1.0,-76988.63693720897,-4520.351365454871,-2027493.3661191459,4015.85,0.5397727387441793,26.03324488158861,15.063399999999998,0.0,1065.5934405083199,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S05,stressed_retail,neutral_partial,middle_queue_proxy,expanded_research_limits,looser_research_sensitivity,63,432377,-150000.0,-200000.0,-75000.0,1000.0,63,0,56,63,False,1.0,-78967.32308207417,-4939.908940671084,-7256915.624508995,4658.75,0.0,35.28457812254497,3.6587500000000004,0.0,1055.2894530636243,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S04,retail_marketable_default,optimistic_marketable,front_or_marketable,current_proxy_limits,current_phase12_proxy_guardrail,60,414066,-75000.0,-100000.0,-35000.0,500.0,37,27,37,6,False,0.6166666666666667,-79165.0422043194,-8582.592706710802,-3978012.382607056,957.22,0.05553389605759196,38.78012382607056,0.9144400000000001,0.0,1050.8469097198704,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S09,retail_marketable_default,optimistic_marketable,front_or_marketable,tight_capital_preservation,stricter_than_current_proxy,63,573028,-50000.0,-75000.0,-25000.0,250.0,63,63,63,63,False,1.0,-83919.32079900912,-6362.840045793917,-1692670.4578864502,5121.76,0.6783864159801825,21.568939438486,19.48704,0.0,1045.9239463616545,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S03,stressed_retail,pessimistic_partial,back_queue_proxy,tight_capital_preservation,stricter_than_current_proxy,60,270999,-50000.0,-75000.0,-25000.0,250.0,36,27,26,20,False,0.6,-76699.04394932493,-2573.8131336021806,-2696343.755932779,1163.2,0.5339808789864986,34.95125007910372,3.6528,0.0,1020.1867739522556,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S01,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,expanded_research_limits,looser_research_sensitivity,63,166760,-150000.0,-200000.0,-75000.0,1000.0,62,0,62,4,False,0.9841269841269841,-79837.07014425717,-8147.206959706952,-7356962.482045282,1813.0,0.0,35.78481241022641,0.813,0.0,1009.2930086683587,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S07,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,current_proxy_limits,current_phase12_proxy_guardrail,59,237064,-75000.0,-100000.0,-35000.0,500.0,58,47,50,44,False,0.9830508474576272,-80560.24615345575,-6062.10045662101,-3574742.974187814,1456.18,0.07413661537941008,34.74742974187814,1.91236,0.0,1007.0914436772016,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S09,retail_marketable_default,neutral_partial,middle_queue_proxy,tight_capital_preservation,stricter_than_current_proxy,63,573028,-50000.0,-75000.0,-25000.0,250.0,63,60,63,63,False,1.0,-77714.676646401,-4603.8232600808415,-1871876.4467715267,3912.04,0.5542935329280201,23.958352623620357,14.64816,0.0,1005.7793539137095,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S04,stressed_retail,optimistic_marketable,front_or_marketable,current_proxy_limits,current_phase12_proxy_guardrail,60,410666,-75000.0,-100000.0,-35000.0,500.0,42,42,40,6,False,0.7,-81715.37579221324,-6464.164921393205,-3741786.2823680886,985.41,0.08953834389617654,36.417862823680885,0.97082,0.0,1002.1014291894265,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S09,stressed_retail,neutral_partial,middle_queue_proxy,tight_capital_preservation,stricter_than_current_proxy,63,567805,-50000.0,-75000.0,-25000.0,250.0,63,63,63,63,False,1.0,-77564.32159889182,-4630.990233428473,-1853452.6974204213,3872.99,0.5512864319778366,23.712702632272283,14.491959999999999,0.0,996.4389266062531,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S04,retail_marketable_default,neutral_partial,middle_queue_proxy,tight_capital_preservation,stricter_than_current_proxy,60,414066,-50000.0,-75000.0,-25000.0,250.0,38,26,37,11,False,0.6333333333333333,-79434.81051346382,-6015.875494876075,-2699447.68379471,689.28,0.5886962102692763,34.992635783929465,1.75712,0.0,988.0090331883018,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S08,stressed_retail,optimistic_marketable,front_or_marketable,tight_capital_preservation,stricter_than_current_proxy,63,426101,-50000.0,-75000.0,-25000.0,250.0,63,63,63,58,False,1.0,-79285.7250659865,-7049.971960658064,-2283127.0251148567,1504.04,0.5857145013197298,29.441693668198088,5.01616,0.0,951.0084042379455,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
S09,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,tight_capital_preservation,stricter_than_current_proxy,63,590612,-50000.0,-75000.0,-25000.0,250.0,63,55,56,63,False,1.0,-87270.46800278337,-6266.763320043501,-1294546.8876923278,5257.4,0.7454093600556673,16.260625169231037,20.0296,0.0,925.7428632321676,high_proxy_breach_under_limit_profile,False,phase12_full_run_fill_adjusted_proxy_risk_limit_sensitivity,True
