strategy_id,execution_profile,fill_model,queue_position_bucket,orders,trade_dates,mean_fill_ratio,submitted_notional_inr,filled_notional_inr,unfilled_notional_inr,filled_net_pnl_inr,filled_cost_inr,risk_adjusted_net_pnl_inr,worst_daily_filled_net_pnl_inr,worst_daily_risk_adjusted_net_pnl_inr,tail_loss_1pct_filled_pnl_inr,max_intraday_drawdown_inr,max_abs_position_units,position_limit_breach_rows,daily_loss_limit_breach_rows,daily_halt_rows,risk_evidence_scope,not_acceptance_grade,risk_limits,name,role,support_level,caveat
S02,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,907352,63,0.7181821167529248,90735200000.0,65164398000.0,25570802000.0,-17969852.94468655,12578976.152877733,-3625740.9841742082,-1006986.9087649724,-78924.93423348376,-4918.365140293012,-1036191.3815752958,282.93,0,539985,630123,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Pure multi-level OFI directional model,priority,runnable_proxy,Current proxy can compare static imbalance and mlofi_qty at 5-minute event spacing only.
S02,zero_latency_spread_only_control,pessimistic_partial,back_queue_proxy,907352,63,0.39519646179211604,90735200000.0,35858230000.0,54876970000.0,-8053561.94110248,5788618.53830045,-3268886.970645813,-372706.97842624213,-77537.66142272353,-2752.6215443279325,-397465.76419527474,151.5,0,347974,412655,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Pure multi-level OFI directional model,priority,runnable_proxy,Current proxy can compare static imbalance and mlofi_qty at 5-minute event spacing only.
S02,retail_marketable_default,optimistic_marketable,front_or_marketable,879151,63,0.9906311316258521,87915100000.0,87091435000.0,823665000.0,-99268408.64121842,102810926.99110614,-4794495.708995249,-2359242.5951978597,-81240.95110322043,-6902.461742496184,-2390343.2967974255,389.19,0,819952,830520,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Pure multi-level OFI directional model,priority,runnable_proxy,Current proxy can compare static imbalance and mlofi_qty at 5-minute event spacing only.
S02,retail_marketable_default,neutral_partial,middle_queue_proxy,879151,63,0.7197964854729163,87915100000.0,63280980000.0,24634120000.0,-71347192.25229411,74014896.95566183,-4781095.822998815,-1657973.651644932,-80098.8437079432,-4993.8071488673695,-1723741.5234439499,273.86,0,801755,812367,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Pure multi-level OFI directional model,priority,runnable_proxy,Current proxy can compare static imbalance and mlofi_qty at 5-minute event spacing only.
S02,retail_marketable_default,pessimistic_partial,back_queue_proxy,879151,63,0.39791338461765974,87915100000.0,34982595000.0,52932505000.0,-38228174.64309608,39840170.404354565,-4750550.8176414585,-990169.8738769161,-77166.61709671005,-2836.1314976957074,-1030863.5851198388,156.9,0,749028,755561,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Pure multi-level OFI directional model,priority,runnable_proxy,Current proxy can compare static imbalance and mlofi_qty at 5-minute event spacing only.
S02,stressed_retail,optimistic_marketable,front_or_marketable,870977,63,0.9907447383800034,87097700000.0,86291588000.0,806112000.0,-123920974.07902099,123614064.42132191,-4813024.309161873,-3018606.5033244547,-85647.84978755037,-6749.27132546079,-3018491.7207961213,436.09999999999997,0,833646,839258,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Pure multi-level OFI directional model,priority,runnable_proxy,Current proxy can compare static imbalance and mlofi_qty at 5-minute event spacing only.
S02,stressed_retail,neutral_partial,middle_queue_proxy,870977,63,0.7201177183783269,87097700000.0,62720597000.0,24377103000.0,-89544190.6962244,89182287.65229721,-4768348.442604256,-2244170.43745855,-77969.794148466,-4899.920643508245,-2244084.3505623,302.05,0,821707,825407,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Pure multi-level OFI directional model,priority,runnable_proxy,Current proxy can compare static imbalance and mlofi_qty at 5-minute event spacing only.
S02,stressed_retail,pessimistic_partial,back_queue_proxy,870977,63,0.39843244999580946,87097700000.0,34702550000.0,52395150000.0,-48703937.03864951,48302279.98038804,-4753619.286552104,-1315455.9104205354,-76900.27317510029,-2778.5442097033433,-1315404.2582827853,146.85,0,779330,784332,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Pure multi-level OFI directional model,priority,runnable_proxy,Current proxy can compare static imbalance and mlofi_qty at 5-minute event spacing only.
S03,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,283411,60,0.9709414242919293,28341100000.0,27517548000.0,823552000.0,-182090881.82862407,1942483.6566211272,-2937287.619521856,-25882701.492176484,-82169.98908390802,-8987.968860580317,-25883773.33226755,3554.02,104695,268332,272891,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Liquidity-vacuum breakout,priority,partial_missing_required_features,Only a weak proxy exists because Phase 9 Tier C does not yet carry explicit withdrawal/replenishment rates.
S03,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,283411,60,0.6582188764726844,28341100000.0,18654647000.0,9686453000.0,-120372370.0996435,1274366.755885454,-3037737.0216861586,-15469866.411551882,-80597.43625860073,-5927.151556934391,-15470465.719989896,2098.58,69816,264839,269394,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Liquidity-vacuum breakout,priority,partial_missing_required_features,Only a weak proxy exists because Phase 9 Tier C does not yet carry explicit withdrawal/replenishment rates.
S03,zero_latency_spread_only_control,pessimistic_partial,back_queue_proxy,283411,60,0.2931936304518879,28341100000.0,8309430000.0,20031670000.0,-48677032.97562621,499144.34618878755,-3102703.149175496,-5856965.561143272,-77446.32810751522,-3032.816351684469,-5859015.414705419,961.95,13809,249121,254498,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Liquidity-vacuum breakout,priority,partial_missing_required_features,Only a weak proxy exists because Phase 9 Tier C does not yet carry explicit withdrawal/replenishment rates.
S03,retail_marketable_default,optimistic_marketable,front_or_marketable,273427,60,0.9833579712318096,27342700000.0,26887662000.0,455038000.0,136129781.8478871,25854204.832525197,137048057.31745812,-395510.66694113845,-77468.35111551364,-7735.301189819749,-408842.18986751954,3530.68,98036,4061,4099,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Liquidity-vacuum breakout,priority,partial_missing_required_features,Only a weak proxy exists because Phase 9 Tier C does not yet carry explicit withdrawal/replenishment rates.
S03,retail_marketable_default,neutral_partial,middle_queue_proxy,273427,60,0.6975212030999133,27342700000.0,19072113000.0,8270587000.0,99258713.09534104,18306798.622073922,99852620.14014076,-296633.00020585384,-76891.25348297793,-5294.8659439639605,-306631.64240063966,2503.02,70592,3554,3597,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Liquidity-vacuum breakout,priority,partial_missing_required_features,Only a weak proxy exists because Phase 9 Tier C does not yet carry explicit withdrawal/replenishment rates.
S03,retail_marketable_default,pessimistic_partial,back_queue_proxy,273427,60,0.36040807967025934,27342700000.0,9854530000.0,17488170000.0,55423955.25821271,9409603.457600249,55654932.499918714,-177979.8001235123,-75974.88273492831,-3039.7651756679556,-183978.9854403838,1480.25,35674,2300,2347,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Liquidity-vacuum breakout,priority,partial_missing_required_features,Only a weak proxy exists because Phase 9 Tier C does not yet carry explicit withdrawal/replenishment rates.
S03,stressed_retail,optimistic_marketable,front_or_marketable,270999,60,0.985112011483437,27099900000.0,26696437000.0,403463000.0,-20133991.393842455,30419050.75456138,20495565.051793106,-6019003.826618242,-77931.31617752751,-6159.564357137921,-6022102.454187624,3341.98,100894,155573,172197,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Liquidity-vacuum breakout,priority,partial_missing_required_features,Only a weak proxy exists because Phase 9 Tier C does not yet carry explicit withdrawal/replenishment rates.
S03,stressed_retail,neutral_partial,middle_queue_proxy,270999,60,0.7027486448289475,27099900000.0,19044418000.0,8055482000.0,-13283473.553009722,21669739.835611917,16232848.895970583,-4507215.04195969,-77640.61636048697,-4386.586243522265,-4509985.106660825,2163.9,77030,150227,151888,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Liquidity-vacuum breakout,priority,partial_missing_required_features,Only a weak proxy exists because Phase 9 Tier C does not yet carry explicit withdrawal/replenishment rates.
S03,stressed_retail,pessimistic_partial,back_queue_proxy,270999,60,0.3690915833637763,27099900000.0,10002345000.0,17097555000.0,-5324863.011040654,11335032.363907425,8640227.790547885,-2694047.2722778236,-76699.04394932493,-2573.8131336021806,-2696343.755932779,1163.2,33268,127571,128446,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Liquidity-vacuum breakout,priority,partial_missing_required_features,Only a weak proxy exists because Phase 9 Tier C does not yet carry explicit withdrawal/replenishment rates.
S04,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,429202,60,0.9708855270944678,42920200000.0,41670601000.0,1249599000.0,-38292407.735430256,8215373.230308486,-2552738.770748674,-4267128.497225813,-79320.45334872838,-8316.904879250846,-4283945.319405626,1031.3,27007,310552,386418,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Trade-flow plus depth confirmation,priority,partial_missing_required_features,Event intensity is not a substitute for signed aggressive trade imbalance.
S04,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,429202,60,0.6579908527919255,42920200000.0,28241099000.0,14679101000.0,-26667800.80624377,5173807.060537993,-1653140.2592945888,-3073993.1592792864,-81069.71944762759,-5568.968292290368,-3086594.051191471,743.05,11367,267462,334442,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Trade-flow plus depth confirmation,priority,partial_missing_required_features,Event intensity is not a substitute for signed aggressive trade imbalance.
S04,zero_latency_spread_only_control,pessimistic_partial,back_queue_proxy,429202,60,0.29276331424364294,42920200000.0,12565460000.0,30354740000.0,-13000050.777925035,1650144.0259556598,-1759871.2383668115,-1662274.866575872,-77072.71604629687,-2912.9464285714316,-1669818.7265620453,402.75,0,211049,225020,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Trade-flow plus depth confirmation,priority,partial_missing_required_features,Event intensity is not a substitute for signed aggressive trade imbalance.
S04,retail_marketable_default,optimistic_marketable,front_or_marketable,414066,60,0.9828989098356304,41406600000.0,40698502000.0,708098000.0,-16026426.28654447,44611522.58013946,12070918.3014554,-3908395.802431513,-79165.0422043194,-8582.592706710802,-3978012.382607056,957.22,23103,279533,294253,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Trade-flow plus depth confirmation,priority,partial_missing_required_features,Event intensity is not a substitute for signed aggressive trade imbalance.
S04,retail_marketable_default,neutral_partial,middle_queue_proxy,414066,60,0.6955822984741564,41406600000.0,28801698000.0,12604902000.0,-10641645.174079904,31273781.428108945,8504349.1836181,-2646974.995340976,-79434.81051346382,-6015.875494876075,-2699447.68379471,689.28,8135,272428,288080,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Trade-flow plus depth confirmation,priority,partial_missing_required_features,Event intensity is not a substitute for signed aggressive trade imbalance.
S04,retail_marketable_default,pessimistic_partial,back_queue_proxy,414066,60,0.35670847159631563,41406600000.0,14770085000.0,26636515000.0,-4371852.408087566,15565056.372556243,4282343.956108293,-1173135.7049678674,-76850.94340929319,-3403.961935578701,-1204915.8484792805,376.6,0,239035,247158,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Trade-flow plus depth confirmation,priority,partial_missing_required_features,Event intensity is not a substitute for signed aggressive trade imbalance.
S04,stressed_retail,optimistic_marketable,front_or_marketable,410666,60,0.9846996586033417,41066600000.0,40438267000.0,628333000.0,-55872904.86826563,52870547.82051609,-3054175.8293750645,-3698612.030370098,-81715.37579221324,-6464.164921393205,-3741786.2823680886,985.41,18850,369218,379984,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Trade-flow plus depth confirmation,priority,partial_missing_required_features,Event intensity is not a substitute for signed aggressive trade imbalance.
S04,stressed_retail,neutral_partial,middle_queue_proxy,410666,60,0.7009655778661978,41066600000.0,28786273000.0,12280327000.0,-39370519.70505979,37354022.908139184,-3043913.0910766297,-2434487.2026425595,-78243.44739357063,-4620.532682386589,-2445805.498639101,715.59,8390,360901,373115,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Trade-flow plus depth confirmation,priority,partial_missing_required_features,Event intensity is not a substitute for signed aggressive trade imbalance.
S04,stressed_retail,pessimistic_partial,back_queue_proxy,410666,60,0.36566479815713987,41066600000.0,15016610000.0,26049990000.0,-19907514.561084263,19038935.115934562,-2805329.10122449,-1363677.3323804804,-77747.20588387773,-2710.514700159739,-1367989.4302807108,396.15000000000003,0,329269,339202,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Trade-flow plus depth confirmation,priority,partial_missing_required_features,Event intensity is not a substitute for signed aggressive trade imbalance.
S05,zero_latency_spread_only_control,optimistic_marketable,front_or_marketable,449765,63,0.9842633152868719,44976500000.0,44268719000.0,707781000.0,51400290.92589514,14486143.76808479,56915161.27319134,-1778944.082780502,-79601.1732613325,-6292.798922310233,-1801525.5124831249,7243.04,417292,66213,109208,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Microprice entry/exit filter,filter,runnable_proxy,Standalone microprice results are diagnostic only; plan says not to promote it as a standalone annual-return strategy.
S05,zero_latency_spread_only_control,neutral_partial,middle_queue_proxy,449765,63,0.697598434738141,44976500000.0,31375536000.0,13600964000.0,36117348.65582294,9405199.71716907,36246711.28552581,-566682.755857116,-77329.67510155015,-4503.3726300437565,-686944.6241980295,4629.96,394228,38507,74310,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Microprice entry/exit filter,filter,runnable_proxy,Standalone microprice results are diagnostic only; plan says not to promote it as a standalone annual-return strategy.
S05,zero_latency_spread_only_control,pessimistic_partial,back_queue_proxy,449765,63,0.3583377986281727,44976500000.0,16116780000.0,28859720000.0,18123473.903619748,3454890.431674005,23640996.51182572,-2565466.993306512,-77283.51111506509,-2518.3920126116727,-2663663.653645916,2387.55,335054,61531,70540,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Microprice entry/exit filter,filter,runnable_proxy,Standalone microprice results are diagnostic only; plan says not to promote it as a standalone annual-return strategy.
S05,retail_marketable_default,optimistic_marketable,front_or_marketable,436284,63,0.9871166487884039,43628400000.0,43066320000.0,562080000.0,-97749253.898889,55716182.08471258,-3597986.233112083,-4803213.633275495,-80296.31894517194,-6993.529752211691,-4876042.4087042725,7061.01,403357,387636,399069,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Microprice entry/exit filter,filter,runnable_proxy,Standalone microprice results are diagnostic only; plan says not to promote it as a standalone annual-return strategy.
S05,retail_marketable_default,neutral_partial,middle_queue_proxy,436284,63,0.7066963262462067,43628400000.0,30832030000.0,12796370000.0,-72003808.37505898,39286721.97307724,-3640769.968963311,-3535627.535888119,-79392.47913140777,-5049.40357335567,-3590264.0970662064,4692.99,377615,381024,392101,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Microprice entry/exit filter,filter,runnable_proxy,Standalone microprice results are diagnostic only; plan says not to promote it as a standalone annual-return strategy.
S05,retail_marketable_default,pessimistic_partial,back_queue_proxy,436284,63,0.3739491936445069,43628400000.0,16314805000.0,27313595000.0,-41231332.73426039,19828555.74131381,-842109.3335714889,-5016612.820924511,-77140.40019946803,-2909.791313752877,-5019969.108084814,2523.1,330239,315463,331160,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Microprice entry/exit filter,filter,runnable_proxy,Standalone microprice results are diagnostic only; plan says not to promote it as a standalone annual-return strategy.
S05,stressed_retail,optimistic_marketable,front_or_marketable,432377,63,0.9875618730876065,43237700000.0,42699904000.0,537796000.0,-64388284.06743933,66613923.20821368,7872607.86662814,-8458501.508092115,-81087.06173306958,-6771.860532484232,-8471257.71815683,6992.15,399296,335399,349978,full_run_fill_adjusted_proxy_all_simulated_trades,True,"{""daily_loss_warn_inr"": -75000.0, ""drawdown_warn_inr"": -100000.0, ""max_abs_signal_position_units"": 500.0, ""tail_loss_quantile"": 0.01}",Microprice entry/exit filter,filter,runnable_proxy,Standalone microprice results are diagnostic only; plan says not to promote it as a standalone annual-return strategy.
