trade_month,trade_date,feed_profile,source_event_bar_id,symbols_present,total_source_events,min_source_events_in_bar,regimes,market_shock_bar,symbol_shock_symbols,expected_symbols,coverage_fraction,coverage_pass
2026-01,2026-01-06,disconnect_scenario,1,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-06,disconnect_scenario,2,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-06,disconnect_scenario,3,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-06,disconnect_scenario,4,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-06,disconnect_scenario,5,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-06,disconnect_scenario,6,32,319,9,1,0,0,32,1.0,True
2026-01,2026-01-06,disconnect_scenario,7,3,15,5,1,0,0,32,0.09375,False
2026-01,2026-01-06,good_retail,0,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-06,good_retail,1,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-06,good_retail,2,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-06,good_retail,3,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-06,good_retail,4,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-06,good_retail,5,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-06,good_retail,6,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-06,good_retail,7,26,130,5,1,0,0,32,0.8125,False
2026-01,2026-01-06,ideal_research,0,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-06,ideal_research,1,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-06,ideal_research,2,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-06,ideal_research,3,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-06,ideal_research,4,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-06,ideal_research,5,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-06,ideal_research,6,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-06,ideal_research,7,32,160,5,1,0,0,32,1.0,True
2026-01,2026-01-06,normal_retail,0,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-06,normal_retail,1,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-06,normal_retail,2,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-06,normal_retail,3,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-06,normal_retail,4,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-06,normal_retail,5,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-06,normal_retail,6,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-06,normal_retail,7,22,110,5,1,0,0,32,0.6875,False
2026-01,2026-01-06,stressed_retail,0,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-06,stressed_retail,1,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-06,stressed_retail,2,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-06,stressed_retail,3,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-06,stressed_retail,4,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-06,stressed_retail,5,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-06,stressed_retail,6,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-06,stressed_retail,7,4,20,5,1,0,0,32,0.125,False
2026-01,2026-01-07,disconnect_scenario,0,32,320,10,1,1,13,32,1.0,True
2026-01,2026-01-07,disconnect_scenario,1,32,320,10,1,1,13,32,1.0,True
2026-01,2026-01-07,disconnect_scenario,2,32,320,10,1,1,13,32,1.0,True
2026-01,2026-01-07,disconnect_scenario,3,32,320,10,1,1,13,32,1.0,True
2026-01,2026-01-07,disconnect_scenario,4,32,320,10,1,1,13,32,1.0,True
2026-01,2026-01-07,disconnect_scenario,5,32,320,10,1,1,13,32,1.0,True
2026-01,2026-01-07,disconnect_scenario,6,32,303,6,1,1,13,32,1.0,True
2026-01,2026-01-07,good_retail,0,32,320,10,1,1,13,32,1.0,True
2026-01,2026-01-07,good_retail,1,32,320,10,1,1,13,32,1.0,True
2026-01,2026-01-07,good_retail,2,32,320,10,1,1,13,32,1.0,True
2026-01,2026-01-07,good_retail,3,32,320,10,1,1,13,32,1.0,True
2026-01,2026-01-07,good_retail,4,32,320,10,1,1,13,32,1.0,True
2026-01,2026-01-07,good_retail,5,32,320,10,1,1,13,32,1.0,True
2026-01,2026-01-07,good_retail,6,32,320,10,1,1,13,32,1.0,True
2026-01,2026-01-07,good_retail,7,27,135,5,1,1,12,32,0.84375,False
2026-01,2026-01-07,ideal_research,0,32,320,10,1,1,13,32,1.0,True
2026-01,2026-01-07,ideal_research,1,32,320,10,1,1,13,32,1.0,True
2026-01,2026-01-07,ideal_research,2,32,320,10,1,1,13,32,1.0,True
2026-01,2026-01-07,ideal_research,3,32,320,10,1,1,13,32,1.0,True
2026-01,2026-01-07,ideal_research,4,32,320,10,1,1,13,32,1.0,True
2026-01,2026-01-07,ideal_research,5,32,320,10,1,1,13,32,1.0,True
2026-01,2026-01-07,ideal_research,6,32,320,10,1,1,13,32,1.0,True
2026-01,2026-01-07,ideal_research,7,32,160,5,1,1,13,32,1.0,True
2026-01,2026-01-07,normal_retail,0,32,320,10,1,1,13,32,1.0,True
2026-01,2026-01-07,normal_retail,1,32,320,10,1,1,13,32,1.0,True
2026-01,2026-01-07,normal_retail,2,32,320,10,1,1,13,32,1.0,True
2026-01,2026-01-07,normal_retail,3,32,320,10,1,1,13,32,1.0,True
2026-01,2026-01-07,normal_retail,4,32,320,10,1,1,13,32,1.0,True
2026-01,2026-01-07,normal_retail,5,32,320,10,1,1,13,32,1.0,True
2026-01,2026-01-07,normal_retail,6,32,320,10,1,1,13,32,1.0,True
2026-01,2026-01-07,normal_retail,7,16,80,5,1,1,9,32,0.5,False
2026-01,2026-01-07,stressed_retail,0,32,320,10,1,1,13,32,1.0,True
2026-01,2026-01-07,stressed_retail,1,32,320,10,1,1,13,32,1.0,True
2026-01,2026-01-07,stressed_retail,2,32,320,10,1,1,13,32,1.0,True
2026-01,2026-01-07,stressed_retail,3,32,320,10,1,1,13,32,1.0,True
2026-01,2026-01-07,stressed_retail,4,32,320,10,1,1,13,32,1.0,True
2026-01,2026-01-07,stressed_retail,5,32,320,10,1,1,13,32,1.0,True
2026-01,2026-01-07,stressed_retail,6,32,315,8,1,1,13,32,1.0,True
2026-01,2026-01-07,stressed_retail,7,1,5,5,1,1,1,32,0.03125,False
2026-01,2026-01-09,disconnect_scenario,0,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-09,disconnect_scenario,1,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-09,disconnect_scenario,2,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-09,disconnect_scenario,3,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-09,disconnect_scenario,4,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-09,disconnect_scenario,5,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-09,disconnect_scenario,6,32,319,9,1,0,0,32,1.0,True
2026-01,2026-01-09,disconnect_scenario,7,2,10,5,1,0,0,32,0.0625,False
2026-01,2026-01-09,good_retail,0,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-09,good_retail,1,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-09,good_retail,2,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-09,good_retail,3,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-09,good_retail,4,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-09,good_retail,5,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-09,good_retail,6,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-09,good_retail,7,27,135,5,1,0,0,32,0.84375,False
2026-01,2026-01-09,ideal_research,0,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-09,ideal_research,1,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-09,ideal_research,2,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-09,ideal_research,3,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-09,ideal_research,4,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-09,ideal_research,5,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-09,ideal_research,6,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-09,ideal_research,7,32,160,5,1,0,0,32,1.0,True
2026-01,2026-01-09,normal_retail,0,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-09,normal_retail,1,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-09,normal_retail,2,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-09,normal_retail,3,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-09,normal_retail,4,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-09,normal_retail,5,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-09,normal_retail,6,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-09,normal_retail,7,22,110,5,1,0,0,32,0.6875,False
2026-01,2026-01-09,stressed_retail,0,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-09,stressed_retail,1,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-09,stressed_retail,2,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-09,stressed_retail,3,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-09,stressed_retail,4,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-09,stressed_retail,5,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-09,stressed_retail,6,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-09,stressed_retail,7,5,25,5,1,0,0,32,0.15625,False
2026-01,2026-01-13,disconnect_scenario,0,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-13,disconnect_scenario,1,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-13,disconnect_scenario,2,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-13,disconnect_scenario,3,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-13,disconnect_scenario,4,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-13,disconnect_scenario,5,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-13,disconnect_scenario,6,32,318,9,1,0,0,32,1.0,True
2026-01,2026-01-13,disconnect_scenario,7,1,5,5,1,0,0,32,0.03125,False
2026-01,2026-01-13,good_retail,0,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-13,good_retail,1,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-13,good_retail,2,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-13,good_retail,3,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-13,good_retail,4,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-13,good_retail,5,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-13,good_retail,6,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-13,good_retail,7,26,130,5,1,0,0,32,0.8125,False
2026-01,2026-01-13,ideal_research,0,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-13,ideal_research,1,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-13,ideal_research,2,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-13,ideal_research,3,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-13,ideal_research,4,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-13,ideal_research,5,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-13,ideal_research,6,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-13,ideal_research,7,32,160,5,1,0,0,32,1.0,True
2026-01,2026-01-13,normal_retail,0,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-13,normal_retail,1,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-13,normal_retail,2,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-13,normal_retail,3,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-13,normal_retail,4,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-13,normal_retail,5,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-13,normal_retail,6,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-13,normal_retail,7,20,100,5,1,0,0,32,0.625,False
2026-01,2026-01-13,stressed_retail,0,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-13,stressed_retail,1,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-13,stressed_retail,2,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-13,stressed_retail,3,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-13,stressed_retail,4,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-13,stressed_retail,5,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-13,stressed_retail,6,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-13,stressed_retail,7,7,35,5,1,0,0,32,0.21875,False
2026-01,2026-01-15,disconnect_scenario,0,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-15,disconnect_scenario,1,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-15,disconnect_scenario,2,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-15,disconnect_scenario,3,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-15,disconnect_scenario,4,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-15,disconnect_scenario,5,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-15,disconnect_scenario,6,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-15,disconnect_scenario,7,2,10,5,1,0,0,32,0.0625,False
2026-01,2026-01-15,good_retail,0,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-15,good_retail,1,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-15,good_retail,2,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-15,good_retail,3,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-15,good_retail,4,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-15,good_retail,5,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-15,good_retail,6,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-15,good_retail,7,29,145,5,1,0,0,32,0.90625,False
2026-01,2026-01-15,ideal_research,0,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-15,ideal_research,1,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-15,ideal_research,2,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-15,ideal_research,3,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-15,ideal_research,4,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-15,ideal_research,5,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-15,ideal_research,6,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-15,ideal_research,7,32,160,5,1,0,0,32,1.0,True
2026-01,2026-01-15,normal_retail,0,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-15,normal_retail,1,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-15,normal_retail,2,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-15,normal_retail,3,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-15,normal_retail,4,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-15,normal_retail,5,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-15,normal_retail,6,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-15,normal_retail,7,21,105,5,1,0,0,32,0.65625,False
2026-01,2026-01-15,stressed_retail,0,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-15,stressed_retail,1,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-15,stressed_retail,2,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-15,stressed_retail,3,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-15,stressed_retail,4,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-15,stressed_retail,5,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-15,stressed_retail,6,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-15,stressed_retail,7,6,30,5,1,0,0,32,0.1875,False
2026-01,2026-01-19,disconnect_scenario,0,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-19,disconnect_scenario,1,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-19,disconnect_scenario,2,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-19,disconnect_scenario,3,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-19,disconnect_scenario,4,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-19,disconnect_scenario,5,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-19,disconnect_scenario,6,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-19,disconnect_scenario,7,1,5,5,1,0,0,32,0.03125,False
2026-01,2026-01-19,good_retail,0,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-19,good_retail,1,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-19,good_retail,2,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-19,good_retail,3,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-19,good_retail,4,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-19,good_retail,5,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-19,good_retail,6,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-19,good_retail,7,25,125,5,1,0,0,32,0.78125,False
2026-01,2026-01-19,ideal_research,0,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-19,ideal_research,1,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-19,ideal_research,2,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-19,ideal_research,3,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-19,ideal_research,4,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-19,ideal_research,5,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-19,ideal_research,6,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-19,ideal_research,7,32,160,5,1,0,0,32,1.0,True
2026-01,2026-01-19,normal_retail,0,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-19,normal_retail,1,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-19,normal_retail,2,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-19,normal_retail,3,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-19,normal_retail,4,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-19,normal_retail,5,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-19,normal_retail,6,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-19,normal_retail,7,25,125,5,1,0,0,32,0.78125,False
2026-01,2026-01-19,stressed_retail,0,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-19,stressed_retail,1,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-19,stressed_retail,2,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-19,stressed_retail,3,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-19,stressed_retail,4,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-19,stressed_retail,5,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-19,stressed_retail,6,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-19,stressed_retail,7,5,25,5,1,0,0,32,0.15625,False
2026-01,2026-01-22,disconnect_scenario,0,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-22,disconnect_scenario,1,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-22,disconnect_scenario,2,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-22,disconnect_scenario,3,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-22,disconnect_scenario,4,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-22,disconnect_scenario,5,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-22,disconnect_scenario,6,32,319,9,1,0,0,32,1.0,True
2026-01,2026-01-22,disconnect_scenario,7,2,10,5,1,0,0,32,0.0625,False
2026-01,2026-01-22,good_retail,0,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-22,good_retail,1,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-22,good_retail,2,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-22,good_retail,3,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-22,good_retail,4,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-22,good_retail,5,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-22,good_retail,6,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-22,good_retail,7,25,125,5,1,0,0,32,0.78125,False
2026-01,2026-01-22,ideal_research,0,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-22,ideal_research,1,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-22,ideal_research,2,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-22,ideal_research,3,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-22,ideal_research,4,32,320,10,1,0,0,32,1.0,True
2026-01,2026-01-22,ideal_research,5,32,320,10,1,0,0,32,1.0,True
