variant_id,parent_strategy_id,execution_profile,rejection_reasons,salvage_candidate_proxy,phase26_scope
S05_q70_sp100_liqmed,S05,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor,False,parameter_salvage_scan_not_acceptance
S02_q70_sp050_liqall,S02,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor,False,parameter_salvage_scan_not_acceptance
S02_q70_sp050_liqmed,S02,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor,False,parameter_salvage_scan_not_acceptance
S02_q70_sp080_liqmed,S02,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor,False,parameter_salvage_scan_not_acceptance
S02_q70_sp100_liqmed,S02,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor,False,parameter_salvage_scan_not_acceptance
S02_q70_sp080_liqall,S02,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor,False,parameter_salvage_scan_not_acceptance
S01_q70_sp050_liqmed,S01,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor,False,parameter_salvage_scan_not_acceptance
S02_q95_sp050_liqall,S02,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor,False,parameter_salvage_scan_not_acceptance
S02_q95_sp050_liqmed,S02,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor,False,parameter_salvage_scan_not_acceptance
S01_q70_sp050_liqall,S01,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor,False,parameter_salvage_scan_not_acceptance
S02_q95_sp080_liqmed,S02,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor,False,parameter_salvage_scan_not_acceptance
S02_q95_sp100_liqmed,S02,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor,False,parameter_salvage_scan_not_acceptance
S01_q50_sp050_liqmed,S01,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor,False,parameter_salvage_scan_not_acceptance
S01_q50_sp050_liqall,S01,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor,False,parameter_salvage_scan_not_acceptance
S07_q50_sp100_liqall,S07,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor,False,parameter_salvage_scan_not_acceptance
S02_q95_sp080_liqall,S02,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor,False,parameter_salvage_scan_not_acceptance
S09_q50_sp100_liqall,S09,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor,False,parameter_salvage_scan_not_acceptance
S02_q85_sp080_liqall,S02,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor,False,parameter_salvage_scan_not_acceptance
S02_q85_sp080_liqmed,S02,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor,False,parameter_salvage_scan_not_acceptance
S02_q85_sp100_liqmed,S02,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor,False,parameter_salvage_scan_not_acceptance
S02_q85_sp050_liqall,S02,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor,False,parameter_salvage_scan_not_acceptance
S02_q85_sp050_liqmed,S02,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor,False,parameter_salvage_scan_not_acceptance
S02_q50_sp100_liqall,S02,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor,False,parameter_salvage_scan_not_acceptance
S01_q50_sp080_liqmed,S01,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor,False,parameter_salvage_scan_not_acceptance
S01_q50_sp100_liqmed,S01,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor,False,parameter_salvage_scan_not_acceptance
S05_q50_sp100_liqall,S05,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor,False,parameter_salvage_scan_not_acceptance
S01_q70_sp080_liqmed,S01,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor,False,parameter_salvage_scan_not_acceptance
S01_q70_sp100_liqmed,S01,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor,False,parameter_salvage_scan_not_acceptance
S05_q85_sp080_liqall,S05,retail_marketable_default,net_return_not_positive_after_costs;insufficient_trade_count,False,parameter_salvage_scan_not_acceptance
S05_q95_sp080_liqall,S05,retail_marketable_default,net_return_not_positive_after_costs;insufficient_trade_count,False,parameter_salvage_scan_not_acceptance
S09_q85_sp080_liqall,S09,retail_marketable_default,net_return_not_positive_after_costs;insufficient_trade_count,False,parameter_salvage_scan_not_acceptance
S09_q95_sp080_liqall,S09,retail_marketable_default,net_return_not_positive_after_costs;insufficient_trade_count,False,parameter_salvage_scan_not_acceptance
S01_q85_sp050_liqmed,S01,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor,False,parameter_salvage_scan_not_acceptance
S01_q50_sp080_liqall,S01,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor,False,parameter_salvage_scan_not_acceptance
S01_q85_sp050_liqall,S01,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor;does_not_beat_best_baseline_proxy,False,parameter_salvage_scan_not_acceptance
S02_q70_sp100_liqall,S02,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor;does_not_beat_best_baseline_proxy,False,parameter_salvage_scan_not_acceptance
S01_q70_sp080_liqall,S01,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor;does_not_beat_best_baseline_proxy,False,parameter_salvage_scan_not_acceptance
S07_q70_sp100_liqall,S07,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor;does_not_beat_best_baseline_proxy,False,parameter_salvage_scan_not_acceptance
S02_q85_sp100_liqall,S02,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor;does_not_beat_best_baseline_proxy,False,parameter_salvage_scan_not_acceptance
S01_q95_sp050_liqmed,S01,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S05_q70_sp100_liqall,S05,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor;does_not_beat_best_baseline_proxy,False,parameter_salvage_scan_not_acceptance
S01_q50_sp100_liqall,S01,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor;does_not_beat_best_baseline_proxy,False,parameter_salvage_scan_not_acceptance
S01_q95_sp050_liqall,S01,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S01_q85_sp080_liqmed,S01,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor;does_not_beat_best_baseline_proxy,False,parameter_salvage_scan_not_acceptance
S01_q85_sp100_liqmed,S01,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor;does_not_beat_best_baseline_proxy,False,parameter_salvage_scan_not_acceptance
S09_q70_sp100_liqall,S09,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor;does_not_beat_best_baseline_proxy,False,parameter_salvage_scan_not_acceptance
S01_q70_sp100_liqall,S01,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor;does_not_beat_best_baseline_proxy,False,parameter_salvage_scan_not_acceptance
S05_q70_sp050_liqall,S05,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S05_q70_sp050_liqmed,S05,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S07_q85_sp100_liqall,S07,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor;does_not_beat_best_baseline_proxy,False,parameter_salvage_scan_not_acceptance
S02_q95_sp100_liqall,S02,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor;does_not_beat_best_baseline_proxy,False,parameter_salvage_scan_not_acceptance
S07_q95_sp100_liqall,S07,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor;does_not_beat_best_baseline_proxy,False,parameter_salvage_scan_not_acceptance
S01_q95_sp080_liqmed,S01,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S01_q95_sp100_liqmed,S01,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S01_q85_sp080_liqmed,S01,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S01_q85_sp100_liqmed,S01,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S01_q85_sp050_liqmed,S01,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S01_q85_sp050_liqall,S01,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S05_q70_sp080_liqall,S05,retail_marketable_default,net_return_not_positive_after_costs;proxy_risk_breached_or_missing,False,parameter_salvage_scan_not_acceptance
S01_q70_sp080_liqmed,S01,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S01_q70_sp100_liqmed,S01,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S09_q50_sp080_liqmed,S09,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S09_q50_sp100_liqmed,S09,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S01_q70_sp050_liqmed,S01,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S01_q70_sp050_liqall,S01,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S01_q95_sp080_liqall,S01,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S09_q50_sp050_liqmed,S09,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S01_q70_sp050_liqall,S01,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S01_q85_sp080_liqall,S01,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S07_q50_sp050_liqall,S07,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S01_q70_sp050_liqmed,S01,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S07_q50_sp050_liqmed,S07,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S09_q50_sp080_liqall,S09,retail_marketable_default,net_return_not_positive_after_costs;proxy_risk_breached_or_missing,False,parameter_salvage_scan_not_acceptance
S01_q95_sp050_liqmed,S01,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor;does_not_beat_best_baseline_proxy,False,parameter_salvage_scan_not_acceptance
S05_q50_sp080_liqall,S05,retail_marketable_default,net_return_not_positive_after_costs;proxy_risk_breached_or_missing,False,parameter_salvage_scan_not_acceptance
S01_q50_sp080_liqmed,S01,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S01_q50_sp100_liqmed,S01,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S07_q50_sp080_liqmed,S07,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S07_q50_sp100_liqmed,S07,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S07_q70_sp080_liqmed,S07,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S07_q70_sp100_liqmed,S07,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S07_q70_sp050_liqmed,S07,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S07_q50_sp080_liqall,S07,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S01_q70_sp080_liqmed,S01,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S01_q70_sp100_liqmed,S01,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S01_q50_sp050_liqall,S01,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S09_q50_sp050_liqall,S09,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S07_q70_sp080_liqall,S07,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S01_q50_sp050_liqmed,S01,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S01_q85_sp080_liqmed,S01,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S01_q85_sp100_liqmed,S01,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S01_q85_sp050_liqall,S01,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S05_q50_sp050_liqall,S05,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S05_q50_sp050_liqmed,S05,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S05_q50_sp080_liqmed,S05,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S05_q50_sp100_liqmed,S05,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S01_q50_sp080_liqall,S01,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S05_q70_sp080_liqmed,S05,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S05_q70_sp100_liqmed,S05,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S07_q70_sp050_liqall,S07,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S09_q95_sp100_liqall,S09,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor;does_not_beat_best_baseline_proxy,False,parameter_salvage_scan_not_acceptance
S01_q85_sp050_liqmed,S01,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S09_q70_sp050_liqmed,S09,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S01_q70_sp080_liqall,S01,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S07_q70_sp080_liqmed,S07,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S07_q70_sp100_liqmed,S07,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S01_q95_sp050_liqall,S01,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor;does_not_beat_best_baseline_proxy,False,parameter_salvage_scan_not_acceptance
S02_q70_sp080_liqmed,S02,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S02_q70_sp100_liqmed,S02,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S02_q70_sp050_liqmed,S02,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S01_q85_sp080_liqall,S01,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor;does_not_beat_best_baseline_proxy,False,parameter_salvage_scan_not_acceptance
S01_q50_sp050_liqmed,S01,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S02_q70_sp050_liqall,S02,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S01_q50_sp050_liqall,S01,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S02_q50_sp050_liqall,S02,retail_marketable_default,net_return_not_positive_after_costs;proxy_risk_breached_or_missing,False,parameter_salvage_scan_not_acceptance
S02_q50_sp050_liqmed,S02,retail_marketable_default,net_return_not_positive_after_costs;proxy_risk_breached_or_missing,False,parameter_salvage_scan_not_acceptance
S09_q70_sp080_liqmed,S09,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S09_q70_sp100_liqmed,S09,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S01_q70_sp080_liqall,S01,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S02_q50_sp080_liqall,S02,retail_marketable_default,net_return_not_positive_after_costs;proxy_risk_breached_or_missing,False,parameter_salvage_scan_not_acceptance
S07_q50_sp080_liqmed,S07,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S07_q50_sp100_liqmed,S07,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S02_q70_sp080_liqall,S02,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S02_q50_sp080_liqmed,S02,retail_marketable_default,net_return_not_positive_after_costs;proxy_risk_breached_or_missing,False,parameter_salvage_scan_not_acceptance
S02_q50_sp100_liqmed,S02,retail_marketable_default,net_return_not_positive_after_costs;proxy_risk_breached_or_missing,False,parameter_salvage_scan_not_acceptance
S05_q85_sp100_liqall,S05,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor;does_not_beat_best_baseline_proxy,False,parameter_salvage_scan_not_acceptance
S01_q50_sp080_liqmed,S01,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S01_q50_sp100_liqmed,S01,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S09_q70_sp050_liqall,S09,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S01_q85_sp080_liqall,S01,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S09_q85_sp100_liqall,S09,zero_latency_spread_only_control,net_return_not_positive_after_costs;zero_latency_control_not_retail_survivor;does_not_beat_best_baseline_proxy,False,parameter_salvage_scan_not_acceptance
S07_q50_sp050_liqmed,S07,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S07_q50_sp050_liqall,S07,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S07_q70_sp050_liqmed,S07,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S07_q50_sp080_liqall,S07,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S05_q70_sp050_liqall,S05,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S05_q70_sp050_liqmed,S05,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S09_q70_sp080_liqall,S09,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S02_q85_sp080_liqall,S02,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S09_q50_sp050_liqmed,S09,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S07_q70_sp080_liqall,S07,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S09_q70_sp050_liqmed,S09,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S09_q70_sp080_liqmed,S09,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S09_q70_sp100_liqmed,S09,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S05_q70_sp080_liqall,S05,stressed_retail,net_return_not_positive_after_costs;proxy_risk_breached_or_missing,False,parameter_salvage_scan_not_acceptance
S01_q85_sp100_liqall,S01,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S07_q70_sp050_liqall,S07,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S09_q70_sp050_liqall,S09,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S09_q50_sp080_liqall,S09,stressed_retail,net_return_not_positive_after_costs;proxy_risk_breached_or_missing,False,parameter_salvage_scan_not_acceptance
S02_q85_sp050_liqall,S02,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S02_q85_sp050_liqmed,S02,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S02_q85_sp080_liqmed,S02,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S02_q85_sp100_liqmed,S02,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S02_q85_sp080_liqmed,S02,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S02_q85_sp100_liqmed,S02,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S05_q50_sp080_liqall,S05,stressed_retail,net_return_not_positive_after_costs;proxy_risk_breached_or_missing,False,parameter_salvage_scan_not_acceptance
S02_q95_sp080_liqall,S02,retail_marketable_default,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
S09_q50_sp080_liqmed,S09,stressed_retail,net_return_not_positive_after_costs,False,parameter_salvage_scan_not_acceptance
