model_id,model_type,execution_profile,trades,symbols,scenario_days,mean_gross_return,mean_cost_return,mean_zerodha_charge_return,mean_net_return,win_rate_net,total_net_pnl_inr,market_shock_trade_fraction,disconnect_trade_fraction,acceptance_ready,replay_status,parent_strategy_id
S09_q50_sp080_liqall,strategy_variant,zero_latency_spread_only_control,5546,3,8,6.89742435447285e-05,3.9821500099943835e-05,0.0,2.9152743444784675e-05,0.49368914532996755,16168.111514477578,0.1141363144608727,0.0,False,event_order_replay_not_acceptance,S09
S05_q50_sp080_liqall,strategy_variant,zero_latency_spread_only_control,4393,4,8,6.334755091025954e-05,5.476323959483178e-05,0.0,8.58431131542777e-06,0.503528340541771,3771.087960867415,0.3084452538128841,0.0,False,event_order_replay_not_acceptance,S05
S09_q70_sp050_liqmed,strategy_variant,zero_latency_spread_only_control,804,1,7,5.70291652043211e-05,5.4573972602903544e-05,0.0,2.4551926014175533e-06,0.4987562189054726,197.39748515397247,0.0,0.0,False,event_order_replay_not_acceptance,S09
S09_q70_sp080_liqmed,strategy_variant,zero_latency_spread_only_control,809,1,8,5.0279741995755187e-05,5.491004362639913e-05,0.0,-4.630301630643949e-06,0.5006180469715699,-374.59140191909404,0.006180469715698393,0.0,False,event_order_replay_not_acceptance,S09
S09_q70_sp100_liqmed,strategy_variant,zero_latency_spread_only_control,809,1,8,5.0279741995755187e-05,5.491004362639913e-05,0.0,-4.630301630643949e-06,0.5006180469715699,-374.59140191909404,0.006180469715698393,0.0,False,event_order_replay_not_acceptance,S09
S05_q50_sp050_liqall,strategy_variant,zero_latency_spread_only_control,3038,2,7,2.3297797975750494e-05,4.159201194969565e-05,0.0,-1.8294213973945158e-05,0.5042791310072416,-5557.782205284537,0.0,0.0,False,event_order_replay_not_acceptance,S05
S05_q50_sp050_liqmed,strategy_variant,zero_latency_spread_only_control,3038,2,7,2.3297797975750494e-05,4.159201194969565e-05,0.0,-1.8294213973945158e-05,0.5042791310072416,-5557.782205284537,0.0,0.0,False,event_order_replay_not_acceptance,S05
S09_q50_sp050_liqall,strategy_variant,zero_latency_spread_only_control,2554,1,7,2.750671863412366e-05,5.474764324046194e-05,0.0,-2.724092460633828e-05,0.49099451840250585,-6957.332144458797,0.0,0.0,False,event_order_replay_not_acceptance,S09
S05_q50_sp080_liqmed,strategy_variant,zero_latency_spread_only_control,3425,3,8,1.8110400263638427e-05,4.767005206451555e-05,0.0,-2.9559651800877126e-05,0.5004379562043796,-10124.180741800415,0.11299270072992701,0.0,False,event_order_replay_not_acceptance,S05
S05_q50_sp100_liqmed,strategy_variant,zero_latency_spread_only_control,3425,3,8,1.8110400263638427e-05,4.767005206451555e-05,0.0,-2.9559651800877126e-05,0.5004379562043796,-10124.180741800415,0.11299270072992701,0.0,False,event_order_replay_not_acceptance,S05
S09_q70_sp050_liqall,strategy_variant,zero_latency_spread_only_control,1315,1,7,-2.119053887414239e-05,5.471575898067912e-05,0.0,-7.590629785482151e-05,0.4714828897338403,-9981.678167909027,0.0,0.0,False,event_order_replay_not_acceptance,S09
S05_q70_sp050_liqall,strategy_variant,zero_latency_spread_only_control,114,1,7,-7.745960101424325e-05,3.942261960563591e-05,0.0,-0.00011688222061987913,0.42105263157894735,-1332.457315066622,0.0,0.0,False,event_order_replay_not_acceptance,S05
S05_q70_sp050_liqmed,strategy_variant,zero_latency_spread_only_control,114,1,7,-7.745960101424325e-05,3.942261960563591e-05,0.0,-0.00011688222061987913,0.42105263157894735,-1332.457315066622,0.0,0.0,False,event_order_replay_not_acceptance,S05
S09_q70_sp080_liqall,strategy_variant,zero_latency_spread_only_control,1509,2,8,-6.132773480988772e-05,6.137423426895105e-05,0.0,-0.00012270196907883876,0.47249834327369117,-18515.72713399677,0.12856196156394964,0.0,False,event_order_replay_not_acceptance,S09
S02_q50_sp080_liqall,strategy_variant,zero_latency_spread_only_control,6978,4,8,-7.940850186843624e-05,4.746388061975939e-05,0.0,-0.00012687238248819562,0.4762109486959014,-88531.54850026291,0.1413012324448266,0.0,False,event_order_replay_not_acceptance,S02
S02_q50_sp050_liqall,strategy_variant,zero_latency_spread_only_control,5635,3,7,-9.797443510272378e-05,4.26345745197141e-05,0.0,-0.00014060900962243786,0.4688553682342502,-79233.17692224374,0.0,0.0,False,event_order_replay_not_acceptance,S02
S05_q85_sp080_liqall,strategy_variant,stressed_retail,9,1,1,0.0009150947868362927,0.001059960917266181,0.0008268462300355963,-0.0001448661304298882,0.5555555555555556,-130.37951738689952,1.0,0.0,False,event_order_replay_not_acceptance,S05
S05_q95_sp080_liqall,strategy_variant,stressed_retail,9,1,1,0.0009150947868362927,0.001059960917266181,0.0008268462300355963,-0.0001448661304298882,0.5555555555555556,-130.37951738689952,1.0,0.0,False,event_order_replay_not_acceptance,S05
S09_q85_sp080_liqall,strategy_variant,stressed_retail,9,1,1,0.0009150947868362927,0.001059960917266181,0.0008268462300355963,-0.0001448661304298882,0.5555555555555556,-130.37951738689952,1.0,0.0,False,event_order_replay_not_acceptance,S09
S09_q95_sp080_liqall,strategy_variant,stressed_retail,9,1,1,0.0009150947868362927,0.001059960917266181,0.0008268462300355963,-0.0001448661304298882,0.5555555555555556,-130.37951738689952,1.0,0.0,False,event_order_replay_not_acceptance,S09
S02_q50_sp050_liqmed,strategy_variant,zero_latency_spread_only_control,5251,3,7,-0.00011129911763713759,4.173113605717333e-05,0.0,-0.0001530302536943109,0.4644829556274995,-80356.18621488266,0.0,0.0,False,event_order_replay_not_acceptance,S02
S02_q50_sp080_liqmed,strategy_variant,zero_latency_spread_only_control,5597,3,8,-0.00011402514286984766,4.505160711056419e-05,0.0,-0.00015907674998041186,0.4638199035197427,-89035.25696403651,0.06181883151688405,0.0,False,event_order_replay_not_acceptance,S02
S02_q50_sp100_liqmed,strategy_variant,zero_latency_spread_only_control,5597,3,8,-0.00011402514286984766,4.505160711056419e-05,0.0,-0.00015907674998041186,0.4638199035197427,-89035.25696403651,0.06181883151688405,0.0,False,event_order_replay_not_acceptance,S02
S05_q70_sp080_liqmed,strategy_variant,zero_latency_spread_only_control,496,3,8,-0.00010102802107608788,8.236194522332322e-05,0.0,-0.0001833899662994111,0.4596774193548387,-9096.142328450791,0.7701612903225806,0.0,False,event_order_replay_not_acceptance,S05
S05_q70_sp100_liqmed,strategy_variant,zero_latency_spread_only_control,496,3,8,-0.00010102802107608788,8.236194522332322e-05,0.0,-0.0001833899662994111,0.4596774193548387,-9096.142328450791,0.7701612903225806,0.0,False,event_order_replay_not_acceptance,S05
S02_q70_sp050_liqall,strategy_variant,zero_latency_spread_only_control,3209,3,7,-0.0001714753873818285,3.9773994090896975e-05,0.0,-0.0002112493814727255,0.450296042380804,-67789.92651459761,0.0,0.0,False,event_order_replay_not_acceptance,S02
S02_q70_sp050_liqmed,strategy_variant,zero_latency_spread_only_control,3173,3,7,-0.00017999050272862955,3.960068463237925e-05,0.0,-0.0002195911873610088,0.4491017964071856,-69676.2837496481,0.0,0.0,False,event_order_replay_not_acceptance,S02
S02_q70_sp080_liqmed,strategy_variant,zero_latency_spread_only_control,3447,3,8,-0.00019111812695792434,4.4055199898529266e-05,0.0,-0.00023517332685645358,0.4464751958224543,-81064.24576741956,0.07948941108210038,0.0,False,event_order_replay_not_acceptance,S02
S02_q70_sp100_liqmed,strategy_variant,zero_latency_spread_only_control,3447,3,8,-0.00019111812695792434,4.4055199898529266e-05,0.0,-0.00023517332685645358,0.4464751958224543,-81064.24576741956,0.07948941108210038,0.0,False,event_order_replay_not_acceptance,S02
S02_q70_sp080_liqall,strategy_variant,zero_latency_spread_only_control,3749,3,8,-0.0001973355658946098,4.790399026798078e-05,0.0,-0.0002452395561625906,0.4523873032808749,-91940.30960535521,0.1440384102427314,0.0,False,event_order_replay_not_acceptance,S02
S01_q70_sp050_liqmed,strategy_variant,zero_latency_spread_only_control,778,3,7,-0.0002172319461247826,4.207584533276317e-05,0.0,-0.0002593077914575458,0.4961439588688946,-20174.14617539706,0.0,0.0,False,event_order_replay_not_acceptance,S01
S02_q95_sp050_liqall,strategy_variant,zero_latency_spread_only_control,373,2,7,-0.00022571755779987512,3.8265814717949965e-05,0.0,-0.0002639833725178251,0.4772117962466488,-9846.579794914875,0.0,0.0,False,event_order_replay_not_acceptance,S02
S02_q95_sp050_liqmed,strategy_variant,zero_latency_spread_only_control,373,2,7,-0.00022571755779987512,3.8265814717949965e-05,0.0,-0.0002639833725178251,0.4772117962466488,-9846.579794914875,0.0,0.0,False,event_order_replay_not_acceptance,S02
S01_q70_sp050_liqall,strategy_variant,zero_latency_spread_only_control,791,3,7,-0.00022562439695150677,4.2282829599872474e-05,0.0,-0.00026790722655137923,0.49557522123893805,-21191.461620214097,0.0,0.0,False,event_order_replay_not_acceptance,S01
S02_q95_sp080_liqmed,strategy_variant,zero_latency_spread_only_control,450,3,8,-0.00024436903227047034,4.819978607873283e-05,0.0,-0.0002925688183492031,0.4777777777777778,-13165.596825714143,0.1711111111111111,0.0,False,event_order_replay_not_acceptance,S02
S02_q95_sp100_liqmed,strategy_variant,zero_latency_spread_only_control,450,3,8,-0.00024436903227047034,4.819978607873283e-05,0.0,-0.0002925688183492031,0.4777777777777778,-13165.596825714143,0.1711111111111111,0.0,False,event_order_replay_not_acceptance,S02
S01_q50_sp050_liqmed,strategy_variant,zero_latency_spread_only_control,1436,3,7,-0.0002544964151716243,4.2134327391364575e-05,0.0,-0.0002966307425629889,0.45264623955431754,-42596.17463204521,0.0,0.0,False,event_order_replay_not_acceptance,S01
S01_q50_sp050_liqall,strategy_variant,zero_latency_spread_only_control,1471,3,7,-0.0002589280871714616,4.244131990561076e-05,0.0,-0.0003013694070770723,0.451393609789259,-44331.43978103734,0.0,0.0,False,event_order_replay_not_acceptance,S01
S07_q50_sp100_liqall,strategy_variant,zero_latency_spread_only_control,5422,4,6,0.00011527970282208374,0.0004270619126697913,0.0,-0.0003117822098477076,0.4111029140538547,-169048.31417942705,0.1698635189966802,0.0,False,event_order_replay_not_acceptance,S07
S02_q95_sp080_liqall,strategy_variant,zero_latency_spread_only_control,481,3,8,-0.00026581440717954135,5.100516484228482e-05,0.0,-0.00031681957202182615,0.4781704781704782,-15239.021414249839,0.22453222453222454,0.0,False,event_order_replay_not_acceptance,S02
S09_q50_sp100_liqall,strategy_variant,zero_latency_spread_only_control,8453,4,8,3.21786423249089e-05,0.00035195052708703533,0.0,-0.0003197718847621264,0.4141724831420797,-270303.1741894255,0.11747308647817344,0.0,False,event_order_replay_not_acceptance,S09
S02_q85_sp080_liqall,strategy_variant,zero_latency_spread_only_control,1509,3,8,-0.0002780317439485262,4.806406815000732e-05,0.0,-0.00032609581209853354,0.4479787939032472,-49207.85804566871,0.17229953611663354,0.0,False,event_order_replay_not_acceptance,S02
S02_q85_sp080_liqmed,strategy_variant,zero_latency_spread_only_control,1402,3,8,-0.00028866842800371077,4.4669998471544135e-05,0.0,-0.00033333842647525493,0.4450784593437946,-46734.04739183074,0.10912981455064194,0.0,False,event_order_replay_not_acceptance,S02
S02_q85_sp100_liqmed,strategy_variant,zero_latency_spread_only_control,1402,3,8,-0.00028866842800371077,4.4669998471544135e-05,0.0,-0.00033333842647525493,0.4450784593437946,-46734.04739183074,0.10912981455064194,0.0,False,event_order_replay_not_acceptance,S02
S02_q85_sp050_liqall,strategy_variant,zero_latency_spread_only_control,1249,3,7,-0.0002978152074073235,3.841699904167262e-05,0.0,-0.0003362322064489961,0.44515612489991996,-41995.40258547961,0.0,0.0,False,event_order_replay_not_acceptance,S02
S02_q85_sp050_liqmed,strategy_variant,zero_latency_spread_only_control,1249,3,7,-0.0002978152074073235,3.841699904167262e-05,0.0,-0.0003362322064489961,0.44515612489991996,-41995.40258547961,0.0,0.0,False,event_order_replay_not_acceptance,S02
S02_q50_sp100_liqall,strategy_variant,zero_latency_spread_only_control,9405,5,8,-6.09688725823696e-05,0.0002798988175198785,0.0,-0.0003408676901022481,0.42094630515683146,-320586.06254116434,0.13705475810738968,0.0,False,event_order_replay_not_acceptance,S02
S01_q50_sp080_liqmed,strategy_variant,zero_latency_spread_only_control,1555,3,8,-0.00032820585316196434,4.621970007766714e-05,0.0,-0.00037442555323963147,0.44630225080385855,-58223.173528762694,0.07652733118971061,0.0,False,event_order_replay_not_acceptance,S01
S01_q50_sp100_liqmed,strategy_variant,zero_latency_spread_only_control,1555,3,8,-0.00032820585316196434,4.621970007766714e-05,0.0,-0.00037442555323963147,0.44630225080385855,-58223.173528762694,0.07652733118971061,0.0,False,event_order_replay_not_acceptance,S01
S05_q50_sp100_liqall,strategy_variant,zero_latency_spread_only_control,7300,5,8,2.2980917811254904e-05,0.0004102414626647284,0.0,-0.0003872605448534735,0.4075342465753425,-282700.1977430357,0.23493150684931507,0.0,False,event_order_replay_not_acceptance,S05
S01_q70_sp080_liqmed,strategy_variant,zero_latency_spread_only_control,865,3,8,-0.00035554222832457976,4.747613082735554e-05,0.0,-0.0004030183591519353,0.4751445086705202,-34861.088066642405,0.10057803468208093,0.0,False,event_order_replay_not_acceptance,S01
S01_q70_sp100_liqmed,strategy_variant,zero_latency_spread_only_control,865,3,8,-0.00035554222832457976,4.747613082735554e-05,0.0,-0.0004030183591519353,0.4751445086705202,-34861.088066642405,0.10057803468208093,0.0,False,event_order_replay_not_acceptance,S01
S05_q85_sp080_liqall,strategy_variant,retail_marketable_default,9,1,1,0.00045895334954141703,0.0009052163589631859,0.0008268291676089929,-0.0004462630094217689,0.3333333333333333,-401.636708479592,1.0,0.0,False,event_order_replay_not_acceptance,S05
S05_q95_sp080_liqall,strategy_variant,retail_marketable_default,9,1,1,0.00045895334954141703,0.0009052163589631859,0.0008268291676089929,-0.0004462630094217689,0.3333333333333333,-401.636708479592,1.0,0.0,False,event_order_replay_not_acceptance,S05
S09_q85_sp080_liqall,strategy_variant,retail_marketable_default,9,1,1,0.00045895334954141703,0.0009052163589631859,0.0008268291676089929,-0.0004462630094217689,0.3333333333333333,-401.636708479592,1.0,0.0,False,event_order_replay_not_acceptance,S09
S09_q95_sp080_liqall,strategy_variant,retail_marketable_default,9,1,1,0.00045895334954141703,0.0009052163589631859,0.0008268291676089929,-0.0004462630094217689,0.3333333333333333,-401.636708479592,1.0,0.0,False,event_order_replay_not_acceptance,S09
S01_q85_sp050_liqmed,strategy_variant,zero_latency_spread_only_control,367,3,7,-0.0004213764609483961,4.1865554779791e-05,0.0,-0.0004632420157281871,0.47956403269754766,-17000.981977224466,0.0,0.0,False,event_order_replay_not_acceptance,S01
S01_q50_sp080_liqall,strategy_variant,zero_latency_spread_only_control,1962,4,8,-0.00041646919713895917,4.7939538867626535e-05,0.0,-0.0004644087360065857,0.4551478083588175,-91116.99400449211,0.1763506625891947,0.0,False,event_order_replay_not_acceptance,S01
S01_q85_sp050_liqall,strategy_variant,zero_latency_spread_only_control,374,3,7,-0.00044292299609819096,4.210065369114828e-05,0.0,-0.0004850236497893392,0.4732620320855615,-18139.884502121287,0.0,0.0,False,event_order_replay_not_acceptance,S01
S02_q70_sp100_liqall,strategy_variant,zero_latency_spread_only_control,5474,4,8,-0.00015753327523433569,0.00033169518829541546,0.0,-0.0004892284635297512,0.3914870295944465,-267803.6609361858,0.13792473511143588,0.0,False,event_order_replay_not_acceptance,S02
S01_q70_sp080_liqall,strategy_variant,zero_latency_spread_only_control,1159,4,8,-0.000502780296227565,5.020270562839351e-05,0.0,-0.0005529830018559585,0.4857635893011217,-64090.72991510559,0.23813632441760138,0.0,False,event_order_replay_not_acceptance,S01
S07_q70_sp100_liqall,strategy_variant,zero_latency_spread_only_control,3236,2,6,0.00010238775372305623,0.0006770034287002132,0.0,-0.000574615674977157,0.3380716934487021,-185945.63242260797,0.1603831891223733,0.0,False,event_order_replay_not_acceptance,S07
S02_q85_sp100_liqall,strategy_variant,zero_latency_spread_only_control,2504,4,8,-0.00019107924198486818,0.0004117547832641835,0.0,-0.0006028340252490517,0.3781948881789137,-150949.63992236255,0.16293929712460065,0.0,False,event_order_replay_not_acceptance,S02
S01_q95_sp050_liqmed,strategy_variant,stressed_retail,76,3,5,0.0004946532740175673,0.0011350436677439223,0.0008268413811512509,-0.0006403903937263551,0.32894736842105265,-4866.966992320299,0.0,0.0,False,event_order_replay_not_acceptance,S01
S05_q70_sp100_liqall,strategy_variant,zero_latency_spread_only_control,4371,5,8,1.2725390223166235e-05,0.0006571366446951086,0.0,-0.0006444112544719424,0.3406543125142988,-281672.159329686,0.39121482498284144,0.0,False,event_order_replay_not_acceptance,S05
S01_q50_sp100_liqall,strategy_variant,zero_latency_spread_only_control,2514,5,8,-0.00039965401062764307,0.00024992737376104663,0.0,-0.0006495813843886896,0.41368337311058073,-163304.76003531658,0.1726332537788385,0.0,False,event_order_replay_not_acceptance,S01
S01_q95_sp050_liqall,strategy_variant,stressed_retail,78,3,6,0.0004609836483140964,0.001135067799291547,0.0008268398427782863,-0.0006740841509774505,0.32051282051282054,-5257.856377624114,0.0,0.0,False,event_order_replay_not_acceptance,S01
S01_q85_sp080_liqmed,strategy_variant,zero_latency_spread_only_control,427,3,8,-0.000626209755286556,4.948414203506036e-05,0.0,-0.0006756938973216164,0.4426229508196721,-28852.129415633022,0.1405152224824356,0.0,False,event_order_replay_not_acceptance,S01
S01_q85_sp100_liqmed,strategy_variant,zero_latency_spread_only_control,427,3,8,-0.000626209755286556,4.948414203506036e-05,0.0,-0.0006756938973216164,0.4426229508196721,-28852.129415633022,0.1405152224824356,0.0,False,event_order_replay_not_acceptance,S01
S09_q70_sp100_liqall,strategy_variant,zero_latency_spread_only_control,4416,3,8,-4.598474704590804e-05,0.0006446561334746985,0.0,-0.0006906408805206065,0.3342391304347826,-304987.01283789985,0.12545289855072464,0.0,False,event_order_replay_not_acceptance,S09
S01_q70_sp100_liqall,strategy_variant,zero_latency_spread_only_control,1437,5,8,-0.0005076069177542306,0.00023462496616429422,0.0,-0.000742231883918525,0.44676409185803756,-106658.72171909202,0.23451635351426584,0.0,False,event_order_replay_not_acceptance,S01
S05_q70_sp050_liqall,strategy_variant,retail_marketable_default,104,1,7,0.00016836121500009827,0.0009424938594765354,0.0008268182977196083,-0.0007741326444764371,0.2692307692307692,-8050.979502554946,0.0,0.0,False,event_order_replay_not_acceptance,S05
S05_q70_sp050_liqmed,strategy_variant,retail_marketable_default,104,1,7,0.00016836121500009827,0.0009424938594765354,0.0008268182977196083,-0.0007741326444764371,0.2692307692307692,-8050.979502554946,0.0,0.0,False,event_order_replay_not_acceptance,S05
S07_q85_sp100_liqall,strategy_variant,zero_latency_spread_only_control,1663,1,6,0.0001787913971310913,0.0009621851353706754,0.0,-0.0007833937382395841,0.26217678893565843,-130278.37866924283,0.1455201443174985,0.0,False,event_order_replay_not_acceptance,S07
S02_q95_sp100_liqall,strategy_variant,zero_latency_spread_only_control,1005,4,8,-0.0002700322062035497,0.0005227220275459485,0.0,-0.0007927542337494982,0.34228855721393037,-79671.80049182457,0.1791044776119403,0.0,False,event_order_replay_not_acceptance,S02
S07_q95_sp100_liqall,strategy_variant,zero_latency_spread_only_control,471,1,6,0.00020203422327826922,0.0010151184016997192,0.0,-0.00081308417842145,0.3057324840764331,-38296.26480365029,0.23354564755838642,0.0,False,event_order_replay_not_acceptance,S07
S01_q95_sp080_liqmed,strategy_variant,stressed_retail,105,3,6,0.0003328587394438579,0.0011503927152509484,0.000826811179275047,-0.0008175339758070905,0.3047619047619048,-8584.10674597445,0.2761904761904762,0.0,False,event_order_replay_not_acceptance,S01
S01_q95_sp100_liqmed,strategy_variant,stressed_retail,105,3,6,0.0003328587394438579,0.0011503927152509484,0.000826811179275047,-0.0008175339758070905,0.3047619047619048,-8584.10674597445,0.2761904761904762,0.0,False,event_order_replay_not_acceptance,S01
S01_q85_sp080_liqmed,strategy_variant,retail_marketable_default,409,3,8,0.0001294661722874547,0.0009585290305550329,0.0008268034003205818,-0.0008290628582675781,0.3569682151589242,-33908.670903143946,0.14425427872860636,0.0,False,event_order_replay_not_acceptance,S01
S01_q85_sp100_liqmed,strategy_variant,retail_marketable_default,409,3,8,0.0001294661722874547,0.0009585290305550329,0.0008268034003205818,-0.0008290628582675781,0.3569682151589242,-33908.670903143946,0.14425427872860636,0.0,False,event_order_replay_not_acceptance,S01
S01_q85_sp050_liqmed,strategy_variant,stressed_retail,329,3,7,0.0003000948689364314,0.0011316608733136753,0.0008268149767536419,-0.000831566004377244,0.3221884498480243,-27358.521544011328,0.0,0.0,False,event_order_replay_not_acceptance,S01
S01_q85_sp050_liqall,strategy_variant,stressed_retail,335,3,7,0.00028754952817006347,0.0011317394670838498,0.000826814689319107,-0.0008441899389137863,0.3164179104477612,-28280.362953611842,0.0,0.0,False,event_order_replay_not_acceptance,S01
S05_q70_sp080_liqall,strategy_variant,retail_marketable_default,1383,4,8,0.00013169326097647147,0.0009831132537022884,0.0008268169261181201,-0.0008514199927258169,0.38756326825741144,-117751.38499398048,0.9248011569052784,0.0,False,event_order_replay_not_acceptance,S05
S01_q70_sp080_liqmed,strategy_variant,retail_marketable_default,829,3,8,9.187189126758383e-05,0.0009560264209684741,0.0008268114792990288,-0.0008641545297008903,0.32689987937273823,-71638.4105122038,0.1037394451145959,0.0,False,event_order_replay_not_acceptance,S01
S01_q70_sp100_liqmed,strategy_variant,retail_marketable_default,829,3,8,9.187189126758383e-05,0.0009560264209684741,0.0008268114792990288,-0.0008641545297008903,0.32689987937273823,-71638.4105122038,0.1037394451145959,0.0,False,event_order_replay_not_acceptance,S01
S09_q50_sp080_liqmed,strategy_variant,retail_marketable_default,1731,2,8,8.649241335146474e-05,0.0009591627634683493,0.0008268152353352138,-0.0008726703501168846,0.3188908145580589,-151059.23760523272,0.007510109763142692,0.0,False,event_order_replay_not_acceptance,S09
S09_q50_sp100_liqmed,strategy_variant,retail_marketable_default,1731,2,8,8.649241335146474e-05,0.0009591627634683493,0.0008268152353352138,-0.0008726703501168846,0.3188908145580589,-151059.23760523272,0.007510109763142692,0.0,False,event_order_replay_not_acceptance,S09
S01_q70_sp050_liqmed,strategy_variant,stressed_retail,706,3,7,0.00025608482075788403,0.0011309107183081115,0.0008268110211133256,-0.0008748258975502275,0.3045325779036827,-61762.70836704606,0.0,0.0,False,event_order_replay_not_acceptance,S01
S01_q70_sp050_liqall,strategy_variant,stressed_retail,717,3,7,0.00025496107992086523,0.0011309914662582148,0.0008268111569888594,-0.0008760303863373498,0.30404463040446306,-62811.37870038797,0.0,0.0,False,event_order_replay_not_acceptance,S01
S01_q95_sp080_liqall,strategy_variant,stressed_retail,160,4,7,0.0002713052491288968,0.0011485009754358063,0.0008268160301630091,-0.0008771957263069095,0.26875,-14035.131620910552,0.46875,0.0,False,event_order_replay_not_acceptance,S01
S09_q50_sp050_liqmed,strategy_variant,retail_marketable_default,1718,1,7,7.997677802942755e-05,0.0009587907453107768,0.000826814991611359,-0.0008788139672813493,0.320139697322468,-150980.2395789358,0.0,0.0,False,event_order_replay_not_acceptance,S09
S01_q70_sp050_liqall,strategy_variant,retail_marketable_default,754,3,7,6.967354511490707e-05,0.0009500252460506038,0.0008268084620919111,-0.0008803517009356967,0.3063660477453581,-66378.51825055153,0.0,0.0,False,event_order_replay_not_acceptance,S01
S01_q85_sp080_liqall,strategy_variant,retail_marketable_default,580,4,8,6.24674026546858e-05,0.0009571392200746062,0.0008268219039597783,-0.0008946718174199204,0.35344827586206895,-51890.96541035538,0.2982758620689655,0.0,False,event_order_replay_not_acceptance,S01
S07_q50_sp050_liqall,strategy_variant,retail_marketable_default,2563,2,5,5.729699168649358e-05,0.0009538525077730078,0.0008268081378389784,-0.0008965555160865142,0.2664845883730004,-229787.17877297357,0.0,0.0,False,event_order_replay_not_acceptance,S07
S01_q70_sp050_liqmed,strategy_variant,retail_marketable_default,743,3,7,5.1773575177483916e-05,0.000949894593895697,0.0008268088562844759,-0.0008981210187182133,0.3041722745625841,-66730.39169076324,0.0,0.0,False,event_order_replay_not_acceptance,S01
