trade_month,symbol,feed_profile,rows
2026-04,ICICIBANK,good_retail,109136
2026-04,INFY,disconnect_scenario,144832
2026-04,INFY,good_retail,105168
2026-04,ITBEES,disconnect_scenario,146816
2026-04,ITBEES,good_retail,103184
2026-04,ITC,disconnect_scenario,142848
2026-04,ITC,good_retail,107152
2026-04,JUNIORBEES,disconnect_scenario,146816
2026-04,JUNIORBEES,good_retail,103184
2026-04,KOTAKBANK,disconnect_scenario,148800
2026-04,KOTAKBANK,good_retail,101200
2026-04,LT,disconnect_scenario,146816
2026-04,LT,good_retail,103184
2026-04,M&M,disconnect_scenario,142848
2026-04,M&M,good_retail,107152
2026-04,MARUTI,disconnect_scenario,146816
2026-04,MARUTI,good_retail,103184
2026-04,NESTLEIND,disconnect_scenario,150784
2026-04,NESTLEIND,good_retail,99216
2026-04,NIFTYBEES,disconnect_scenario,148800
2026-04,NIFTYBEES,good_retail,101200
2026-04,ONGC,disconnect_scenario,148800
2026-04,ONGC,good_retail,101200
2026-04,RELIANCE,disconnect_scenario,142848
2026-04,RELIANCE,good_retail,107152
2026-04,SBIN,disconnect_scenario,148800
2026-04,SBIN,good_retail,101200
2026-04,SUNPHARMA,disconnect_scenario,144832
2026-04,SUNPHARMA,good_retail,105168
2026-04,TCS,disconnect_scenario,144832
2026-04,TCS,good_retail,105168
2026-04,TECHM,disconnect_scenario,150784
2026-04,TECHM,good_retail,99216
2026-04,ULTRACEMCO,disconnect_scenario,148800
2026-04,ULTRACEMCO,good_retail,101200
2026-04,WIPRO,disconnect_scenario,150784
2026-04,WIPRO,good_retail,99216
2026-05,ADANIPORTS,disconnect_scenario,148800
2026-05,ADANIPORTS,good_retail,101200
2026-05,AXISBANK,disconnect_scenario,148800
2026-05,AXISBANK,good_retail,101200
2026-05,BAJAJ-AUTO,disconnect_scenario,146816
2026-05,BAJAJ-AUTO,good_retail,103184
2026-05,BANKBEES,disconnect_scenario,144832
2026-05,BANKBEES,good_retail,105168
2026-05,BHARTIARTL,disconnect_scenario,148800
2026-05,BHARTIARTL,good_retail,101200
2026-05,BPCL,disconnect_scenario,144832
2026-05,BPCL,good_retail,105168
2026-05,BRITANNIA,disconnect_scenario,146816
2026-05,BRITANNIA,good_retail,103184
2026-05,CIPLA,disconnect_scenario,146816
2026-05,CIPLA,good_retail,103184
2026-05,DRREDDY,disconnect_scenario,148800
2026-05,DRREDDY,good_retail,101200
2026-05,GOLDBEES,disconnect_scenario,150784
2026-05,GOLDBEES,good_retail,99216
2026-05,HCLTECH,disconnect_scenario,144832
2026-05,HCLTECH,good_retail,105168
2026-05,HDFCBANK,disconnect_scenario,150784
2026-05,HDFCBANK,good_retail,99216
2026-05,HINDUNILVR,disconnect_scenario,148800
2026-05,HINDUNILVR,good_retail,101200
2026-05,ICICIBANK,disconnect_scenario,148800
2026-05,ICICIBANK,good_retail,101200
2026-05,INFY,disconnect_scenario,148800
2026-05,INFY,good_retail,101200
2026-05,ITBEES,disconnect_scenario,148800
2026-05,ITBEES,good_retail,101200
2026-05,ITC,disconnect_scenario,148800
2026-05,ITC,good_retail,101200
2026-05,JUNIORBEES,disconnect_scenario,152768
2026-05,JUNIORBEES,good_retail,97232
2026-05,KOTAKBANK,disconnect_scenario,148800
2026-05,KOTAKBANK,good_retail,101200
2026-05,LT,disconnect_scenario,148800
2026-05,LT,good_retail,101200
2026-05,M&M,disconnect_scenario,144832
2026-05,M&M,good_retail,105168
2026-05,MARUTI,disconnect_scenario,142848
2026-05,MARUTI,good_retail,107152
2026-05,NESTLEIND,disconnect_scenario,148800
2026-05,NESTLEIND,good_retail,101200
2026-05,NIFTYBEES,disconnect_scenario,146816
2026-05,NIFTYBEES,good_retail,103184
2026-05,ONGC,disconnect_scenario,142848
2026-05,ONGC,good_retail,107152
2026-05,RELIANCE,disconnect_scenario,148800
2026-05,RELIANCE,good_retail,101200
2026-05,SBIN,disconnect_scenario,146816
2026-05,SBIN,good_retail,103184
2026-05,SUNPHARMA,disconnect_scenario,144832
2026-05,SUNPHARMA,good_retail,105168
2026-05,TCS,disconnect_scenario,148800
2026-05,TCS,good_retail,101200
2026-05,TECHM,disconnect_scenario,144832
2026-05,TECHM,good_retail,105168
2026-05,ULTRACEMCO,disconnect_scenario,148800
2026-05,ULTRACEMCO,good_retail,101200
2026-05,WIPRO,disconnect_scenario,146816
2026-05,WIPRO,good_retail,103184
2026-06,ADANIPORTS,disconnect_scenario,150784
2026-06,ADANIPORTS,good_retail,99216
2026-06,AXISBANK,disconnect_scenario,146816
2026-06,AXISBANK,good_retail,103184
2026-06,BAJAJ-AUTO,disconnect_scenario,146816
2026-06,BAJAJ-AUTO,good_retail,103184
2026-06,BANKBEES,disconnect_scenario,146816
2026-06,BANKBEES,good_retail,103184
2026-06,BHARTIARTL,disconnect_scenario,146816
2026-06,BHARTIARTL,good_retail,103184
2026-06,BPCL,disconnect_scenario,148800
2026-06,BPCL,good_retail,101200
2026-06,BRITANNIA,disconnect_scenario,146816
2026-06,BRITANNIA,good_retail,103184
2026-06,CIPLA,disconnect_scenario,146816
2026-06,CIPLA,good_retail,103184
2026-06,DRREDDY,disconnect_scenario,150784
2026-06,DRREDDY,good_retail,99216
2026-06,GOLDBEES,disconnect_scenario,148800
2026-06,GOLDBEES,good_retail,101200
2026-06,HCLTECH,disconnect_scenario,142848
2026-06,HCLTECH,good_retail,107152
2026-06,HDFCBANK,disconnect_scenario,146816
2026-06,HDFCBANK,good_retail,103184
2026-06,HINDUNILVR,disconnect_scenario,150784
2026-06,HINDUNILVR,good_retail,99216
2026-06,ICICIBANK,disconnect_scenario,150784
2026-06,ICICIBANK,good_retail,99216
2026-06,INFY,disconnect_scenario,144832
2026-06,INFY,good_retail,105168
2026-06,ITBEES,disconnect_scenario,146816
2026-06,ITBEES,good_retail,103184
2026-06,ITC,disconnect_scenario,146816
2026-06,ITC,good_retail,103184
2026-06,JUNIORBEES,disconnect_scenario,144832
2026-06,JUNIORBEES,good_retail,105168
2026-06,KOTAKBANK,disconnect_scenario,148800
2026-06,KOTAKBANK,good_retail,101200
2026-06,LT,disconnect_scenario,146816
2026-06,LT,good_retail,103184
2026-06,M&M,disconnect_scenario,148800
2026-06,M&M,good_retail,101200
2026-06,MARUTI,disconnect_scenario,146816
2026-06,MARUTI,good_retail,103184
2026-06,NESTLEIND,disconnect_scenario,146816
2026-06,NESTLEIND,good_retail,103184
2026-06,NIFTYBEES,disconnect_scenario,144832
2026-06,NIFTYBEES,good_retail,105168
2026-06,ONGC,disconnect_scenario,144832
2026-06,ONGC,good_retail,105168
2026-06,RELIANCE,disconnect_scenario,146816
2026-06,RELIANCE,good_retail,103184
2026-06,SBIN,disconnect_scenario,148800
2026-06,SBIN,good_retail,101200
2026-06,SUNPHARMA,disconnect_scenario,146816
2026-06,SUNPHARMA,good_retail,103184
2026-06,TCS,disconnect_scenario,150784
2026-06,TCS,good_retail,99216
2026-06,TECHM,disconnect_scenario,148800
2026-06,TECHM,good_retail,101200
2026-06,ULTRACEMCO,disconnect_scenario,148800
2026-06,ULTRACEMCO,good_retail,101200
2026-06,WIPRO,disconnect_scenario,144832
2026-06,WIPRO,good_retail,105168
2026-07,ADANIPORTS,disconnect_scenario,148800
2026-07,ADANIPORTS,good_retail,101200
2026-07,AXISBANK,disconnect_scenario,148800
2026-07,AXISBANK,good_retail,101200
2026-07,BAJAJ-AUTO,disconnect_scenario,144832
2026-07,BAJAJ-AUTO,good_retail,105168
2026-07,BANKBEES,disconnect_scenario,148800
2026-07,BANKBEES,good_retail,101200
2026-07,BHARTIARTL,disconnect_scenario,148800
2026-07,BHARTIARTL,good_retail,101200
2026-07,BPCL,disconnect_scenario,144832
2026-07,BPCL,good_retail,105168
2026-07,BRITANNIA,disconnect_scenario,144832
2026-07,BRITANNIA,good_retail,105168
2026-07,CIPLA,disconnect_scenario,148800
2026-07,CIPLA,good_retail,101200
2026-07,DRREDDY,disconnect_scenario,142848
2026-07,DRREDDY,good_retail,107152
2026-07,GOLDBEES,disconnect_scenario,152768
2026-07,GOLDBEES,good_retail,97232
2026-07,HCLTECH,disconnect_scenario,148800
2026-07,HCLTECH,good_retail,101200
2026-07,HDFCBANK,disconnect_scenario,144832
2026-07,HDFCBANK,good_retail,105168
2026-07,HINDUNILVR,disconnect_scenario,146816
2026-07,HINDUNILVR,good_retail,103184
2026-07,ICICIBANK,disconnect_scenario,142848
2026-07,ICICIBANK,good_retail,107152
2026-07,INFY,disconnect_scenario,144832
2026-07,INFY,good_retail,105168
2026-07,ITBEES,disconnect_scenario,148800
2026-07,ITBEES,good_retail,101200
2026-07,ITC,disconnect_scenario,140864
2026-07,ITC,good_retail,109136
2026-07,JUNIORBEES,disconnect_scenario,152768
2026-07,JUNIORBEES,good_retail,97232
2026-07,KOTAKBANK,disconnect_scenario,144832
2026-07,KOTAKBANK,good_retail,105168
2026-07,LT,disconnect_scenario,144832
2026-07,LT,good_retail,105168
2026-07,M&M,disconnect_scenario,148800
2026-07,M&M,good_retail,101200
2026-07,MARUTI,disconnect_scenario,148800
2026-07,MARUTI,good_retail,101200
2026-07,NESTLEIND,disconnect_scenario,144832
2026-07,NESTLEIND,good_retail,105168
2026-07,NIFTYBEES,disconnect_scenario,148800
2026-07,NIFTYBEES,good_retail,101200
2026-07,ONGC,disconnect_scenario,146816
2026-07,ONGC,good_retail,103184
2026-07,RELIANCE,disconnect_scenario,150784
2026-07,RELIANCE,good_retail,99216
2026-07,SBIN,disconnect_scenario,146816
2026-07,SBIN,good_retail,103184
2026-07,SUNPHARMA,disconnect_scenario,146816
2026-07,SUNPHARMA,good_retail,103184
2026-07,TCS,disconnect_scenario,144832
2026-07,TCS,good_retail,105168
2026-07,TECHM,disconnect_scenario,148800
2026-07,TECHM,good_retail,101200
2026-07,ULTRACEMCO,disconnect_scenario,152768
2026-07,ULTRACEMCO,good_retail,97232
2026-07,WIPRO,disconnect_scenario,148800
2026-07,WIPRO,good_retail,101200
2026-08,ADANIPORTS,disconnect_scenario,148800
2026-08,ADANIPORTS,good_retail,101200
2026-08,AXISBANK,disconnect_scenario,144832
2026-08,AXISBANK,good_retail,105168
2026-08,BAJAJ-AUTO,disconnect_scenario,144832
2026-08,BAJAJ-AUTO,good_retail,105168
2026-08,BANKBEES,disconnect_scenario,146816
2026-08,BANKBEES,good_retail,103184
2026-08,BHARTIARTL,disconnect_scenario,146816
2026-08,BHARTIARTL,good_retail,103184
2026-08,BPCL,disconnect_scenario,142848
2026-08,BPCL,good_retail,107152
2026-08,BRITANNIA,disconnect_scenario,148800
2026-08,BRITANNIA,good_retail,101200
2026-08,CIPLA,disconnect_scenario,144832
2026-08,CIPLA,good_retail,105168
2026-08,DRREDDY,disconnect_scenario,142848
2026-08,DRREDDY,good_retail,107152
2026-08,GOLDBEES,disconnect_scenario,144832
2026-08,GOLDBEES,good_retail,105168
2026-08,HCLTECH,disconnect_scenario,148800
2026-08,HCLTECH,good_retail,101200
2026-08,HDFCBANK,disconnect_scenario,146816
2026-08,HDFCBANK,good_retail,103184
2026-08,HINDUNILVR,disconnect_scenario,146816
2026-08,HINDUNILVR,good_retail,103184
2026-08,ICICIBANK,disconnect_scenario,148800
2026-08,ICICIBANK,good_retail,101200
2026-08,INFY,disconnect_scenario,146816
2026-08,INFY,good_retail,103184
2026-08,ITBEES,disconnect_scenario,144832
2026-08,ITBEES,good_retail,105168
2026-08,ITC,disconnect_scenario,146816
2026-08,ITC,good_retail,103184
2026-08,JUNIORBEES,disconnect_scenario,144832
2026-08,JUNIORBEES,good_retail,105168
2026-08,KOTAKBANK,disconnect_scenario,148800
2026-08,KOTAKBANK,good_retail,101200
2026-08,LT,disconnect_scenario,146816
2026-08,LT,good_retail,103184
2026-08,M&M,disconnect_scenario,146816
2026-08,M&M,good_retail,103184
2026-08,MARUTI,disconnect_scenario,148800
2026-08,MARUTI,good_retail,101200
2026-08,NESTLEIND,disconnect_scenario,148800
2026-08,NESTLEIND,good_retail,101200
2026-08,NIFTYBEES,disconnect_scenario,144832
2026-08,NIFTYBEES,good_retail,105168
2026-08,ONGC,disconnect_scenario,144832
2026-08,ONGC,good_retail,105168
2026-08,RELIANCE,disconnect_scenario,148800
2026-08,RELIANCE,good_retail,101200
2026-08,SBIN,disconnect_scenario,148800
2026-08,SBIN,good_retail,101200
2026-08,SUNPHARMA,disconnect_scenario,144832
2026-08,SUNPHARMA,good_retail,105168
2026-08,TCS,disconnect_scenario,146816
2026-08,TCS,good_retail,103184
2026-08,TECHM,disconnect_scenario,146816
2026-08,TECHM,good_retail,103184
2026-08,ULTRACEMCO,disconnect_scenario,150784
2026-08,ULTRACEMCO,good_retail,99216
2026-08,WIPRO,disconnect_scenario,148800
2026-08,WIPRO,good_retail,101200
2026-09,ADANIPORTS,disconnect_scenario,146816
2026-09,ADANIPORTS,good_retail,103184
2026-09,AXISBANK,disconnect_scenario,144832
2026-09,AXISBANK,good_retail,105168
2026-09,BAJAJ-AUTO,disconnect_scenario,144832
2026-09,BAJAJ-AUTO,good_retail,105168
2026-09,BANKBEES,disconnect_scenario,150784
2026-09,BANKBEES,good_retail,99216
2026-09,BHARTIARTL,disconnect_scenario,148800
2026-09,BHARTIARTL,good_retail,101200
2026-09,BPCL,disconnect_scenario,146816
2026-09,BPCL,good_retail,103184
2026-09,BRITANNIA,disconnect_scenario,146816
2026-09,BRITANNIA,good_retail,103184
2026-09,CIPLA,disconnect_scenario,146816
2026-09,CIPLA,good_retail,103184
2026-09,DRREDDY,disconnect_scenario,146816
2026-09,DRREDDY,good_retail,103184
2026-09,GOLDBEES,disconnect_scenario,146816
2026-09,GOLDBEES,good_retail,103184
2026-09,HCLTECH,disconnect_scenario,142848
2026-09,HCLTECH,good_retail,107152
2026-09,HDFCBANK,disconnect_scenario,144832
2026-09,HDFCBANK,good_retail,105168
2026-09,HINDUNILVR,disconnect_scenario,148800
2026-09,HINDUNILVR,good_retail,101200
2026-09,ICICIBANK,disconnect_scenario,148800
2026-09,ICICIBANK,good_retail,101200
2026-09,INFY,disconnect_scenario,148800
2026-09,INFY,good_retail,101200
2026-09,ITBEES,disconnect_scenario,148800
2026-09,ITBEES,good_retail,101200
2026-09,ITC,disconnect_scenario,148800
2026-09,ITC,good_retail,101200
2026-09,JUNIORBEES,disconnect_scenario,142848
2026-09,JUNIORBEES,good_retail,107152
2026-09,KOTAKBANK,disconnect_scenario,148800
2026-09,KOTAKBANK,good_retail,101200
2026-09,LT,disconnect_scenario,146816
2026-09,LT,good_retail,103184
2026-09,M&M,disconnect_scenario,146816
2026-09,M&M,good_retail,103184
2026-09,MARUTI,disconnect_scenario,148800
2026-09,MARUTI,good_retail,101200
2026-09,NESTLEIND,disconnect_scenario,146816
2026-09,NESTLEIND,good_retail,103184
2026-09,NIFTYBEES,disconnect_scenario,150784
2026-09,NIFTYBEES,good_retail,99216
2026-09,ONGC,disconnect_scenario,146816
2026-09,ONGC,good_retail,103184
2026-09,RELIANCE,disconnect_scenario,144832
2026-09,RELIANCE,good_retail,105168
2026-09,SBIN,disconnect_scenario,144832
2026-09,SBIN,good_retail,105168
2026-09,SUNPHARMA,disconnect_scenario,148800
2026-09,SUNPHARMA,good_retail,101200
2026-09,TCS,disconnect_scenario,150784
2026-09,TCS,good_retail,99216
2026-09,TECHM,disconnect_scenario,144832
2026-09,TECHM,good_retail,105168
2026-09,ULTRACEMCO,disconnect_scenario,142848
2026-09,ULTRACEMCO,good_retail,107152
2026-09,WIPRO,disconnect_scenario,146816
2026-09,WIPRO,good_retail,103184
2026-10,ADANIPORTS,disconnect_scenario,148800
2026-10,ADANIPORTS,good_retail,101200
2026-10,AXISBANK,disconnect_scenario,148800
2026-10,AXISBANK,good_retail,101200
2026-10,BAJAJ-AUTO,disconnect_scenario,142848
2026-10,BAJAJ-AUTO,good_retail,107152
2026-10,BANKBEES,disconnect_scenario,144832
2026-10,BANKBEES,good_retail,105168
2026-10,BHARTIARTL,disconnect_scenario,146816
2026-10,BHARTIARTL,good_retail,103184
2026-10,BPCL,disconnect_scenario,146816
2026-10,BPCL,good_retail,103184
2026-10,BRITANNIA,disconnect_scenario,140864
2026-10,BRITANNIA,good_retail,109136
2026-10,CIPLA,disconnect_scenario,146816
2026-10,CIPLA,good_retail,103184
2026-10,DRREDDY,disconnect_scenario,148800
2026-10,DRREDDY,good_retail,101200
2026-10,GOLDBEES,disconnect_scenario,146816
2026-10,GOLDBEES,good_retail,103184
2026-10,HCLTECH,disconnect_scenario,144832
2026-10,HCLTECH,good_retail,105168
2026-10,HDFCBANK,disconnect_scenario,146816
2026-10,HDFCBANK,good_retail,103184
2026-10,HINDUNILVR,disconnect_scenario,148800
2026-10,HINDUNILVR,good_retail,101200
2026-10,ICICIBANK,disconnect_scenario,148800
2026-10,ICICIBANK,good_retail,101200
2026-10,INFY,disconnect_scenario,146816
2026-10,INFY,good_retail,103184
2026-10,ITBEES,disconnect_scenario,146816
2026-10,ITBEES,good_retail,103184
2026-10,ITC,disconnect_scenario,144832
2026-10,ITC,good_retail,105168
2026-10,JUNIORBEES,disconnect_scenario,140864
2026-10,JUNIORBEES,good_retail,109136
2026-10,KOTAKBANK,disconnect_scenario,148800
2026-10,KOTAKBANK,good_retail,101200
2026-10,LT,disconnect_scenario,146816
2026-10,LT,good_retail,103184
2026-10,M&M,disconnect_scenario,142848
2026-10,M&M,good_retail,107152
2026-10,MARUTI,disconnect_scenario,150784
2026-10,MARUTI,good_retail,99216
2026-10,NESTLEIND,disconnect_scenario,144832
2026-10,NESTLEIND,good_retail,105168
2026-10,NIFTYBEES,disconnect_scenario,144832
2026-10,NIFTYBEES,good_retail,105168
2026-10,ONGC,disconnect_scenario,146816
2026-10,ONGC,good_retail,103184
2026-10,RELIANCE,disconnect_scenario,146816
2026-10,RELIANCE,good_retail,103184
2026-10,SBIN,disconnect_scenario,146816
2026-10,SBIN,good_retail,103184
2026-10,SUNPHARMA,disconnect_scenario,150784
2026-10,SUNPHARMA,good_retail,99216
2026-10,TCS,disconnect_scenario,146816
2026-10,TCS,good_retail,103184
2026-10,TECHM,disconnect_scenario,148800
