lane_id,signal_quantile,spread_max_quantile,depth_share_min_quantile,top_n_per_event,horizon_seconds,side_policy
P334_LANE_D_HORIZON_AND_EXIT_MARGIN,0.75,1.0,0.5,2,300,long_only
P334_LANE_D_HORIZON_AND_EXIT_MARGIN,0.75,1.0,0.5,2,900,long_only
P334_LANE_D_HORIZON_AND_EXIT_MARGIN,0.75,1.0,0.5,2,1800,long_only
P334_LANE_D_HORIZON_AND_EXIT_MARGIN,0.75,1.0,0.5,4,60,long_only
P334_LANE_D_HORIZON_AND_EXIT_MARGIN,0.75,1.0,0.5,4,300,long_only
P334_LANE_D_HORIZON_AND_EXIT_MARGIN,0.75,1.0,0.5,4,900,long_only
P334_LANE_D_HORIZON_AND_EXIT_MARGIN,0.75,1.0,0.5,4,1800,long_only
P334_LANE_D_HORIZON_AND_EXIT_MARGIN,0.9,1.0,0.5,1,60,long_only
P334_LANE_D_HORIZON_AND_EXIT_MARGIN,0.9,1.0,0.5,1,300,long_only
P334_LANE_D_HORIZON_AND_EXIT_MARGIN,0.9,1.0,0.5,1,900,long_only
P334_LANE_D_HORIZON_AND_EXIT_MARGIN,0.9,1.0,0.5,1,1800,long_only
P334_LANE_D_HORIZON_AND_EXIT_MARGIN,0.9,1.0,0.5,2,60,long_only
P334_LANE_D_HORIZON_AND_EXIT_MARGIN,0.9,1.0,0.5,2,300,long_only
P334_LANE_D_HORIZON_AND_EXIT_MARGIN,0.9,1.0,0.5,2,900,long_only
P334_LANE_D_HORIZON_AND_EXIT_MARGIN,0.9,1.0,0.5,2,1800,long_only
P334_LANE_D_HORIZON_AND_EXIT_MARGIN,0.9,1.0,0.5,4,60,long_only
P334_LANE_D_HORIZON_AND_EXIT_MARGIN,0.9,1.0,0.5,4,300,long_only
P334_LANE_D_HORIZON_AND_EXIT_MARGIN,0.9,1.0,0.5,4,900,long_only
P334_LANE_D_HORIZON_AND_EXIT_MARGIN,0.9,1.0,0.5,4,1800,long_only
P334_LANE_D_HORIZON_AND_EXIT_MARGIN,0.975,1.0,0.5,1,60,long_only
P334_LANE_D_HORIZON_AND_EXIT_MARGIN,0.975,1.0,0.5,1,300,long_only
P334_LANE_D_HORIZON_AND_EXIT_MARGIN,0.975,1.0,0.5,1,900,long_only
P334_LANE_D_HORIZON_AND_EXIT_MARGIN,0.975,1.0,0.5,1,1800,long_only
P334_LANE_D_HORIZON_AND_EXIT_MARGIN,0.975,1.0,0.5,2,60,long_only
P334_LANE_D_HORIZON_AND_EXIT_MARGIN,0.975,1.0,0.5,2,300,long_only
P334_LANE_D_HORIZON_AND_EXIT_MARGIN,0.975,1.0,0.5,2,900,long_only
P334_LANE_D_HORIZON_AND_EXIT_MARGIN,0.975,1.0,0.5,2,1800,long_only
P334_LANE_D_HORIZON_AND_EXIT_MARGIN,0.975,1.0,0.5,4,60,long_only
P334_LANE_D_HORIZON_AND_EXIT_MARGIN,0.975,1.0,0.5,4,300,long_only
P334_LANE_D_HORIZON_AND_EXIT_MARGIN,0.975,1.0,0.5,4,900,long_only
P334_LANE_D_HORIZON_AND_EXIT_MARGIN,0.975,1.0,0.5,4,1800,long_only
