source_id,symbol,announcement_time_ist,announcement_date,description,text,attachment_url,seq_id,same_day_real_l2_available,ticker_in_universe
NSE_CORPORATE_ANNOUNCEMENTS,RELIANCE,17-Jul-2026 19:07:44,2026-07-17,Outcome of Board Meeting,"Please find attached Consolidated and Standalone unaudited financial results for the quarter ended June 30, 2026.",https://nsearchives.nseindia.com/corporate/kavinavora_17072026190726_SE_FR_1.pdf,106701986,1,1
NSE_CORPORATE_ANNOUNCEMENTS,RELIANCE,17-Jul-2026 19:19:47,2026-07-17,Press Release,"In continuation of our letter of today''s date on the Consolidated and Standalone Unaudited Financial Results for the quarter ended June 30, 2026, we attach a copy of media release being issued by the Company",https://nsearchives.nseindia.com/corporate/kavinavora_17072026191923_SE_MR_1.pdf,106702014,1,1
NSE_CORPORATE_ANNOUNCEMENTS,RELIANCE,17-Jul-2026 19:23:12,2026-07-17,Investor Presentation,Reliance Industries Limited has informed the Exchange about Investor Presentation,https://nsearchives.nseindia.com/corporate/kavinavora_17072026192250_SE_Presentation_1.pdf,106702019,1,1
NSE_CORPORATE_ANNOUNCEMENTS,SBIN,17-Jul-2026 10:23:45,2026-07-17,General Updates,State Bank of India has informed the Exchange about Update on IPO of SBI Funds Management Limited,https://nsearchives.nseindia.com/corporate/SBIN_17072026102320_BSE_NSE_SBIFunds_17072026.pdf,106701118,1,1
NSE_CORPORATE_ANNOUNCEMENTS,TECHM,17-Jul-2026 13:57:27,2026-07-17,Copy of Newspaper Publication,Tech Mahindra Limited has informed the Exchange about Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/TECHM_17072026135714_SEintimationnewpaperadvFR_Q1FY27_.pdf,106701371,1,1
NSE_CORPORATE_ANNOUNCEMENTS,WIPRO,17-Jul-2026 16:12:41,2026-07-17,Copy of Newspaper Publication,"Wipro Limited has informed the Exchange about Newspaper Advertisement - Regulation 47 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",https://nsearchives.nseindia.com/corporate/Cslogin_17072026161225_Reg47NewspaperAd.pdf,106701555,1,1
NSE_CORPORATE_ANNOUNCEMENTS,WIPRO,17-Jul-2026 16:30:50,2026-07-17,Analysts/Institutional Investor Meet/Con. Call Updates,"Wipro Limited has informed the Exchange about Transcript of the Analyst / Institutional Investor Meeting held on July 16, 2026.",https://nsearchives.nseindia.com/corporate/Cslogin_17072026162727_SEIntimation17072026.pdf,106701598,1,1
NSE_CORPORATE_ANNOUNCEMENTS,AXISBANK,20-Jul-2026 15:19:45,2026-07-20,Copy of Newspaper Publication,Axis Bank Limited has informed the Exchange about Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/AXISBANK1_20072026151927_Newspaper_PublicationSigned.pdf,106703402,1,1
NSE_CORPORATE_ANNOUNCEMENTS,BAJAJ-AUTO,20-Jul-2026 18:11:07,2026-07-20,Reply to Clarification- Financial results,"The Exchange had sought clarification from Bajaj Auto Limited for the quarter ended 31-Mar-2025 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company was required to clarify the following:   -1. The company has not submitted the Statement of Impact of Audit Qualifications in case of modified opinion(s) The response of the Company is enclosed.",https://nsearchives.nseindia.com/corporate/lkwalimbe_bajajauto_co_in_27062025144213_NSE_clarification_Audit_Qualification_27_June_2025.pdf,106703749,1,1
NSE_CORPORATE_ANNOUNCEMENTS,HCLTECH,20-Jul-2026 13:16:48,2026-07-20,Updates,HCL Technologies Limited has informed the Exchange regarding Release:  HCLTech named a Customers  Choice in 2026 Gartner® Peer Insights  Voice of the Customer for Outsourced Digital Workplace Services .,https://nsearchives.nseindia.com/corporate/HCLTECH_20072026131626_Release20July2026.pdf,106703288,1,1
NSE_CORPORATE_ANNOUNCEMENTS,HCLTECH,20-Jul-2026 19:55:14,2026-07-20,Shareholders meeting,"HCL Technologies Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on August 12, 2026",https://nsearchives.nseindia.com/corporate/HCLTECH_20072026195435_HCLTechAGMNoticeandAnnualReport2026.pdf,106704006,1,1
NSE_CORPORATE_ANNOUNCEMENTS,HCLTECH,20-Jul-2026 20:23:26,2026-07-20,Updates,HCL Technologies Limited has informed the Exchange regarding 'Business Responsibility and Sustainability Report (FY 2025-26)'.,https://nsearchives.nseindia.com/corporate/HCLTECH_20072026202247_HCLTechAGMNoticeandAnnualReport2026.pdf,106704043,1,1
NSE_CORPORATE_ANNOUNCEMENTS,HCLTECH,20-Jul-2026 20:31:15,2026-07-20,Updates,HCL Technologies Limited has informed the Exchange regarding 'Business Responsibility and Sustainability Report (FY 2025-26)'.,https://nsearchives.nseindia.com/corporate/HCLTECH_20072026203041_BRSR_Letter_and_clarification.pdf,106704052,1,1
NSE_CORPORATE_ANNOUNCEMENTS,ICICIBANK,20-Jul-2026 16:12:11,2026-07-20,ESOP/ESOS/ESPS,ICICI Bank Limited has informed the Exchange regarding Allotment of 279055  Shares.,https://nsearchives.nseindia.com/corporate/ICICIBANK1_20072026161153_Lettertoexchange.pdf,106703492,1,1
NSE_CORPORATE_ANNOUNCEMENTS,ICICIBANK,20-Jul-2026 17:39:28,2026-07-20,Updates,"ICICI Bank Limited has informed the Exchange regarding 'Filing of Annual Report in Form 20-F for the year ended March 31, 2026'.",https://nsearchives.nseindia.com/corporate/ICICI2022_20072026173908_NSEBSE_20072026.pdf,106703685,1,1
NSE_CORPORATE_ANNOUNCEMENTS,ICICIBANK,20-Jul-2026 18:30:36,2026-07-20,Copy of Newspaper Publication,ICICI Bank Limited has informed the Exchange regarding Notice of Annual General Meeting - Newspaper Publication,https://nsearchives.nseindia.com/corporate/ICICI2022_20072026182740_BSENSE_NP_20072026.pdf,106703830,1,1
NSE_CORPORATE_ANNOUNCEMENTS,ITC,20-Jul-2026 14:44:43,2026-07-20,Copy of Newspaper Publication,ITC Limited has informed the Exchange about Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/ITC_20072026144416_SELetter.pdf,106703368,1,1
NSE_CORPORATE_ANNOUNCEMENTS,LT,20-Jul-2026 09:09:48,2026-07-20,Bagging/Receiving of orders/contracts,Larsen & Toubro Limited has informed the Exchange about Bagging/Receiving of orders/contracts,https://nsearchives.nseindia.com/corporate/PAM_20072026090928_PressRelease20072026.pdf,106702971,1,1
NSE_CORPORATE_ANNOUNCEMENTS,TECHM,20-Jul-2026 17:02:10,2026-07-20,General Updates,"Tech Mahindra Limited has informed the Exchange about Notice to Shareholders regarding Scheme of Merger between Zen3 Infosolutions Private Limited, Tech Mahindra Enterprise Services Limited, Begig Private Limited and Tech Mahindra Limited",https://nsearchives.nseindia.com/corporate/TECHM_20072026170100_SE_Intimation_F_S.pdf,106703602,1,1
NSE_CORPORATE_ANNOUNCEMENTS,ULTRACEMCO,20-Jul-2026 14:22:16,2026-07-20,Outcome of Board Meeting,"UltraTech Cement Limited has submitted to the Exchange, the financial results for the period ended June 30, 2026.",https://nsearchives.nseindia.com/corporate/ULTRACEMCO1_20072026142206_Outcome_of_BM.pdf,106703342,1,1
NSE_CORPORATE_ANNOUNCEMENTS,ULTRACEMCO,20-Jul-2026 14:26:28,2026-07-20,Investor Presentation,UltraTech Cement Limited has informed the Exchange about Investor Presentation,https://nsearchives.nseindia.com/corporate/ULTRACEMCO1_20072026142500_SEinvestorpresentation.pdf,106703346,1,1
NSE_CORPORATE_ANNOUNCEMENTS,ULTRACEMCO,20-Jul-2026 14:28:05,2026-07-20,Press Release,"UltraTech Cement Limited has informed the Exchange regarding a press release dated July 20, 2026, titled ""Quarter ended 30th June, 2026"".",https://nsearchives.nseindia.com/corporate/ULTRACEMCO1_20072026142756_Outcome_of_BM.pdf,106703351,1,1
NSE_CORPORATE_ANNOUNCEMENTS,ULTRACEMCO,20-Jul-2026 14:42:09,2026-07-20,Appointment,"UltraTech Cement Limited has informed the Exchange regarding re-appointment of  Mr. Vivek Agrawal as Whole-time Director and Chief Marketing Officer of the company w.e.f. January 01, 2027.",https://nsearchives.nseindia.com/corporate/ULTRACEMCO1_20072026144153_SEIntimation_WTD_re-appointment.pdf,106703362,1,1
NSE_CORPORATE_ANNOUNCEMENTS,ULTRACEMCO,20-Jul-2026 18:59:18,2026-07-20,Options to purchase securities,UltraTech Cement Limited has informed the Exchange about Options to purchase securities,https://nsearchives.nseindia.com/corporate/ULTRACEMCO_20072026185858_SEIntimation.pdf,106703906,1,1
NSE_CORPORATE_ANNOUNCEMENTS,ULTRACEMCO,20-Jul-2026 19:09:30,2026-07-20,Record Date,UltraTech Cement Limited has informed the Exchange that Record date for the purpose of Dividend  is 30-Jul-2026.,https://nsearchives.nseindia.com/corporate/ULTRACEMCO1_20072026190851_AGM_and_Record_date.pdf,106703926,1,1
NSE_CORPORATE_ANNOUNCEMENTS,ULTRACEMCO,20-Jul-2026 19:13:53,2026-07-20,Updates,UltraTech Cement Limited has informed the Exchange regarding 'Annual General Meeting and Record Date Intimation'.,https://nsearchives.nseindia.com/corporate/ULTRACEMCO1_20072026191339_AGM_and_Record_date.pdf,106703936,1,1
NSE_CORPORATE_ANNOUNCEMENTS,ULTRACEMCO,20-Jul-2026 19:26:49,2026-07-20,Updates,UltraTech Cement Limited has informed the Exchange regarding 'Prior intimation regarding issue of Non-Convertible Debentures of UltraTech Cement Limited'.,https://nsearchives.nseindia.com/corporate/ULTRACEMCO1_20072026192640_Prior_Intimation_NCD.pdf,106703961,1,1
NSE_CORPORATE_ANNOUNCEMENTS,ULTRACEMCO,20-Jul-2026 19:55:20,2026-07-20,Analysts/Institutional Investor Meet/Con. Call Updates,UltraTech Cement Limited has informed the Exchange about Link of Recording,https://nsearchives.nseindia.com/corporate/ULTRACEMCO1_20072026195510_Covering_Letter_-_Earnings_call_-_audio.pdf,106704007,1,1
