scenario_id,family_id,horizon_seconds,threshold_policy,fixed_notional_inr,initial_capital_inr,max_concurrent_positions,cost_profile,candidate_signal_rows,scheduled_trade_rows,gross_pnl_inr,net_pnl_inr,portfolio_return_pct,annualized_return_pct_sparse,annualized_above_12pct_sparse,positive_net_pnl,observed_trade_dates,deployable_profitability_claim_allowed
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N25000_C1_zerodha_plus_1bp_slippage_CAP250000,event_depth_pressure_continuation,60,top_25pct_abs_signal,25000.0,250000.0,1,zerodha_plus_1bp_slippage,8,1,46.38218923933013,15.039096753244792,0.006015638701297917,1.515940952727075,0,1,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N25000_C1_zerodha_plus_1bp_slippage_CAP500000,event_depth_pressure_continuation,60,top_25pct_abs_signal,25000.0,500000.0,1,zerodha_plus_1bp_slippage,8,1,46.38218923933013,15.039096753244792,0.0030078193506489583,0.7579704763635375,0,1,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N25000_C2_zerodha_plus_1bp_slippage_CAP100000,event_depth_pressure_continuation,60,top_25pct_abs_signal,25000.0,100000.0,2,zerodha_plus_1bp_slippage,8,2,46.38218923933013,-16.281203246755208,-0.016281203246755208,-4.102863218182312,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N25000_C2_zerodha_plus_1bp_slippage_CAP250000,event_depth_pressure_continuation,60,top_25pct_abs_signal,25000.0,250000.0,2,zerodha_plus_1bp_slippage,8,2,46.38218923933013,-16.281203246755208,-0.006512481298702083,-1.6411452872729249,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N25000_C2_zerodha_plus_1bp_slippage_CAP500000,event_depth_pressure_continuation,60,top_25pct_abs_signal,25000.0,500000.0,2,zerodha_plus_1bp_slippage,8,2,46.38218923933013,-16.281203246755208,-0.0032562406493510413,-0.8205726436364624,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N25000_C4_zerodha_plus_1bp_slippage_CAP100000,event_depth_pressure_continuation,60,top_25pct_abs_signal,25000.0,100000.0,4,zerodha_plus_1bp_slippage,8,4,-267.13275459529507,-392.5908102058704,-0.3925908102058704,-98.93288417187934,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N25000_C4_zerodha_plus_1bp_slippage_CAP250000,event_depth_pressure_continuation,60,top_25pct_abs_signal,25000.0,250000.0,4,zerodha_plus_1bp_slippage,8,4,-267.13275459529507,-392.5908102058704,-0.15703632408234816,-39.573153668751736,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N25000_C4_zerodha_plus_1bp_slippage_CAP500000,event_depth_pressure_continuation,60,top_25pct_abs_signal,25000.0,500000.0,4,zerodha_plus_1bp_slippage,8,4,-267.13275459529507,-392.5908102058704,-0.07851816204117408,-19.786576834375868,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N25000_C1_zerodha_plus_2bp_slippage_CAP100000,event_depth_pressure_continuation,60,top_25pct_abs_signal,25000.0,100000.0,1,zerodha_plus_2bp_slippage,8,1,46.38218923933013,10.034458534320862,0.010034458534320861,2.528683550648857,0,1,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N25000_C1_zerodha_plus_2bp_slippage_CAP250000,event_depth_pressure_continuation,60,top_25pct_abs_signal,25000.0,250000.0,1,zerodha_plus_2bp_slippage,8,1,46.38218923933013,10.034458534320862,0.004013783413728345,1.011473420259543,0,1,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N25000_C1_zerodha_plus_2bp_slippage_CAP500000,event_depth_pressure_continuation,60,top_25pct_abs_signal,25000.0,500000.0,1,zerodha_plus_2bp_slippage,8,1,46.38218923933013,10.034458534320862,0.0020068917068641725,0.5057367101297715,0,1,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N25000_C2_zerodha_plus_2bp_slippage_CAP100000,event_depth_pressure_continuation,60,top_25pct_abs_signal,25000.0,100000.0,2,zerodha_plus_2bp_slippage,8,2,46.38218923933013,-26.28584146567914,-0.026285841465679142,-6.624032049351143,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N25000_C2_zerodha_plus_2bp_slippage_CAP250000,event_depth_pressure_continuation,60,top_25pct_abs_signal,25000.0,250000.0,2,zerodha_plus_2bp_slippage,8,2,46.38218923933013,-26.28584146567914,-0.010514336586271657,-2.6496128197404576,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N25000_C2_zerodha_plus_2bp_slippage_CAP500000,event_depth_pressure_continuation,60,top_25pct_abs_signal,25000.0,500000.0,2,zerodha_plus_2bp_slippage,8,2,46.38218923933013,-26.28584146567914,-0.0052571682931358285,-1.3248064098702288,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N25000_C4_zerodha_plus_2bp_slippage_CAP100000,event_depth_pressure_continuation,60,top_25pct_abs_signal,25000.0,100000.0,4,zerodha_plus_2bp_slippage,8,4,-267.13275459529507,-412.6267999191778,-0.41262679991917783,-103.98195357963282,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N25000_C4_zerodha_plus_2bp_slippage_CAP250000,event_depth_pressure_continuation,60,top_25pct_abs_signal,25000.0,250000.0,4,zerodha_plus_2bp_slippage,8,4,-267.13275459529507,-412.6267999191778,-0.16505071996767112,-41.592781431853126,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N25000_C4_zerodha_plus_2bp_slippage_CAP500000,event_depth_pressure_continuation,60,top_25pct_abs_signal,25000.0,500000.0,4,zerodha_plus_2bp_slippage,8,4,-267.13275459529507,-412.6267999191778,-0.08252535998383556,-20.796390715926563,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N25000_C1_zerodha_2x_all_in_cost_proxy_CAP100000,event_depth_pressure_continuation,60,top_25pct_abs_signal,25000.0,100000.0,1,zerodha_2x_all_in_cost_proxy,8,1,46.38218923933013,-6.294719294992682,-0.006294719294992682,-1.5862692623381558,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N25000_C1_zerodha_2x_all_in_cost_proxy_CAP250000,event_depth_pressure_continuation,60,top_25pct_abs_signal,25000.0,250000.0,1,zerodha_2x_all_in_cost_proxy,8,1,46.38218923933013,-6.294719294992682,-0.0025178877179970727,-0.6345077049352623,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N25000_C1_zerodha_2x_all_in_cost_proxy_CAP500000,event_depth_pressure_continuation,60,top_25pct_abs_signal,25000.0,500000.0,1,zerodha_2x_all_in_cost_proxy,8,1,46.38218923933013,-6.294719294992682,-0.0012589438589985364,-0.31725385246763116,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N25000_C2_zerodha_2x_all_in_cost_proxy_CAP100000,event_depth_pressure_continuation,60,top_25pct_abs_signal,25000.0,100000.0,2,zerodha_2x_all_in_cost_proxy,8,2,46.38218923933013,-58.93531929499268,-0.05893531929499268,-14.851700462338156,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N25000_C2_zerodha_2x_all_in_cost_proxy_CAP250000,event_depth_pressure_continuation,60,top_25pct_abs_signal,25000.0,250000.0,2,zerodha_2x_all_in_cost_proxy,8,2,46.38218923933013,-58.93531929499268,-0.023574127717997072,-5.940680184935262,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N25000_C2_zerodha_2x_all_in_cost_proxy_CAP500000,event_depth_pressure_continuation,60,top_25pct_abs_signal,25000.0,500000.0,2,zerodha_2x_all_in_cost_proxy,8,2,46.38218923933013,-58.93531929499268,-0.011787063858998536,-2.970340092467631,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N25000_C4_zerodha_2x_all_in_cost_proxy_CAP100000,event_depth_pressure_continuation,60,top_25pct_abs_signal,25000.0,100000.0,4,zerodha_2x_all_in_cost_proxy,8,4,-267.13275459529507,-477.97688638983095,-0.477976886389831,-120.4501753702374,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N25000_C4_zerodha_2x_all_in_cost_proxy_CAP250000,event_depth_pressure_continuation,60,top_25pct_abs_signal,25000.0,250000.0,4,zerodha_2x_all_in_cost_proxy,8,4,-267.13275459529507,-477.97688638983095,-0.19119075455593237,-48.180070148094956,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N25000_C4_zerodha_2x_all_in_cost_proxy_CAP500000,event_depth_pressure_continuation,60,top_25pct_abs_signal,25000.0,500000.0,4,zerodha_2x_all_in_cost_proxy,8,4,-267.13275459529507,-477.97688638983095,-0.09559537727796619,-24.090035074047478,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N50000_C1_zerodha_base_CAP100000,event_depth_pressure_continuation,60,top_25pct_abs_signal,50000.0,100000.0,1,zerodha_base,8,1,92.76437847866026,39.08746994433745,0.03908746994433745,9.850042425973037,0,1,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N50000_C1_zerodha_base_CAP250000,event_depth_pressure_continuation,60,top_25pct_abs_signal,50000.0,250000.0,1,zerodha_base,8,1,92.76437847866026,39.08746994433745,0.015634987977734983,3.9400169703892156,0,1,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N50000_C1_zerodha_base_CAP500000,event_depth_pressure_continuation,60,top_25pct_abs_signal,50000.0,500000.0,1,zerodha_base,8,1,92.76437847866026,39.08746994433745,0.007817493988867491,1.9700084851946078,0,1,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N50000_C2_zerodha_base_CAP100000,event_depth_pressure_continuation,60,top_25pct_abs_signal,50000.0,100000.0,2,zerodha_base,8,2,92.76437847866026,-14.55313005566255,-0.01455313005566255,-3.667388774026963,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N50000_C2_zerodha_base_CAP250000,event_depth_pressure_continuation,60,top_25pct_abs_signal,50000.0,250000.0,2,zerodha_base,8,2,92.76437847866026,-14.55313005566255,-0.00582125202226502,-1.4669555096107851,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N50000_C2_zerodha_base_CAP500000,event_depth_pressure_continuation,60,top_25pct_abs_signal,50000.0,500000.0,2,zerodha_base,8,2,92.76437847866026,-14.55313005566255,-0.00291062601113251,-0.7334777548053926,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N50000_C4_zerodha_base_CAP100000,event_depth_pressure_continuation,60,top_25pct_abs_signal,50000.0,100000.0,4,zerodha_base,8,2,92.76437847866026,-14.55313005566255,-0.01455313005566255,-3.667388774026963,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N50000_C4_zerodha_base_CAP250000,event_depth_pressure_continuation,60,top_25pct_abs_signal,50000.0,250000.0,4,zerodha_base,8,4,-534.2655091905901,-749.109640985126,-0.29964385639405045,-75.51025181130072,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N50000_C4_zerodha_base_CAP500000,event_depth_pressure_continuation,60,top_25pct_abs_signal,50000.0,500000.0,4,zerodha_base,8,4,-534.2655091905901,-749.109640985126,-0.14982192819702522,-37.75512590565036,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N50000_C1_zerodha_plus_1bp_slippage_CAP100000,event_depth_pressure_continuation,60,top_25pct_abs_signal,50000.0,100000.0,1,zerodha_plus_1bp_slippage,8,1,92.76437847866026,29.078193506489583,0.029078193506489585,7.327704763635375,0,1,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N50000_C1_zerodha_plus_1bp_slippage_CAP250000,event_depth_pressure_continuation,60,top_25pct_abs_signal,50000.0,250000.0,1,zerodha_plus_1bp_slippage,8,1,92.76437847866026,29.078193506489583,0.011631277402595834,2.93108190545415,0,1,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N50000_C1_zerodha_plus_1bp_slippage_CAP500000,event_depth_pressure_continuation,60,top_25pct_abs_signal,50000.0,500000.0,1,zerodha_plus_1bp_slippage,8,1,92.76437847866026,29.078193506489583,0.005815638701297917,1.465540952727075,0,1,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N50000_C2_zerodha_plus_1bp_slippage_CAP100000,event_depth_pressure_continuation,60,top_25pct_abs_signal,50000.0,100000.0,2,zerodha_plus_1bp_slippage,8,2,92.76437847866026,-34.562406493510416,-0.03456240649351042,-8.709726436364624,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N50000_C2_zerodha_plus_1bp_slippage_CAP250000,event_depth_pressure_continuation,60,top_25pct_abs_signal,50000.0,250000.0,2,zerodha_plus_1bp_slippage,8,2,92.76437847866026,-34.562406493510416,-0.013824962597404166,-3.4838905745458497,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N50000_C2_zerodha_plus_1bp_slippage_CAP500000,event_depth_pressure_continuation,60,top_25pct_abs_signal,50000.0,500000.0,2,zerodha_plus_1bp_slippage,8,2,92.76437847866026,-34.562406493510416,-0.006912481298702083,-1.7419452872729249,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N50000_C4_zerodha_plus_1bp_slippage_CAP100000,event_depth_pressure_continuation,60,top_25pct_abs_signal,50000.0,100000.0,4,zerodha_plus_1bp_slippage,8,2,92.76437847866026,-34.562406493510416,-0.03456240649351042,-8.709726436364624,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N50000_C4_zerodha_plus_1bp_slippage_CAP250000,event_depth_pressure_continuation,60,top_25pct_abs_signal,50000.0,250000.0,4,zerodha_plus_1bp_slippage,8,4,-534.2655091905901,-789.1816204117408,-0.3156726481646963,-79.54950733750347,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N50000_C4_zerodha_plus_1bp_slippage_CAP500000,event_depth_pressure_continuation,60,top_25pct_abs_signal,50000.0,500000.0,4,zerodha_plus_1bp_slippage,8,4,-534.2655091905901,-789.1816204117408,-0.15783632408234816,-39.774753668751735,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N50000_C1_zerodha_plus_2bp_slippage_CAP100000,event_depth_pressure_continuation,60,top_25pct_abs_signal,50000.0,100000.0,1,zerodha_plus_2bp_slippage,8,1,92.76437847866026,19.068917068641724,0.019068917068641725,4.805367101297715,0,1,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N50000_C1_zerodha_plus_2bp_slippage_CAP250000,event_depth_pressure_continuation,60,top_25pct_abs_signal,50000.0,250000.0,1,zerodha_plus_2bp_slippage,8,1,92.76437847866026,19.068917068641724,0.00762756682745669,1.9221468405190858,0,1,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N50000_C1_zerodha_plus_2bp_slippage_CAP500000,event_depth_pressure_continuation,60,top_25pct_abs_signal,50000.0,500000.0,1,zerodha_plus_2bp_slippage,8,1,92.76437847866026,19.068917068641724,0.003813783413728345,0.9610734202595429,0,1,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N50000_C2_zerodha_plus_2bp_slippage_CAP100000,event_depth_pressure_continuation,60,top_25pct_abs_signal,50000.0,100000.0,2,zerodha_plus_2bp_slippage,8,2,92.76437847866026,-54.57168293135828,-0.05457168293135828,-13.752064098702286,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N50000_C2_zerodha_plus_2bp_slippage_CAP250000,event_depth_pressure_continuation,60,top_25pct_abs_signal,50000.0,250000.0,2,zerodha_plus_2bp_slippage,8,2,92.76437847866026,-54.57168293135828,-0.021828673172543313,-5.500825639480915,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N50000_C2_zerodha_plus_2bp_slippage_CAP500000,event_depth_pressure_continuation,60,top_25pct_abs_signal,50000.0,500000.0,2,zerodha_plus_2bp_slippage,8,2,92.76437847866026,-54.57168293135828,-0.010914336586271656,-2.7504128197404576,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N50000_C4_zerodha_plus_2bp_slippage_CAP100000,event_depth_pressure_continuation,60,top_25pct_abs_signal,50000.0,100000.0,4,zerodha_plus_2bp_slippage,8,2,92.76437847866026,-54.57168293135828,-0.05457168293135828,-13.752064098702286,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N50000_C4_zerodha_plus_2bp_slippage_CAP250000,event_depth_pressure_continuation,60,top_25pct_abs_signal,50000.0,250000.0,4,zerodha_plus_2bp_slippage,8,4,-534.2655091905901,-829.2535998383556,-0.33170143993534223,-83.58876286370624,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N50000_C4_zerodha_plus_2bp_slippage_CAP500000,event_depth_pressure_continuation,60,top_25pct_abs_signal,50000.0,500000.0,4,zerodha_plus_2bp_slippage,8,4,-534.2655091905901,-829.2535998383556,-0.16585071996767112,-41.79438143185312,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N50000_C1_zerodha_2x_all_in_cost_proxy_CAP100000,event_depth_pressure_continuation,60,top_25pct_abs_signal,50000.0,100000.0,1,zerodha_2x_all_in_cost_proxy,8,1,92.76437847866026,-14.589438589985363,-0.014589438589985364,-3.6765385246763116,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N50000_C1_zerodha_2x_all_in_cost_proxy_CAP250000,event_depth_pressure_continuation,60,top_25pct_abs_signal,50000.0,250000.0,1,zerodha_2x_all_in_cost_proxy,8,1,92.76437847866026,-14.589438589985363,-0.005835775435994145,-1.4706154098705246,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N50000_C1_zerodha_2x_all_in_cost_proxy_CAP500000,event_depth_pressure_continuation,60,top_25pct_abs_signal,50000.0,500000.0,1,zerodha_2x_all_in_cost_proxy,8,1,92.76437847866026,-14.589438589985363,-0.0029178877179970725,-0.7353077049352623,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N50000_C2_zerodha_2x_all_in_cost_proxy_CAP100000,event_depth_pressure_continuation,60,top_25pct_abs_signal,50000.0,100000.0,2,zerodha_2x_all_in_cost_proxy,8,2,92.76437847866026,-121.87063858998536,-0.12187063858998537,-30.71140092467631,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N50000_C2_zerodha_2x_all_in_cost_proxy_CAP250000,event_depth_pressure_continuation,60,top_25pct_abs_signal,50000.0,250000.0,2,zerodha_2x_all_in_cost_proxy,8,2,92.76437847866026,-121.87063858998536,-0.04874825543599414,-12.284560369870524,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N50000_C2_zerodha_2x_all_in_cost_proxy_CAP500000,event_depth_pressure_continuation,60,top_25pct_abs_signal,50000.0,500000.0,2,zerodha_2x_all_in_cost_proxy,8,2,92.76437847866026,-121.87063858998536,-0.02437412771799707,-6.142280184935262,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N50000_C4_zerodha_2x_all_in_cost_proxy_CAP100000,event_depth_pressure_continuation,60,top_25pct_abs_signal,50000.0,100000.0,4,zerodha_2x_all_in_cost_proxy,8,2,92.76437847866026,-121.87063858998536,-0.12187063858998537,-30.71140092467631,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N50000_C4_zerodha_2x_all_in_cost_proxy_CAP250000,event_depth_pressure_continuation,60,top_25pct_abs_signal,50000.0,250000.0,4,zerodha_2x_all_in_cost_proxy,8,4,-534.2655091905901,-963.9537727796619,-0.3855815091118648,-97.16654029618992,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N50000_C4_zerodha_2x_all_in_cost_proxy_CAP500000,event_depth_pressure_continuation,60,top_25pct_abs_signal,50000.0,500000.0,4,zerodha_2x_all_in_cost_proxy,8,4,-534.2655091905901,-963.9537727796619,-0.1927907545559324,-48.58327014809496,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N100000_C1_zerodha_base_CAP100000,event_depth_pressure_continuation,60,top_25pct_abs_signal,100000.0,100000.0,1,zerodha_base,8,1,185.52875695732052,102.84061706863778,0.10284061706863777,25.91583550129672,1,1,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N100000_C1_zerodha_base_CAP250000,event_depth_pressure_continuation,60,top_25pct_abs_signal,100000.0,250000.0,1,zerodha_base,8,1,185.52875695732052,102.84061706863778,0.04113624682745511,10.366334200518688,0,1,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N100000_C1_zerodha_base_CAP500000,event_depth_pressure_continuation,60,top_25pct_abs_signal,100000.0,500000.0,1,zerodha_base,8,1,185.52875695732052,102.84061706863778,0.020568123413727556,5.183167100259344,0,1,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N100000_C2_zerodha_base_CAP100000,event_depth_pressure_continuation,60,top_25pct_abs_signal,100000.0,100000.0,2,zerodha_base,8,1,185.52875695732052,102.84061706863778,0.10284061706863777,25.91583550129672,1,1,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N100000_C2_zerodha_base_CAP250000,event_depth_pressure_continuation,60,top_25pct_abs_signal,100000.0,250000.0,2,zerodha_base,8,2,185.52875695732052,20.15941706863778,0.008063766827455111,2.032069240518688,0,1,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N100000_C2_zerodha_base_CAP500000,event_depth_pressure_continuation,60,top_25pct_abs_signal,100000.0,500000.0,2,zerodha_base,8,2,185.52875695732052,20.15941706863778,0.004031883413727556,1.016034620259344,0,1,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N100000_C4_zerodha_base_CAP100000,event_depth_pressure_continuation,60,top_25pct_abs_signal,100000.0,100000.0,4,zerodha_base,8,1,185.52875695732052,102.84061706863778,0.10284061706863777,25.91583550129672,1,1,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N100000_C4_zerodha_base_CAP250000,event_depth_pressure_continuation,60,top_25pct_abs_signal,100000.0,250000.0,4,zerodha_base,8,2,185.52875695732052,20.15941706863778,0.008063766827455111,2.032069240518688,0,1,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N100000_C4_zerodha_base_CAP500000,event_depth_pressure_continuation,60,top_25pct_abs_signal,100000.0,500000.0,4,zerodha_base,8,4,-1068.5310183811803,-1399.3096676298192,-0.27986193352596384,-70.52520724854288,0,0,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N100000_C1_zerodha_plus_1bp_slippage_CAP100000,event_depth_pressure_continuation,60,top_25pct_abs_signal,100000.0,100000.0,1,zerodha_plus_1bp_slippage,8,1,185.52875695732052,82.82206419294205,0.08282206419294205,20.871160176621398,1,1,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N100000_C1_zerodha_plus_1bp_slippage_CAP250000,event_depth_pressure_continuation,60,top_25pct_abs_signal,100000.0,250000.0,1,zerodha_plus_1bp_slippage,8,1,185.52875695732052,82.82206419294205,0.033128825677176815,8.348464070648557,0,1,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N100000_C1_zerodha_plus_1bp_slippage_CAP500000,event_depth_pressure_continuation,60,top_25pct_abs_signal,100000.0,500000.0,1,zerodha_plus_1bp_slippage,8,1,185.52875695732052,82.82206419294205,0.016564412838588408,4.1742320353242786,0,1,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N100000_C2_zerodha_plus_1bp_slippage_CAP100000,event_depth_pressure_continuation,60,top_25pct_abs_signal,100000.0,100000.0,2,zerodha_plus_1bp_slippage,8,1,185.52875695732052,82.82206419294205,0.08282206419294205,20.871160176621398,1,1,1,0
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N100000_C2_zerodha_plus_1bp_slippage_CAP250000,event_depth_pressure_continuation,60,top_25pct_abs_signal,100000.0,250000.0,2,zerodha_plus_1bp_slippage,8,2,185.52875695732052,-19.859135807057953,-0.007943654322823181,-2.0018008893514416,0,0,1,0
