shard_id,trade_month,symbol,source_rows,target_dense_multiplier,target_dense_rows,estimated_dense_bytes,estimated_runtime_seconds
dense_target_WIPRO_2026-10,2026-10,WIPRO,8245,1983.4142901697412,16353251,244638750.21803957,42.39274382503295
dense_target_WIPRO_2026-01,2026-01,WIPRO,8239,1983.4142901697412,16341350,244460715.5406323,42.36189270899115
dense_target_ITC_2026-10,2026-10,ITC,8238,1983.4142901697412,16339367,244431050.57421783,42.35675215247397
dense_target_ITBEES_2026-10,2026-10,ITBEES,8237,1983.4142901697412,16337384,244401385.60780337,42.351611595956804
dense_target_ULTRACEMCO_2026-01,2026-01,ULTRACEMCO,8237,1983.4142901697412,16337384,244401385.60780337,42.351611595956804
dense_target_BPCL_2026-09,2026-09,BPCL,8236,1983.4142901697412,16335400,244371705.68174875,42.34646844712671
dense_target_BHARTIARTL_2026-10,2026-10,BHARTIARTL,8234,1983.4142901697412,16331433,244312360.78927967,42.33618474177944
dense_target_MARUTI_2026-10,2026-10,MARUTI,8234,1983.4142901697412,16331433,244312360.78927967,42.33618474177944
dense_target_NESTLEIND_2026-06,2026-06,NESTLEIND,8234,1983.4142901697412,16331433,244312360.78927967,42.33618474177944
dense_target_NIFTYBEES_2026-06,2026-06,NIFTYBEES,8234,1983.4142901697412,16331433,244312360.78927967,42.33618474177944
dense_target_BRITANNIA_2026-09,2026-09,BRITANNIA,8233,1983.4142901697412,16329450,244282695.8228652,42.331044185262265
dense_target_NIFTYBEES_2026-09,2026-09,NIFTYBEES,8233,1983.4142901697412,16329450,244282695.8228652,42.331044185262265
dense_target_BPCL_2026-03,2026-03,BPCL,8232,1983.4142901697412,16327466,244253015.8968106,42.32590103643217
dense_target_CIPLA_2026-03,2026-03,CIPLA,8232,1983.4142901697412,16327466,244253015.8968106,42.32590103643217
dense_target_TCS_2026-09,2026-09,TCS,8232,1983.4142901697412,16327466,244253015.8968106,42.32590103643217
dense_target_GOLDBEES_2026-10,2026-10,GOLDBEES,8231,1983.4142901697412,16325483,244223350.9303961,42.320760479915
dense_target_ICICIBANK_2026-06,2026-06,ICICIBANK,8231,1983.4142901697412,16325483,244223350.9303961,42.320760479915
dense_target_NIFTYBEES_2026-01,2026-01,NIFTYBEES,8231,1983.4142901697412,16325483,244223350.9303961,42.320760479915
dense_target_ULTRACEMCO_2026-10,2026-10,ULTRACEMCO,8231,1983.4142901697412,16325483,244223350.9303961,42.320760479915
dense_target_ITC_2026-06,2026-06,ITC,8230,1983.4142901697412,16323500,244193685.96398163,42.315619923397826
dense_target_BHARTIARTL_2026-01,2026-01,BHARTIARTL,8229,1983.4142901697412,16321516,244164006.03792703,42.31047677456773
dense_target_ITBEES_2026-04,2026-04,ITBEES,8229,1983.4142901697412,16321516,244164006.03792703,42.31047677456773
dense_target_LT_2026-09,2026-09,LT,8229,1983.4142901697412,16321516,244164006.03792703,42.31047677456773
dense_target_MARUTI_2026-01,2026-01,MARUTI,8229,1983.4142901697412,16321516,244164006.03792703,42.31047677456773
dense_target_ONGC_2026-10,2026-10,ONGC,8229,1983.4142901697412,16321516,244164006.03792703,42.31047677456773
dense_target_SBIN_2026-04,2026-04,SBIN,8229,1983.4142901697412,16321516,244164006.03792703,42.31047677456773
dense_target_TECHM_2026-04,2026-04,TECHM,8229,1983.4142901697412,16321516,244164006.03792703,42.31047677456773
dense_target_ULTRACEMCO_2026-04,2026-04,ULTRACEMCO,8229,1983.4142901697412,16321516,244164006.03792703,42.31047677456773
dense_target_BPCL_2026-01,2026-01,BPCL,8228,1983.4142901697412,16319533,244134341.07151255,42.305336218050556
dense_target_BRITANNIA_2026-01,2026-01,BRITANNIA,8228,1983.4142901697412,16319533,244134341.07151255,42.305336218050556
dense_target_TCS_2026-01,2026-01,TCS,8228,1983.4142901697412,16319533,244134341.07151255,42.305336218050556
dense_target_ULTRACEMCO_2026-06,2026-06,ULTRACEMCO,8228,1983.4142901697412,16319533,244134341.07151255,42.305336218050556
dense_target_WIPRO_2026-03,2026-03,WIPRO,8228,1983.4142901697412,16319533,244134341.07151255,42.305336218050556
dense_target_BHARTIARTL_2026-04,2026-04,BHARTIARTL,8227,1983.4142901697412,16317549,244104661.14545795,42.30019306922046
dense_target_ITC_2026-01,2026-01,ITC,8227,1983.4142901697412,16317549,244104661.14545795,42.30019306922046
dense_target_KOTAKBANK_2026-06,2026-06,KOTAKBANK,8227,1983.4142901697412,16317549,244104661.14545795,42.30019306922046
dense_target_M&M_2026-01,2026-01,M&M,8227,1983.4142901697412,16317549,244104661.14545795,42.30019306922046
dense_target_TCS_2026-03,2026-03,TCS,8227,1983.4142901697412,16317549,244104661.14545795,42.30019306922046
dense_target_ULTRACEMCO_2026-09,2026-09,ULTRACEMCO,8227,1983.4142901697412,16317549,244104661.14545795,42.30019306922046
dense_target_AXISBANK_2026-09,2026-09,AXISBANK,8226,1983.4142901697412,16315566,244074996.17904347,42.29505251270329
dense_target_BHARTIARTL_2026-03,2026-03,BHARTIARTL,8226,1983.4142901697412,16315566,244074996.17904347,42.29505251270329
dense_target_HINDUNILVR_2026-06,2026-06,HINDUNILVR,8226,1983.4142901697412,16315566,244074996.17904347,42.29505251270329
dense_target_AXISBANK_2026-01,2026-01,AXISBANK,8225,1983.4142901697412,16313583,244045331.212629,42.28991195618612
dense_target_BANKBEES_2026-03,2026-03,BANKBEES,8225,1983.4142901697412,16313583,244045331.212629,42.28991195618612
dense_target_INFY_2026-01,2026-01,INFY,8225,1983.4142901697412,16313583,244045331.212629,42.28991195618612
dense_target_ITBEES_2026-01,2026-01,ITBEES,8225,1983.4142901697412,16313583,244045331.212629,42.28991195618612
dense_target_KOTAKBANK_2026-10,2026-10,KOTAKBANK,8225,1983.4142901697412,16313583,244045331.212629,42.28991195618612
dense_target_MARUTI_2026-03,2026-03,MARUTI,8225,1983.4142901697412,16313583,244045331.212629,42.28991195618612
dense_target_ONGC_2026-09,2026-09,ONGC,8225,1983.4142901697412,16313583,244045331.212629,42.28991195618612
dense_target_SUNPHARMA_2026-10,2026-10,SUNPHARMA,8225,1983.4142901697412,16313583,244045331.212629,42.28991195618612
dense_target_AXISBANK_2026-06,2026-06,AXISBANK,8224,1983.4142901697412,16311599,244015651.2865744,42.28476880735602
dense_target_BRITANNIA_2026-10,2026-10,BRITANNIA,8224,1983.4142901697412,16311599,244015651.2865744,42.28476880735602
dense_target_BAJAJ-AUTO_2026-10,2026-10,BAJAJ-AUTO,8223,1983.4142901697412,16309616,243985986.3201599,42.27962825083885
dense_target_HCLTECH_2026-06,2026-06,HCLTECH,8223,1983.4142901697412,16309616,243985986.3201599,42.27962825083885
dense_target_INFY_2026-09,2026-09,INFY,8223,1983.4142901697412,16309616,243985986.3201599,42.27962825083885
dense_target_JUNIORBEES_2026-04,2026-04,JUNIORBEES,8223,1983.4142901697412,16309616,243985986.3201599,42.27962825083885
dense_target_RELIANCE_2026-03,2026-03,RELIANCE,8223,1983.4142901697412,16309616,243985986.3201599,42.27962825083885
dense_target_RELIANCE_2026-09,2026-09,RELIANCE,8223,1983.4142901697412,16309616,243985986.3201599,42.27962825083885
dense_target_WIPRO_2026-09,2026-09,WIPRO,8223,1983.4142901697412,16309616,243985986.3201599,42.27962825083885
dense_target_BANKBEES_2026-04,2026-04,BANKBEES,8222,1983.4142901697412,16307632,243956306.39410532,42.274485102008754
dense_target_BHARTIARTL_2026-09,2026-09,BHARTIARTL,8222,1983.4142901697412,16307632,243956306.39410532,42.274485102008754
dense_target_BPCL_2026-04,2026-04,BPCL,8222,1983.4142901697412,16307632,243956306.39410532,42.274485102008754
dense_target_GOLDBEES_2026-01,2026-01,GOLDBEES,8222,1983.4142901697412,16307632,243956306.39410532,42.274485102008754
dense_target_INFY_2026-06,2026-06,INFY,8222,1983.4142901697412,16307632,243956306.39410532,42.274485102008754
dense_target_JUNIORBEES_2026-10,2026-10,JUNIORBEES,8222,1983.4142901697412,16307632,243956306.39410532,42.274485102008754
dense_target_LT_2026-10,2026-10,LT,8222,1983.4142901697412,16307632,243956306.39410532,42.274485102008754
dense_target_M&M_2026-09,2026-09,M&M,8222,1983.4142901697412,16307632,243956306.39410532,42.274485102008754
dense_target_SUNPHARMA_2026-04,2026-04,SUNPHARMA,8222,1983.4142901697412,16307632,243956306.39410532,42.274485102008754
dense_target_ADANIPORTS_2026-01,2026-01,ADANIPORTS,8221,1983.4142901697412,16305649,243926641.42769083,42.269344545491585
dense_target_BAJAJ-AUTO_2026-01,2026-01,BAJAJ-AUTO,8221,1983.4142901697412,16305649,243926641.42769083,42.269344545491585
dense_target_BAJAJ-AUTO_2026-03,2026-03,BAJAJ-AUTO,8221,1983.4142901697412,16305649,243926641.42769083,42.269344545491585
dense_target_HCLTECH_2026-03,2026-03,HCLTECH,8221,1983.4142901697412,16305649,243926641.42769083,42.269344545491585
dense_target_HCLTECH_2026-10,2026-10,HCLTECH,8221,1983.4142901697412,16305649,243926641.42769083,42.269344545491585
dense_target_ICICIBANK_2026-04,2026-04,ICICIBANK,8221,1983.4142901697412,16305649,243926641.42769083,42.269344545491585
dense_target_INFY_2026-10,2026-10,INFY,8221,1983.4142901697412,16305649,243926641.42769083,42.269344545491585
dense_target_M&M_2026-06,2026-06,M&M,8221,1983.4142901697412,16305649,243926641.42769083,42.269344545491585
dense_target_NESTLEIND_2026-03,2026-03,NESTLEIND,8221,1983.4142901697412,16305649,243926641.42769083,42.269344545491585
dense_target_NESTLEIND_2026-10,2026-10,NESTLEIND,8221,1983.4142901697412,16305649,243926641.42769083,42.269344545491585
dense_target_TCS_2026-10,2026-10,TCS,8221,1983.4142901697412,16305649,243926641.42769083,42.269344545491585
dense_target_ULTRACEMCO_2026-03,2026-03,ULTRACEMCO,8221,1983.4142901697412,16305649,243926641.42769083,42.269344545491585
dense_target_ADANIPORTS_2026-10,2026-10,ADANIPORTS,8220,1983.4142901697412,16303665,243896961.5016362,42.26420139666149
dense_target_BANKBEES_2026-09,2026-09,BANKBEES,8220,1983.4142901697412,16303665,243896961.5016362,42.26420139666149
dense_target_BPCL_2026-10,2026-10,BPCL,8220,1983.4142901697412,16303665,243896961.5016362,42.26420139666149
dense_target_DRREDDY_2026-10,2026-10,DRREDDY,8220,1983.4142901697412,16303665,243896961.5016362,42.26420139666149
dense_target_HDFCBANK_2026-01,2026-01,HDFCBANK,8220,1983.4142901697412,16303665,243896961.5016362,42.26420139666149
dense_target_HDFCBANK_2026-03,2026-03,HDFCBANK,8220,1983.4142901697412,16303665,243896961.5016362,42.26420139666149
dense_target_ITC_2026-09,2026-09,ITC,8220,1983.4142901697412,16303665,243896961.5016362,42.26420139666149
dense_target_SUNPHARMA_2026-01,2026-01,SUNPHARMA,8220,1983.4142901697412,16303665,243896961.5016362,42.26420139666149
dense_target_SUNPHARMA_2026-03,2026-03,SUNPHARMA,8220,1983.4142901697412,16303665,243896961.5016362,42.26420139666149
dense_target_ADANIPORTS_2026-06,2026-06,ADANIPORTS,8219,1983.4142901697412,16301682,243867296.53522176,42.259060840144315
dense_target_BHARTIARTL_2026-06,2026-06,BHARTIARTL,8219,1983.4142901697412,16301682,243867296.53522176,42.259060840144315
dense_target_GOLDBEES_2026-06,2026-06,GOLDBEES,8219,1983.4142901697412,16301682,243867296.53522176,42.259060840144315
dense_target_ICICIBANK_2026-01,2026-01,ICICIBANK,8219,1983.4142901697412,16301682,243867296.53522176,42.259060840144315
dense_target_ICICIBANK_2026-10,2026-10,ICICIBANK,8219,1983.4142901697412,16301682,243867296.53522176,42.259060840144315
dense_target_JUNIORBEES_2026-06,2026-06,JUNIORBEES,8219,1983.4142901697412,16301682,243867296.53522176,42.259060840144315
dense_target_MARUTI_2026-06,2026-06,MARUTI,8219,1983.4142901697412,16301682,243867296.53522176,42.259060840144315
dense_target_ONGC_2026-01,2026-01,ONGC,8219,1983.4142901697412,16301682,243867296.53522176,42.259060840144315
dense_target_AXISBANK_2026-03,2026-03,AXISBANK,8218,1983.4142901697412,16299699,243837631.56880727,42.25392028362714
dense_target_CIPLA_2026-04,2026-04,CIPLA,8218,1983.4142901697412,16299699,243837631.56880727,42.25392028362714
dense_target_DRREDDY_2026-01,2026-01,DRREDDY,8218,1983.4142901697412,16299699,243837631.56880727,42.25392028362714
dense_target_GOLDBEES_2026-03,2026-03,GOLDBEES,8218,1983.4142901697412,16299699,243837631.56880727,42.25392028362714
dense_target_HCLTECH_2026-01,2026-01,HCLTECH,8218,1983.4142901697412,16299699,243837631.56880727,42.25392028362714
dense_target_ICICIBANK_2026-09,2026-09,ICICIBANK,8218,1983.4142901697412,16299699,243837631.56880727,42.25392028362714
dense_target_KOTAKBANK_2026-01,2026-01,KOTAKBANK,8218,1983.4142901697412,16299699,243837631.56880727,42.25392028362714
dense_target_LT_2026-01,2026-01,LT,8218,1983.4142901697412,16299699,243837631.56880727,42.25392028362714
dense_target_NIFTYBEES_2026-03,2026-03,NIFTYBEES,8218,1983.4142901697412,16299699,243837631.56880727,42.25392028362714
dense_target_BAJAJ-AUTO_2026-09,2026-09,BAJAJ-AUTO,8217,1983.4142901697412,16297715,243807951.64275268,42.248777134797045
dense_target_GOLDBEES_2026-04,2026-04,GOLDBEES,8217,1983.4142901697412,16297715,243807951.64275268,42.248777134797045
dense_target_M&M_2026-10,2026-10,M&M,8217,1983.4142901697412,16297715,243807951.64275268,42.248777134797045
dense_target_MARUTI_2026-09,2026-09,MARUTI,8217,1983.4142901697412,16297715,243807951.64275268,42.248777134797045
dense_target_NIFTYBEES_2026-04,2026-04,NIFTYBEES,8217,1983.4142901697412,16297715,243807951.64275268,42.248777134797045
dense_target_TCS_2026-04,2026-04,TCS,8217,1983.4142901697412,16297715,243807951.64275268,42.248777134797045
dense_target_TECHM_2026-01,2026-01,TECHM,8217,1983.4142901697412,16297715,243807951.64275268,42.248777134797045
dense_target_BANKBEES_2026-01,2026-01,BANKBEES,8216,1983.4142901697412,16295732,243778286.6763382,42.24363657827987
dense_target_CIPLA_2026-01,2026-01,CIPLA,8216,1983.4142901697412,16295732,243778286.6763382,42.24363657827987
dense_target_HINDUNILVR_2026-03,2026-03,HINDUNILVR,8216,1983.4142901697412,16295732,243778286.6763382,42.24363657827987
dense_target_HINDUNILVR_2026-09,2026-09,HINDUNILVR,8216,1983.4142901697412,16295732,243778286.6763382,42.24363657827987
dense_target_ICICIBANK_2026-03,2026-03,ICICIBANK,8216,1983.4142901697412,16295732,243778286.6763382,42.24363657827987
dense_target_KOTAKBANK_2026-03,2026-03,KOTAKBANK,8216,1983.4142901697412,16295732,243778286.6763382,42.24363657827987
dense_target_M&M_2026-03,2026-03,M&M,8216,1983.4142901697412,16295732,243778286.6763382,42.24363657827987
dense_target_NESTLEIND_2026-01,2026-01,NESTLEIND,8216,1983.4142901697412,16295732,243778286.6763382,42.24363657827987
dense_target_BAJAJ-AUTO_2026-04,2026-04,BAJAJ-AUTO,8215,1983.4142901697412,16293748,243748606.75028357,42.23849342944978
dense_target_BANKBEES_2026-10,2026-10,BANKBEES,8215,1983.4142901697412,16293748,243748606.75028357,42.23849342944978
dense_target_DRREDDY_2026-06,2026-06,DRREDDY,8215,1983.4142901697412,16293748,243748606.75028357,42.23849342944978
dense_target_HCLTECH_2026-04,2026-04,HCLTECH,8215,1983.4142901697412,16293748,243748606.75028357,42.23849342944978
dense_target_KOTAKBANK_2026-04,2026-04,KOTAKBANK,8215,1983.4142901697412,16293748,243748606.75028357,42.23849342944978
dense_target_LT_2026-03,2026-03,LT,8215,1983.4142901697412,16293748,243748606.75028357,42.23849342944978
dense_target_NESTLEIND_2026-04,2026-04,NESTLEIND,8215,1983.4142901697412,16293748,243748606.75028357,42.23849342944978
dense_target_ONGC_2026-03,2026-03,ONGC,8215,1983.4142901697412,16293748,243748606.75028357,42.23849342944978
dense_target_SBIN_2026-01,2026-01,SBIN,8215,1983.4142901697412,16293748,243748606.75028357,42.23849342944978
dense_target_ADANIPORTS_2026-09,2026-09,ADANIPORTS,8214,1983.4142901697412,16291765,243718941.78386912,42.233352872932606
dense_target_BAJAJ-AUTO_2026-06,2026-06,BAJAJ-AUTO,8214,1983.4142901697412,16291765,243718941.78386912,42.233352872932606
dense_target_CIPLA_2026-09,2026-09,CIPLA,8214,1983.4142901697412,16291765,243718941.78386912,42.233352872932606
dense_target_DRREDDY_2026-03,2026-03,DRREDDY,8214,1983.4142901697412,16291765,243718941.78386912,42.233352872932606
dense_target_GOLDBEES_2026-09,2026-09,GOLDBEES,8214,1983.4142901697412,16291765,243718941.78386912,42.233352872932606
dense_target_M&M_2026-04,2026-04,M&M,8214,1983.4142901697412,16291765,243718941.78386912,42.233352872932606
dense_target_RELIANCE_2026-01,2026-01,RELIANCE,8214,1983.4142901697412,16291765,243718941.78386912,42.233352872932606
dense_target_SUNPHARMA_2026-09,2026-09,SUNPHARMA,8214,1983.4142901697412,16291765,243718941.78386912,42.233352872932606
dense_target_TECHM_2026-09,2026-09,TECHM,8214,1983.4142901697412,16291765,243718941.78386912,42.233352872932606
dense_target_TECHM_2026-10,2026-10,TECHM,8214,1983.4142901697412,16291765,243718941.78386912,42.233352872932606
dense_target_WIPRO_2026-06,2026-06,WIPRO,8214,1983.4142901697412,16291765,243718941.78386912,42.233352872932606
dense_target_ADANIPORTS_2026-03,2026-03,ADANIPORTS,8213,1983.4142901697412,16289782,243689276.81745464,42.22821231641543
dense_target_AXISBANK_2026-10,2026-10,AXISBANK,8213,1983.4142901697412,16289782,243689276.81745464,42.22821231641543
dense_target_BRITANNIA_2026-04,2026-04,BRITANNIA,8213,1983.4142901697412,16289782,243689276.81745464,42.22821231641543
dense_target_HCLTECH_2026-09,2026-09,HCLTECH,8213,1983.4142901697412,16289782,243689276.81745464,42.22821231641543
dense_target_JUNIORBEES_2026-03,2026-03,JUNIORBEES,8213,1983.4142901697412,16289782,243689276.81745464,42.22821231641543
dense_target_KOTAKBANK_2026-09,2026-09,KOTAKBANK,8213,1983.4142901697412,16289782,243689276.81745464,42.22821231641543
dense_target_AXISBANK_2026-04,2026-04,AXISBANK,8212,1983.4142901697412,16287798,243659596.8914,42.22306916758534
dense_target_HDFCBANK_2026-04,2026-04,HDFCBANK,8212,1983.4142901697412,16287798,243659596.8914,42.22306916758534
dense_target_HDFCBANK_2026-10,2026-10,HDFCBANK,8212,1983.4142901697412,16287798,243659596.8914,42.22306916758534
dense_target_ITC_2026-04,2026-04,ITC,8212,1983.4142901697412,16287798,243659596.8914,42.22306916758534
dense_target_RELIANCE_2026-04,2026-04,RELIANCE,8212,1983.4142901697412,16287798,243659596.8914,42.22306916758534
dense_target_ADANIPORTS_2026-04,2026-04,ADANIPORTS,8211,1983.4142901697412,16285815,243629931.92498556,42.21792861106816
dense_target_HINDUNILVR_2026-10,2026-10,HINDUNILVR,8211,1983.4142901697412,16285815,243629931.92498556,42.21792861106816
dense_target_NIFTYBEES_2026-10,2026-10,NIFTYBEES,8211,1983.4142901697412,16285815,243629931.92498556,42.21792861106816
dense_target_ONGC_2026-06,2026-06,ONGC,8211,1983.4142901697412,16285815,243629931.92498556,42.21792861106816
dense_target_SBIN_2026-06,2026-06,SBIN,8211,1983.4142901697412,16285815,243629931.92498556,42.21792861106816
dense_target_TECHM_2026-03,2026-03,TECHM,8211,1983.4142901697412,16285815,243629931.92498556,42.21792861106816
dense_target_BRITANNIA_2026-06,2026-06,BRITANNIA,8210,1983.4142901697412,16283831,243600251.99893093,42.21278546223807
dense_target_INFY_2026-03,2026-03,INFY,8210,1983.4142901697412,16283831,243600251.99893093,42.21278546223807
dense_target_ITBEES_2026-03,2026-03,ITBEES,8210,1983.4142901697412,16283831,243600251.99893093,42.21278546223807
dense_target_RELIANCE_2026-06,2026-06,RELIANCE,8210,1983.4142901697412,16283831,243600251.99893093,42.21278546223807
dense_target_SBIN_2026-10,2026-10,SBIN,8210,1983.4142901697412,16283831,243600251.99893093,42.21278546223807
dense_target_BPCL_2026-06,2026-06,BPCL,8209,1983.4142901697412,16281848,243570587.03251648,42.2076449057209
dense_target_BRITANNIA_2026-03,2026-03,BRITANNIA,8209,1983.4142901697412,16281848,243570587.03251648,42.2076449057209
dense_target_ITBEES_2026-06,2026-06,ITBEES,8209,1983.4142901697412,16281848,243570587.03251648,42.2076449057209
dense_target_JUNIORBEES_2026-01,2026-01,JUNIORBEES,8209,1983.4142901697412,16281848,243570587.03251648,42.2076449057209
dense_target_JUNIORBEES_2026-09,2026-09,JUNIORBEES,8209,1983.4142901697412,16281848,243570587.03251648,42.2076449057209
dense_target_MARUTI_2026-04,2026-04,MARUTI,8209,1983.4142901697412,16281848,243570587.03251648,42.2076449057209
dense_target_TECHM_2026-06,2026-06,TECHM,8209,1983.4142901697412,16281848,243570587.03251648,42.2076449057209
dense_target_CIPLA_2026-06,2026-06,CIPLA,8208,1983.4142901697412,16279864,243540907.10646185,42.202501756890804
dense_target_HDFCBANK_2026-09,2026-09,HDFCBANK,8208,1983.4142901697412,16279864,243540907.10646185,42.202501756890804
dense_target_TCS_2026-06,2026-06,TCS,8208,1983.4142901697412,16279864,243540907.10646185,42.202501756890804
dense_target_WIPRO_2026-04,2026-04,WIPRO,8208,1983.4142901697412,16279864,243540907.10646185,42.202501756890804
dense_target_CIPLA_2026-10,2026-10,CIPLA,8207,1983.4142901697412,16277881,243511242.14004737,42.19736120037363
dense_target_HINDUNILVR_2026-01,2026-01,HINDUNILVR,8207,1983.4142901697412,16277881,243511242.14004737,42.19736120037363
dense_target_ITBEES_2026-09,2026-09,ITBEES,8207,1983.4142901697412,16277881,243511242.14004737,42.19736120037363
dense_target_SUNPHARMA_2026-06,2026-06,SUNPHARMA,8207,1983.4142901697412,16277881,243511242.14004737,42.19736120037363
dense_target_SBIN_2026-09,2026-09,SBIN,8206,1983.4142901697412,16275898,243481577.17363292,42.19222064385645
dense_target_NESTLEIND_2026-09,2026-09,NESTLEIND,8205,1983.4142901697412,16273914,243451897.2475783,42.18707749502636
dense_target_RELIANCE_2026-10,2026-10,RELIANCE,8205,1983.4142901697412,16273914,243451897.2475783,42.18707749502636
dense_target_SBIN_2026-03,2026-03,SBIN,8205,1983.4142901697412,16273914,243451897.2475783,42.18707749502636
dense_target_DRREDDY_2026-04,2026-04,DRREDDY,8203,1983.4142901697412,16269947,243392552.3551092,42.176793789679095
dense_target_BANKBEES_2026-06,2026-06,BANKBEES,8202,1983.4142901697412,16267964,243362887.38869473,42.17165323316192
dense_target_HINDUNILVR_2026-04,2026-04,HINDUNILVR,8201,1983.4142901697412,16265981,243333222.42228028,42.16651267664474
dense_target_LT_2026-06,2026-06,LT,8199,1983.4142901697412,16262014,243273877.5298112,42.15622897129747
dense_target_ONGC_2026-04,2026-04,ONGC,8199,1983.4142901697412,16262014,243273877.5298112,42.15622897129747
dense_target_HDFCBANK_2026-06,2026-06,HDFCBANK,8198,1983.4142901697412,16260030,243244197.60375658,42.15108582246739
dense_target_ITC_2026-03,2026-03,ITC,8198,1983.4142901697412,16260030,243244197.60375658,42.15108582246739
dense_target_LT_2026-04,2026-04,LT,8198,1983.4142901697412,16260030,243244197.60375658,42.15108582246739
dense_target_INFY_2026-04,2026-04,INFY,8197,1983.4142901697412,16258047,243214532.6373421,42.14594526595021
dense_target_DRREDDY_2026-09,2026-09,DRREDDY,8196,1983.4142901697412,16256064,243184867.67092764,42.140804709433034
dense_target_TCS_2026-05,2026-05,TCS,7866,1983.4142901697412,15601537,233393379.28345272,40.44406591189563
dense_target_SBIN_2026-08,2026-08,SBIN,7863,1983.4142901697412,15595587,233304369.42456916,40.42864165003119
dense_target_BPCL_2026-11,2026-11,BPCL,7861,1983.4142901697412,15591620,233245024.53210008,40.41835794468392
dense_target_BRITANNIA_2026-05,2026-05,BRITANNIA,7860,1983.4142901697412,15589636,233215344.60604545,40.413214795853825
