candidate_id,latency_profile_id,split_bucket,decision_events,decision_rate,max_decision_rate,decision_rate_pass,dates_with_events,symbols_with_events,net_return_bps_after_cost_proxy_mean,gross_return_bps_proxy_mean,cost_bound_bps_mean,net_edge_over_shuffled_time_bps_mean,net_positive_event_fraction,test_rows_used,promotion_allowed
P195_TOP5_FOLLOW_I60_S1p5_Z2_Q0_R50,P180_STRESSED_RETAIL,train,4100,0.0037976500882258954,0.005,1,2,29,-12.62819435955305,0.1541432259474265,12.782337585500475,0.12146888634499113,0.0004878048780487805,0,0
P195_TOP5_FOLLOW_I60_S1p5_Z2_Q0_R100,P180_RETAIL_MARKETABLE_DEFAULT,train,4100,0.0037976500882258954,0.01,1,2,29,-10.988421425848863,0.1541432259474265,11.142564651796288,0.1542421730253533,0.0007317073170731707,0,0
P195_TOP5_FOLLOW_I60_S1p5_Z2_Q0_R100,P180_STRESSED_RETAIL,train,4100,0.0037976500882258954,0.01,1,2,29,-12.62819435955305,0.1541432259474265,12.782337585500475,0.1651439591723768,0.0004878048780487805,0,0
P195_TOP5_FOLLOW_I60_S1p5_Z2_Q1_R50,P180_RETAIL_MARKETABLE_DEFAULT,train,4068,0.003768009892415352,0.005,1,2,29,-10.989666810444778,0.1551343179033677,11.14480112834815,0.13481468226881485,0.0007374631268436578,0,0
P195_TOP5_FOLLOW_I60_S1p5_Z2_Q1_R50,P180_STRESSED_RETAIL,train,4068,0.003768009892415352,0.005,1,2,29,-12.630716585544418,0.1551343179033677,12.785850903447786,0.1580516120082631,0.0004916420845624386,0,0
P195_TOP5_FOLLOW_I60_S1p5_Z2_Q1_R100,P180_RETAIL_MARKETABLE_DEFAULT,train,4068,0.003768009892415352,0.01,1,2,29,-10.989666810444778,0.1551343179033677,11.14480112834815,0.17805417883222807,0.0007374631268436578,0,0
P195_TOP5_FOLLOW_I60_S1p5_Z2_Q1_R100,P180_STRESSED_RETAIL,train,4068,0.003768009892415352,0.01,1,2,29,-12.630716585544418,0.1551343179033677,12.785850903447786,0.12163376440583919,0.0004916420845624386,0,0
P195_TOP5_FOLLOW_I60_S2p5_Z0_Q0_R50,P180_RETAIL_MARKETABLE_DEFAULT,train,152555,0.1413050022461711,0.005,0,3,31,-9.018631995409077,3.0975390252329893,12.116171020642067,2.7016184839072825,0.0017305234177837502,0,0
P195_TOP5_FOLLOW_I60_S2p5_Z0_Q0_R50,P180_STRESSED_RETAIL,train,152555,0.1413050022461711,0.005,0,3,31,-11.100394359252364,3.0975390252329893,14.197933384485355,2.433046252132911,0.0013699977057454688,0,0
P195_TOP5_FOLLOW_I60_S2p5_Z0_Q0_R100,P180_RETAIL_MARKETABLE_DEFAULT,train,152555,0.1413050022461711,0.01,0,3,31,-9.018631995409077,3.0975390252329893,12.116171020642067,2.958386766803917,0.0017305234177837502,0,0
P195_TOP5_FOLLOW_I60_S2p5_Z0_Q0_R100,P180_STRESSED_RETAIL,train,152555,0.1413050022461711,0.01,0,3,31,-11.100394359252364,3.0975390252329893,14.197933384485355,2.825324548687623,0.0013699977057454688,0,0
P195_TOP5_FOLLOW_I60_S2p5_Z0_Q1_R50,P180_RETAIL_MARKETABLE_DEFAULT,train,124371,0.11519939978603484,0.005,0,3,31,-8.794963135614054,3.270053752047488,12.065016887661542,2.786793704594888,0.002002074438574909,0,0
P195_TOP5_FOLLOW_I60_S2p5_Z0_Q1_R50,P180_STRESSED_RETAIL,train,124371,0.11519939978603484,0.005,0,3,31,-10.831693551664543,3.270053752047488,14.101747303712028,3.1023385692672907,0.0015678896205707118,0,0
P195_TOP5_FOLLOW_I60_S2p5_Z0_Q1_R100,P180_RETAIL_MARKETABLE_DEFAULT,train,124371,0.11519939978603484,0.01,0,3,31,-8.794963135614054,3.270053752047488,12.065016887661542,2.9354040236739927,0.002002074438574909,0,0
P195_TOP5_FOLLOW_I60_S2p5_Z0_Q1_R100,P180_STRESSED_RETAIL,train,124371,0.11519939978603484,0.01,0,3,31,-10.831693551664543,3.270053752047488,14.101747303712028,2.7769260593968874,0.0015678896205707118,0,0
P195_TOP5_FOLLOW_I60_S2p5_Z1_Q0_R50,P180_RETAIL_MARKETABLE_DEFAULT,train,10540,0.00976273949509779,0.005,0,2,31,-8.159372916865903,3.967634646673501,12.127007563539406,7.769791362823973,0.0014231499051233396,0,0
P195_TOP5_FOLLOW_I60_S2p5_Z1_Q0_R50,P180_STRESSED_RETAIL,train,10540,0.00976273949509779,0.005,0,2,31,-10.229707809859637,3.967634646673501,14.197342456533137,0.18185724683362336,0.0010436432637571157,0,0
P195_TOP5_FOLLOW_I60_S2p5_Z1_Q0_R100,P180_RETAIL_MARKETABLE_DEFAULT,train,10540,0.00976273949509779,0.01,1,2,31,-8.159372916865903,3.967634646673501,12.127007563539406,2.0632323215172566,0.0014231499051233396,0,0
P195_TOP5_FOLLOW_I60_S2p5_Z1_Q0_R100,P180_STRESSED_RETAIL,train,10540,0.00976273949509779,0.01,1,2,31,-10.229707809859637,3.967634646673501,14.197342456533137,2.0681554488112956,0.0010436432637571157,0,0
P195_TOP5_FOLLOW_I60_S2p5_Z1_Q1_R50,P180_RETAIL_MARKETABLE_DEFAULT,train,10420,0.00965158876080825,0.005,0,2,31,-8.112517266151992,4.012725426204712,12.125242692356705,2.078149821451104,0.0014395393474088292,0,0
P195_TOP5_FOLLOW_I60_S2p5_Z1_Q1_R50,P180_STRESSED_RETAIL,train,10420,0.00965158876080825,0.005,0,2,31,-10.18390839541327,4.012725426204712,14.196633821617985,2.0722939392108835,0.001055662188099808,0,0
P195_TOP5_FOLLOW_I60_S2p5_Z1_Q1_R100,P180_RETAIL_MARKETABLE_DEFAULT,train,10420,0.00965158876080825,0.01,1,2,31,-8.112517266151992,4.012725426204712,12.125242692356705,5.924321051918929,0.0014395393474088292,0,0
P195_TOP5_FOLLOW_I60_S2p5_Z1_Q1_R100,P180_STRESSED_RETAIL,train,10420,0.00965158876080825,0.01,1,2,31,-10.18390839541327,4.012725426204712,14.196633821617985,2.104450472378674,0.001055662188099808,0,0
P195_TOP5_FOLLOW_I60_S2p5_Z2_Q0_R50,P180_RETAIL_MARKETABLE_DEFAULT,train,6008,0.005564946763429556,0.005,0,2,31,-11.773238732088016,0.1465809499358099,11.919819682023824,0.12791145514538113,0.0004993342210386152,0,0
P195_TOP5_FOLLOW_I60_S2p5_Z2_Q0_R50,P180_STRESSED_RETAIL,train,6008,0.005564946763429556,0.005,0,2,31,-13.662702645400113,0.1465809499358099,13.809283595335922,0.1565551995320146,0.00033288948069241014,0,0
P195_TOP5_FOLLOW_I60_S2p5_Z2_Q0_R100,P180_RETAIL_MARKETABLE_DEFAULT,train,6008,0.005564946763429556,0.01,1,2,31,-11.773238732088016,0.1465809499358099,11.919819682023824,0.15447782703065083,0.0004993342210386152,0,0
P195_TOP5_FOLLOW_I60_S2p5_Z2_Q0_R100,P180_STRESSED_RETAIL,train,6008,0.005564946763429556,0.01,1,2,31,-13.662702645400113,0.1465809499358099,13.809283595335922,0.12706199353048664,0.00033288948069241014,0,0
P195_TOP5_FOLLOW_I60_S2p5_Z2_Q1_R50,P180_RETAIL_MARKETABLE_DEFAULT,train,5953,0.005514002676880184,0.005,0,2,31,-11.771113380376564,0.14750475975245209,11.918618140129015,0.15561585370538947,0.0005039475894506972,0,0
P195_TOP5_FOLLOW_I60_S2p5_Z2_Q1_R50,P180_STRESSED_RETAIL,train,5953,0.005514002676880184,0.005,0,2,31,-13.660250433552264,0.14750475975245209,13.807755193304715,0.13680597951372006,0.0003359650596337981,0,0
P195_TOP5_FOLLOW_I60_S2p5_Z2_Q1_R100,P180_RETAIL_MARKETABLE_DEFAULT,train,5953,0.005514002676880184,0.01,1,2,31,-11.771113380376564,0.14750475975245209,11.918618140129015,0.13302703381820458,0.0005039475894506972,0,0
P195_TOP5_FOLLOW_I60_S2p5_Z2_Q1_R100,P180_STRESSED_RETAIL,train,5953,0.005514002676880184,0.01,1,2,31,-13.660250433552264,0.14750475975245209,13.807755193304715,0.13186139165894595,0.0003359650596337981,0,0
P195_TOP5_FOLLOW_I60_S5p0_Z0_Q0_R50,P180_RETAIL_MARKETABLE_DEFAULT,train,225936,0.2092746025203429,0.005,0,3,32,-12.539723958780483,2.6580798762745745,15.197803835055058,2.5666912085438938,0.0015668153813469302,0,0
P195_TOP5_FOLLOW_I60_S5p0_Z0_Q0_R50,P180_STRESSED_RETAIL,train,225936,0.2092746025203429,0.005,0,3,32,-16.595893716558905,2.6580798762745745,19.25397359283348,2.301471577041671,0.001256993130798102,0,0
P195_TOP5_FOLLOW_I60_S5p0_Z0_Q0_R100,P180_RETAIL_MARKETABLE_DEFAULT,train,225936,0.2092746025203429,0.01,0,3,32,-12.539723958780483,2.6580798762745745,15.197803835055058,2.118641135165671,0.0015668153813469302,0,0
P195_TOP5_FOLLOW_I60_S5p0_Z0_Q0_R100,P180_STRESSED_RETAIL,train,225936,0.2092746025203429,0.01,0,3,32,-16.595893716558905,2.6580798762745745,19.25397359283348,2.2049644343337094,0.001256993130798102,0,0
P195_TOP5_FOLLOW_I60_S5p0_Z0_Q1_R50,P180_RETAIL_MARKETABLE_DEFAULT,train,182503,0.16904452050036356,0.005,0,3,32,-12.489916190094176,2.5380304841645978,15.027946674258777,2.2539825436264027,0.0017643545585552018,0,0
P195_TOP5_FOLLOW_I60_S5p0_Z0_Q1_R50,P180_STRESSED_RETAIL,train,182503,0.16904452050036356,0.005,0,3,32,-16.398198955539215,2.5380304841645978,18.936229439703812,2.1488520385974352,0.0013917579437050349,0,0
P195_TOP5_FOLLOW_I60_S5p0_Z0_Q1_R100,P180_RETAIL_MARKETABLE_DEFAULT,train,182503,0.16904452050036356,0.01,0,3,32,-12.489916190094176,2.5380304841645978,15.027946674258777,1.820392607237125,0.0017643545585552018,0,0
P195_TOP5_FOLLOW_I60_S5p0_Z0_Q1_R100,P180_STRESSED_RETAIL,train,182503,0.16904452050036356,0.01,0,3,32,-16.398198955539215,2.5380304841645978,18.936229439703812,1.4936819644466042,0.0013917579437050349,0,0
P195_TOP5_FOLLOW_I60_S5p0_Z1_Q0_R50,P180_RETAIL_MARKETABLE_DEFAULT,train,16769,0.015532388860843911,0.005,0,2,32,-16.384458847509936,0.14206007585461153,16.526518923364545,-4.644094734143791,0.0013119446597888963,0,0
P195_TOP5_FOLLOW_I60_S5p0_Z1_Q0_R50,P180_STRESSED_RETAIL,train,16769,0.015532388860843911,0.005,0,2,32,-21.59016731353681,0.14206007585461153,21.732227389391422,-2.2424946052127885,0.0010137754189277835,0,0
P195_TOP5_FOLLOW_I60_S5p0_Z1_Q0_R100,P180_RETAIL_MARKETABLE_DEFAULT,train,16769,0.015532388860843911,0.01,0,2,32,-16.384458847509936,0.14206007585461153,16.526518923364545,2.5062633615826884,0.0013119446597888963,0,0
P195_TOP5_FOLLOW_I60_S5p0_Z1_Q0_R100,P180_STRESSED_RETAIL,train,16769,0.015532388860843911,0.01,0,2,32,-21.59016731353681,0.14206007585461153,21.732227389391422,-2.2609070516512135,0.0010137754189277835,0,0
P195_TOP5_FOLLOW_I60_S5p0_Z1_Q1_R50,P180_RETAIL_MARKETABLE_DEFAULT,train,16470,0.015255438281239146,0.005,0,2,32,-16.311668171676594,0.14488253509782897,16.45655070677442,0.14570934619323347,0.0013357619914996963,0,0
P195_TOP5_FOLLOW_I60_S5p0_Z1_Q1_R50,P180_STRESSED_RETAIL,train,16470,0.015255438281239146,0.005,0,2,32,-21.463096061831536,0.14488253509782897,21.607978596929364,-2.2694975019953167,0.001032179720704311,0,0
P195_TOP5_FOLLOW_I60_S5p0_Z1_Q1_R100,P180_RETAIL_MARKETABLE_DEFAULT,train,16470,0.015255438281239146,0.01,0,2,32,-16.311668171676594,0.14488253509782897,16.45655070677442,0.1326662040234106,0.0013357619914996963,0,0
P195_TOP5_FOLLOW_I60_S5p0_Z1_Q1_R100,P180_STRESSED_RETAIL,train,16470,0.015255438281239146,0.01,0,2,32,-21.463096061831536,0.14488253509782897,21.607978596929364,-2.2953903310891186,0.001032179720704311,0,0
P195_TOP5_FOLLOW_I60_S5p0_Z2_Q0_R50,P180_RETAIL_MARKETABLE_DEFAULT,train,9611,0.008902247560472946,0.005,0,2,32,-24.618961460614095,-8.223003080002538,16.395958380611553,-10.30078630400187,0.0005202372281760483,0,0
P195_TOP5_FOLLOW_I60_S5p0_Z2_Q0_R50,P180_STRESSED_RETAIL,train,9611,0.008902247560472946,0.005,0,2,32,-29.685202832245437,-8.223003080002538,21.462199752242896,-6.144882640663658,0.00031214233690562894,0,0
P195_TOP5_FOLLOW_I60_S5p0_Z2_Q0_R100,P180_RETAIL_MARKETABLE_DEFAULT,train,9611,0.008902247560472946,0.01,1,2,32,-24.618961460614095,-8.223003080002538,16.395958380611553,-6.124076341483792,0.0005202372281760483,0,0
P195_TOP5_FOLLOW_I60_S5p0_Z2_Q0_R100,P180_STRESSED_RETAIL,train,9611,0.008902247560472946,0.01,1,2,32,-29.685202832245437,-8.223003080002538,21.462199752242896,-12.39104229284469,0.00031214233690562894,0,0
P195_TOP5_FOLLOW_I60_S5p0_Z2_Q1_R50,P180_RETAIL_MARKETABLE_DEFAULT,train,9468,0.00876979293544458,0.005,0,2,32,-24.689266150354566,-8.345605525633133,16.34366062472143,-12.567195497330609,0.0005280946345585128,0,0
P195_TOP5_FOLLOW_I60_S5p0_Z2_Q1_R50,P180_STRESSED_RETAIL,train,9468,0.00876979293544458,0.005,0,2,32,-29.716852148536955,-8.345605525633133,21.37124662290382,-10.46196258598945,0.0003168567807351077,0,0
P195_TOP5_FOLLOW_I60_S5p0_Z2_Q1_R100,P180_RETAIL_MARKETABLE_DEFAULT,train,9468,0.00876979293544458,0.01,1,2,32,-24.689266150354566,-8.345605525633133,16.34366062472143,-10.472992383043128,0.0005280946345585128,0,0
P195_TOP5_FOLLOW_I60_S5p0_Z2_Q1_R100,P180_STRESSED_RETAIL,train,9468,0.00876979293544458,0.01,1,2,32,-29.716852148536955,-8.345605525633133,21.37124662290382,-10.462734403889694,0.0003168567807351077,0,0
P195_TOP5_FOLLOW_I70_S1p5_Z0_Q0_R50,P180_RETAIL_MARKETABLE_DEFAULT,train,63306,0.05863756987444598,0.005,0,3,29,-7.356761814109661,4.035619780850457,11.392381594960115,3.077298683504555,0.0021482955801977698,0,0
P195_TOP5_FOLLOW_I70_S1p5_Z0_Q0_R50,P180_STRESSED_RETAIL,train,63306,0.05863756987444598,0.005,0,3,29,-9.256897580357817,4.035619780850457,13.292517361208274,2.1289661248891627,0.0017059994313335229,0,0
P195_TOP5_FOLLOW_I70_S1p5_Z0_Q0_R100,P180_RETAIL_MARKETABLE_DEFAULT,train,63306,0.05863756987444598,0.01,0,3,29,-7.356761814109661,4.035619780850457,11.392381594960115,2.4363495233884214,0.0021482955801977698,0,0
P195_TOP5_FOLLOW_I70_S1p5_Z0_Q0_R100,P180_STRESSED_RETAIL,train,63306,0.05863756987444598,0.01,0,3,29,-9.256897580357817,4.035619780850457,13.292517361208274,3.394644479980328,0.0017059994313335229,0,0
P195_TOP5_FOLLOW_I70_S1p5_Z0_Q1_R50,P180_RETAIL_MARKETABLE_DEFAULT,train,51809,0.04798840327338912,0.005,0,3,29,-6.656273794268921,4.687224289360447,11.34349808362937,4.102952650194312,0.002489914879654114,0,0
P195_TOP5_FOLLOW_I70_S1p5_Z0_Q1_R50,P180_STRESSED_RETAIL,train,51809,0.04798840327338912,0.005,0,3,29,-8.507251003101503,4.687224289360447,13.19447529246195,4.092596673886738,0.001968769904842788,0,0
P195_TOP5_FOLLOW_I70_S1p5_Z0_Q1_R100,P180_RETAIL_MARKETABLE_DEFAULT,train,51809,0.04798840327338912,0.01,0,3,29,-6.656273794268921,4.687224289360447,11.34349808362937,2.1628055124255994,0.002489914879654114,0,0
P195_TOP5_FOLLOW_I70_S1p5_Z0_Q1_R100,P180_STRESSED_RETAIL,train,51809,0.04798840327338912,0.01,0,3,29,-8.507251003101503,4.687224289360447,13.19447529246195,4.861570902643393,0.001968769904842788,0,0
P195_TOP5_FOLLOW_I70_S1p5_Z1_Q0_R50,P180_RETAIL_MARKETABLE_DEFAULT,train,4206,0.003895833236848321,0.005,1,2,29,-1.6731909524773418,9.725531029124042,11.398721981601387,9.740617075831892,0.0016642891107941037,0,0
P195_TOP5_FOLLOW_I70_S1p5_Z1_Q0_R50,P180_STRESSED_RETAIL,train,4206,0.003895833236848321,0.005,1,2,29,-3.593198438944527,9.725531029124042,13.31872946806857,4.980653337001492,0.0014265335235378032,0,0
P195_TOP5_FOLLOW_I70_S1p5_Z1_Q0_R100,P180_RETAIL_MARKETABLE_DEFAULT,train,4206,0.003895833236848321,0.01,1,2,29,-1.6731909524773418,9.725531029124042,11.398721981601387,4.964527296966704,0.0016642891107941037,0,0
P195_TOP5_FOLLOW_I70_S1p5_Z1_Q0_R100,P180_STRESSED_RETAIL,train,4206,0.003895833236848321,0.01,1,2,29,-3.593198438944527,9.725531029124042,13.31872946806857,14.463373488265866,0.0014265335235378032,0,0
P195_TOP5_FOLLOW_I70_S1p5_Z1_Q1_R50,P180_RETAIL_MARKETABLE_DEFAULT,train,4157,0.003850446687013426,0.005,1,2,29,-1.5633638031688863,9.839308414791583,11.40267221796047,9.82028121988881,0.0016839066634592255,0,0
P195_TOP5_FOLLOW_I70_S1p5_Z1_Q1_R50,P180_STRESSED_RETAIL,train,4157,0.003850446687013426,0.005,1,2,29,-3.4855645883258184,9.839308414791583,13.324873003117402,5.017639275397189,0.0014433485686793362,0,0
P195_TOP5_FOLLOW_I70_S1p5_Z1_Q1_R100,P180_RETAIL_MARKETABLE_DEFAULT,train,4157,0.003850446687013426,0.01,1,2,29,-1.5633638031688863,9.839308414791583,11.40267221796047,9.844758447728736,0.0016839066634592255,0,0
P195_TOP5_FOLLOW_I70_S1p5_Z1_Q1_R100,P180_STRESSED_RETAIL,train,4157,0.003850446687013426,0.01,1,2,29,-3.4855645883258184,9.839308414791583,13.324873003117402,9.831661811132934,0.0014433485686793362,0,0
P195_TOP5_FOLLOW_I70_S1p5_Z2_Q0_R50,P180_RETAIL_MARKETABLE_DEFAULT,train,2496,0.002311935273222399,0.005,1,2,29,-11.015206650693303,0.17670553775693185,11.191912188450234,0.15741540550888622,0.0,0,0
P195_TOP5_FOLLOW_I70_S1p5_Z2_Q0_R50,P180_STRESSED_RETAIL,train,2496,0.002311935273222399,0.005,1,2,29,-12.722495724351594,0.17670553775693185,12.899201262108527,0.1812182071159648,0.0,0,0
P195_TOP5_FOLLOW_I70_S1p5_Z2_Q0_R100,P180_RETAIL_MARKETABLE_DEFAULT,train,2496,0.002311935273222399,0.01,1,2,29,-11.015206650693303,0.17670553775693185,11.191912188450234,0.1620683721070246,0.0,0,0
P195_TOP5_FOLLOW_I70_S1p5_Z2_Q0_R100,P180_STRESSED_RETAIL,train,2496,0.002311935273222399,0.01,1,2,29,-12.722495724351594,0.17670553775693185,12.899201262108527,0.1600219035302133,0.0,0,0
P195_TOP5_FOLLOW_I70_S1p5_Z2_Q1_R50,P180_RETAIL_MARKETABLE_DEFAULT,train,2470,0.002287852614126332,0.005,1,2,29,-11.016815051997568,0.17849816574469254,11.195313217742262,0.1535065486960442,0.0,0,0
P195_TOP5_FOLLOW_I70_S1p5_Z2_Q1_R50,P180_STRESSED_RETAIL,train,2470,0.002287852614126332,0.005,1,2,29,-12.725194085729463,0.17849816574469254,12.903692251474158,0.20694783265384212,0.0,0,0
P195_TOP5_FOLLOW_I70_S1p5_Z2_Q1_R100,P180_RETAIL_MARKETABLE_DEFAULT,train,2470,0.002287852614126332,0.01,1,2,29,-11.016815051997568,0.17849816574469254,11.195313217742262,0.18524750686903643,0.0,0,0
P195_TOP5_FOLLOW_I70_S1p5_Z2_Q1_R100,P180_STRESSED_RETAIL,train,2470,0.002287852614126332,0.01,1,2,29,-12.725194085729463,0.17849816574469254,12.903692251474158,0.1597659354079399,0.0,0,0
P195_TOP5_FOLLOW_I70_S2p5_Z0_Q0_R50,P180_RETAIL_MARKETABLE_DEFAULT,train,92236,0.08543415939941554,0.005,0,3,31,-7.987500616873237,4.135448216334248,12.122948833207483,3.6890219874753893,0.001853939893317143,0,0
P195_TOP5_FOLLOW_I70_S2p5_Z0_Q0_R50,P180_STRESSED_RETAIL,train,92236,0.08543415939941554,0.005,0,3,31,-10.096006066073732,4.135448216334248,14.23145428240798,3.2547711912576656,0.001463636757881955,0,0
P195_TOP5_FOLLOW_I70_S2p5_Z0_Q0_R100,P180_RETAIL_MARKETABLE_DEFAULT,train,92236,0.08543415939941554,0.01,0,3,31,-7.987500616873237,4.135448216334248,12.122948833207483,3.252550421305752,0.001853939893317143,0,0
P195_TOP5_FOLLOW_I70_S2p5_Z0_Q0_R100,P180_STRESSED_RETAIL,train,92236,0.08543415939941554,0.01,0,3,31,-10.096006066073732,4.135448216334248,14.23145428240798,3.0393644761888807,0.001463636757881955,0,0
P195_TOP5_FOLLOW_I70_S2p5_Z0_Q1_R50,P180_RETAIL_MARKETABLE_DEFAULT,train,75019,0.069486807797224,0.005,0,3,31,-7.570679727573809,4.499266673892784,12.069946401466593,3.7039252065897523,0.0021461229821778485,0,0
P195_TOP5_FOLLOW_I70_S2p5_Z0_Q1_R50,P180_STRESSED_RETAIL,train,75019,0.069486807797224,0.005,0,3,31,-9.633286724044444,4.499266673892784,14.13255339793723,3.16893538748908,0.0016795745077913596,0,0
P195_TOP5_FOLLOW_I70_S2p5_Z0_Q1_R100,P180_RETAIL_MARKETABLE_DEFAULT,train,75019,0.069486807797224,0.01,0,3,31,-7.570679727573809,4.499266673892784,12.069946401466593,4.218845572976036,0.0021461229821778485,0,0
P195_TOP5_FOLLOW_I70_S2p5_Z0_Q1_R100,P180_STRESSED_RETAIL,train,75019,0.069486807797224,0.01,0,3,31,-9.633286724044444,4.499266673892784,14.13255339793723,3.94680248292858,0.0016795745077913596,0,0
P195_TOP5_FOLLOW_I70_S2p5_Z1_Q0_R50,P180_RETAIL_MARKETABLE_DEFAULT,train,6271,0.005808552122747461,0.005,0,2,31,-5.569511450683115,6.5834866672212,12.152998117904316,3.3790137825092526,0.00143517780258332,0,0
P195_TOP5_FOLLOW_I70_S2p5_Z1_Q0_R50,P180_STRESSED_RETAIL,train,6271,0.005808552122747461,0.005,0,2,31,-7.694851455154556,6.5834866672212,14.278338122375756,3.3973758068341704,0.0012757136022962844,0,0
P195_TOP5_FOLLOW_I70_S2p5_Z1_Q0_R100,P180_RETAIL_MARKETABLE_DEFAULT,train,6271,0.005808552122747461,0.01,1,2,31,-5.569511450683115,6.5834866672212,12.152998117904316,6.5680840409475305,0.00143517780258332,0,0
P195_TOP5_FOLLOW_I70_S2p5_Z1_Q0_R100,P180_STRESSED_RETAIL,train,6271,0.005808552122747461,0.01,1,2,31,-7.694851455154556,6.5834866672212,14.278338122375756,0.2157042163774961,0.0012757136022962844,0,0
P195_TOP5_FOLLOW_I70_S2p5_Z1_Q1_R50,P180_RETAIL_MARKETABLE_DEFAULT,train,6181,0.005725189072030307,0.005,0,2,31,-5.472239800460769,6.679138382709935,12.151378183170703,3.4373612369673134,0.0014560750687591004,0,0
