trade_month,symbol,feature_value,filter_id,source_label,filter_flag,integration_action,may_open_replay
2026-02,JUNIORBEES,0.0,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-02,KOTAKBANK,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-02,LT,0.0,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-02,M&M,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-02,MARUTI,0.031744,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-02,NESTLEIND,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-02,NIFTYBEES,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-02,ONGC,0.023808,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-02,RELIANCE,0.0,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-02,SBIN,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-02,SUNPHARMA,0.0,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-02,TCS,0.023808,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-02,TECHM,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-02,ULTRACEMCO,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-02,WIPRO,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-03,ADANIPORTS,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-03,AXISBANK,0.023808,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-03,BAJAJ-AUTO,0.0,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-03,BANKBEES,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-03,BHARTIARTL,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-03,BPCL,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-03,BRITANNIA,0.0,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-03,CIPLA,0.0,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-03,DRREDDY,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-03,GOLDBEES,0.0,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-03,HCLTECH,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-03,HDFCBANK,0.031744,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-03,HINDUNILVR,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-03,ICICIBANK,0.023808,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-03,INFY,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-03,ITBEES,0.023808,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-03,ITC,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-03,JUNIORBEES,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-03,KOTAKBANK,0.0,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-03,LT,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-03,M&M,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-03,MARUTI,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-03,NESTLEIND,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-03,NIFTYBEES,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-03,ONGC,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-03,RELIANCE,0.031744,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-03,SBIN,0.023808,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-03,SUNPHARMA,0.031744,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-03,TCS,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-03,TECHM,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-03,ULTRACEMCO,0.031744,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-03,WIPRO,0.0,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-04,ADANIPORTS,0.031744,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-04,AXISBANK,0.031744,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-04,BAJAJ-AUTO,0.047616,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-04,BANKBEES,0.023808,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-04,BHARTIARTL,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-04,BPCL,0.03968,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-04,BRITANNIA,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-04,CIPLA,0.023808,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-04,DRREDDY,0.023808,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-04,GOLDBEES,0.031744,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-04,HCLTECH,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-04,HDFCBANK,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-04,HINDUNILVR,0.047616,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-04,ICICIBANK,0.03968,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-04,INFY,0.03968,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-04,ITBEES,0.023808,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-04,ITC,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-04,JUNIORBEES,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-04,KOTAKBANK,0.031744,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-04,LT,0.047616,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-04,M&M,0.023808,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-04,MARUTI,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-04,NESTLEIND,0.03968,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-04,NIFTYBEES,0.03968,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-04,ONGC,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-04,RELIANCE,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-04,SBIN,0.03968,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-04,SUNPHARMA,0.023808,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-04,TCS,0.063488,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-04,TECHM,0.063488,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-04,ULTRACEMCO,0.03968,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-04,WIPRO,0.023808,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-05,ADANIPORTS,0.031744,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-05,AXISBANK,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-05,BAJAJ-AUTO,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-05,BANKBEES,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-05,BHARTIARTL,0.0,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-05,BPCL,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-05,BRITANNIA,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-05,CIPLA,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-05,DRREDDY,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-05,GOLDBEES,0.023808,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-05,HCLTECH,0.0,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-05,HDFCBANK,0.023808,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-05,HINDUNILVR,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-05,ICICIBANK,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-05,INFY,0.031744,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-05,ITBEES,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-05,ITC,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-05,JUNIORBEES,0.03968,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-05,KOTAKBANK,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-05,LT,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-05,M&M,0.047616,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-05,MARUTI,0.023808,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-05,NESTLEIND,0.03968,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-05,NIFTYBEES,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-05,ONGC,0.023808,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-05,RELIANCE,0.0,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-05,SBIN,0.023808,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-05,SUNPHARMA,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-05,TCS,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-05,TECHM,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-05,ULTRACEMCO,0.0,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-05,WIPRO,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-06,ADANIPORTS,0.031744,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-06,AXISBANK,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-06,BAJAJ-AUTO,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-06,BANKBEES,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-06,BHARTIARTL,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-06,BPCL,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-06,BRITANNIA,0.03968,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-06,CIPLA,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-06,DRREDDY,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-06,GOLDBEES,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-06,HCLTECH,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-06,HDFCBANK,0.03968,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-06,HINDUNILVR,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-06,ICICIBANK,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-06,INFY,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-06,ITBEES,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-06,ITC,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-06,JUNIORBEES,0.0,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-06,KOTAKBANK,0.023808,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-06,LT,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-06,M&M,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-06,MARUTI,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-06,NESTLEIND,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-06,NIFTYBEES,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-06,ONGC,0.031744,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-06,RELIANCE,0.0,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-06,SBIN,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-06,SUNPHARMA,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-06,TCS,0.023808,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-06,TECHM,0.0,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-06,ULTRACEMCO,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-06,WIPRO,0.0,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-07,ADANIPORTS,0.031744,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-07,AXISBANK,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-07,BAJAJ-AUTO,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-07,BANKBEES,0.023808,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-07,BHARTIARTL,0.047616,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-07,BPCL,0.0,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-07,BRITANNIA,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-07,CIPLA,0.031744,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-07,DRREDDY,0.023808,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-07,GOLDBEES,0.031744,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-07,HCLTECH,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-07,HDFCBANK,0.0,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-07,HINDUNILVR,0.015872,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-07,ICICIBANK,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-07,INFY,0.023808,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-07,ITBEES,0.0,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-07,ITC,0.0,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-07,JUNIORBEES,0.03968,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-07,KOTAKBANK,0.031744,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-07,LT,0.031744,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
2026-07,M&M,0.007936,P125_REGIME_REALISM_RISK,regime_realism_risk_label,0,flag_symbol_month_for_realism_review,0
2026-07,MARUTI,0.031744,P125_REGIME_REALISM_RISK,regime_realism_risk_label,1,flag_symbol_month_for_realism_review,0
