scenario_id,scope_id,scope_candidate_id,event_index,trade_date,exchange,symbol,richer_event_bar_id,exit_bar_id,candidate_id,candidate_rank,family_id,side,horizon,initial_capital_inr,fixed_notional_inr,max_concurrent_positions,cost_profile,cost_multiplier,extra_slippage_bps,decision,rejection_reason,cash_before_or_after_release_inr,notional_inr,gross_edge_bps,modeled_cost_bps,extra_slippage_bps_applied,net_edge_bps,net_pnl_inr,cumulative_net_pnl_inr,cash_after_decision_inr,open_positions_after_decision,open_notional_after_decision_inr,avg_cum_top5_qty_imbalance,avg_depth_beyond_l1_qty_imbalance,avg_level_weighted_depth_imbalance,depth_replenishment_pressure,depth_withdrawal_pressure,top5_churn_pressure,avg_spread_bps,phase286_variant_id,lifecycle_family,grid_id
P271_P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3_CAP100000_NOT25000_CONC1_COST200,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,16,2026-07-14,NSE,ITC,3,6,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,1,P285_SIDE_FLIP_REVERSAL_TEST,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,75000.0,0.0,9.528437629601713,16.53624,0.0,-7.007802370398286,0.0,-17.358299792653202,75000.0,1,25000.0,0.632096570684874,0.7318007407961657,0.5379506868690805,13544.681041344787,17641.523926888425,640027.1320623393,4.915813662187011,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,side_flip_reversal_test,P285_GRID_ORIG_E0_H3
P271_P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3_CAP100000_NOT25000_CONC1_COST200,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,17,2026-07-14,NSE,ITC,3,6,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,1,P285_SIDE_FLIP_REVERSAL_TEST,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,75000.0,0.0,5.266514779294545,16.53624,0.0,-11.269725220705453,0.0,-17.358299792653202,75000.0,1,25000.0,0.5969362885435402,0.6734867523693865,0.5644959931266266,13199.237583605103,15052.988823992242,576884.6961327048,5.415813662187011,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,side_flip_reversal_test,P285_GRID_ORIG_E0_H3
P271_P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3_CAP100000_NOT25000_CONC1_COST200,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,18,2026-07-14,NSE,ITC,3,6,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,1,P285_SIDE_FLIP_REVERSAL_TEST,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,75000.0,0.0,8.544405978113069,16.53624,0.0,-7.99183402188693,0.0,-17.358299792653202,75000.0,1,25000.0,0.5857733597761312,0.5834432063662197,0.5664690471208079,58462.91910203079,10540.891428299105,431831.5276246794,4.647981002415245,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,side_flip_reversal_test,P285_GRID_ORIG_E0_H3
P271_P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3_CAP100000_NOT25000_CONC1_COST200,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,25,2026-07-14,NSE,ITBEES,4,7,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,1,P285_SIDE_FLIP_REVERSAL_TEST,1,3,100000.0,25000.0,1,cost200,2.0,0.0,scheduled,,100000.0,25000.0,-9.87045373360771,16.53624,0.0,-26.40669373360771,-66.01673433401928,-83.37503412667247,75000.0,1,25000.0,0.6135721297348018,0.636665558923115,0.5626726736498531,305531.9411147156,201926.57448635163,6005204.305003837,5.951755554387221,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,side_flip_reversal_test,P285_GRID_ORIG_E0_H3
P271_P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3_CAP100000_NOT25000_CONC1_COST200,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,26,2026-07-14,NSE,ITC,4,7,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,1,P285_SIDE_FLIP_REVERSAL_TEST,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,max_concurrent_positions,75000.0,0.0,10.303434054097591,16.53624,0.0,-6.232805945902408,0.0,-83.37503412667247,75000.0,1,25000.0,0.5864184937468373,0.6557801972083438,0.5080156542069609,14264.47007442711,16854.671654683196,664565.6157956598,4.915813662187011,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,side_flip_reversal_test,P285_GRID_ORIG_E0_H3
P271_P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3_CAP100000_NOT25000_CONC1_COST200,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,27,2026-07-14,NSE,ITC,4,7,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,1,P285_SIDE_FLIP_REVERSAL_TEST,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,max_concurrent_positions,75000.0,0.0,9.934713960135353,16.53624,0.0,-6.6015260398646465,0.0,-83.37503412667247,75000.0,1,25000.0,0.632535943559105,0.6565974259000068,0.5697083206110654,13992.618281363508,15118.200520766752,610124.3309891478,4.915813662187011,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,side_flip_reversal_test,P285_GRID_ORIG_E0_H3
P271_P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3_CAP100000_NOT25000_CONC1_COST200,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,28,2026-07-14,NSE,ITC,4,7,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,1,P285_SIDE_FLIP_REVERSAL_TEST,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,max_concurrent_positions,75000.0,0.0,4.2762687865527305,16.53624,0.0,-12.259971213447269,0.0,-83.37503412667247,75000.0,1,25000.0,0.6721711083602128,0.7210906927129273,0.5797787582615835,14504.974244989557,17586.95973006421,666923.133366012,5.415813662187011,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,side_flip_reversal_test,P285_GRID_ORIG_E0_H3
P271_P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3_CAP100000_NOT25000_CONC1_COST200,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,29,2026-07-14,NSE,ITC,4,7,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,1,P285_SIDE_FLIP_REVERSAL_TEST,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,max_concurrent_positions,75000.0,0.0,5.976379987831565,16.53624,0.0,-10.559860012168436,0.0,-83.37503412667247,75000.0,1,25000.0,0.5994038435964103,0.6731120387183038,0.5321978013574069,13617.659817470369,15316.62835639175,609551.4879368653,5.415813662187011,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,side_flip_reversal_test,P285_GRID_ORIG_E0_H3
P271_P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3_CAP100000_NOT25000_CONC1_COST200,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,30,2026-07-14,NSE,ITC,4,7,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,1,P285_SIDE_FLIP_REVERSAL_TEST,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,max_concurrent_positions,75000.0,0.0,9.614633644865757,16.53624,0.0,-6.921606355134243,0.0,-83.37503412667247,75000.0,1,25000.0,0.6139027056383455,0.6932338954735171,0.5723938202252549,14495.096910485352,17220.79149921832,637625.0745203162,4.915813662187011,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,side_flip_reversal_test,P285_GRID_ORIG_E0_H3
P271_P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3_CAP100000_NOT25000_CONC1_COST200,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,31,2026-07-14,NSE,ITC,4,7,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,1,P285_SIDE_FLIP_REVERSAL_TEST,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,max_concurrent_positions,75000.0,0.0,6.338118464160265,16.53624,0.0,-10.198121535839736,0.0,-83.37503412667247,75000.0,1,25000.0,0.5819723174374145,0.7445783585831494,0.4985931233204851,14772.162945267268,16364.994639338394,621222.3891952183,5.415813662187011,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,side_flip_reversal_test,P285_GRID_ORIG_E0_H3
P271_P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3_CAP100000_NOT25000_CONC1_COST200,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,32,2026-07-14,NSE,ITC,5,8,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,1,P285_SIDE_FLIP_REVERSAL_TEST,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,max_concurrent_positions,75000.0,0.0,9.59394758265214,16.53624,0.0,-6.9422924173478595,0.0,-83.37503412667247,75000.0,1,25000.0,0.5879972316333685,0.725544910553038,0.5630166066759519,13789.922862083373,15940.49469121582,599875.522535671,4.915813662187011,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,side_flip_reversal_test,P285_GRID_ORIG_E0_H3
P271_P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3_CAP100000_NOT25000_CONC1_COST200,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,33,2026-07-14,NSE,ITC,5,8,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,1,P285_SIDE_FLIP_REVERSAL_TEST,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,max_concurrent_positions,75000.0,0.0,4.367702990493703,16.53624,0.0,-12.168537009506297,0.0,-83.37503412667247,75000.0,1,25000.0,0.5890129641735057,0.7531054102793371,0.4974768919598377,13609.435909498,15626.30106058477,661126.6848450373,5.415813662187011,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,side_flip_reversal_test,P285_GRID_ORIG_E0_H3
P271_P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3_CAP100000_NOT25000_CONC1_COST200,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,34,2026-07-14,NSE,M&M,5,8,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,1,P285_SIDE_FLIP_REVERSAL_TEST,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,max_concurrent_positions,75000.0,0.0,12.180953765800883,16.53624,0.0,-4.3552862341991165,0.0,-83.37503412667247,75000.0,1,25000.0,0.4835168333401602,0.6007637934793896,0.4311980554850431,13313.12117831365,1180.6778754720106,49392.17116031983,3.515854829732787,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,side_flip_reversal_test,P285_GRID_ORIG_E0_H3
P271_P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3_CAP100000_NOT25000_CONC1_COST200,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,35,2026-07-14,NSE,M&M,5,8,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,1,P285_SIDE_FLIP_REVERSAL_TEST,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,max_concurrent_positions,75000.0,0.0,5.8013354482110335,16.53624,0.0,-10.734904551788965,0.0,-83.37503412667247,75000.0,1,25000.0,0.46511014097214,0.6231111583386364,0.4292802157143121,12625.49770696576,1183.9419369489244,46904.609515224765,4.0158548297327865,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,side_flip_reversal_test,P285_GRID_ORIG_E0_H3
P271_P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3_CAP100000_NOT25000_CONC1_COST200,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,36,2026-07-14,NSE,ITC,5,8,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,1,P285_SIDE_FLIP_REVERSAL_TEST,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,max_concurrent_positions,75000.0,0.0,10.281253111682032,16.53624,0.0,-6.254986888317967,0.0,-83.37503412667247,75000.0,1,25000.0,0.5690849878829397,0.7371290193360438,0.5166121174277094,14310.23205906594,17040.235995525898,677218.9836013549,4.915813662187011,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,side_flip_reversal_test,P285_GRID_ORIG_E0_H3
P271_P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3_CAP100000_NOT25000_CONC1_COST200,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,37,2026-07-14,NSE,ITC,5,8,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,1,P285_SIDE_FLIP_REVERSAL_TEST,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,max_concurrent_positions,75000.0,0.0,10.276671635527636,16.53624,0.0,-6.259568364472363,0.0,-83.37503412667247,75000.0,1,25000.0,0.6128639873929903,0.7416545361990446,0.5292293821840841,14754.826017313791,15013.97922554379,661945.1982720932,4.915813662187011,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,side_flip_reversal_test,P285_GRID_ORIG_E0_H3
P271_P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3_CAP100000_NOT25000_CONC1_COST200,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,38,2026-07-14,NSE,ITC,5,8,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,1,P285_SIDE_FLIP_REVERSAL_TEST,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,max_concurrent_positions,75000.0,0.0,5.506321631277158,16.53624,0.0,-11.029918368722841,0.0,-83.37503412667247,75000.0,1,25000.0,0.6295041590977571,0.6873542774425766,0.5423217931661232,14145.20990547288,15822.948830824766,647769.9503003624,5.415813662187011,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,side_flip_reversal_test,P285_GRID_ORIG_E0_H3
