trade_month,symbol,bars,median_cost_hurdle_bps,p75_cost_hurdle_bps,p90_cost_hurdle_bps,median_spread_cross_bps,median_abs_next_return_bps,p90_abs_next_return_bps,p95_abs_next_return_bps,p99_abs_next_return_bps,fraction_abs_return_ge_1_0x_cost,fraction_abs_return_ge_1_25x_cost,fraction_abs_return_ge_1_5x_cost,fraction_abs_return_ge_2_0x_cost,cost_budget_status
2026-03,DRREDDY,389,12.439191953010278,13.672084037597056,16.044963467011094,2.4473813020068524,38.92312682451937,82.30656929647083,117.1228789940481,281.14004910349183,0.7660668380462725,0.7352185089974294,0.7095115681233933,0.5938303341902313,tail_edge_available
2026-03,GOLDBEES,390,10.052916573876264,10.065557606308657,12.613419830960234,0.8565310492508421,34.31414600669092,89.42848552935469,110.23482206041287,345.55607935173435,0.7897435897435897,0.7410256410256411,0.717948717948718,0.6358974358974359,tail_edge_available
2026-03,HCLTECH,390,12.472738424302017,13.713404805932246,16.1198599117794,2.4697456162013447,46.22763050308398,118.08617174202034,165.56383662659258,424.893164983709,0.8205128205128205,0.7743589743589744,0.7282051282051282,0.6717948717948717,tail_edge_available
2026-03,HDFCBANK,392,10.601860831295635,10.618486989452697,13.323375586171132,1.2224938875304232,44.20724534248799,104.96243474339917,154.40072093721778,397.70022273200084,0.8545918367346939,0.8316326530612245,0.7857142857142857,0.7321428571428571,tail_edge_available
2026-03,HINDUNILVR,388,12.160096851042773,12.328190252052973,15.170411655000475,2.2613179006951825,34.79732906987554,91.52354537852118,131.74925776597297,391.9005202065194,0.7783505154639175,0.7164948453608248,0.6572164948453608,0.5902061855670103,tail_edge_available
2026-03,ICICIBANK,390,10.90685244457094,10.932622164501426,14.08791044740935,1.4258216297139608,44.62679047001927,112.81424875439684,149.52868703019467,430.49164231889193,0.8256410256410256,0.8051282051282052,0.7846153846153846,0.6974358974358974,tail_edge_available
2026-03,INFY,393,11.493905934944886,11.529533843888384,15.522442766570604,1.8171906232965906,44.42895722623796,114.66451670698041,153.98469158036886,422.9062229790091,0.7989821882951654,0.7709923664122137,0.7302798982188295,0.648854961832061,tail_edge_available
2026-03,ITBEES,393,13.446847386151445,13.477696138148156,18.136679261762705,3.1191515907676304,37.60576621748668,82.33168838800566,97.17780463591949,283.0887045309502,0.7608142493638677,0.732824427480916,0.7201017811704835,0.5928753180661578,tail_edge_available
2026-03,ITC,392,11.450043833362521,11.475334743784256,16.84406984483831,1.7879492222416817,31.712934210397226,107.52688172043223,125.96751530162702,397.03929660864685,0.75,0.7117346938775511,0.6607142857142857,0.5867346938775511,tail_edge_available
2026-03,JUNIORBEES,390,14.804996461322736,15.294848540438126,17.86494122341865,4.024584307548491,31.86685588956184,87.79012393145935,117.99316030704584,345.71716669067445,0.7615384615384615,0.7102564102564103,0.6358974358974359,0.5230769230769231,tail_edge_available
2026-03,KOTAKBANK,391,12.723816202531872,12.755890836102392,14.729174444297483,2.637130801687914,44.32855280312897,109.39765388163991,133.8132545763271,437.66923369951616,0.8388746803069054,0.7877237851662404,0.7468030690537084,0.6777493606138107,tail_edge_available
2026-03,LT,391,11.028915297545952,11.06805749911086,14.070882486743093,1.507196865030635,44.39145654710597,92.3902245181818,128.8152485361904,339.674181467008,0.8132992327365729,0.7902813299232737,0.7468030690537084,0.7033248081841432,tail_edge_available
2026-03,M&M,387,10.72048235845395,11.1786104544578,13.95693067931978,1.3015749056359673,36.858080901938095,104.72826423746584,144.69429383996027,313.3505301922226,0.834625322997416,0.8113695090439277,0.7906976744186046,0.7183462532299741,tail_edge_available
2026-03,MARUTI,391,13.238725767081439,14.232203023659057,15.405777644369055,2.9804038447209598,42.42772903782499,99.04649271934352,137.64773710002842,459.257126403686,0.8056265984654731,0.7672634271099744,0.7263427109974424,0.6445012787723785,tail_edge_available
2026-03,NESTLEIND,390,12.999730127653812,14.016545472358292,16.11401535946131,2.821073418435875,36.52744093544213,109.41283173626749,129.81382112387968,309.32611132714436,0.7871794871794872,0.7282051282051282,0.7,0.5846153846153846,tail_edge_available
2026-03,NIFTYBEES,395,10.97603168353222,11.491480991474875,14.218107283362077,1.471941122354813,32.38719068413553,88.26508464766292,115.06041064154994,303.53404164059833,0.7316455696202532,0.7063291139240506,0.6734177215189874,0.5924050632911393,tail_edge_available
2026-03,ONGC,391,12.356779834921785,12.429931376027133,14.813094611106978,2.392439889947856,48.713160672240186,118.87012934681974,155.17661741301424,367.5781409185375,0.8158567774936062,0.8005115089514067,0.7544757033248082,0.6751918158567775,tail_edge_available
2026-03,RELIANCE,392,11.079724253352088,11.104113866310138,13.390724784979994,1.5410695022347256,47.36801894720699,111.62616018390422,149.91248763412068,373.5342082783266,0.8341836734693877,0.7857142857142857,0.7321428571428571,0.7066326530612245,tail_edge_available
2026-03,SBIN,386,11.66261564087164,11.700386029355615,14.52765925012907,1.9296637605810945,45.39175054272704,107.46389054486937,125.9174065406482,418.77385556938145,0.8290155440414507,0.7746113989637305,0.7253886010362695,0.6761658031088082,tail_edge_available
2026-03,SUNPHARMA,393,11.922362456103459,12.673556367423453,14.939308779276573,2.102828304068973,37.815126050420034,85.00179220646275,118.03999436952137,285.2491331898614,0.7608142493638677,0.732824427480916,0.712468193384224,0.6743002544529262,tail_edge_available
2026-03,TCS,394,11.808149432008689,12.20612137520055,14.266780247067441,2.0266862880057923,47.8601012425206,112.5736825776702,152.43217792987392,405.7149081146383,0.8375634517766497,0.7766497461928934,0.7284263959390863,0.6649746192893401,tail_edge_available
2026-03,TECHM,389,14.655475269183189,14.779340945765885,16.74843522245106,3.9249035127887923,40.426800980848384,124.35846821950314,156.7336187026669,380.48284243783615,0.7634961439588689,0.7249357326478149,0.6966580976863753,0.609254498714653,tail_edge_available
2026-03,ULTRACEMCO,388,12.661864051224367,13.915683600300094,16.507326065639756,2.595829367482911,48.65216287855301,106.8320433006157,142.7897191932799,396.3779258499911,0.8324742268041238,0.7731958762886598,0.7525773195876289,0.6984536082474226,tail_edge_available
2026-03,WIPRO,392,12.185562510172083,13.003733034393658,14.632338452869542,2.278295006781389,43.06864064603011,111.59205019110289,141.41679241699225,432.9560648231623,0.8392857142857143,0.7806122448979592,0.7321428571428571,0.6581632653061225,tail_edge_available
2026-04,ADANIPORTS,356,12.13663560745603,15.050842564759858,16.65944563733379,2.245677071637354,35.98435690202962,128.48699905224802,191.16792562463792,400.7236048678875,0.8146067415730337,0.75,0.702247191011236,0.6207865168539326,tail_edge_available
2026-04,AXISBANK,360,11.052964346124533,13.324274605512688,14.310947581110044,1.5232295640830218,42.16115754789751,118.4415730094747,175.9849362688315,306.2810996941975,0.9055555555555556,0.8611111111111112,0.8416666666666667,0.75,tail_edge_available
2026-04,BAJAJ-AUTO,358,13.237282787860106,16.065259521307645,19.331022356932554,2.979441858573405,34.31464388787053,147.3918513500434,197.22278124371107,291.76678271956024,0.7513966480446927,0.6927374301675978,0.6284916201117319,0.5698324022346368,tail_edge_available
2026-04,BANKBEES,359,14.318069545913334,17.415363077022448,21.602674042028887,3.6999663639422224,27.6611509014546,108.3128007540557,151.86054427751654,268.1824438927747,0.7743732590529248,0.7186629526462396,0.6406685236768802,0.4986072423398329,tail_edge_available
2026-04,BHARTIARTL,363,11.145675872562826,14.105520506441552,14.480767016278138,1.585037248375217,37.49414154038622,106.34415889068327,178.21461359831537,442.3454113760728,0.8732782369146006,0.8154269972451791,0.7465564738292011,0.6776859504132231,tail_edge_available
2026-04,BPCL,358,11.236646306518475,15.831427417797663,16.165785625513166,1.6456842043456503,44.42332030224705,128.45528455284528,177.86247419406155,358.473352298076,0.8910614525139665,0.840782122905028,0.776536312849162,0.6983240223463687,tail_edge_available
2026-04,BRITANNIA,358,14.468832589073633,18.367681162918267,21.69915448275862,3.8004750593824226,32.42439901245064,110.43622308116952,136.116204575399,304.8669685309735,0.7597765363128491,0.7122905027932961,0.659217877094972,0.5195530726256983,tail_edge_available
2026-04,CIPLA,359,13.04497508589302,15.952028045977011,18.831481908311336,2.8512367239286798,29.483305078499278,111.92972513459853,155.48614883215572,397.595757850182,0.8105849582172702,0.7520891364902507,0.6880222841225627,0.5598885793871866,tail_edge_available
2026-04,DRREDDY,360,12.44158938775538,15.87628257323984,17.66868794100195,2.4489795918369204,32.30234999596293,110.77274630903696,167.1392741805259,392.0210210926895,0.7777777777777778,0.7305555555555555,0.675,0.5833333333333334,tail_edge_available
2026-04,GOLDBEES,360,10.052091773789117,11.335294396714236,12.596377252833097,0.8559811825260779,30.123154825748564,107.70118185761415,149.79187222179388,303.2862636172964,0.7916666666666666,0.7833333333333333,0.75,0.6833333333333333,tail_edge_available
2026-04,HCLTECH,359,12.49390241430672,15.842284052547917,16.14516918032759,2.483854942871148,40.180401804019716,128.38335105078036,180.67768690748937,310.1955755049701,0.8523676880222841,0.7994428969359332,0.7381615598885793,0.637883008356546,tail_edge_available
2026-04,HDFCBANK,359,10.612231138431696,12.419309679303424,13.221759132298272,1.2294074256211303,39.61822438321661,117.77632053749397,173.1371506234125,337.22243420243626,0.871866295264624,0.8495821727019499,0.8384401114206128,0.7910863509749304,tail_edge_available
2026-04,HINDUNILVR,357,11.641545602222768,14.413053672029672,14.987311965725656,1.9156170681485125,27.52764428684995,116.45311579267396,144.26796523005382,211.2146015617622,0.7899159663865546,0.7254901960784313,0.6470588235294118,0.5658263305322129,tail_edge_available
2026-04,ICICIBANK,359,10.919737299002838,13.06596325161286,13.975730054159143,1.4344115326685591,42.23567506687287,120.43062288531291,172.86864759789023,324.8556491864747,0.8774373259052924,0.8551532033426184,0.8245125348189415,0.7493036211699164,tail_edge_available
2026-04,INFY,358,11.522940936638804,14.191603684353558,15.436564918644972,1.836547291092537,39.8329542506054,144.84930274403897,185.5417468930498,283.6684109060883,0.8463687150837989,0.8156424581005587,0.7458100558659218,0.6871508379888268,tail_edge_available
