feature_name,quantile,threshold,selected_bars,selected_fraction,mean_abs_next_return_bps,median_abs_next_return_bps,median_cost_hurdle_bps,fraction_abs_return_ge_1x_cost,fraction_abs_return_ge_1_25x_cost,fraction_abs_return_ge_1_5x_cost,candidate_budget_status
abs_microprice_dev_bps,0.5,0.2513081843145966,72491,0.5000241420934644,58.86704347488995,39.75727139568952,13.348622328422277,0.8075071388172325,0.7641362376019092,0.723427735856865,eligible_filter_seed
abs_l5_imbalance,0.99,0.7411125302320428,1450,0.010001724435247456,51.20562383121753,39.98779068095259,13.432299104478162,0.8096551724137931,0.7627586206896552,0.7268965517241379,eligible_filter_seed
abs_microprice_dev_bps,0.95,1.2596489431944657,7249,0.050001724435247454,73.63816175373515,47.35430701811927,16.81964979065992,0.8057663125948407,0.7595530417988688,0.7213408746033936,eligible_filter_seed
abs_microprice_dev_bps,0.8,0.5808770468270225,28996,0.20000689774098981,64.81671714423102,42.567125081860446,14.247772224739114,0.8061456752655539,0.7587598289419231,0.7173058352876259,eligible_filter_seed
abs_l1_imbalance,0.7,0.3684806248767922,43495,0.30001724435247457,53.77879192649715,37.23276483305171,12.963337452105076,0.801011610529946,0.7565467295091389,0.7156224853431429,eligible_filter_seed
abs_l5_imbalance,0.7,0.368464781933584,43500,0.3000517330574237,53.66509570950897,37.11340206185576,12.962604258331432,0.8002298850574713,0.7556551724137931,0.714551724137931,eligible_filter_seed
abs_l5_imbalance,0.5,0.19820623076287644,72488,0.5000034488704949,53.882068186862,37.17599790220183,12.741419427844882,0.7998427325902219,0.7550215208034433,0.7121316631718353,eligible_filter_seed
abs_l1_imbalance,0.5,0.19974923134379705,72488,0.5000034488704949,53.835647563748275,37.17370509815687,12.757269524609196,0.7999255049111577,0.7548559761615715,0.7121592539454806,eligible_filter_seed
abs_microprice_dev_bps,0.7,0.4482598938261437,43494,0.30001034661148474,60.701948019742225,40.111382272706166,13.974193752711496,0.8007541270060238,0.7547017979491424,0.7135007127419875,eligible_filter_seed
abs_l1_imbalance,0.8,0.44420443973665297,28995,0.2,52.100931336447786,36.05953659659322,13.26209806938702,0.7943438523883428,0.7504742196930505,0.7092257285738921,eligible_filter_seed
abs_l5_imbalance,0.8,0.44419398115889297,28997,0.20001379548197964,52.08486455604207,36.05953659659322,13.260482982929709,0.7940821464289409,0.7503534848432597,0.7091423250681105,eligible_filter_seed
abs_microprice_dev_bps,0.9,1.0051431577481007,14499,0.10001034661148474,64.14667044796526,41.49377593360981,14.898857987584906,0.7961238706117664,0.744465135526588,0.7010828332988482,eligible_filter_seed
abs_l1_imbalance,0.9,0.5739214516995192,14498,0.10000344887049491,49.8532929014884,34.3155945312934,13.462955680751854,0.7780383501172575,0.7272727272727273,0.6834046075320734,eligible_filter_seed
abs_l5_imbalance,0.9,0.5738467624146132,14498,0.10000344887049491,49.8443027470951,34.3155945312934,13.461486708386515,0.777624499931025,0.7268588770864947,0.6832666574699958,eligible_filter_seed
abs_l1_imbalance,0.975,0.739684384392544,3625,0.025004311088118642,44.87583996772474,33.19251659625877,13.446847386151923,0.768551724137931,0.7037241379310345,0.6595862068965517,eligible_filter_seed
abs_l5_imbalance,0.975,0.7398290433542696,3628,0.025025004311088117,44.701898356810545,31.735956839098467,13.44684738615159,0.7635060639470783,0.7006615214994487,0.6560088202866593,eligible_filter_seed
abs_l5_imbalance,0.95,0.6975823817831724,7249,0.050001724435247454,48.754228762703804,33.363663936911706,13.53759535771095,0.7602427921092565,0.6995447647951442,0.6515381431921644,eligible_filter_seed
abs_l1_imbalance,0.95,0.6975531897308253,7252,0.05002241765821693,48.66699893093791,33.41558708616299,13.53607931341423,0.7608935466078324,0.6981522338665196,0.6500275785990072,eligible_filter_seed
