symbol,file,rows,row_groups,bytes,exact_schema_matches_first,schema_matches_first
ADANIPORTS,part-035515_481896-001377.parquet,20,1,36213,False,True
ADANIPORTS,part-035529_730921-001409.parquet,22,1,36052,False,True
ADANIPORTS,part-035543_985028-001441.parquet,21,1,35973,False,True
ADANIPORTS,part-035557_981634-001473.parquet,19,1,35832,False,True
ADANIPORTS,part-035612_481566-001505.parquet,22,1,35745,False,True
ADANIPORTS,part-035626_733834-001537.parquet,21,1,35573,False,True
ADANIPORTS,part-035640_980021-001569.parquet,19,1,35210,False,True
ADANIPORTS,part-035654_982313-001601.parquet,17,1,35664,False,True
ADANIPORTS,part-035708_979853-001633.parquet,9,1,35002,False,True
ADANIPORTS,part-035723_229871-001665.parquet,3,1,34484,False,True
ADANIPORTS,part-035737_228886-001697.parquet,4,1,34635,False,True
ADANIPORTS,part-035751_230127-001729.parquet,3,1,34448,False,True
ADANIPORTS,part-035805_482891-001761.parquet,4,1,34523,False,True
ADANIPORTS,part-035819_730624-001793.parquet,4,1,34492,False,True
ADANIPORTS,part-035833_731320-001825.parquet,4,1,34593,False,True
ADANIPORTS,part-035847_730797-001857.parquet,4,1,34745,False,True
ADANIPORTS,part-035901_734269-001889.parquet,5,1,34707,False,True
ADANIPORTS,part-035915_730479-001921.parquet,19,1,35886,False,True
ADANIPORTS,part-035929_981693-001953.parquet,18,1,35866,False,True
ADANIPORTS,part-035944_235704-001985.parquet,19,1,35594,False,True
ADANIPORTS,part-035958_479197-002017.parquet,18,1,35440,False,True
ADANIPORTS,part-040012_980756-002049.parquet,6,1,34795,False,True
ADANIPORTS,part-040027_737410-002081.parquet,3,1,34507,False,True
ADANIPORTS,part-040041_983563-002113.parquet,3,1,34702,False,True
ADANIPORTS,part-040056_234847-002145.parquet,2,1,34375,False,True
ADANIPORTS,part-040110_229514-002177.parquet,3,1,34523,False,True
ADANIPORTS,part-040124_480433-002209.parquet,3,1,34472,False,True
ADANIPORTS,part-040138_728870-002241.parquet,4,1,34526,False,True
ADANIPORTS,part-040152_979299-002273.parquet,3,1,34462,False,True
ADANIPORTS,part-040206_979994-002305.parquet,13,1,35591,False,True
ADANIPORTS,part-040221_230810-002337.parquet,20,1,35958,False,True
ADANIPORTS,part-040235_483171-002369.parquet,18,1,35775,False,True
ADANIPORTS,part-040249_984150-002401.parquet,22,1,36131,False,True
ADANIPORTS,part-040304_231840-002433.parquet,17,1,35842,False,True
ADANIPORTS,part-040318_487736-002465.parquet,4,1,34684,False,True
ADANIPORTS,part-040332_729766-002497.parquet,2,1,34155,False,True
ADANIPORTS,part-040346_730621-002529.parquet,4,1,34406,False,True
ADANIPORTS,part-040400_979944-002561.parquet,4,1,34470,False,True
ADANIPORTS,part-040415_229802-002593.parquet,4,1,34446,False,True
ADANIPORTS,part-040429_480189-002625.parquet,4,1,34509,False,True
ADANIPORTS,part-040443_478197-002657.parquet,4,1,34527,False,True
ADANIPORTS,part-040457_731179-002689.parquet,4,1,34518,False,True
ADANIPORTS,part-040512_231882-002721.parquet,4,1,34429,False,True
ADANIPORTS,part-040526_497243-002753.parquet,3,1,34417,False,True
ADANIPORTS,part-040541_233069-002785.parquet,3,1,34668,False,True
ADANIPORTS,part-040555_486035-002817.parquet,3,1,34453,False,True
ADANIPORTS,part-040609_732995-002849.parquet,3,1,34692,False,True
ADANIPORTS,part-040623_731054-002881.parquet,4,1,34712,False,True
ADANIPORTS,part-040638_229961-002913.parquet,4,1,34751,False,True
ADANIPORTS,part-040652_229871-002945.parquet,4,1,34747,False,True
ADANIPORTS,part-040706_480219-002977.parquet,5,1,34730,False,True
ADANIPORTS,part-040720_485291-003009.parquet,3,1,34713,False,True
ADANIPORTS,part-040734_733898-003041.parquet,4,1,34718,False,True
ADANIPORTS,part-040749_230471-003073.parquet,4,1,34742,False,True
ADANIPORTS,part-040803_479800-003105.parquet,8,1,35024,False,True
ADANIPORTS,part-040817_480165-003137.parquet,19,1,35895,False,True
ADANIPORTS,part-040831_734061-003169.parquet,19,1,35935,False,True
ADANIPORTS,part-040846_230594-003201.parquet,19,1,35952,False,True
ADANIPORTS,part-040900_481487-003233.parquet,20,1,35935,False,True
ADANIPORTS,part-040914_982144-003265.parquet,20,1,35964,False,True
ADANIPORTS,part-040930_730420-003297.parquet,16,1,35524,False,True
ADANIPORTS,part-040945_238040-003329.parquet,18,1,35714,False,True
ADANIPORTS,part-040959_480896-003361.parquet,18,1,35999,False,True
ADANIPORTS,part-041014_983179-003393.parquet,4,1,34501,False,True
ADANIPORTS,part-041029_730885-003425.parquet,6,1,34663,False,True
ADANIPORTS,part-041044_236384-003457.parquet,4,1,34635,False,True
ADANIPORTS,part-041058_730347-003489.parquet,4,1,34666,False,True
ADANIPORTS,part-041112_980013-003521.parquet,3,1,34505,False,True
ADANIPORTS,part-041126_981585-003553.parquet,3,1,34466,False,True
ADANIPORTS,part-041140_985521-003585.parquet,3,1,34464,False,True
ADANIPORTS,part-041155_480199-003617.parquet,6,1,34714,False,True
ADANIPORTS,part-041209_980553-003649.parquet,12,1,35394,False,True
ADANIPORTS,part-041224_232706-003681.parquet,18,1,36200,False,True
ADANIPORTS,part-041238_478885-003713.parquet,20,1,35774,False,True
ADANIPORTS,part-041252_490870-003745.parquet,17,1,35540,False,True
ADANIPORTS,part-041306_735806-003777.parquet,10,1,35372,False,True
ADANIPORTS,part-041320_730507-003809.parquet,5,1,34634,False,True
ADANIPORTS,part-041334_979613-003841.parquet,3,1,34411,False,True
ADANIPORTS,part-041348_982799-003873.parquet,4,1,34740,False,True
ADANIPORTS,part-041404_236439-003905.parquet,5,1,34741,False,True
ADANIPORTS,part-041418_732068-003937.parquet,3,1,34656,False,True
ADANIPORTS,part-041433_232648-003969.parquet,5,1,34753,False,True
ADANIPORTS,part-041447_483199-004001.parquet,4,1,34492,False,True
ADANIPORTS,part-041501_480989-004033.parquet,5,1,34696,False,True
ADANIPORTS,part-041516_230051-004065.parquet,4,1,34469,False,True
ADANIPORTS,part-041530_230240-004097.parquet,4,1,34458,False,True
ADANIPORTS,part-041544_479324-004129.parquet,4,1,34503,False,True
ADANIPORTS,part-041558_480750-004161.parquet,5,1,34554,False,True
ADANIPORTS,part-041612_729575-004193.parquet,17,1,35717,False,True
ADANIPORTS,part-041626_729851-004225.parquet,16,1,35563,False,True
ADANIPORTS,part-041640_739987-004257.parquet,19,1,35958,False,True
ADANIPORTS,part-041654_984538-004289.parquet,23,1,36066,False,True
ADANIPORTS,part-041708_994597-004321.parquet,17,1,35752,False,True
ADANIPORTS,part-041723_234915-004353.parquet,15,1,35435,False,True
ADANIPORTS,part-041737_237895-004385.parquet,16,1,35468,False,True
ADANIPORTS,part-041751_481170-004417.parquet,20,1,35583,False,True
ADANIPORTS,part-041805_480274-004449.parquet,22,1,36140,False,True
ADANIPORTS,part-041819_735659-004481.parquet,17,1,35333,False,True
ADANIPORTS,part-041833_731989-004513.parquet,17,1,35474,False,True
ADANIPORTS,part-041847_982874-004545.parquet,21,1,36272,False,True
ADANIPORTS,part-041902_235501-004577.parquet,16,1,35865,False,True
ADANIPORTS,part-041916_486784-004609.parquet,20,1,36020,False,True
ADANIPORTS,part-041930_731558-004641.parquet,20,1,36058,False,True
ADANIPORTS,part-041945_235195-004673.parquet,16,1,35520,False,True
ADANIPORTS,part-041959_237555-004705.parquet,19,1,35777,False,True
ADANIPORTS,part-042013_489528-004737.parquet,20,1,36061,False,True
ADANIPORTS,part-042027_486916-004769.parquet,20,1,36001,False,True
ADANIPORTS,part-042041_734884-004801.parquet,17,1,35771,False,True
ADANIPORTS,part-042055_732365-004833.parquet,18,1,35851,False,True
ADANIPORTS,part-042109_730927-004865.parquet,16,1,35477,False,True
ADANIPORTS,part-042123_738846-004897.parquet,23,1,35746,False,True
ADANIPORTS,part-042137_481947-004929.parquet,16,1,35447,False,True
ADANIPORTS,part-042151_480785-004961.parquet,20,1,35941,False,True
ADANIPORTS,part-042205_232021-004993.parquet,19,1,35805,False,True
ADANIPORTS,part-042219_233923-005025.parquet,18,1,35522,False,True
ADANIPORTS,part-042233_235337-005057.parquet,24,1,36176,False,True
ADANIPORTS,part-042247_233338-005089.parquet,23,1,35777,False,True
ADANIPORTS,part-042301_232322-005121.parquet,17,1,35625,False,True
ADANIPORTS,part-042315_235852-005153.parquet,5,1,34685,False,True
ADANIPORTS,part-042329_232631-005185.parquet,4,1,34609,False,True
ADANIPORTS,part-042343_231990-005217.parquet,5,1,34739,False,True
ADANIPORTS,part-042357_231034-005249.parquet,5,1,34670,False,True
ADANIPORTS,part-042411_232238-005281.parquet,4,1,34387,False,True
ADANIPORTS,part-042425_236947-005313.parquet,5,1,34709,False,True
ADANIPORTS,part-042439_234145-005345.parquet,4,1,34544,False,True
ADANIPORTS,part-042453_231964-005377.parquet,4,1,34727,False,True
ADANIPORTS,part-042506_981873-005409.parquet,4,1,34687,False,True
ADANIPORTS,part-042520_738417-005441.parquet,4,1,34610,False,True
ADANIPORTS,part-042534_733548-005473.parquet,4,1,34697,False,True
ADANIPORTS,part-042548_731422-005505.parquet,4,1,34586,False,True
ADANIPORTS,part-042602_737593-005537.parquet,5,1,34734,False,True
ADANIPORTS,part-042616_733391-005569.parquet,4,1,34474,False,True
ADANIPORTS,part-042630_733879-005601.parquet,4,1,34427,False,True
ADANIPORTS,part-042644_733133-005633.parquet,5,1,34674,False,True
ADANIPORTS,part-042658_483394-005665.parquet,6,1,34768,False,True
ADANIPORTS,part-042712_483527-005697.parquet,5,1,34739,False,True
ADANIPORTS,part-042726_233897-005729.parquet,3,1,34486,False,True
ADANIPORTS,part-042740_232707-005761.parquet,4,1,34676,False,True
ADANIPORTS,part-042753_982587-005793.parquet,5,1,34740,False,True
ADANIPORTS,part-042807_732115-005825.parquet,4,1,34538,False,True
ADANIPORTS,part-042821_483521-005857.parquet,5,1,34541,False,True
ADANIPORTS,part-042835_484657-005889.parquet,5,1,34785,False,True
ADANIPORTS,part-042849_731960-005921.parquet,5,1,34783,False,True
ADANIPORTS,part-042903_736779-005953.parquet,9,1,35223,False,True
ADANIPORTS,part-042917_982671-005985.parquet,19,1,36140,False,True
ADANIPORTS,part-042931_982379-006017.parquet,18,1,35986,False,True
ADANIPORTS,part-042945_982866-006049.parquet,19,1,35958,False,True
ADANIPORTS,part-042959_983735-006081.parquet,18,1,36074,False,True
ADANIPORTS,part-043013_982154-006113.parquet,26,1,36389,False,True
ADANIPORTS,part-043028_234313-006145.parquet,24,1,36082,False,True
ADANIPORTS,part-043042_232419-006177.parquet,22,1,35792,False,True
ADANIPORTS,part-043056_234972-006209.parquet,18,1,35710,False,True
ADANIPORTS,part-043110_240818-006241.parquet,9,1,34943,False,True
ADANIPORTS,part-043124_484145-006273.parquet,4,1,34508,False,True
ADANIPORTS,part-043138_732006-006305.parquet,6,1,34806,False,True
ADANIPORTS,part-043152_732183-006337.parquet,4,1,34714,False,True
ADANIPORTS,part-043206_983582-006369.parquet,5,1,34701,False,True
ADANIPORTS,part-043221_233038-006401.parquet,6,1,34651,False,True
ADANIPORTS,part-043235_487585-006433.parquet,5,1,34712,False,True
ADANIPORTS,part-043249_733937-006465.parquet,5,1,34452,False,True
ADANIPORTS,part-043303_984946-006497.parquet,4,1,34526,False,True
ADANIPORTS,part-043318_482798-006529.parquet,6,1,34737,False,True
ADANIPORTS,part-043332_481008-006561.parquet,4,1,34664,False,True
ADANIPORTS,part-043346_484050-006593.parquet,5,1,34689,False,True
ADANIPORTS,part-043400_733299-006625.parquet,5,1,34751,False,True
ADANIPORTS,part-043414_735818-006657.parquet,5,1,34643,False,True
ADANIPORTS,part-043428_984238-006689.parquet,4,1,34472,False,True
ADANIPORTS,part-043443_243778-006721.parquet,7,1,34711,False,True
ADANIPORTS,part-043457_234985-006753.parquet,5,1,34685,False,True
ADANIPORTS,part-043511_485453-006785.parquet,6,1,34753,False,True
ADANIPORTS,part-043525_487609-006817.parquet,5,1,34438,False,True
ADANIPORTS,part-043539_235181-006849.parquet,4,1,34483,False,True
ADANIPORTS,part-043553_234984-006881.parquet,7,1,34910,False,True
ADANIPORTS,part-043607_233933-006913.parquet,5,1,34709,False,True
ADANIPORTS,part-043621_482130-006945.parquet,5,1,34533,False,True
ADANIPORTS,part-043635_234066-006977.parquet,6,1,34793,False,True
ADANIPORTS,part-043649_482848-007009.parquet,5,1,34716,False,True
ADANIPORTS,part-043703_256405-007041.parquet,10,1,35150,False,True
ADANIPORTS,part-043717_237424-007073.parquet,19,1,35941,False,True
ADANIPORTS,part-043731_236807-007105.parquet,22,1,35889,False,True
ADANIPORTS,part-043745_283686-007137.parquet,18,1,35856,False,True
ADANIPORTS,part-043759_492930-007169.parquet,20,1,35611,False,True
ADANIPORTS,part-043813_734431-007201.parquet,21,1,36087,False,True
ADANIPORTS,part-043828_236146-007233.parquet,16,1,35314,False,True
ADANIPORTS,part-043842_484497-007265.parquet,21,1,36081,False,True
ADANIPORTS,part-043856_733502-007297.parquet,21,1,35671,False,True
ADANIPORTS,part-043910_747736-007329.parquet,6,1,34713,False,True
ADANIPORTS,part-043924_744237-007361.parquet,3,1,34465,False,True
ADANIPORTS,part-043938_745175-007393.parquet,4,1,34514,False,True
ADANIPORTS,part-043952_744816-007425.parquet,5,1,34549,False,True
ADANIPORTS,part-044006_746592-007457.parquet,15,1,35091,False,True
ADANIPORTS,part-044020_748228-007489.parquet,19,1,35616,False,True
ADANIPORTS,part-044034_747043-007521.parquet,23,1,35960,False,True
ADANIPORTS,part-044048_999822-007553.parquet,16,1,35366,False,True
ADANIPORTS,part-044103_246778-007585.parquet,16,1,35335,False,True
ADANIPORTS,part-044117_246451-007617.parquet,5,1,34714,False,True
ADANIPORTS,part-044131_250612-007649.parquet,5,1,34692,False,True
ADANIPORTS,part-044145_496173-007681.parquet,5,1,34697,False,True
ADANIPORTS,part-044159_498310-007713.parquet,5,1,34625,False,True
ADANIPORTS,part-044213_486817-007745.parquet,5,1,34671,False,True
ADANIPORTS,part-044227_488049-007777.parquet,7,1,34665,False,True
ADANIPORTS,part-044241_488461-007809.parquet,5,1,34634,False,True
ADANIPORTS,part-044255_487196-007841.parquet,5,1,34439,False,True
ADANIPORTS,part-044309_488771-007873.parquet,5,1,34776,False,True
ADANIPORTS,part-044323_489503-007905.parquet,5,1,34715,False,True
ADANIPORTS,part-044337_487472-007937.parquet,5,1,34726,False,True
ADANIPORTS,part-044351_489704-007969.parquet,7,1,34714,False,True
ADANIPORTS,part-044405_490136-008001.parquet,6,1,34713,False,True
ADANIPORTS,part-044419_489172-008033.parquet,6,1,34720,False,True
ADANIPORTS,part-044433_498370-008065.parquet,6,1,34746,False,True
ADANIPORTS,part-044447_491999-008097.parquet,5,1,34653,False,True
ADANIPORTS,part-044501_488646-008129.parquet,5,1,34787,False,True
ADANIPORTS,part-044515_496105-008161.parquet,6,1,34769,False,True
ADANIPORTS,part-044529_483656-008193.parquet,6,1,34768,False,True
ADANIPORTS,part-044543_732334-008225.parquet,5,1,34705,False,True
ADANIPORTS,part-044557_490160-008257.parquet,6,1,34706,False,True
ADANIPORTS,part-044611_482910-008289.parquet,16,1,35694,False,True
ADANIPORTS,part-044625_488541-008321.parquet,19,1,35806,False,True
ADANIPORTS,part-044639_483459-008353.parquet,18,1,35958,False,True
ADANIPORTS,part-044653_484895-008385.parquet,19,1,35524,False,True
ADANIPORTS,part-044707_734793-008417.parquet,14,1,35217,False,True
ADANIPORTS,part-044721_733351-008449.parquet,6,1,34740,False,True
ADANIPORTS,part-044735_484741-008481.parquet,6,1,34696,False,True
ADANIPORTS,part-044749_235025-008513.parquet,5,1,34552,False,True
ADANIPORTS,part-044803_490559-008545.parquet,5,1,34657,False,True
ADANIPORTS,part-044817_482857-008577.parquet,6,1,34697,False,True
ADANIPORTS,part-044831_234580-008609.parquet,5,1,34638,False,True
ADANIPORTS,part-044845_236377-008641.parquet,5,1,34657,False,True
ADANIPORTS,part-044859_236738-008673.parquet,6,1,34731,False,True
ADANIPORTS,part-044913_236364-008705.parquet,5,1,34694,False,True
ADANIPORTS,part-044926_983430-008737.parquet,5,1,34483,False,True
ADANIPORTS,part-044941_483600-008769.parquet,6,1,34680,False,True
ADANIPORTS,part-044955_247543-008801.parquet,6,1,34841,False,True
ADANIPORTS,part-045009_234786-008833.parquet,5,1,34525,False,True
ADANIPORTS,part-045023_485638-008865.parquet,5,1,34500,False,True
ADANIPORTS,part-045037_483855-008897.parquet,6,1,34686,False,True
ADANIPORTS,part-045051_734614-008929.parquet,6,1,34758,False,True
ADANIPORTS,part-045105_990372-008961.parquet,7,1,34767,False,True
ADANIPORTS,part-045119_988435-008993.parquet,6,1,34652,False,True
ADANIPORTS,part-045133_990993-009025.parquet,8,1,34689,False,True
ADANIPORTS,part-045147_739744-009057.parquet,6,1,34729,False,True
ADANIPORTS,part-045201_743243-009089.parquet,6,1,34697,False,True
ADANIPORTS,part-045216_246667-009121.parquet,7,1,34751,False,True
ADANIPORTS,part-045230_242980-009153.parquet,7,1,34723,False,True
ADANIPORTS,part-045244_243324-009185.parquet,6,1,34733,False,True
ADANIPORTS,part-045258_490380-009217.parquet,6,1,34828,False,True
ADANIPORTS,part-045312_491211-009249.parquet,5,1,34720,False,True
ADANIPORTS,part-045326_240905-009281.parquet,7,1,34747,False,True
ADANIPORTS,part-045339_990302-009313.parquet,7,1,34765,False,True
ADANIPORTS,part-045353_734434-009345.parquet,5,1,34589,False,True
ADANIPORTS,part-045407_739996-009377.parquet,8,1,34703,False,True
ADANIPORTS,part-045421_487491-009409.parquet,8,1,34910,False,True
ADANIPORTS,part-045435_235606-009441.parquet,6,1,34778,False,True
ADANIPORTS,part-045448_984743-009473.parquet,7,1,34847,False,True
ADANIPORTS,part-045502_738412-009505.parquet,4,1,34576,False,True
ADANIPORTS,part-045516_740717-009537.parquet,6,1,34716,False,True
ADANIPORTS,part-045530_485851-009569.parquet,7,1,34664,False,True
ADANIPORTS,part-045544_483807-009601.parquet,6,1,34734,False,True
ADANIPORTS,part-045558_235442-009633.parquet,8,1,34782,False,True
ADANIPORTS,part-045611_983973-009665.parquet,6,1,34660,False,True
ADANIPORTS,part-045625_737799-009697.parquet,6,1,34581,False,True
ADANIPORTS,part-045639_485523-009729.parquet,6,1,34676,False,True
ADANIPORTS,part-045653_237676-009761.parquet,5,1,34728,False,True
ADANIPORTS,part-045706_984739-009793.parquet,8,1,34734,False,True
ADANIPORTS,part-045720_987299-009825.parquet,6,1,34816,False,True
ADANIPORTS,part-045734_990102-009857.parquet,7,1,34779,False,True
ADANIPORTS,part-045748_988703-009889.parquet,6,1,34856,False,True
ADANIPORTS,part-045802_746311-009921.parquet,9,1,35242,False,True
ADANIPORTS,part-045816_740369-009953.parquet,24,1,35959,False,True
ADANIPORTS,part-045830_734138-009985.parquet,16,1,35733,False,True
ADANIPORTS,part-045844_484737-010017.parquet,18,1,35458,False,True
ADANIPORTS,part-045858_235038-010049.parquet,14,1,35285,False,True
ADANIPORTS,part-045912_240199-010081.parquet,5,1,34650,False,True
ADANIPORTS,part-045925_988725-010113.parquet,6,1,34670,False,True
ADANIPORTS,part-045939_735433-010145.parquet,7,1,34641,False,True
ADANIPORTS,part-045953_738151-010177.parquet,6,1,34661,False,True
ADANIPORTS,part-050007_489709-010209.parquet,5,1,34720,False,True
ADANIPORTS,part-050021_489097-010241.parquet,6,1,34743,False,True
ADANIPORTS,part-050035_254670-010273.parquet,5,1,34733,False,True
ADANIPORTS,part-050048_988024-010305.parquet,7,1,34903,False,True
ADANIPORTS,part-050102_986152-010337.parquet,6,1,34728,False,True
ADANIPORTS,part-050117_237863-010369.parquet,7,1,34683,False,True
ADANIPORTS,part-050131_241291-010401.parquet,8,1,34808,False,True
ADANIPORTS,part-050145_488979-010433.parquet,8,1,34888,False,True
ADANIPORTS,part-050159_488057-010465.parquet,6,1,34670,False,True
ADANIPORTS,part-050213_739107-010497.parquet,6,1,34745,False,True
ADANIPORTS,part-050227_985352-010529.parquet,6,1,34761,False,True
ADANIPORTS,part-050241_989942-010561.parquet,6,1,34810,False,True
ADANIPORTS,part-050255_736675-010593.parquet,6,1,34763,False,True
ADANIPORTS,part-050309_742896-010625.parquet,7,1,34623,False,True
ADANIPORTS,part-050323_739004-010657.parquet,6,1,34761,False,True
ADANIPORTS,part-050337_739816-010689.parquet,6,1,34739,False,True
ADANIPORTS,part-050351_738405-010721.parquet,4,1,34667,False,True
ADANIPORTS,part-050405_736042-010753.parquet,7,1,34640,False,True
ADANIPORTS,part-050419_487622-010785.parquet,7,1,34762,False,True
ADANIPORTS,part-050433_736027-010817.parquet,5,1,34632,False,True
ADANIPORTS,part-050447_743602-010849.parquet,6,1,34727,False,True
ADANIPORTS,part-050501_494661-010881.parquet,7,1,34793,False,True
ADANIPORTS,part-050515_488279-010913.parquet,6,1,34670,False,True
ADANIPORTS,part-050529_238460-010945.parquet,7,1,34735,False,True
ADANIPORTS,part-050543_490016-010977.parquet,5,1,34573,False,True
ADANIPORTS,part-050557_490469-011009.parquet,7,1,34711,False,True
ADANIPORTS,part-050611_486502-011041.parquet,6,1,34703,False,True
ADANIPORTS,part-050625_494806-011073.parquet,8,1,34651,False,True
ADANIPORTS,part-050639_238007-011105.parquet,5,1,34547,False,True
ADANIPORTS,part-050652_991254-011137.parquet,6,1,34624,False,True
ADANIPORTS,part-050707_237161-011169.parquet,5,1,34597,False,True
ADANIPORTS,part-050721_236164-011201.parquet,6,1,34668,False,True
ADANIPORTS,part-050735_240636-011233.parquet,6,1,34644,False,True
ADANIPORTS,part-050749_236494-011265.parquet,7,1,34730,False,True
ADANIPORTS,part-050803_239981-011297.parquet,7,1,34713,False,True
ADANIPORTS,part-050817_237708-011329.parquet,7,1,34599,False,True
ADANIPORTS,part-050831_237583-011361.parquet,3,1,34291,False,True
ADANIPORTS,part-050845_488247-011393.parquet,8,1,34603,False,True
ADANIPORTS,part-050859_737276-011425.parquet,6,1,34496,False,True
ADANIPORTS,part-050913_748831-011457.parquet,6,1,34514,False,True
ADANIPORTS,part-050927_487535-011489.parquet,5,1,34336,False,True
ADANIPORTS,part-050941_487074-011521.parquet,6,1,34575,False,True
ADANIPORTS,part-050955_237595-011553.parquet,5,1,34617,False,True
ADANIPORTS,part-051009_237672-011585.parquet,7,1,34737,False,True
ADANIPORTS,part-051023_239289-011617.parquet,7,1,34535,False,True
ADANIPORTS,part-051037_242018-011649.parquet,7,1,34835,False,True
ADANIPORTS,part-051051_236755-011681.parquet,6,1,34636,False,True
ADANIPORTS,part-051105_487315-011713.parquet,8,1,34644,False,True
ADANIPORTS,part-051119_505362-011745.parquet,6,1,34551,False,True
ADANIPORTS,part-051133_991111-011777.parquet,8,1,34868,False,True
ADANIPORTS,part-051148_237735-011809.parquet,7,1,34823,False,True
ADANIPORTS,part-051202_236509-011841.parquet,5,1,34698,False,True
ADANIPORTS,part-051216_239953-011873.parquet,6,1,34492,False,True
ADANIPORTS,part-051229_992029-011905.parquet,8,1,34741,False,True
ADANIPORTS,part-051244_239339-011937.parquet,6,1,34718,False,True
ADANIPORTS,part-051258_237177-011969.parquet,7,1,34487,False,True
ADANIPORTS,part-051312_236769-012001.parquet,5,1,34494,False,True
ADANIPORTS,part-051326_236925-012033.parquet,7,1,34694,False,True
ADANIPORTS,part-051340_239340-012065.parquet,4,1,34549,False,True
ADANIPORTS,part-051354_240569-012097.parquet,8,1,34843,False,True
ADANIPORTS,part-051408_238153-012129.parquet,7,1,34696,False,True
ADANIPORTS,part-051422_237327-012161.parquet,6,1,34627,False,True
ADANIPORTS,part-051436_238546-012193.parquet,6,1,34686,False,True
ADANIPORTS,part-051450_243543-012225.parquet,6,1,34626,False,True
ADANIPORTS,part-051504_240831-012257.parquet,5,1,34734,False,True
ADANIPORTS,part-051518_236277-012289.parquet,5,1,34718,False,True
ADANIPORTS,part-051532_238626-012321.parquet,6,1,34835,False,True
ADANIPORTS,part-051546_236497-012353.parquet,5,1,34484,False,True
ADANIPORTS,part-051600_274098-012385.parquet,7,1,34584,False,True
ADANIPORTS,part-051614_239146-012417.parquet,5,1,34712,False,True
ADANIPORTS,part-051628_250568-012449.parquet,7,1,34722,False,True
ADANIPORTS,part-051642_245273-012481.parquet,5,1,34442,False,True
ADANIPORTS,part-051656_238497-012513.parquet,7,1,34582,False,True
ADANIPORTS,part-051710_237259-012545.parquet,3,1,34436,False,True
ADANIPORTS,part-051724_240241-012577.parquet,7,1,34637,False,True
ADANIPORTS,part-051738_240145-012609.parquet,6,1,34638,False,True
ADANIPORTS,part-051752_487724-012641.parquet,7,1,34699,False,True
ADANIPORTS,part-051806_502741-012673.parquet,7,1,34619,False,True
