horizon_sec,trade_date,exchange,symbol,split_role,rows,cost_aware_actionable_rows,actionable_rate,up_rows,down_rows,neutral_rows,median_retail_cost_bound_bps,median_stressed_cost_bound_bps,max_abs_forward_move_bps,test_rows_used
5,2026-07-09,NSE,M&M,train,321,0,0.0,0,0,321,10.519828886209453,11.324010631284132,8.689075900687959,0
5,2026-07-09,NSE,MARUTI,train,410,2,0.004878048780487805,0,2,408,9.796949355549302,10.233757742849104,20.61035579982644,0
5,2026-07-09,NSE,NESTLEIND,train,165,0,0.0,0,0,165,13.021778619401099,14.719513840615845,4.7433508385554335,0
5,2026-07-09,NSE,NIFTYBEES,train,237,0,0.0,0,0,237,15.580065891601233,20.150032073851694,5.486366379545996,0
5,2026-07-09,NSE,ONGC,train,220,0,0.0,0,0,220,14.784635512339651,19.46838103683373,13.135210573844232,0
5,2026-07-09,NSE,RELIANCE,train,402,0,0.0,0,0,402,12.147697901924975,13.699529062694861,8.591065292095509,0
5,2026-07-09,NSE,SBIN,train,387,0,0.0,0,0,387,13.14236449210461,15.092062288946321,7.322788517867603,0
5,2026-07-09,NSE,SUNPHARMA,train,487,0,0.0,0,0,487,10.851298342633246,11.884569679686473,9.799876212089249,0
5,2026-07-09,NSE,TCS,train,506,1,0.001976284584980237,1,0,505,12.641722876859665,14.099590502479478,13.884490780210502,0
5,2026-07-09,NSE,TECHM,train,586,0,0.0,0,0,586,14.558307307801105,16.655036410401365,12.592255762705618,0
5,2026-07-09,NSE,ULTRACEMCO,train,99,0,0.0,0,0,99,13.552479163165419,14.938540583012085,9.966633444555184,0
5,2026-07-09,NSE,WIPRO,train,779,0,0.0,0,0,779,17.5185463868414,24.167290352383596,21.574042112530208,0
5,2026-07-10,NSE,ADANIPORTS,train,379,3,0.0079155672823219,1,2,376,13.187765785501952,14.827647714002728,10000.0,0
5,2026-07-10,NSE,AXISBANK,train,253,2,0.007905138339920948,2,0,251,13.569343067892833,15.462637020711774,26.824034334763947,0
5,2026-07-10,NSE,BAJAJ-AUTO,train,435,2,0.004597701149425287,1,1,433,14.27294354678348,15.847979231185706,10000.0,0
5,2026-07-10,NSE,BANKBEES,train,201,0,0.0,0,0,201,15.95425821681806,19.128967480286043,3.1665347277186933,0
5,2026-07-10,NSE,BHARTIARTL,train,256,0,0.0,0,0,256,11.916899120805695,13.220034521093492,27.86168107488874,0
5,2026-07-10,NSE,BPCL,train,155,0,0.0,0,0,155,17.88658745751625,22.69582118627492,9.654062751406421,0
5,2026-07-10,NSE,BRITANNIA,train,509,0,0.0,0,0,509,15.893189741491538,17.938940159940486,15.879688010835551,0
5,2026-07-10,NSE,CIPLA,train,256,0,0.0,0,0,256,13.125689133617218,14.86053525276629,17.62997787610588,0
5,2026-07-10,NSE,DRREDDY,train,504,6,0.011904761904761904,2,4,498,13.888127225722844,15.895272663481082,65.57907946403198,0
5,2026-07-10,NSE,GOLDBEES,train,311,1,0.003215434083601286,0,1,310,18.43631895775807,27.33349304579734,10000.0,0
5,2026-07-10,NSE,HCLTECH,train,1091,5,0.00458295142071494,5,0,1086,14.231403213356979,16.361147218127414,23.311999321832744,0
5,2026-07-10,NSE,HDFCBANK,train,525,1,0.0019047619047619048,0,1,524,10.695083565211132,12.211935793467468,10000.0,0
5,2026-07-10,NSE,HINDUNILVR,train,239,1,0.0041841004184100415,1,0,238,12.449110430178303,13.842773906904336,18.175125385357834,0
5,2026-07-10,NSE,ICICIBANK,train,254,1,0.003937007874015748,1,0,253,11.829373579320487,13.253875011048585,11.780244886301814,0
5,2026-07-10,NSE,INFY,train,671,0,0.0,0,0,671,12.937090025213287,14.804678035298473,13.094514333817434,0
5,2026-07-10,NSE,ITBEES,train,696,1,0.0014367816091954023,0,1,695,46.934142232961506,80.76691168680364,10000.0,0
5,2026-07-10,NSE,ITC,train,364,1,0.0027472527472527475,0,1,363,18.934786666668284,24.26812000000202,10000.0,0
5,2026-07-10,NSE,JUNIORBEES,train,456,0,0.0,0,0,456,17.381138197921338,20.622052787322964,4.8280257237225195,0
5,2026-07-10,NSE,KOTAKBANK,train,181,0,0.0,0,0,181,16.161818197606774,20.108667296409863,13.872374157751112,0
5,2026-07-10,NSE,LT,train,199,0,0.0,0,0,199,10.554298779180993,11.316358372241288,7.975996049981986,0
5,2026-07-10,NSE,M&M,train,185,0,0.0,0,0,185,11.151995929249495,12.113287905665942,10.575906162869538,0
5,2026-07-10,NSE,MARUTI,train,281,1,0.0035587188612099642,0,1,280,14.07998769032073,15.586768202626102,10000.0,0
5,2026-07-10,NSE,NESTLEIND,train,260,1,0.0038461538461538464,1,0,259,13.079612593737561,14.798002805786757,16.49994843766019,0
5,2026-07-10,NSE,NIFTYBEES,train,297,0,0.0,0,0,297,14.807154402588038,19.166510670979445,3.0927084849338775,0
5,2026-07-10,NSE,ONGC,train,340,0,0.0,0,0,340,14.824153668468352,19.536302867679936,11.468829360202045,0
5,2026-07-10,NSE,RELIANCE,train,241,0,0.0,0,0,241,12.09484585336056,13.625536194704681,9.251763617441677,0
5,2026-07-10,NSE,SBIN,train,383,1,0.0026109660574412533,0,1,382,13.098571164139608,15.030751629795322,10000.0,0
5,2026-07-10,NSE,SUNPHARMA,train,221,1,0.004524886877828055,0,1,220,11.891402176039282,13.18543152462479,10000.0,0
5,2026-07-10,NSE,TCS,train,815,2,0.00245398773006135,1,1,813,10.68276239146446,11.648619348049849,16.52496706981113,0
5,2026-07-10,NSE,TECHM,train,456,2,0.0043859649122807015,0,2,454,13.08789484766006,14.809243007538722,32.96250515039112,0
5,2026-07-10,NSE,ULTRACEMCO,train,627,0,0.0,0,0,627,15.186466429791595,16.9801118004783,14.177084675860291,0
5,2026-07-10,NSE,WIPRO,train,532,1,0.0018796992481203006,0,1,531,17.920831975867443,24.593708532131576,10000.0,0
5,2026-07-13,NSE,ADANIPORTS,validation,364,0,0.0,0,0,364,13.22597820525633,14.87859760700836,8.828803972961285,0
5,2026-07-13,NSE,AXISBANK,validation,345,1,0.002898550724637681,0,1,344,12.054564528584901,13.569142340019274,10000.0,0
5,2026-07-13,NSE,BAJAJ-AUTO,validation,969,3,0.0030959752321981426,2,1,966,14.145089025482921,15.686589097740738,10000.0,0
5,2026-07-13,NSE,BANKBEES,validation,427,0,0.0,0,0,427,16.940062098110896,20.358808502173673,6.921511724873472,0
5,2026-07-13,NSE,BHARTIARTL,validation,320,4,0.0125,1,3,316,11.931315355482543,13.239599411012072,10000.0,0
5,2026-07-13,NSE,BPCL,validation,901,0,0.0,0,0,901,14.82495960331195,18.92298435538164,23.1194781603516,0
5,2026-07-13,NSE,BRITANNIA,validation,795,0,0.0,0,0,795,15.908820708162503,17.958764800596345,14.504959760434213,0
5,2026-07-13,NSE,CIPLA,validation,328,0,0.0,0,0,328,15.969583287460704,18.42004887892547,14.367816091953705,0
5,2026-07-13,NSE,DRREDDY,validation,96,1,0.010416666666666666,0,1,95,13.956171029942785,15.987617826351004,10000.0,0
5,2026-07-13,NSE,GOLDBEES,validation,306,0,0.0,0,0,306,18.55574484461488,27.557416583652344,6.850781417255259,0
5,2026-07-13,NSE,HCLTECH,validation,961,2,0.002081165452653486,1,1,959,14.114852094385999,16.20297069952353,10000.0,0
5,2026-07-13,NSE,HDFCBANK,validation,677,1,0.0014771048744460858,0,1,676,11.93090005005855,13.762290075087686,10000.0,0
5,2026-07-13,NSE,HINDUNILVR,validation,257,1,0.0038910505836575876,0,1,256,12.497840838425518,13.907747784567286,10000.0,0
5,2026-07-13,NSE,ICICIBANK,validation,488,1,0.0020491803278688526,0,1,487,11.81623242206863,13.235477390895984,10000.0,0
5,2026-07-13,NSE,INFY,validation,789,2,0.0025348542458808617,1,1,787,12.807384639125159,14.623090494775717,10000.0,0
5,2026-07-13,NSE,ITBEES,validation,950,0,0.0,0,0,950,45.762265200780064,78.5696422514613,8.04375804375873,0
5,2026-07-13,NSE,ITC,validation,119,1,0.008403361344537815,0,1,118,15.414167342560395,19.880446931661858,10000.0,0
5,2026-07-13,NSE,JUNIORBEES,validation,401,0,0.0,0,0,401,16.771740480840382,19.863966110236966,4.773392850231633,0
5,2026-07-13,NSE,KOTAKBANK,validation,176,0,0.0,0,0,176,16.07756943381314,19.982294150720154,10.440456769983093,0
5,2026-07-13,NSE,LT,validation,320,1,0.003125,0,1,319,11.071560943072527,11.963564879504691,10000.0,0
5,2026-07-13,NSE,M&M,validation,552,0,0.0,0,0,552,10.52994234496293,11.337736039592578,8.913522624141061,0
5,2026-07-13,NSE,MARUTI,validation,580,1,0.0017241379310344827,0,1,579,13.438630904437122,14.785942260694089,21.325097433634827,0
5,2026-07-13,NSE,NESTLEIND,validation,424,4,0.009433962264150943,1,3,420,14.543614263819258,16.635445685092236,10000.0,0
5,2026-07-13,NSE,NIFTYBEES,validation,447,0,0.0,0,0,447,14.829799790023594,19.204252983373763,5.6294036463998225,0
5,2026-07-13,NSE,ONGC,validation,507,0,0.0,0,0,507,16.330198000603282,21.36899675098085,19.27173141292082,0
5,2026-07-13,NSE,RELIANCE,validation,587,1,0.0017035775127768314,0,1,586,12.104829637815309,13.639513492941328,10000.0,0
5,2026-07-13,NSE,SBIN,validation,499,1,0.002004008016032064,0,1,498,13.079976414205476,15.004718979887535,10000.0,0
5,2026-07-13,NSE,SUNPHARMA,validation,387,1,0.002583979328165375,0,1,386,12.937622957350456,14.494123943134062,10000.0,0
5,2026-07-13,NSE,TCS,validation,911,4,0.0043907793633369925,3,1,907,12.36163405439908,13.726138739198705,10000.0,0
5,2026-07-13,NSE,TECHM,validation,713,5,0.0070126227208976155,3,2,708,15.513303599538943,17.818589290301336,10000.0,0
5,2026-07-13,NSE,ULTRACEMCO,validation,764,1,0.0013089005235602095,0,1,763,13.524701498556594,14.903476973587832,10000.0,0
5,2026-07-13,NSE,WIPRO,validation,712,1,0.0014044943820224719,0,1,711,18.31752960501627,25.017136008360815,10000.0,0
15,2026-07-08,NSE,ADANIPORTS,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-08,NSE,AXISBANK,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-08,NSE,BAJAJ-AUTO,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-08,NSE,BANKBEES,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-08,NSE,BHARTIARTL,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-08,NSE,BPCL,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-08,NSE,BRITANNIA,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-08,NSE,CIPLA,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-08,NSE,DRREDDY,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-08,NSE,GOLDBEES,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-08,NSE,HCLTECH,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-08,NSE,HDFCBANK,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-08,NSE,HINDUNILVR,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-08,NSE,ICICIBANK,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-08,NSE,INFY,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-08,NSE,ITBEES,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-08,NSE,ITC,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-08,NSE,JUNIORBEES,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-08,NSE,KOTAKBANK,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-08,NSE,LT,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-08,NSE,M&M,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-08,NSE,MARUTI,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-08,NSE,NESTLEIND,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-08,NSE,NIFTYBEES,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-08,NSE,ONGC,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-08,NSE,RELIANCE,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-08,NSE,SBIN,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-08,NSE,SUNPHARMA,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-08,NSE,TCS,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-08,NSE,TECHM,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-08,NSE,ULTRACEMCO,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-08,NSE,WIPRO,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-09,NSE,ADANIPORTS,train,5,0,0.0,0,0,5,9.923429404917773,10.751084107376284,7.158787411547424,0
15,2026-07-09,NSE,AXISBANK,train,1,0,0.0,0,0,1,15.1636149433051,17.462113257740018,0.0,0
15,2026-07-09,NSE,BAJAJ-AUTO,train,11,0,0.0,0,0,11,13.283978965847902,14.61170633916058,6.1215994515046885,0
15,2026-07-09,NSE,BANKBEES,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-09,NSE,BHARTIARTL,train,14,0,0.0,0,0,14,10.8538392681132,11.888126975358409,4.922917476357277,0
15,2026-07-09,NSE,BPCL,train,8,0,0.0,0,0,8,18.01075528120086,22.882072921801385,6.494033606623545,0
15,2026-07-09,NSE,BRITANNIA,train,175,1,0.005714285714285714,0,1,174,14.041738289332775,15.624827175117566,10000.0,0
15,2026-07-09,NSE,CIPLA,train,10,0,0.0,0,0,10,10.348491693074568,11.388677539612168,6.2126807717536385,0
15,2026-07-09,NSE,DRREDDY,train,525,7,0.013333333333333334,2,5,518,13.7949448391292,15.768810853103993,28.67355355669972,0
15,2026-07-09,NSE,GOLDBEES,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-09,NSE,HCLTECH,train,129,0,0.0,0,0,129,14.362230477516293,16.53869850520077,19.102196752626945,0
15,2026-07-09,NSE,HDFCBANK,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-09,NSE,HINDUNILVR,train,52,0,0.0,0,0,52,13.377867761869009,15.003696595190966,12.277044243688168,0
15,2026-07-09,NSE,ICICIBANK,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-09,NSE,INFY,train,2,0,0.0,0,0,2,12.992950809305878,14.882575329366858,2.830589234325183,0
15,2026-07-09,NSE,ITBEES,train,85,0,0.0,0,0,85,47.49021511358168,81.809548337965,6.561679790027274,0
15,2026-07-09,NSE,ITC,train,4,0,0.0,0,0,4,17.107101266701193,21.969972231699977,6.207324643077221,0
15,2026-07-09,NSE,JUNIORBEES,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-09,NSE,KOTAKBANK,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-09,NSE,LT,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-09,NSE,M&M,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-09,NSE,MARUTI,train,3,0,0.0,0,0,3,9.791570252094745,10.226841752693241,1.0938126663506764,0
15,2026-07-09,NSE,NESTLEIND,train,10,0,0.0,0,0,10,13.058468933975611,14.769297804034371,3.07987132982031,0
15,2026-07-09,NSE,NIFTYBEES,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-09,NSE,ONGC,train,1,0,0.0,0,0,1,13.19432948705769,17.504762788233634,1.026293643137408,0
15,2026-07-09,NSE,RELIANCE,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-09,NSE,SBIN,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-09,NSE,SUNPHARMA,train,90,0,0.0,0,0,90,10.847567138195554,11.879345993473706,8.252101707154244,0
15,2026-07-09,NSE,TCS,train,10,0,0.0,0,0,10,12.651658876948495,14.11309784095734,4.1393751978395565,0
15,2026-07-09,NSE,TECHM,train,43,0,0.0,0,0,43,14.558307307801105,16.655036410401365,13.652116077992407,0
15,2026-07-09,NSE,ULTRACEMCO,train,2,0,0.0,0,0,2,10.09095755045354,10.61176827915455,0.0,0
15,2026-07-09,NSE,WIPRO,train,180,0,0.0,0,0,180,18.630217749121186,25.53828291520236,24.746065087906477,0
15,2026-07-10,NSE,ADANIPORTS,train,2,1,0.5,0,1,1,19.202078372779255,22.34551045950257,10000.0,0
15,2026-07-10,NSE,AXISBANK,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-10,NSE,BAJAJ-AUTO,train,7,1,0.14285714285714285,0,1,6,11.331588142401857,12.17157134273785,10000.0,0
15,2026-07-10,NSE,BANKBEES,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-10,NSE,BHARTIARTL,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-10,NSE,BPCL,train,5,0,0.0,0,0,5,17.920629652511114,22.746884478766308,3.2061558191717183,0
15,2026-07-10,NSE,BRITANNIA,train,70,1,0.014285714285714285,0,1,69,15.895318063897982,17.94163949567549,20.559786925844584,0
15,2026-07-10,NSE,CIPLA,train,9,0,0.0,0,0,9,11.738414280955654,13.126531993337823,4.134366925063973,0
15,2026-07-10,NSE,DRREDDY,train,2,0,0.0,0,0,2,13.893466189046793,15.90221425591092,4.023173479240425,0
15,2026-07-10,NSE,GOLDBEES,train,1,1,1.0,0,1,0,18.405395607179035,27.27551176346165,10000.0,0
15,2026-07-10,NSE,HCLTECH,train,131,1,0.007633587786259542,1,0,130,14.24770399179865,16.383269703155392,20.08890408616974,0
15,2026-07-10,NSE,HDFCBANK,train,1,1,1.0,0,1,0,15.546361091736163,18.275701501137227,10000.0,0
15,2026-07-10,NSE,HINDUNILVR,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-10,NSE,ICICIBANK,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-10,NSE,INFY,train,1,0,0.0,0,0,1,16.666776215003054,19.46632828667095,5.599104143336218,0
15,2026-07-10,NSE,ITBEES,train,56,1,0.017857142857142856,0,1,55,46.934142232961506,80.76691168680364,10000.0,0
15,2026-07-10,NSE,ITC,train,1,1,1.0,0,1,0,15.365981769142854,19.802145374856835,10000.0,0
15,2026-07-10,NSE,JUNIORBEES,train,1,0,0.0,0,0,1,19.03990561581925,22.69461859261506,0.06411777152121677,0
15,2026-07-10,NSE,KOTAKBANK,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-10,NSE,LT,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-10,NSE,M&M,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-10,NSE,MARUTI,train,2,1,0.5,0,1,1,29.263500922323658,34.566455779447125,10000.0,0
15,2026-07-10,NSE,NESTLEIND,train,21,1,0.047619047619047616,0,1,20,13.088558659917426,14.81014389560229,15.149950074028478,0
15,2026-07-10,NSE,NIFTYBEES,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-10,NSE,ONGC,train,1,0,0.0,0,0,1,17.27786690801886,22.601808262757217,0.2047669751820564,0
15,2026-07-10,NSE,RELIANCE,train,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-10,NSE,SBIN,train,1,1,1.0,0,1,0,11.162894931251728,12.610282396876935,10000.0,0
15,2026-07-10,NSE,SUNPHARMA,train,2,1,0.5,0,1,1,21.72952053687138,25.48342670200523,10000.0,0
15,2026-07-10,NSE,TCS,train,1,0,0.0,0,0,1,10.675786008573919,11.638852412003093,0.9630664034298303,0
15,2026-07-10,NSE,TECHM,train,28,1,0.03571428571428571,0,1,27,13.098392568178962,14.823489913957062,30.10090644775161,0
15,2026-07-10,NSE,ULTRACEMCO,train,28,0,0.0,0,0,28,15.192687169194976,16.98794532417145,5.555080762328005,0
15,2026-07-10,NSE,WIPRO,train,61,1,0.01639344262295082,0,1,60,18.505280894044482,25.330054823407846,10000.0,0
15,2026-07-13,NSE,ADANIPORTS,validation,6,0,0.0,0,0,6,14.874885938634257,16.939545298642408,3.037415435593991,0
15,2026-07-13,NSE,AXISBANK,validation,3,1,0.3333333333333333,0,1,2,13.563327836906911,15.454473492945167,10000.0,0
15,2026-07-13,NSE,BAJAJ-AUTO,validation,66,6,0.09090909090909091,3,3,60,13.68112986479699,15.106934941477146,10000.0,0
15,2026-07-13,NSE,BANKBEES,validation,0,0,0.0,0,0,0,0.0,0.0,0.0,0
15,2026-07-13,NSE,BHARTIARTL,validation,1,1,1.0,0,1,0,18.249995016418513,21.139485152750147,10000.0,0
15,2026-07-13,NSE,BPCL,validation,47,0,0.0,0,0,47,14.803533773385269,18.888167381750783,14.84168865435131,0
15,2026-07-13,NSE,BRITANNIA,validation,77,0,0.0,0,0,77,14.061700339204785,15.650262690277064,12.19855494041475,0
15,2026-07-13,NSE,CIPLA,validation,22,0,0.0,0,0,22,17.382938570066624,20.1874981300872,12.265638689328894,0
15,2026-07-13,NSE,DRREDDY,validation,1,1,1.0,0,1,0,25.265287138810198,30.121620607041685,10000.0,0
15,2026-07-13,NSE,GOLDBEES,validation,4,0,0.0,0,0,4,18.547832634105966,27.542581188948137,1.286228777224006,0
15,2026-07-13,NSE,HCLTECH,validation,179,3,0.01675977653631285,1,2,176,13.99854446072538,16.04512462527024,10000.0,0
