horizon_sec,trade_date,exchange,symbol,split_role,rows,cost_aware_actionable_rows,cost_aware_up_rows,cost_aware_down_rows,label_file,bytes,test_rows_used
5,2026-07-08,NSE,HDFCBANK,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=HDFCBANK\cost_aware_event_labels.parquet,8375,0
5,2026-07-08,NSE,HINDUNILVR,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=HINDUNILVR\cost_aware_event_labels.parquet,8375,0
5,2026-07-08,NSE,ICICIBANK,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=ICICIBANK\cost_aware_event_labels.parquet,8375,0
5,2026-07-08,NSE,INFY,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=INFY\cost_aware_event_labels.parquet,8375,0
5,2026-07-08,NSE,ITBEES,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=ITBEES\cost_aware_event_labels.parquet,8375,0
5,2026-07-08,NSE,ITC,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=ITC\cost_aware_event_labels.parquet,8375,0
5,2026-07-08,NSE,JUNIORBEES,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=JUNIORBEES\cost_aware_event_labels.parquet,8375,0
5,2026-07-08,NSE,KOTAKBANK,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=KOTAKBANK\cost_aware_event_labels.parquet,8375,0
5,2026-07-08,NSE,LT,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=LT\cost_aware_event_labels.parquet,8375,0
5,2026-07-08,NSE,M&M,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=M&M\cost_aware_event_labels.parquet,8375,0
5,2026-07-08,NSE,MARUTI,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=MARUTI\cost_aware_event_labels.parquet,8375,0
5,2026-07-08,NSE,NESTLEIND,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=NESTLEIND\cost_aware_event_labels.parquet,8375,0
5,2026-07-08,NSE,NIFTYBEES,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=NIFTYBEES\cost_aware_event_labels.parquet,8375,0
5,2026-07-08,NSE,ONGC,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=ONGC\cost_aware_event_labels.parquet,8375,0
5,2026-07-08,NSE,RELIANCE,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=RELIANCE\cost_aware_event_labels.parquet,8375,0
5,2026-07-08,NSE,SBIN,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=SBIN\cost_aware_event_labels.parquet,8375,0
5,2026-07-08,NSE,SUNPHARMA,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=SUNPHARMA\cost_aware_event_labels.parquet,8375,0
5,2026-07-08,NSE,TCS,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=TCS\cost_aware_event_labels.parquet,8375,0
5,2026-07-08,NSE,TECHM,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=TECHM\cost_aware_event_labels.parquet,8375,0
5,2026-07-08,NSE,ULTRACEMCO,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=ULTRACEMCO\cost_aware_event_labels.parquet,8375,0
5,2026-07-08,NSE,WIPRO,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=WIPRO\cost_aware_event_labels.parquet,8375,0
5,2026-07-09,NSE,ADANIPORTS,train,240,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=ADANIPORTS\cost_aware_event_labels.parquet,17472,0
5,2026-07-09,NSE,AXISBANK,train,268,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=AXISBANK\cost_aware_event_labels.parquet,17626,0
5,2026-07-09,NSE,BAJAJ-AUTO,train,210,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=BAJAJ-AUTO\cost_aware_event_labels.parquet,16636,0
5,2026-07-09,NSE,BANKBEES,train,318,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=BANKBEES\cost_aware_event_labels.parquet,20512,0
5,2026-07-09,NSE,BHARTIARTL,train,667,2,2,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=BHARTIARTL\cost_aware_event_labels.parquet,28485,0
5,2026-07-09,NSE,BPCL,train,192,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=BPCL\cost_aware_event_labels.parquet,14505,0
5,2026-07-09,NSE,BRITANNIA,train,732,3,2,1,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=BRITANNIA\cost_aware_event_labels.parquet,24810,0
5,2026-07-09,NSE,CIPLA,train,209,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=CIPLA\cost_aware_event_labels.parquet,15479,0
5,2026-07-09,NSE,DRREDDY,train,1216,4,1,3,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=DRREDDY\cost_aware_event_labels.parquet,38714,0
5,2026-07-09,NSE,GOLDBEES,train,316,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=GOLDBEES\cost_aware_event_labels.parquet,16525,0
5,2026-07-09,NSE,HCLTECH,train,664,1,0,1,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=HCLTECH\cost_aware_event_labels.parquet,25518,0
5,2026-07-09,NSE,HDFCBANK,train,459,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=HDFCBANK\cost_aware_event_labels.parquet,21556,0
5,2026-07-09,NSE,HINDUNILVR,train,428,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=HINDUNILVR\cost_aware_event_labels.parquet,23444,0
5,2026-07-09,NSE,ICICIBANK,train,441,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=ICICIBANK\cost_aware_event_labels.parquet,20050,0
5,2026-07-09,NSE,INFY,train,296,1,1,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=INFY\cost_aware_event_labels.parquet,18204,0
5,2026-07-09,NSE,ITBEES,train,431,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=ITBEES\cost_aware_event_labels.parquet,15865,0
5,2026-07-09,NSE,ITC,train,403,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=ITC\cost_aware_event_labels.parquet,17210,0
5,2026-07-09,NSE,JUNIORBEES,train,325,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=JUNIORBEES\cost_aware_event_labels.parquet,20604,0
5,2026-07-09,NSE,KOTAKBANK,train,489,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=KOTAKBANK\cost_aware_event_labels.parquet,21759,0
5,2026-07-09,NSE,LT,train,446,1,1,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=LT\cost_aware_event_labels.parquet,24304,0
5,2026-07-09,NSE,M&M,train,321,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=M&M\cost_aware_event_labels.parquet,20142,0
5,2026-07-09,NSE,MARUTI,train,410,2,0,2,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=MARUTI\cost_aware_event_labels.parquet,20227,0
5,2026-07-09,NSE,NESTLEIND,train,165,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=NESTLEIND\cost_aware_event_labels.parquet,15383,0
5,2026-07-09,NSE,NIFTYBEES,train,237,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=NIFTYBEES\cost_aware_event_labels.parquet,17059,0
5,2026-07-09,NSE,ONGC,train,220,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=ONGC\cost_aware_event_labels.parquet,16741,0
5,2026-07-09,NSE,RELIANCE,train,402,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=RELIANCE\cost_aware_event_labels.parquet,21376,0
5,2026-07-09,NSE,SBIN,train,387,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=SBIN\cost_aware_event_labels.parquet,19059,0
5,2026-07-09,NSE,SUNPHARMA,train,487,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=SUNPHARMA\cost_aware_event_labels.parquet,22266,0
5,2026-07-09,NSE,TCS,train,506,1,1,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=TCS\cost_aware_event_labels.parquet,25187,0
5,2026-07-09,NSE,TECHM,train,586,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=TECHM\cost_aware_event_labels.parquet,24351,0
5,2026-07-09,NSE,ULTRACEMCO,train,99,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=ULTRACEMCO\cost_aware_event_labels.parquet,13216,0
5,2026-07-09,NSE,WIPRO,train,779,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=WIPRO\cost_aware_event_labels.parquet,28231,0
5,2026-07-10,NSE,ADANIPORTS,train,379,3,1,2,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=ADANIPORTS\cost_aware_event_labels.parquet,20608,0
5,2026-07-10,NSE,AXISBANK,train,253,2,2,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=AXISBANK\cost_aware_event_labels.parquet,17163,0
5,2026-07-10,NSE,BAJAJ-AUTO,train,435,2,1,1,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=BAJAJ-AUTO\cost_aware_event_labels.parquet,23164,0
5,2026-07-10,NSE,BANKBEES,train,201,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=BANKBEES\cost_aware_event_labels.parquet,16628,0
5,2026-07-10,NSE,BHARTIARTL,train,256,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=BHARTIARTL\cost_aware_event_labels.parquet,17558,0
5,2026-07-10,NSE,BPCL,train,155,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=BPCL\cost_aware_event_labels.parquet,13801,0
5,2026-07-10,NSE,BRITANNIA,train,509,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=BRITANNIA\cost_aware_event_labels.parquet,21883,0
5,2026-07-10,NSE,CIPLA,train,256,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=CIPLA\cost_aware_event_labels.parquet,17582,0
5,2026-07-10,NSE,DRREDDY,train,504,6,2,4,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=DRREDDY\cost_aware_event_labels.parquet,24116,0
5,2026-07-10,NSE,GOLDBEES,train,311,1,0,1,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=GOLDBEES\cost_aware_event_labels.parquet,16699,0
5,2026-07-10,NSE,HCLTECH,train,1091,5,5,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=HCLTECH\cost_aware_event_labels.parquet,34973,0
5,2026-07-10,NSE,HDFCBANK,train,525,1,0,1,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=HDFCBANK\cost_aware_event_labels.parquet,21308,0
5,2026-07-10,NSE,HINDUNILVR,train,239,1,1,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=HINDUNILVR\cost_aware_event_labels.parquet,16915,0
5,2026-07-10,NSE,ICICIBANK,train,254,1,1,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=ICICIBANK\cost_aware_event_labels.parquet,16794,0
5,2026-07-10,NSE,INFY,train,671,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=INFY\cost_aware_event_labels.parquet,24991,0
5,2026-07-10,NSE,ITBEES,train,696,1,0,1,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=ITBEES\cost_aware_event_labels.parquet,18312,0
5,2026-07-10,NSE,ITC,train,364,1,0,1,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=ITC\cost_aware_event_labels.parquet,15787,0
5,2026-07-10,NSE,JUNIORBEES,train,456,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=JUNIORBEES\cost_aware_event_labels.parquet,24088,0
5,2026-07-10,NSE,KOTAKBANK,train,181,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=KOTAKBANK\cost_aware_event_labels.parquet,14627,0
5,2026-07-10,NSE,LT,train,199,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=LT\cost_aware_event_labels.parquet,16372,0
5,2026-07-10,NSE,M&M,train,185,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=M&M\cost_aware_event_labels.parquet,15704,0
5,2026-07-10,NSE,MARUTI,train,281,1,0,1,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=MARUTI\cost_aware_event_labels.parquet,18511,0
5,2026-07-10,NSE,NESTLEIND,train,260,1,1,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=NESTLEIND\cost_aware_event_labels.parquet,17886,0
5,2026-07-10,NSE,NIFTYBEES,train,297,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=NIFTYBEES\cost_aware_event_labels.parquet,17273,0
5,2026-07-10,NSE,ONGC,train,340,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=ONGC\cost_aware_event_labels.parquet,19487,0
5,2026-07-10,NSE,RELIANCE,train,241,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=RELIANCE\cost_aware_event_labels.parquet,16387,0
5,2026-07-10,NSE,SBIN,train,383,1,0,1,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=SBIN\cost_aware_event_labels.parquet,20484,0
5,2026-07-10,NSE,SUNPHARMA,train,221,1,0,1,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=SUNPHARMA\cost_aware_event_labels.parquet,17277,0
5,2026-07-10,NSE,TCS,train,815,2,1,1,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=TCS\cost_aware_event_labels.parquet,32935,0
5,2026-07-10,NSE,TECHM,train,456,2,0,2,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=TECHM\cost_aware_event_labels.parquet,22920,0
5,2026-07-10,NSE,ULTRACEMCO,train,627,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=ULTRACEMCO\cost_aware_event_labels.parquet,23055,0
5,2026-07-10,NSE,WIPRO,train,532,1,0,1,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=WIPRO\cost_aware_event_labels.parquet,23626,0
5,2026-07-13,NSE,ADANIPORTS,validation,364,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=ADANIPORTS\cost_aware_event_labels.parquet,21112,0
5,2026-07-13,NSE,AXISBANK,validation,345,1,0,1,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=AXISBANK\cost_aware_event_labels.parquet,19328,0
5,2026-07-13,NSE,BAJAJ-AUTO,validation,969,3,2,1,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=BAJAJ-AUTO\cost_aware_event_labels.parquet,39928,0
5,2026-07-13,NSE,BANKBEES,validation,427,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=BANKBEES\cost_aware_event_labels.parquet,23047,0
5,2026-07-13,NSE,BHARTIARTL,validation,320,4,1,3,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=BHARTIARTL\cost_aware_event_labels.parquet,19204,0
5,2026-07-13,NSE,BPCL,validation,901,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=BPCL\cost_aware_event_labels.parquet,23696,0
5,2026-07-13,NSE,BRITANNIA,validation,795,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=BRITANNIA\cost_aware_event_labels.parquet,24464,0
5,2026-07-13,NSE,CIPLA,validation,328,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=CIPLA\cost_aware_event_labels.parquet,18362,0
5,2026-07-13,NSE,DRREDDY,validation,96,1,0,1,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=DRREDDY\cost_aware_event_labels.parquet,13634,0
5,2026-07-13,NSE,GOLDBEES,validation,306,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=GOLDBEES\cost_aware_event_labels.parquet,16569,0
5,2026-07-13,NSE,HCLTECH,validation,961,2,1,1,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=HCLTECH\cost_aware_event_labels.parquet,37331,0
5,2026-07-13,NSE,HDFCBANK,validation,677,1,0,1,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=HDFCBANK\cost_aware_event_labels.parquet,26747,0
5,2026-07-13,NSE,HINDUNILVR,validation,257,1,0,1,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=HINDUNILVR\cost_aware_event_labels.parquet,17627,0
5,2026-07-13,NSE,ICICIBANK,validation,488,1,0,1,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=ICICIBANK\cost_aware_event_labels.parquet,23179,0
5,2026-07-13,NSE,INFY,validation,789,2,1,1,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=INFY\cost_aware_event_labels.parquet,32790,0
5,2026-07-13,NSE,ITBEES,validation,950,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=ITBEES\cost_aware_event_labels.parquet,24994,0
5,2026-07-13,NSE,ITC,validation,119,1,0,1,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=ITC\cost_aware_event_labels.parquet,12630,0
5,2026-07-13,NSE,JUNIORBEES,validation,401,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=JUNIORBEES\cost_aware_event_labels.parquet,22859,0
5,2026-07-13,NSE,KOTAKBANK,validation,176,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=KOTAKBANK\cost_aware_event_labels.parquet,14922,0
5,2026-07-13,NSE,LT,validation,320,1,0,1,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=LT\cost_aware_event_labels.parquet,20690,0
5,2026-07-13,NSE,M&M,validation,552,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=M&M\cost_aware_event_labels.parquet,27553,0
5,2026-07-13,NSE,MARUTI,validation,580,1,0,1,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=MARUTI\cost_aware_event_labels.parquet,25317,0
5,2026-07-13,NSE,NESTLEIND,validation,424,4,1,3,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=NESTLEIND\cost_aware_event_labels.parquet,21544,0
5,2026-07-13,NSE,NIFTYBEES,validation,447,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=NIFTYBEES\cost_aware_event_labels.parquet,23165,0
5,2026-07-13,NSE,ONGC,validation,507,0,0,0,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=ONGC\cost_aware_event_labels.parquet,24683,0
5,2026-07-13,NSE,RELIANCE,validation,587,1,0,1,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=RELIANCE\cost_aware_event_labels.parquet,22195,0
5,2026-07-13,NSE,SBIN,validation,499,1,0,1,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=SBIN\cost_aware_event_labels.parquet,21527,0
5,2026-07-13,NSE,SUNPHARMA,validation,387,1,0,1,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=SUNPHARMA\cost_aware_event_labels.parquet,21666,0
5,2026-07-13,NSE,TCS,validation,911,4,3,1,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=TCS\cost_aware_event_labels.parquet,37595,0
5,2026-07-13,NSE,TECHM,validation,713,5,3,2,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=TECHM\cost_aware_event_labels.parquet,32618,0
5,2026-07-13,NSE,ULTRACEMCO,validation,764,1,0,1,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=ULTRACEMCO\cost_aware_event_labels.parquet,24239,0
5,2026-07-13,NSE,WIPRO,validation,712,1,0,1,derived_phase226_cost_aware_event_labels\horizon=5s\trade_date=2026-07-13\exchange=NSE\symbol=WIPRO\cost_aware_event_labels.parquet,31750,0
15,2026-07-08,NSE,ADANIPORTS,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=ADANIPORTS\cost_aware_event_labels.parquet,8375,0
15,2026-07-08,NSE,AXISBANK,train,0,0,0,0,derived_phase226_cost_aware_event_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=AXISBANK\cost_aware_event_labels.parquet,8375,0
