candidate_id,family_id,signal_source,direction,feature_filter,horizon_event_bars,threshold_quantile,event_window_score_threshold,abs_bar_return_bps_threshold,abs_l5_imbalance_threshold,abs_microprice_dev_threshold,train_months,test_months,train_trades,train_symbols,train_days,train_net_pnl_inr,train_gross_pnl_inr,train_cost_pnl_drag_inr,train_precision_cost_clear,train_positive_months,train_max_day_trade_fraction,train_max_month_contribution_abs,train_max_symbol_contribution_abs,train_gross_to_cost_ratio,test_trades,test_symbols,test_days,test_net_pnl_inr,test_gross_pnl_inr,test_cost_pnl_drag_inr,test_precision_cost_clear,test_positive_months,test_max_day_trade_fraction,test_max_month_contribution_abs,test_max_symbol_contribution_abs,test_gross_to_cost_ratio,train_pass,test_pass,phase231_synthetic_candidate
P231_MICROPRICE_REVERSAL_H6_Q0_975,P231_MICROPRICE_REVERSAL,avg_microprice_dev,reversal,event_window_score_and_abs_microprice_dev,6,0.975,89.97659767554299,215.81341333591465,0.7398076536917628,0.00015291091108960716,2,1,6,2,2,23753.205452601724,24630.86313256565,877.6576799639236,0.8333333333333334,1,0.8333333333333334,1.0523292128294757,1.0523292128294757,28.064316754543878,5,1,1,575.7527233715191,1224.5069957694143,648.7542723978952,0.8,1,1.0,1.0,1.0,1.887474268560034,False,False,False
P231_L5_IMBALANCE_REVERSAL_H3_Q0_975,P231_L5_IMBALANCE_REVERSAL,avg_l5_imbalance,reversal,event_window_score_and_abs_l5_imbalance,3,0.975,89.97659767554299,215.81341333591465,0.7398076536917628,0.00015291091108960716,1,0,4,1,1,2600.5729099237114,3175.5725190840244,574.9996091603132,1.0,1,1.0,1.0,1.0,5.522738569720761,0,0,0,0.0,0.0,0.0,0.0,0,,,,,False,False,False
P231_L5_IMBALANCE_CONTINUATION_H6_Q0_975,P231_L5_IMBALANCE_CONTINUATION,avg_l5_imbalance,continuation,event_window_score_and_abs_l5_imbalance,6,0.975,89.97659767554299,215.81341333591465,0.7398076536917628,0.00015291091108960716,1,0,1,1,1,955.486738931301,1099.2366412213794,143.7499022900783,1.0,1,1.0,1.0,1.0,7.646868788844035,0,0,0,0.0,0.0,0.0,0.0,0,,,,,False,False,False
P231_EVENT_CONTINUATION_H12_Q0_9,P231_EVENT_CONTINUATION,bar_return,continuation,event_window_score_and_abs_bar_return,12,0.9,54.31623670900108,124.33434678150938,0.5738900220534322,0.00010256952769442333,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,,0,0,0,0.0,0.0,0.0,0.0,0,,,,,False,False,False
P231_EVENT_CONTINUATION_H12_Q0_95,P231_EVENT_CONTINUATION,bar_return,continuation,event_window_score_and_abs_bar_return,12,0.95,72.36521885994138,166.60820764644035,0.6975712553247029,0.00012928376049734116,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,,0,0,0,0.0,0.0,0.0,0.0,0,,,,,False,False,False
P231_EVENT_CONTINUATION_H12_Q0_975,P231_EVENT_CONTINUATION,bar_return,continuation,event_window_score_and_abs_bar_return,12,0.975,89.97659767554299,215.81341333591465,0.7398076536917628,0.00015291091108960716,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,,0,0,0,0.0,0.0,0.0,0.0,0,,,,,False,False,False
P231_EVENT_CONTINUATION_H12_Q0_99,P231_EVENT_CONTINUATION,bar_return,continuation,event_window_score_and_abs_bar_return,12,0.99,115.81745366280154,278.87648325239047,0.7411123125345784,0.00022700450492660042,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,,0,0,0,0.0,0.0,0.0,0.0,0,,,,,False,False,False
P231_EVENT_REVERSAL_H12_Q0_9,P231_EVENT_REVERSAL,bar_return,reversal,event_window_score_and_abs_bar_return,12,0.9,54.31623670900108,124.33434678150938,0.5738900220534322,0.00010256952769442333,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,,0,0,0,0.0,0.0,0.0,0.0,0,,,,,False,False,False
P231_EVENT_REVERSAL_H12_Q0_95,P231_EVENT_REVERSAL,bar_return,reversal,event_window_score_and_abs_bar_return,12,0.95,72.36521885994138,166.60820764644035,0.6975712553247029,0.00012928376049734116,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,,0,0,0,0.0,0.0,0.0,0.0,0,,,,,False,False,False
P231_EVENT_REVERSAL_H12_Q0_975,P231_EVENT_REVERSAL,bar_return,reversal,event_window_score_and_abs_bar_return,12,0.975,89.97659767554299,215.81341333591465,0.7398076536917628,0.00015291091108960716,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,,0,0,0,0.0,0.0,0.0,0.0,0,,,,,False,False,False
P231_EVENT_REVERSAL_H12_Q0_99,P231_EVENT_REVERSAL,bar_return,reversal,event_window_score_and_abs_bar_return,12,0.99,115.81745366280154,278.87648325239047,0.7411123125345784,0.00022700450492660042,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,,0,0,0,0.0,0.0,0.0,0.0,0,,,,,False,False,False
P231_L5_IMBALANCE_CONTINUATION_H3_Q0_99,P231_L5_IMBALANCE_CONTINUATION,avg_l5_imbalance,continuation,event_window_score_and_abs_l5_imbalance,3,0.99,115.81745366280154,278.87648325239047,0.7411123125345784,0.00022700450492660042,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,,0,0,0,0.0,0.0,0.0,0.0,0,,,,,False,False,False
P231_L5_IMBALANCE_CONTINUATION_H6_Q0_99,P231_L5_IMBALANCE_CONTINUATION,avg_l5_imbalance,continuation,event_window_score_and_abs_l5_imbalance,6,0.99,115.81745366280154,278.87648325239047,0.7411123125345784,0.00022700450492660042,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,,0,0,0,0.0,0.0,0.0,0.0,0,,,,,False,False,False
P231_L5_IMBALANCE_CONTINUATION_H12_Q0_9,P231_L5_IMBALANCE_CONTINUATION,avg_l5_imbalance,continuation,event_window_score_and_abs_l5_imbalance,12,0.9,54.31623670900108,124.33434678150938,0.5738900220534322,0.00010256952769442333,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,,0,0,0,0.0,0.0,0.0,0.0,0,,,,,False,False,False
P231_L5_IMBALANCE_CONTINUATION_H12_Q0_95,P231_L5_IMBALANCE_CONTINUATION,avg_l5_imbalance,continuation,event_window_score_and_abs_l5_imbalance,12,0.95,72.36521885994138,166.60820764644035,0.6975712553247029,0.00012928376049734116,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,,0,0,0,0.0,0.0,0.0,0.0,0,,,,,False,False,False
P231_L5_IMBALANCE_CONTINUATION_H12_Q0_975,P231_L5_IMBALANCE_CONTINUATION,avg_l5_imbalance,continuation,event_window_score_and_abs_l5_imbalance,12,0.975,89.97659767554299,215.81341333591465,0.7398076536917628,0.00015291091108960716,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,,0,0,0,0.0,0.0,0.0,0.0,0,,,,,False,False,False
P231_L5_IMBALANCE_CONTINUATION_H12_Q0_99,P231_L5_IMBALANCE_CONTINUATION,avg_l5_imbalance,continuation,event_window_score_and_abs_l5_imbalance,12,0.99,115.81745366280154,278.87648325239047,0.7411123125345784,0.00022700450492660042,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,,0,0,0,0.0,0.0,0.0,0.0,0,,,,,False,False,False
P231_L5_IMBALANCE_REVERSAL_H3_Q0_99,P231_L5_IMBALANCE_REVERSAL,avg_l5_imbalance,reversal,event_window_score_and_abs_l5_imbalance,3,0.99,115.81745366280154,278.87648325239047,0.7411123125345784,0.00022700450492660042,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,,0,0,0,0.0,0.0,0.0,0.0,0,,,,,False,False,False
P231_L5_IMBALANCE_REVERSAL_H6_Q0_99,P231_L5_IMBALANCE_REVERSAL,avg_l5_imbalance,reversal,event_window_score_and_abs_l5_imbalance,6,0.99,115.81745366280154,278.87648325239047,0.7411123125345784,0.00022700450492660042,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,,0,0,0,0.0,0.0,0.0,0.0,0,,,,,False,False,False
P231_L5_IMBALANCE_REVERSAL_H12_Q0_9,P231_L5_IMBALANCE_REVERSAL,avg_l5_imbalance,reversal,event_window_score_and_abs_l5_imbalance,12,0.9,54.31623670900108,124.33434678150938,0.5738900220534322,0.00010256952769442333,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,,0,0,0,0.0,0.0,0.0,0.0,0,,,,,False,False,False
P231_L5_IMBALANCE_REVERSAL_H12_Q0_95,P231_L5_IMBALANCE_REVERSAL,avg_l5_imbalance,reversal,event_window_score_and_abs_l5_imbalance,12,0.95,72.36521885994138,166.60820764644035,0.6975712553247029,0.00012928376049734116,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,,0,0,0,0.0,0.0,0.0,0.0,0,,,,,False,False,False
P231_L5_IMBALANCE_REVERSAL_H12_Q0_975,P231_L5_IMBALANCE_REVERSAL,avg_l5_imbalance,reversal,event_window_score_and_abs_l5_imbalance,12,0.975,89.97659767554299,215.81341333591465,0.7398076536917628,0.00015291091108960716,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,,0,0,0,0.0,0.0,0.0,0.0,0,,,,,False,False,False
P231_L5_IMBALANCE_REVERSAL_H12_Q0_99,P231_L5_IMBALANCE_REVERSAL,avg_l5_imbalance,reversal,event_window_score_and_abs_l5_imbalance,12,0.99,115.81745366280154,278.87648325239047,0.7411123125345784,0.00022700450492660042,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,,0,0,0,0.0,0.0,0.0,0.0,0,,,,,False,False,False
P231_MICROPRICE_CONTINUATION_H6_Q0_99,P231_MICROPRICE_CONTINUATION,avg_microprice_dev,continuation,event_window_score_and_abs_microprice_dev,6,0.99,115.81745366280154,278.87648325239047,0.7411123125345784,0.00022700450492660042,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,,0,0,0,0.0,0.0,0.0,0.0,0,,,,,False,False,False
P231_MICROPRICE_CONTINUATION_H12_Q0_9,P231_MICROPRICE_CONTINUATION,avg_microprice_dev,continuation,event_window_score_and_abs_microprice_dev,12,0.9,54.31623670900108,124.33434678150938,0.5738900220534322,0.00010256952769442333,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,,0,0,0,0.0,0.0,0.0,0.0,0,,,,,False,False,False
P231_MICROPRICE_CONTINUATION_H12_Q0_95,P231_MICROPRICE_CONTINUATION,avg_microprice_dev,continuation,event_window_score_and_abs_microprice_dev,12,0.95,72.36521885994138,166.60820764644035,0.6975712553247029,0.00012928376049734116,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,,0,0,0,0.0,0.0,0.0,0.0,0,,,,,False,False,False
P231_MICROPRICE_CONTINUATION_H12_Q0_975,P231_MICROPRICE_CONTINUATION,avg_microprice_dev,continuation,event_window_score_and_abs_microprice_dev,12,0.975,89.97659767554299,215.81341333591465,0.7398076536917628,0.00015291091108960716,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,,0,0,0,0.0,0.0,0.0,0.0,0,,,,,False,False,False
P231_MICROPRICE_CONTINUATION_H12_Q0_99,P231_MICROPRICE_CONTINUATION,avg_microprice_dev,continuation,event_window_score_and_abs_microprice_dev,12,0.99,115.81745366280154,278.87648325239047,0.7411123125345784,0.00022700450492660042,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,,0,0,0,0.0,0.0,0.0,0.0,0,,,,,False,False,False
P231_MICROPRICE_REVERSAL_H6_Q0_99,P231_MICROPRICE_REVERSAL,avg_microprice_dev,reversal,event_window_score_and_abs_microprice_dev,6,0.99,115.81745366280154,278.87648325239047,0.7411123125345784,0.00022700450492660042,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,,0,0,0,0.0,0.0,0.0,0.0,0,,,,,False,False,False
P231_MICROPRICE_REVERSAL_H12_Q0_9,P231_MICROPRICE_REVERSAL,avg_microprice_dev,reversal,event_window_score_and_abs_microprice_dev,12,0.9,54.31623670900108,124.33434678150938,0.5738900220534322,0.00010256952769442333,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,,0,0,0,0.0,0.0,0.0,0.0,0,,,,,False,False,False
P231_MICROPRICE_REVERSAL_H12_Q0_95,P231_MICROPRICE_REVERSAL,avg_microprice_dev,reversal,event_window_score_and_abs_microprice_dev,12,0.95,72.36521885994138,166.60820764644035,0.6975712553247029,0.00012928376049734116,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,,0,0,0,0.0,0.0,0.0,0.0,0,,,,,False,False,False
P231_MICROPRICE_REVERSAL_H12_Q0_975,P231_MICROPRICE_REVERSAL,avg_microprice_dev,reversal,event_window_score_and_abs_microprice_dev,12,0.975,89.97659767554299,215.81341333591465,0.7398076536917628,0.00015291091108960716,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,,0,0,0,0.0,0.0,0.0,0.0,0,,,,,False,False,False
P231_MICROPRICE_REVERSAL_H12_Q0_99,P231_MICROPRICE_REVERSAL,avg_microprice_dev,reversal,event_window_score_and_abs_microprice_dev,12,0.99,115.81745366280154,278.87648325239047,0.7411123125345784,0.00022700450492660042,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,,0,0,0,0.0,0.0,0.0,0.0,0,,,,,False,False,False
P231_L5_IMBALANCE_REVERSAL_H6_Q0_975,P231_L5_IMBALANCE_REVERSAL,avg_l5_imbalance,reversal,event_window_score_and_abs_l5_imbalance,6,0.975,89.97659767554299,215.81341333591465,0.7398076536917628,0.00015291091108960716,1,0,1,1,1,-1242.9865435114577,-1099.2366412213794,143.7499022900783,0.0,0,1.0,1.0,1.0,7.646868788844035,0,0,0,0.0,0.0,0.0,0.0,0,,,,,False,False,False
P231_L5_IMBALANCE_CONTINUATION_H3_Q0_975,P231_L5_IMBALANCE_CONTINUATION,avg_l5_imbalance,continuation,event_window_score_and_abs_l5_imbalance,3,0.975,89.97659767554299,215.81341333591465,0.7398076536917628,0.00015291091108960716,1,0,4,1,1,-3750.572128244338,-3175.5725190840244,574.9996091603132,0.0,0,1.0,1.0,1.0,5.522738569720761,0,0,0,0.0,0.0,0.0,0.0,0,,,,,False,False,False
P231_MICROPRICE_CONTINUATION_H6_Q0_975,P231_MICROPRICE_CONTINUATION,avg_microprice_dev,continuation,event_window_score_and_abs_microprice_dev,6,0.975,89.97659767554299,215.81341333591465,0.7398076536917628,0.00015291091108960716,2,1,6,2,2,-25508.520812529576,-24630.86313256565,877.6576799639236,0.16666666666666666,1,0.8333333333333334,1.0374575517707783,1.0374575517707783,28.064316754543878,5,1,1,-1873.2612681673095,-1224.5069957694143,648.7542723978952,0.0,0,1.0,1.0,1.0,1.887474268560034,False,False,False
P231_EVENT_CONTINUATION_H6_Q0_99,P231_EVENT_CONTINUATION,bar_return,continuation,event_window_score_and_abs_bar_return,6,0.99,115.81745366280154,278.87648325239047,0.7411123125345784,0.00022700450492660042,2,2,38,13,2,100736.29153338034,105449.76548446476,4713.473951084424,0.9210526315789473,1,0.8157894736842105,1.013575943885235,0.32209364888890063,22.37198435353696,208,28,3,-5720.376929603435,16825.53818628796,22545.915115891396,0.3557692307692308,1,0.5673076923076923,33.05060610917001,4.5702450875045875,0.7462787870796403,False,False,False
P231_MICROPRICE_CONTINUATION_H3_Q0_99,P231_MICROPRICE_CONTINUATION,avg_microprice_dev,continuation,event_window_score_and_abs_microprice_dev,3,0.99,115.81745366280154,278.87648325239047,0.7411123125345784,0.00022700450492660042,4,3,16,2,5,-17518.70840977746,-15096.097421061651,2422.6109887158104,0.1875,1,0.4375,0.6895781006297179,1.4767162025704355,6.231333669077372,7,1,4,-8359.753697117376,-7328.345956544603,1031.407740572772,0.14285714285714285,1,0.2857142857142857,0.7191374925107943,0.9999999999999998,7.105188053441358,False,False,False
P231_MICROPRICE_CONTINUATION_H3_Q0_975,P231_MICROPRICE_CONTINUATION,avg_microprice_dev,continuation,event_window_score_and_abs_microprice_dev,3,0.975,89.97659767554299,215.81341333591465,0.7398076536917628,0.00015291091108960716,5,5,51,3,6,-35029.42459442911,-27268.36243077994,7761.0621636491705,0.37254901960784315,1,0.3333333333333333,0.6754068963922369,0.9237481435373188,3.5134833165617425,30,3,7,-20560.315010573166,-16193.34984348102,4366.965167092152,0.23333333333333334,2,0.3333333333333333,0.739068232346184,0.49652128572925597,3.7081472427369393,False,False,False
P231_L5_IMBALANCE_REVERSAL_H3_Q0_95,P231_L5_IMBALANCE_REVERSAL,avg_l5_imbalance,reversal,event_window_score_and_abs_l5_imbalance,3,0.95,72.36521885994138,166.60820764644035,0.6975712553247029,0.00012928376049734116,5,6,61,2,9,-43431.99177825044,-34219.40902515125,9212.582753099177,0.39344262295081966,1,0.22950819672131148,0.8019991804112121,1.2396358841889068,3.7144208027482417,60,2,11,-21074.895438584503,-12827.051676530527,8247.843762053964,0.4166666666666667,2,0.16666666666666666,0.5498157926748379,0.8255830735394931,1.5552006132250256,False,False,False
P231_EVENT_REVERSAL_H6_Q0_99,P231_EVENT_REVERSAL,bar_return,reversal,event_window_score_and_abs_bar_return,6,0.99,115.81745366280154,278.87648325239047,0.7411123125345784,0.00022700450492660042,2,2,38,13,2,-110163.23943554917,-105449.76548446476,4713.473951084424,0.02631578947368421,0,0.8157894736842105,0.9969510245992519,0.3065747289576349,22.37198435353696,208,28,3,-39371.45330217936,-16825.53818628796,22545.915115891396,0.625,1,0.5673076923076923,5.021682476887014,0.5825649010821098,0.7462787870796403,False,False,False
