candidate_id,family_id,trade_month,trade_date,feed_profile,source_event_bar_id,symbol,split,horizon_event_bars,side,gross_return,cost_return,net_return,gross_pnl_inr,cost_pnl_drag_inr,net_pnl_inr
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-07,2026-07-01,disconnect_scenario,2,ADANIPORTS,test,3,1.0,0.014103129131776138,0.001047173392684027,0.013055955739092111,1410.3129131776138,104.7173392684027,1305.5955739092112
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-07,2026-07-14,disconnect_scenario,0,ADANIPORTS,test,3,1.0,-0.06884912130304333,0.0013090237445348848,-0.07015814504757821,-6884.912130304333,130.90237445348848,-7015.814504757821
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-07,2026-07-14,disconnect_scenario,3,ADANIPORTS,test,3,-1.0,0.01329190402209568,0.0013446783904712582,0.011947225631624422,1329.190402209568,134.4678390471258,1194.7225631624422
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-07,2026-07-28,disconnect_scenario,0,ADANIPORTS,test,3,-1.0,-0.006879664179104461,0.0011183231940298506,-0.007997987373134311,-687.9664179104461,111.83231940298506,-799.7987373134312
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-07,2026-07-28,disconnect_scenario,1,ADANIPORTS,test,3,1.0,-0.005767345290962567,0.0011151792645481284,-0.006882524555510695,-576.7345290962567,111.51792645481284,-688.2524555510695
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-08,2026-08-06,disconnect_scenario,2,ADANIPORTS,test,3,-1.0,-0.0008908685968818109,0.00104952914922049,-0.0019403977461023008,-89.08685968818108,104.95291492204899,-194.03977461023007
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-08,2026-08-10,disconnect_scenario,0,ADANIPORTS,test,3,1.0,-0.02944718117131906,0.0010457501499726326,-0.030492931321291692,-2944.7181171319057,104.57501499726327,-3049.2931321291694
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-08,2026-08-10,disconnect_scenario,1,ADANIPORTS,test,3,-1.0,0.004582797742133771,0.0010503631093723928,0.003532434632761378,458.2797742133771,105.03631093723928,353.2434632761378
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-08,2026-08-10,disconnect_scenario,2,ADANIPORTS,test,3,1.0,-0.0030997453780581274,0.0010482223841470038,-0.004147967762205131,-309.97453780581276,104.82223841470038,-414.79677622051315
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-08,2026-08-10,disconnect_scenario,3,ADANIPORTS,test,3,-1.0,-0.021994134897360684,0.0010523928707421738,-0.023046527768102856,-2199.4134897360686,105.23928707421737,-2304.6527768102856
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-08,2026-08-12,disconnect_scenario,2,ADANIPORTS,test,3,-1.0,-0.0015424447749683434,0.0011022485669586295,-0.002644693341926973,-154.24447749683435,110.22485669586294,-264.46933419269726
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-08,2026-08-13,disconnect_scenario,2,ADANIPORTS,test,3,-1.0,-0.042585853991357725,0.0013385245312713342,-0.04392437852262906,-4258.585399135773,133.85245312713343,-4392.437852262906
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-08,2026-08-24,disconnect_scenario,0,ADANIPORTS,test,3,1.0,-0.026395173453997,0.0013116213083387077,-0.02770679476233571,-2639.5173453997,131.16213083387078,-2770.6794762335708
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-08,2026-08-24,disconnect_scenario,2,ADANIPORTS,test,3,-1.0,0.025241236438968473,0.001317462384342801,0.02392377405462567,2524.123643896847,131.7462384342801,2392.377405462567
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-08,2026-08-24,disconnect_scenario,3,ADANIPORTS,test,3,-1.0,0.00016598428682090827,0.0013247648604625554,-0.001158780573641647,16.598428682090827,132.47648604625553,-115.8780573641647
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-08,2026-08-31,disconnect_scenario,0,ADANIPORTS,test,3,-1.0,0.01047677741049935,0.0012189908335481106,0.009257786576951239,1047.6777410499349,121.89908335481107,925.7786576951239
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-08,2026-08-31,disconnect_scenario,2,ADANIPORTS,test,3,-1.0,0.005270614905072413,0.0012235249498441614,0.004047089955228251,527.0614905072413,122.35249498441614,404.7089955228251
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-09,2026-09-03,disconnect_scenario,0,ADANIPORTS,test,3,1.0,0.03190694696403806,0.0010402363944082807,0.030866710569629783,3190.694696403806,104.02363944082808,3086.671056962978
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-09,2026-09-03,disconnect_scenario,3,ADANIPORTS,test,3,1.0,-0.0014477766287487315,0.0010336372326783748,-0.0024814138614271063,-144.77766287487316,103.36372326783749,-248.14138614271064
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-09,2026-09-22,disconnect_scenario,2,ADANIPORTS,test,3,-1.0,-0.015268495044941321,0.0013453646619036122,-0.016613859706844935,-1526.8495044941321,134.5364661903612,-1661.3859706844935
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-09,2026-09-23,disconnect_scenario,0,ADANIPORTS,test,3,1.0,0.011760862463247479,0.0010446057493193697,0.01071625671392811,1176.086246324748,104.46057493193696,1071.625671392811
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-09,2026-09-24,disconnect_scenario,2,ADANIPORTS,test,3,1.0,-0.020642201834862206,0.0012636839965050242,-0.021905885831367232,-2064.220183486221,126.36839965050241,-2190.588583136723
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-09,2026-09-24,disconnect_scenario,3,ADANIPORTS,test,3,-1.0,-0.004898140932873218,0.0012720975393521222,-0.00617023847222534,-489.81409328732184,127.20975393521222,-617.0238472225341
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-09,2026-09-30,disconnect_scenario,0,ADANIPORTS,test,3,-1.0,-0.0008565555047967965,0.0011123305015989036,-0.0019688860063957004,-85.65555047967965,111.23305015989035,-196.88860063957003
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-10,2026-10-07,disconnect_scenario,0,ADANIPORTS,test,3,1.0,0.01436198611852646,0.0010403731318739868,0.013321612986652473,1436.198611852646,104.03731318739868,1332.1612986652474
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-10,2026-10-14,disconnect_scenario,0,ADANIPORTS,test,3,1.0,-0.019529516200621377,0.0011042199005770084,-0.020633736101198386,-1952.9516200621376,110.42199005770084,-2063.3736101198388
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-10,2026-10-27,disconnect_scenario,0,ADANIPORTS,test,3,1.0,-0.007689371216665797,0.0010449501905437219,-0.00873432140720952,-768.9371216665796,104.4950190543722,-873.4321407209519
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-10,2026-10-27,disconnect_scenario,2,ADANIPORTS,test,3,-1.0,-0.033508723345333724,0.0010483572783162684,-0.03455708062364999,-3350.8723345333724,104.83572783162684,-3455.708062364999
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-10,2026-10-30,disconnect_scenario,0,ADANIPORTS,test,3,-1.0,-0.01308212668418407,0.0012181576700397063,-0.014300284354223777,-1308.212668418407,121.81576700397063,-1430.0284354223777
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-11,2026-11-05,disconnect_scenario,0,ADANIPORTS,test,3,1.0,-0.017804957246455144,0.0013138776997510555,-0.019118834946206198,-1780.4957246455144,131.38776997510556,-1911.8834946206198
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-11,2026-11-05,disconnect_scenario,3,ADANIPORTS,test,3,-1.0,0.002699873271254649,0.0013227070906385648,0.0013771661806160844,269.9873271254649,132.2707090638565,137.71661806160844
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-11,2026-11-11,disconnect_scenario,0,ADANIPORTS,test,3,-1.0,-0.022727272727272707,0.0012225605300768881,-0.023949833257349597,-2272.7272727272707,122.2560530076888,-2394.9833257349596
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-11,2026-11-11,disconnect_scenario,3,ADANIPORTS,test,3,1.0,0.03609729132117212,0.0012137661182973893,0.03488352520287473,3609.729132117212,121.37661182973892,3488.352520287473
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-11,2026-11-16,disconnect_scenario,2,ADANIPORTS,test,3,1.0,-0.013899446193940679,0.0014240538286458776,-0.015323500022586556,-1389.9446193940678,142.40538286458775,-1532.3500022586556
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-11,2026-11-19,disconnect_scenario,0,ADANIPORTS,test,3,-1.0,0.006595264937993228,0.0013341400721533514,0.005261124865839877,659.5264937993228,133.41400721533515,526.1124865839877
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-11,2026-11-24,disconnect_scenario,2,ADANIPORTS,test,3,-1.0,0.006183987303672089,0.0011004397567996498,0.00508354754687244,618.3987303672089,110.04397567996497,508.35475468724394
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-12,2026-12-03,disconnect_scenario,3,ADANIPORTS,test,3,-1.0,0.07129871605499372,0.0013381175334621193,0.0699605985215316,7129.871605499372,133.81175334621193,6996.059852153159
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-12,2026-12-18,disconnect_scenario,2,ADANIPORTS,test,3,1.0,-0.01197996079285557,0.001262446937922009,-0.01324240773077758,-1197.996079285557,126.24469379220089,-1324.240773077758
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-01,2026-01-01,disconnect_scenario,0,AXISBANK,train,3,1.0,0.016988474779224827,0.000976490191887442,0.016011984587337384,1698.8474779224828,97.6490191887442,1601.1984587337383
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-01,2026-01-07,disconnect_scenario,1,AXISBANK,train,3,-1.0,0.05074953154278572,0.0012171930118675827,0.04953233853091814,5074.953154278572,121.71930118675827,4953.233853091814
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-01,2026-01-07,disconnect_scenario,2,AXISBANK,train,3,-1.0,0.033831565413050546,0.0012286120642880103,0.03260295334876254,3383.156541305055,122.86120642880103,3260.2953348762535
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-01,2026-01-07,disconnect_scenario,3,AXISBANK,train,3,-1.0,0.08114248620577735,0.0012325244310288867,0.07990996177474846,8114.248620577735,123.25244310288866,7990.996177474846
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-01,2026-01-15,disconnect_scenario,0,AXISBANK,train,3,1.0,0.009452483094597453,0.0009722348168399126,0.00848024827775754,945.2483094597452,97.22348168399127,848.024827775754
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-01,2026-01-22,disconnect_scenario,0,AXISBANK,train,3,1.0,-0.016523914196922784,0.001054205314636567,-0.01757811951155935,-1652.3914196922785,105.42053146365669,-1757.811951155935
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-02,2026-02-04,disconnect_scenario,0,AXISBANK,train,3,1.0,0.0024733922950084253,0.000976714563333833,0.0014966777316745923,247.33922950084252,97.6714563333833,149.66777316745922
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-02,2026-02-04,disconnect_scenario,2,AXISBANK,train,3,-1.0,-0.03106722369920245,0.0009787299642992611,-0.032045953663501714,-3106.722369920245,97.87299642992612,-3204.5953663501714
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-02,2026-02-04,disconnect_scenario,3,AXISBANK,train,3,1.0,0.02452336448598147,0.0009763447102803738,0.023547019775701096,2452.336448598147,97.63447102803738,2354.7019775701096
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-02,2026-02-13,disconnect_scenario,0,AXISBANK,train,3,1.0,0.002693199670831037,0.00120086750983766,0.001492332160993377,269.3199670831037,120.086750983766,149.23321609933768
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-02,2026-02-19,disconnect_scenario,0,AXISBANK,train,3,-1.0,-0.011871723712611804,0.0010580793450508787,-0.012929803057662682,-1187.1723712611804,105.80793450508787,-1292.9803057662682
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-02,2026-02-27,disconnect_scenario,0,AXISBANK,train,3,-1.0,-0.013167013167013186,0.001211812385000385,-0.014378825552013572,-1316.7013167013185,121.18123850003849,-1437.8825552013573
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-03,2026-03-02,disconnect_scenario,0,AXISBANK,train,3,1.0,-0.01131934032983506,0.0009767370374812593,-0.012296077367316319,-1131.9340329835059,97.67370374812593,-1229.6077367316318
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-03,2026-03-04,disconnect_scenario,2,AXISBANK,train,3,-1.0,0.005210299781016503,0.000977835182058446,0.004232464598958057,521.0299781016503,97.7835182058446,423.2464598958057
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-03,2026-03-13,disconnect_scenario,2,AXISBANK,train,3,1.0,-0.0480275700249303,0.001193434671946033,-0.04922100469687633,-4802.75700249303,119.3434671946033,-4922.100469687633
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-04,2026-04-02,disconnect_scenario,1,AXISBANK,train,3,1.0,-0.007948298915465779,0.001198227837171297,-0.009146526752637076,-794.8298915465779,119.8227837171297,-914.6526752637076
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-04,2026-04-02,disconnect_scenario,2,AXISBANK,train,3,-1.0,-0.02838709677419371,0.0012063186413662239,-0.029593415415559935,-2838.709677419371,120.63186413662238,-2959.3415415559934
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-04,2026-04-02,disconnect_scenario,3,AXISBANK,train,3,1.0,0.020904082710738958,0.0012041420128292204,0.019699940697909736,2090.408271073896,120.41420128292204,1969.9940697909735
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-05,2026-05-05,disconnect_scenario,0,AXISBANK,train,3,1.0,-0.00037430753106748593,0.0009765350124269758,-0.0013508425434944618,-37.4307531067486,97.65350124269759,-135.08425434944618
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-05,2026-05-05,disconnect_scenario,2,AXISBANK,train,3,-1.0,-0.01957376058041116,0.0009779607303506822,-0.020551721310761842,-1957.3760580411158,97.79607303506822,-2055.172131076184
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-05,2026-05-08,disconnect_scenario,0,AXISBANK,train,3,-1.0,-0.002394562026881042,0.0012130316817549822,-0.003607593708636024,-239.45620268810418,121.30316817549821,-360.7593708636024
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-05,2026-05-13,disconnect_scenario,3,AXISBANK,train,3,-1.0,0.009565019357777538,0.0009786377040916854,0.008586381653685853,956.5019357777538,97.86377040916854,858.6381653685853
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-05,2026-05-18,disconnect_scenario,2,AXISBANK,train,3,-1.0,-0.007251850732739262,0.0012045125589968272,-0.00845636329173609,-725.1850732739263,120.45125589968272,-845.6363291736089
