root,trade_date,exchange,symbol,file,rows,column_count,missing_required_columns,required_schema_pass,l1_book_sample_pass,observed_trade_dates,observed_symbols,sample_status,sample_error
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,BPCL,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=BPCL\part-073444_450400-000006.parquet,6,54,,True,True,2026-07-08,BPCL,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,BPCL,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=BPCL\part-100109_851351-020454.parquet,3,54,,True,False,2026-07-08,BPCL,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,BRITANNIA,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=BRITANNIA\part-073444_559438-000007.parquet,3,54,,True,True,2026-07-08,BRITANNIA,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,BRITANNIA,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=BRITANNIA\part-100140_948824-020485.parquet,1,54,,True,False,2026-07-08,BRITANNIA,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,CIPLA,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=CIPLA\part-073444_685953-000008.parquet,8,54,,True,True,2026-07-08,CIPLA,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,CIPLA,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=CIPLA\part-100110_070390-020456.parquet,3,54,,True,False,2026-07-08,CIPLA,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,DRREDDY,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=DRREDDY\part-073444_858308-000009.parquet,6,54,,True,True,2026-07-08,DRREDDY,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,DRREDDY,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=DRREDDY\part-100141_075547-020486.parquet,1,54,,True,False,2026-07-08,DRREDDY,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,GOLDBEES,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=GOLDBEES\part-073444_976748-000010.parquet,16,54,,True,True,2026-07-08,GOLDBEES,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,GOLDBEES,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=GOLDBEES\part-100141_199842-020487.parquet,1,54,,True,False,2026-07-08,GOLDBEES,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,HCLTECH,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=HCLTECH\part-073445_125270-000011.parquet,8,54,,True,True,2026-07-08,HCLTECH,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,HCLTECH,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=HCLTECH\part-100141_316106-020488.parquet,1,54,,True,False,2026-07-08,HCLTECH,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,HDFCBANK,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=HDFCBANK\part-073445_239174-000012.parquet,16,54,,True,True,2026-07-08,HDFCBANK,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,HDFCBANK,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=HDFCBANK\part-100141_430919-020489.parquet,1,54,,True,False,2026-07-08,HDFCBANK,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,HINDUNILVR,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=HINDUNILVR\part-073445_351918-000013.parquet,4,54,,True,True,2026-07-08,HINDUNILVR,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,HINDUNILVR,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=HINDUNILVR\part-100141_557253-020490.parquet,1,54,,True,False,2026-07-08,HINDUNILVR,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,ICICIBANK,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=ICICIBANK\part-073445_486437-000014.parquet,17,54,,True,True,2026-07-08,ICICIBANK,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,ICICIBANK,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=ICICIBANK\part-100141_666872-020491.parquet,1,54,,True,False,2026-07-08,ICICIBANK,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,INFY,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=INFY\part-073445_602798-000015.parquet,19,54,,True,True,2026-07-08,INFY,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,INFY,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=INFY\part-100141_770666-020492.parquet,1,54,,True,False,2026-07-08,INFY,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,ITBEES,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=ITBEES\part-073445_718369-000016.parquet,6,54,,True,True,2026-07-08,ITBEES,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,ITBEES,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=ITBEES\part-100141_879358-020493.parquet,1,54,,True,False,2026-07-08,ITBEES,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,ITC,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=ITC\part-073445_866169-000017.parquet,16,54,,True,True,2026-07-08,ITC,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,ITC,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=ITC\part-100142_006553-020494.parquet,1,54,,True,False,2026-07-08,ITC,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,JUNIORBEES,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=JUNIORBEES\part-073445_997997-000018.parquet,12,54,,True,True,2026-07-08,JUNIORBEES,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,JUNIORBEES,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=JUNIORBEES\part-100142_116738-020495.parquet,1,54,,True,False,2026-07-08,JUNIORBEES,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,KOTAKBANK,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=KOTAKBANK\part-073446_107086-000019.parquet,19,54,,True,True,2026-07-08,KOTAKBANK,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,KOTAKBANK,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=KOTAKBANK\part-100142_239451-020496.parquet,1,54,,True,False,2026-07-08,KOTAKBANK,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,LT,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=LT\part-073446_226721-000020.parquet,17,54,,True,True,2026-07-08,LT,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,LT,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=LT\part-100142_357559-020497.parquet,1,54,,True,False,2026-07-08,LT,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,M&M,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=M&M\part-073446_344136-000021.parquet,18,54,,True,True,2026-07-08,M&M,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,M&M,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=M&M\part-100142_459029-020498.parquet,1,54,,True,False,2026-07-08,M&M,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,MARUTI,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=MARUTI\part-073446_469930-000022.parquet,6,54,,True,True,2026-07-08,MARUTI,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,MARUTI,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=MARUTI\part-100142_602509-020499.parquet,1,54,,True,False,2026-07-08,MARUTI,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,NESTLEIND,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=NESTLEIND\part-073446_613957-000023.parquet,5,54,,True,True,2026-07-08,NESTLEIND,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,NESTLEIND,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=NESTLEIND\part-100142_710474-020500.parquet,1,54,,True,False,2026-07-08,NESTLEIND,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,NIFTYBEES,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=NIFTYBEES\part-073446_725850-000024.parquet,12,54,,True,True,2026-07-08,NIFTYBEES,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,NIFTYBEES,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=NIFTYBEES\part-100142_818192-020501.parquet,1,54,,True,False,2026-07-08,NIFTYBEES,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,ONGC,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=ONGC\part-073446_843264-000025.parquet,6,54,,True,True,2026-07-08,ONGC,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,ONGC,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=ONGC\part-100142_959084-020502.parquet,1,54,,True,False,2026-07-08,ONGC,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,RELIANCE,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=RELIANCE\part-073446_959823-000026.parquet,18,54,,True,True,2026-07-08,RELIANCE,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,RELIANCE,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=RELIANCE\part-100112_301811-020474.parquet,3,54,,True,False,2026-07-08,RELIANCE,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,SBIN,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=SBIN\part-073447_069045-000027.parquet,16,54,,True,True,2026-07-08,SBIN,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,SBIN,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=SBIN\part-100112_430562-020475.parquet,2,54,,True,False,2026-07-08,SBIN,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,SUNPHARMA,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=SUNPHARMA\part-073447_183315-000028.parquet,17,54,,True,True,2026-07-08,SUNPHARMA,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,SUNPHARMA,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=SUNPHARMA\part-100143_068866-020503.parquet,1,54,,True,False,2026-07-08,SUNPHARMA,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,TCS,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=TCS\part-073447_291090-000029.parquet,7,54,,True,True,2026-07-08,TCS,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,TCS,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=TCS\part-100143_191036-020504.parquet,1,54,,True,False,2026-07-08,TCS,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,TECHM,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=TECHM\part-073447_402618-000030.parquet,4,54,,True,True,2026-07-08,TECHM,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,TECHM,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=TECHM\part-100143_301299-020505.parquet,1,54,,True,False,2026-07-08,TECHM,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,ULTRACEMCO,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=ULTRACEMCO\part-073447_534086-000031.parquet,6,54,,True,True,2026-07-08,ULTRACEMCO,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,ULTRACEMCO,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=ULTRACEMCO\part-100143_410092-020506.parquet,1,54,,True,False,2026-07-08,ULTRACEMCO,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,WIPRO,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=WIPRO\part-073447_655264-000032.parquet,7,54,,True,True,2026-07-08,WIPRO,ok,
scratch_azcopy_selected\raw_l2,2026-07-08,NSE,WIPRO,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=WIPRO\part-100143_527368-020507.parquet,1,54,,True,False,2026-07-08,WIPRO,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,ADANIPORTS,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ADANIPORTS\part-062603_563467-000001.parquet,6,54,,True,False,2026-07-09,ADANIPORTS,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,ADANIPORTS,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ADANIPORTS\part-100144_494501-028555.parquet,1,54,,True,False,2026-07-09,ADANIPORTS,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,AXISBANK,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=AXISBANK\part-062603_714610-000002.parquet,19,54,,True,False,2026-07-09,AXISBANK,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,AXISBANK,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=AXISBANK\part-100125_997677-028533.parquet,1,54,,True,False,2026-07-09,AXISBANK,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,BAJAJ-AUTO,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=BAJAJ-AUTO\part-062603_859366-000003.parquet,11,54,,True,False,2026-07-09,BAJAJ-AUTO,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,BAJAJ-AUTO,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=BAJAJ-AUTO\part-100144_647566-028556.parquet,1,54,,True,False,2026-07-09,BAJAJ-AUTO,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,BANKBEES,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=BANKBEES\part-062604_015424-000004.parquet,11,54,,True,False,2026-07-09,BANKBEES,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,BANKBEES,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=BANKBEES\part-100144_772018-028557.parquet,1,54,,True,False,2026-07-09,BANKBEES,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,BHARTIARTL,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=BHARTIARTL\part-062604_161207-000005.parquet,19,54,,True,False,2026-07-09,BHARTIARTL,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,BHARTIARTL,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=BHARTIARTL\part-100126_122846-028534.parquet,1,54,,True,False,2026-07-09,BHARTIARTL,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,BPCL,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=BPCL\part-062604_289867-000006.parquet,5,54,,True,False,2026-07-09,BPCL,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,BPCL,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=BPCL\part-100144_934637-028558.parquet,1,54,,True,False,2026-07-09,BPCL,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,BRITANNIA,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=BRITANNIA\part-062604_429679-000007.parquet,4,54,,True,False,2026-07-09,BRITANNIA,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,BRITANNIA,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=BRITANNIA\part-100459_570740-028560.parquet,1,54,,True,False,2026-07-09,BRITANNIA,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,CIPLA,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=CIPLA\part-062604_571900-000008.parquet,7,54,,True,False,2026-07-09,CIPLA,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,CIPLA,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=CIPLA\part-100145_058507-028559.parquet,1,54,,True,False,2026-07-09,CIPLA,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,DRREDDY,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=DRREDDY\part-062604_717234-000009.parquet,16,54,,True,False,2026-07-09,DRREDDY,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,DRREDDY,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=DRREDDY\part-100112_873910-028526.parquet,1,54,,True,False,2026-07-09,DRREDDY,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,GOLDBEES,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=GOLDBEES\part-062604_855433-000010.parquet,12,54,,True,False,2026-07-09,GOLDBEES,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,GOLDBEES,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=GOLDBEES\part-100126_253050-028535.parquet,1,54,,True,False,2026-07-09,GOLDBEES,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,HCLTECH,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=HCLTECH\part-062604_988832-000011.parquet,6,54,,True,False,2026-07-09,HCLTECH,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,HCLTECH,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=HCLTECH\part-100126_375203-028536.parquet,1,54,,True,False,2026-07-09,HCLTECH,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,HDFCBANK,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=HDFCBANK\part-062605_125051-000012.parquet,19,54,,True,False,2026-07-09,HDFCBANK,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,HDFCBANK,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=HDFCBANK\part-100112_998234-028527.parquet,1,54,,True,False,2026-07-09,HDFCBANK,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,HINDUNILVR,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=HINDUNILVR\part-062605_266987-000013.parquet,7,54,,True,False,2026-07-09,HINDUNILVR,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,HINDUNILVR,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=HINDUNILVR\part-100113_138124-028528.parquet,1,54,,True,False,2026-07-09,HINDUNILVR,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,ICICIBANK,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ICICIBANK\part-062605_407053-000014.parquet,11,54,,True,False,2026-07-09,ICICIBANK,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,ICICIBANK,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ICICIBANK\part-100126_496570-028537.parquet,1,54,,True,False,2026-07-09,ICICIBANK,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,INFY,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=INFY\part-062605_543700-000015.parquet,11,54,,True,False,2026-07-09,INFY,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,INFY,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=INFY\part-100113_270322-028529.parquet,1,54,,True,False,2026-07-09,INFY,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,ITBEES,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ITBEES\part-062605_682267-000016.parquet,6,54,,True,False,2026-07-09,ITBEES,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,ITBEES,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ITBEES\part-100126_622573-028538.parquet,1,54,,True,False,2026-07-09,ITBEES,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,ITC,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ITC\part-062605_817390-000017.parquet,6,54,,True,False,2026-07-09,ITC,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,ITC,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ITC\part-100126_745885-028539.parquet,1,54,,True,False,2026-07-09,ITC,ok,
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,JUNIORBEES,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=JUNIORBEES\part-062605_956663-000018.parquet,10,54,,True,False,2026-07-09,JUNIORBEES,ok,
