trade_date,daily_net_pnl_inr,scheduled_event_rows,scheduled_notional_inr,scenario_id,daily_return_pct,synthetic_seed,synthetic_regime,phase275_scope_id,cost_profile
2026-07-14,-463.08659215090404,4,400000.0,P271_P275_TOP2_PRIORITY_SUBSET_TIME_RANK_BASE_BOOTSTRAP_SEED101_CAP250000_NOT100000_CONC2_COST200,-0.18523463686036162,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,-219.53325199481876,6,500000.0,P271_P275_TOP2_PRIORITY_SUBSET_TIME_RANK_BASE_BOOTSTRAP_SEED101_CAP250000_NOT100000_CONC3_COST200,-0.0878133007979275,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,46.91094975161313,2,150000.0,P271_P275_TOP2_PRIORITY_SUBSET_TIME_REVERSE_RANK_BASE_BOOTSTRAP_SEED101_CAP100000_NOT75000_CONC1_COST200,0.04691094975161313,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,-231.54329607545202,4,200000.0,P271_P275_TOP2_PRIORITY_SUBSET_TIME_REVERSE_RANK_BASE_BOOTSTRAP_SEED101_CAP100000_NOT75000_CONC2_COST200,-0.23154329607545204,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,-87.81330079792747,6,200000.0,P271_P275_TOP2_PRIORITY_SUBSET_TIME_REVERSE_RANK_BASE_BOOTSTRAP_SEED101_CAP100000_NOT75000_CONC3_COST200,-0.08781330079792747,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,62.547933002150835,2,200000.0,P271_P275_TOP2_PRIORITY_SUBSET_TIME_REVERSE_RANK_BASE_BOOTSTRAP_SEED101_CAP100000_NOT100000_CONC1_COST200,0.06254793300215084,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,-231.54329607545202,4,200000.0,P271_P275_TOP2_PRIORITY_SUBSET_TIME_REVERSE_RANK_BASE_BOOTSTRAP_SEED101_CAP100000_NOT100000_CONC2_COST200,-0.23154329607545204,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,-87.81330079792747,6,200000.0,P271_P275_TOP2_PRIORITY_SUBSET_TIME_REVERSE_RANK_BASE_BOOTSTRAP_SEED101_CAP100000_NOT100000_CONC3_COST200,-0.08781330079792747,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,46.91094975161313,2,150000.0,P271_P275_TOP2_PRIORITY_SUBSET_TIME_REVERSE_RANK_BASE_BOOTSTRAP_SEED101_CAP250000_NOT75000_CONC1_COST200,0.018764379900645254,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,-347.314944113178,4,300000.0,P271_P275_TOP2_PRIORITY_SUBSET_TIME_REVERSE_RANK_BASE_BOOTSTRAP_SEED101_CAP250000_NOT75000_CONC2_COST200,-0.1389259776452712,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,-197.57992679533683,6,450000.0,P271_P275_TOP2_PRIORITY_SUBSET_TIME_REVERSE_RANK_BASE_BOOTSTRAP_SEED101_CAP250000_NOT75000_CONC3_COST200,-0.07903197071813473,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,62.547933002150835,2,200000.0,P271_P275_TOP2_PRIORITY_SUBSET_TIME_REVERSE_RANK_BASE_BOOTSTRAP_SEED101_CAP250000_NOT100000_CONC1_COST200,0.025019173200860334,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,-463.08659215090404,4,400000.0,P271_P275_TOP2_PRIORITY_SUBSET_TIME_REVERSE_RANK_BASE_BOOTSTRAP_SEED101_CAP250000_NOT100000_CONC2_COST200,-0.18523463686036162,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,-219.53325199481876,6,500000.0,P271_P275_TOP2_PRIORITY_SUBSET_TIME_REVERSE_RANK_BASE_BOOTSTRAP_SEED101_CAP250000_NOT100000_CONC3_COST200,-0.0878133007979275,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,16.15926629116248,2,150000.0,P271_P275_TOP2_PRIORITY_SUBSET_RANK_TIME_BASE_BOOTSTRAP_SEED101_CAP100000_NOT75000_CONC1_COST200,0.01615926629116248,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,-226.20687137071576,4,200000.0,P271_P275_TOP2_PRIORITY_SUBSET_RANK_TIME_BASE_BOOTSTRAP_SEED101_CAP100000_NOT75000_CONC2_COST200,-0.22620687137071574,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,-87.81330079792747,6,200000.0,P271_P275_TOP2_PRIORITY_SUBSET_RANK_TIME_BASE_BOOTSTRAP_SEED101_CAP100000_NOT75000_CONC3_COST200,-0.08781330079792747,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,21.54568838821664,2,200000.0,P271_P275_TOP2_PRIORITY_SUBSET_RANK_TIME_BASE_BOOTSTRAP_SEED101_CAP100000_NOT100000_CONC1_COST200,0.02154568838821664,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,-226.20687137071576,4,200000.0,P271_P275_TOP2_PRIORITY_SUBSET_RANK_TIME_BASE_BOOTSTRAP_SEED101_CAP100000_NOT100000_CONC2_COST200,-0.22620687137071574,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,-87.81330079792747,6,200000.0,P271_P275_TOP2_PRIORITY_SUBSET_RANK_TIME_BASE_BOOTSTRAP_SEED101_CAP100000_NOT100000_CONC3_COST200,-0.08781330079792747,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,16.15926629116248,2,150000.0,P271_P275_TOP2_PRIORITY_SUBSET_RANK_TIME_BASE_BOOTSTRAP_SEED101_CAP250000_NOT75000_CONC1_COST200,0.006463706516464992,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,-339.3103070560736,4,300000.0,P271_P275_TOP2_PRIORITY_SUBSET_RANK_TIME_BASE_BOOTSTRAP_SEED101_CAP250000_NOT75000_CONC2_COST200,-0.13572412282242943,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,-197.57992679533683,6,450000.0,P271_P275_TOP2_PRIORITY_SUBSET_RANK_TIME_BASE_BOOTSTRAP_SEED101_CAP250000_NOT75000_CONC3_COST200,-0.07903197071813473,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,21.54568838821664,2,200000.0,P271_P275_TOP2_PRIORITY_SUBSET_RANK_TIME_BASE_BOOTSTRAP_SEED101_CAP250000_NOT100000_CONC1_COST200,0.008618275355286656,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,-452.4137427414315,4,400000.0,P271_P275_TOP2_PRIORITY_SUBSET_RANK_TIME_BASE_BOOTSTRAP_SEED101_CAP250000_NOT100000_CONC2_COST200,-0.18096549709657261,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,-219.53325199481876,6,500000.0,P271_P275_TOP2_PRIORITY_SUBSET_RANK_TIME_BASE_BOOTSTRAP_SEED101_CAP250000_NOT100000_CONC3_COST200,-0.0878133007979275,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,29.61642258391466,2,150000.0,P271_P275_TOP2_PRIORITY_SUBSET_REVERSE_RANK_TIME_BASE_BOOTSTRAP_SEED101_CAP100000_NOT75000_CONC1_COST200,0.02961642258391466,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,-142.43337484137368,4,200000.0,P271_P275_TOP2_PRIORITY_SUBSET_REVERSE_RANK_TIME_BASE_BOOTSTRAP_SEED101_CAP100000_NOT75000_CONC2_COST200,-0.1424333748413737,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,10.616441396866378,5,166666.66666666666,P271_P275_TOP2_PRIORITY_SUBSET_REVERSE_RANK_TIME_BASE_BOOTSTRAP_SEED101_CAP100000_NOT75000_CONC3_COST200,0.010616441396866377,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-15,62.60258034346925,2,66666.66666666666,P271_P275_TOP2_PRIORITY_SUBSET_REVERSE_RANK_TIME_BASE_BOOTSTRAP_SEED101_CAP100000_NOT75000_CONC3_COST200,0.06260258034346924,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,39.488563445219555,2,200000.0,P271_P275_TOP2_PRIORITY_SUBSET_REVERSE_RANK_TIME_BASE_BOOTSTRAP_SEED101_CAP100000_NOT100000_CONC1_COST200,0.03948856344521956,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,-142.43337484137368,4,200000.0,P271_P275_TOP2_PRIORITY_SUBSET_REVERSE_RANK_TIME_BASE_BOOTSTRAP_SEED101_CAP100000_NOT100000_CONC2_COST200,-0.1424333748413737,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,10.616441396866378,5,166666.66666666666,P271_P275_TOP2_PRIORITY_SUBSET_REVERSE_RANK_TIME_BASE_BOOTSTRAP_SEED101_CAP100000_NOT100000_CONC3_COST200,0.010616441396866377,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-15,62.60258034346925,2,66666.66666666666,P271_P275_TOP2_PRIORITY_SUBSET_REVERSE_RANK_TIME_BASE_BOOTSTRAP_SEED101_CAP100000_NOT100000_CONC3_COST200,0.06260258034346924,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,29.61642258391466,2,150000.0,P271_P275_TOP2_PRIORITY_SUBSET_REVERSE_RANK_TIME_BASE_BOOTSTRAP_SEED101_CAP250000_NOT75000_CONC1_COST200,0.011846569033565863,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,-213.65006226206052,4,300000.0,P271_P275_TOP2_PRIORITY_SUBSET_REVERSE_RANK_TIME_BASE_BOOTSTRAP_SEED101_CAP250000_NOT75000_CONC2_COST200,-0.08546002490482421,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,23.886993142949365,5,375000.0,P271_P275_TOP2_PRIORITY_SUBSET_REVERSE_RANK_TIME_BASE_BOOTSTRAP_SEED101_CAP250000_NOT75000_CONC3_COST200,0.009554797257179745,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-15,140.85580577280584,2,150000.0,P271_P275_TOP2_PRIORITY_SUBSET_REVERSE_RANK_TIME_BASE_BOOTSTRAP_SEED101_CAP250000_NOT75000_CONC3_COST200,0.05634232230912233,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,39.488563445219555,2,200000.0,P271_P275_TOP2_PRIORITY_SUBSET_REVERSE_RANK_TIME_BASE_BOOTSTRAP_SEED101_CAP250000_NOT100000_CONC1_COST200,0.015795425378087823,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,-284.86674968274735,4,400000.0,P271_P275_TOP2_PRIORITY_SUBSET_REVERSE_RANK_TIME_BASE_BOOTSTRAP_SEED101_CAP250000_NOT100000_CONC2_COST200,-0.11394669987309894,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,26.541103492165902,5,416666.6666666667,P271_P275_TOP2_PRIORITY_SUBSET_REVERSE_RANK_TIME_BASE_BOOTSTRAP_SEED101_CAP250000_NOT100000_CONC3_COST200,0.010616441396866362,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-15,156.50645085867316,2,166666.6666666667,P271_P275_TOP2_PRIORITY_SUBSET_REVERSE_RANK_TIME_BASE_BOOTSTRAP_SEED101_CAP250000_NOT100000_CONC3_COST200,0.06260258034346927,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-22,126.09327782926927,1,75000.0,P271_P275_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_BASE_BOOTSTRAP_SEED101_CAP100000_NOT75000_CONC1_COST200,0.12609327782926927,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-22,84.06218521951284,1,50000.0,P271_P275_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_BASE_BOOTSTRAP_SEED101_CAP100000_NOT75000_CONC2_COST200,0.08406218521951284,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-23,-90.98713861105418,2,100000.0,P271_P275_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_BASE_BOOTSTRAP_SEED101_CAP100000_NOT75000_CONC2_COST200,-0.09098713861105417,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-22,6.798726151191261,3,100000.0,P271_P275_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_BASE_BOOTSTRAP_SEED101_CAP100000_NOT75000_CONC3_COST200,0.00679872615119126,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-23,-60.65809240736945,2,66666.66666666666,P271_P275_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_BASE_BOOTSTRAP_SEED101_CAP100000_NOT75000_CONC3_COST200,-0.060658092407369454,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-22,168.12437043902568,1,100000.0,P271_P275_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_BASE_BOOTSTRAP_SEED101_CAP100000_NOT100000_CONC1_COST200,0.16812437043902567,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-22,84.06218521951284,1,50000.0,P271_P275_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_BASE_BOOTSTRAP_SEED101_CAP100000_NOT100000_CONC2_COST200,0.08406218521951284,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-23,-90.98713861105418,2,100000.0,P271_P275_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_BASE_BOOTSTRAP_SEED101_CAP100000_NOT100000_CONC2_COST200,-0.09098713861105417,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-22,6.798726151191261,3,100000.0,P271_P275_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_BASE_BOOTSTRAP_SEED101_CAP100000_NOT100000_CONC3_COST200,0.00679872615119126,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-23,-60.65809240736945,2,66666.66666666666,P271_P275_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_BASE_BOOTSTRAP_SEED101_CAP100000_NOT100000_CONC3_COST200,-0.060658092407369454,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-22,126.09327782926927,1,75000.0,P271_P275_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_BASE_BOOTSTRAP_SEED101_CAP250000_NOT75000_CONC1_COST200,0.05043731113170771,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-22,126.09327782926927,1,75000.0,P271_P275_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_BASE_BOOTSTRAP_SEED101_CAP250000_NOT75000_CONC2_COST200,0.05043731113170771,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-23,-136.4807079165813,2,150000.0,P271_P275_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_BASE_BOOTSTRAP_SEED101_CAP250000_NOT75000_CONC2_COST200,-0.054592283166632526,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-22,15.297133840180322,3,225000.0,P271_P275_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_BASE_BOOTSTRAP_SEED101_CAP250000_NOT75000_CONC3_COST200,0.006118853536072129,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-23,-136.4807079165813,2,150000.0,P271_P275_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_BASE_BOOTSTRAP_SEED101_CAP250000_NOT75000_CONC3_COST200,-0.054592283166632526,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-22,168.12437043902568,1,100000.0,P271_P275_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_BASE_BOOTSTRAP_SEED101_CAP250000_NOT100000_CONC1_COST200,0.06724974817561027,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-22,168.12437043902568,1,100000.0,P271_P275_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_BASE_BOOTSTRAP_SEED101_CAP250000_NOT100000_CONC2_COST200,0.06724974817561027,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-23,-181.97427722210836,2,200000.0,P271_P275_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_BASE_BOOTSTRAP_SEED101_CAP250000_NOT100000_CONC2_COST200,-0.07278971088884334,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-22,16.996815377978123,3,250000.0,P271_P275_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_BASE_BOOTSTRAP_SEED101_CAP250000_NOT100000_CONC3_COST200,0.006798726151191249,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-23,-151.64523101842366,2,166666.6666666667,P271_P275_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_BASE_BOOTSTRAP_SEED101_CAP250000_NOT100000_CONC3_COST200,-0.06065809240736946,101,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,74.97936457970573,2,150000.0,P271_P275_TOP2_PRIORITY_SUBSET_TIME_RANK_BASE_BOOTSTRAP_SEED202_CAP100000_NOT75000_CONC1_COST200,0.07497936457970573,202,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,-22.767726304569834,4,200000.0,P271_P275_TOP2_PRIORITY_SUBSET_TIME_RANK_BASE_BOOTSTRAP_SEED202_CAP100000_NOT75000_CONC2_COST200,-0.022767726304569833,202,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,-19.183010880559326,6,200000.0,P271_P275_TOP2_PRIORITY_SUBSET_TIME_RANK_BASE_BOOTSTRAP_SEED202_CAP100000_NOT75000_CONC3_COST200,-0.019183010880559327,202,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,99.97248610627432,2,200000.0,P271_P275_TOP2_PRIORITY_SUBSET_TIME_RANK_BASE_BOOTSTRAP_SEED202_CAP100000_NOT100000_CONC1_COST200,0.09997248610627432,202,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,-22.767726304569834,4,200000.0,P271_P275_TOP2_PRIORITY_SUBSET_TIME_RANK_BASE_BOOTSTRAP_SEED202_CAP100000_NOT100000_CONC2_COST200,-0.022767726304569833,202,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,-19.183010880559326,6,200000.0,P271_P275_TOP2_PRIORITY_SUBSET_TIME_RANK_BASE_BOOTSTRAP_SEED202_CAP100000_NOT100000_CONC3_COST200,-0.019183010880559327,202,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,74.97936457970573,2,150000.0,P271_P275_TOP2_PRIORITY_SUBSET_TIME_RANK_BASE_BOOTSTRAP_SEED202_CAP250000_NOT75000_CONC1_COST200,0.029991745831882292,202,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,-34.151589456854765,4,300000.0,P271_P275_TOP2_PRIORITY_SUBSET_TIME_RANK_BASE_BOOTSTRAP_SEED202_CAP250000_NOT75000_CONC2_COST200,-0.013660635782741907,202,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,-43.16177448125857,6,450000.0,P271_P275_TOP2_PRIORITY_SUBSET_TIME_RANK_BASE_BOOTSTRAP_SEED202_CAP250000_NOT75000_CONC3_COST200,-0.017264709792503427,202,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,99.97248610627432,2,200000.0,P271_P275_TOP2_PRIORITY_SUBSET_TIME_RANK_BASE_BOOTSTRAP_SEED202_CAP250000_NOT100000_CONC1_COST200,0.03998899444250973,202,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,-45.53545260913967,4,400000.0,P271_P275_TOP2_PRIORITY_SUBSET_TIME_RANK_BASE_BOOTSTRAP_SEED202_CAP250000_NOT100000_CONC2_COST200,-0.018214181043655867,202,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,-47.95752720139839,6,500000.0,P271_P275_TOP2_PRIORITY_SUBSET_TIME_RANK_BASE_BOOTSTRAP_SEED202_CAP250000_NOT100000_CONC3_COST200,-0.019183010880559355,202,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,74.97936457970573,2,150000.0,P271_P275_TOP2_PRIORITY_SUBSET_TIME_REVERSE_RANK_BASE_BOOTSTRAP_SEED202_CAP100000_NOT75000_CONC1_COST200,0.07497936457970573,202,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,-22.767726304569834,4,200000.0,P271_P275_TOP2_PRIORITY_SUBSET_TIME_REVERSE_RANK_BASE_BOOTSTRAP_SEED202_CAP100000_NOT75000_CONC2_COST200,-0.022767726304569833,202,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,-19.183010880559326,6,200000.0,P271_P275_TOP2_PRIORITY_SUBSET_TIME_REVERSE_RANK_BASE_BOOTSTRAP_SEED202_CAP100000_NOT75000_CONC3_COST200,-0.019183010880559327,202,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,99.97248610627432,2,200000.0,P271_P275_TOP2_PRIORITY_SUBSET_TIME_REVERSE_RANK_BASE_BOOTSTRAP_SEED202_CAP100000_NOT100000_CONC1_COST200,0.09997248610627432,202,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,-22.767726304569834,4,200000.0,P271_P275_TOP2_PRIORITY_SUBSET_TIME_REVERSE_RANK_BASE_BOOTSTRAP_SEED202_CAP100000_NOT100000_CONC2_COST200,-0.022767726304569833,202,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,-19.183010880559326,6,200000.0,P271_P275_TOP2_PRIORITY_SUBSET_TIME_REVERSE_RANK_BASE_BOOTSTRAP_SEED202_CAP100000_NOT100000_CONC3_COST200,-0.019183010880559327,202,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,74.97936457970573,2,150000.0,P271_P275_TOP2_PRIORITY_SUBSET_TIME_REVERSE_RANK_BASE_BOOTSTRAP_SEED202_CAP250000_NOT75000_CONC1_COST200,0.029991745831882292,202,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,-34.151589456854765,4,300000.0,P271_P275_TOP2_PRIORITY_SUBSET_TIME_REVERSE_RANK_BASE_BOOTSTRAP_SEED202_CAP250000_NOT75000_CONC2_COST200,-0.013660635782741907,202,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,-43.16177448125857,6,450000.0,P271_P275_TOP2_PRIORITY_SUBSET_TIME_REVERSE_RANK_BASE_BOOTSTRAP_SEED202_CAP250000_NOT75000_CONC3_COST200,-0.017264709792503427,202,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,99.97248610627432,2,200000.0,P271_P275_TOP2_PRIORITY_SUBSET_TIME_REVERSE_RANK_BASE_BOOTSTRAP_SEED202_CAP250000_NOT100000_CONC1_COST200,0.03998899444250973,202,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,-45.53545260913967,4,400000.0,P271_P275_TOP2_PRIORITY_SUBSET_TIME_REVERSE_RANK_BASE_BOOTSTRAP_SEED202_CAP250000_NOT100000_CONC2_COST200,-0.018214181043655867,202,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,-47.95752720139839,6,500000.0,P271_P275_TOP2_PRIORITY_SUBSET_TIME_REVERSE_RANK_BASE_BOOTSTRAP_SEED202_CAP250000_NOT100000_CONC3_COST200,-0.019183010880559355,202,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,74.97936457970573,2,150000.0,P271_P275_TOP2_PRIORITY_SUBSET_RANK_TIME_BASE_BOOTSTRAP_SEED202_CAP100000_NOT75000_CONC1_COST200,0.07497936457970573,202,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
2026-07-14,-103.65911688928128,4,200000.0,P271_P275_TOP2_PRIORITY_SUBSET_RANK_TIME_BASE_BOOTSTRAP_SEED202_CAP100000_NOT75000_CONC2_COST200,-0.10365911688928128,202,base_bootstrap,TOP2_PRIORITY_SUBSET,cost200
