scenario_id,control_id,scenario_role,work_order_id,symbol,diagnostic_trade_date,description,proxy_symbol,lookback_seconds,proxy_pre_return_bps,entry_top5_qty_imbalance,entry_l2_l5_qty_imbalance,side,entry_mid,exit_mid,quantity,gross_pnl_inr,cost200_inr,net_pnl_inr
P356_FROZEN_NIFTYBEES_LB900_MARKET_NEUTRAL_TOP5_FADE,frozen_clue,frozen_validation,P341_2026-07-16_BAJAJ-AUTO_106699726,BAJAJ-AUTO,2026-07-16,General Updates,NIFTYBEES,900,-0.3644846187489392,0.5045871559633027,0.5023923444976076,short,10303.5,10314.5,9,-99.0,159.846424344,-258.846424344
P356_FROZEN_NIFTYBEES_LB900_MARKET_NEUTRAL_TOP5_FADE,frozen_clue,frozen_validation,P341_2026-07-16_HDFCBANK_106698807,HDFCBANK,2026-07-16,Appointment,NIFTYBEES,900,0.0,0.9198250728862972,0.1781818181818182,short,814.975,813.9,122,131.15000000000555,165.23936302200002,-34.08936302199447
P356_CONTROL_SIDE_FLIP,side_flip,control,P341_2026-07-08_LT_106690276,LT,2026-07-08,Press Release,NIFTYBEES,900,0.0,-0.4911392405063291,-0.2705882352941176,short,3977.3,3970.5,25,170.00000000000455,165.23180736999998,4.768192630004563
P356_CONTROL_SIDE_FLIP,side_flip,control,P341_2026-07-09_DRREDDY_106691390,DRREDDY,2026-07-09,General Updates,NIFTYBEES,900,0.0,-0.4926151172893136,-0.5253333333333333,short,1269.25,1273.35,78,-319.7999999999929,165.17876884720002,-484.9787688471929
P356_CONTROL_SIDE_FLIP,side_flip,control,P341_2026-07-09_DRREDDY_106691463,DRREDDY,2026-07-09,Analysts/Institutional Investor Meet/Con. Call Updates,NIFTYBEES,900,0.0,-0.4926151172893136,-0.5253333333333333,short,1269.25,1273.35,78,-319.7999999999929,165.17876884720002,-484.9787688471929
P356_CONTROL_SIDE_FLIP,side_flip,control,P341_2026-07-10_KOTAKBANK_106692598,KOTAKBANK,2026-07-10,General Updates,NIFTYBEES,900,0.0,-0.5037364130434783,-0.50625,short,377.875,380.15,264,-600.599999999994,165.3602739808,-765.960273980794
P356_CONTROL_SIDE_FLIP,side_flip,control,P341_2026-07-10_KOTAKBANK_106692658,KOTAKBANK,2026-07-10,General Updates,NIFTYBEES,900,0.0,-0.5037364130434783,-0.50625,short,377.875,380.15,264,-600.599999999994,165.3602739808,-765.960273980794
P356_CONTROL_SIDE_FLIP,side_flip,control,P341_2026-07-13_SBIN_106694291,SBIN,2026-07-13,General Updates,NIFTYBEES,900,0.0,-0.6822679860925381,-0.838962605548854,short,1023.55,1028.1999999999998,97,-451.04999999998677,165.24605469879998,-616.2960546987867
P356_CONTROL_SIDE_FLIP,side_flip,control,P341_2026-07-14_BHARTIARTL_106696754,BHARTIARTL,2026-07-14,Press Release,NIFTYBEES,900,0.912975203593014,-0.292239138507241,0.1657235246564268,short,1933.95,1935.5,51,-79.04999999999768,165.08139519280002,-244.1313951927977
P356_CONTROL_SIDE_FLIP,side_flip,control,P341_2026-07-14_HCLTECH_106695829,HCLTECH,2026-07-14,Outcome of Board Meeting,NIFTYBEES,900,0.0,-0.9576811235537958,-0.95661025575773,short,1199.8,1199.15,83,53.94999999998868,165.2729619436,-111.32296194361132
P356_CONTROL_SIDE_FLIP,side_flip,control,P341_2026-07-14_HCLTECH_106695847,HCLTECH,2026-07-14,Press Release,NIFTYBEES,900,0.0,-0.9576811235537958,-0.95661025575773,short,1199.8,1199.15,83,53.94999999998868,165.2729619436,-111.32296194361132
P356_CONTROL_SIDE_FLIP,side_flip,control,P341_2026-07-14_TCS_106696979,TCS,2026-07-14,Updates,NIFTYBEES,900,0.0,-0.555785658814393,-0.5651483050847458,short,2197.8,2201.8500000000004,45,-182.25000000000819,165.146096038,-347.3960960380082
P356_CONTROL_SIDE_FLIP,side_flip,control,P341_2026-07-15_AXISBANK_106697208,AXISBANK,2026-07-15,General Updates,NIFTYBEES,900,0.0,-0.717651678774789,-0.9246729815065404,short,1326.85,1342.25,75,-1155.0000000000068,165.35406973,-1320.3540697300068
P356_CONTROL_SIDE_FLIP,side_flip,control,P341_2026-07-15_INFY_106697740,INFY,2026-07-15,Updates,NIFTYBEES,900,0.0,-0.5466829218734126,-0.543870438704387,short,1079.1999999999998,1085.15,92,-547.4000000000251,165.26017361919995,-712.660173619225
P356_CONTROL_SIDE_FLIP,side_flip,control,P341_2026-07-16_BAJAJ-AUTO_106699726,BAJAJ-AUTO,2026-07-16,General Updates,NIFTYBEES,900,-0.3644846187489392,0.5045871559633027,0.5023923444976076,long,10303.5,10314.5,9,99.0,159.846424344,-60.84642434400001
P356_CONTROL_SIDE_FLIP,side_flip,control,P341_2026-07-16_HDFCBANK_106698807,HDFCBANK,2026-07-16,Appointment,NIFTYBEES,900,0.0,0.9198250728862972,0.1781818181818182,long,814.975,813.9,122,-131.15000000000555,165.23936302200002,-296.38936302200557
P356_CONTROL_DETERMINISTIC_ALTERNATE_SIDE,random_side_deterministic,control,P341_2026-07-08_LT_106690276,LT,2026-07-08,Press Release,NIFTYBEES,900,0.0,-0.4911392405063291,-0.2705882352941176,long,3977.3,3970.5,25,-170.00000000000455,165.23180736999998,-335.2318073700045
P356_CONTROL_DETERMINISTIC_ALTERNATE_SIDE,random_side_deterministic,control,P341_2026-07-09_DRREDDY_106691390,DRREDDY,2026-07-09,General Updates,NIFTYBEES,900,0.0,-0.4926151172893136,-0.5253333333333333,short,1269.25,1273.35,78,-319.7999999999929,165.17876884720002,-484.9787688471929
P356_CONTROL_DETERMINISTIC_ALTERNATE_SIDE,random_side_deterministic,control,P341_2026-07-09_DRREDDY_106691463,DRREDDY,2026-07-09,Analysts/Institutional Investor Meet/Con. Call Updates,NIFTYBEES,900,0.0,-0.4926151172893136,-0.5253333333333333,long,1269.25,1273.35,78,319.7999999999929,165.17876884720002,154.6212311527929
P356_CONTROL_DETERMINISTIC_ALTERNATE_SIDE,random_side_deterministic,control,P341_2026-07-10_KOTAKBANK_106692598,KOTAKBANK,2026-07-10,General Updates,NIFTYBEES,900,0.0,-0.5037364130434783,-0.50625,short,377.875,380.15,264,-600.599999999994,165.3602739808,-765.960273980794
P356_CONTROL_DETERMINISTIC_ALTERNATE_SIDE,random_side_deterministic,control,P341_2026-07-10_KOTAKBANK_106692658,KOTAKBANK,2026-07-10,General Updates,NIFTYBEES,900,0.0,-0.5037364130434783,-0.50625,long,377.875,380.15,264,600.599999999994,165.3602739808,435.239726019194
P356_CONTROL_DETERMINISTIC_ALTERNATE_SIDE,random_side_deterministic,control,P341_2026-07-13_SBIN_106694291,SBIN,2026-07-13,General Updates,NIFTYBEES,900,0.0,-0.6822679860925381,-0.838962605548854,short,1023.55,1028.1999999999998,97,-451.04999999998677,165.24605469879998,-616.2960546987867
P356_CONTROL_DETERMINISTIC_ALTERNATE_SIDE,random_side_deterministic,control,P341_2026-07-14_BHARTIARTL_106696754,BHARTIARTL,2026-07-14,Press Release,NIFTYBEES,900,0.912975203593014,-0.292239138507241,0.1657235246564268,long,1933.95,1935.5,51,79.04999999999768,165.08139519280002,-86.03139519280234
P356_CONTROL_DETERMINISTIC_ALTERNATE_SIDE,random_side_deterministic,control,P341_2026-07-14_HCLTECH_106695829,HCLTECH,2026-07-14,Outcome of Board Meeting,NIFTYBEES,900,0.0,-0.9576811235537958,-0.95661025575773,short,1199.8,1199.15,83,53.94999999998868,165.2729619436,-111.32296194361132
P356_CONTROL_DETERMINISTIC_ALTERNATE_SIDE,random_side_deterministic,control,P341_2026-07-14_HCLTECH_106695847,HCLTECH,2026-07-14,Press Release,NIFTYBEES,900,0.0,-0.9576811235537958,-0.95661025575773,long,1199.8,1199.15,83,-53.94999999998868,165.2729619436,-219.22296194358867
P356_CONTROL_DETERMINISTIC_ALTERNATE_SIDE,random_side_deterministic,control,P341_2026-07-14_TCS_106696979,TCS,2026-07-14,Updates,NIFTYBEES,900,0.0,-0.555785658814393,-0.5651483050847458,short,2197.8,2201.8500000000004,45,-182.25000000000819,165.146096038,-347.3960960380082
P356_CONTROL_DETERMINISTIC_ALTERNATE_SIDE,random_side_deterministic,control,P341_2026-07-15_AXISBANK_106697208,AXISBANK,2026-07-15,General Updates,NIFTYBEES,900,0.0,-0.717651678774789,-0.9246729815065404,long,1326.85,1342.25,75,1155.0000000000068,165.35406973,989.6459302700068
P356_CONTROL_DETERMINISTIC_ALTERNATE_SIDE,random_side_deterministic,control,P341_2026-07-15_INFY_106697740,INFY,2026-07-15,Updates,NIFTYBEES,900,0.0,-0.5466829218734126,-0.543870438704387,short,1079.1999999999998,1085.15,92,-547.4000000000251,165.26017361919995,-712.660173619225
P356_CONTROL_DETERMINISTIC_ALTERNATE_SIDE,random_side_deterministic,control,P341_2026-07-16_BAJAJ-AUTO_106699726,BAJAJ-AUTO,2026-07-16,General Updates,NIFTYBEES,900,-0.3644846187489392,0.5045871559633027,0.5023923444976076,long,10303.5,10314.5,9,99.0,159.846424344,-60.84642434400001
P356_CONTROL_DETERMINISTIC_ALTERNATE_SIDE,random_side_deterministic,control,P341_2026-07-16_HDFCBANK_106698807,HDFCBANK,2026-07-16,Appointment,NIFTYBEES,900,0.0,0.9198250728862972,0.1781818181818182,short,814.975,813.9,122,131.15000000000555,165.23936302200002,-34.08936302199447
P356_CONTROL_BANKBEES_LB900_MARKET_NEUTRAL_TOP5_FADE,proxy_swap_bankbees,control,P341_2026-07-08_LT_106690276,LT,2026-07-08,Press Release,BANKBEES,900,0.0,-0.4911392405063291,-0.2705882352941176,long,3977.3,3970.5,25,-170.00000000000455,165.23180736999998,-335.2318073700045
P356_CONTROL_BANKBEES_LB900_MARKET_NEUTRAL_TOP5_FADE,proxy_swap_bankbees,control,P341_2026-07-09_DRREDDY_106691390,DRREDDY,2026-07-09,General Updates,BANKBEES,900,0.0,-0.4926151172893136,-0.5253333333333333,long,1269.25,1273.35,78,319.7999999999929,165.17876884720002,154.6212311527929
P356_CONTROL_BANKBEES_LB900_MARKET_NEUTRAL_TOP5_FADE,proxy_swap_bankbees,control,P341_2026-07-09_DRREDDY_106691463,DRREDDY,2026-07-09,Analysts/Institutional Investor Meet/Con. Call Updates,BANKBEES,900,0.0,-0.4926151172893136,-0.5253333333333333,long,1269.25,1273.35,78,319.7999999999929,165.17876884720002,154.6212311527929
P356_CONTROL_BANKBEES_LB900_MARKET_NEUTRAL_TOP5_FADE,proxy_swap_bankbees,control,P341_2026-07-10_KOTAKBANK_106692598,KOTAKBANK,2026-07-10,General Updates,BANKBEES,900,0.0,-0.5037364130434783,-0.50625,long,377.875,380.15,264,600.599999999994,165.3602739808,435.239726019194
P356_CONTROL_BANKBEES_LB900_MARKET_NEUTRAL_TOP5_FADE,proxy_swap_bankbees,control,P341_2026-07-10_KOTAKBANK_106692658,KOTAKBANK,2026-07-10,General Updates,BANKBEES,900,0.0,-0.5037364130434783,-0.50625,long,377.875,380.15,264,600.599999999994,165.3602739808,435.239726019194
P356_CONTROL_BANKBEES_LB900_MARKET_NEUTRAL_TOP5_FADE,proxy_swap_bankbees,control,P341_2026-07-13_SBIN_106694291,SBIN,2026-07-13,General Updates,BANKBEES,900,0.0,-0.6822679860925381,-0.838962605548854,long,1023.55,1028.1999999999998,97,451.04999999998677,165.24605469879998,285.8039453011868
P356_CONTROL_BANKBEES_LB900_MARKET_NEUTRAL_TOP5_FADE,proxy_swap_bankbees,control,P341_2026-07-14_HCLTECH_106695829,HCLTECH,2026-07-14,Outcome of Board Meeting,BANKBEES,900,0.0,-0.9576811235537958,-0.95661025575773,long,1199.8,1199.15,83,-53.94999999998868,165.2729619436,-219.22296194358867
P356_CONTROL_BANKBEES_LB900_MARKET_NEUTRAL_TOP5_FADE,proxy_swap_bankbees,control,P341_2026-07-14_HCLTECH_106695847,HCLTECH,2026-07-14,Press Release,BANKBEES,900,0.0,-0.9576811235537958,-0.95661025575773,long,1199.8,1199.15,83,-53.94999999998868,165.2729619436,-219.22296194358867
P356_CONTROL_BANKBEES_LB900_MARKET_NEUTRAL_TOP5_FADE,proxy_swap_bankbees,control,P341_2026-07-14_KOTAKBANK_106696863,KOTAKBANK,2026-07-14,ESOP/ESOS/ESPS,BANKBEES,900,0.841644573494893,0.5317660009435445,0.5053272450532724,short,376.575,377.275,265,-185.499999999997,165.334938202,-350.834938201997
P356_CONTROL_BANKBEES_LB900_MARKET_NEUTRAL_TOP5_FADE,proxy_swap_bankbees,control,P341_2026-07-15_AXISBANK_106697208,AXISBANK,2026-07-15,General Updates,BANKBEES,900,0.0,-0.717651678774789,-0.9246729815065404,long,1326.85,1342.25,75,1155.0000000000068,165.35406973,989.6459302700068
P356_CONTROL_BANKBEES_LB900_MARKET_NEUTRAL_TOP5_FADE,proxy_swap_bankbees,control,P341_2026-07-15_INFY_106697740,INFY,2026-07-15,Updates,BANKBEES,900,0.0,-0.5466829218734126,-0.543870438704387,long,1079.1999999999998,1085.15,92,547.4000000000251,165.26017361919995,382.1398263808252
P356_CONTROL_BANKBEES_LB900_MARKET_NEUTRAL_TOP5_FADE,proxy_swap_bankbees,control,P341_2026-07-16_BAJAJ-AUTO_106699933,BAJAJ-AUTO,2026-07-16,Copy of Newspaper Publication,BANKBEES,900,-0.2512142019739372,0.6066666666666667,0.5435684647302904,short,10292.0,10304.25,9,-110.25,159.82573822199998,-270.075738222
P356_CONTROL_BANKBEES_LB900_MARKET_NEUTRAL_TOP5_FADE,proxy_swap_bankbees,control,P341_2026-07-16_HDFCBANK_106698807,HDFCBANK,2026-07-16,Appointment,BANKBEES,900,0.0,0.9198250728862972,0.1781818181818182,short,814.975,813.9,122,131.15000000000555,165.23936302200002,-34.08936302199447
P356_CONTROL_NIFTYBEES_LB300_MARKET_NEUTRAL_TOP5_FADE,lookback_swap_300s,control,P341_2026-07-08_LT_106690276,LT,2026-07-08,Press Release,NIFTYBEES,300,0.0,-0.4911392405063291,-0.2705882352941176,long,3977.3,3970.5,25,-170.00000000000455,165.23180736999998,-335.2318073700045
P356_CONTROL_NIFTYBEES_LB300_MARKET_NEUTRAL_TOP5_FADE,lookback_swap_300s,control,P341_2026-07-09_DRREDDY_106691390,DRREDDY,2026-07-09,General Updates,NIFTYBEES,300,0.0,-0.4926151172893136,-0.5253333333333333,long,1269.25,1273.35,78,319.7999999999929,165.17876884720002,154.6212311527929
P356_CONTROL_NIFTYBEES_LB300_MARKET_NEUTRAL_TOP5_FADE,lookback_swap_300s,control,P341_2026-07-09_DRREDDY_106691463,DRREDDY,2026-07-09,Analysts/Institutional Investor Meet/Con. Call Updates,NIFTYBEES,300,0.0,-0.4926151172893136,-0.5253333333333333,long,1269.25,1273.35,78,319.7999999999929,165.17876884720002,154.6212311527929
P356_CONTROL_NIFTYBEES_LB300_MARKET_NEUTRAL_TOP5_FADE,lookback_swap_300s,control,P341_2026-07-10_BAJAJ-AUTO_106693161,BAJAJ-AUTO,2026-07-10,Analysts/Institutional Investor Meet/Con. Call Updates,NIFTYBEES,300,-0.1817884346200227,-0.4713656387665198,-0.5596330275229358,long,10198.25,10167.75,9,-274.5,159.62092738200002,-434.120927382
P356_CONTROL_NIFTYBEES_LB300_MARKET_NEUTRAL_TOP5_FADE,lookback_swap_300s,control,P341_2026-07-10_KOTAKBANK_106692598,KOTAKBANK,2026-07-10,General Updates,NIFTYBEES,300,0.0,-0.5037364130434783,-0.50625,long,377.875,380.15,264,600.599999999994,165.3602739808,435.239726019194
P356_CONTROL_NIFTYBEES_LB300_MARKET_NEUTRAL_TOP5_FADE,lookback_swap_300s,control,P341_2026-07-10_KOTAKBANK_106692658,KOTAKBANK,2026-07-10,General Updates,NIFTYBEES,300,0.0,-0.5037364130434783,-0.50625,long,377.875,380.15,264,600.599999999994,165.3602739808,435.239726019194
P356_CONTROL_NIFTYBEES_LB300_MARKET_NEUTRAL_TOP5_FADE,lookback_swap_300s,control,P341_2026-07-13_SBIN_106694291,SBIN,2026-07-13,General Updates,NIFTYBEES,300,0.0,-0.6822679860925381,-0.838962605548854,long,1023.55,1028.1999999999998,97,451.04999999998677,165.24605469879998,285.8039453011868
P356_CONTROL_NIFTYBEES_LB300_MARKET_NEUTRAL_TOP5_FADE,lookback_swap_300s,control,P341_2026-07-14_HCLTECH_106695829,HCLTECH,2026-07-14,Outcome of Board Meeting,NIFTYBEES,300,0.0,-0.9576811235537958,-0.95661025575773,long,1199.8,1199.15,83,-53.94999999998868,165.2729619436,-219.22296194358867
P356_CONTROL_NIFTYBEES_LB300_MARKET_NEUTRAL_TOP5_FADE,lookback_swap_300s,control,P341_2026-07-14_HCLTECH_106695847,HCLTECH,2026-07-14,Press Release,NIFTYBEES,300,0.0,-0.9576811235537958,-0.95661025575773,long,1199.8,1199.15,83,-53.94999999998868,165.2729619436,-219.22296194358867
P356_CONTROL_NIFTYBEES_LB300_MARKET_NEUTRAL_TOP5_FADE,lookback_swap_300s,control,P341_2026-07-15_AXISBANK_106697208,AXISBANK,2026-07-15,General Updates,NIFTYBEES,300,0.0,-0.717651678774789,-0.9246729815065404,long,1326.85,1342.25,75,1155.0000000000068,165.35406973,989.6459302700068
P356_CONTROL_NIFTYBEES_LB300_MARKET_NEUTRAL_TOP5_FADE,lookback_swap_300s,control,P341_2026-07-15_INFY_106697740,INFY,2026-07-15,Updates,NIFTYBEES,300,0.0,-0.5466829218734126,-0.543870438704387,long,1079.1999999999998,1085.15,92,547.4000000000251,165.26017361919995,382.1398263808252
P356_CONTROL_NIFTYBEES_LB300_MARKET_NEUTRAL_TOP5_FADE,lookback_swap_300s,control,P341_2026-07-15_ULTRACEMCO_106698570,ULTRACEMCO,2026-07-15,Copy of Newspaper Publication,NIFTYBEES,300,-0.1826650835690113,-0.3272727272727272,-0.3596614950634696,long,11811.5,11832.5,8,168.0,162.22275641599998,5.7772435840000185
P356_CONTROL_NIFTYBEES_LB300_MARKET_NEUTRAL_TOP5_FADE,lookback_swap_300s,control,P341_2026-07-16_HDFCBANK_106698807,HDFCBANK,2026-07-16,Appointment,NIFTYBEES,300,0.0,0.9198250728862972,0.1781818181818182,short,814.975,813.9,122,131.15000000000555,165.23936302200002,-34.08936302199447
P356_CONTROL_DEPTH_2_5_GUARD_TOP5_FADE,depth_2_5_guard,full_depth_guard,P341_2026-07-08_LT_106690276,LT,2026-07-08,Press Release,NIFTYBEES,900,0.0,-0.4911392405063291,-0.2705882352941176,long,3977.3,3970.5,25,-170.00000000000455,165.23180736999998,-335.2318073700045
P356_CONTROL_DEPTH_2_5_GUARD_TOP5_FADE,depth_2_5_guard,full_depth_guard,P341_2026-07-09_DRREDDY_106691390,DRREDDY,2026-07-09,General Updates,NIFTYBEES,900,0.0,-0.4926151172893136,-0.5253333333333333,long,1269.25,1273.35,78,319.7999999999929,165.17876884720002,154.6212311527929
P356_CONTROL_DEPTH_2_5_GUARD_TOP5_FADE,depth_2_5_guard,full_depth_guard,P341_2026-07-09_DRREDDY_106691463,DRREDDY,2026-07-09,Analysts/Institutional Investor Meet/Con. Call Updates,NIFTYBEES,900,0.0,-0.4926151172893136,-0.5253333333333333,long,1269.25,1273.35,78,319.7999999999929,165.17876884720002,154.6212311527929
P356_CONTROL_DEPTH_2_5_GUARD_TOP5_FADE,depth_2_5_guard,full_depth_guard,P341_2026-07-10_KOTAKBANK_106692598,KOTAKBANK,2026-07-10,General Updates,NIFTYBEES,900,0.0,-0.5037364130434783,-0.50625,long,377.875,380.15,264,600.599999999994,165.3602739808,435.239726019194
P356_CONTROL_DEPTH_2_5_GUARD_TOP5_FADE,depth_2_5_guard,full_depth_guard,P341_2026-07-10_KOTAKBANK_106692658,KOTAKBANK,2026-07-10,General Updates,NIFTYBEES,900,0.0,-0.5037364130434783,-0.50625,long,377.875,380.15,264,600.599999999994,165.3602739808,435.239726019194
P356_CONTROL_DEPTH_2_5_GUARD_TOP5_FADE,depth_2_5_guard,full_depth_guard,P341_2026-07-13_SBIN_106694291,SBIN,2026-07-13,General Updates,NIFTYBEES,900,0.0,-0.6822679860925381,-0.838962605548854,long,1023.55,1028.1999999999998,97,451.04999999998677,165.24605469879998,285.8039453011868
P356_CONTROL_DEPTH_2_5_GUARD_TOP5_FADE,depth_2_5_guard,full_depth_guard,P341_2026-07-14_HCLTECH_106695829,HCLTECH,2026-07-14,Outcome of Board Meeting,NIFTYBEES,900,0.0,-0.9576811235537958,-0.95661025575773,long,1199.8,1199.15,83,-53.94999999998868,165.2729619436,-219.22296194358867
P356_CONTROL_DEPTH_2_5_GUARD_TOP5_FADE,depth_2_5_guard,full_depth_guard,P341_2026-07-14_HCLTECH_106695847,HCLTECH,2026-07-14,Press Release,NIFTYBEES,900,0.0,-0.9576811235537958,-0.95661025575773,long,1199.8,1199.15,83,-53.94999999998868,165.2729619436,-219.22296194358867
P356_CONTROL_DEPTH_2_5_GUARD_TOP5_FADE,depth_2_5_guard,full_depth_guard,P341_2026-07-14_TCS_106696979,TCS,2026-07-14,Updates,NIFTYBEES,900,0.0,-0.555785658814393,-0.5651483050847458,long,2197.8,2201.8500000000004,45,182.25000000000819,165.146096038,17.10390396200819
P356_CONTROL_DEPTH_2_5_GUARD_TOP5_FADE,depth_2_5_guard,full_depth_guard,P341_2026-07-15_AXISBANK_106697208,AXISBANK,2026-07-15,General Updates,NIFTYBEES,900,0.0,-0.717651678774789,-0.9246729815065404,long,1326.85,1342.25,75,1155.0000000000068,165.35406973,989.6459302700068
P356_CONTROL_DEPTH_2_5_GUARD_TOP5_FADE,depth_2_5_guard,full_depth_guard,P341_2026-07-15_INFY_106697740,INFY,2026-07-15,Updates,NIFTYBEES,900,0.0,-0.5466829218734126,-0.543870438704387,long,1079.1999999999998,1085.15,92,547.4000000000251,165.26017361919995,382.1398263808252
P356_CONTROL_DEPTH_2_5_GUARD_TOP5_FADE,depth_2_5_guard,full_depth_guard,P341_2026-07-16_BAJAJ-AUTO_106699726,BAJAJ-AUTO,2026-07-16,General Updates,NIFTYBEES,900,-0.3644846187489392,0.5045871559633027,0.5023923444976076,short,10303.5,10314.5,9,-99.0,159.846424344,-258.846424344
P356_CONTROL_DEPTH_2_5_GUARD_TOP5_FADE,depth_2_5_guard,full_depth_guard,P341_2026-07-16_HDFCBANK_106698807,HDFCBANK,2026-07-16,Appointment,NIFTYBEES,900,0.0,0.9198250728862972,0.1781818181818182,short,814.975,813.9,122,131.15000000000555,165.23936302200002,-34.08936302199447
P356_CONTROL_DEPTH_2_5_FADE_VARIANT,depth_2_5_fade_variant,full_depth_control,P341_2026-07-08_LT_106690276,LT,2026-07-08,Press Release,NIFTYBEES,900,0.0,-0.4911392405063291,-0.2705882352941176,long,3977.3,3970.5,25,-170.00000000000455,165.23180736999998,-335.2318073700045
P356_CONTROL_DEPTH_2_5_FADE_VARIANT,depth_2_5_fade_variant,full_depth_control,P341_2026-07-09_DRREDDY_106691390,DRREDDY,2026-07-09,General Updates,NIFTYBEES,900,0.0,-0.4926151172893136,-0.5253333333333333,long,1269.25,1273.35,78,319.7999999999929,165.17876884720002,154.6212311527929
P356_CONTROL_DEPTH_2_5_FADE_VARIANT,depth_2_5_fade_variant,full_depth_control,P341_2026-07-09_DRREDDY_106691463,DRREDDY,2026-07-09,Analysts/Institutional Investor Meet/Con. Call Updates,NIFTYBEES,900,0.0,-0.4926151172893136,-0.5253333333333333,long,1269.25,1273.35,78,319.7999999999929,165.17876884720002,154.6212311527929
