strategy_id,side,spread_bucket,imbalance_bucket,shard_symbol_label_rows,symbols,trade_dates,candidate_orders,inferred_touches,mean_gross_bps_if_touched,median_gross_bps_if_touched,mean_after_cost_bps_if_touched,mean_adverse_selection_rate,mean_cost_clearing_rate,worst_gross_bps_if_touched,best_gross_bps_if_touched,mean_spread_bps,mean_abs_l1_imbalance,touch_rate,label_candidate
P66_FADE_IMBALANCE,-1,S04_gt_5bp,I02_0p40_0p60,2,2,1,382828,5150,-33.79635835918661,-24.51325090799844,-42.06447835918655,1.0,0.0,-262.97755696419455,-0.8727526618945713,5.151596250259351,0.47478367987373854,0.013452516534840711,False
P66_FADE_IMBALANCE,-1,S04_gt_5bp,I03_0p60_0p80,1,1,1,243948,3400,-35.899478633494134,-22.65159697436514,-44.16759863349407,1.0,0.0,-239.30601256356488,0.0,6.0973865854921625,0.7413652641624353,0.013937396494334859,False
P66_JOIN_IMBALANCE,1,S04_gt_5bp,I01_0p30_0p40,2,2,1,285528,3150,-37.222992038801856,-24.99816831463081,-45.491112038801866,1.0,0.0,-259.6389750922068,-2.314546927438821,5.303103315259705,0.3615863067390761,0.01103219298982937,False
P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I01_0p30_0p40,7,3,4,803184,9250,-37.52201547503288,-12.75730664449859,-45.790135475032926,1.0,0.0,-404.28159736517034,0.0,3.6662046527352095,0.36637667225376636,0.011516663678559334,False
P66_JOIN_IMBALANCE,-1,S03_2p5_5bp,I01_0p30_0p40,3,3,1,422508,5450,-37.96730042202691,-29.05334516988045,-46.23542042202691,1.0,0.0,-181.98770633331085,0.0,4.113233243763972,0.32854433835201363,0.012899164039497478,False
P66_JOIN_IMBALANCE,-1,S03_2p5_5bp,I02_0p40_0p60,1,1,1,247916,3300,-41.441129518535725,-35.84643557242029,-49.7092495185357,1.0,0.0,-152.73792443806778,-3.781048222906147,2.9669139574292487,0.5707750486977067,0.01331096016392649,False
P66_FADE_IMBALANCE,1,S03_2p5_5bp,I02_0p40_0p60,1,1,1,247916,2750,-46.17373069602935,-28.105677346823565,-54.44185069602938,1.0,0.0,-470.63940843845245,-0.8870753126943853,2.9669139574292713,0.5707750486977003,0.011092466803272076,False
P66_FADE_IMBALANCE,1,S03_2p5_5bp,I01_0p30_0p40,3,3,1,422508,5000,-47.0510925003854,-31.0012857248404,-55.31921250038534,1.0,0.0,-372.98229117693205,0.0,4.11323324376398,0.32854433835201746,0.011834095449080255,False
P66_JOIN_IMBALANCE,1,S04_gt_5bp,I03_0p60_0p80,1,1,1,243948,2499,-47.33931168578269,-30.525030525030417,-55.607431685782736,0.9803921568627451,0.0,-280.45838359469053,2.220446049250313e-12,6.097386585492478,0.7413652641625095,0.010243986423336121,False
P66_FADE_IMBALANCE,-1,S04_gt_5bp,I01_0p30_0p40,2,2,1,285528,3700,-63.40743364916362,-25.743471295446575,-71.67555364916366,1.0,0.0,-378.93541058098054,-2.6047177951060707,5.303103315259653,0.361586306739093,0.012958448908688466,False
