shard_index,trade_date,symbol,strategy_id,side,spread_bucket,imbalance_bucket,candidate_orders,inferred_touches,mean_gross_bps_if_touched,median_gross_bps_if_touched,adverse_selection_rate,cost_clearing_rate,mean_after_cost_bps_if_touched,worst_gross_bps_if_touched,best_gross_bps_if_touched,mean_spread_bps,mean_abs_l1_imbalance
40,2026-02-02,CIPLA,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I02_0p40_0p60,241964,3050,-16.11625186619483,-10.466820180029535,1.0,0.0,-24.384371866194844,-88.77791649327227,0.0,2.7932416166860974,0.5684966521378847
43,2026-02-02,HCLTECH,P66_JOIN_IMBALANCE,-1,S02_1_2p5bp,I01_0p30_0p40,51584,650,-26.074795376092382,-30.667320902847408,1.0,0.0,-34.342915376092364,-40.39826981147687,-2.036493971977471,2.4470539086271113,0.30435783522375215
43,2026-02-02,HCLTECH,P66_FADE_IMBALANCE,1,S02_1_2p5bp,I01_0p30_0p40,51584,550,-27.370060919192106,-31.33265513733385,1.0,0.0,-35.63818091919209,-52.582236171689885,-2.0068231988756846,2.4470539086270486,0.30435783522376203
44,2026-02-02,HDFCBANK,P66_JOIN_IMBALANCE,-1,S02_1_2p5bp,I02_0p40_0p60,243948,2400,-31.480043472416884,-23.22018128821768,1.0,0.0,-39.748163472416856,-179.8453330136085,-1.79964007198552,1.2121439487038592,0.5717706928426066
44,2026-02-02,HDFCBANK,P66_FADE_IMBALANCE,1,S02_1_2p5bp,I02_0p40_0p60,243948,3700,-19.996679726895543,-11.547699722107009,1.0,0.0,-28.264799726895667,-151.5151515151514,0.0,1.212143948703869,0.5717706928426977
46,2026-02-02,ICICIBANK,P66_JOIN_IMBALANCE,-1,S02_1_2p5bp,I01_0p30_0p40,243948,2650,-20.12631907087026,-17.056357046406625,1.0,0.0,-28.39443907087024,-63.08706014299781,-0.702839471465877,1.4212173891143662,0.3687505511210991
46,2026-02-02,ICICIBANK,P66_FADE_IMBALANCE,1,S02_1_2p5bp,I01_0p30_0p40,243948,3448,-15.71601502057435,-11.376564277587597,0.9715777262180975,0.0,-23.984135020574247,-83.03761533002051,2.220446049250313e-12,1.4212173891143676,0.36875055112109684
48,2026-02-02,ITBEES,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I03_0p60_0p80,247916,2850,-17.700144159415057,-13.92757660167221,1.0,0.0,-25.96826415941499,-90.51856397668034,-1.5299877600982725,3.0946795242529928,0.7411954259742447
48,2026-02-02,ITBEES,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I03_0p60_0p80,247916,2800,-17.317431281807867,-9.260522238558334,1.0,0.0,-25.585551281807863,-121.18423071023065,-1.5429717636150642,3.0946795242529643,0.7411954259741584
49,2026-02-02,ITC,P66_FADE_IMBALANCE,-1,S02_1_2p5bp,I02_0p40_0p60,245932,2750,-17.850431289125805,-15.095009767357448,1.0,0.0,-26.118551289125854,-97.84908321579854,-0.8909479686403099,1.7812705129878441,0.5099079828316071
49,2026-02-02,ITC,P66_JOIN_IMBALANCE,1,S02_1_2p5bp,I02_0p40_0p60,245932,3100,-16.190028070018087,-9.839878343321784,1.0,0.0,-24.458148070018012,-85.62097272486801,-2.675465976990088,1.781270512987703,0.5099079828315658
50,2026-02-02,JUNIORBEES,P66_FADE_IMBALANCE,1,S03_2p5_5bp,I03_0p60_0p80,249900,2849,-15.285502290073252,-8.571392019649515,0.9828009828009828,0.0,-23.553622290073204,-134.62778262353646,0.1280360549538173,3.583897609401898,0.6972854274764547
50,2026-02-02,JUNIORBEES,P66_JOIN_IMBALANCE,-1,S03_2p5_5bp,I03_0p60_0p80,249900,2700,-16.706185677688065,-15.667567625214929,1.0,0.0,-24.974305677688154,-113.66366176526421,-0.38403932562713905,3.5838976094022614,0.6972854274764241
55,2026-02-02,NESTLEIND,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I01_0p30_0p40,3968,100,-16.73290106672164,-16.732901066721652,1.0,0.0,-25.001021066721684,-16.732901066721652,-16.732901066721652,2.793881399735249,0.39491916859122567
55,2026-02-02,NESTLEIND,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I02_0p40_0p60,241964,3050,-19.692990985402716,-14.566137199141238,1.0,0.0,-27.961110985402666,-112.1122498108551,0.0,2.7773591402766113,0.41294278334930246
55,2026-02-02,NESTLEIND,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I02_0p40_0p60,241964,2750,-20.78933744904018,-13.890818169189911,1.0,0.0,-29.05745744904021,-117.53385112379,0.0,2.7773591402764306,0.4129427833493056
56,2026-02-02,NIFTYBEES,P66_FADE_IMBALANCE,-1,S02_1_2p5bp,I03_0p60_0p80,247916,2950,-17.830282050990945,-13.701593711691329,1.0,0.0,-26.098402050990885,-92.45047296091325,0.0,1.4455989274290086,0.621512546114856
56,2026-02-02,NIFTYBEES,P66_JOIN_IMBALANCE,1,S02_1_2p5bp,I03_0p60_0p80,247916,3248,-15.100922976271608,-9.013881377321065,0.9698275862068966,0.0,-23.369042976271604,-94.79013320886077,2.220446049250313e-12,1.4455989274289116,0.6215125461148473
58,2026-02-02,RELIANCE,P66_FADE_IMBALANCE,-1,S02_1_2p5bp,I02_0p40_0p60,249900,2800,-19.479768041664386,-17.631276351092183,1.0,0.0,-27.74788804166441,-42.94149221685362,0.0,1.529904849142423,0.44452417149796536
58,2026-02-02,RELIANCE,P66_JOIN_IMBALANCE,1,S02_1_2p5bp,I02_0p40_0p60,249900,3450,-15.1703054029234,-10.685391543274747,1.0,0.0,-23.43842540292342,-130.9812235009078,0.0,1.5299048491425264,0.44452417149802054
60,2026-02-02,SUNPHARMA,P66_JOIN_IMBALANCE,-1,S02_1_2p5bp,I01_0p30_0p40,109036,1400,-18.185410994313706,-15.244831857846307,1.0,0.0,-26.453530994313674,-54.67863406582008,0.0,2.065817530218261,0.305557777443227
60,2026-02-02,SUNPHARMA,P66_FADE_IMBALANCE,1,S02_1_2p5bp,I01_0p30_0p40,109036,1300,-16.654869598100888,-8.77539043499409,1.0,0.0,-24.922989598100866,-89.60114689468001,0.0,2.0658175302182604,0.3055577774432168
63,2026-02-02,ULTRACEMCO,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I01_0p30_0p40,7936,200,-25.402444050173763,-25.402444050173777,1.0,0.0,-33.670564050173766,-27.952180270061078,-22.852707830286477,2.5905647384152894,0.3910637894836496
63,2026-02-02,ULTRACEMCO,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I02_0p40_0p60,237996,2800,-18.851565245755513,-12.432478779045297,1.0,0.0,-27.119685245755655,-106.5636409951598,-0.4248449316002212,2.576497284238577,0.434391840841983
63,2026-02-02,ULTRACEMCO,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I02_0p40_0p60,237996,3000,-19.927263161246998,-12.457421976362347,1.0,0.0,-28.195383161246937,-108.25727021863685,-0.4299041313782226,2.5764972842384934,0.43439184084198634
68,2026-03-02,BANKBEES,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I01_0p30_0p40,245932,2750,-14.112755397157311,-10.616239528904448,1.0,0.0,-22.380875397157304,-54.643004539826066,-0.9960986137635963,3.6450053841797665,0.32812305068809466
68,2026-03-02,BANKBEES,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I01_0p30_0p40,245932,2850,-12.642912688930261,-10.22478024968243,1.0,0.0,-20.911032688930316,-57.12964797569331,0.0,3.64500538417963,0.3281230506881206
72,2026-03-02,CIPLA,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I02_0p40_0p60,249900,2950,-12.006996993622247,-9.153640332347779,1.0,0.0,-20.27511699362222,-37.754317276095236,0.0,2.800174373005842,0.5691703332616561
72,2026-03-02,CIPLA,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I02_0p40_0p60,249900,3000,-11.225577902490265,-8.43528976941399,1.0,0.0,-19.493697902490272,-46.80732150342371,0.0,2.8001743730059268,0.5691703332615811
75,2026-03-02,HCLTECH,P66_FADE_IMBALANCE,1,S02_1_2p5bp,I01_0p30_0p40,61504,750,-19.59316115344299,-11.86336674166344,1.0,0.0,-27.861281153443006,-48.43896283632354,-4.506534474988388,2.4672498643752254,0.3031760029584976
75,2026-03-02,HCLTECH,P66_JOIN_IMBALANCE,-1,S02_1_2p5bp,I01_0p30_0p40,61504,750,-24.5507758964869,-19.453642384105187,1.0,0.0,-32.81889589648691,-70.8319685555181,-2.034339653348427,2.467249864375295,0.3031760029585218
76,2026-03-02,HDFCBANK,P66_FADE_IMBALANCE,1,S02_1_2p5bp,I02_0p40_0p60,241964,3150,-17.46318859461561,-12.758976851570125,1.0,0.0,-25.731308594615605,-93.59903381642498,0.0,1.2160684612146277,0.5720962776446009
76,2026-03-02,HDFCBANK,P66_JOIN_IMBALANCE,-1,S02_1_2p5bp,I02_0p40_0p60,241964,2900,-19.565826280530846,-14.259266208165865,1.0,0.0,-27.83394628053081,-66.54567453115546,0.0,1.2160684612145685,0.5720962776446441
78,2026-03-02,ICICIBANK,P66_FADE_IMBALANCE,1,S02_1_2p5bp,I01_0p30_0p40,243948,3000,-17.00756651358886,-12.143724551755275,1.0,0.0,-25.275686513588866,-62.47337782194884,0.0,1.4226361874875675,0.36938616769295735
78,2026-03-02,ICICIBANK,P66_JOIN_IMBALANCE,-1,S02_1_2p5bp,I01_0p30_0p40,243948,3000,-17.199124993473976,-16.286125674464525,1.0,0.0,-25.467244993473994,-48.340086727800546,0.0,1.4226361874875577,0.3693861676929344
80,2026-03-02,ITBEES,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I03_0p60_0p80,243948,2450,-17.942841227145728,-10.930668332290727,1.0,0.0,-26.210961227145738,-88.78504672896969,-1.5494267121152205,3.1199964128196345,0.7404157675627032
80,2026-03-02,ITBEES,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I03_0p60_0p80,243948,3100,-15.726248714460654,-10.968348749395007,1.0,0.0,-23.994368714460574,-85.36396088778653,-1.5496668216319343,3.1199964128196687,0.7404157675627634
81,2026-03-02,ITC,P66_JOIN_IMBALANCE,1,S02_1_2p5bp,I02_0p40_0p60,247916,3550,-10.379856511490276,-8.000711174327435,1.0,0.0,-18.64797651149026,-33.026867803267464,-0.8915039671941738,1.7843152349055014,0.5089693340165558
81,2026-03-02,ITC,P66_FADE_IMBALANCE,-1,S02_1_2p5bp,I02_0p40_0p60,247916,2450,-14.84897196387291,-13.354700854698587,1.0,0.0,-23.117091963872912,-68.72545519457374,-0.8926977325474095,1.7843152349056723,0.5089693340165762
82,2026-03-02,JUNIORBEES,P66_FADE_IMBALANCE,1,S03_2p5_5bp,I03_0p60_0p80,247916,2700,-12.719528859370321,-8.9197084758047,1.0,0.0,-20.987648859370296,-86.4188856881909,-0.06448908522416197,3.728383664055986,0.6978905923190607
82,2026-03-02,JUNIORBEES,P66_JOIN_IMBALANCE,-1,S03_2p5_5bp,I03_0p60_0p80,247916,2700,-13.215009031575226,-8.444451885786242,1.0,0.0,-21.483129031575185,-80.82860501967937,-0.06437989287233492,3.7283836640551384,0.6978905923190061
87,2026-03-02,NESTLEIND,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I01_0p30_0p40,5952,150,-13.480054204534712,-16.104187088642476,1.0,0.0,-21.748174204534717,-24.335975524961697,0.0,2.7941651274895105,0.3985904033073837
87,2026-03-02,NESTLEIND,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I02_0p40_0p60,241964,2450,-15.043982700364108,-11.176306230790134,1.0,0.0,-23.31210270036408,-55.20229194325932,0.0,2.7855746245488704,0.411993245985182
87,2026-03-02,NESTLEIND,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I02_0p40_0p60,241964,3050,-12.71833842529005,-9.791579241851256,1.0,0.0,-20.986458425290035,-56.599818321569906,0.0,2.7855746245487674,0.41199324598516684
88,2026-03-02,NIFTYBEES,P66_FADE_IMBALANCE,-1,S02_1_2p5bp,I03_0p60_0p80,247916,2750,-12.91389493168313,-9.869503235002686,1.0,0.0,-21.182014931683163,-39.62051543019318,-0.3627262504979356,1.455418348817351,0.6207243295827427
88,2026-03-02,NIFTYBEES,P66_JOIN_IMBALANCE,1,S02_1_2p5bp,I03_0p60_0p80,247916,3300,-10.978680526497655,-8.727272727273583,1.0,0.0,-19.246800526497672,-71.02478620089836,0.0,1.4554183488173869,0.6207243295827289
90,2026-03-02,RELIANCE,P66_FADE_IMBALANCE,-1,S02_1_2p5bp,I02_0p40_0p60,241964,2700,-17.37737159931365,-13.410235124896586,1.0,0.0,-25.645491599313736,-62.41437052824095,0.0,1.5394972491196344,0.4433441363702158
90,2026-03-02,RELIANCE,P66_JOIN_IMBALANCE,1,S02_1_2p5bp,I02_0p40_0p60,241964,3100,-15.912829254807246,-10.734571636421553,1.0,0.0,-24.180949254807214,-64.00487656202492,0.0,1.5394972491196064,0.44334413637024295
92,2026-03-02,SUNPHARMA,P66_FADE_IMBALANCE,1,S02_1_2p5bp,I01_0p30_0p40,95232,950,-10.427110131363365,-6.729126766397142,1.0,0.0,-18.695230131363367,-49.34552254311275,-1.548387096773629,2.0768970873664125,0.3034284596485528
92,2026-03-02,SUNPHARMA,P66_JOIN_IMBALANCE,-1,S02_1_2p5bp,I01_0p30_0p40,95232,1350,-15.453909760187758,-15.060240963854499,1.0,0.0,-23.722029760187784,-40.25183197440385,-0.5201560468137689,2.0768970873664587,0.30342845964855186
95,2026-03-02,ULTRACEMCO,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I01_0p30_0p40,17856,200,-19.990764364674348,-20.256207030666662,1.0,0.0,-28.258884364674394,-37.31023243845999,-2.1404109589040488,2.5794835318382017,0.3912995859360504
95,2026-03-02,ULTRACEMCO,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I02_0p40_0p60,224108,3100,-14.886986781499516,-10.73471018892269,1.0,0.0,-23.155106781499477,-89.22853605430548,-0.427478305475848,2.573673852562615,0.4224767104061916
95,2026-03-02,ULTRACEMCO,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I02_0p40_0p60,224108,2050,-24.95499983846142,-20.126755738266723,1.0,0.0,-33.223119838461436,-91.6687984991904,-0.42687612054947977,2.573673852562735,0.4224767104062411
95,2026-03-02,ULTRACEMCO,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I01_0p30_0p40,17856,250,-25.506926870330282,-21.06168063614855,1.0,0.0,-33.77504687033029,-51.97371246939531,-7.288317256163301,2.5794835318381475,0.3912995859360494
100,2026-04-01,BANKBEES,P66_FADE_IMBALANCE,-1,S04_gt_5bp,I01_0p30_0p40,241964,3100,-33.67673146265163,-24.748974676454537,1.0,0.0,-41.944851462651656,-138.58272821576924,-2.6047177951060707,5.555151110215056,0.3294042584871579
100,2026-04-01,BANKBEES,P66_JOIN_IMBALANCE,1,S04_gt_5bp,I01_0p30_0p40,241964,2750,-36.32150279191351,-24.359540274982994,1.0,0.0,-44.58962279191337,-259.6389750922068,-2.314546927438821,5.555151110215073,0.3294042584871392
104,2026-04-01,CIPLA,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I02_0p40_0p60,243948,3450,-25.97186210693211,-19.77107180020754,1.0,0.0,-34.239982106932125,-131.5609622744651,-1.0251503553848629,4.827451331149109,0.5688906568223783
104,2026-04-01,CIPLA,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I02_0p40_0p60,243948,2500,-35.503722031360105,-26.103643866258743,1.0,0.0,-43.77184203136015,-261.0708329078604,-1.7170919331033208,4.827451331149211,0.5688906568223553
107,2026-04-01,HCLTECH,P66_JOIN_IMBALANCE,-1,S03_2p5_5bp,I01_0p30_0p40,73408,1100,-32.62931303666755,-29.05334516988045,1.0,0.0,-40.89743303666752,-109.35023771790786,0.0,4.784122944685474,0.30995180214566936
107,2026-04-01,HCLTECH,P66_FADE_IMBALANCE,1,S03_2p5_5bp,I01_0p30_0p40,73408,700,-55.0943503089019,-31.0012857248404,1.0,0.0,-63.362470308902,-372.98229117693205,0.0,4.784122944685469,0.30995180214567125
108,2026-04-01,HDFCBANK,P66_FADE_IMBALANCE,1,S03_2p5_5bp,I02_0p40_0p60,247916,2750,-46.17373069602935,-28.105677346823565,1.0,0.0,-54.44185069602938,-470.63940843845245,-0.8870753126943853,2.9669139574292713,0.5707750486977003
108,2026-04-01,HDFCBANK,P66_JOIN_IMBALANCE,-1,S03_2p5_5bp,I02_0p40_0p60,247916,3300,-41.441129518535725,-35.84643557242029,1.0,0.0,-49.7092495185357,-152.73792443806778,-3.781048222906147,2.9669139574292487,0.5707750486977067
110,2026-04-01,ICICIBANK,P66_JOIN_IMBALANCE,-1,S03_2p5_5bp,I01_0p30_0p40,239980,2900,-50.169269759732295,-37.921051224499294,1.0,0.0,-58.43738975973242,-181.98770633331085,-0.34669255304375923,3.4602153060187164,0.3670266222372128
110,2026-04-01,ICICIBANK,P66_FADE_IMBALANCE,1,S03_2p5_5bp,I01_0p30_0p40,239980,3050,-44.1734265745067,-27.860901867713395,1.0,0.0,-52.44154657450652,-280.5479830221891,-0.3421727972618971,3.4602153060187804,0.36702662223723065
112,2026-04-01,ITBEES,P66_JOIN_IMBALANCE,1,S04_gt_5bp,I03_0p60_0p80,243948,2499,-47.33931168578269,-30.525030525030417,0.9803921568627451,0.0,-55.607431685782736,-280.45838359469053,2.220446049250313e-12,6.097386585492478,0.7413652641625095
112,2026-04-01,ITBEES,P66_FADE_IMBALANCE,-1,S04_gt_5bp,I03_0p60_0p80,243948,3400,-35.899478633494134,-22.65159697436514,1.0,0.0,-44.16759863349407,-239.30601256356488,0.0,6.0973865854921625,0.7413652641624353
113,2026-04-01,ITC,P66_JOIN_IMBALANCE,1,S04_gt_5bp,I02_0p40_0p60,247916,2700,-40.735423991102465,-26.12371548668113,1.0,0.0,-49.00354399110249,-355.88714518480447,-0.8768084173604862,5.246803414769832,0.51080880299452
113,2026-04-01,ITC,P66_FADE_IMBALANCE,-1,S04_gt_5bp,I02_0p40_0p60,247916,3200,-35.74989949452891,-22.165089913033786,1.0,0.0,-44.01801949452883,-262.97755696419455,-0.8727526618945713,5.246803414770537,0.5108088029944658
114,2026-04-01,JUNIORBEES,P66_FADE_IMBALANCE,1,S04_gt_5bp,I03_0p60_0p80,245932,2550,-32.44410788136752,-23.929274311954572,1.0,0.0,-40.71222788136728,-245.6288234236814,-2.957965423272535,5.935867966194615,0.6969981693971596
114,2026-04-01,JUNIORBEES,P66_JOIN_IMBALANCE,-1,S04_gt_5bp,I03_0p60_0p80,245932,3100,-28.461114117657267,-21.97175964034681,0.9838709677419355,0.0,-36.729234117657285,-124.3329241099389,0.18700443823904678,5.935867966194686,0.6969981693971294
119,2026-04-01,NESTLEIND,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I02_0p40_0p60,206336,2750,-36.12065451475546,-30.563186813187258,1.0,0.0,-44.38877451475554,-168.0929095354522,-3.726539738465595,4.8125924517525736,0.41582456586935074
119,2026-04-01,NESTLEIND,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I01_0p30_0p40,33644,550,-43.55523122522612,-33.90294852915976,1.0,0.0,-51.8233512252261,-231.24340155978751,-3.8302169295589827,4.818671867396756,0.39632208238546235
