queue_rank,priority_band,strategy_id,strategy_support_level,strategy_role,economic_requirement,requirement_priority,action_class,dependency_type,required_threshold,observed_value,current_evidence_status,proxy_evidence_available,acceptance_requirement_met,economic_hardening_status,blocking_gap,required_next_evidence,economic_evidence_summary,economic_frontier_rows,net_positive_proxy_rows,retail_stress_net_positive_rows,stressed_net_positive_rows,risk_adjusted_joint_pass_rows,retail_stress_joint_pass_rows,economic_positive_but_risk_blocked_rows,best_net_edge_bps,best_risk_adjusted_net_edge_bps,broker_reconciliation_items,proxy_formula_ready_items,contract_note_ready_items,actual_fill_ready_items,missing_reconciliation_items,acceptance_ready_now,evidence_source
13,P2,S02,runnable_proxy,priority,zerodha_order_formula_ready,3,documented_cost_formula_validation,documented_zerodha_charge_formula_and_cost_catalog,documented Zerodha equity-intraday charge formulas applied to P&L proxy,formula_ready=True,zerodha_formula_proxy_ready_not_acceptance,True,False,proxy_evidence_needs_acceptance_upgrade,"Documented formulas exist, but formula evidence alone is not broker reconciliation.",Retain Zerodha formula evidence and reconcile charges against broker contract notes where available.,net_positive_rows=0; retail_stress_positive_rows=0; stressed_positive_rows=0; risk_adjusted_joint_pass_rows=0; missing_reconciliation_items=13,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.990898986589,-150.99144366008474,13,10,0,0,13,False,outputs/phase12/execution_summary.csv; outputs/phase12/cost_schedule.csv; outputs/phase16/economic_viability_frontier.csv; outputs/phase16/risk_adjusted_economic_frontier.csv; outputs/phase16/broker_reconciliation_readiness.csv; outputs/phase16/economic_reconciliation_strategy_summary.csv
13,P2,S02,runnable_proxy,priority,latency_slippage_stress_confirmation,4,latency_slippage_acceptance_run,internal_event_lifecycle_latency_slippage_replay,retail and stressed latency/slippage profiles evaluated and economically viable,profiles_present=retail_marketable_default;stressed_retail;zero_latency_spread_only_control; retail_stress_positive=0/2,latency_slippage_proxy_profiles_available_not_acceptance,True,False,proxy_evidence_needs_acceptance_upgrade,"Latency and slippage stress exists as Phase 12 proxy settings, not acceptance-grade execution evidence.","Run tick/event lifecycle execution with calibrated retail latency, slippage stress and cancel/reject behavior.",net_positive_rows=0; retail_stress_positive_rows=0; stressed_positive_rows=0; risk_adjusted_joint_pass_rows=0; missing_reconciliation_items=13,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.990898986589,-150.99144366008474,13,10,0,0,13,False,outputs/phase12/execution_summary.csv; outputs/phase12/cost_schedule.csv; outputs/phase16/economic_viability_frontier.csv; outputs/phase16/risk_adjusted_economic_frontier.csv; outputs/phase16/broker_reconciliation_readiness.csv; outputs/phase16/economic_reconciliation_strategy_summary.csv
13,P2,S02,runnable_proxy,priority,retail_and_stress_net_positive,5,net_profitability_validation,internal_full_run_economic_replay_plus_acceptance_thresholds,net-positive after costs in retail and stressed deployable profiles,0/2 retail/stress profile rows net-positive,proxy_frontier_available_not_acceptance,True,False,proxy_evidence_needs_acceptance_upgrade,"Current proxy does not prove persistent positive economics after realistic costs, slippage and latency.","Run acceptance-grade event/tick P&L with deployable retail and stressed profiles, then require positive net results.",net_positive_rows=0; retail_stress_positive_rows=0; stressed_positive_rows=0; risk_adjusted_joint_pass_rows=0; missing_reconciliation_items=13,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.990898986589,-150.99144366008474,13,10,0,0,13,False,outputs/phase12/execution_summary.csv; outputs/phase12/cost_schedule.csv; outputs/phase16/economic_viability_frontier.csv; outputs/phase16/risk_adjusted_economic_frontier.csv; outputs/phase16/broker_reconciliation_readiness.csv; outputs/phase16/economic_reconciliation_strategy_summary.csv
13,P2,S02,runnable_proxy,priority,stressed_profile_net_positive,6,net_profitability_validation,internal_stress_profile_economic_replay,stressed retail profile net-positive after all costs,0/1 stressed profile rows net-positive,proxy_stress_row_available_not_acceptance,True,False,proxy_evidence_needs_acceptance_upgrade,Stressed-profile economics are proxy-only and may be nonpositive.,"Require stressed-profile net profitability under acceptance fills, costs and latency.",net_positive_rows=0; retail_stress_positive_rows=0; stressed_positive_rows=0; risk_adjusted_joint_pass_rows=0; missing_reconciliation_items=13,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.990898986589,-150.99144366008474,13,10,0,0,13,False,outputs/phase12/execution_summary.csv; outputs/phase12/cost_schedule.csv; outputs/phase16/economic_viability_frontier.csv; outputs/phase16/risk_adjusted_economic_frontier.csv; outputs/phase16/broker_reconciliation_readiness.csv; outputs/phase16/economic_reconciliation_strategy_summary.csv
13,P2,S02,runnable_proxy,priority,risk_adjusted_economic_joint_pass,7,risk_adjusted_economic_validation,internal_joined_economic_and_risk_acceptance_evidence,net-positive economics jointly clears lifecycle risk-pass criteria,0 all-profile joint-pass rows; 0 retail/stress joint-pass rows,risk_adjusted_proxy_available_not_acceptance,True,False,proxy_evidence_needs_acceptance_upgrade,Risk-adjusted frontier is proxy-only and currently has no retail/stress joint pass.,Join acceptance-grade economic P&L to acceptance-grade risk state and require joint pass.,net_positive_rows=0; retail_stress_positive_rows=0; stressed_positive_rows=0; risk_adjusted_joint_pass_rows=0; missing_reconciliation_items=13,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.990898986589,-150.99144366008474,13,10,0,0,13,False,outputs/phase12/execution_summary.csv; outputs/phase12/cost_schedule.csv; outputs/phase16/economic_viability_frontier.csv; outputs/phase16/risk_adjusted_economic_frontier.csv; outputs/phase16/broker_reconciliation_readiness.csv; outputs/phase16/economic_reconciliation_strategy_summary.csv
13,P2,S02,runnable_proxy,priority,multi_day_real_or_holdout_economic_validation,8,holdout_or_real_multiday_economic_validation,multi_day_real_data_or_untouched_holdout_generator,positive economics survive multi-day real-data or untouched holdout-generator reruns,not available in current one-day/proxy evidence,missing_multi_day_real_or_holdout_economic_validation,False,False,missing_required_acceptance_evidence,Current economic evidence is synthetic/proxy and does not include multi-day real or untouched economic holdout validation.,Run economic validation on multi-day real data and/or untouched holdout-generator configurations before promotion.,net_positive_rows=0; retail_stress_positive_rows=0; stressed_positive_rows=0; risk_adjusted_joint_pass_rows=0; missing_reconciliation_items=13,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.990898986589,-150.99144366008474,13,10,0,0,13,False,outputs/phase12/execution_summary.csv; outputs/phase12/cost_schedule.csv; outputs/phase16/economic_viability_frontier.csv; outputs/phase16/risk_adjusted_economic_frontier.csv; outputs/phase16/broker_reconciliation_readiness.csv; outputs/phase16/economic_reconciliation_strategy_summary.csv
14,P2,S05,runnable_proxy,filter,broker_exchange_fill_provenance,1,broker_or_exchange_fill_reconciliation,external_broker_or_exchange_records,actual broker/exchange order and fill identifiers available and reconciled,actual_fill_ready=False,missing_actual_fill_provenance,False,False,missing_required_acceptance_evidence,"No actual broker/exchange fill identifiers, prices or quantities are present in current proxy evidence.",Capture/import broker order/fill records and map them to strategy decisions and lifecycle state.,net_positive_rows=1; retail_stress_positive_rows=0; stressed_positive_rows=0; risk_adjusted_joint_pass_rows=0; missing_reconciliation_items=13,3.0,1.0,0.0,0.0,0.0,0.0,3.0,11.650700188144,-239.9604225491193,13,10,0,0,13,False,outputs/phase12/execution_summary.csv; outputs/phase12/cost_schedule.csv; outputs/phase16/economic_viability_frontier.csv; outputs/phase16/risk_adjusted_economic_frontier.csv; outputs/phase16/broker_reconciliation_readiness.csv; outputs/phase16/economic_reconciliation_strategy_summary.csv
14,P2,S05,runnable_proxy,filter,contract_note_reconciliation,2,broker_contract_note_reconciliation,external_broker_contract_notes_or_documented_synthetic_substitute,broker contract-note charges and net obligation reconcile to strategy P&L,broker_contract_ready=False; missing_items=13; strategy_ready=False,proxy_formula_ready_contract_note_missing,True,False,proxy_evidence_needs_acceptance_upgrade,"Contract-note fields are missing, so realized cost/P&L reconciliation is not acceptance-grade.","Reconcile brokerage, STT, exchange transaction charge, SEBI charge, stamp duty, GST and net obligation to broker notes.",net_positive_rows=1; retail_stress_positive_rows=0; stressed_positive_rows=0; risk_adjusted_joint_pass_rows=0; missing_reconciliation_items=13,3.0,1.0,0.0,0.0,0.0,0.0,3.0,11.650700188144,-239.9604225491193,13,10,0,0,13,False,outputs/phase12/execution_summary.csv; outputs/phase12/cost_schedule.csv; outputs/phase16/economic_viability_frontier.csv; outputs/phase16/risk_adjusted_economic_frontier.csv; outputs/phase16/broker_reconciliation_readiness.csv; outputs/phase16/economic_reconciliation_strategy_summary.csv
14,P2,S05,runnable_proxy,filter,zerodha_order_formula_ready,3,documented_cost_formula_validation,documented_zerodha_charge_formula_and_cost_catalog,documented Zerodha equity-intraday charge formulas applied to P&L proxy,formula_ready=True,zerodha_formula_proxy_ready_not_acceptance,True,False,proxy_evidence_needs_acceptance_upgrade,"Documented formulas exist, but formula evidence alone is not broker reconciliation.",Retain Zerodha formula evidence and reconcile charges against broker contract notes where available.,net_positive_rows=1; retail_stress_positive_rows=0; stressed_positive_rows=0; risk_adjusted_joint_pass_rows=0; missing_reconciliation_items=13,3.0,1.0,0.0,0.0,0.0,0.0,3.0,11.650700188144,-239.9604225491193,13,10,0,0,13,False,outputs/phase12/execution_summary.csv; outputs/phase12/cost_schedule.csv; outputs/phase16/economic_viability_frontier.csv; outputs/phase16/risk_adjusted_economic_frontier.csv; outputs/phase16/broker_reconciliation_readiness.csv; outputs/phase16/economic_reconciliation_strategy_summary.csv
14,P2,S05,runnable_proxy,filter,latency_slippage_stress_confirmation,4,latency_slippage_acceptance_run,internal_event_lifecycle_latency_slippage_replay,retail and stressed latency/slippage profiles evaluated and economically viable,profiles_present=retail_marketable_default;stressed_retail;zero_latency_spread_only_control; retail_stress_positive=0/2,latency_slippage_proxy_profiles_available_not_acceptance,True,False,proxy_evidence_needs_acceptance_upgrade,"Latency and slippage stress exists as Phase 12 proxy settings, not acceptance-grade execution evidence.","Run tick/event lifecycle execution with calibrated retail latency, slippage stress and cancel/reject behavior.",net_positive_rows=1; retail_stress_positive_rows=0; stressed_positive_rows=0; risk_adjusted_joint_pass_rows=0; missing_reconciliation_items=13,3.0,1.0,0.0,0.0,0.0,0.0,3.0,11.650700188144,-239.9604225491193,13,10,0,0,13,False,outputs/phase12/execution_summary.csv; outputs/phase12/cost_schedule.csv; outputs/phase16/economic_viability_frontier.csv; outputs/phase16/risk_adjusted_economic_frontier.csv; outputs/phase16/broker_reconciliation_readiness.csv; outputs/phase16/economic_reconciliation_strategy_summary.csv
14,P2,S05,runnable_proxy,filter,retail_and_stress_net_positive,5,net_profitability_validation,internal_full_run_economic_replay_plus_acceptance_thresholds,net-positive after costs in retail and stressed deployable profiles,0/2 retail/stress profile rows net-positive,proxy_frontier_available_not_acceptance,True,False,proxy_evidence_needs_acceptance_upgrade,"Current proxy does not prove persistent positive economics after realistic costs, slippage and latency.","Run acceptance-grade event/tick P&L with deployable retail and stressed profiles, then require positive net results.",net_positive_rows=1; retail_stress_positive_rows=0; stressed_positive_rows=0; risk_adjusted_joint_pass_rows=0; missing_reconciliation_items=13,3.0,1.0,0.0,0.0,0.0,0.0,3.0,11.650700188144,-239.9604225491193,13,10,0,0,13,False,outputs/phase12/execution_summary.csv; outputs/phase12/cost_schedule.csv; outputs/phase16/economic_viability_frontier.csv; outputs/phase16/risk_adjusted_economic_frontier.csv; outputs/phase16/broker_reconciliation_readiness.csv; outputs/phase16/economic_reconciliation_strategy_summary.csv
14,P2,S05,runnable_proxy,filter,stressed_profile_net_positive,6,net_profitability_validation,internal_stress_profile_economic_replay,stressed retail profile net-positive after all costs,0/1 stressed profile rows net-positive,proxy_stress_row_available_not_acceptance,True,False,proxy_evidence_needs_acceptance_upgrade,Stressed-profile economics are proxy-only and may be nonpositive.,"Require stressed-profile net profitability under acceptance fills, costs and latency.",net_positive_rows=1; retail_stress_positive_rows=0; stressed_positive_rows=0; risk_adjusted_joint_pass_rows=0; missing_reconciliation_items=13,3.0,1.0,0.0,0.0,0.0,0.0,3.0,11.650700188144,-239.9604225491193,13,10,0,0,13,False,outputs/phase12/execution_summary.csv; outputs/phase12/cost_schedule.csv; outputs/phase16/economic_viability_frontier.csv; outputs/phase16/risk_adjusted_economic_frontier.csv; outputs/phase16/broker_reconciliation_readiness.csv; outputs/phase16/economic_reconciliation_strategy_summary.csv
14,P2,S05,runnable_proxy,filter,risk_adjusted_economic_joint_pass,7,risk_adjusted_economic_validation,internal_joined_economic_and_risk_acceptance_evidence,net-positive economics jointly clears lifecycle risk-pass criteria,0 all-profile joint-pass rows; 0 retail/stress joint-pass rows,risk_adjusted_proxy_available_not_acceptance,True,False,proxy_evidence_needs_acceptance_upgrade,Risk-adjusted frontier is proxy-only and currently has no retail/stress joint pass.,Join acceptance-grade economic P&L to acceptance-grade risk state and require joint pass.,net_positive_rows=1; retail_stress_positive_rows=0; stressed_positive_rows=0; risk_adjusted_joint_pass_rows=0; missing_reconciliation_items=13,3.0,1.0,0.0,0.0,0.0,0.0,3.0,11.650700188144,-239.9604225491193,13,10,0,0,13,False,outputs/phase12/execution_summary.csv; outputs/phase12/cost_schedule.csv; outputs/phase16/economic_viability_frontier.csv; outputs/phase16/risk_adjusted_economic_frontier.csv; outputs/phase16/broker_reconciliation_readiness.csv; outputs/phase16/economic_reconciliation_strategy_summary.csv
14,P2,S05,runnable_proxy,filter,multi_day_real_or_holdout_economic_validation,8,holdout_or_real_multiday_economic_validation,multi_day_real_data_or_untouched_holdout_generator,positive economics survive multi-day real-data or untouched holdout-generator reruns,not available in current one-day/proxy evidence,missing_multi_day_real_or_holdout_economic_validation,False,False,missing_required_acceptance_evidence,Current economic evidence is synthetic/proxy and does not include multi-day real or untouched economic holdout validation.,Run economic validation on multi-day real data and/or untouched holdout-generator configurations before promotion.,net_positive_rows=1; retail_stress_positive_rows=0; stressed_positive_rows=0; risk_adjusted_joint_pass_rows=0; missing_reconciliation_items=13,3.0,1.0,0.0,0.0,0.0,0.0,3.0,11.650700188144,-239.9604225491193,13,10,0,0,13,False,outputs/phase12/execution_summary.csv; outputs/phase12/cost_schedule.csv; outputs/phase16/economic_viability_frontier.csv; outputs/phase16/risk_adjusted_economic_frontier.csv; outputs/phase16/broker_reconciliation_readiness.csv; outputs/phase16/economic_reconciliation_strategy_summary.csv
15,P2,S07,runnable_proxy,priority,broker_exchange_fill_provenance,1,broker_or_exchange_fill_reconciliation,external_broker_or_exchange_records,actual broker/exchange order and fill identifiers available and reconciled,actual_fill_ready=False,missing_actual_fill_provenance,False,False,missing_required_acceptance_evidence,"No actual broker/exchange fill identifiers, prices or quantities are present in current proxy evidence.",Capture/import broker order/fill records and map them to strategy decisions and lifecycle state.,net_positive_rows=0; retail_stress_positive_rows=0; stressed_positive_rows=0; risk_adjusted_joint_pass_rows=0; missing_reconciliation_items=13,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.735786643444,-210.38000305302407,13,10,0,0,13,False,outputs/phase12/execution_summary.csv; outputs/phase12/cost_schedule.csv; outputs/phase16/economic_viability_frontier.csv; outputs/phase16/risk_adjusted_economic_frontier.csv; outputs/phase16/broker_reconciliation_readiness.csv; outputs/phase16/economic_reconciliation_strategy_summary.csv
15,P2,S07,runnable_proxy,priority,contract_note_reconciliation,2,broker_contract_note_reconciliation,external_broker_contract_notes_or_documented_synthetic_substitute,broker contract-note charges and net obligation reconcile to strategy P&L,broker_contract_ready=False; missing_items=13; strategy_ready=False,proxy_formula_ready_contract_note_missing,True,False,proxy_evidence_needs_acceptance_upgrade,"Contract-note fields are missing, so realized cost/P&L reconciliation is not acceptance-grade.","Reconcile brokerage, STT, exchange transaction charge, SEBI charge, stamp duty, GST and net obligation to broker notes.",net_positive_rows=0; retail_stress_positive_rows=0; stressed_positive_rows=0; risk_adjusted_joint_pass_rows=0; missing_reconciliation_items=13,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.735786643444,-210.38000305302407,13,10,0,0,13,False,outputs/phase12/execution_summary.csv; outputs/phase12/cost_schedule.csv; outputs/phase16/economic_viability_frontier.csv; outputs/phase16/risk_adjusted_economic_frontier.csv; outputs/phase16/broker_reconciliation_readiness.csv; outputs/phase16/economic_reconciliation_strategy_summary.csv
15,P2,S07,runnable_proxy,priority,zerodha_order_formula_ready,3,documented_cost_formula_validation,documented_zerodha_charge_formula_and_cost_catalog,documented Zerodha equity-intraday charge formulas applied to P&L proxy,formula_ready=True,zerodha_formula_proxy_ready_not_acceptance,True,False,proxy_evidence_needs_acceptance_upgrade,"Documented formulas exist, but formula evidence alone is not broker reconciliation.",Retain Zerodha formula evidence and reconcile charges against broker contract notes where available.,net_positive_rows=0; retail_stress_positive_rows=0; stressed_positive_rows=0; risk_adjusted_joint_pass_rows=0; missing_reconciliation_items=13,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.735786643444,-210.38000305302407,13,10,0,0,13,False,outputs/phase12/execution_summary.csv; outputs/phase12/cost_schedule.csv; outputs/phase16/economic_viability_frontier.csv; outputs/phase16/risk_adjusted_economic_frontier.csv; outputs/phase16/broker_reconciliation_readiness.csv; outputs/phase16/economic_reconciliation_strategy_summary.csv
