scenario_id,seed_scope,fill_model_id,execution_policy_id,max_concurrent_positions,initial_capital_inr,fixed_notional_inr,cost_profile,cost_multiplier,input_event_rows,scheduled_event_rows,canceled_event_rows,crossed_after_no_fill_rows,rejected_event_rows,rejected_same_symbol_overlap_rows,rejected_max_concurrent_rows,rejected_insufficient_cash_rows,passive_entry_attempt_rows,passive_entry_fill_rows,passive_exit_attempt_rows,passive_exit_fill_rows,forced_flatten_rows,avg_entry_fill_probability,avg_adverse_selection_penalty_bps_scheduled,avg_net_edge_bps_scheduled,candidate_rows,scheduled_candidate_rows,symbols,scheduled_symbols,observed_trade_dates,scheduled_trade_dates,positive_trade_dates,negative_trade_dates,positive_symbol_date_rows,realized_net_pnl_inr,portfolio_return_pct,mechanical_annualized_portfolio_return_pct,scheduled_notional_inr,notional_turnover_x_initial_capital,avg_open_notional_utilization,max_drawdown_inr,event_floor_met,annualized_above12,breadth_met,cost200_acceptance_survivor,strategy_replay_allowed,promotion_allowed,paper_or_live_acceptance_allowed,deployable_profitability_claim_allowed,above12_but_sparse,broad_but_below12,acceptance_block_reason,preserve_for_terminal_report
P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-09_Q99_DL3_H6_P300_FILL_OPTIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-09_Q99_DL3_H6,P300_FILL_OPTIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,1,1000000.0,75000.0,cost200,2.0,6,2,4,0,0,0,0,0,6,2,0,0,2,0.4178151521076541,3.141619982463341,761.8285496331506,1,1,1,1,2,2,1,1,1,11427.428244497258,1.1427428244497255,143.98559588066544,150000.0,0.15,0.0,-171.63947762558533,0,1,0,0,0,0,0,0,1,0,below_30_event_floor;breadth_not_met,1
P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-09_Q99_DL3_H6_P300_FILL_OPTIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC4_COST200,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-09_Q99_DL3_H6,P300_FILL_OPTIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,4,1000000.0,75000.0,cost200,2.0,6,2,4,0,0,0,0,0,6,2,0,0,2,0.4178151521076541,3.317823808397022,761.6523458072169,1,1,1,1,2,1,1,1,1,11424.785187108251,1.1424785187108253,143.95229335756397,150000.0,0.15,0.0,-174.28253501459056,0,1,0,0,0,0,0,0,1,0,below_30_event_floor;breadth_not_met,1
P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6_P300_FILL_BASE_BACK_OF_QUEUE_P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN_CAP1000000_NOT75000_CONC2_COST200,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6,P300_FILL_BASE_BACK_OF_QUEUE,P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN,2,1000000.0,75000.0,cost200,2.0,6,2,4,0,0,0,0,0,6,2,0,0,2,0.308004807219884,3.702999546880747,761.2671700687331,1,1,1,1,2,1,1,1,1,11419.007551030998,1.1419007551031,143.8794951429906,150000.0,0.15,0.0,-175.8942966016056,0,1,0,0,0,0,0,0,1,0,below_30_event_floor;breadth_not_met,1
P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-09_Q99_DL3_H6_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_TAKER_EXIT_CAP1000000_NOT75000_CONC1_COST200,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-09_Q99_DL3_H6,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_TAKER_EXIT,1,1000000.0,75000.0,cost200,2.0,6,2,4,0,0,0,0,0,6,2,0,0,2,0.2011372600041447,4.582460682861205,760.3877089327527,1,1,1,1,2,2,1,1,1,11405.815633991291,1.1405815633991294,143.71327698829032,150000.0,0.15,0.0,-183.5317143209913,0,1,0,0,0,0,0,0,1,0,below_30_event_floor;breadth_not_met,1
P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6_P300_FILL_BASE_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_TAKER_EXIT_CAP1000000_NOT75000_CONC4_COST200,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6,P300_FILL_BASE_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_TAKER_EXIT,4,1000000.0,75000.0,cost200,2.0,6,3,3,0,0,0,0,0,6,3,0,0,3,0.308004807219884,3.610680619447309,499.7862413465175,1,1,1,1,2,2,1,2,1,11245.190430296643,1.1245190430296643,141.6893994217377,225000.0,0.225,0.0,-349.7114173359588,0,1,0,0,0,0,0,0,1,0,below_30_event_floor;breadth_not_met,1
P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC4_COST200,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,4,1000000.0,75000.0,cost200,2.0,6,3,3,0,0,0,0,0,6,3,0,0,3,0.1984873624100096,4.603857520773025,498.7930644451919,1,1,1,1,2,1,1,1,1,11222.843950016815,1.1222843950016816,141.40783377021188,225000.0,0.225,0.0,-366.5033982954664,0,1,0,0,0,0,0,0,1,0,below_30_event_floor;breadth_not_met,1
P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-09_Q99_DL3_H6_P300_FILL_OPTIMISTIC_BACK_OF_QUEUE_P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN_CAP1000000_NOT75000_CONC4_COST200,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-09_Q99_DL3_H6,P300_FILL_OPTIMISTIC_BACK_OF_QUEUE,P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN,4,1000000.0,75000.0,cost200,2.0,6,4,2,0,0,0,0,0,6,4,0,0,4,0.4178151521076541,3.281866729378521,369.32843141176176,1,1,1,1,2,2,1,2,1,11079.852942352853,1.1079852942352852,139.60614707364593,300000.0,0.3,0.0,-519.2147797699909,0,1,0,0,0,0,0,0,1,0,below_30_event_floor;breadth_not_met,1
P300_ALL_PHASE299_SEEDS_P300_FILL_BASE_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC4_COST200,ALL_PHASE299_SEEDS,P300_FILL_BASE_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,4,1000000.0,75000.0,cost200,2.0,141,26,69,0,46,10,36,0,141,26,1,0,26,0.1664970114392632,3.4197535155713483,55.271175266128985,16,10,1,1,33,18,4,16,4,10777.879176895152,1.077787917689515,8.230380462356296,1950000.0,1.95,0.1648936170212765,-1359.0468340770997,0,0,0,0,0,0,0,0,0,1,below_30_event_floor;breadth_not_met;below_12pct,1
P300_ALL_PHASE299_SEEDS_P300_FILL_OPTIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_TAKER_EXIT_CAP1000000_NOT75000_CONC4_COST200,ALL_PHASE299_SEEDS,P300_FILL_OPTIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_TAKER_EXIT,4,1000000.0,75000.0,cost200,2.0,141,25,59,0,57,9,48,0,141,25,0,0,25,0.2011836558171727,2.6989573069291013,-3.2102081372272657,16,10,1,1,33,16,5,15,5,-601.9140257301125,-0.0601914025730112,-0.4596434378302678,1875000.0,1.875,0.1867021276595744,-1722.9865680992364,0,0,0,0,0,0,0,0,0,1,below_30_event_floor;breadth_not_met;below_12pct,1
P300_ALL_PHASE299_SEEDS_P300_FILL_OPTIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC4_COST200,ALL_PHASE299_SEEDS,P300_FILL_OPTIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,4,1000000.0,75000.0,cost200,2.0,141,10,32,0,99,3,96,0,141,10,2,1,9,0.0781279566689248,2.613229031838991,166.59608643857754,16,5,1,1,33,6,4,4,4,12494.706482893316,1.2494706482893316,9.54141222330035,750000.0,0.75,0.2393617021276596,-879.6447196859917,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_ALL_PHASE299_SEEDS_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC2_COST200,ALL_PHASE299_SEEDS,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,2,1000000.0,75000.0,cost200,2.0,141,4,38,0,99,3,96,0,141,4,0,0,4,0.0256416578182436,4.443079779365954,412.1457807829596,16,3,1,1,33,3,2,2,2,12364.373423488789,1.2364373423488788,9.441885159755074,300000.0,0.3,0.1196808510638298,-185.0546023735396,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_ALL_PHASE299_SEEDS_P300_FILL_BASE_BACK_OF_QUEUE_P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN_CAP1000000_NOT75000_CONC4_COST200,ALL_PHASE299_SEEDS,P300_FILL_BASE_BACK_OF_QUEUE,P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN,4,1000000.0,75000.0,cost200,2.0,141,18,58,0,65,5,60,0,141,18,1,0,18,0.1246358492648554,3.388739558125916,91.08950520444006,16,9,1,1,33,11,4,10,4,12297.08320259941,1.229708320259941,9.39049990016682,1350000.0,1.35,0.1941489361702127,-642.7248585085945,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_ALL_PHASE299_SEEDS_P300_FILL_BASE_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_TAKER_EXIT_CAP1000000_NOT75000_CONC2_COST200,ALL_PHASE299_SEEDS,P300_FILL_BASE_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_TAKER_EXIT,2,1000000.0,75000.0,cost200,2.0,141,3,12,0,126,0,126,0,141,3,0,0,3,0.0217774862737702,3.567319438492744,523.7348060308207,16,2,1,1,33,2,2,1,2,11784.033135693466,1.1784033135693466,8.998716212711374,225000.0,0.225,0.1404255319148936,-174.91867003012788,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_ALL_PHASE299_SEEDS_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200,ALL_PHASE299_SEEDS,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN,1,1000000.0,75000.0,cost200,2.0,141,1,13,0,127,1,126,0,141,1,0,0,1,0.0113624904177958,4.443599456256896,1545.2463131083043,16,1,1,1,33,1,1,0,1,11589.347348312283,1.1589347348312284,8.850047065983926,75000.0,0.075,0.0675531914893617,0.0,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_ALL_PHASE299_SEEDS_P300_FILL_OPTIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_TAKER_EXIT_CAP1000000_NOT75000_CONC2_COST200,ALL_PHASE299_SEEDS,P300_FILL_OPTIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_TAKER_EXIT,2,1000000.0,75000.0,cost200,2.0,141,5,9,0,127,1,126,0,141,5,0,0,5,0.02935167690497,2.768786879810807,305.71265906844394,16,3,1,1,33,2,2,2,2,11464.224715066646,1.1464224715066649,8.754498873323621,375000.0,0.375,0.1409574468085106,-331.84812373173145,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_ALL_PHASE299_SEEDS_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_TAKER_EXIT_CAP1000000_NOT75000_CONC1_COST200,ALL_PHASE299_SEEDS,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_TAKER_EXIT,1,1000000.0,75000.0,cost200,2.0,141,2,11,0,128,2,126,0,141,2,0,0,2,0.0098096654111699,4.68398655303109,760.2861830625828,16,1,1,1,33,1,1,1,1,11404.292745938745,1.1404292745938744,8.708732642353224,150000.0,0.15,0.0680851063829787,-185.0546023735396,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_ALL_PHASE299_SEEDS_P300_FILL_OPTIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200,ALL_PHASE299_SEEDS,P300_FILL_OPTIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,1,1000000.0,75000.0,cost200,2.0,141,3,10,0,128,2,126,0,141,3,0,0,3,0.026491208300561,3.2242087400695127,500.1727132258953,16,1,1,1,33,2,1,2,1,11253.886047582644,1.1253886047582644,8.593876618154018,225000.0,0.225,0.0680851063829787,-345.18167454019925,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_ALL_PHASE299_SEEDS_P300_FILL_BASE_BACK_OF_QUEUE_P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200,ALL_PHASE299_SEEDS,P300_FILL_BASE_BACK_OF_QUEUE,P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN,1,1000000.0,75000.0,cost200,2.0,141,3,10,0,128,2,126,0,141,3,0,0,3,0.0172436192997062,3.744229006544083,499.6526929594207,16,1,1,1,33,2,1,2,1,11242.185591586967,1.1242185591586966,8.584941724484594,225000.0,0.225,0.0680851063829787,-352.7162560456362,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_ALL_PHASE299_SEEDS_P300_FILL_OPTIMISTIC_BACK_OF_QUEUE_P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200,ALL_PHASE299_SEEDS,P300_FILL_OPTIMISTIC_BACK_OF_QUEUE,P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN,1,1000000.0,75000.0,cost200,2.0,141,4,8,0,129,3,126,0,141,4,0,0,4,0.023630739696152,3.173833395384012,369.43646474575627,16,1,1,1,33,2,1,2,1,11083.093942372689,1.1083093942372688,8.46345355599369,300000.0,0.3,0.0686170212765957,-515.9737797501555,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_ALL_PHASE299_SEEDS_P300_FILL_BASE_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC2_COST200,ALL_PHASE299_SEEDS,P300_FILL_BASE_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,2,1000000.0,75000.0,cost200,2.0,141,5,22,0,114,0,114,0,141,5,3,0,5,0.0264991798744542,1.8058052318547428,291.0874986940721,16,2,1,1,33,4,1,4,1,10915.781201027708,1.0915781201027706,8.335687462602976,375000.0,0.375,0.1276595744680851,-503.2263500032914,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
P300_ALL_PHASE299_SEEDS_P300_FILL_BASE_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_TAKER_EXIT_CAP1000000_NOT75000_CONC4_COST200,ALL_PHASE299_SEEDS,P300_FILL_BASE_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_TAKER_EXIT,4,1000000.0,75000.0,cost200,2.0,141,13,33,0,95,5,90,0,141,13,0,0,13,0.0576848600170078,3.1582833966358312,109.395086735088,16,5,1,1,33,7,2,7,2,10666.020956671078,1.0666020956671078,8.144961457821552,975000.0,0.975,0.2244680851063829,-1466.823294130556,0,0,0,0,0,0,0,0,0,0,below_30_event_floor;breadth_not_met;below_12pct,0
