source_symbol,source_trade_month_partition,source_file,source_row_group,event_epoch_seconds,event_date_ist,candidate_window_start_epoch,candidate_window_end_epoch,source_row_group_min_epoch,source_row_group_max_epoch,source_row_group_rows
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1788878249,2026-09-08,1788877349,1788880049,1788876900,1788879599,368201
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1789126649,2026-09-11,1789125749,1789128449,1789125300,1789127999,367745
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1786972049,2026-08-17,1786971149,1786973849,1786970700,1786973399,367533
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1786018949,2026-08-06,1786018049,1786020749,1786017600,1786020299,367368
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1787144849,2026-08-19,1787143949,1787146649,1787143500,1787146199,366955
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1787063849,2026-08-18,1787062949,1787065649,1787062500,1787065199,366901
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1787668649,2026-08-25,1787667749,1787670449,1787667300,1787669999,366727
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1784031749,2026-07-14,1784030849,1784033549,1784030400,1784033099,366639
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1787233949,2026-08-20,1787233049,1787235749,1787232600,1787235299,366424
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1789653149,2026-09-17,1789652249,1789654949,1789651800,1789654499,366024
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1790166149,2026-09-23,1790165249,1790167949,1790164800,1790167499,365988
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1791286649,2026-10-06,1791285749,1791288449,1791285300,1791287999,365944
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1785163049,2026-07-27,1785162149,1785164849,1785161700,1785164399,365831
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1787838749,2026-08-27,1787837849,1787840549,1787837400,1787840099,365647
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1784201849,2026-07-16,1784200949,1784203649,1784200500,1784203199,365536
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1791381149,2026-10-07,1791380249,1791382949,1791379800,1791382499,365102
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1790857349,2026-10-01,1790856449,1790859149,1790856000,1790858699,364936
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1788521849,2026-09-04,1788520949,1788523649,1788520500,1788523199,364757
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1789048349,2026-09-10,1789047449,1789050149,1789047000,1789049699,364696
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1787922449,2026-08-28,1787921549,1787924249,1787921100,1787923799,364285
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1785505949,2026-07-31,1785505049,1785507749,1785504600,1785507299,364213
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1784814749,2026-07-23,1784813849,1784816549,1784813400,1784816099,364136
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1790946449,2026-10-02,1790945549,1790948249,1790945100,1790947799,364036
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1790603549,2026-09-28,1790602649,1790605349,1790602200,1790604899,363850
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1789731449,2026-09-18,1789730549,1789733249,1789730100,1789732799,363757
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1788359849,2026-09-02,1788358949,1788361649,1788358500,1788361199,363613
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1784895749,2026-07-24,1784894849,1784897549,1784894400,1784897099,363366
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1784123549,2026-07-15,1784122649,1784125349,1784122200,1784124899,363077
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1784644649,2026-07-21,1784643749,1784646449,1784643300,1784645999,363031
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1789555949,2026-09-16,1789555049,1789557749,1789554600,1789557299,362888
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1785241349,2026-07-28,1785240449,1785243149,1785240000,1785242699,362725
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1785757049,2026-08-03,1785756149,1785758849,1785755700,1785758399,362677
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1784296349,2026-07-17,1784295449,1784298149,1784295000,1784297699,362513
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1790257949,2026-09-24,1790257049,1790259749,1790256600,1790259299,361991
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1784722949,2026-07-22,1784722049,1784724749,1784721600,1784724299,361857
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1789990649,2026-09-21,1789989749,1789992449,1789989300,1789991999,361304
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1790347049,2026-09-25,1790346149,1790348849,1790345700,1790348399,361064
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1788273449,2026-09-01,1788272549,1788275249,1788272100,1788274799,361023
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1791470249,2026-10-08,1791469349,1791472049,1791468900,1791471599,360949
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1787309549,2026-08-21,1787308649,1787311349,1787308200,1787310899,360129
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1786621049,2026-08-13,1786620149,1786622849,1786619700,1786622399,359887
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1784550149,2026-07-20,1784549249,1784551949,1784548800,1784551499,359431
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1786369949,2026-08-10,1786369049,1786371749,1786368600,1786371299,359404
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1790679149,2026-09-29,1790678249,1790680949,1790677800,1790680499,359290
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1786707449,2026-08-14,1786706549,1786709249,1786706100,1786708799,359026
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1786459049,2026-08-11,1786458149,1786460849,1786457700,1786460399,358856
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1790079749,2026-09-22,1790078849,1790081549,1790078400,1790081099,358554
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1790768249,2026-09-30,1790767349,1790770049,1790766900,1790769599,358086
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1787571449,2026-08-24,1787570549,1787573249,1787570100,1787572799,357998
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1785935249,2026-08-05,1785934349,1785937049,1785933900,1785936599,357805
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1788432749,2026-09-03,1788431849,1788434549,1788431400,1788434099,357683
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1788184349,2026-08-31,1788183449,1788186149,1788183000,1788185699,356428
HDFCBANK,duckdb_row_level_date_profile,raw_synthetic_l2_dense_full_year/trade_month=*/symbol=HDFCBANK/part-*.parquet,-1,1786113449,2026-08-07,1786112549,1786115249,1786112100,1786114799,356304
