shard_index,trade_date,symbol,trades,sum_gross_return,sum_cost_return,sum_net_return,net_pnl_inr,gross_pnl_proxy_inr,cost_pnl_drag_proxy_inr,mean_net_return,precision_cost_clear,worst_trade_pnl_inr,best_trade_pnl_inr,positive_after_costs,shard_path,trade_month_partition,partition_symbol,instrument_class,loss_reason,trade_month,dominant_regime_code,dominant_feed_profile,bounded_rows,bounded_trade_dates,regime_codes_seen,feed_profiles_seen,market_shock_row_fraction,symbol_shock_row_fraction,disconnect_row_fraction,out_of_order_row_fraction
42,2026-02-02,GOLDBEES,13,-0.0172354224129567,0.0130554585666096,-0.0302908809795663,-3029.088097956636,-1723.5422412956725,1305.5458566609634,-0.0023300677676589,0.2307692307692307,-1020.8794096106844,267.0802976919164,False,raw_synthetic_l2_dense_full_year\trade_month=2026-02\symbol=GOLDBEES\part-00000.parquet,2026-02,GOLDBEES,ETF,wrong_direction,2026-02,D04,disconnect_scenario,250000,1,1,2,0.0,0.0,0.007936,0.0
43,2026-02-02,HCLTECH,16,-0.0210743971502079,0.0198817688566857,-0.0409561660068937,-4095.6166006893695,-2107.439715020798,1988.1768856685724,-0.0025597603754308,0.125,-676.246222421526,182.0667668250045,False,raw_synthetic_l2_dense_full_year\trade_month=2026-02\symbol=HCLTECH\part-00000.parquet,2026-02,HCLTECH,EQUITY,wrong_direction,2026-02,D04,disconnect_scenario,250000,1,1,2,0.0,0.0,0.007936,0.007936
44,2026-02-02,HDFCBANK,16,0.0028974867816404,0.016938182018081,-0.0140406952364405,-1404.069523644059,289.7486781640479,1693.8182018081072,-0.0008775434522775,0.375,-709.3291765967502,733.9221347429241,False,raw_synthetic_l2_dense_full_year\trade_month=2026-02\symbol=HDFCBANK\part-00000.parquet,2026-02,HDFCBANK,EQUITY,cost_drag_over_gross_edge,2026-02,D04,disconnect_scenario,250000,1,1,2,0.0,0.0,0.007936,0.007936
45,2026-02-02,HINDUNILVR,11,-0.0031641363208951,0.0127449021005527,-0.0159090384214479,-1590.9038421447958,-316.4136320895184,1274.4902100552774,-0.0014462762201316,0.3636363636363636,-502.247554171573,294.79932614395256,False,raw_synthetic_l2_dense_full_year\trade_month=2026-02\symbol=HINDUNILVR\part-00000.parquet,2026-02,HINDUNILVR,EQUITY,wrong_direction,2026-02,D04,disconnect_scenario,250000,1,1,2,0.0,0.0,0.007936,0.0
46,2026-02-02,ICICIBANK,15,-0.0074686441071696,0.0163522450131853,-0.0238208891203549,-2382.0889120354977,-746.864410716963,1635.2245013185347,-0.0015880592746903,0.4,-686.739822165192,360.23916971203784,False,raw_synthetic_l2_dense_full_year\trade_month=2026-02\symbol=ICICIBANK\part-00000.parquet,2026-02,ICICIBANK,EQUITY,wrong_direction,2026-02,D04,disconnect_scenario,250000,1,1,2,0.0,0.0,0.0,0.015872
47,2026-02-02,INFY,18,-0.0047980926622949,0.0206618912230048,-0.0254599838852997,-2545.9983885299757,-479.8092662294919,2066.1891223004827,-0.0014144435491833,0.3888888888888889,-749.6926264985859,455.5510317791045,False,raw_synthetic_l2_dense_full_year\trade_month=2026-02\symbol=INFY\part-00000.parquet,2026-02,INFY,EQUITY,wrong_direction,2026-02,D04,disconnect_scenario,250000,1,1,2,0.0,0.0,0.007936,0.015872
48,2026-02-02,ITBEES,8,-0.0049374879940624,0.0107416780215468,-0.0156791660156093,-1567.9166015609355,-493.7487994062461,1074.1678021546895,-0.0019598957519511,0.25,-442.9484227371309,176.37596060886526,False,raw_synthetic_l2_dense_full_year\trade_month=2026-02\symbol=ITBEES\part-00000.parquet,2026-02,ITBEES,ETF,wrong_direction,2026-02,D04,disconnect_scenario,250000,1,1,2,0.0,0.0,0.007936,0.0
49,2026-02-02,ITC,8,-0.01630037212384,0.0091469727242466,-0.0254473448480867,-2544.734484808675,-1630.0372123840057,914.6972724246688,-0.0031809181060108,0.125,-854.4712581702993,10.323076550273148,False,raw_synthetic_l2_dense_full_year\trade_month=2026-02\symbol=ITC\part-00000.parquet,2026-02,ITC,EQUITY,wrong_direction,2026-02,D04,disconnect_scenario,250000,1,1,2,0.0,0.0,0.007936,0.0
50,2026-02-02,JUNIORBEES,10,0.0014342401708796,0.0141461271495915,-0.0127118869787118,-1271.1886978711875,143.42401708796757,1414.612714959155,-0.0012711886978711,0.2,-492.097684786247,938.1566101816426,False,raw_synthetic_l2_dense_full_year\trade_month=2026-02\symbol=JUNIORBEES\part-00000.parquet,2026-02,JUNIORBEES,ETF,cost_drag_over_gross_edge,2026-02,D04,disconnect_scenario,250000,1,1,2,0.0,0.0,0.0,0.0
51,2026-02-02,KOTAKBANK,11,-0.0068432933314825,0.0139638919877687,-0.0208071853192513,-2080.718531925136,-684.3293331482591,1396.3891987768766,-0.0018915623017501,0.1818181818181818,-453.64643330283866,161.6953586034843,False,raw_synthetic_l2_dense_full_year\trade_month=2026-02\symbol=KOTAKBANK\part-00000.parquet,2026-02,KOTAKBANK,EQUITY,wrong_direction,2026-02,D04,disconnect_scenario,250000,1,1,2,0.0,0.0,0.007936,0.0
52,2026-02-02,LT,13,-0.0123733365956304,0.0138779147209663,-0.0262512513165967,-2625.125131659677,-1237.3336595630449,1387.7914720966328,-0.0020193270243535,0.3076923076923077,-628.3791689003655,259.2762500533731,False,raw_synthetic_l2_dense_full_year\trade_month=2026-02\symbol=LT\part-00000.parquet,2026-02,LT,EQUITY,wrong_direction,2026-02,D04,disconnect_scenario,250000,1,1,2,0.0,0.0,0.0,0.0
53,2026-02-02,M&M,14,-0.0148439290730707,0.0149268962314907,-0.0297708253045615,-2977.082530456154,-1484.392907307075,1492.689623149079,-0.0021264875217543,0.2857142857142857,-684.639254170764,239.14729436774985,False,raw_synthetic_l2_dense_full_year\trade_month=2026-02\symbol=M&M\part-00000.parquet,2026-02,M&M,EQUITY,wrong_direction,2026-02,D04,disconnect_scenario,250000,1,1,2,0.0,0.0,0.0,0.015872
54,2026-02-02,MARUTI,9,-0.014407180301206,0.0118026040106924,-0.0262097843118984,-2620.9784311898457,-1440.7180301206024,1180.2604010692437,-0.0029121982568776,0.0,-528.4326450867102,-7.733529384403243,False,raw_synthetic_l2_dense_full_year\trade_month=2026-02\symbol=MARUTI\part-00000.parquet,2026-02,MARUTI,EQUITY,wrong_direction,2026-02,D04,disconnect_scenario,250000,1,1,2,0.0,0.0,0.015872,0.007936
55,2026-02-02,NESTLEIND,9,-0.0048085754667339,0.0116408782011103,-0.0164494536678443,-1644.9453667844298,-480.8575466733967,1164.0878201110331,-0.0018277170742049,0.3333333333333333,-505.0144405926243,155.07091541128588,False,raw_synthetic_l2_dense_full_year\trade_month=2026-02\symbol=NESTLEIND\part-00000.parquet,2026-02,NESTLEIND,EQUITY,wrong_direction,2026-02,D04,disconnect_scenario,250000,1,1,2,0.0,0.0,0.015872,0.0
56,2026-02-02,NIFTYBEES,6,-0.0026212843703383,0.0065631106947588,-0.0091843950650972,-918.4395065097252,-262.12843703383726,656.3110694758881,-0.0015307325108495,0.1666666666666666,-360.4878346573642,24.776175027209742,False,raw_synthetic_l2_dense_full_year\trade_month=2026-02\symbol=NIFTYBEES\part-00000.parquet,2026-02,NIFTYBEES,ETF,wrong_direction,2026-02,D04,disconnect_scenario,250000,1,1,2,0.0,0.0,0.0,0.007936
57,2026-02-02,ONGC,13,-0.009517434130376,0.0153094162557486,-0.0248268503861247,-2482.685038612473,-951.7434130376088,1530.941625574863,-0.0019097577220095,0.2307692307692307,-494.4296170874367,260.39332416402164,False,raw_synthetic_l2_dense_full_year\trade_month=2026-02\symbol=ONGC\part-00000.parquet,2026-02,ONGC,EQUITY,wrong_direction,2026-02,D04,disconnect_scenario,250000,1,1,2,0.0,0.0,0.007936,0.015872
58,2026-02-02,RELIANCE,12,-0.0112203181833948,0.0132791198201271,-0.024499438003522,-2449.943800352203,-1122.0318183394863,1327.9119820127169,-0.0020416198336268,0.0833333333333333,-546.2215133358594,667.0939078250043,False,raw_synthetic_l2_dense_full_year\trade_month=2026-02\symbol=RELIANCE\part-00000.parquet,2026-02,RELIANCE,EQUITY,wrong_direction,2026-02,D04,disconnect_scenario,250000,1,1,2,0.0,0.0,0.0,0.0
59,2026-02-02,SBIN,14,-0.018109280882564,0.0163099602667259,-0.03441924114929,-3441.924114929001,-1810.9280882564028,1630.9960266725975,-0.0024585172249492,0.0714285714285714,-568.774243394626,152.2190015161414,False,raw_synthetic_l2_dense_full_year\trade_month=2026-02\symbol=SBIN\part-00000.parquet,2026-02,SBIN,EQUITY,wrong_direction,2026-02,D04,disconnect_scenario,250000,1,1,2,0.0,0.0,0.0,0.007936
60,2026-02-02,SUNPHARMA,9,-0.005421244133634,0.0106800106259803,-0.0161012547596144,-1610.125475961447,-542.1244133634095,1068.0010625980374,-0.0017890283066238,0.2222222222222222,-479.5953914191503,129.20493477922966,False,raw_synthetic_l2_dense_full_year\trade_month=2026-02\symbol=SUNPHARMA\part-00000.parquet,2026-02,SUNPHARMA,EQUITY,wrong_direction,2026-02,D04,disconnect_scenario,250000,1,1,2,0.0,0.0,0.0,0.0
61,2026-02-02,TCS,14,-0.011787429114033,0.0161070699504287,-0.0278944990644618,-2789.449906446183,-1178.7429114033075,1610.706995042875,-0.0019924642188901,0.2142857142857142,-811.1575496497417,150.71968024941134,False,raw_synthetic_l2_dense_full_year\trade_month=2026-02\symbol=TCS\part-00000.parquet,2026-02,TCS,EQUITY,wrong_direction,2026-02,D04,disconnect_scenario,250000,1,1,2,0.0,0.0,0.023808,0.0
62,2026-02-02,TECHM,10,-0.0082793299125148,0.0137269384051516,-0.0220062683176665,-2200.626831766649,-827.9329912514897,1372.69384051516,-0.0022006268317666,0.1,-813.9530047356916,54.66519830509152,False,raw_synthetic_l2_dense_full_year\trade_month=2026-02\symbol=TECHM\part-00000.parquet,2026-02,TECHM,EQUITY,wrong_direction,2026-02,D04,disconnect_scenario,250000,1,1,2,0.0,0.0,0.0,0.007936
63,2026-02-02,ULTRACEMCO,17,0.016682052733926,0.0214691664233825,-0.0047871136894564,-478.71136894564495,1668.2052733926091,2146.916642338254,-0.0002815949229092,0.4117647058823529,-1204.264370586738,989.5720188841116,False,raw_synthetic_l2_dense_full_year\trade_month=2026-02\symbol=ULTRACEMCO\part-00000.parquet,2026-02,ULTRACEMCO,EQUITY,cost_drag_over_gross_edge,2026-02,D04,disconnect_scenario,250000,1,1,2,0.0,0.0,0.0,0.015872
64,2026-02-02,WIPRO,15,-0.0267530936735026,0.0181670451780884,-0.0449201388515911,-4492.013885159113,-2675.3093673502644,1816.7045178088472,-0.0029946759234394,0.0666666666666666,-831.8620415398419,127.68132692032744,False,raw_synthetic_l2_dense_full_year\trade_month=2026-02\symbol=WIPRO\part-00000.parquet,2026-02,WIPRO,EQUITY,wrong_direction,2026-02,D04,disconnect_scenario,250000,1,1,2,0.0,0.0,0.0,0.007936
