candidate_id,feature_name,fill_assumption,split,trade_month,observations,expected_fills,symbols,expected_net_pnl_inr,expected_gross_pnl_inr,expected_cost_pnl_inr,adverse_selection_rate
P89_L1_IMBALANCE_Q0_5_I0_5,l1_imbalance,base_queue,train,2026-02,3053,778.625,19,-399896.81292383536,-335519.16357383534,64377.64935000001,0.47396003930560104
P89_L1_IMBALANCE_Q0_5_I0_5,l1_imbalance,base_queue,train,2026-03,2999,788.025,19,-405571.0975848858,-340416.2449548858,65154.85263000001,0.503834611537179
P89_L1_IMBALANCE_Q0_5_I0_5,l1_imbalance,base_queue,train,2026-04,2370,599.8125,17,-276486.6884157879,-226893.47114078788,49593.217275,0.48565400843881856
P89_L1_IMBALANCE_Q0_5_I0_5,l1_imbalance,base_queue,train,2026-05,3447,897.9375,17,-321997.86699181725,-247755.31696681725,74242.550025,0.48825065274151436
P89_L1_IMBALANCE_Q0_5_I0_5,l1_imbalance,base_queue,train,2026-06,3664,966.8000000000001,17,-553131.3644925376,-473195.18033253757,79936.18416,0.5212882096069869
P89_L1_IMBALANCE_Q0_5_I0_5,l1_imbalance,optimistic_queue,test,2026-07,3099,1397.7,18,-345615.3625431303,-230051.84930313032,115563.51324,0.5008067118425299
P89_L1_IMBALANCE_Q0_5_I0_5,l1_imbalance,optimistic_queue,test,2026-08,4139,1875.2625,17,-512507.01816538273,-357458.0643503827,155048.95381500002,0.5114762019811548
P89_L1_IMBALANCE_Q0_5_I0_5,l1_imbalance,optimistic_queue,test,2026-09,2699,1223.1000000000001,17,-358698.4826807795,-257571.1069607795,101127.37572000001,0.5109299740644683
P89_L1_IMBALANCE_Q0_5_I0_5,l1_imbalance,optimistic_queue,test,2026-10,2113,945.225,16,-198206.86128362373,-120054.52401362373,78152.33727,0.486038807382868
P89_L1_IMBALANCE_Q0_5_I0_5,l1_imbalance,optimistic_queue,test,2026-11,4013,1794.375,19,-466367.4179049208,-318006.3396549208,148361.07825000002,0.4851731871417892
P89_L1_IMBALANCE_Q0_5_I0_5,l1_imbalance,optimistic_queue,test,2026-12,1428,648.0,19,-260677.25826504244,-207099.84066504243,53577.4176,0.5154061624649859
P89_L1_IMBALANCE_Q0_5_I0_5,l1_imbalance,optimistic_queue,train,2026-01,2116,973.125,18,-377745.57596176,-297286.43321176,80459.14275,0.5415879017013232
P89_L1_IMBALANCE_Q0_5_I0_5,l1_imbalance,optimistic_queue,train,2026-02,3053,1358.2125,19,-369284.5323020052,-256985.89294700525,112298.639355,0.47396003930560104
P89_L1_IMBALANCE_Q0_5_I0_5,l1_imbalance,optimistic_queue,train,2026-03,2999,1352.7,19,-416673.4145207967,-304830.5552807967,111842.85924,0.503834611537179
P89_L1_IMBALANCE_Q0_5_I0_5,l1_imbalance,optimistic_queue,train,2026-04,2370,1059.4125000000001,17,-264293.71525349544,-176700.21845849545,87593.496795,0.48565400843881856
P89_L1_IMBALANCE_Q0_5_I0_5,l1_imbalance,optimistic_queue,train,2026-05,3447,1543.1625000000001,17,-303368.1163160131,-175777.58902101312,127590.527295,0.48825065274151436
P89_L1_IMBALANCE_Q0_5_I0_5,l1_imbalance,optimistic_queue,train,2026-06,3664,1667.5875,17,-566932.3848142843,-429054.2492092843,137878.13560500002,0.5212882096069869
P89_L1_IMBALANCE_Q0_5_I0_75,l1_imbalance,pessimistic_queue,test,2026-07,1243,175.45499999999998,18,-139599.51952710655,-125092.68958110656,14506.829946,0.5124698310539019
P89_L1_IMBALANCE_Q0_5_I0_75,l1_imbalance,pessimistic_queue,test,2026-08,1942,272.93399999999997,17,-227281.6337403889,-204715.1230995889,22566.5106408,0.5360453141091658
P89_L1_IMBALANCE_Q0_5_I0_75,l1_imbalance,pessimistic_queue,test,2026-09,1956,248.0565,17,-205382.89454765766,-184873.28545985767,20509.6090878,0.5178936605316974
P89_L1_IMBALANCE_Q0_5_I0_75,l1_imbalance,pessimistic_queue,test,2026-10,1016,162.32399999999998,16,-116024.12526365693,-102602.98215485693,13421.143108799999,0.48326771653543305
P89_L1_IMBALANCE_Q0_5_I0_75,l1_imbalance,pessimistic_queue,test,2026-11,1971,247.986,19,-208716.5284656331,-188212.7484024331,20503.7800632,0.46321664129883305
P89_L1_IMBALANCE_Q0_5_I0_75,l1_imbalance,pessimistic_queue,test,2026-12,881,100.308,19,-116993.47951096912,-108699.8937013691,8293.585809600001,0.5368898978433598
P89_L1_IMBALANCE_Q0_5_I0_75,l1_imbalance,pessimistic_queue,train,2026-01,1066,139.545,18,-156055.582451144,-144517.834397144,11537.748054,0.5666041275797373
P89_L1_IMBALANCE_Q0_5_I0_75,l1_imbalance,pessimistic_queue,train,2026-02,1863,229.356,19,-227057.5850517671,-208094.15574456708,18963.4293072,0.45893719806763283
P89_L1_IMBALANCE_Q0_5_I0_75,l1_imbalance,pessimistic_queue,train,2026-03,1398,183.678,19,-154820.22646839588,-139633.50901479585,15186.7174536,0.5178826895565093
P89_L1_IMBALANCE_Q0_5_I0_75,l1_imbalance,pessimistic_queue,train,2026-04,1348,158.4435,17,-130418.61297301421,-117318.31426081421,13100.298712200001,0.4792284866468843
P89_L1_IMBALANCE_Q0_5_I0_75,l1_imbalance,pessimistic_queue,train,2026-05,962,130.8135,17,-72720.90084698872,-61905.08369078871,10815.8171562,0.5176715176715176
P89_L1_IMBALANCE_Q0_5_I0_75,l1_imbalance,pessimistic_queue,train,2026-06,1675,225.4245,17,-231213.36764886498,-212574.99947946498,18638.3681694,0.5259701492537313
P89_L1_IMBALANCE_Q0_5_I0_75,l1_imbalance,base_queue,test,2026-07,1243,321.75,18,-194663.3452332131,-168060.6691332131,26602.676100000004,0.5124698310539019
P89_L1_IMBALANCE_Q0_5_I0_75,l1_imbalance,base_queue,test,2026-08,1942,504.83750000000003,17,-315226.64304410625,-273486.07273910625,41740.570305,0.5360453141091658
P89_L1_IMBALANCE_Q0_5_I0_75,l1_imbalance,base_queue,test,2026-09,1956,480.90000000000003,17,-292955.6129107264,-253194.2238307264,39761.38908000001,0.5178936605316974
P89_L1_IMBALANCE_Q0_5_I0_75,l1_imbalance,base_queue,test,2026-10,1016,279.775,16,-141071.32612444618,-117939.19339444618,23132.13273,0.48326771653543305
P89_L1_IMBALANCE_Q0_5_I0_75,l1_imbalance,base_queue,test,2026-11,1971,475.125,19,-287361.27638997836,-248077.37123997838,39283.905150000006,0.46321664129883305
P89_L1_IMBALANCE_Q0_5_I0_75,l1_imbalance,base_queue,test,2026-12,881,206.55,19,-183358.38183866531,-166280.5799786653,17077.801860000003,0.5368898978433598
P89_L1_IMBALANCE_Q0_5_I0_75,l1_imbalance,base_queue,train,2026-01,1066,269.7375,18,-235510.73651215163,-213208.51632715162,22302.220185000002,0.5666041275797373
P89_L1_IMBALANCE_Q0_5_I0_75,l1_imbalance,base_queue,train,2026-02,1863,443.875,19,-311293.54002805764,-274593.4223780577,36700.11765000001,0.45893719806763283
P89_L1_IMBALANCE_Q0_5_I0_75,l1_imbalance,base_queue,train,2026-03,1398,349.7375,19,-228227.40110580297,-199310.68492080295,28916.716185000005,0.5178826895565093
P89_L1_IMBALANCE_Q0_5_I0_75,l1_imbalance,base_queue,train,2026-04,1348,314.375,17,-185751.51323802597,-159758.610988026,25992.902250000003,0.4792284866468843
P89_L1_IMBALANCE_Q0_5_I0_75,l1_imbalance,base_queue,train,2026-05,962,244.3375,17,-97658.4371696201,-77456.3194646201,20202.117705,0.5176715176715176
P89_L1_IMBALANCE_Q0_5_I0_75,l1_imbalance,base_queue,train,2026-06,1675,424.625,17,-328134.105246235,-293025.60069623496,35108.504550000005,0.5259701492537313
P89_L1_IMBALANCE_Q0_5_I0_75,l1_imbalance,optimistic_queue,test,2026-07,1243,562.95,18,-206265.9464597561,-159720.5649197561,46545.38154,0.5124698310539019
P89_L1_IMBALANCE_Q0_5_I0_75,l1_imbalance,optimistic_queue,test,2026-08,1942,889.7625,17,-323697.6556225346,-250131.02440753463,73566.631215,0.5360453141091658
P89_L1_IMBALANCE_Q0_5_I0_75,l1_imbalance,optimistic_queue,test,2026-09,1956,889.3125,17,-304415.59803419036,-230886.17335919038,73529.424675,0.5178936605316974
P89_L1_IMBALANCE_Q0_5_I0_75,l1_imbalance,optimistic_queue,test,2026-10,1016,453.9375,16,-119579.5227906457,-82047.42556564571,37532.097225000005,0.48326771653543305
P89_L1_IMBALANCE_Q0_5_I0_75,l1_imbalance,optimistic_queue,test,2026-11,1971,871.65,19,-280726.32973177225,-208657.26175177225,72069.06798,0.46321664129883305
P89_L1_IMBALANCE_Q0_5_I0_75,l1_imbalance,optimistic_queue,test,2026-12,881,403.9875,19,-222251.7030821096,-188849.5317971096,33402.171285000004,0.5368898978433598
P89_L1_IMBALANCE_Q0_5_I0_75,l1_imbalance,optimistic_queue,train,2026-01,1066,496.2375,18,-275170.23870819755,-234140.72672319753,41029.511985000005,0.5666041275797373
P89_L1_IMBALANCE_Q0_5_I0_75,l1_imbalance,optimistic_queue,train,2026-02,1863,822.4875000000001,19,-305364.82687274367,-237360.57338774367,68004.25348500001,0.45893719806763283
P89_L1_IMBALANCE_Q0_5_I0_75,l1_imbalance,optimistic_queue,train,2026-03,1398,635.0625,19,-257537.76506446986,-205030.03548946985,52507.729575000005,0.5178826895565093
P89_L1_IMBALANCE_Q0_5_I0_75,l1_imbalance,optimistic_queue,train,2026-04,1348,600.3000000000001,17,-183599.34517753476,-133965.82081753475,49633.52436,0.4792284866468843
P89_L1_IMBALANCE_Q0_5_I0_75,l1_imbalance,optimistic_queue,train,2026-05,962,436.95,17,-94032.19521007554,-57904.64487007554,36127.55034,0.5176715176715176
P89_L1_IMBALANCE_Q0_5_I0_75,l1_imbalance,optimistic_queue,train,2026-06,1675,763.5375,17,-337746.36718365725,-274616.1704386572,63130.196745,0.5259701492537313
P89_L1_IMBALANCE_Q0_75_I0_5,l1_imbalance,pessimistic_queue,test,2026-07,1569,240.55349999999999,9,-137900.60927074432,-118011.35722654432,19889.2520442,0.49776927979604846
P89_L1_IMBALANCE_Q0_75_I0_5,l1_imbalance,pessimistic_queue,test,2026-08,2046,327.38849999999996,9,-209198.52305872197,-182129.64901252196,27068.8740462,0.5405669599217986
P89_L1_IMBALANCE_Q0_75_I0_5,l1_imbalance,pessimistic_queue,test,2026-09,1391,186.92249999999999,9,-118312.95927493347,-102857.98266793347,15454.976607,0.514018691588785
P89_L1_IMBALANCE_Q0_75_I0_5,l1_imbalance,pessimistic_queue,test,2026-10,1112,172.23,9,-96343.98394744207,-82103.80087144207,14240.183076,0.4613309352517986
P89_L1_IMBALANCE_Q0_75_I0_5,l1_imbalance,pessimistic_queue,test,2026-11,2017,285.1425,9,-172646.42569013598,-149070.501619136,23575.924071,0.46108081308874566
P89_L1_IMBALANCE_Q0_75_I0_5,l1_imbalance,pessimistic_queue,test,2026-12,726,85.4985,9,-77047.06353993565,-69977.94496173566,7069.1185782,0.4903581267217631
P89_L1_IMBALANCE_Q0_75_I0_5,l1_imbalance,pessimistic_queue,train,2026-01,1076,170.0625,9,-134603.64512445693,-120542.67354945693,14060.971575,0.5947955390334573
P89_L1_IMBALANCE_Q0_75_I0_5,l1_imbalance,pessimistic_queue,train,2026-02,1546,201.3525,9,-130634.96294337901,-113986.89662037902,16648.066323,0.4346701164294955
P89_L1_IMBALANCE_Q0_75_I0_5,l1_imbalance,pessimistic_queue,train,2026-03,1514,212.9085,9,-150639.57620177828,-133036.04593157826,17603.5302702,0.48877146631439894
P89_L1_IMBALANCE_Q0_75_I0_5,l1_imbalance,pessimistic_queue,train,2026-04,1244,171.9915,9,-98575.38717814547,-84354.92356834546,14220.4636098,0.4815112540192926
P89_L1_IMBALANCE_Q0_75_I0_5,l1_imbalance,pessimistic_queue,train,2026-05,1741,257.3415,9,-129608.6629208932,-108331.3588910932,21277.3040298,0.49511774842044803
P89_L1_IMBALANCE_Q0_75_I0_5,l1_imbalance,pessimistic_queue,train,2026-06,1877,276.5265,9,-209063.76037797317,-186200.2175261732,22863.5428518,0.5242408098028769
P89_L1_IMBALANCE_Q0_75_I0_5,l1_imbalance,base_queue,test,2026-07,1569,424.475,9,-181930.89541246012,-146834.79304246014,35096.10237,0.49776927979604846
P89_L1_IMBALANCE_Q0_75_I0_5,l1_imbalance,base_queue,test,2026-08,2046,570.9125,9,-277622.42604056356,-230418.6954455636,47203.730595,0.5405669599217986
P89_L1_IMBALANCE_Q0_75_I0_5,l1_imbalance,base_queue,test,2026-09,1391,351.975,9,-160414.89739954215,-131313.18202954216,29101.71537,0.514018691588785
P89_L1_IMBALANCE_Q0_75_I0_5,l1_imbalance,base_queue,test,2026-10,1112,299.8125,9,-110352.65407467372,-85563.79679967371,24788.857275000002,0.4613309352517986
P89_L1_IMBALANCE_Q0_75_I0_5,l1_imbalance,base_queue,test,2026-11,2017,516.7125,9,-218005.4418224282,-175283.03226742818,42722.409555000006,0.46108081308874566
P89_L1_IMBALANCE_Q0_75_I0_5,l1_imbalance,base_queue,test,2026-12,726,171.0875,9,-116955.15497226661,-102809.43516726661,14145.719805000002,0.4903581267217631
P89_L1_IMBALANCE_Q0_75_I0_5,l1_imbalance,base_queue,train,2026-01,1076,302.5375,9,-199852.39253254558,-174838.2289875456,25014.163545000003,0.5947955390334573
P89_L1_IMBALANCE_Q0_75_I0_5,l1_imbalance,base_queue,train,2026-02,1546,377.21250000000003,9,-161596.92312829845,-130408.54097329847,31188.382155000003,0.4346701164294955
P89_L1_IMBALANCE_Q0_75_I0_5,l1_imbalance,base_queue,train,2026-03,1514,389.71250000000003,9,-208931.49569202145,-176709.59853702146,32221.897155000002,0.48877146631439894
P89_L1_IMBALANCE_Q0_75_I0_5,l1_imbalance,base_queue,train,2026-04,1244,314.9875,9,-128153.31993260446,-102109.77544760445,26043.544485000002,0.4815112540192926
P89_L1_IMBALANCE_Q0_75_I0_5,l1_imbalance,base_queue,train,2026-05,1741,459.46250000000003,9,-169868.03128009776,-131879.12042509776,37988.910855,0.49511774842044803
P89_L1_IMBALANCE_Q0_75_I0_5,l1_imbalance,base_queue,train,2026-06,1877,498.5,9,-290582.8603948735,-249366.2821948735,41216.5782,0.5242408098028769
P89_L1_IMBALANCE_Q0_75_I0_5,l1_imbalance,optimistic_queue,test,2026-07,1569,706.275,9,-181612.53054073537,-123216.8660107354,58395.66453,0.49776927979604846
P89_L1_IMBALANCE_Q0_75_I0_5,l1_imbalance,optimistic_queue,test,2026-08,2046,940.3875,9,-273901.784953437,-196149.41798843702,77752.36696500001,0.5405669599217986
P89_L1_IMBALANCE_Q0_75_I0_5,l1_imbalance,optimistic_queue,test,2026-09,1391,631.35,9,-148714.8628779002,-96514.08725790019,52200.77562,0.514018691588785
P89_L1_IMBALANCE_Q0_75_I0_5,l1_imbalance,optimistic_queue,test,2026-10,1112,491.175,9,-76273.47140255831,-35662.53299255832,40610.93841,0.4613309352517986
P89_L1_IMBALANCE_Q0_75_I0_5,l1_imbalance,optimistic_queue,test,2026-11,2017,891.225,9,-181832.76881426407,-108145.21634426406,73687.55247000001,0.46108081308874566
P89_L1_IMBALANCE_Q0_75_I0_5,l1_imbalance,optimistic_queue,test,2026-12,726,325.35,9,-138604.24857223165,-111703.92015223164,26900.32842,0.4903581267217631
P89_L1_IMBALANCE_Q0_75_I0_5,l1_imbalance,optimistic_queue,train,2026-01,1076,507.9375,9,-242071.84712916837,-200074.96510416837,41996.882025,0.5947955390334573
P89_L1_IMBALANCE_Q0_75_I0_5,l1_imbalance,optimistic_queue,train,2026-02,1546,674.2125,9,-119878.37905787153,-64133.68050287154,55744.698555,0.4346701164294955
P89_L1_IMBALANCE_Q0_75_I0_5,l1_imbalance,optimistic_queue,train,2026-03,1514,677.8125,9,-223466.58979002427,-167424.23891502427,56042.350875000004,0.48877146631439894
P89_L1_IMBALANCE_Q0_75_I0_5,l1_imbalance,optimistic_queue,train,2026-04,1244,554.625,9,-107115.49679113773,-61258.43624113773,45857.06055,0.4815112540192926
P89_L1_IMBALANCE_Q0_75_I0_5,l1_imbalance,optimistic_queue,train,2026-05,1741,781.875,9,-164682.88966046923,-100036.52641046923,64646.36325,0.49511774842044803
P89_L1_IMBALANCE_Q0_75_I0_5,l1_imbalance,optimistic_queue,train,2026-06,1877,855.9,9,-304749.8210279615,-233982.98194796153,70766.83908,0.5242408098028769
P89_L1_IMBALANCE_Q0_75_I0_75,l1_imbalance,pessimistic_queue,test,2026-07,625,93.4335,9,-75084.76104299504,-67359.56714279504,7725.1939002,0.5504
P89_L1_IMBALANCE_Q0_75_I0_75,l1_imbalance,pessimistic_queue,test,2026-08,991,148.1385,9,-122845.75399977024,-110597.48505357024,12248.2689462,0.5671039354187689
P89_L1_IMBALANCE_Q0_75_I0_75,l1_imbalance,pessimistic_queue,test,2026-09,1007,130.404,9,-96592.41942454154,-85810.46021974155,10781.9592048,0.5273088381330685
P89_L1_IMBALANCE_Q0_75_I0_75,l1_imbalance,pessimistic_queue,test,2026-10,544,81.75,9,-54433.252489693834,-47674.064389693835,6759.188099999999,0.44485294117647056
P89_L1_IMBALANCE_Q0_75_I0_75,l1_imbalance,pessimistic_queue,test,2026-11,1020,114.6525,9,-87881.9702664573,-78402.3639834573,9479.606283000001,0.4019607843137255
P89_L1_IMBALANCE_Q0_75_I0_75,l1_imbalance,pessimistic_queue,test,2026-12,464,52.5135,9,-65318.40012340978,-60976.52092720978,4341.8791962000005,0.5323275862068966
P89_L1_IMBALANCE_Q0_75_I0_75,l1_imbalance,pessimistic_queue,train,2026-01,541,80.304,9,-91064.88205648841,-84425.25097168841,6639.6310848,0.6469500924214417
P89_L1_IMBALANCE_Q0_75_I0_75,l1_imbalance,pessimistic_queue,train,2026-02,970,107.4825,9,-99332.5098852211,-90445.7278062211,8886.782079,0.40103092783505156
P89_L1_IMBALANCE_Q0_75_I0_75,l1_imbalance,pessimistic_queue,train,2026-03,727,91.5435,9,-81260.90552251082,-73691.97909031082,7568.9264322,0.49793672627235214
P89_L1_IMBALANCE_Q0_75_I0_75,l1_imbalance,pessimistic_queue,train,2026-04,725,82.4415,9,-58905.373309505965,-52089.011159705966,6816.3621498,0.4482758620689655
P89_L1_IMBALANCE_Q0_75_I0_75,l1_imbalance,pessimistic_queue,train,2026-05,498,73.3245,9,-41276.35308472108,-35213.79543532108,6062.5576494,0.5381526104417671
P89_L1_IMBALANCE_Q0_75_I0_75,l1_imbalance,pessimistic_queue,train,2026-06,858,117.5205,9,-120023.0179796959,-110306.2820150959,9716.7359646,0.5303030303030303
P89_L1_IMBALANCE_Q0_75_I0_75,l1_imbalance,base_queue,test,2026-07,625,168.7875,9,-108317.99572341752,-94362.44267841753,13955.553045,0.5504
P89_L1_IMBALANCE_Q0_75_I0_75,l1_imbalance,base_queue,test,2026-08,991,268.0375,9,-170302.67468877605,-148141.01254377604,22161.662145000002,0.5671039354187689
P89_L1_IMBALANCE_Q0_75_I0_75,l1_imbalance,base_queue,test,2026-09,1007,250.81250000000003,9,-133749.38616442544,-113011.90768942542,20737.478475000004,0.5273088381330685
P89_L1_IMBALANCE_Q0_75_I0_75,l1_imbalance,base_queue,test,2026-10,544,143.75,9,-63695.580747481516,-51810.15824748152,11885.4225,0.44485294117647056
P89_L1_IMBALANCE_Q0_75_I0_75,l1_imbalance,base_queue,test,2026-11,1020,229.3375,9,-112106.87699767931,-93144.97729267931,18961.899705000003,0.4019607843137255
P89_L1_IMBALANCE_Q0_75_I0_75,l1_imbalance,base_queue,test,2026-12,464,108.35000000000001,9,-104899.95479831434,-95941.44677831433,8958.508020000001,0.5323275862068966
P89_L1_IMBALANCE_Q0_75_I0_75,l1_imbalance,base_queue,train,2026-01,541,149.25,9,-143453.4439845808,-131113.2748845808,12340.169100000001,0.6469500924214417
P89_L1_IMBALANCE_Q0_75_I0_75,l1_imbalance,base_queue,train,2026-02,970,216.525,9,-127863.59896446903,-109961.05213446902,17902.546830000003,0.40103092783505156
P89_L1_IMBALANCE_Q0_75_I0_75,l1_imbalance,base_queue,train,2026-03,727,177.28750000000002,9,-122556.90899853056,-107898.56575353057,14658.343245000002,0.49793672627235214
P89_L1_IMBALANCE_Q0_75_I0_75,l1_imbalance,base_queue,train,2026-04,725,164.4875,9,-77605.28031287256,-64005.25642787256,13600.023885000002,0.4482758620689655
P89_L1_IMBALANCE_Q0_75_I0_75,l1_imbalance,base_queue,train,2026-05,498,132.0625,9,-55370.43041330417,-44451.34443830417,10919.085975000002,0.5381526104417671
P89_L1_IMBALANCE_Q0_75_I0_75,l1_imbalance,base_queue,train,2026-06,858,219.3375,9,-170673.91412204033,-152538.8264170403,18135.087705,0.5303030303030303
P89_L1_IMBALANCE_Q0_75_I0_75,l1_imbalance,optimistic_queue,test,2026-07,625,288.33750000000003,9,-126140.08947861036,-102299.99897361036,23840.090505,0.5504
P89_L1_IMBALANCE_Q0_75_I0_75,l1_imbalance,optimistic_queue,test,2026-08,991,461.02500000000003,9,-176434.22306451946,-138316.12283451948,38118.100230000004,0.5671039354187689
P89_L1_IMBALANCE_Q0_75_I0_75,l1_imbalance,optimistic_queue,test,2026-09,1007,460.125,9,-127005.21587748342,-88961.52872748344,38043.687150000005,0.5273088381330685
P89_L1_IMBALANCE_Q0_75_I0_75,l1_imbalance,optimistic_queue,test,2026-10,544,238.1625,9,-47761.47348301156,-28069.912188011567,19691.561295,0.44485294117647056
P89_L1_IMBALANCE_Q0_75_I0_75,l1_imbalance,optimistic_queue,test,2026-11,1020,437.5125,9,-84229.4585983716,-48055.400083371605,36174.058515000004,0.4019607843137255
P89_L1_IMBALANCE_Q0_75_I0_75,l1_imbalance,optimistic_queue,test,2026-12,464,212.4,9,-135028.127469564,-117466.640589564,17561.48688,0.5323275862068966
P89_L1_IMBALANCE_Q0_75_I0_75,l1_imbalance,optimistic_queue,train,2026-01,541,261.7875,9,-186672.31977633503,-165027.41513133503,21644.904645000002,0.6469500924214417
P89_L1_IMBALANCE_Q0_75_I0_75,l1_imbalance,optimistic_queue,train,2026-02,970,415.9125,9,-102438.77900841311,-68050.63441341312,34388.144595000005,0.40103092783505156
P89_L1_IMBALANCE_Q0_75_I0_75,l1_imbalance,optimistic_queue,train,2026-03,727,327.15000000000003,9,-145558.9614726529,-118509.80689265291,27049.154580000002,0.49793672627235214
P89_L1_IMBALANCE_Q0_75_I0_75,l1_imbalance,optimistic_queue,train,2026-04,725,317.8125,9,-58017.51903678731,-31740.40016178731,26277.118875,0.4482758620689655
P89_L1_IMBALANCE_Q0_75_I0_75,l1_imbalance,optimistic_queue,train,2026-05,498,228.375,9,-55127.40013417686,-36245.08108417686,18882.319050000002,0.5381526104417671
P89_L1_IMBALANCE_Q0_75_I0_75,l1_imbalance,optimistic_queue,train,2026-06,858,391.95,9,-177914.82568729605,-145507.92934729604,32406.896340000003,0.5303030303030303
P89_L1_IMBALANCE_Q0_9_I0_5,l1_imbalance,pessimistic_queue,test,2026-07,575,92.8935,5,-52496.97196512903,-44816.42591292903,7680.5460522,0.5356521739130434
P89_L1_IMBALANCE_Q0_9_I0_5,l1_imbalance,pessimistic_queue,test,2026-08,799,122.895,5,-73093.72638527302,-62932.62031127302,10161.106074,0.5193992490613266
P89_L1_IMBALANCE_Q0_9_I0_5,l1_imbalance,pessimistic_queue,test,2026-09,556,76.0725,5,-41603.05263322098,-35313.287046220976,6289.765587,0.5269784172661871
P89_L1_IMBALANCE_Q0_9_I0_5,l1_imbalance,pessimistic_queue,test,2026-10,413,66.21,4,-39301.073606274505,-33826.75135427451,5474.322252,0.48184019370460046
P89_L1_IMBALANCE_Q0_9_I0_5,l1_imbalance,pessimistic_queue,test,2026-11,794,113.54249999999999,5,-64873.936457337426,-55486.10630633743,9387.830151,0.47103274559193953
P89_L1_IMBALANCE_Q0_9_I0_5,l1_imbalance,pessimistic_queue,test,2026-12,261,31.8075,5,-27144.71551469567,-24514.833245695667,2629.882269,0.5287356321839081
P89_L1_IMBALANCE_Q0_9_I0_5,l1_imbalance,pessimistic_queue,train,2026-01,434,61.653,4,-47593.04762233437,-42495.50359873438,5097.5440236,0.5345622119815668
