location,root,trade_date,exchange,symbol,symbol_dir,direct_canonical_dir_exists,symbol_dir_exists,nested_trade_date_layout,parquet_files,bytes,first_file,last_file,sample_files_checked,sample_schema_pass,sample_failed_files
scratch,scratch_azcopy_selected\raw_l2,2026-07-10,NSE,MARUTI,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=MARUTI,True,True,False,1578,55123276,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=MARUTI\part-034503_581048-000023.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=MARUTI\part-100117_914479-050483.parquet,2,True,0
scratch,scratch_azcopy_selected\raw_l2,2026-07-10,NSE,NESTLEIND,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=NESTLEIND,True,True,False,1579,54795765,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=NESTLEIND\part-034503_704039-000024.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=NESTLEIND\part-100501_808605-050508.parquet,2,True,0
scratch,scratch_azcopy_selected\raw_l2,2026-07-10,NSE,NIFTYBEES,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=NIFTYBEES,True,True,False,1578,55038444,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=NIFTYBEES\part-034517_509328-000056.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=NIFTYBEES\part-100501_949071-050509.parquet,2,True,0
scratch,scratch_azcopy_selected\raw_l2,2026-07-10,NSE,ONGC,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=ONGC,True,True,False,1579,54887145,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=ONGC\part-034503_830760-000025.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=ONGC\part-100502_083531-050510.parquet,2,True,0
scratch,scratch_azcopy_selected\raw_l2,2026-07-10,NSE,RELIANCE,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=RELIANCE,True,True,False,1578,55359833,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=RELIANCE\part-034503_950112-000026.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=RELIANCE\part-100118_427973-050487.parquet,2,True,0
scratch,scratch_azcopy_selected\raw_l2,2026-07-10,NSE,SBIN,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=SBIN,True,True,False,1578,55680446,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=SBIN\part-034504_082031-000027.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=SBIN\part-100118_549569-050488.parquet,2,True,0
scratch,scratch_azcopy_selected\raw_l2,2026-07-10,NSE,SUNPHARMA,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=SUNPHARMA,True,True,False,1579,55149992,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=SUNPHARMA\part-034504_206778-000028.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=SUNPHARMA\part-100502_213121-050511.parquet,2,True,0
scratch,scratch_azcopy_selected\raw_l2,2026-07-10,NSE,TCS,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=TCS,True,True,False,1578,56539439,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=TCS\part-034504_326835-000029.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=TCS\part-100118_856115-050490.parquet,2,True,0
scratch,scratch_azcopy_selected\raw_l2,2026-07-10,NSE,TECHM,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=TECHM,True,True,False,1579,55077843,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=TECHM\part-034504_447838-000030.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=TECHM\part-100502_338219-050512.parquet,2,True,0
scratch,scratch_azcopy_selected\raw_l2,2026-07-10,NSE,ULTRACEMCO,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=ULTRACEMCO,True,True,False,1578,54501798,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=ULTRACEMCO\part-034504_579897-000031.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=ULTRACEMCO\part-100502_466504-050513.parquet,2,True,0
scratch,scratch_azcopy_selected\raw_l2,2026-07-10,NSE,WIPRO,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=WIPRO,True,True,False,1579,55163427,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=WIPRO\part-034504_701826-000032.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-10\exchange=NSE\symbol=WIPRO\part-100502_587143-050514.parquet,2,True,0
target,real_data_sample\l2_multiday_panel,2026-07-10,NSE,ADANIPORTS,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=ADANIPORTS,True,True,False,1579,55060838,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=ADANIPORTS\part-034501_427736-000006.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=ADANIPORTS\part-100459_922852-050494.parquet,2,True,0
target,real_data_sample\l2_multiday_panel,2026-07-10,NSE,AXISBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=AXISBANK,True,True,False,1579,55290497,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=AXISBANK\part-034501_554219-000007.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=AXISBANK\part-100500_057541-050495.parquet,2,True,0
target,real_data_sample\l2_multiday_panel,2026-07-10,NSE,BAJAJ-AUTO,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=BAJAJ-AUTO,True,True,False,1579,55000795,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=BAJAJ-AUTO\part-034501_687922-000008.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=BAJAJ-AUTO\part-100500_189033-050496.parquet,2,True,0
target,real_data_sample\l2_multiday_panel,2026-07-10,NSE,BANKBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=BANKBEES,True,True,False,1577,54695905,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=BANKBEES\part-034515_256625-000036.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=BANKBEES\part-100500_312515-050497.parquet,2,True,0
target,real_data_sample\l2_multiday_panel,2026-07-10,NSE,BHARTIARTL,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=BHARTIARTL,True,True,False,1578,55406003,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=BHARTIARTL\part-034501_813567-000009.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=BHARTIARTL\part-100500_440202-050498.parquet,2,True,0
target,real_data_sample\l2_multiday_panel,2026-07-10,NSE,BPCL,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=BPCL,True,True,False,1579,54466671,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=BPCL\part-034501_935674-000010.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=BPCL\part-100500_560374-050499.parquet,2,True,0
target,real_data_sample\l2_multiday_panel,2026-07-10,NSE,BRITANNIA,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=BRITANNIA,True,True,False,1579,54448444,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=BRITANNIA\part-034502_065410-000011.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=BRITANNIA\part-100500_706610-050500.parquet,2,True,0
target,real_data_sample\l2_multiday_panel,2026-07-10,NSE,CIPLA,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=CIPLA,True,True,False,1579,54661231,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=CIPLA\part-034502_196217-000012.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=CIPLA\part-100500_845851-050501.parquet,2,True,0
target,real_data_sample\l2_multiday_panel,2026-07-10,NSE,DRREDDY,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=DRREDDY,True,True,False,1578,55865869,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=DRREDDY\part-034502_333833-000013.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=DRREDDY\part-100116_245030-050470.parquet,2,True,0
target,real_data_sample\l2_multiday_panel,2026-07-10,NSE,GOLDBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=GOLDBEES,True,True,False,1578,54830631,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=GOLDBEES\part-034515_924773-000042.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=GOLDBEES\part-100500_982747-050502.parquet,2,True,0
target,real_data_sample\l2_multiday_panel,2026-07-10,NSE,HCLTECH,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=HCLTECH,True,True,False,1578,55728587,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=HCLTECH\part-034502_462491-000014.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=HCLTECH\part-100116_495078-050472.parquet,2,True,0
target,real_data_sample\l2_multiday_panel,2026-07-10,NSE,HDFCBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=HDFCBANK,True,True,False,1578,56202239,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=HDFCBANK\part-034502_590319-000015.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=HDFCBANK\part-100116_612297-050473.parquet,2,True,0
target,real_data_sample\l2_multiday_panel,2026-07-10,NSE,HINDUNILVR,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=HINDUNILVR,True,True,False,1579,54889846,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=HINDUNILVR\part-034502_714378-000016.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=HINDUNILVR\part-100501_119585-050503.parquet,2,True,0
target,real_data_sample\l2_multiday_panel,2026-07-10,NSE,ICICIBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=ICICIBANK,True,True,False,1578,55362428,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=ICICIBANK\part-034502_837031-000017.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=ICICIBANK\part-100116_866685-050475.parquet,2,True,0
target,real_data_sample\l2_multiday_panel,2026-07-10,NSE,INFY,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=INFY,True,True,False,1578,56296176,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=INFY\part-034502_957663-000018.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=INFY\part-100116_988612-050476.parquet,2,True,0
target,real_data_sample\l2_multiday_panel,2026-07-10,NSE,ITBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=ITBEES,True,True,False,1578,54423682,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=ITBEES\part-034516_587518-000048.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=ITBEES\part-100501_269037-050504.parquet,2,True,0
target,real_data_sample\l2_multiday_panel,2026-07-10,NSE,ITC,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=ITC,True,True,False,1578,55156328,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=ITC\part-034503_084233-000019.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=ITC\part-100117_301894-050478.parquet,2,True,0
target,real_data_sample\l2_multiday_panel,2026-07-10,NSE,JUNIORBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=JUNIORBEES,True,True,False,1577,55346302,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=JUNIORBEES\part-034516_831123-000050.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=JUNIORBEES\part-100117_423795-050479.parquet,2,True,0
target,real_data_sample\l2_multiday_panel,2026-07-10,NSE,KOTAKBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=KOTAKBANK,True,True,False,1579,55151161,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=KOTAKBANK\part-034503_210949-000020.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=KOTAKBANK\part-100501_421627-050505.parquet,2,True,0
target,real_data_sample\l2_multiday_panel,2026-07-10,NSE,LT,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=LT,True,True,False,1579,55048495,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=LT\part-034503_332609-000021.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=LT\part-100501_551617-050506.parquet,2,True,0
target,real_data_sample\l2_multiday_panel,2026-07-10,NSE,M&M,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=M&M,True,True,False,1579,54957791,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=M&M\part-034503_456777-000022.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=M&M\part-100501_679090-050507.parquet,2,True,0
target,real_data_sample\l2_multiday_panel,2026-07-10,NSE,MARUTI,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=MARUTI,True,True,False,1578,55123276,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=MARUTI\part-034503_581048-000023.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=MARUTI\part-100117_914479-050483.parquet,2,True,0
target,real_data_sample\l2_multiday_panel,2026-07-10,NSE,NESTLEIND,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=NESTLEIND,True,True,False,1579,54795765,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=NESTLEIND\part-034503_704039-000024.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=NESTLEIND\part-100501_808605-050508.parquet,2,True,0
target,real_data_sample\l2_multiday_panel,2026-07-10,NSE,NIFTYBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=NIFTYBEES,True,True,False,1578,55038444,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=NIFTYBEES\part-034517_509328-000056.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=NIFTYBEES\part-100501_949071-050509.parquet,2,True,0
target,real_data_sample\l2_multiday_panel,2026-07-10,NSE,ONGC,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=ONGC,True,True,False,1579,54887145,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=ONGC\part-034503_830760-000025.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=ONGC\part-100502_083531-050510.parquet,2,True,0
target,real_data_sample\l2_multiday_panel,2026-07-10,NSE,RELIANCE,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=RELIANCE,True,True,False,1578,55359833,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=RELIANCE\part-034503_950112-000026.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=RELIANCE\part-100118_427973-050487.parquet,2,True,0
target,real_data_sample\l2_multiday_panel,2026-07-10,NSE,SBIN,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=SBIN,True,True,False,1578,55680446,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=SBIN\part-034504_082031-000027.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=SBIN\part-100118_549569-050488.parquet,2,True,0
