artifact_id,manifest_path,manifest_exists,required_field,coverage_status,matched_aliases
phase1_event_reconstruction,outputs/phase1/event_reconstruction/event_reconstruction_manifest.json,True,creation_timestamp,present_alias_or_inferred,generated_utc
phase2,outputs/phase2/calibration_manifest.json,True,generator_version,missing,
phase2,outputs/phase2/calibration_manifest.json,True,configuration_hash,missing,
phase2,outputs/phase2/calibration_manifest.json,True,random_seed,missing,
phase2,outputs/phase2/calibration_manifest.json,True,calibration_dataset_id,missing,
phase2,outputs/phase2/calibration_manifest.json,True,ticker_metadata_version,present_alias_or_inferred,symbols
phase2,outputs/phase2/calibration_manifest.json,True,regime_calendar_version,missing,
phase2,outputs/phase2/calibration_manifest.json,True,scenario_ids,missing,
phase2,outputs/phase2/calibration_manifest.json,True,cost_model_version,missing,
phase2,outputs/phase2/calibration_manifest.json,True,latency_model_version,missing,
phase2,outputs/phase2/calibration_manifest.json,True,creation_timestamp,present_alias_or_inferred,generated_utc
phase3,outputs/phase3/regime_manifest.json,True,generator_version,missing,
phase3,outputs/phase3/regime_manifest.json,True,configuration_hash,missing,
phase3,outputs/phase3/regime_manifest.json,True,random_seed,missing,
phase3,outputs/phase3/regime_manifest.json,True,calibration_dataset_id,missing,
phase3,outputs/phase3/regime_manifest.json,True,ticker_metadata_version,present_alias_or_inferred,symbols
phase3,outputs/phase3/regime_manifest.json,True,regime_calendar_version,missing,
phase3,outputs/phase3/regime_manifest.json,True,scenario_ids,missing,
phase3,outputs/phase3/regime_manifest.json,True,cost_model_version,missing,
phase3,outputs/phase3/regime_manifest.json,True,latency_model_version,missing,
phase3,outputs/phase3/regime_manifest.json,True,creation_timestamp,present_alias_or_inferred,generated_utc
phase4,outputs/phase4/scenario_manifest.json,True,generator_version,missing,
phase4,outputs/phase4/scenario_manifest.json,True,configuration_hash,missing,
phase4,outputs/phase4/scenario_manifest.json,True,random_seed,missing,
phase4,outputs/phase4/scenario_manifest.json,True,calibration_dataset_id,missing,
phase4,outputs/phase4/scenario_manifest.json,True,ticker_metadata_version,present_alias_or_inferred,symbols
phase4,outputs/phase4/scenario_manifest.json,True,regime_calendar_version,missing,
phase4,outputs/phase4/scenario_manifest.json,True,scenario_ids,missing,
phase4,outputs/phase4/scenario_manifest.json,True,cost_model_version,missing,
phase4,outputs/phase4/scenario_manifest.json,True,latency_model_version,missing,
phase4,outputs/phase4/scenario_manifest.json,True,creation_timestamp,present_alias_or_inferred,generated_utc
phase5,outputs/phase5/price_process_manifest.json,True,generator_version,missing,
phase5,outputs/phase5/price_process_manifest.json,True,configuration_hash,missing,
phase5,outputs/phase5/price_process_manifest.json,True,random_seed,missing,
phase5,outputs/phase5/price_process_manifest.json,True,calibration_dataset_id,missing,
phase5,outputs/phase5/price_process_manifest.json,True,ticker_metadata_version,present_alias_or_inferred,symbols
phase5,outputs/phase5/price_process_manifest.json,True,regime_calendar_version,missing,
phase5,outputs/phase5/price_process_manifest.json,True,scenario_ids,missing,
phase5,outputs/phase5/price_process_manifest.json,True,cost_model_version,missing,
phase5,outputs/phase5/price_process_manifest.json,True,latency_model_version,missing,
phase5,outputs/phase5/price_process_manifest.json,True,creation_timestamp,present_alias_or_inferred,generated_utc
phase6,outputs/phase6/l2_book_manifest.json,True,generator_version,missing,
phase6,outputs/phase6/l2_book_manifest.json,True,configuration_hash,missing,
phase6,outputs/phase6/l2_book_manifest.json,True,random_seed,missing,
phase6,outputs/phase6/l2_book_manifest.json,True,calibration_dataset_id,missing,
phase6,outputs/phase6/l2_book_manifest.json,True,ticker_metadata_version,present_alias_or_inferred,symbols
phase6,outputs/phase6/l2_book_manifest.json,True,regime_calendar_version,missing,
phase6,outputs/phase6/l2_book_manifest.json,True,scenario_ids,missing,
phase6,outputs/phase6/l2_book_manifest.json,True,cost_model_version,missing,
phase6,outputs/phase6/l2_book_manifest.json,True,latency_model_version,missing,
phase6,outputs/phase6/l2_book_manifest.json,True,creation_timestamp,present_alias_or_inferred,generated_utc
phase7,outputs/phase7/shock_library_manifest.json,True,generator_version,missing,
phase7,outputs/phase7/shock_library_manifest.json,True,configuration_hash,missing,
phase7,outputs/phase7/shock_library_manifest.json,True,random_seed,missing,
phase7,outputs/phase7/shock_library_manifest.json,True,calibration_dataset_id,missing,
phase7,outputs/phase7/shock_library_manifest.json,True,ticker_metadata_version,present_alias_or_inferred,target_symbols
phase7,outputs/phase7/shock_library_manifest.json,True,regime_calendar_version,missing,
phase7,outputs/phase7/shock_library_manifest.json,True,scenario_ids,missing,
phase7,outputs/phase7/shock_library_manifest.json,True,cost_model_version,missing,
phase7,outputs/phase7/shock_library_manifest.json,True,latency_model_version,missing,
phase7,outputs/phase7/shock_library_manifest.json,True,creation_timestamp,present_alias_or_inferred,generated_utc
phase8,outputs/phase8/retail_feed_manifest.json,True,generator_version,missing,
phase8,outputs/phase8/retail_feed_manifest.json,True,configuration_hash,missing,
phase8,outputs/phase8/retail_feed_manifest.json,True,random_seed,missing,
phase8,outputs/phase8/retail_feed_manifest.json,True,calibration_dataset_id,missing,
phase8,outputs/phase8/retail_feed_manifest.json,True,ticker_metadata_version,present_alias_or_inferred,symbols
phase8,outputs/phase8/retail_feed_manifest.json,True,regime_calendar_version,missing,
phase8,outputs/phase8/retail_feed_manifest.json,True,scenario_ids,missing,
phase8,outputs/phase8/retail_feed_manifest.json,True,cost_model_version,missing,
phase8,outputs/phase8/retail_feed_manifest.json,True,latency_model_version,missing,
phase8,outputs/phase8/retail_feed_manifest.json,True,creation_timestamp,present_alias_or_inferred,generated_utc
phase9,outputs/phase9/data_product_manifest.json,True,generator_version,missing,
phase9,outputs/phase9/data_product_manifest.json,True,configuration_hash,missing,
phase9,outputs/phase9/data_product_manifest.json,True,random_seed,missing,
phase9,outputs/phase9/data_product_manifest.json,True,calibration_dataset_id,missing,
phase9,outputs/phase9/data_product_manifest.json,True,ticker_metadata_version,missing,
phase9,outputs/phase9/data_product_manifest.json,True,regime_calendar_version,missing,
phase9,outputs/phase9/data_product_manifest.json,True,scenario_ids,missing,
phase9,outputs/phase9/data_product_manifest.json,True,cost_model_version,missing,
phase9,outputs/phase9/data_product_manifest.json,True,latency_model_version,missing,
phase9,outputs/phase9/data_product_manifest.json,True,creation_timestamp,present_alias_or_inferred,generated_utc
phase10,outputs/phase10/storage_manifest.json,True,generator_version,missing,
phase10,outputs/phase10/storage_manifest.json,True,configuration_hash,missing,
phase10,outputs/phase10/storage_manifest.json,True,random_seed,missing,
phase10,outputs/phase10/storage_manifest.json,True,calibration_dataset_id,missing,
phase10,outputs/phase10/storage_manifest.json,True,ticker_metadata_version,missing,
phase10,outputs/phase10/storage_manifest.json,True,regime_calendar_version,missing,
phase10,outputs/phase10/storage_manifest.json,True,scenario_ids,missing,
phase10,outputs/phase10/storage_manifest.json,True,cost_model_version,missing,
phase10,outputs/phase10/storage_manifest.json,True,latency_model_version,missing,
phase10,outputs/phase10/storage_manifest.json,True,creation_timestamp,present_alias_or_inferred,generated_utc
phase11,outputs/phase11/strategy_validation_manifest.json,True,generator_version,missing,
phase11,outputs/phase11/strategy_validation_manifest.json,True,configuration_hash,missing,
phase11,outputs/phase11/strategy_validation_manifest.json,True,random_seed,missing,
phase11,outputs/phase11/strategy_validation_manifest.json,True,calibration_dataset_id,present_alias_or_inferred,features_path
phase11,outputs/phase11/strategy_validation_manifest.json,True,ticker_metadata_version,missing,
phase11,outputs/phase11/strategy_validation_manifest.json,True,regime_calendar_version,missing,
phase11,outputs/phase11/strategy_validation_manifest.json,True,scenario_ids,missing,
phase11,outputs/phase11/strategy_validation_manifest.json,True,cost_model_version,missing,
phase11,outputs/phase11/strategy_validation_manifest.json,True,latency_model_version,missing,
phase11,outputs/phase11/strategy_validation_manifest.json,True,creation_timestamp,present_alias_or_inferred,generated_utc
phase12,outputs/phase12/execution_manifest.json,True,generator_version,missing,
phase12,outputs/phase12/execution_manifest.json,True,configuration_hash,missing,
phase12,outputs/phase12/execution_manifest.json,True,random_seed,missing,
phase12,outputs/phase12/execution_manifest.json,True,calibration_dataset_id,present_alias_or_inferred,features_path
phase12,outputs/phase12/execution_manifest.json,True,ticker_metadata_version,missing,
phase12,outputs/phase12/execution_manifest.json,True,regime_calendar_version,missing,
phase12,outputs/phase12/execution_manifest.json,True,scenario_ids,missing,
phase12,outputs/phase12/execution_manifest.json,True,cost_model_version,present_exact,cost_model_version;execution_profiles
phase12,outputs/phase12/execution_manifest.json,True,latency_model_version,present_alias_or_inferred,execution_profiles
phase12,outputs/phase12/execution_manifest.json,True,creation_timestamp,present_alias_or_inferred,generated_utc
phase12_event_backtest,outputs/phase12/event_backtest_manifest.json,True,generator_version,missing,
phase12_event_backtest,outputs/phase12/event_backtest_manifest.json,True,configuration_hash,missing,
phase12_event_backtest,outputs/phase12/event_backtest_manifest.json,True,random_seed,missing,
phase12_event_backtest,outputs/phase12/event_backtest_manifest.json,True,calibration_dataset_id,missing,
phase12_event_backtest,outputs/phase12/event_backtest_manifest.json,True,ticker_metadata_version,missing,
phase12_event_backtest,outputs/phase12/event_backtest_manifest.json,True,regime_calendar_version,missing,
phase12_event_backtest,outputs/phase12/event_backtest_manifest.json,True,scenario_ids,missing,
phase12_event_backtest,outputs/phase12/event_backtest_manifest.json,True,cost_model_version,present_alias_or_inferred,execution_profiles
phase12_event_backtest,outputs/phase12/event_backtest_manifest.json,True,latency_model_version,present_alias_or_inferred,execution_profiles
phase12_event_backtest,outputs/phase12/event_backtest_manifest.json,True,creation_timestamp,present_alias_or_inferred,generated_utc
phase13,outputs/phase13/experiment_design_manifest.json,True,generator_version,missing,
phase13,outputs/phase13/experiment_design_manifest.json,True,configuration_hash,missing,
phase13,outputs/phase13/experiment_design_manifest.json,True,random_seed,missing,
phase13,outputs/phase13/experiment_design_manifest.json,True,calibration_dataset_id,missing,
phase13,outputs/phase13/experiment_design_manifest.json,True,ticker_metadata_version,missing,
phase13,outputs/phase13/experiment_design_manifest.json,True,regime_calendar_version,missing,
phase13,outputs/phase13/experiment_design_manifest.json,True,scenario_ids,missing,
phase13,outputs/phase13/experiment_design_manifest.json,True,cost_model_version,missing,
phase13,outputs/phase13/experiment_design_manifest.json,True,latency_model_version,missing,
phase13,outputs/phase13/experiment_design_manifest.json,True,creation_timestamp,present_alias_or_inferred,generated_utc
phase13_smoke_run,outputs/phase13/experiment_run_manifest.json,True,generator_version,missing,
phase13_smoke_run,outputs/phase13/experiment_run_manifest.json,True,configuration_hash,missing,
phase13_smoke_run,outputs/phase13/experiment_run_manifest.json,True,random_seed,missing,
phase13_smoke_run,outputs/phase13/experiment_run_manifest.json,True,calibration_dataset_id,missing,
phase13_smoke_run,outputs/phase13/experiment_run_manifest.json,True,ticker_metadata_version,missing,
phase13_smoke_run,outputs/phase13/experiment_run_manifest.json,True,regime_calendar_version,missing,
phase13_smoke_run,outputs/phase13/experiment_run_manifest.json,True,scenario_ids,missing,
phase13_smoke_run,outputs/phase13/experiment_run_manifest.json,True,cost_model_version,missing,
phase13_smoke_run,outputs/phase13/experiment_run_manifest.json,True,latency_model_version,missing,
phase13_smoke_run,outputs/phase13/experiment_run_manifest.json,True,creation_timestamp,present_alias_or_inferred,generated_utc
phase14,outputs/phase14/quality_validation_manifest.json,True,generator_version,missing,
phase14,outputs/phase14/quality_validation_manifest.json,True,configuration_hash,missing,
phase14,outputs/phase14/quality_validation_manifest.json,True,random_seed,missing,
phase14,outputs/phase14/quality_validation_manifest.json,True,calibration_dataset_id,missing,
phase14,outputs/phase14/quality_validation_manifest.json,True,ticker_metadata_version,missing,
phase14,outputs/phase14/quality_validation_manifest.json,True,regime_calendar_version,present_alias_or_inferred,phase4_calendar
phase14,outputs/phase14/quality_validation_manifest.json,True,scenario_ids,missing,
phase14,outputs/phase14/quality_validation_manifest.json,True,cost_model_version,missing,
phase14,outputs/phase14/quality_validation_manifest.json,True,latency_model_version,missing,
phase14,outputs/phase14/quality_validation_manifest.json,True,creation_timestamp,present_alias_or_inferred,generated_utc
phase15,outputs/phase15/acceptance_gates_manifest.json,True,generator_version,missing,
phase15,outputs/phase15/acceptance_gates_manifest.json,True,configuration_hash,missing,
phase15,outputs/phase15/acceptance_gates_manifest.json,True,random_seed,missing,
phase15,outputs/phase15/acceptance_gates_manifest.json,True,calibration_dataset_id,missing,
phase15,outputs/phase15/acceptance_gates_manifest.json,True,ticker_metadata_version,missing,
phase15,outputs/phase15/acceptance_gates_manifest.json,True,regime_calendar_version,missing,
phase15,outputs/phase15/acceptance_gates_manifest.json,True,scenario_ids,missing,
phase15,outputs/phase15/acceptance_gates_manifest.json,True,cost_model_version,present_alias_or_inferred,cost_schedule
phase15,outputs/phase15/acceptance_gates_manifest.json,True,latency_model_version,missing,
phase15,outputs/phase15/acceptance_gates_manifest.json,True,creation_timestamp,present_alias_or_inferred,generated_utc
phase16,outputs/phase16/metrics_reporting_manifest.json,True,generator_version,missing,
phase16,outputs/phase16/metrics_reporting_manifest.json,True,configuration_hash,missing,
phase16,outputs/phase16/metrics_reporting_manifest.json,True,random_seed,present_alias_or_inferred,seed_plan
phase16,outputs/phase16/metrics_reporting_manifest.json,True,calibration_dataset_id,missing,
phase16,outputs/phase16/metrics_reporting_manifest.json,True,ticker_metadata_version,missing,
phase16,outputs/phase16/metrics_reporting_manifest.json,True,regime_calendar_version,missing,
phase16,outputs/phase16/metrics_reporting_manifest.json,True,scenario_ids,missing,
phase16,outputs/phase16/metrics_reporting_manifest.json,True,cost_model_version,missing,
phase16,outputs/phase16/metrics_reporting_manifest.json,True,latency_model_version,missing,
phase16,outputs/phase16/metrics_reporting_manifest.json,True,creation_timestamp,present_alias_or_inferred,generated_utc
phase17,outputs/phase17/work_packages_manifest.json,True,generator_version,missing,
phase17,outputs/phase17/work_packages_manifest.json,True,configuration_hash,missing,
phase17,outputs/phase17/work_packages_manifest.json,True,random_seed,missing,
phase17,outputs/phase17/work_packages_manifest.json,True,calibration_dataset_id,missing,
phase17,outputs/phase17/work_packages_manifest.json,True,ticker_metadata_version,missing,
phase17,outputs/phase17/work_packages_manifest.json,True,regime_calendar_version,missing,
phase17,outputs/phase17/work_packages_manifest.json,True,scenario_ids,missing,
phase17,outputs/phase17/work_packages_manifest.json,True,cost_model_version,missing,
phase17,outputs/phase17/work_packages_manifest.json,True,latency_model_version,missing,
phase17,outputs/phase17/work_packages_manifest.json,True,creation_timestamp,present_alias_or_inferred,generated_utc
phase18,outputs/phase18/technology_stack_manifest.json,True,generator_version,missing,
phase18,outputs/phase18/technology_stack_manifest.json,True,configuration_hash,missing,
phase18,outputs/phase18/technology_stack_manifest.json,True,random_seed,missing,
phase18,outputs/phase18/technology_stack_manifest.json,True,calibration_dataset_id,missing,
phase18,outputs/phase18/technology_stack_manifest.json,True,ticker_metadata_version,missing,
phase18,outputs/phase18/technology_stack_manifest.json,True,regime_calendar_version,missing,
phase18,outputs/phase18/technology_stack_manifest.json,True,scenario_ids,missing,
phase18,outputs/phase18/technology_stack_manifest.json,True,cost_model_version,missing,
phase18,outputs/phase18/technology_stack_manifest.json,True,latency_model_version,missing,
phase18,outputs/phase18/technology_stack_manifest.json,True,creation_timestamp,present_alias_or_inferred,generated_utc
dashboard,outputs/dashboard/validation_dashboard_manifest.json,True,generator_version,missing,
dashboard,outputs/dashboard/validation_dashboard_manifest.json,True,configuration_hash,missing,
dashboard,outputs/dashboard/validation_dashboard_manifest.json,True,random_seed,missing,
dashboard,outputs/dashboard/validation_dashboard_manifest.json,True,calibration_dataset_id,missing,
dashboard,outputs/dashboard/validation_dashboard_manifest.json,True,ticker_metadata_version,missing,
dashboard,outputs/dashboard/validation_dashboard_manifest.json,True,regime_calendar_version,missing,
dashboard,outputs/dashboard/validation_dashboard_manifest.json,True,scenario_ids,missing,
dashboard,outputs/dashboard/validation_dashboard_manifest.json,True,cost_model_version,missing,
dashboard,outputs/dashboard/validation_dashboard_manifest.json,True,latency_model_version,missing,
dashboard,outputs/dashboard/validation_dashboard_manifest.json,True,creation_timestamp,present_alias_or_inferred,generated_utc
duckdb,outputs/duckdb/duckdb_workspace_manifest.json,True,generator_version,missing,
duckdb,outputs/duckdb/duckdb_workspace_manifest.json,True,configuration_hash,missing,
duckdb,outputs/duckdb/duckdb_workspace_manifest.json,True,random_seed,missing,
duckdb,outputs/duckdb/duckdb_workspace_manifest.json,True,calibration_dataset_id,missing,
duckdb,outputs/duckdb/duckdb_workspace_manifest.json,True,ticker_metadata_version,missing,
duckdb,outputs/duckdb/duckdb_workspace_manifest.json,True,regime_calendar_version,missing,
duckdb,outputs/duckdb/duckdb_workspace_manifest.json,True,scenario_ids,missing,
duckdb,outputs/duckdb/duckdb_workspace_manifest.json,True,cost_model_version,missing,
duckdb,outputs/duckdb/duckdb_workspace_manifest.json,True,latency_model_version,missing,
duckdb,outputs/duckdb/duckdb_workspace_manifest.json,True,creation_timestamp,present_alias_or_inferred,generated_utc
