shard_index,trade_date,symbol,trades,sum_gross_return,sum_cost_return,sum_net_return,net_pnl_inr,gross_pnl_proxy_inr,cost_pnl_drag_proxy_inr,mean_net_return,precision_cost_clear,worst_trade_pnl_inr,best_trade_pnl_inr,positive_after_costs
42,2026-02-02,GOLDBEES,13,-0.017235422412956725,0.013055458566609633,-0.030290880979566358,-3029.088097956636,-1723.5422412956725,1305.5458566609634,-0.0023300677676589506,0.23076923076923078,-1020.8794096106843,267.0802976919164,False
43,2026-02-02,HCLTECH,16,-0.02107439715020798,0.019881768856685727,-0.0409561660068937,-4095.6166006893704,-2107.439715020798,1988.1768856685724,-0.0025597603754308564,0.125,-676.246222421526,182.06676682500452,False
44,2026-02-02,HDFCBANK,16,0.0028974867816404792,0.01693818201808107,-0.014040695236440593,-1404.069523644059,289.7486781640479,1693.8182018081072,-0.0008775434522775371,0.375,-709.3291765967502,733.9221347429241,False
45,2026-02-02,HINDUNILVR,11,-0.0031641363208951834,0.012744902100552773,-0.015909038421447957,-1590.9038421447958,-316.4136320895184,1274.4902100552774,-0.0014462762201316324,0.36363636363636365,-502.247554171573,294.79932614395256,False
46,2026-02-02,ICICIBANK,15,-0.007468644107169631,0.016352245013185347,-0.023820889120354977,-2382.0889120354977,-746.864410716963,1635.2245013185347,-0.0015880592746903319,0.4,-686.739822165192,360.23916971203784,False
47,2026-02-02,INFY,18,-0.004798092662294917,0.02066189122300483,-0.025459983885299752,-2545.9983885299753,-479.80926622949187,2066.1891223004827,-0.0014144435491833195,0.3888888888888889,-749.6926264985859,455.5510317791045,False
48,2026-02-02,ITBEES,8,-0.004937487994062462,0.010741678021546897,-0.01567916601560936,-1567.9166015609355,-493.7487994062461,1074.1678021546895,-0.00195989575195117,0.25,-442.94842273713084,176.37596060886526,False
49,2026-02-02,ITC,8,-0.016300372123840057,0.009146972724246688,-0.02544734484808675,-2544.734484808675,-1630.0372123840057,914.6972724246688,-0.003180918106010844,0.125,-854.4712581702993,10.323076550273147,False
50,2026-02-02,JUNIORBEES,10,0.0014342401708796748,0.01414612714959155,-0.012711886978711876,-1271.1886978711875,143.42401708796757,1414.612714959155,-0.0012711886978711876,0.2,-492.097684786247,938.1566101816426,False
51,2026-02-02,KOTAKBANK,11,-0.006843293331482592,0.013963891987768765,-0.020807185319251357,-2080.7185319251357,-684.3293331482591,1396.3891987768766,-0.0018915623017501234,0.18181818181818182,-453.64643330283866,161.6953586034843,False
52,2026-02-02,LT,13,-0.012373336595630446,0.013877914720966326,-0.026251251316596773,-2625.125131659677,-1237.3336595630449,1387.7914720966328,-0.0020193270243535977,0.3076923076923077,-628.3791689003655,259.2762500533731,False
53,2026-02-02,M&M,14,-0.01484392907307075,0.01492689623149079,-0.029770825304561533,-2977.082530456154,-1484.392907307075,1492.6896231490787,-0.002126487521754395,0.2857142857142857,-684.639254170764,239.14729436774985,False
54,2026-02-02,MARUTI,9,-0.014407180301206024,0.011802604010692436,-0.02620978431189846,-2620.9784311898457,-1440.7180301206024,1180.2604010692435,-0.0029121982568776064,0.0,-528.4326450867102,-7.733529384403243,False
55,2026-02-02,NESTLEIND,9,-0.004808575466733966,0.011640878201110334,-0.0164494536678443,-1644.9453667844298,-480.85754667339666,1164.0878201110331,-0.0018277170742049221,0.3333333333333333,-505.0144405926243,155.07091541128588,False
56,2026-02-02,NIFTYBEES,6,-0.0026212843703383726,0.006563110694758881,-0.009184395065097254,-918.4395065097253,-262.12843703383726,656.3110694758881,-0.0015307325108495423,0.16666666666666666,-360.4878346573642,24.776175027209746,False
57,2026-02-02,ONGC,13,-0.00951743413037609,0.015309416255748639,-0.024826850386124727,-2482.685038612473,-951.7434130376089,1530.9416255748633,-0.0019097577220095945,0.23076923076923078,-494.42961708743667,260.39332416402164,False
58,2026-02-02,RELIANCE,12,-0.011220318183394862,0.01327911982012717,-0.024499438003522032,-2449.943800352203,-1122.0318183394863,1327.9119820127169,-0.002041619833626836,0.08333333333333333,-546.2215133358594,667.0939078250043,False
59,2026-02-02,SBIN,14,-0.018109280882564027,0.01630996026672598,-0.03441924114929001,-3441.9241149290006,-1810.9280882564028,1630.9960266725977,-0.002458517224949286,0.07142857142857142,-568.774243394626,152.2190015161414,False
60,2026-02-02,SUNPHARMA,9,-0.0054212441336340955,0.010680010625980374,-0.01610125475961447,-1610.125475961447,-542.1244133634095,1068.0010625980374,-0.00178902830662383,0.2222222222222222,-479.59539141915025,129.20493477922966,False
61,2026-02-02,TCS,14,-0.011787429114033077,0.01610706995042875,-0.02789449906446182,-2789.449906446183,-1178.7429114033077,1610.706995042875,-0.00199246421889013,0.21428571428571427,-811.1575496497417,150.71968024941134,False
62,2026-02-02,TECHM,10,-0.008279329912514899,0.0137269384051516,-0.0220062683176665,-2200.6268317666495,-827.9329912514897,1372.69384051516,-0.00220062683176665,0.1,-813.9530047356916,54.66519830509152,False
63,2026-02-02,ULTRACEMCO,17,0.01668205273392609,0.021469166423382535,-0.004787113689456452,-478.71136894564495,1668.2052733926091,2146.916642338254,-0.0002815949229092031,0.4117647058823529,-1204.264370586738,989.5720188841117,False
64,2026-02-02,WIPRO,15,-0.026753093673502648,0.018167045178088474,-0.04492013885159112,-4492.013885159113,-2675.3093673502644,1816.7045178088472,-0.0029946759234394083,0.06666666666666667,-831.8620415398419,127.68132692032744,False
