family_id,entry_timing_policy,horizon_seconds,depth_threshold_quantile,cost_profile,fixed_capital_required,full_depth_required,levels_2_to_5_required,l1_only_allowed,no_lookahead_required,acceptance_allowed_in_phase344,scenario_id,status,symbol,description,diagnostic_trade_date,announcement_time_ist,seq_id,side,entry_ms,exit_ms,holding_ms,forced_exit,entry_mid,exit_mid,mid_return_bps,entry_top5_qty_imbalance,entry_l2_l5_qty_imbalance,entry_top5_order_imbalance,quantity,buy_value_inr,sell_value_inr,gross_pnl_inr,zerodha_charges_2x_inr,net_pnl_inr,side_flip_net_pnl_inr,random_side,random_side_net_pnl_inr,work_order_id,source_scenario_id,market_session,diagnostic_start_rule,start_ms,entry_delay_ms,entry_bid,entry_ask,exit_bid,exit_ask,entry_spread,exit_spread,exit_top5_qty_imbalance,exit_l2_l5_qty_imbalance,exit_top5_order_imbalance,zerodha_charges_1x_inr,initial_capital_inr,fixed_notional_inr,max_concurrent_positions,cost_model_version,capacity_selected
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,filled,M&M,General Updates,2026-07-10,09-Jul-2026 16:05:27,106692090.0,long,1783655104833.0,1783655410215.0,305382.0,0.0,3116.3,3114.8500000000004,-4.652953823443886,0.04838709677419355,0.3118279569892473,-0.09090909090909091,32.0,99728.0,99673.6,-54.39999999999418,165.30131249919998,-219.70131249919416,-126.8975223040058,short,-126.8975223040058,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,family_event_filter_skip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,family_event_filter_skip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,filled,SBIN,General Updates,2026-07-10,09-Jul-2026 23:03:55,106692841.0,long,1783655100663.0,1783655405913.0,305250.0,0.0,1029.35,1029.4,0.4857434303218721,0.2020317876454203,0.2216451666945887,0.14285714285714285,97.0,99861.5,99842.09999999999,-19.40000000000873,165.3319157232,-184.73191572320874,-194.4311900467913,short,-194.4311900467913,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,family_event_filter_skip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,family_event_filter_skip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,family_event_filter_skip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,filled,TCS,General Updates,2026-07-10,09-Jul-2026 15:57:25,106692067.0,long,1783655104834.0,1783655405663.0,300829.0,0.0,2115.3,2123.8,40.18342551883893,-0.7599243856332704,-0.8729838709677419,0.23076923076923078,47.0,99494.3,99795.1,300.8000000000029,165.2788965928,135.5211034072029,-663.4920290320116,short,-663.4920290320116,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,family_event_filter_skip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,family_event_filter_skip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,family_event_filter_skip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,filled,INFY,General Updates,2026-07-13,13-Jul-2026 14:47:47,106695528.0,long,1783934269382.0,1783934570219.0,300837.0,0.0,1102.8,1105.15,21.30939426913435,-0.1939299796869399,-0.13786457664139792,-0.18181818181818182,90.0,99270.0,99450.0,180.0,165.22284064000002,14.777159359999985,-408.23458733201454,short,-408.23458733201454,,,,,,,,,,,,,,,,,,,,,1
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,family_event_filter_skip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,filled,KOTAKBANK,General Updates,2026-07-13,10-Jul-2026 17:24:32,106693806.0,long,1783914305195.0,1783914605709.0,300514.0,0.0,375.6,375.775,4.659211927581324,-0.043429844097995544,-0.08013937282229965,0.14285714285714285,266.0,99962.8,99936.2,-26.60000000000582,165.352611988,-191.95261198800583,-285.04843499001163,long,-191.95261198800583,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,filled,KOTAKBANK,General Updates,2026-07-13,10-Jul-2026 17:30:05,106693819.0,long,1783914305195.0,1783914605709.0,300514.0,0.0,375.6,375.775,4.659211927581324,-0.043429844097995544,-0.08013937282229965,0.14285714285714285,266.0,99962.8,99936.2,-26.60000000000582,165.352611988,-191.95261198800583,-285.04843499001163,short,-285.04843499001163,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,filled,MARUTI,General Updates,2026-07-13,10-Jul-2026 15:53:31,106693600.0,long,1783914300712.0,1783914601272.0,300560.0,0.0,13691.5,13636.5,-40.1709089581127,0.04672897196261682,0.05263157894736842,0.13043478260869565,7.0,95893.0,95438.0,-455.0,162.46743477200002,-617.467434772,152.563002068,long,-617.467434772,,,,,,,,,,,,,,,,,,,,,1
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,family_event_filter_skip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,filled,SBIN,General Updates,2026-07-13,10-Jul-2026 22:26:10,106694291.0,long,1783914300712.0,1783914603708.0,302996.0,0.0,1023.55,1027.6,39.568169605783346,-0.6822679860925381,-0.838962605548854,0.3142857142857143,97.0,99289.2,99667.5,378.3000000000029,165.2417006404,213.0582993596029,-572.6662883168087,short,-572.6662883168087,,,,,,,,,,,,,,,,,,,,,1
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,family_event_filter_skip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,filled,TCS,Updates,2026-07-13,13-Jul-2026 11:30:11,106695270.0,long,1783922414847.0,1783922714956.0,300109.0,0.0,2159.3,2163.3999999999996,18.98763488167209,-0.4224215246636771,-0.40810556079170596,-0.6,46.0,99332.40000000001,99507.2,174.79999999998836,165.23553215520002,9.56446784478834,-367.6478124255941,long,9.56446784478834,,,,,,,,,,,,,,,,,,,,,1
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,family_event_filter_skip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,family_event_filter_skip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,family_event_filter_skip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,family_event_filter_skip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,family_event_filter_skip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,filled,HCLTECH,General Updates,2026-07-14,13-Jul-2026 17:49:49,106695856.0,long,1784000700551.0,1784001003785.0,303234.0,0.0,1199.8,1203.2,28.338056342724546,-0.9576811235537958,-0.95661025575773,-0.17647058823529413,83.0,99600.0,99840.70000000001,240.70000000001164,165.29655764839998,75.40344235161166,-489.0152295276116,short,-489.0152295276116,,,,,,,,,,,,,,,,,,,,,1
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,family_event_filter_skip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,family_event_filter_skip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,filled,HCLTECH,General Updates,2026-07-14,13-Jul-2026 18:20:56,106695928.0,long,1784000700551.0,1784001003785.0,303234.0,0.0,1199.8,1203.2,28.338056342724546,-0.9576811235537958,-0.95661025575773,-0.17647058823529413,83.0,99600.0,99840.70000000001,240.70000000001164,165.29655764839998,75.40344235161166,-489.0152295276116,short,-489.0152295276116,,,,,,,,,,,,,,,,,,,,,1
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,family_event_filter_skip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,filled,HCLTECH,Updates,2026-07-14,13-Jul-2026 18:39:10,106695992.0,long,1784000700551.0,1784001003785.0,303234.0,0.0,1199.8,1203.2,28.338056342724546,-0.9576811235537958,-0.95661025575773,-0.17647058823529413,83.0,99600.0,99840.70000000001,240.70000000001164,165.29655764839998,75.40344235161166,-489.0152295276116,short,-489.0152295276116,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,filled,HCLTECH,Updates,2026-07-14,13-Jul-2026 18:42:59,106696002.0,long,1784000700551.0,1784001003785.0,303234.0,0.0,1199.8,1203.2,28.338056342724546,-0.9576811235537958,-0.95661025575773,-0.17647058823529413,83.0,99600.0,99840.70000000001,240.70000000001164,165.29655764839998,75.40344235161166,-489.0152295276116,long,75.40344235161166,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,filled,HCLTECH,Updates,2026-07-14,13-Jul-2026 18:47:42,106696014.0,long,1784000700551.0,1784001003785.0,303234.0,0.0,1199.8,1203.2,28.338056342724546,-0.9576811235537958,-0.95661025575773,-0.17647058823529413,83.0,99600.0,99840.70000000001,240.70000000001164,165.29655764839998,75.40344235161166,-489.0152295276116,long,75.40344235161166,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,filled,HCLTECH,Updates,2026-07-14,13-Jul-2026 21:38:18,106696210.0,long,1784000700551.0,1784001003785.0,303234.0,0.0,1199.8,1203.2,28.338056342724546,-0.9576811235537958,-0.95661025575773,-0.17647058823529413,83.0,99600.0,99840.70000000001,240.70000000001164,165.29655764839998,75.40344235161166,-489.0152295276116,long,75.40344235161166,,,,,,,,,,,,,,,,,,,,,0
