model_id,train_rows,feature_weights,feature_means,feature_stds,score_threshold,selection_split,validation_used_for_fit,extension_used_for_fit,test_used_for_fit
P196_LIQUIDITY_CHURN_H1_SIGNED_Q990_S1p5,284015,top5_qty_imbalance:0.00679395;quote_churn_log:0.00000000;depth_refresh_log:0.00000000;top5_x_churn:0.00627097;liquidity_tightness:0.00028920,"{""depth_refresh_log"": NaN, ""liquidity_tightness"": -0.8445413384722136, ""quote_churn_log"": NaN, ""top5_qty_imbalance"": -0.05146747839646559, ""top5_x_churn"": -0.029237755219113717}","{""depth_refresh_log"": 1.0, ""liquidity_tightness"": 0.3208398335719912, ""quote_churn_log"": 1.0, ""top5_qty_imbalance"": 0.46656843884295257, ""top5_x_churn"": 0.3349205079327842}",,train,0,0,0
P196_LIQUIDITY_CHURN_H1_SIGNED_Q990_S2p5,438053,top5_qty_imbalance:0.00606874;quote_churn_log:0.00000000;depth_refresh_log:0.00000000;top5_x_churn:0.00493787;liquidity_tightness:-0.00039357,"{""depth_refresh_log"": NaN, ""liquidity_tightness"": -1.2223027341630839, ""quote_churn_log"": NaN, ""top5_qty_imbalance"": -0.041226349362005976, ""top5_x_churn"": -0.02399642716292259}","{""depth_refresh_log"": 1.0, ""liquidity_tightness"": 0.5983895595987211, ""quote_churn_log"": 1.0, ""top5_qty_imbalance"": 0.4600988930637711, ""top5_x_churn"": 0.32703759338617533}",,train,0,0,0
P196_LIQUIDITY_CHURN_H1_INVERSE_Q975_S1p5,284015,top5_qty_imbalance:0.00679395;quote_churn_log:0.00000000;depth_refresh_log:0.00000000;top5_x_churn:0.00627097;liquidity_tightness:0.00028920,"{""depth_refresh_log"": NaN, ""liquidity_tightness"": -0.8445413384722136, ""quote_churn_log"": NaN, ""top5_qty_imbalance"": -0.05146747839646559, ""top5_x_churn"": -0.029237755219113717}","{""depth_refresh_log"": 1.0, ""liquidity_tightness"": 0.3208398335719912, ""quote_churn_log"": 1.0, ""top5_qty_imbalance"": 0.46656843884295257, ""top5_x_churn"": 0.3349205079327842}",,train,0,0,0
P196_LIQUIDITY_CHURN_H1_INVERSE_Q975_S2p5,438053,top5_qty_imbalance:0.00606874;quote_churn_log:0.00000000;depth_refresh_log:0.00000000;top5_x_churn:0.00493787;liquidity_tightness:-0.00039357,"{""depth_refresh_log"": NaN, ""liquidity_tightness"": -1.2223027341630839, ""quote_churn_log"": NaN, ""top5_qty_imbalance"": -0.041226349362005976, ""top5_x_churn"": -0.02399642716292259}","{""depth_refresh_log"": 1.0, ""liquidity_tightness"": 0.5983895595987211, ""quote_churn_log"": 1.0, ""top5_qty_imbalance"": 0.4600988930637711, ""top5_x_churn"": 0.32703759338617533}",,train,0,0,0
P196_LIQUIDITY_CHURN_H1_INVERSE_Q990_S1p5,284015,top5_qty_imbalance:0.00679395;quote_churn_log:0.00000000;depth_refresh_log:0.00000000;top5_x_churn:0.00627097;liquidity_tightness:0.00028920,"{""depth_refresh_log"": NaN, ""liquidity_tightness"": -0.8445413384722136, ""quote_churn_log"": NaN, ""top5_qty_imbalance"": -0.05146747839646559, ""top5_x_churn"": -0.029237755219113717}","{""depth_refresh_log"": 1.0, ""liquidity_tightness"": 0.3208398335719912, ""quote_churn_log"": 1.0, ""top5_qty_imbalance"": 0.46656843884295257, ""top5_x_churn"": 0.3349205079327842}",,train,0,0,0
P196_LIQUIDITY_CHURN_H1_INVERSE_Q990_S2p5,438053,top5_qty_imbalance:0.00606874;quote_churn_log:0.00000000;depth_refresh_log:0.00000000;top5_x_churn:0.00493787;liquidity_tightness:-0.00039357,"{""depth_refresh_log"": NaN, ""liquidity_tightness"": -1.2223027341630839, ""quote_churn_log"": NaN, ""top5_qty_imbalance"": -0.041226349362005976, ""top5_x_churn"": -0.02399642716292259}","{""depth_refresh_log"": 1.0, ""liquidity_tightness"": 0.5983895595987211, ""quote_churn_log"": 1.0, ""top5_qty_imbalance"": 0.4600988930637711, ""top5_x_churn"": 0.32703759338617533}",,train,0,0,0
P196_STALE_SYNCHRONY_H1_SIGNED_Q975_S1p5,284015,top5_qty_imbalance:0.00679395;stale_quote_log_ms:0.00507511;cross_symbol_arrival_share:0.00533062;receive_event_rate_zscore:-0.00000847;liquidity_tightness:0.00028920,"{""cross_symbol_arrival_share"": 0.685413182402338, ""liquidity_tightness"": -0.8445413384722136, ""receive_event_rate_zscore"": 0.0042477442488997414, ""stale_quote_log_ms"": 3.962635113699344, ""top5_qty_imbalance"": -0.05146747839646559}","{""cross_symbol_arrival_share"": 0.17187305682338327, ""liquidity_tightness"": 0.3208398335719912, ""receive_event_rate_zscore"": 1.0387528249538556, ""stale_quote_log_ms"": 3.409148561219445, ""top5_qty_imbalance"": 0.46656843884295257}",0.022512744637944043,train,0,0,0
P196_STALE_SYNCHRONY_H1_SIGNED_Q975_S2p5,438053,top5_qty_imbalance:0.00606874;stale_quote_log_ms:0.00329187;cross_symbol_arrival_share:0.00510484;receive_event_rate_zscore:-0.00012753;liquidity_tightness:-0.00039357,"{""cross_symbol_arrival_share"": 0.6865509852689058, ""liquidity_tightness"": -1.2223027341630839, ""receive_event_rate_zscore"": 0.010392790455108243, ""stale_quote_log_ms"": 3.9297770662093567, ""top5_qty_imbalance"": -0.041226349362005976}","{""cross_symbol_arrival_share"": 0.1719066957001905, ""liquidity_tightness"": 0.5983895595987211, ""receive_event_rate_zscore"": 1.0588031241173188, ""stale_quote_log_ms"": 3.42690686683992, ""top5_qty_imbalance"": 0.4600988930637711}",0.0192836644120017,train,0,0,0
P196_STALE_SYNCHRONY_H1_SIGNED_Q990_S1p5,284015,top5_qty_imbalance:0.00679395;stale_quote_log_ms:0.00507511;cross_symbol_arrival_share:0.00533062;receive_event_rate_zscore:-0.00000847;liquidity_tightness:0.00028920,"{""cross_symbol_arrival_share"": 0.685413182402338, ""liquidity_tightness"": -0.8445413384722136, ""receive_event_rate_zscore"": 0.0042477442488997414, ""stale_quote_log_ms"": 3.962635113699344, ""top5_qty_imbalance"": -0.05146747839646559}","{""cross_symbol_arrival_share"": 0.17187305682338327, ""liquidity_tightness"": 0.3208398335719912, ""receive_event_rate_zscore"": 1.0387528249538556, ""stale_quote_log_ms"": 3.409148561219445, ""top5_qty_imbalance"": 0.46656843884295257}",0.02548181076017943,train,0,0,0
P196_STALE_SYNCHRONY_H1_SIGNED_Q990_S2p5,438053,top5_qty_imbalance:0.00606874;stale_quote_log_ms:0.00329187;cross_symbol_arrival_share:0.00510484;receive_event_rate_zscore:-0.00012753;liquidity_tightness:-0.00039357,"{""cross_symbol_arrival_share"": 0.6865509852689058, ""liquidity_tightness"": -1.2223027341630839, ""receive_event_rate_zscore"": 0.010392790455108243, ""stale_quote_log_ms"": 3.9297770662093567, ""top5_qty_imbalance"": -0.041226349362005976}","{""cross_symbol_arrival_share"": 0.1719066957001905, ""liquidity_tightness"": 0.5983895595987211, ""receive_event_rate_zscore"": 1.0588031241173188, ""stale_quote_log_ms"": 3.42690686683992, ""top5_qty_imbalance"": 0.4600988930637711}",0.021891916688409226,train,0,0,0
P196_STALE_SYNCHRONY_H1_INVERSE_Q975_S1p5,284015,top5_qty_imbalance:0.00679395;stale_quote_log_ms:0.00507511;cross_symbol_arrival_share:0.00533062;receive_event_rate_zscore:-0.00000847;liquidity_tightness:0.00028920,"{""cross_symbol_arrival_share"": 0.685413182402338, ""liquidity_tightness"": -0.8445413384722136, ""receive_event_rate_zscore"": 0.0042477442488997414, ""stale_quote_log_ms"": 3.962635113699344, ""top5_qty_imbalance"": -0.05146747839646559}","{""cross_symbol_arrival_share"": 0.17187305682338327, ""liquidity_tightness"": 0.3208398335719912, ""receive_event_rate_zscore"": 1.0387528249538556, ""stale_quote_log_ms"": 3.409148561219445, ""top5_qty_imbalance"": 0.46656843884295257}",0.022512744637944043,train,0,0,0
P196_STALE_SYNCHRONY_H1_INVERSE_Q975_S2p5,438053,top5_qty_imbalance:0.00606874;stale_quote_log_ms:0.00329187;cross_symbol_arrival_share:0.00510484;receive_event_rate_zscore:-0.00012753;liquidity_tightness:-0.00039357,"{""cross_symbol_arrival_share"": 0.6865509852689058, ""liquidity_tightness"": -1.2223027341630839, ""receive_event_rate_zscore"": 0.010392790455108243, ""stale_quote_log_ms"": 3.9297770662093567, ""top5_qty_imbalance"": -0.041226349362005976}","{""cross_symbol_arrival_share"": 0.1719066957001905, ""liquidity_tightness"": 0.5983895595987211, ""receive_event_rate_zscore"": 1.0588031241173188, ""stale_quote_log_ms"": 3.42690686683992, ""top5_qty_imbalance"": 0.4600988930637711}",0.0192836644120017,train,0,0,0
P196_STALE_SYNCHRONY_H1_INVERSE_Q990_S1p5,284015,top5_qty_imbalance:0.00679395;stale_quote_log_ms:0.00507511;cross_symbol_arrival_share:0.00533062;receive_event_rate_zscore:-0.00000847;liquidity_tightness:0.00028920,"{""cross_symbol_arrival_share"": 0.685413182402338, ""liquidity_tightness"": -0.8445413384722136, ""receive_event_rate_zscore"": 0.0042477442488997414, ""stale_quote_log_ms"": 3.962635113699344, ""top5_qty_imbalance"": -0.05146747839646559}","{""cross_symbol_arrival_share"": 0.17187305682338327, ""liquidity_tightness"": 0.3208398335719912, ""receive_event_rate_zscore"": 1.0387528249538556, ""stale_quote_log_ms"": 3.409148561219445, ""top5_qty_imbalance"": 0.46656843884295257}",0.02548181076017943,train,0,0,0
P196_STALE_SYNCHRONY_H1_INVERSE_Q990_S2p5,438053,top5_qty_imbalance:0.00606874;stale_quote_log_ms:0.00329187;cross_symbol_arrival_share:0.00510484;receive_event_rate_zscore:-0.00012753;liquidity_tightness:-0.00039357,"{""cross_symbol_arrival_share"": 0.6865509852689058, ""liquidity_tightness"": -1.2223027341630839, ""receive_event_rate_zscore"": 0.010392790455108243, ""stale_quote_log_ms"": 3.9297770662093567, ""top5_qty_imbalance"": -0.041226349362005976}","{""cross_symbol_arrival_share"": 0.1719066957001905, ""liquidity_tightness"": 0.5983895595987211, ""receive_event_rate_zscore"": 1.0588031241173188, ""stale_quote_log_ms"": 3.42690686683992, ""top5_qty_imbalance"": 0.4600988930637711}",0.021891916688409226,train,0,0,0
P196_FULL_MICRO_H1_SIGNED_Q975_S1p5,284015,top5_qty_imbalance:0.00679395;l1_qty_imbalance:0.00368279;receive_event_rate_zscore:-0.00000847;top5_x_event_z:-0.00097448;quote_churn_log:0.00000000;depth_refresh_log:0.00000000;stale_quote_log_ms:0.00507511;cross_symbol_arrival_share:0.00533062;liquidity_tightness:0.00028920,"{""cross_symbol_arrival_share"": 0.685413182402338, ""depth_refresh_log"": NaN, ""l1_qty_imbalance"": -0.05350334659428589, ""liquidity_tightness"": -0.8445413384722136, ""quote_churn_log"": NaN, ""receive_event_rate_zscore"": 0.0042477442488997414, ""stale_quote_log_ms"": 3.962635113699344, ""top5_qty_imbalance"": -0.05146747839646559, ""top5_x_event_z"": 0.0008487616018865153}","{""cross_symbol_arrival_share"": 0.17187305682338327, ""depth_refresh_log"": 1.0, ""l1_qty_imbalance"": 0.6852900091603217, ""liquidity_tightness"": 0.3208398335719912, ""quote_churn_log"": 1.0, ""receive_event_rate_zscore"": 1.0387528249538556, ""stale_quote_log_ms"": 3.409148561219445, ""top5_qty_imbalance"": 0.46656843884295257, ""top5_x_event_z"": 0.48769842205585745}",,train,0,0,0
P196_FULL_MICRO_H1_SIGNED_Q975_S2p5,438053,top5_qty_imbalance:0.00606874;l1_qty_imbalance:0.00412127;receive_event_rate_zscore:-0.00012753;top5_x_event_z:-0.00144018;quote_churn_log:0.00000000;depth_refresh_log:0.00000000;stale_quote_log_ms:0.00329187;cross_symbol_arrival_share:0.00510484;liquidity_tightness:-0.00039357,"{""cross_symbol_arrival_share"": 0.6865509852689058, ""depth_refresh_log"": NaN, ""l1_qty_imbalance"": -0.04965352529919921, ""liquidity_tightness"": -1.2223027341630839, ""quote_churn_log"": NaN, ""receive_event_rate_zscore"": 0.010392790455108243, ""stale_quote_log_ms"": 3.9297770662093567, ""top5_qty_imbalance"": -0.041226349362005976, ""top5_x_event_z"": -0.00043794659649088553}","{""cross_symbol_arrival_share"": 0.1719066957001905, ""depth_refresh_log"": 1.0, ""l1_qty_imbalance"": 0.6851756624515547, ""liquidity_tightness"": 0.5983895595987211, ""quote_churn_log"": 1.0, ""receive_event_rate_zscore"": 1.0588031241173188, ""stale_quote_log_ms"": 3.42690686683992, ""top5_qty_imbalance"": 0.4600988930637711, ""top5_x_event_z"": 0.4870877841324229}",,train,0,0,0
P196_FULL_MICRO_H1_SIGNED_Q990_S1p5,284015,top5_qty_imbalance:0.00679395;l1_qty_imbalance:0.00368279;receive_event_rate_zscore:-0.00000847;top5_x_event_z:-0.00097448;quote_churn_log:0.00000000;depth_refresh_log:0.00000000;stale_quote_log_ms:0.00507511;cross_symbol_arrival_share:0.00533062;liquidity_tightness:0.00028920,"{""cross_symbol_arrival_share"": 0.685413182402338, ""depth_refresh_log"": NaN, ""l1_qty_imbalance"": -0.05350334659428589, ""liquidity_tightness"": -0.8445413384722136, ""quote_churn_log"": NaN, ""receive_event_rate_zscore"": 0.0042477442488997414, ""stale_quote_log_ms"": 3.962635113699344, ""top5_qty_imbalance"": -0.05146747839646559, ""top5_x_event_z"": 0.0008487616018865153}","{""cross_symbol_arrival_share"": 0.17187305682338327, ""depth_refresh_log"": 1.0, ""l1_qty_imbalance"": 0.6852900091603217, ""liquidity_tightness"": 0.3208398335719912, ""quote_churn_log"": 1.0, ""receive_event_rate_zscore"": 1.0387528249538556, ""stale_quote_log_ms"": 3.409148561219445, ""top5_qty_imbalance"": 0.46656843884295257, ""top5_x_event_z"": 0.48769842205585745}",,train,0,0,0
P196_FULL_MICRO_H1_SIGNED_Q990_S2p5,438053,top5_qty_imbalance:0.00606874;l1_qty_imbalance:0.00412127;receive_event_rate_zscore:-0.00012753;top5_x_event_z:-0.00144018;quote_churn_log:0.00000000;depth_refresh_log:0.00000000;stale_quote_log_ms:0.00329187;cross_symbol_arrival_share:0.00510484;liquidity_tightness:-0.00039357,"{""cross_symbol_arrival_share"": 0.6865509852689058, ""depth_refresh_log"": NaN, ""l1_qty_imbalance"": -0.04965352529919921, ""liquidity_tightness"": -1.2223027341630839, ""quote_churn_log"": NaN, ""receive_event_rate_zscore"": 0.010392790455108243, ""stale_quote_log_ms"": 3.9297770662093567, ""top5_qty_imbalance"": -0.041226349362005976, ""top5_x_event_z"": -0.00043794659649088553}","{""cross_symbol_arrival_share"": 0.1719066957001905, ""depth_refresh_log"": 1.0, ""l1_qty_imbalance"": 0.6851756624515547, ""liquidity_tightness"": 0.5983895595987211, ""quote_churn_log"": 1.0, ""receive_event_rate_zscore"": 1.0588031241173188, ""stale_quote_log_ms"": 3.42690686683992, ""top5_qty_imbalance"": 0.4600988930637711, ""top5_x_event_z"": 0.4870877841324229}",,train,0,0,0
P196_FULL_MICRO_H1_INVERSE_Q975_S1p5,284015,top5_qty_imbalance:0.00679395;l1_qty_imbalance:0.00368279;receive_event_rate_zscore:-0.00000847;top5_x_event_z:-0.00097448;quote_churn_log:0.00000000;depth_refresh_log:0.00000000;stale_quote_log_ms:0.00507511;cross_symbol_arrival_share:0.00533062;liquidity_tightness:0.00028920,"{""cross_symbol_arrival_share"": 0.685413182402338, ""depth_refresh_log"": NaN, ""l1_qty_imbalance"": -0.05350334659428589, ""liquidity_tightness"": -0.8445413384722136, ""quote_churn_log"": NaN, ""receive_event_rate_zscore"": 0.0042477442488997414, ""stale_quote_log_ms"": 3.962635113699344, ""top5_qty_imbalance"": -0.05146747839646559, ""top5_x_event_z"": 0.0008487616018865153}","{""cross_symbol_arrival_share"": 0.17187305682338327, ""depth_refresh_log"": 1.0, ""l1_qty_imbalance"": 0.6852900091603217, ""liquidity_tightness"": 0.3208398335719912, ""quote_churn_log"": 1.0, ""receive_event_rate_zscore"": 1.0387528249538556, ""stale_quote_log_ms"": 3.409148561219445, ""top5_qty_imbalance"": 0.46656843884295257, ""top5_x_event_z"": 0.48769842205585745}",,train,0,0,0
P196_FULL_MICRO_H1_INVERSE_Q975_S2p5,438053,top5_qty_imbalance:0.00606874;l1_qty_imbalance:0.00412127;receive_event_rate_zscore:-0.00012753;top5_x_event_z:-0.00144018;quote_churn_log:0.00000000;depth_refresh_log:0.00000000;stale_quote_log_ms:0.00329187;cross_symbol_arrival_share:0.00510484;liquidity_tightness:-0.00039357,"{""cross_symbol_arrival_share"": 0.6865509852689058, ""depth_refresh_log"": NaN, ""l1_qty_imbalance"": -0.04965352529919921, ""liquidity_tightness"": -1.2223027341630839, ""quote_churn_log"": NaN, ""receive_event_rate_zscore"": 0.010392790455108243, ""stale_quote_log_ms"": 3.9297770662093567, ""top5_qty_imbalance"": -0.041226349362005976, ""top5_x_event_z"": -0.00043794659649088553}","{""cross_symbol_arrival_share"": 0.1719066957001905, ""depth_refresh_log"": 1.0, ""l1_qty_imbalance"": 0.6851756624515547, ""liquidity_tightness"": 0.5983895595987211, ""quote_churn_log"": 1.0, ""receive_event_rate_zscore"": 1.0588031241173188, ""stale_quote_log_ms"": 3.42690686683992, ""top5_qty_imbalance"": 0.4600988930637711, ""top5_x_event_z"": 0.4870877841324229}",,train,0,0,0
P196_FULL_MICRO_H1_INVERSE_Q990_S1p5,284015,top5_qty_imbalance:0.00679395;l1_qty_imbalance:0.00368279;receive_event_rate_zscore:-0.00000847;top5_x_event_z:-0.00097448;quote_churn_log:0.00000000;depth_refresh_log:0.00000000;stale_quote_log_ms:0.00507511;cross_symbol_arrival_share:0.00533062;liquidity_tightness:0.00028920,"{""cross_symbol_arrival_share"": 0.685413182402338, ""depth_refresh_log"": NaN, ""l1_qty_imbalance"": -0.05350334659428589, ""liquidity_tightness"": -0.8445413384722136, ""quote_churn_log"": NaN, ""receive_event_rate_zscore"": 0.0042477442488997414, ""stale_quote_log_ms"": 3.962635113699344, ""top5_qty_imbalance"": -0.05146747839646559, ""top5_x_event_z"": 0.0008487616018865153}","{""cross_symbol_arrival_share"": 0.17187305682338327, ""depth_refresh_log"": 1.0, ""l1_qty_imbalance"": 0.6852900091603217, ""liquidity_tightness"": 0.3208398335719912, ""quote_churn_log"": 1.0, ""receive_event_rate_zscore"": 1.0387528249538556, ""stale_quote_log_ms"": 3.409148561219445, ""top5_qty_imbalance"": 0.46656843884295257, ""top5_x_event_z"": 0.48769842205585745}",,train,0,0,0
P196_FULL_MICRO_H1_INVERSE_Q990_S2p5,438053,top5_qty_imbalance:0.00606874;l1_qty_imbalance:0.00412127;receive_event_rate_zscore:-0.00012753;top5_x_event_z:-0.00144018;quote_churn_log:0.00000000;depth_refresh_log:0.00000000;stale_quote_log_ms:0.00329187;cross_symbol_arrival_share:0.00510484;liquidity_tightness:-0.00039357,"{""cross_symbol_arrival_share"": 0.6865509852689058, ""depth_refresh_log"": NaN, ""l1_qty_imbalance"": -0.04965352529919921, ""liquidity_tightness"": -1.2223027341630839, ""quote_churn_log"": NaN, ""receive_event_rate_zscore"": 0.010392790455108243, ""stale_quote_log_ms"": 3.9297770662093567, ""top5_qty_imbalance"": -0.041226349362005976, ""top5_x_event_z"": -0.00043794659649088553}","{""cross_symbol_arrival_share"": 0.1719066957001905, ""depth_refresh_log"": 1.0, ""l1_qty_imbalance"": 0.6851756624515547, ""liquidity_tightness"": 0.5983895595987211, ""quote_churn_log"": 1.0, ""receive_event_rate_zscore"": 1.0588031241173188, ""stale_quote_log_ms"": 3.42690686683992, ""top5_qty_imbalance"": 0.4600988930637711, ""top5_x_event_z"": 0.4870877841324229}",,train,0,0,0
P196_IMBALANCE_EVENT_H5_SIGNED_Q975_S1p5,105327,top5_qty_imbalance:0.01063367;l1_qty_imbalance:0.00491704;receive_event_rate_zscore:0.00027856;top5_x_event_z:-0.00130850;l1_x_event_z:0.00321767,"{""l1_qty_imbalance"": -0.05819202378834448, ""l1_x_event_z"": 0.003232376458088921, ""receive_event_rate_zscore"": 0.050093427365700896, ""top5_qty_imbalance"": -0.05363450443125951, ""top5_x_event_z"": -0.0005306403501858078}","{""l1_qty_imbalance"": 0.681279304763258, ""l1_x_event_z"": 0.5937813151989275, ""receive_event_rate_zscore"": 0.8659957888525159, ""top5_qty_imbalance"": 0.4636321201652435, ""top5_x_event_z"": 0.40568543239221844}",0.02696243449013161,train,0,0,0
