model_id,latency_profile_id,split_bucket,decision_events,decision_rate,dates_with_events,symbols_with_events,net_return_bps_after_cost_proxy_mean,net_edge_over_shuffled_time_bps_mean,net_positive_event_fraction,test_rows_used,promotion_allowed
P196_LIQUIDITY_CHURN_H5_INVERSE_Q990_S2p5,P180_RETAIL_MARKETABLE_DEFAULT,train,0,0.0,0,0,,,,0,0
P196_LIQUIDITY_CHURN_H5_INVERSE_Q990_S2p5,P180_STRESSED_RETAIL,train,0,0.0,0,0,,,,0,0
P196_STALE_SYNCHRONY_H5_SIGNED_Q975_S1p5,P180_RETAIL_MARKETABLE_DEFAULT,train,2634,0.025007832749437468,3,29,11.263108291687532,-2.7623225566375954e-15,0.004176157934700076,0,0
P196_STALE_SYNCHRONY_H5_SIGNED_Q975_S1p5,P180_STRESSED_RETAIL,train,2634,0.025007832749437468,3,29,9.167681474075792,0.0,0.0026575550493545936,0,0
P196_STALE_SYNCHRONY_H5_SIGNED_Q975_S2p5,P180_RETAIL_MARKETABLE_DEFAULT,train,4121,0.02500515757921435,3,31,9.584228770754917,0.004383400538156983,0.0036398932297985924,0,0
P196_STALE_SYNCHRONY_H5_SIGNED_Q975_S2p5,P180_STRESSED_RETAIL,train,4121,0.02500515757921435,3,31,7.260233571672968,0.002380806578764951,0.0026692550351856345,0,0
P196_STALE_SYNCHRONY_H5_SIGNED_Q990_S1p5,P180_RETAIL_MARKETABLE_DEFAULT,train,1054,0.01000693079647194,3,29,35.866957785681635,-1.7257963980510973e-15,0.007590132827324478,0,0
P196_STALE_SYNCHRONY_H5_SIGNED_Q990_S1p5,P180_STRESSED_RETAIL,train,1054,0.01000693079647194,3,29,33.69824843235634,6.903185592204389e-15,0.0056925996204933585,0,0
P196_STALE_SYNCHRONY_H5_SIGNED_Q990_S2p5,P180_RETAIL_MARKETABLE_DEFAULT,train,1649,0.010005703675837046,3,31,30.199518878829828,-4.412345430068785e-15,0.006064281382656155,0,0
P196_STALE_SYNCHRONY_H5_SIGNED_Q990_S2p5,P180_STRESSED_RETAIL,train,1649,0.010005703675837046,3,31,27.842633279928403,4.412345430068785e-15,0.004851425106124924,0,0
P196_STALE_SYNCHRONY_H5_INVERSE_Q975_S1p5,P180_RETAIL_MARKETABLE_DEFAULT,train,2634,0.025007832749437468,3,29,-34.49482820767807,8.286967669912785e-15,0.0011389521640091116,0,0
P196_STALE_SYNCHRONY_H5_INVERSE_Q975_S1p5,P180_STRESSED_RETAIL,train,2634,0.025007832749437468,3,29,-36.59025502528981,2.0717419174781963e-15,0.0011389521640091116,0,0
P196_STALE_SYNCHRONY_H5_INVERSE_Q975_S2p5,P180_RETAIL_MARKETABLE_DEFAULT,train,4121,0.02500515757921435,3,31,-34.23194622975349,-0.0043880132600463626,0.0021839359378791555,0,0
P196_STALE_SYNCHRONY_H5_INVERSE_Q975_S2p5,P180_STRESSED_RETAIL,train,4121,0.02500515757921435,3,31,-36.555941428835425,-0.00415444921951722,0.001455957291919437,0,0
P196_STALE_SYNCHRONY_H5_INVERSE_Q990_S1p5,P180_RETAIL_MARKETABLE_DEFAULT,train,1054,0.01000693079647194,3,29,-59.25080541860376,0.0,0.0018975332068311196,0,0
P196_STALE_SYNCHRONY_H5_INVERSE_Q990_S1p5,P180_STRESSED_RETAIL,train,1054,0.01000693079647194,3,29,-61.41951477192908,-3.4515927961021945e-15,0.0018975332068311196,0,0
P196_STALE_SYNCHRONY_H5_INVERSE_Q990_S2p5,P180_RETAIL_MARKETABLE_DEFAULT,train,1649,0.010005703675837046,3,31,-54.91144440520044,2.2061727150343924e-15,0.001212856276531231,0,0
P196_STALE_SYNCHRONY_H5_INVERSE_Q990_S2p5,P180_STRESSED_RETAIL,train,1649,0.010005703675837046,3,31,-57.26833000410186,-2.2061727150343924e-15,0.001212856276531231,0,0
P196_FULL_MICRO_H5_SIGNED_Q975_S1p5,P180_RETAIL_MARKETABLE_DEFAULT,train,0,0.0,0,0,,,,0,0
P196_FULL_MICRO_H5_SIGNED_Q975_S1p5,P180_STRESSED_RETAIL,train,0,0.0,0,0,,,,0,0
P196_FULL_MICRO_H5_SIGNED_Q975_S2p5,P180_RETAIL_MARKETABLE_DEFAULT,train,0,0.0,0,0,,,,0,0
P196_FULL_MICRO_H5_SIGNED_Q975_S2p5,P180_STRESSED_RETAIL,train,0,0.0,0,0,,,,0,0
P196_FULL_MICRO_H5_SIGNED_Q990_S1p5,P180_RETAIL_MARKETABLE_DEFAULT,train,0,0.0,0,0,,,,0,0
P196_FULL_MICRO_H5_SIGNED_Q990_S1p5,P180_STRESSED_RETAIL,train,0,0.0,0,0,,,,0,0
P196_FULL_MICRO_H5_SIGNED_Q990_S2p5,P180_RETAIL_MARKETABLE_DEFAULT,train,0,0.0,0,0,,,,0,0
P196_FULL_MICRO_H5_SIGNED_Q990_S2p5,P180_STRESSED_RETAIL,train,0,0.0,0,0,,,,0,0
P196_FULL_MICRO_H5_INVERSE_Q975_S1p5,P180_RETAIL_MARKETABLE_DEFAULT,train,0,0.0,0,0,,,,0,0
P196_FULL_MICRO_H5_INVERSE_Q975_S1p5,P180_STRESSED_RETAIL,train,0,0.0,0,0,,,,0,0
P196_FULL_MICRO_H5_INVERSE_Q975_S2p5,P180_RETAIL_MARKETABLE_DEFAULT,train,0,0.0,0,0,,,,0,0
P196_FULL_MICRO_H5_INVERSE_Q975_S2p5,P180_STRESSED_RETAIL,train,0,0.0,0,0,,,,0,0
P196_FULL_MICRO_H5_INVERSE_Q990_S1p5,P180_RETAIL_MARKETABLE_DEFAULT,train,0,0.0,0,0,,,,0,0
P196_FULL_MICRO_H5_INVERSE_Q990_S1p5,P180_STRESSED_RETAIL,train,0,0.0,0,0,,,,0,0
P196_FULL_MICRO_H5_INVERSE_Q990_S2p5,P180_RETAIL_MARKETABLE_DEFAULT,train,0,0.0,0,0,,,,0,0
P196_FULL_MICRO_H5_INVERSE_Q990_S2p5,P180_STRESSED_RETAIL,train,0,0.0,0,0,,,,0,0
