work_order_id,source_scenario_id,symbol,announcement_time_ist,market_session,diagnostic_trade_date,diagnostic_start_rule,description,status,horizon_seconds,start_ms,entry_ms,exit_ms,entry_delay_ms,holding_ms,forced_exit,entry_mid,exit_mid,mid_return_bps,entry_bid,entry_ask,exit_bid,exit_ask,entry_spread,exit_spread,entry_top5_qty_imbalance,exit_top5_qty_imbalance,entry_l2_l5_qty_imbalance,exit_l2_l5_qty_imbalance,entry_top5_order_imbalance,exit_top5_order_imbalance,quantity,buy_value_inr,sell_value_inr,gross_pnl_inr,zerodha_charges_1x_inr,zerodha_charges_2x_inr,net_pnl_inr,side_flip_net_pnl_inr,initial_capital_inr,fixed_notional_inr,max_concurrent_positions,cost_model_version,cost_profile,capacity_selected,proxy_symbol,lookback_seconds,proxy_entry_mid,proxy_lookback_mid,proxy_exit_mid,proxy_pre_return_bps,proxy_event_return_bps
P341_2026-07-09_DRREDDY_106691390,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,DRREDDY,09-Jul-2026 09:18:50,regular_session,2026-07-09,first_real_tick_after_announcement,General Updates,filled,900,1783568930000,1783578354989,1783579255736,9424989,900747,0,1269.25,1273.35,32.30254087059215,1269.0,1269.5,1273.2,1273.5,0.5,0.2999999999999545,-0.4926151172893136,-0.5204110762203825,-0.5253333333333333,-0.5292056074766355,-0.3103448275862069,-0.0384615384615384,78,99021.0,99309.6,288.6000000000058,82.58938442360001,165.17876884720002,123.4212311528058,-453.7787688472058,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,1,NIFTYBEES,300,273.42999999999995,273.42999999999995,273.595,0.0,6.034451230665372
P341_2026-07-09_DRREDDY_106691390,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,DRREDDY,09-Jul-2026 09:18:50,regular_session,2026-07-09,first_real_tick_after_announcement,General Updates,filled,900,1783568930000,1783578354989,1783579255736,9424989,900747,0,1269.25,1273.35,32.30254087059215,1269.0,1269.5,1273.2,1273.5,0.5,0.2999999999999545,-0.4926151172893136,-0.5204110762203825,-0.5253333333333333,-0.5292056074766355,-0.3103448275862069,-0.0384615384615384,78,99021.0,99309.6,288.6000000000058,82.58938442360001,165.17876884720002,123.4212311528058,-453.7787688472058,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,1,NIFTYBEES,900,273.42999999999995,273.42999999999995,273.595,0.0,6.034451230665372
P341_2026-07-09_DRREDDY_106691390,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,DRREDDY,09-Jul-2026 09:18:50,regular_session,2026-07-09,first_real_tick_after_announcement,General Updates,filled,900,1783568930000,1783578354989,1783579255736,9424989,900747,0,1269.25,1273.35,32.30254087059215,1269.0,1269.5,1273.2,1273.5,0.5,0.2999999999999545,-0.4926151172893136,-0.5204110762203825,-0.5253333333333333,-0.5292056074766355,-0.3103448275862069,-0.0384615384615384,78,99021.0,99309.6,288.6000000000058,82.58938442360001,165.17876884720002,123.4212311528058,-453.7787688472058,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,1,BANKBEES,300,593.3050000000001,593.3050000000001,593.245,0.0,-1.0112842467202565
P341_2026-07-09_DRREDDY_106691390,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,DRREDDY,09-Jul-2026 09:18:50,regular_session,2026-07-09,first_real_tick_after_announcement,General Updates,filled,900,1783568930000,1783578354989,1783579255736,9424989,900747,0,1269.25,1273.35,32.30254087059215,1269.0,1269.5,1273.2,1273.5,0.5,0.2999999999999545,-0.4926151172893136,-0.5204110762203825,-0.5253333333333333,-0.5292056074766355,-0.3103448275862069,-0.0384615384615384,78,99021.0,99309.6,288.6000000000058,82.58938442360001,165.17876884720002,123.4212311528058,-453.7787688472058,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,1,BANKBEES,900,593.3050000000001,593.3050000000001,593.245,0.0,-1.0112842467202565
P341_2026-07-09_DRREDDY_106691463,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,DRREDDY,09-Jul-2026 09:38:43,regular_session,2026-07-09,first_real_tick_after_announcement,Analysts/Institutional Investor Meet/Con. Call Updates,filled,900,1783570123000,1783578354989,1783579255736,8231989,900747,0,1269.25,1273.35,32.30254087059215,1269.0,1269.5,1273.2,1273.5,0.5,0.2999999999999545,-0.4926151172893136,-0.5204110762203825,-0.5253333333333333,-0.5292056074766355,-0.3103448275862069,-0.0384615384615384,78,99021.0,99309.6,288.6000000000058,82.58938442360001,165.17876884720002,123.4212311528058,-453.7787688472058,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,1,NIFTYBEES,300,273.42999999999995,273.42999999999995,273.595,0.0,6.034451230665372
P341_2026-07-09_DRREDDY_106691463,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,DRREDDY,09-Jul-2026 09:38:43,regular_session,2026-07-09,first_real_tick_after_announcement,Analysts/Institutional Investor Meet/Con. Call Updates,filled,900,1783570123000,1783578354989,1783579255736,8231989,900747,0,1269.25,1273.35,32.30254087059215,1269.0,1269.5,1273.2,1273.5,0.5,0.2999999999999545,-0.4926151172893136,-0.5204110762203825,-0.5253333333333333,-0.5292056074766355,-0.3103448275862069,-0.0384615384615384,78,99021.0,99309.6,288.6000000000058,82.58938442360001,165.17876884720002,123.4212311528058,-453.7787688472058,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,1,NIFTYBEES,900,273.42999999999995,273.42999999999995,273.595,0.0,6.034451230665372
P341_2026-07-09_DRREDDY_106691463,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,DRREDDY,09-Jul-2026 09:38:43,regular_session,2026-07-09,first_real_tick_after_announcement,Analysts/Institutional Investor Meet/Con. Call Updates,filled,900,1783570123000,1783578354989,1783579255736,8231989,900747,0,1269.25,1273.35,32.30254087059215,1269.0,1269.5,1273.2,1273.5,0.5,0.2999999999999545,-0.4926151172893136,-0.5204110762203825,-0.5253333333333333,-0.5292056074766355,-0.3103448275862069,-0.0384615384615384,78,99021.0,99309.6,288.6000000000058,82.58938442360001,165.17876884720002,123.4212311528058,-453.7787688472058,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,1,BANKBEES,300,593.3050000000001,593.3050000000001,593.245,0.0,-1.0112842467202565
P341_2026-07-09_DRREDDY_106691463,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,DRREDDY,09-Jul-2026 09:38:43,regular_session,2026-07-09,first_real_tick_after_announcement,Analysts/Institutional Investor Meet/Con. Call Updates,filled,900,1783570123000,1783578354989,1783579255736,8231989,900747,0,1269.25,1273.35,32.30254087059215,1269.0,1269.5,1273.2,1273.5,0.5,0.2999999999999545,-0.4926151172893136,-0.5204110762203825,-0.5253333333333333,-0.5292056074766355,-0.3103448275862069,-0.0384615384615384,78,99021.0,99309.6,288.6000000000058,82.58938442360001,165.17876884720002,123.4212311528058,-453.7787688472058,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,1,BANKBEES,900,593.3050000000001,593.3050000000001,593.245,0.0,-1.0112842467202565
P341_2026-07-09_RELIANCE_106691045,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,RELIANCE,08-Jul-2026 19:08:15,post_close,2026-07-09,market_open_next_available_real_l2_day,Other Restructuring,filled,900,1783568700000,1783578354989,1783579255736,9654989,900747,0,1288.6,1291.25,20.56495421387623,1288.5,1288.7,1291.1,1291.4,0.2000000000000454,0.3000000000001819,-0.4714001637618435,0.2489830508474576,-0.477136475843423,0.2811286809961178,0.2439024390243902,0.4,77,99229.9,99414.7,184.7999999999884,82.60739690759999,165.21479381519998,19.585206184788376,-350.01479381518834,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,0,NIFTYBEES,300,273.42999999999995,273.42999999999995,273.595,0.0,6.034451230665372
P341_2026-07-09_RELIANCE_106691045,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,RELIANCE,08-Jul-2026 19:08:15,post_close,2026-07-09,market_open_next_available_real_l2_day,Other Restructuring,filled,900,1783568700000,1783578354989,1783579255736,9654989,900747,0,1288.6,1291.25,20.56495421387623,1288.5,1288.7,1291.1,1291.4,0.2000000000000454,0.3000000000001819,-0.4714001637618435,0.2489830508474576,-0.477136475843423,0.2811286809961178,0.2439024390243902,0.4,77,99229.9,99414.7,184.7999999999884,82.60739690759999,165.21479381519998,19.585206184788376,-350.01479381518834,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,0,NIFTYBEES,900,273.42999999999995,273.42999999999995,273.595,0.0,6.034451230665372
