scenario_id,scope,proxy_symbol,lookback_seconds,rule_id,work_order_id,symbol,diagnostic_trade_date,description,side,entry_mid,exit_mid,quantity,proxy_pre_return_bps,proxy_event_return_bps,entry_l2_l5_qty_imbalance,entry_top5_qty_imbalance,gross_pnl_inr,cost200_inr,net_pnl_inr
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-10_BAJAJ-AUTO_106693161,BAJAJ-AUTO,2026-07-10,Analysts/Institutional Investor Meet/Con. Call Updates,long,10198.25,10167.75,9,-0.1817884346200227,-9.816753926701338,-0.5596330275229358,-0.4713656387665198,-274.5,159.62092738200002,-434.120927382
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-10_DRREDDY_106692956,DRREDDY,2026-07-10,Analysts/Institutional Investor Meet/Con. Call Updates,long,1240.45,1239.8000000000002,80,0.0,4.735193414437955,-0.5323901712583767,-0.4679802955665024,-51.999999999989086,165.211239744,-217.2112397439891
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-10_HCLTECH_106692256,HCLTECH,2026-07-10,Updates,short,1182.5,1175.65,84,0.0,4.735193414437955,0.4723618090452261,0.4818401937046004,575.3999999999924,165.1904190928,410.2095809071924
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-10_HDFCBANK_106692277,HDFCBANK,2026-07-10,Analysts/Institutional Investor Meet/Con. Call Updates,short,824.5,823.875,121,0.0,4.735193414437955,0.4010614101592115,0.5092165898617511,75.625,165.3144900976,-89.68949009759999
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-10_KOTAKBANK_106692598,KOTAKBANK,2026-07-10,General Updates,long,377.875,380.15,264,0.0,4.735193414437955,-0.50625,-0.5037364130434783,600.599999999994,165.3602739808,435.239726019194
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-10_KOTAKBANK_106692658,KOTAKBANK,2026-07-10,General Updates,long,377.875,380.15,264,0.0,4.735193414437955,-0.50625,-0.5037364130434783,600.599999999994,165.3602739808,435.239726019194
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-10_TCS_106692052,TCS,2026-07-10,Outcome of Board Meeting,long,2115.3,2088.8,47,0.0,4.735193414437955,-0.8729838709677419,-0.7599243856332704,-1245.5,165.1565340856,-1410.6565340856
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-10_TCS_106692059,TCS,2026-07-10,Dividend,long,2115.3,2088.8,47,0.0,4.735193414437955,-0.8729838709677419,-0.7599243856332704,-1245.5,165.1565340856,-1410.6565340856
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-10_TCS_106692063,TCS,2026-07-10,Press Release,long,2115.3,2088.8,47,0.0,4.735193414437955,-0.8729838709677419,-0.7599243856332704,-1245.5,165.1565340856,-1410.6565340856
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-10_TCS_106692067,TCS,2026-07-10,General Updates,long,2115.3,2088.8,47,0.0,4.735193414437955,-0.8729838709677419,-0.7599243856332704,-1245.5,165.1565340856,-1410.6565340856
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-10_TCS_106692731,TCS,2026-07-10,Analysts/Institutional Investor Meet/Con. Call Updates,long,2115.3,2088.8,47,0.0,4.735193414437955,-0.8729838709677419,-0.7599243856332704,-1245.5,165.1565340856,-1410.6565340856
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-13_HDFCBANK_106694495,HDFCBANK,2026-07-13,Shareholders meeting,short,817.25,812.1,122,0.0,-7.685410529013614,0.8965766199386318,0.8658361844606252,628.2999999999972,165.2541837284,463.04581627159723
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-13_RELIANCE_106693860,RELIANCE,2026-07-13,Analysts/Institutional Investor Meet/Con. Call Updates,short,1299.9,1304.6999999999998,76,0.0,-7.685410529013614,0.7711144427786107,0.6019059995668182,-364.79999999997926,165.1370054752,-529.9370054751793
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-13_SBIN_106694291,SBIN,2026-07-13,General Updates,long,1023.55,1028.1999999999998,97,0.0,-7.685410529013614,-0.838962605548854,-0.6822679860925381,451.04999999998677,165.24605469879998,285.8039453011868
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-13_TCS_106694050,TCS,2026-07-13,Copy of Newspaper Publication,short,2072.9,2097.3,48,0.0,-7.685410529013614,0.4212860310421286,0.379800853485064,-1171.2000000000044,165.35884606719998,-1336.5588460672043
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-14_CIPLA_106695963,CIPLA,2026-07-14,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",short,1427.3,1445.35,70,0.0,11.855688906725614,0.351981351981352,0.4222222222222222,-1263.4999999999968,165.439893952,-1428.9398939519967
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-14_HCLTECH_106695829,HCLTECH,2026-07-14,Outcome of Board Meeting,long,1199.8,1199.15,83,0.0,11.855688906725614,-0.95661025575773,-0.9576811235537958,-53.94999999998868,165.2729619436,-219.22296194358867
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-14_HCLTECH_106695847,HCLTECH,2026-07-14,Press Release,long,1199.8,1199.15,83,0.0,11.855688906725614,-0.95661025575773,-0.9576811235537958,-53.94999999998868,165.2729619436,-219.22296194358867
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-14_HCLTECH_106695856,HCLTECH,2026-07-14,General Updates,long,1199.8,1199.15,83,0.0,11.855688906725614,-0.95661025575773,-0.9576811235537958,-53.94999999998868,165.2729619436,-219.22296194358867
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-14_HCLTECH_106695864,HCLTECH,2026-07-14,Dividend,long,1199.8,1199.15,83,0.0,11.855688906725614,-0.95661025575773,-0.9576811235537958,-53.94999999998868,165.2729619436,-219.22296194358867
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-14_HCLTECH_106695871,HCLTECH,2026-07-14,Record Date,long,1199.8,1199.15,83,0.0,11.855688906725614,-0.95661025575773,-0.9576811235537958,-53.94999999998868,165.2729619436,-219.22296194358867
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-14_HCLTECH_106695928,HCLTECH,2026-07-14,General Updates,long,1199.8,1199.15,83,0.0,11.855688906725614,-0.95661025575773,-0.9576811235537958,-53.94999999998868,165.2729619436,-219.22296194358867
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-14_HCLTECH_106695980,HCLTECH,2026-07-14,Change in Director(s),long,1199.8,1199.15,83,0.0,11.855688906725614,-0.95661025575773,-0.9576811235537958,-53.94999999998868,165.2729619436,-219.22296194358867
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-14_HCLTECH_106695992,HCLTECH,2026-07-14,Updates,long,1199.8,1199.15,83,0.0,11.855688906725614,-0.95661025575773,-0.9576811235537958,-53.94999999998868,165.2729619436,-219.22296194358867
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-14_HCLTECH_106696002,HCLTECH,2026-07-14,Updates,long,1199.8,1199.15,83,0.0,11.855688906725614,-0.95661025575773,-0.9576811235537958,-53.94999999998868,165.2729619436,-219.22296194358867
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-14_HCLTECH_106696014,HCLTECH,2026-07-14,Updates,long,1199.8,1199.15,83,0.0,11.855688906725614,-0.95661025575773,-0.9576811235537958,-53.94999999998868,165.2729619436,-219.22296194358867
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-14_HCLTECH_106696210,HCLTECH,2026-07-14,Updates,long,1199.8,1199.15,83,0.0,11.855688906725614,-0.95661025575773,-0.9576811235537958,-53.94999999998868,165.2729619436,-219.22296194358867
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-14_HCLTECH_106696346,HCLTECH,2026-07-14,Analysts/Institutional Investor Meet/Con. Call Updates,long,1199.8,1199.15,83,0.0,11.855688906725614,-0.95661025575773,-0.9576811235537958,-53.94999999998868,165.2729619436,-219.22296194358867
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-14_SBIN_106695773,SBIN,2026-07-14,General Updates,long,1033.55,1028.05,96,0.0,11.855688906725614,-0.8894830659536542,-0.8895585600260629,-528.0,165.1624366336,-693.1624366336
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-15_AXISBANK_106697208,AXISBANK,2026-07-15,General Updates,long,1326.85,1342.25,75,0.0,31.746031746031633,-0.9246729815065404,-0.717651678774789,1155.0000000000068,165.35406973,989.6459302700068
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-15_AXISBANK_106697779,AXISBANK,2026-07-15,ESOP/ESOS/ESPS,long,1326.85,1342.25,75,0.0,31.746031746031633,-0.9246729815065404,-0.717651678774789,1155.0000000000068,165.35406973,989.6459302700068
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-15_AXISBANK_106697899,AXISBANK,2026-07-15,General Updates,long,1326.85,1342.25,75,0.0,31.746031746031633,-0.9246729815065404,-0.717651678774789,1155.0000000000068,165.35406973,989.6459302700068
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-15_AXISBANK_106697950,AXISBANK,2026-07-15,General Updates,long,1326.85,1342.25,75,0.0,31.746031746031633,-0.9246729815065404,-0.717651678774789,1155.0000000000068,165.35406973,989.6459302700068
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-15_BAJAJ-AUTO_106697273,BAJAJ-AUTO,2026-07-15,General Updates,short,10204.25,10330.5,9,0.0,31.016237912788736,0.8369098712446352,0.7860082304526749,-1136.25,159.74004639599997,-1295.990046396
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-15_BHARTIARTL_106697323,BHARTIARTL,2026-07-15,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",short,1945.55,1942.9,51,0.0,31.746031746031633,0.2915531335149863,0.608092485549133,135.14999999999304,165.1917526444,-30.041752644406955
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-15_HINDUNILVR_106697752,HINDUNILVR,2026-07-15,Copy of Newspaper Publication,short,2123.5,2114.05,47,0.0,31.746031746031633,0.6438356164383562,0.6020671834625323,444.14999999999145,165.2961127304,278.85388726959144
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-15_ICICIBANK_106697294,ICICIBANK,2026-07-15,Analysts/Institutional Investor Meet/Con. Call Updates,long,1412.3,1422.05,70,0.0,31.746031746031633,-0.90309507585267,-0.878622739658162,682.5,165.176219296,517.323780704
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-15_ICICIBANK_106697317,ICICIBANK,2026-07-15,General Updates,long,1412.3,1422.05,70,0.0,31.746031746031633,-0.90309507585267,-0.878622739658162,682.5,165.176219296,517.323780704
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-15_INFY_106697740,INFY,2026-07-15,Updates,long,1079.1999999999998,1085.15,92,0.0,31.016237912788736,-0.543870438704387,-0.5466829218734126,547.4000000000251,165.26017361919995,382.1398263808252
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-15_SUNPHARMA_106697486,SUNPHARMA,2026-07-15,Analysts/Institutional Investor Meet/Con. Call Updates,short,1952.7,1949.3,51,0.0,31.746031746031633,0.7646263104497801,0.7580428954423593,173.40000000000464,165.27354320080002,8.126456799204618
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-15_SUNPHARMA_106697990,SUNPHARMA,2026-07-15,Press Release,short,1952.7,1949.3,51,0.0,31.746031746031633,0.7646263104497801,0.7580428954423593,173.40000000000464,165.27354320080002,8.126456799204618
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-15_ULTRACEMCO_106697207,ULTRACEMCO,2026-07-15,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",long,11539.0,11632.5,8,0.0,31.746031746031633,-0.8186528497409327,-0.7874396135265701,748.0,159.8112648,588.1887352
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-15_ULTRACEMCO_106698570,ULTRACEMCO,2026-07-15,Copy of Newspaper Publication,long,11811.5,11832.5,8,-0.18266508356901134,-2.0093526231212966,-0.3596614950634696,-0.3272727272727272,168.0,162.22275641599998,5.7772435840000185
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-16_DRREDDY_106698720,DRREDDY,2026-07-16,General Updates,short,1228.45,1230.15,81,0.0,0.1822323462419284,0.3288987435328899,0.659308314937454,-137.70000000000368,165.27707530240002,-302.9770753024037
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-16_HCLTECH_106699373,HCLTECH,2026-07-16,Analysts/Institutional Investor Meet/Con. Call Updates,long,1175.1999999999998,1194.75,85,0.0,0.0,-0.4528484068233022,-0.4340815681315207,1661.7500000000155,165.469365106,1496.2806348940155
