shard_index,shard_path,trade_date,exchange,symbol,strategy_id,execution_profile,fill_model_id,horizon_ticks,scheduled_events,expected_filled_events,avg_fill_probability,avg_depth25_materiality,avg_abs_deep_imbalance_2_5,avg_spread_bps,expected_gross_return,expected_cost_return,expected_net_return,expected_net_pnl_inr,worst_event_pnl_inr,zerodha_cost200_bps,passive_aware,uses_full_depth_1_5,uses_depth_2_5_materiality,l1_only_variant
8,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=CIPLA\part-00000.parquet,2026-01-01,NSE,CIPLA,P351_FULL_DEPTH_SHOCK_REVERSAL,taker_cost200_fixed_capital,P351_TAKER_DETERMINISTIC,6,55,55.0,1.0,0.8823558306900239,0.5671384452915856,2.7736439085047877,-0.002938376020407696,0.12387769483010966,-0.12681607085051733,-9511.205313788802,-846.71765708327,19.74957333333333,0,1,1,0
8,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=CIPLA\part-00000.parquet,2026-01-01,NSE,CIPLA,P351_FULL_DEPTH_SHOCK_REVERSAL,passive_base_back_of_queue_cost200,P351_PASSIVE_BASE_BACK_OF_QUEUE,6,55,21.855191684263467,0.39736712153206305,0.8823558306900239,0.5671384452915856,2.7736439085047873,-0.0011666554484409059,0.0529340350808153,-0.054100690529256215,-4057.5517896942156,-859.4128120950917,19.74957333333333,1,1,1,0
8,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=CIPLA\part-00000.parquet,2026-01-01,NSE,CIPLA,P351_FULL_DEPTH_SHOCK_REVERSAL,passive_pessimistic_back_of_queue_cost200,P351_PASSIVE_PESSIMISTIC_BACK_OF_QUEUE,6,55,14.57012778950898,0.2649114143547087,0.8823558306900239,0.5671384452915857,2.7736439085047877,-0.0007777702989606049,0.03953807349737257,-0.04031584379633318,-3023.688284724988,-881.2908532462097,19.74957333333333,1,1,1,0
8,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=CIPLA\part-00000.parquet,2026-01-01,NSE,CIPLA,P351_VOLUME_ABSORPTION_REVERSAL,taker_cost200_fixed_capital,P351_TAKER_DETERMINISTIC,6,144,144.0,1.0,0.8823550528703111,0.5691744440253379,2.7701320877515103,0.01615592327187576,0.32428375806362164,-0.308127834791746,-23109.58760938095,-846.71765708327,19.74957333333333,0,1,1,0
8,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=CIPLA\part-00000.parquet,2026-01-01,NSE,CIPLA,P351_VOLUME_ABSORPTION_REVERSAL,passive_base_back_of_queue_cost200,P351_PASSIVE_BASE_BACK_OF_QUEUE,6,144,57.22840483095321,0.39741947799273064,0.8823550528703111,0.5691744440253378,2.770132087751511,0.006422657923471768,0.13860214939795115,-0.13217949147447938,-9913.461860585952,-859.4128120950917,19.74957333333333,1,1,1,0
8,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=CIPLA\part-00000.parquet,2026-01-01,NSE,CIPLA,P351_VOLUME_ABSORPTION_REVERSAL,passive_pessimistic_back_of_queue_cost200,P351_PASSIVE_PESSIMISTIC_BACK_OF_QUEUE,6,144,38.15226988730215,0.26494631866182045,0.8823550528703111,0.5691744440253378,2.770132087751511,0.004281771948981178,0.10352480037843803,-0.09924302842945686,-7443.227132209264,-881.2908532462097,19.74957333333333,1,1,1,0
9,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=DRREDDY\part-00000.parquet,2026-01-01,NSE,DRREDDY,P351_FULL_DEPTH_SHOCK_REVERSAL,taker_cost200_fixed_capital,P351_TAKER_DETERMINISTIC,6,65,65.0,1.0,0.8823552976429385,0.2103886582202205,2.404415168266677,0.030510369769002232,0.14400092526040004,-0.1134905554913978,-8511.791661854833,-352.3996178322699,19.74957333333333,0,1,1,0
9,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=DRREDDY\part-00000.parquet,2026-01-01,NSE,DRREDDY,P351_FULL_DEPTH_SHOCK_REVERSAL,passive_base_back_of_queue_cost200,P351_PASSIVE_BASE_BACK_OF_QUEUE,6,65,26.18884662899128,0.402905332753712,0.8823552976429384,0.21038865822022054,2.4044151682666763,0.012290928179272534,0.06309185993176089,-0.05080093175248837,-3810.069881436627,-366.9336841624808,19.74957333333333,1,1,1,0
9,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=DRREDDY\part-00000.parquet,2026-01-01,NSE,DRREDDY,P351_FULL_DEPTH_SHOCK_REVERSAL,passive_pessimistic_back_of_queue_cost200,P351_PASSIVE_PESSIMISTIC_BACK_OF_QUEUE,6,65,17.459231085994187,0.26860355516914136,0.8823552976429384,0.21038865822022051,2.404415168266677,0.008193952119515024,0.04705573598604743,-0.038861783866532405,-2914.63378998993,-388.3873611632014,19.74957333333333,1,1,1,0
9,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=DRREDDY\part-00000.parquet,2026-01-01,NSE,DRREDDY,P351_DEEP_PRESSURE_CONTINUATION,taker_cost200_fixed_capital,P351_TAKER_DETERMINISTIC,6,989,989.0,1.0,0.8823529411764649,0.2242145593869754,2.402113860196608,0.0009608455440790475,2.1908018634401234,-2.189841017896044,-164238.07634220272,-166.13765395147453,19.74957333333333,0,1,1,0
9,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=DRREDDY\part-00000.parquet,2026-01-01,NSE,DRREDDY,P351_DEEP_PRESSURE_CONTINUATION,passive_base_back_of_queue_cost200,P351_PASSIVE_BASE_BACK_OF_QUEUE,6,989,398.50655264869107,0.40293888033234687,0.8823529411764649,0.2242145593869754,2.402113860196608,0.00038716202770353427,0.960014765934344,-0.9596276039066403,-71972.07029299687,-180.6773488830161,19.74957333333333,1,1,1,0
9,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=DRREDDY\part-00000.parquet,2026-01-01,NSE,DRREDDY,P351_DEEP_PRESSURE_CONTINUATION,passive_pessimistic_back_of_queue_cost200,P351_PASSIVE_PESSIMISTIC_BACK_OF_QUEUE,6,989,265.67103509912533,0.2686259202215625,0.8823529411764649,0.2242145593869754,2.402113860196608,0.00025810801846902286,0.716000183865971,-0.715742075847502,-53680.65568856297,-202.12972697573727,19.74957333333333,1,1,1,0
9,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=DRREDDY\part-00000.parquet,2026-01-01,NSE,DRREDDY,P351_VOLUME_ABSORPTION_REVERSAL,taker_cost200_fixed_capital,P351_TAKER_DETERMINISTIC,6,145,145.0,1.0,0.8823593481732125,0.21001964819749563,2.4040330508332333,0.023548557707449014,0.32122729257041516,-0.29767873486296614,-22325.90511472246,-405.0734373197337,19.74957333333333,0,1,1,0
9,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=DRREDDY\part-00000.parquet,2026-01-01,NSE,DRREDDY,P351_VOLUME_ABSORPTION_REVERSAL,passive_base_back_of_queue_cost200,P351_PASSIVE_BASE_BACK_OF_QUEUE,6,145,58.422346627047986,0.4029127353589516,0.8823593481732126,0.2100196481974957,2.4040330508332333,0.009488491642790864,0.14074518256279883,-0.13125669092000797,-9844.251819000598,-419.67097934825915,19.74957333333333,1,1,1,0
9,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=DRREDDY\part-00000.parquet,2026-01-01,NSE,DRREDDY,P351_VOLUME_ABSORPTION_REVERSAL,passive_pessimistic_back_of_queue_cost200,P351_PASSIVE_PESSIMISTIC_BACK_OF_QUEUE,6,145,38.94823108469866,0.2686084902393011,0.8823593481732127,0.2100196481974956,2.4040330508332337,0.00632566109519391,0.10497167072019342,-0.0986460096249995,-7398.450721874965,-441.11000811090713,19.74957333333333,1,1,1,0
10,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=GOLDBEES\part-00000.parquet,2026-01-01,NSE,GOLDBEES,P351_FULL_DEPTH_SHOCK_REVERSAL,taker_cost200_fixed_capital,P351_TAKER_DETERMINISTIC,6,6,6.0,1.0,0.8823499343878249,0.20091300507384266,0.8435994491749007,0.0,0.012355903669504939,-0.012355903669504939,-926.6927752128703,-154.49880875775867,19.74957333333333,0,1,1,0
10,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=GOLDBEES\part-00000.parquet,2026-01-01,NSE,GOLDBEES,P351_FULL_DEPTH_SHOCK_REVERSAL,passive_base_back_of_queue_cost200,P351_PASSIVE_BASE_BACK_OF_QUEUE,6,6,2.5578921371841257,0.4263153561973543,0.8823499343878249,0.20091300507384266,0.843599449174901,0.0,0.006022514313934043,-0.006022514313934043,-451.68857354505326,-176.60375306521553,19.74957333333333,1,1,1,0
10,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=GOLDBEES\part-00000.parquet,2026-01-01,NSE,GOLDBEES,P351_FULL_DEPTH_SHOCK_REVERSAL,passive_pessimistic_back_of_queue_cost200,P351_PASSIVE_PESSIMISTIC_BACK_OF_QUEUE,6,6,1.7052614247894171,0.28421023746490287,0.8823499343878249,0.20091300507384266,0.8435994491749009,0.0,0.004462903250737804,-0.004462903250737804,-334.71774380533526,-196.31030437887935,19.74957333333333,1,1,1,0
10,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=GOLDBEES\part-00000.parquet,2026-01-01,NSE,GOLDBEES,P351_DEEP_PRESSURE_CONTINUATION,taker_cost200_fixed_capital,P351_TAKER_DETERMINISTIC,6,869,869.0,1.0,0.882336182336188,0.21310946076848358,0.844665934622863,-0.007095193850831905,1.7896393923853875,-1.7967345862362194,-134755.09396771676,-331.83664078046905,19.74957333333333,0,1,1,0
10,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=GOLDBEES\part-00000.parquet,2026-01-01,NSE,GOLDBEES,P351_DEEP_PRESSURE_CONTINUATION,passive_base_back_of_queue_cost200,P351_PASSIVE_BASE_BACK_OF_QUEUE,6,869,370.4492133028723,0.42629368619432945,0.882336182336188,0.21310946076848358,0.844665934622863,-0.0030246363409344923,0.872230319180556,-0.8752549555214905,-65644.1216641113,-353.9688943491826,19.74957333333333,1,1,1,0
10,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=GOLDBEES\part-00000.parquet,2026-01-01,NSE,GOLDBEES,P351_DEEP_PRESSURE_CONTINUATION,passive_pessimistic_back_of_queue_cost200,P351_PASSIVE_PESSIMISTIC_BACK_OF_QUEUE,6,869,246.96614220191447,0.28419579079621915,0.882336182336188,0.21310946076848358,0.844665934622863,-0.002016424227289662,0.6463574733140249,-0.6483738975413147,-48628.04231559855,-373.66914352563333,19.74957333333333,1,1,1,0
10,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=GOLDBEES\part-00000.parquet,2026-01-01,NSE,GOLDBEES,P351_VOLUME_ABSORPTION_REVERSAL,taker_cost200_fixed_capital,P351_TAKER_DETERMINISTIC,6,14,14.0,1.0,0.8823503924030298,0.19763327544098488,0.843926192902693,0.0,0.028830899336730432,-0.028830899336730432,-2162.317450254782,-154.49880875775867,19.74957333333333,0,1,1,0
10,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=GOLDBEES\part-00000.parquet,2026-01-01,NSE,GOLDBEES,P351_VOLUME_ABSORPTION_REVERSAL,passive_base_back_of_queue_cost200,P351_PASSIVE_BASE_BACK_OF_QUEUE,6,14,5.968349015617932,0.4263106439727094,0.8823503924030298,0.19763327544098488,0.8439261929026932,0.0,0.014052446335795882,-0.014052446335795882,-1053.9334751846914,-176.60375306521553,19.74957333333333,1,1,1,0
10,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=GOLDBEES\part-00000.parquet,2026-01-01,NSE,GOLDBEES,P351_VOLUME_ABSORPTION_REVERSAL,passive_pessimistic_back_of_queue_cost200,P351_PASSIVE_PESSIMISTIC_BACK_OF_QUEUE,6,14,3.978899343745288,0.28420709598180627,0.8823503924030299,0.19763327544098486,0.843926192902693,0.0,0.010413390828574204,-0.010413390828574204,-781.0043121430652,-196.31030437887935,19.74957333333333,1,1,1,0
11,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=HCLTECH\part-00000.parquet,2026-01-01,NSE,HCLTECH,P351_FULL_DEPTH_SHOCK_REVERSAL,taker_cost200_fixed_capital,P351_TAKER_DETERMINISTIC,6,47,47.0,1.0,0.8823500025207599,0.2910354111171159,2.4338168795561415,-0.0065620173077686195,0.10426193400058052,-0.11082395130834916,-8311.796348126183,-495.6827756097675,19.74957333333333,0,1,1,0
11,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=HCLTECH\part-00000.parquet,2026-01-01,NSE,HCLTECH,P351_FULL_DEPTH_SHOCK_REVERSAL,passive_base_back_of_queue_cost200,P351_PASSIVE_BASE_BACK_OF_QUEUE,6,47,18.915719773784154,0.40246212284647137,0.8823500025207601,0.2910354111171159,2.433816879556141,-0.0026413337379500093,0.04558954556775414,-0.04823087930570415,-3617.3159479278115,-510.0425317073212,19.74957333333333,1,1,1,0
11,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=HCLTECH\part-00000.parquet,2026-01-01,NSE,HCLTECH,P351_FULL_DEPTH_SHOCK_REVERSAL,passive_pessimistic_back_of_queue_cost200,P351_PASSIVE_PESSIMISTIC_BACK_OF_QUEUE,6,47,12.610479849189439,0.26830808189764765,0.8823500025207601,0.29103541111711584,2.433816879556141,-0.0017608891586333396,0.03400602295920479,-0.035766912117838126,-2682.518408837859,-531.5364341463472,19.74957333333333,1,1,1,0
11,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=HCLTECH\part-00000.parquet,2026-01-01,NSE,HCLTECH,P351_DEEP_PRESSURE_CONTINUATION,taker_cost200_fixed_capital,P351_TAKER_DETERMINISTIC,6,989,989.0,1.0,0.8823529411764649,0.3013991769547318,2.4414062499996083,-0.002929687499999334,2.1946878807916095,-2.1976175682916086,-164821.3176218721,-239.67453437498057,19.74957333333333,0,1,1,0
11,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=HCLTECH\part-00000.parquet,2026-01-01,NSE,HCLTECH,P351_DEEP_PRESSURE_CONTINUATION,passive_base_back_of_queue_cost200,P351_PASSIVE_BASE_BACK_OF_QUEUE,6,989,397.92365004595683,0.40234949448529506,0.8823529411764649,0.3013991769547318,2.4414062499996083,-0.0011787582846246336,0.9591577732996838,-0.9603365315843083,-72025.23986882344,-254.0226789062324,19.74957333333333,1,1,1,0
11,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=HCLTECH\part-00000.parquet,2026-01-01,NSE,HCLTECH,P351_DEEP_PRESSURE_CONTINUATION,passive_pessimistic_back_of_queue_cost200,P351_PASSIVE_PESSIMISTIC_BACK_OF_QUEUE,6,989,265.2824333639712,0.26823299632353004,0.8823529411764649,0.3013991769547318,2.4414062499996083,-0.0007858388564164222,0.7154740567365738,-0.7162598955929902,-53719.4921694744,-275.51926093748193,19.74957333333333,1,1,1,0
11,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=HCLTECH\part-00000.parquet,2026-01-01,NSE,HCLTECH,P351_VOLUME_ABSORPTION_REVERSAL,taker_cost200_fixed_capital,P351_TAKER_DETERMINISTIC,6,140,140.0,1.0,0.8823579396995817,0.2898656851197151,2.433020189837111,-0.022856720950741538,0.31055630932438616,-0.3334130302751277,-25005.977270634576,-522.9404361438017,19.74957333333333,0,1,1,0
11,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=HCLTECH\part-00000.parquet,2026-01-01,NSE,HCLTECH,P351_VOLUME_ABSORPTION_REVERSAL,passive_base_back_of_queue_cost200,P351_PASSIVE_BASE_BACK_OF_QUEUE,6,140,56.34682861899291,0.4024773472785208,0.8823579396995815,0.2898656851197151,2.4330201898371113,-0.00920559055647035,0.1358022142109657,-0.14500780476743605,-10875.585357557702,-537.4017854908936,19.74957333333333,1,1,1,0
11,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=HCLTECH\part-00000.parquet,2026-01-01,NSE,HCLTECH,P351_VOLUME_ABSORPTION_REVERSAL,passive_pessimistic_back_of_queue_cost200,P351_PASSIVE_PESSIMISTIC_BACK_OF_QUEUE,6,140,37.56455241266193,0.2683182315190138,0.8823579396995817,0.28986568511971506,2.433020189837111,-0.006137060370980234,0.10129687380661737,-0.10743393417759758,-8057.545063319819,-558.8722433338723,19.74957333333333,1,1,1,0
12,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=HDFCBANK\part-00000.parquet,2026-01-01,NSE,HDFCBANK,P351_FULL_DEPTH_SHOCK_REVERSAL,taker_cost200_fixed_capital,P351_TAKER_DETERMINISTIC,6,61,61.0,1.0,0.8823457881971662,0.5713777862192239,1.2101325440232005,-0.05766207613228613,0.12785420585187485,-0.18551628198416098,-13913.72114881207,-597.495400435746,19.74957333333333,0,1,1,0
12,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=HDFCBANK\part-00000.parquet,2026-01-01,NSE,HDFCBANK,P351_FULL_DEPTH_SHOCK_REVERSAL,passive_base_back_of_queue_cost200,P351_PASSIVE_BASE_BACK_OF_QUEUE,6,61,25.669754617729968,0.4208156494709831,0.8823457881971664,0.5713777862192239,1.2101325440232003,-0.024262945131737403,0.06076831615402893,-0.08503126128576632,-6377.344596432476,-617.8445349754771,19.74957333333333,1,1,1,0
12,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=HDFCBANK\part-00000.parquet,2026-01-01,NSE,HDFCBANK,P351_FULL_DEPTH_SHOCK_REVERSAL,passive_pessimistic_back_of_queue_cost200,P351_PASSIVE_PESSIMISTIC_BACK_OF_QUEUE,6,61,17.113169745153314,0.28054376631398875,0.8823457881971661,0.5713777862192237,1.2101325440232007,-0.016175296754491603,0.04510114089440394,-0.06127643764889554,-4595.732823667166,-637.9562731586161,19.74957333333333,1,1,1,0
12,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=HDFCBANK\part-00000.parquet,2026-01-01,NSE,HDFCBANK,P351_DEEP_PRESSURE_CONTINUATION,taker_cost200_fixed_capital,P351_TAKER_DETERMINISTIC,6,981,981.0,1.0,0.8823189243891942,0.5792233327871541,1.211680600993863,-0.011813885859687456,2.056299010957491,-2.068112896817179,-155108.46726128846,-452.5565509996403,19.74957333333333,0,1,1,0
