phase221_candidate_id,phase219_model_fit_id,model_family,target_label,horizon_sec,split_role,threshold,latency_profile_id,control_name,decision_events,hit_rate,gross_label_payoff_bps_proxy_mean,cost_bound_bps_mean,net_after_cost_bps_proxy_mean,net_positive_event_fraction,test_rows_used,promotion_allowed,paper_or_live_acceptance_allowed,profitability_claim_allowed
P221_CANDIDATE_01,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_vol_expansion_conditional_label_H1s,low_depth_tree_or_stump_diagnostic,event_surprise_vol_expansion_conditional_label,1,train,0.7,P180_RETAIL_MARKETABLE_DEFAULT,shuffled_event_label_control,1,0.0,-1.0,15.76049844261895,-16.76049844261895,0.0,0,0,0,0
P221_CANDIDATE_01,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_vol_expansion_conditional_label_H1s,low_depth_tree_or_stump_diagnostic,event_surprise_vol_expansion_conditional_label,1,train,0.7,P180_STRESSED_RETAIL,shuffled_event_label_control,1,0.0,-1.0,18.602435093267484,-19.602435093267484,0.0,0,0,0,0
P221_CANDIDATE_01,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_vol_expansion_conditional_label_H1s,low_depth_tree_or_stump_diagnostic,event_surprise_vol_expansion_conditional_label,1,validation,0.55,P180_ZERO_LATENCY_CONTROL_DIAGNOSTIC_ONLY,shuffled_event_label_control,12,0.25,-0.5,12.65872642349772,-13.15872642349772,0.0,0,0,0,0
P221_CANDIDATE_01,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_vol_expansion_conditional_label_H1s,low_depth_tree_or_stump_diagnostic,event_surprise_vol_expansion_conditional_label,1,validation,0.55,P180_RETAIL_MARKETABLE_DEFAULT,shuffled_event_label_control,12,0.25,-0.5,13.920731450576811,-14.420731450576815,0.0,0,0,0,0
P221_CANDIDATE_01,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_vol_expansion_conditional_label_H1s,low_depth_tree_or_stump_diagnostic,event_surprise_vol_expansion_conditional_label,1,validation,0.55,P180_STRESSED_RETAIL,shuffled_event_label_control,12,0.25,-0.5,16.280388083530333,-16.780388083530333,0.0,0,0,0,0
P221_CANDIDATE_01,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_vol_expansion_conditional_label_H1s,low_depth_tree_or_stump_diagnostic,event_surprise_vol_expansion_conditional_label,1,validation,0.6,P180_ZERO_LATENCY_CONTROL_DIAGNOSTIC_ONLY,shuffled_event_label_control,0,,,,,,0,0,0,0
P221_CANDIDATE_01,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_vol_expansion_conditional_label_H1s,low_depth_tree_or_stump_diagnostic,event_surprise_vol_expansion_conditional_label,1,validation,0.6,P180_RETAIL_MARKETABLE_DEFAULT,shuffled_event_label_control,0,,,,,,0,0,0,0
P221_CANDIDATE_01,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_vol_expansion_conditional_label_H1s,low_depth_tree_or_stump_diagnostic,event_surprise_vol_expansion_conditional_label,1,validation,0.6,P180_STRESSED_RETAIL,shuffled_event_label_control,0,,,,,,0,0,0,0
P221_CANDIDATE_01,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_vol_expansion_conditional_label_H1s,low_depth_tree_or_stump_diagnostic,event_surprise_vol_expansion_conditional_label,1,validation,0.65,P180_ZERO_LATENCY_CONTROL_DIAGNOSTIC_ONLY,shuffled_event_label_control,0,,,,,,0,0,0,0
P221_CANDIDATE_01,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_vol_expansion_conditional_label_H1s,low_depth_tree_or_stump_diagnostic,event_surprise_vol_expansion_conditional_label,1,validation,0.65,P180_RETAIL_MARKETABLE_DEFAULT,shuffled_event_label_control,0,,,,,,0,0,0,0
P221_CANDIDATE_01,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_vol_expansion_conditional_label_H1s,low_depth_tree_or_stump_diagnostic,event_surprise_vol_expansion_conditional_label,1,validation,0.65,P180_STRESSED_RETAIL,shuffled_event_label_control,0,,,,,,0,0,0,0
P221_CANDIDATE_01,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_vol_expansion_conditional_label_H1s,low_depth_tree_or_stump_diagnostic,event_surprise_vol_expansion_conditional_label,1,validation,0.7,P180_ZERO_LATENCY_CONTROL_DIAGNOSTIC_ONLY,shuffled_event_label_control,0,,,,,,0,0,0,0
P221_CANDIDATE_01,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_vol_expansion_conditional_label_H1s,low_depth_tree_or_stump_diagnostic,event_surprise_vol_expansion_conditional_label,1,validation,0.7,P180_RETAIL_MARKETABLE_DEFAULT,shuffled_event_label_control,0,,,,,,0,0,0,0
P221_CANDIDATE_01,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_vol_expansion_conditional_label_H1s,low_depth_tree_or_stump_diagnostic,event_surprise_vol_expansion_conditional_label,1,validation,0.7,P180_STRESSED_RETAIL,shuffled_event_label_control,0,,,,,,0,0,0,0
P221_CANDIDATE_02,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_vol_expansion_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_vol_expansion_conditional_label,5,train,0.55,P180_ZERO_LATENCY_CONTROL_DIAGNOSTIC_ONLY,shuffled_event_label_control,18835,0.6081231749402708,0.3243695248208123,12.675022063428528,-12.350652538607717,0.0,0,0,0,0
P221_CANDIDATE_02,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_vol_expansion_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_vol_expansion_conditional_label,5,train,0.55,P180_RETAIL_MARKETABLE_DEFAULT,shuffled_event_label_control,18835,0.6081231749402708,0.3243695248208123,14.504782999703295,-14.180413474882483,0.0,0,0,0,0
P221_CANDIDATE_02,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_vol_expansion_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_vol_expansion_conditional_label,5,train,0.55,P180_STRESSED_RETAIL,shuffled_event_label_control,18835,0.6081231749402708,0.3243695248208123,17.436269451835194,-17.11189992701438,0.0,0,0,0,0
P221_CANDIDATE_02,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_vol_expansion_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_vol_expansion_conditional_label,5,train,0.6,P180_ZERO_LATENCY_CONTROL_DIAGNOSTIC_ONLY,shuffled_event_label_control,13899,0.6082451974962227,0.32473559248866823,12.501692027757846,-12.17695643526918,0.0,0,0,0,0
P221_CANDIDATE_02,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_vol_expansion_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_vol_expansion_conditional_label,5,train,0.6,P180_RETAIL_MARKETABLE_DEFAULT,shuffled_event_label_control,13899,0.6082451974962227,0.32473559248866823,13.954353605682654,-13.629618013193985,0.0,0,0,0,0
P221_CANDIDATE_02,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_vol_expansion_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_vol_expansion_conditional_label,5,train,0.6,P180_STRESSED_RETAIL,shuffled_event_label_control,13899,0.6082451974962227,0.32473559248866823,16.465408190546924,-16.140672598058256,0.0,0,0,0,0
P221_CANDIDATE_02,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_vol_expansion_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_vol_expansion_conditional_label,5,train,0.65,P180_ZERO_LATENCY_CONTROL_DIAGNOSTIC_ONLY,shuffled_event_label_control,8893,0.6077814011019903,0.32334420330597097,12.320372994017607,-11.997028790711635,0.0,0,0,0,0
P221_CANDIDATE_02,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_vol_expansion_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_vol_expansion_conditional_label,5,train,0.65,P180_RETAIL_MARKETABLE_DEFAULT,shuffled_event_label_control,8893,0.6077814011019903,0.32334420330597097,13.647717482504472,-13.324373279198499,0.0,0,0,0,0
P221_CANDIDATE_02,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_vol_expansion_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_vol_expansion_conditional_label,5,train,0.65,P180_STRESSED_RETAIL,shuffled_event_label_control,8893,0.6077814011019903,0.32334420330597097,15.988125219495739,-15.664781016189767,0.0,0,0,0,0
P221_CANDIDATE_02,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_vol_expansion_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_vol_expansion_conditional_label,5,train,0.7,P180_ZERO_LATENCY_CONTROL_DIAGNOSTIC_ONLY,shuffled_event_label_control,5087,0.6072341262040495,0.3217023786121486,12.174527769311677,-11.852825390699529,0.0,0,0,0,0
P221_CANDIDATE_02,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_vol_expansion_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_vol_expansion_conditional_label,5,train,0.7,P180_RETAIL_MARKETABLE_DEFAULT,shuffled_event_label_control,5087,0.6072341262040495,0.3217023786121486,13.454851118345596,-13.133148739733445,0.0,0,0,0,0
P221_CANDIDATE_02,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_vol_expansion_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_vol_expansion_conditional_label,5,train,0.7,P180_STRESSED_RETAIL,shuffled_event_label_control,5087,0.6072341262040495,0.3217023786121486,15.711776409707431,-15.390074031095287,0.0,0,0,0,0
P221_CANDIDATE_02,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_vol_expansion_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_vol_expansion_conditional_label,5,validation,0.55,P180_ZERO_LATENCY_CONTROL_DIAGNOSTIC_ONLY,shuffled_event_label_control,12198,0.6238727660272175,0.37161829808165275,12.844954105596475,-12.473335807514824,0.0,0,0,0,0
P221_CANDIDATE_02,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_vol_expansion_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_vol_expansion_conditional_label,5,validation,0.55,P180_RETAIL_MARKETABLE_DEFAULT,shuffled_event_label_control,12198,0.6238727660272175,0.37161829808165275,15.323289982980079,-14.951671684898427,0.0,0,0,0,0
P221_CANDIDATE_02,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_vol_expansion_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_vol_expansion_conditional_label,5,validation,0.55,P180_STRESSED_RETAIL,shuffled_event_label_control,12198,0.6238727660272175,0.37161829808165275,18.9458343867628,-18.574216088681148,0.0,0,0,0,0
P221_CANDIDATE_02,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_vol_expansion_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_vol_expansion_conditional_label,5,validation,0.6,P180_ZERO_LATENCY_CONTROL_DIAGNOSTIC_ONLY,shuffled_event_label_control,9795,0.6266462480857581,0.37993874425727414,12.65950178950818,-12.279563045250907,0.0,0,0,0,0
P221_CANDIDATE_02,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_vol_expansion_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_vol_expansion_conditional_label,5,validation,0.6,P180_RETAIL_MARKETABLE_DEFAULT,shuffled_event_label_control,9795,0.6266462480857581,0.37993874425727414,14.430717943562813,-14.050779199305538,0.0,0,0,0,0
P221_CANDIDATE_02,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_vol_expansion_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_vol_expansion_conditional_label,5,validation,0.6,P180_STRESSED_RETAIL,shuffled_event_label_control,9795,0.6266462480857581,0.37993874425727414,17.29977954499449,-16.919840800737216,0.0,0,0,0,0
P221_CANDIDATE_02,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_vol_expansion_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_vol_expansion_conditional_label,5,validation,0.65,P180_ZERO_LATENCY_CONTROL_DIAGNOSTIC_ONLY,shuffled_event_label_control,6263,0.6260577997764649,0.37817339932939487,12.631808545656142,-12.253635146326747,0.0,0,0,0,0
P221_CANDIDATE_02,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_vol_expansion_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_vol_expansion_conditional_label,5,validation,0.65,P180_RETAIL_MARKETABLE_DEFAULT,shuffled_event_label_control,6263,0.6260577997764649,0.37817339932939487,14.424669766085453,-14.046496366756058,0.0,0,0,0,0
P221_CANDIDATE_02,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_vol_expansion_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_vol_expansion_conditional_label,5,validation,0.65,P180_STRESSED_RETAIL,shuffled_event_label_control,6263,0.6260577997764649,0.37817339932939487,17.308453122928793,-16.930279723599398,0.0,0,0,0,0
P221_CANDIDATE_02,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_vol_expansion_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_vol_expansion_conditional_label,5,validation,0.7,P180_ZERO_LATENCY_CONTROL_DIAGNOSTIC_ONLY,shuffled_event_label_control,1559,0.6260423348300193,0.3781270044900577,12.633396451414693,-12.255269446924636,0.0,0,0,0,0
P221_CANDIDATE_02,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_vol_expansion_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_vol_expansion_conditional_label,5,validation,0.7,P180_RETAIL_MARKETABLE_DEFAULT,shuffled_event_label_control,1559,0.6260423348300193,0.3781270044900577,14.59363209602187,-14.215505091531812,0.0,0,0,0,0
P221_CANDIDATE_02,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_vol_expansion_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_vol_expansion_conditional_label,5,validation,0.7,P180_STRESSED_RETAIL,shuffled_event_label_control,1559,0.6260423348300193,0.3781270044900577,17.645186853482723,-17.267059848992666,0.0,0,0,0,0
P221_CANDIDATE_03,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_up_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_up_conditional_label,5,train,0.55,P180_ZERO_LATENCY_CONTROL_DIAGNOSTIC_ONLY,shuffled_event_label_control,0,,,,,,0,0,0,0
P221_CANDIDATE_03,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_up_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_up_conditional_label,5,train,0.55,P180_RETAIL_MARKETABLE_DEFAULT,shuffled_event_label_control,0,,,,,,0,0,0,0
P221_CANDIDATE_03,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_up_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_up_conditional_label,5,train,0.55,P180_STRESSED_RETAIL,shuffled_event_label_control,0,,,,,,0,0,0,0
P221_CANDIDATE_03,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_up_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_up_conditional_label,5,train,0.6,P180_ZERO_LATENCY_CONTROL_DIAGNOSTIC_ONLY,shuffled_event_label_control,0,,,,,,0,0,0,0
P221_CANDIDATE_03,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_up_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_up_conditional_label,5,train,0.6,P180_RETAIL_MARKETABLE_DEFAULT,shuffled_event_label_control,0,,,,,,0,0,0,0
P221_CANDIDATE_03,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_up_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_up_conditional_label,5,train,0.6,P180_STRESSED_RETAIL,shuffled_event_label_control,0,,,,,,0,0,0,0
P221_CANDIDATE_03,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_up_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_up_conditional_label,5,train,0.65,P180_ZERO_LATENCY_CONTROL_DIAGNOSTIC_ONLY,shuffled_event_label_control,0,,,,,,0,0,0,0
P221_CANDIDATE_03,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_up_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_up_conditional_label,5,train,0.65,P180_RETAIL_MARKETABLE_DEFAULT,shuffled_event_label_control,0,,,,,,0,0,0,0
P221_CANDIDATE_03,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_up_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_up_conditional_label,5,train,0.65,P180_STRESSED_RETAIL,shuffled_event_label_control,0,,,,,,0,0,0,0
P221_CANDIDATE_03,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_up_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_up_conditional_label,5,train,0.7,P180_ZERO_LATENCY_CONTROL_DIAGNOSTIC_ONLY,shuffled_event_label_control,0,,,,,,0,0,0,0
P221_CANDIDATE_03,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_up_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_up_conditional_label,5,train,0.7,P180_RETAIL_MARKETABLE_DEFAULT,shuffled_event_label_control,0,,,,,,0,0,0,0
P221_CANDIDATE_03,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_up_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_up_conditional_label,5,train,0.7,P180_STRESSED_RETAIL,shuffled_event_label_control,0,,,,,,0,0,0,0
P221_CANDIDATE_03,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_up_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_up_conditional_label,5,validation,0.55,P180_ZERO_LATENCY_CONTROL_DIAGNOSTIC_ONLY,shuffled_event_label_control,0,,,,,,0,0,0,0
P221_CANDIDATE_03,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_up_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_up_conditional_label,5,validation,0.55,P180_RETAIL_MARKETABLE_DEFAULT,shuffled_event_label_control,0,,,,,,0,0,0,0
P221_CANDIDATE_03,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_up_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_up_conditional_label,5,validation,0.55,P180_STRESSED_RETAIL,shuffled_event_label_control,0,,,,,,0,0,0,0
P221_CANDIDATE_03,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_up_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_up_conditional_label,5,validation,0.6,P180_ZERO_LATENCY_CONTROL_DIAGNOSTIC_ONLY,shuffled_event_label_control,0,,,,,,0,0,0,0
P221_CANDIDATE_03,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_up_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_up_conditional_label,5,validation,0.6,P180_RETAIL_MARKETABLE_DEFAULT,shuffled_event_label_control,0,,,,,,0,0,0,0
P221_CANDIDATE_03,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_up_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_up_conditional_label,5,validation,0.6,P180_STRESSED_RETAIL,shuffled_event_label_control,0,,,,,,0,0,0,0
P221_CANDIDATE_03,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_up_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_up_conditional_label,5,validation,0.65,P180_ZERO_LATENCY_CONTROL_DIAGNOSTIC_ONLY,shuffled_event_label_control,0,,,,,,0,0,0,0
P221_CANDIDATE_03,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_up_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_up_conditional_label,5,validation,0.65,P180_RETAIL_MARKETABLE_DEFAULT,shuffled_event_label_control,0,,,,,,0,0,0,0
P221_CANDIDATE_03,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_up_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_up_conditional_label,5,validation,0.65,P180_STRESSED_RETAIL,shuffled_event_label_control,0,,,,,,0,0,0,0
P221_CANDIDATE_03,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_up_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_up_conditional_label,5,validation,0.7,P180_ZERO_LATENCY_CONTROL_DIAGNOSTIC_ONLY,shuffled_event_label_control,0,,,,,,0,0,0,0
P221_CANDIDATE_03,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_up_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_up_conditional_label,5,validation,0.7,P180_RETAIL_MARKETABLE_DEFAULT,shuffled_event_label_control,0,,,,,,0,0,0,0
P221_CANDIDATE_03,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_up_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_up_conditional_label,5,validation,0.7,P180_STRESSED_RETAIL,shuffled_event_label_control,0,,,,,,0,0,0,0
P221_CANDIDATE_04,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_down_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_down_conditional_label,5,train,0.55,P180_ZERO_LATENCY_CONTROL_DIAGNOSTIC_ONLY,shuffled_event_label_control,0,,,,,,0,0,0,0
P221_CANDIDATE_04,P219_P218_EVENT_ONLY_TREE_STUMP_DIAGNOSTIC_event_surprise_down_conditional_label_H5s,low_depth_tree_or_stump_diagnostic,event_surprise_down_conditional_label,5,train,0.55,P180_RETAIL_MARKETABLE_DEFAULT,shuffled_event_label_control,0,,,,,,0,0,0,0
