quarter_profile,scenario_day,trade_date,regime_code,symbol,open,high,low,close,bars,shock_bars,mean_spread_multiplier,mean_depth_multiplier,daily_return,high_low_range
Q-A,1,2026-07-14,D04,ULTRACEMCO,11582.0,11889.0,11560.0,11763.0,75,0,1.0,1.0,0.015627698152305358,0.02846020761245671
Q-A,1,2026-07-14,D04,WIPRO,178.35,183.6,178.07,181.96,75,0,1.0,1.0,0.020241098962713755,0.031055203010052157
Q-A,2,2026-07-15,D12,ADANIPORTS,1819.4999999983443,1841.3999999983243,1776.3999999983835,1805.399999998357,75,75,1.25,0.85,-0.007749381698268776,0.036590857914884145
Q-A,2,2026-07-15,D12,AXISBANK,1319.1999999987995,1329.7999999987899,1293.399999998823,1312.8999999988052,75,0,1.25,0.85,-0.004775621588841705,0.02814287923302916
Q-A,2,2026-07-15,D12,BAJAJ-AUTO,10252.0,10683.5,10205.0,10632.0,75,75,1.25,0.85,0.03706593835349192,0.046888780009799014
Q-A,2,2026-07-15,D12,BANKBEES,599.25,603.4300000000001,579.25,585.91,75,75,1.25,0.85,-0.0222611597830622,0.04174363400949521
Q-A,2,2026-07-15,D12,BHARTIARTL,1903.9999999982672,1931.0999999982425,1884.499999998285,1925.7999999982474,75,75,1.25,0.85,0.011449579831932732,0.02472804457415756
Q-A,2,2026-07-15,D12,BPCL,306.0499999997215,309.849999999718,303.0499999997242,309.79999999971807,75,0,1.25,0.85,0.012252899852965182,0.022438541494802955
Q-A,2,2026-07-15,D12,BRITANNIA,5340.0,5391.0,5312.5,5377.0,75,0,1.25,0.85,0.006928838951310912,0.01477647058823539
Q-A,2,2026-07-15,D12,CIPLA,1424.3999999987038,1426.0999999987023,1394.9999999987306,1414.7999999987126,75,0,1.25,0.85,-0.006739679865206405,0.022293906810035846
Q-A,2,2026-07-15,D12,DRREDDY,1234.099999998877,1241.59999999887,1218.2999999988913,1231.9999999988788,75,0,1.25,0.85,-0.001701644923425949,0.01912501026019875
Q-A,2,2026-07-15,D12,GOLDBEES,116.68,117.37,116.03,116.76,75,0,1.25,0.85,0.0006856359273226253,0.011548737395501218
Q-A,2,2026-07-15,D12,HCLTECH,1219.1999999988905,1224.099999998886,1203.5999999989047,1220.799999998889,75,0,1.25,0.85,0.001312335958005173,0.017032236623462982
Q-A,2,2026-07-15,D12,HDFCBANK,818.599999999255,826.4499999992479,805.9999999992665,816.9999999992565,75,0,1.25,0.85,-0.001954556559980447,0.025372208436724497
Q-A,2,2026-07-15,D12,HINDUNILVR,2125.2999999980657,2140.499999998052,2094.8999999980933,2123.2999999980675,75,0,1.25,0.85,-0.0009410436173716841,0.021767148789918478
Q-A,2,2026-07-15,D12,ICICIBANK,1403.299999998723,1414.5999999987127,1380.3999999987439,1398.899999998727,75,0,1.25,0.85,-0.0031354664006271182,0.024775427412344175
Q-A,2,2026-07-15,D12,INFY,1101.7999999989972,1103.9999999989952,1078.3999999990185,1090.1999999990078,75,0,1.25,0.85,-0.010528226538391694,0.023738872403560762
Q-A,2,2026-07-15,D12,ITBEES,32.11,32.37,31.75,32.26,75,0,1.25,0.85,0.004671441918405517,0.01952755905511805
Q-A,2,2026-07-15,D12,ITC,279.9499999997452,281.54999999974376,276.59999999974826,279.04999999974603,75,0,1.25,0.85,-0.0032148597963922443,0.017895878524945674
Q-A,2,2026-07-15,D12,JUNIORBEES,777.26,785.1700000000001,773.75,783.69,75,0,1.25,0.85,0.008272650078480881,0.014759289176090595
Q-A,2,2026-07-15,D12,KOTAKBANK,379.8499999996543,382.8499999996516,370.64999999966267,374.94999999965876,75,0,1.25,0.85,-0.012899828879820996,0.03291514906245796
Q-A,2,2026-07-15,D12,LT,3931.1999999964223,3950.099999996405,3849.8999999964963,3918.399999996434,75,0,1.25,0.85,-0.0032560032560032814,0.026026650042858313
Q-A,2,2026-07-15,D12,M&M,3146.099999997137,3166.1999999971185,3105.199999997174,3147.2999999971357,75,0,1.25,0.85,0.00038142462095924756,0.019644467345098615
Q-A,2,2026-07-15,D12,MARUTI,13709.0,13856.0,13555.0,13753.0,75,0,1.25,0.85,0.0032095703552410537,0.022205828107709324
Q-A,2,2026-07-15,D12,NESTLEIND,1430.9999999986978,1431.1999999986976,1397.2999999987285,1414.4999999987128,75,0,1.25,0.85,-0.011530398322851187,0.02426107493022256
Q-A,2,2026-07-15,D12,NIFTYBEES,274.84000000000003,277.07,273.67,276.02,75,0,1.25,0.85,0.004293407073206135,0.012423722000949988
Q-A,2,2026-07-15,D12,ONGC,247.39000000000001,250.43,245.51,250.33,75,0,1.25,0.85,0.011884069687537968,0.020039916907661715
Q-A,2,2026-07-15,D12,RELIANCE,1299.2999999988176,1310.999999998807,1287.3999999988284,1305.5999999988119,75,0,1.25,0.85,0.004848764719464382,0.018331520894826703
Q-A,2,2026-07-15,D12,SBIN,1037.199999999056,1046.3999999990476,1021.5999999990703,1037.7999999990554,75,0,1.25,0.85,0.0005784805244890556,0.024275646045418764
Q-A,2,2026-07-15,D12,SUNPHARMA,1925.4999999982476,1930.1999999982434,1900.6999999982702,1919.3999999982532,75,0,1.25,0.85,-0.0031680083095300127,0.015520597674540948
Q-A,2,2026-07-15,D12,TCS,2183.6999999980126,2193.7999999980034,2153.9999999980396,2173.099999998022,75,0,1.25,0.85,-0.004854146631863343,0.018477251624883895
Q-A,2,2026-07-15,D12,TECHM,1503.199999998632,1509.9999999986258,1472.0999999986602,1489.4999999986444,75,0,1.25,0.85,-0.00911389036721666,0.02574553359146803
Q-A,2,2026-07-15,D12,ULTRACEMCO,11577.0,11652.0,11457.0,11583.0,75,0,1.25,0.85,0.0005182689816014552,0.01702016234616388
Q-A,2,2026-07-15,D12,WIPRO,178.53,179.44,175.02,176.86,75,0,1.25,0.85,-0.009354170167478748,0.025254256656382035
Q-A,3,2026-07-16,D02,ADANIPORTS,1812.4999999983506,1813.19999999835,1789.3999999983716,1792.199999998369,75,0,0.85,1.05,-0.011199999999999988,0.013300547669609974
Q-A,3,2026-07-16,D02,AXISBANK,1320.0999999987987,1322.999999998796,1302.9999999988142,1305.499999998812,75,0,0.85,1.05,-0.011059768199378817,0.01534919416730629
Q-A,3,2026-07-16,D02,BAJAJ-AUTO,10263.0,10285.5,10114.5,10131.0,75,0,0.85,1.05,-0.012861736334405127,0.016906421474121247
Q-A,3,2026-07-16,D02,BANKBEES,598.25,598.6,593.25,593.96,75,0,0.85,1.05,-0.007170915169243619,0.009018120522545248
Q-A,3,2026-07-16,D02,BHARTIARTL,1906.0999999982653,1908.599999998263,1880.1999999982888,1883.6999999982856,75,0,0.85,1.05,-0.011751744399559283,0.015104776087650151
Q-A,3,2026-07-16,D02,BPCL,306.39999999972116,307.39999999972025,302.54999999972466,302.9499999997243,75,0,0.85,1.05,-0.011259791122715357,0.016030408196992196
Q-A,3,2026-07-16,D02,BRITANNIA,5344.0,5351.0,5277.5,5277.5,75,0,0.85,1.05,-0.012443862275449136,0.013927048792041763
Q-A,3,2026-07-16,D02,CIPLA,1425.4999999987028,1425.5999999987027,1404.0999999987223,1406.1999999987204,75,0,0.85,1.05,-0.013539109084531709,0.015312299693754028
Q-A,3,2026-07-16,D02,DRREDDY,1233.0999999988778,1233.0999999988778,1219.69999999889,1220.9999999988888,75,0,0.85,1.05,-0.009812667261373753,0.01098630810855128
Q-A,3,2026-07-16,D02,GOLDBEES,116.94,117.04,115.77,115.9,75,0,0.85,1.05,-0.008893449632289996,0.010970026777230801
Q-A,3,2026-07-16,D02,HCLTECH,1219.0999999988906,1220.5999999988892,1202.8999999989053,1203.099999998905,75,0,0.85,1.05,-0.013124436059388067,0.014714440103084314
Q-A,3,2026-07-16,D02,HDFCBANK,819.4499999992543,820.6499999992532,810.1999999992627,812.049999999261,75,0,0.85,1.05,-0.009030447251205054,0.012898049864231043
Q-A,3,2026-07-16,D02,HINDUNILVR,2127.299999998064,2127.399999998064,2102.799999998086,2104.5999999980845,75,0,0.85,1.05,-0.010670803365768866,0.011698687464333224
Q-A,3,2026-07-16,D02,ICICIBANK,1405.6999999987208,1408.799999998718,1387.999999998737,1388.7999999987362,75,0,0.85,1.05,-0.012022479903251004,0.014985590778098024
Q-A,3,2026-07-16,D02,INFY,1100.6999999989982,1102.099999998997,1087.4999999990102,1089.899999999008,75,0,0.85,1.05,-0.009811937857726938,0.013425287356321869
Q-A,3,2026-07-16,D02,ITBEES,32.12,32.19,31.85,31.87,75,0,0.85,1.05,-0.007783312577833046,0.010675039246467621
Q-A,3,2026-07-16,D02,ITC,280.0499999997451,280.34999999974485,277.69999999974726,278.04999999974694,75,0,0.85,1.05,-0.007141581860382051,0.009542671948145509
Q-A,3,2026-07-16,D02,JUNIORBEES,777.6,778.75,767.2,768.25,75,0,0.85,1.05,-0.012024176954732568,0.015054744525547337
Q-A,3,2026-07-16,D02,KOTAKBANK,379.89999999965426,380.4999999996537,374.2499999996594,374.7999999996589,75,0,0.85,1.05,-0.01342458541721503,0.016700066800267255
Q-A,3,2026-07-16,D02,LT,3928.6999999964246,3933.4999999964202,3892.099999996458,3894.299999996456,75,0,0.85,1.05,-0.008756077073841184,0.010636931219650148
Q-A,3,2026-07-16,D02,M&M,3145.0999999971377,3148.7999999971344,3111.599999997168,3115.5999999971646,75,0,0.85,1.05,-0.009379669962799264,0.011955264172772928
Q-A,3,2026-07-16,D02,MARUTI,13723.0,13745.0,13528.0,13547.0,75,0,0.85,1.05,-0.012825183997668188,0.016040804257835495
Q-A,3,2026-07-16,D02,NESTLEIND,1431.6999999986972,1431.799999998697,1409.799999998717,1409.999999998717,75,0,0.85,1.05,-0.015156806593560113,0.015605050361753525
Q-A,3,2026-07-16,D02,NIFTYBEES,274.64,274.71,270.78000000000003,271.38,75,0,0.85,1.05,-0.011870084474220777,0.014513627298914145
Q-A,3,2026-07-16,D02,ONGC,247.28,247.69,243.76,244.33,75,0,0.85,1.05,-0.011929796182465147,0.016122415490646524
Q-A,3,2026-07-16,D02,RELIANCE,1298.0999999988187,1298.9999999988179,1278.6999999988363,1280.7999999988344,75,0,0.85,1.05,-0.01332717047993226,0.015875498553218126
Q-A,3,2026-07-16,D02,SBIN,1037.099999999056,1039.1999999990542,1023.2999999990687,1023.8999999990682,75,0,0.85,1.05,-0.012727798669366353,0.015537965406039245
Q-A,3,2026-07-16,D02,SUNPHARMA,1926.099999998247,1926.199999998247,1900.2999999982706,1902.999999998268,75,0,0.85,1.05,-0.011993146773272456,0.013629426932589617
Q-A,3,2026-07-16,D02,TCS,2177.899999998018,2179.0999999980168,2149.8999999980433,2151.399999998042,75,0,0.85,1.05,-0.012167684466688145,0.013582027071026515
Q-A,3,2026-07-16,D02,TECHM,1504.199999998631,1504.3999999986308,1484.6999999986488,1484.9999999986485,75,0,0.85,1.05,-0.012764260071798983,0.01326867380615604
Q-A,3,2026-07-16,D02,ULTRACEMCO,11609.0,11634.0,11466.0,11479.0,75,0,0.85,1.05,-0.011198208286674172,0.0146520146520146
Q-A,3,2026-07-16,D02,WIPRO,178.31,178.31,175.51,175.76,75,0,0.85,1.05,-0.014300936571140177,0.015953506922682603
Q-A,4,2026-07-17,D01,ADANIPORTS,1813.3999999983498,1816.6999999983468,1789.8999999983712,1801.3999999983607,75,0,1.0,1.0,-0.006617403771920105,0.014972903514162805
Q-A,4,2026-07-17,D01,AXISBANK,1320.1999999987986,1321.3999999987975,1298.3999999988184,1307.9999999988097,75,0,1.0,1.0,-0.009241024087259464,0.017714109673444334
Q-A,4,2026-07-17,D01,BAJAJ-AUTO,10288.0,10298.0,10090.0,10149.5,75,0,1.0,1.0,-0.013462286158631431,0.020614469772051613
Q-A,4,2026-07-17,D01,BANKBEES,599.73,599.75,590.35,592.64,75,0,1.0,1.0,-0.011821986560618947,0.015922757686118283
Q-A,4,2026-07-17,D01,BHARTIARTL,1908.7999999982628,1909.1999999982625,1874.1999999982943,1887.699999998282,75,0,1.0,1.0,-0.01105406538139142,0.018674634510724486
Q-A,4,2026-07-17,D01,BPCL,306.49999999972107,306.549999999721,299.7499999997272,301.9499999997252,75,0,1.0,1.0,-0.014845024469820611,0.0226855713094245
Q-A,4,2026-07-17,D01,BRITANNIA,5360.0,5360.0,5271.5,5294.5,75,0,1.0,1.0,-0.012220149253731383,0.01678839040121405
Q-A,4,2026-07-17,D01,CIPLA,1427.599999998701,1430.699999998698,1409.3999999987175,1418.3999999987093,75,0,1.0,1.0,-0.006444382179882302,0.015112813963388705
Q-A,4,2026-07-17,D01,DRREDDY,1234.099999998877,1240.0999999988715,1222.2999999988876,1231.1999999988795,75,0,1.0,1.0,-0.002349890608540628,0.014562709645749905
Q-A,4,2026-07-17,D01,GOLDBEES,116.79,116.81,114.79,115.39,75,0,1.0,1.0,-0.011987327682164595,0.01759735168568688
Q-A,4,2026-07-17,D01,HCLTECH,1222.5999999988874,1225.8999999988844,1204.9999999989034,1214.6999999988946,75,0,1.0,1.0,-0.006461639129723529,0.017344398340249034
Q-A,4,2026-07-17,D01,HDFCBANK,817.1499999992564,818.2499999992554,803.8999999992684,809.2499999992635,75,0,1.0,1.0,-0.009667747659548476,0.017850478915288015
Q-A,4,2026-07-17,D01,HINDUNILVR,2131.1999999980603,2131.2999999980602,2081.999999998105,2091.6999999980962,75,0,1.0,1.0,-0.018534159159159125,0.02367915465898185
Q-A,4,2026-07-17,D01,ICICIBANK,1405.599999998721,1407.4999999987192,1380.4999999987438,1390.9999999987342,75,0,1.0,1.0,-0.01038702333523056,0.019558131111915955
Q-A,4,2026-07-17,D01,INFY,1103.2999999989959,1103.6999999989955,1079.4999999990175,1087.0999999990106,75,0,1.0,1.0,-0.014683223058098438,0.022417786012042695
Q-A,4,2026-07-17,D01,ITBEES,32.12,32.12,31.720000000000002,31.93,75,0,1.0,1.0,-0.005915317559153088,0.01261034047919285
Q-A,4,2026-07-17,D01,ITC,280.4999999997447,280.54999999974467,276.1499999997487,277.2499999997477,75,0,1.0,1.0,-0.01158645276292336,0.015933369545536813
Q-A,4,2026-07-17,D01,JUNIORBEES,777.57,777.87,770.03,774.94,75,0,1.0,1.0,-0.0033823321372995485,0.010181421503058452
Q-A,4,2026-07-17,D01,KOTAKBANK,380.44999999965376,380.6499999996536,373.4499999996601,376.1999999996576,75,0,1.0,1.0,-0.011170981732159246,0.01927968938278224
Q-A,4,2026-07-17,D01,LT,3926.199999996427,3932.2999999964213,3874.399999996474,3896.399999996454,75,0,1.0,1.0,-0.007590036167286485,0.014944249432170098
Q-A,4,2026-07-17,D01,M&M,3145.4999999971374,3151.599999997132,3097.1999999971813,3115.6999999971645,75,0,1.0,1.0,-0.009473851533937427,0.017564251582074197
Q-A,4,2026-07-17,D01,MARUTI,13714.0,13723.0,13445.0,13538.0,75,0,1.0,1.0,-0.012833600700014602,0.020676831535886953
Q-A,4,2026-07-17,D01,NESTLEIND,1435.3999999986936,1435.4999999986935,1414.399999998713,1420.2999999987076,75,0,1.0,1.0,-0.010519715758673387,0.014917986425339258
Q-A,4,2026-07-17,D01,NIFTYBEES,274.22,274.23,270.42,271.88,75,0,1.0,1.0,-0.008533294435125183,0.014089194586199172
Q-A,4,2026-07-17,D01,ONGC,247.25,247.25,241.51,243.33,75,0,1.0,1.0,-0.01585439838220415,0.023767131795784824
Q-A,4,2026-07-17,D01,RELIANCE,1299.7999999988172,1299.899999998817,1270.299999998844,1279.4999999988356,75,0,1.0,1.0,-0.015617787351900336,0.023301582303392854
Q-A,4,2026-07-17,D01,SBIN,1039.1999999990542,1041.1999999990524,1023.4999999990686,1029.8999999990626,75,0,1.0,1.0,-0.008949191685912239,0.017293600390815733
Q-A,4,2026-07-17,D01,SUNPHARMA,1929.0999999982444,1930.0999999982434,1900.6999999982702,1911.1999999982606,75,0,1.0,1.0,-0.009278938365040679,0.015467985479034052
Q-A,4,2026-07-17,D01,TCS,2176.8999999980188,2176.9999999980187,2133.999999998058,2147.6999999980453,75,0,1.0,1.0,-0.013413569755156396,0.02014995313964385
Q-A,4,2026-07-17,D01,TECHM,1503.2999999986318,1503.4999999986317,1470.9999999986612,1480.9999999986521,75,0,1.0,1.0,-0.014834031796713942,0.02209381373215491
Q-A,4,2026-07-17,D01,ULTRACEMCO,11591.0,11594.0,11350.0,11417.0,75,0,1.0,1.0,-0.015011646967474812,0.02149779735682822
Q-A,4,2026-07-17,D01,WIPRO,178.12,178.15,174.17000000000002,175.76,75,0,1.0,1.0,-0.013249494722658905,0.022851237296893867
Q-A,5,2026-07-20,D07,ADANIPORTS,1814.0999999983492,1814.199999998349,1533.3999999986045,1533.899999998604,75,75,1.75,0.65,-0.15445675541590875,0.1831224729359595
Q-A,5,2026-07-20,D07,AXISBANK,1319.3999999987993,1319.5999999987991,1120.3999999989803,1120.5999999989801,75,0,1.75,0.65,-0.15067454903744137,0.17779364512674056
Q-A,5,2026-07-20,D07,BAJAJ-AUTO,10254.0,10258.0,8732.5,8736.0,75,75,1.75,0.65,-0.14803978935049733,0.1746922416261094
Q-A,5,2026-07-20,D07,BANKBEES,598.92,599.02,516.34,516.4,75,75,1.75,0.65,-0.13778133974487405,0.16012704806910172
Q-A,5,2026-07-20,D07,BHARTIARTL,1906.299999998265,1907.1999999982643,1578.899999998563,1579.3999999985626,75,75,1.75,0.65,-0.17148402664848128,0.20792957122046984
Q-A,5,2026-07-20,D07,BPCL,306.49999999972107,306.64999999972093,249.04999999977335,249.04999999977335,75,75,1.75,0.65,-0.18743882544861334,0.23127885966673367
Q-A,5,2026-07-20,D07,BRITANNIA,5356.5,5357.0,4590.5,4591.5,75,75,1.75,0.65,-0.14281713805656682,0.16697527502450704
Q-A,5,2026-07-20,D07,CIPLA,1428.3999999987002,1428.3999999987002,1259.399999998854,1259.5999999988537,75,75,1.75,0.65,-0.11817418090170828,0.1341908845481976
Q-A,5,2026-07-20,D07,DRREDDY,1231.5999999988792,1231.699999998879,1064.1999999990314,1064.3999999990313,75,75,1.75,0.65,-0.1357583631049043,0.15739522646119153
Q-A,5,2026-07-20,D07,GOLDBEES,116.62,116.63,100.11,100.12,75,75,1.75,0.65,-0.1414851654947693,0.16501847967236039
Q-A,5,2026-07-20,D07,HCLTECH,1219.0999999988906,1219.79999999889,1026.199999999066,1026.199999999066,75,0,1.75,0.65,-0.1582314822409976,0.18865718183589952
Q-A,5,2026-07-20,D07,HDFCBANK,817.0999999992564,817.0999999992564,692.34999999937,692.5499999993698,75,0,1.75,0.65,-0.15242932321625258,0.18018343323463548
Q-A,5,2026-07-20,D07,HINDUNILVR,2130.299999998061,2131.2999999980602,1791.7999999983695,1791.7999999983695,75,75,1.75,0.65,-0.15889780782049467,0.18947427168210718
Q-A,5,2026-07-20,D07,ICICIBANK,1402.4999999987238,1402.7999999987235,1197.59999999891,1197.79999999891,75,0,1.75,0.65,-0.14595365418894835,0.1713426853707416
Q-A,5,2026-07-20,D07,INFY,1102.3999999989967,1102.7999999989963,931.2999999991524,931.2999999991524,75,0,1.75,0.65,-0.15520682148040643,0.18415118651347573
Q-A,5,2026-07-20,D07,ITBEES,32.18,32.19,27.62,27.63,75,75,1.75,0.65,-0.1413921690490988,0.16545981173062985
Q-A,5,2026-07-20,D07,ITC,279.79999999974535,279.89999999974526,236.59999999978467,236.64999999978463,75,75,1.75,0.65,-0.15421729807005002,0.18300929839391378
Q-A,5,2026-07-20,D07,JUNIORBEES,777.57,777.59,663.12,663.13,75,75,1.75,0.65,-0.14717645999717077,0.17262335625527814
Q-A,5,2026-07-20,D07,KOTAKBANK,380.4999999996537,380.4999999996537,323.6999999997054,323.6999999997054,75,0,1.75,0.65,-0.14927726675427067,0.17547111523015135
Q-A,5,2026-07-20,D07,LT,3932.1999999964214,3933.4999999964202,3423.7999999968843,3425.099999996883,75,0,1.75,0.65,-0.12896088703524744,0.1488696769671125
Q-A,5,2026-07-20,D07,M&M,3146.2999999971366,3146.3999999971365,2745.3999999975017,2745.4999999975016,75,0,1.75,0.65,-0.1273877252645964,0.14606250455307057
Q-A,5,2026-07-20,D07,MARUTI,13698.0,13702.0,11988.0,11988.0,75,0,1.75,0.65,-0.12483574244415241,0.14297630964297636
Q-A,5,2026-07-20,D07,NESTLEIND,1434.899999998694,1435.1999999986938,1267.6999999988464,1267.7999999988463,75,0,1.75,0.65,-0.11645410830022984,0.13212905261497188
Q-A,5,2026-07-20,D07,NIFTYBEES,274.24,274.28000000000003,242.48000000000002,242.53,75,0,1.75,0.65,-0.11562864644107351,0.13114483668756183
Q-A,5,2026-07-20,D07,ONGC,247.21,247.25,210.95000000000002,210.96,75,0,1.75,0.65,-0.14663646292625698,0.1720786916330883
Q-A,5,2026-07-20,D07,RELIANCE,1299.1999999988177,1299.4999999988174,1107.8999999989917,1108.3999999989912,75,0,1.75,0.65,-0.14685960591133007,0.17293979601047038
Q-A,5,2026-07-20,D07,SBIN,1036.5999999990565,1036.5999999990565,875.5999999992032,875.799999999203,75,0,1.75,0.65,-0.1551225159174222,0.18387391502969375
Q-A,5,2026-07-20,D07,SUNPHARMA,1928.9999999982444,1929.399999998244,1710.3999999984435,1710.4999999984434,75,0,1.75,0.65,-0.11327112493519953,0.12804022450888675
Q-A,5,2026-07-20,D07,TCS,2177.2999999980184,2177.799999998018,1835.3999999983298,1835.9999999983293,75,0,1.75,0.65,-0.1567537776144765,0.18655333987141742
Q-A,5,2026-07-20,D07,TECHM,1502.8999999986322,1503.5999999986316,1260.1999999988532,1260.7999999988526,75,0,1.75,0.65,-0.16108856211324762,0.19314394540549107
Q-A,5,2026-07-20,D07,ULTRACEMCO,11595.0,11598.0,9971.0,9974.0,75,0,1.75,0.65,-0.13980163863734363,0.16317320228663124
Q-A,5,2026-07-20,D07,WIPRO,178.64000000000001,178.68,151.45000000000002,151.46,75,0,1.75,0.65,-0.15214957456336764,0.1797953119841531
Q-A,6,2026-07-21,D10,ADANIPORTS,1779.099999998381,1779.099999998381,1739.8999999984167,1748.6999999984087,75,0,1.25,0.85,-0.017087291327075538,0.0225300304615208
Q-A,6,2026-07-21,D10,AXISBANK,1284.9999999988306,1285.1999999988304,1254.999999998858,1260.399999998853,75,0,1.25,0.85,-0.019143968871595307,0.02406374501992037
Q-A,6,2026-07-21,D10,BAJAJ-AUTO,10220.0,10298.5,10024.0,10114.5,75,0,1.25,0.85,-0.010322896281800387,0.027384277733439655
Q-A,6,2026-07-21,D10,BANKBEES,589.61,589.75,580.92,582.75,75,0,1.25,0.85,-0.011634809450314587,0.015200027542518812
Q-A,6,2026-07-21,D10,BHARTIARTL,1854.2999999983124,1874.2999999982942,1820.3999999983434,1838.7999999983267,75,0,1.25,0.85,-0.008358949468802113,0.02960887716985261
