trade_date,exchange,symbol,relative_file,share,file_path_redacted
2026-08-04,NSE,ADANIPORTS,part-035507_737974-001406.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-035521_736791-001438.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-035535_737487-001470.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-035549_488943-001502.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-035603_486921-001534.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-035617_491270-001566.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-035631_737558-001598.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-035645_487915-001630.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-035659_237433-001662.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-035712_987723-001694.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-035726_737481-001726.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-035740_487466-001758.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-035754_237553-001790.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-035807_989813-001822.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-035821_737371-001854.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-035835_487151-001886.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-035849_238504-001918.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-035902_987874-001950.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-035916_995095-001982.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-035930_737686-002014.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-035944_491369-002046.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-035958_487301-002078.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040012_739626-002110.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040026_492314-002142.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040040_737178-002174.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040054_489827-002206.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040108_238222-002238.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040121_987280-002270.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040135_988258-002302.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040149_737397-002334.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040203_487725-002366.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040217_237107-002398.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040230_987638-002430.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040245_238832-002462.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040259_237422-002494.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040313_238521-002526.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040327_239086-002558.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040340_999655-002590.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040354_987744-002622.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040409_238296-002654.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040422_988784-002686.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040436_987511-002718.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040450_739794-002750.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040504_489235-002782.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040518_239210-002814.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040531_996525-002846.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040545_989393-002878.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040559_740047-002910.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040613_738853-002942.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040627_488408-002974.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040641_737437-003006.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040655_487291-003038.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040709_489163-003070.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040723_487828-003102.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040737_491146-003134.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040751_491861-003166.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040805_492889-003198.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040819_491083-003230.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040833_489008-003262.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040847_244671-003294.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040900_989002-003326.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040914_988471-003358.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040928_737024-003390.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040942_489257-003422.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-040956_239728-003454.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-041009_737864-003486.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-041023_492883-003518.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-041037_237364-003550.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-041051_241025-003582.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-041104_987577-003614.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-041118_739766-003646.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-041132_739745-003678.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-041146_737458-003710.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-041200_739570-003742.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-041214_989261-003774.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-041229_242345-003806.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-041243_239241-003838.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-041257_491195-003870.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-041311_242595-003902.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-041325_239492-003934.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-041339_238553-003966.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-041353_239265-003998.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-041407_241892-004030.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-041420_993406-004062.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-041434_737277-004094.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-041448_488940-004126.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-041502_488389-004158.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-041516_738926-004190.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-041530_739261-004222.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-041544_489533-004254.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-041558_489977-004286.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-041612_491347-004318.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-041626_240696-004350.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-041639_988061-004382.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-041653_989264-004414.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-041707_989001-004446.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-041722_239059-004478.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-041735_988392-004510.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-041749_737343-004542.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-08-04,NSE,ADANIPORTS,part-041803_494824-004574.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-08-04/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
