panel,trade_date,symbol,signal_index,entry_index,exit_index,signal_ts_ms,entry_ts_ms,exit_ts_ms,actual_forward_ticks_after_entry,hold_ms,l1_imbalance,l2_l5_imbalance,top5_imbalance,spread_bps_feature,book_slope,long_entry_price,long_exit_price,short_entry_price,short_exit_price,long_net_pnl_inr,short_net_pnl_inr,long_gross_pnl_inr,short_gross_pnl_inr,long_cost200_inr,short_cost200_inr,bid_depth_change,ask_depth_change,total_depth_change,order_churn,spread_change,book_slope_change,microtrend_bps,best_side_int,best_net_pnl_inr,signed_label_inr,full_depth_score,model_side_int,abs_score,scenario_id,side,entry_price,exit_price,gross_pnl_inr,cost200_inr,net_pnl_inr
real_anchor,2026-07-17,AXISBANK,105,106,109,1784259983200.0,1784259984201.0,1784259989010.0,3,4809.0,0.22772277227722773,-0.11789772727272728,-0.09476474486414845,4.567948229919368,0.26971504307488403,1313.3,1312.4,1312.8,1313.0,-233.7176219983942,-180.51682256959708,-68.39999999999418,-15.19999999999709,165.31762199840003,165.3168225696,-0.7119666048237476,0.14890510948905109,-0.5043998592045055,0.6842105263157895,3.8063046029731096,0.7779117643863595,4.189039948208073,-1,-180.51682256959708,-53.200799428797126,41.86177592150864,1,41.86177592150864,P435_full_depth_ranker_real_anchor,long,1313.3,1312.4,-68.39999999999418,165.31762199840003,-233.7176219983942
real_anchor,2026-07-17,AXISBANK,70,71,74,1784259956950.0,1784259957200.0,1784259961136.0,3,3936.0,-0.6632124352331606,-0.6809009854528391,-0.6781883194278904,2.2851049244007657,0.4453714739769567,1313.0,1312.7,1312.7,1313.0,-188.11625399840293,-188.11625399840293,-22.80000000000291,-22.80000000000291,165.31625399840001,165.31625399840001,-0.3738489871086556,3.234042553191489,1.2060041407867494,0.4,1.5198476066283606,0.5220034512711856,46.68069638415817,1,-188.11625399840293,0.0,39.89546311015104,1,39.89546311015104,P435_full_depth_ranker_real_anchor,long,1313.0,1312.7,-22.80000000000291,165.31625399840001,-188.11625399840293
real_anchor,2026-07-17,AXISBANK,145,146,149,1784260012200.0,1784260012450.0,1784260017187.0,3,4737.0,0.2925170068027211,0.06683971447112265,0.09508941243258587,5.340861404646896,-0.09565711041725802,1311.0,1310.6,1310.4,1310.9,-195.68382257920874,-203.28166086559997,-30.40000000000873,-38.0,165.2838225792,165.28166086559997,1.7263681592039801,1.9287169042769858,1.817184643510055,0.64,2.2967213742048034,0.13646998578750807,-25.494672754946546,1,-195.68382257920874,7.597838286391237,34.30424556983806,1,34.30424556983806,P435_full_depth_ranker_real_anchor,long,1311.0,1310.6,-30.40000000000873,165.2838225792,-195.68382257920874
real_anchor,2026-07-17,AXISBANK,260,261,264,1784260094200.0,1784260094699.0,1784260096450.0,3,1751.0,0.224,-0.9544827586206897,-0.6523076923076923,0.76199184668828,0.41846153846153844,1312.4,1311.6,1312.1,1311.8,-226.10385228801744,-142.50054771681164,-60.80000000001746,22.79999999998836,165.30385228799997,165.3005477168,-0.9743190661478599,3.69205298013245,-0.08632640201638311,0.06896551724137931,-1.5245063812752462,0.9163644743512928,2.286498227961342,-1,-142.50054771681164,-83.6033045712058,33.05539455865528,1,33.05539455865528,P435_full_depth_ranker_real_anchor,long,1312.4,1311.6,-60.80000000001746,165.30385228799997,-226.10385228801744
real_anchor,2026-07-17,AXISBANK,180,181,184,1784260036700.0,1784260037450.0,1784260038949.0,3,1499.0,-0.9939759036144579,-0.5407813570939,-0.6247906197654941,1.5238095238081377,0.4528196538246789,1312.6,1312.3,1312.4,1312.4,-188.10988142878836,-165.3084008576,-22.79999999998836,0.0,165.3098814288,165.3084008576,-0.3142272262026612,2.9858156028368796,0.8935756002595717,0.5384615384615384,-1.5228810085999935,0.7351909486764729,-3.0466905324100235,-1,-165.3084008576,-22.801480571188364,31.77833131167002,1,31.77833131167002,P435_full_depth_ranker_real_anchor,long,1312.6,1312.3,-22.79999999998836,165.3098814288,-188.10988142878836
real_anchor,2026-07-17,AXISBANK,230,231,234,1784260073250.0,1784260073251.0,1784260074200.0,3,949.0,-0.3483709273182957,-0.2116966189460859,-0.2265073329712113,4.57351932312018,0.08962520369364475,1312.0,1311.5,1311.6,1311.7,-203.299185432,-172.8966802896058,-38.0,-7.600000000005821,165.299185432,165.29668028959998,0.5955610357583231,2.0136363636363637,1.2318150917743032,0.34375,0.7650111157849926,0.3871861793034008,-7.236165593935695,-1,-172.8966802896058,-30.402505142394205,30.208838768119058,1,30.208838768119058,P435_full_depth_ranker_real_anchor,long,1312.0,1311.5,-38.0,165.299185432,-203.299185432
real_anchor,2026-07-17,BAJAJ-AUTO,85,86,89,1784260120950.0,1784260121200.0,1784260124200.0,3,3000.0,-0.7142857142857143,-0.7588357588357588,-0.7575757575757576,2.4012486492976346,0.8141414141414142,10412.5,10412.0,10410.0,10412.5,-164.544052446,-182.54270583000002,-4.5,-22.5,160.044052446,160.04270583000002,-0.6258064516129033,5.130434782608695,1.1473214285714286,0.5294117647058824,-0.4810110423005787,1.4349592580075852,2.6420713839647725,1,-164.544052446,17.998653384000022,66.28300480782802,1,66.28300480782802,P435_full_depth_ranker_real_anchor,long,10412.5,10412.0,-4.5,160.044052446,-164.544052446
real_anchor,2026-07-17,BAJAJ-AUTO,130,131,134,1784260152200.0,1784260152700.0,1784260156777.0,3,4077.0,0.5,-0.8313253012048193,-0.8186157517899761,2.3991746839087353,0.8233890214797136,10420.5,10419.0,10419.0,10421.5,-173.55847206600004,-182.559685374,-13.5,-22.5,160.05847206600004,160.059685374,-0.39655172413793105,8.5,3.2346938775510203,2.3333333333333335,-0.9625734251079532,0.6469184332444194,8.644495137470898,1,-173.55847206600004,9.001213307999961,64.35415734937547,1,64.35415734937547,P435_full_depth_ranker_real_anchor,long,10420.5,10419.0,-13.5,160.05847206600004,-173.55847206600004
real_anchor,2026-07-17,BAJAJ-AUTO,105,106,109,1784260135200.0,1784260136200.0,1784260138450.0,3,2250.0,-0.9209039548022598,-0.1721311475409836,-0.6153846153846154,0.48018054788600517,-0.5953177257525084,10414.5,10413.5,10414.0,10414.5,-169.047489024,-164.54782567799998,-9.0,-4.5,160.047489024,160.04782567799998,1.1956521739130435,-0.1781609195402299,0.10909090909090909,0.09523809523809523,-2.883344426286928,-1.153876284311067,6.727049948345165,-1,-164.54782567799998,-4.4996633460000055,-45.79931404285617,-1,45.79931404285617,P435_full_depth_ranker_real_anchor,short,10414.0,10414.5,-4.5,160.04782567799998,-164.54782567799998
real_anchor,2026-07-17,BAJAJ-AUTO,80,81,84,1784260117700.0,1784260118200.0,1784260119950.0,3,1750.0,-0.7333333333333333,-0.9267015706806283,-0.9193954659949622,3.3617481090166885,0.853904282115869,10413.0,10409.5,10409.5,10412.0,-191.54297583000002,-182.541762522,-31.5,-22.5,160.04297583000002,160.041762522,-0.7704918032786885,1.944,1.053763440860215,0.36,1.9186425458447425,0.5734810016925886,16.355196382615844,-1,-182.541762522,-9.001213308000018,38.1137781261831,1,38.1137781261831,P435_full_depth_ranker_real_anchor,long,10413.0,10409.5,-31.5,160.04297583000002,-191.54297583000002
real_anchor,2026-07-17,BAJAJ-AUTO,135,136,139,1784260156778.0,1784260156778.0,1784260157200.0,3,422.0,0.34831460674157305,-0.7701149425287356,-0.5423340961098398,1.4394357411894536,0.6613272311212814,10421.5,10419.0,10420.0,10421.0,-182.559685374,-169.059752028,-22.5,-9.0,160.059685374,160.059752028,-0.550561797752809,-0.2542372881355932,-0.30677290836653387,1.2,-0.0010367337823371514,1.0933410004844484,7.202362374858495,-1,-169.059752028,-13.499933346000006,36.290143890676454,1,36.290143890676454,P435_full_depth_ranker_real_anchor,long,10421.5,10419.0,-22.5,160.059685374,-182.559685374
real_anchor,2026-07-17,BAJAJ-AUTO,145,146,149,1784260162200.0,1784260162449.0,1784260164200.0,3,1751.0,-0.42857142857142855,-0.2857142857142857,-0.3277310924369748,1.4395738861297056,0.025210084033613446,10419.0,10418.0,10415.5,10419.0,-169.055978796,-191.554295526,-9.0,-31.5,160.055978796,160.054295526,-0.4827586206896552,-0.8723404255319149,-0.8253638253638254,0.34615384615384615,-0.961674763167929,-0.7889313301078007,8.164245407611403,1,-169.055978796,22.49831673,-33.98858796264369,-1,33.98858796264369,P435_full_depth_ranker_real_anchor,short,10415.5,10419.0,-31.5,160.054295526,-191.554295526
real_anchor,2026-07-17,BAJAJ-AUTO,100,101,104,1784260131950.0,1784260132200.0,1784260134200.0,3,2000.0,-0.3333333333333333,-0.5043630017452007,-0.5008547008547009,1.440749189578581,0.5213675213675214,10412.0,10412.5,10410.5,10413.0,-155.543782446,-182.54364913799998,4.5,-22.5,160.043782446,160.04364913799998,0.5955056179775281,1.912162162162162,1.4177215189873418,0.30434782608695654,-0.9616532128238215,0.6709738205801199,4.804804804805496,1,-155.543782446,26.999866691999983,31.405482397399005,1,31.405482397399005,P435_full_depth_ranker_real_anchor,long,10412.0,10412.5,4.5,160.043782446,-155.543782446
real_anchor,2026-07-17,BAJAJ-AUTO,70,71,74,1784260110200.0,1784260111200.0,1784260115177.0,3,3977.0,0.0,0.1836734693877551,0.17647058823529413,3.3617481090166885,0.17647058823529413,10413.0,10415.0,10409.5,10416.0,-142.04667902399999,-218.54661575400002,18.0,-58.5,160.04667902399999,160.04661575400002,-0.44761904761904764,-0.09090909090909091,-0.3422818791946309,0.36363636363636365,2.3992378823455303,0.5529411764705883,20.934597430097845,1,-142.04667902399999,76.49993673000003,27.17415914938934,1,27.17415914938934,P435_full_depth_ranker_real_anchor,long,10413.0,10415.0,18.0,160.04667902399999,-142.04667902399999
real_anchor,2026-07-17,BHARTIARTL,275,276,279,1784260115175.0,1784260115177.0,1784260116200.0,3,1023.0,-0.9792387543252595,0.5980608197443807,0.41985926505082094,3.6459282793825127,-0.6759186864738077,1920.3,1919.6,1919.6,1919.7,-201.72940713759417,-170.52520100321163,-36.39999999999418,-5.2000000000116415,165.3294071376,165.3252010032,2.3083941605839415,6.296,2.7166257166257166,0.5294117647058824,3.1251898723205893,-0.047874406031003236,-2.0829536282451766,-1,-170.52520100321163,-31.20420613438253,50.46470605450692,1,50.46470605450692,P435_full_depth_ranker_real_anchor,long,1920.3,1919.6,-36.39999999999418,165.3294071376,-201.72940713759417
real_anchor,2026-07-17,BHARTIARTL,215,216,219,1784260066200.0,1784260066449.0,1784260069450.0,3,3001.0,0.8656716417910447,0.7952497952497952,0.8022140221402214,0.5207384070619233,-0.6280442804428045,1920.4,1920.2,1920.3,1920.4,-175.7324422943942,-170.53283131681164,-10.39999999999418,-5.2000000000116415,165.3324422944,165.3328313168,-0.07039864291772689,-0.6301775147928994,-0.1951219512195122,0.32,-3.6366175145716806,-0.5589361882986816,-20.526944863068497,-1,-170.53283131681164,-5.199610977582552,-37.31197639493342,-1,37.31197639493342,P435_full_depth_ranker_real_anchor,short,1920.3,1920.4,-5.2000000000116415,165.3328313168,-170.53283131681164
real_anchor,2026-07-17,BHARTIARTL,120,121,124,1784259992700.0,1784259993200.0,1784259994950.0,3,1750.0,0.4166666666666667,0.23775388291517324,0.25616291532690244,2.0788940283761947,-0.028938906752411574,1924.3,1922.6,1923.9,1923.7,-251.66586642281166,-154.76670121118838,-86.70000000001164,10.200000000011642,164.96586642280002,164.96670121120002,-0.12203389830508475,-0.6866404715127702,-0.47947761194029853,0.46875,-3.6599868898442773,-0.34520126075061464,38.34615886265658,-1,-154.76670121118838,-96.89916521162328,-29.986089867046516,-1,29.986089867046516,P435_full_depth_ranker_real_anchor,short,1923.9,1923.7,10.200000000011642,164.96670121120002,-154.76670121118838
real_anchor,2026-07-17,BHARTIARTL,230,231,234,1784260078450.0,1784260079200.0,1784260082700.0,3,3500.0,0.8290076335877863,0.6535288725939505,0.7193585337915235,1.5627034770161838,-0.12256586483390607,1919.9,1917.6,1919.6,1918.6,-284.91882260000585,-113.3174897568,-119.60000000000582,52.0,165.31882260000003,165.3174897568,-0.47343841214244015,-0.7613636363636364,-0.5644710578842316,0.3333333333333333,-4.6791690847514005,-0.10366979322773998,-14.304291287385862,-1,-113.3174897568,-171.60133284320585,-29.53851035084247,-1,29.53851035084247,P435_full_depth_ranker_real_anchor,short,1919.6,1918.6,52.0,165.3174897568,-113.3174897568
real_anchor,2026-07-17,BHARTIARTL,305,306,309,1784260135200.0,1784260136450.0,1784260138700.0,3,2250.0,-0.9489194499017681,0.052347544522396115,-0.1634208298052498,3.644409735779347,-0.2972057578323455,1921.1,1920.4,1920.4,1921.1,-201.73812749599418,-201.73812749599418,-36.39999999999418,-36.39999999999418,165.338127496,165.338127496,0.4401772525849335,3.745945945945946,1.1496519721577727,0.6470588235294118,1.0380031884860998,0.13080213171400562,12.510751427008415,1,-201.73812749599418,0.0,29.34180894803274,1,29.34180894803274,P435_full_depth_ranker_real_anchor,long,1921.1,1920.4,-36.39999999999418,165.338127496,-201.73812749599418
real_anchor,2026-07-17,BHARTIARTL,140,141,144,1784260005200.0,1784260005949.0,1784260008200.0,3,2251.0,0.30133333333333334,0.21095890410958903,0.23401360544217686,3.118827320926859,0.021768707482993196,1924.1,1923.9,1923.9,1924.1,-175.16945137598253,-175.16945137598253,-10.199999999982538,-10.199999999982538,164.969451376,164.969451376,-0.35631067961165047,-0.31100478468899523,-0.3391671695835848,0.047619047619047616,-3.6652561754863537,-0.29459492888064315,39.39986953685582,1,-175.16945137598253,0.0,-28.493325572427914,-1,28.493325572427914,P435_full_depth_ranker_real_anchor,short,1923.9,1924.1,-10.199999999982538,164.969451376,-175.16945137598253
real_anchor,2026-07-17,BHARTIARTL,75,76,79,1784259961137.0,1784259961137.0,1784259962200.0,3,1063.0,-0.5835351089588378,-0.01932633903920486,-0.12410071942446044,7.827380175855142,-0.302158273381295,1917.1,1915.6,1915.6,1916.9,-243.29141352479996,-232.89001148000582,-78.0,-67.60000000000582,165.29141352479996,165.29001148,-0.30679156908665106,0.27486187845303867,-0.09675810473815462,1.3333333333333333,4.176317455814364,0.055513162237846636,-4.694223497196948,-1,-232.89001148000582,-10.401402044794139,26.415267235573577,1,26.415267235573577,P435_full_depth_ranker_real_anchor,long,1917.1,1915.6,-78.0,165.29141352479996,-243.29141352479996
real_anchor,2026-07-17,BHARTIARTL,205,206,209,1784260059296.0,1784260059700.0,1784260061701.0,3,2001.0,-0.8823529411764706,0.5373939861218195,0.5190258751902588,2.603285346106787,-0.6773211567732116,1920.7,1920.3,1920.5,1920.5,-186.13493438401747,-165.334310384,-20.800000000017462,0.0,165.334934384,165.334310384,0.9900199600798403,-0.5033112582781457,0.17375565610859728,0.1111111111111111,-0.5148936373663915,-0.7976420123881849,-18.449225652218402,-1,-165.334310384,-20.80062400001748,-25.907944126796444,-1,25.907944126796444,P435_full_depth_ranker_real_anchor,short,1920.5,1920.5,0.0,165.334310384,-165.334310384
real_anchor,2026-07-17,CIPLA,115,116,119,1784260147201.0,1784260147949.0,1784260150200.0,3,2251.0,0.22727272727272727,0.33263378803777544,0.3279839518555667,5.646925954683098,-0.362086258776329,1417.2,1416.3,1416.3,1416.8,-228.19082613999998,-200.187051404,-63.0,-35.0,165.19082613999998,165.187051404,7.141025641025641,1.4651162790697674,3.603864734299517,0.8,1.4206809733496542,-0.311771793367524,-21.131224906671964,-1,-200.187051404,-28.003774735999997,34.63150371934631,1,34.63150371934631,P435_full_depth_ranker_real_anchor,long,1417.2,1416.3,-63.0,165.19082613999998,-228.19082613999998
real_anchor,2026-07-17,CIPLA,75,76,79,1784260119450.0,1784260120450.0,1784260122700.0,3,2250.0,0.38461538461538464,0.0847457627118644,0.09740259740259741,3.5237323372916594,-0.1038961038961039,1419.0,1418.5,1418.5,1419.2,-200.2193335,-214.22122086800002,-35.0,-49.0,165.2193335,165.22122086800002,-0.5789473684210527,-0.6120689655172413,-0.5947802197802198,0.42857142857142855,-4.9174606846557625,-0.10984140710656763,-18.64096792346559,1,-200.2193335,14.001887368000013,-29.189233632967845,-1,29.189233632967845,P435_full_depth_ranker_real_anchor,short,1418.5,1419.2,-49.0,165.22122086800002,-214.22122086800002
real_anchor,2026-07-17,CIPLA,100,101,104,1784260136200.0,1784260136949.0,1784260142781.0,3,5832.0,0.9655172413793104,0.5356415478615071,0.581056466302368,2.8190852068494157,-0.44990892531876137,1419.1,1418.6,1418.7,1419.2,-200.220800868,-200.222268236,-35.0,-35.0,165.220800868,165.222268236,4.890625,-0.7106598984771574,0.07205240174672489,0.04,-1.4071597744840285,-0.9560817648249342,-5.634993308445413,1,-200.220800868,0.00146736799999303,-26.25552142577378,-1,26.25552142577378,P435_full_depth_ranker_real_anchor,short,1418.7,1419.2,-35.0,165.222268236,-200.222268236
real_anchor,2026-07-17,CIPLA,105,106,109,1784260142783.0,1784260142784.0,1784260144450.0,3,1666.0,-0.19230769230769232,0.308868501529052,0.2719546742209632,4.934964221509715,0.45042492917847027,1418.8,1418.4,1418.1,1418.8,-193.216922448,-214.215351396,-28.0,-49.0,165.216922448,165.215351396,1.0980392156862746,-0.2802547770700637,0.2625482625482625,0.3939393939393939,0.004518720542516341,0.5852003035545101,-9.156541644657068,1,-193.216922448,20.998428947999997,23.48612615569662,1,23.48612615569662,P435_full_depth_ranker_real_anchor,long,1418.8,1418.4,-28.0,165.216922448,-193.216922448
real_anchor,2026-07-17,CIPLA,95,96,99,1784260133699.0,1784260134450.0,1784260135950.0,3,1500.0,0.7049180327868853,0.5825426944971537,0.5952380952380952,3.5244774962111864,-0.3741496598639456,1418.9,1418.7,1418.4,1419.1,-179.21943718400001,-214.2197535,-14.0,-49.0,165.21943718400001,165.2197535,0.9305555555555556,-0.47115384615384615,0.2429245283018868,0.2727272727272727,-2.1049644853520717,-0.4097227823935899,-17.240166068537288,1,-179.21943718400001,35.00031631599998,-20.317339267113947,-1,20.317339267113947,P435_full_depth_ranker_real_anchor,short,1418.4,1419.1,-49.0,165.2197535,-214.2197535
real_anchor,2026-07-17,CIPLA,70,71,74,1784260115200.0,1784260116200.0,1784260119200.0,3,3000.0,-0.4358974358974359,0.26717557251908397,0.24864864864864866,4.930792801042831,-0.35135135135135137,1420.2,1418.7,1419.3,1419.2,-270.231705076,-158.22541034,-105.0,7.0,165.231705076,165.22541034,3.389423076923077,1.433179723502304,2.3905882352941177,1.1764705882352942,-2.1015560034578726,0.10388674388674385,-16.52601969057588,-1,-158.22541034,-112.00629473600003,19.59745845963479,1,19.59745845963479,P435_full_depth_ranker_real_anchor,long,1420.2,1418.7,-105.0,165.231705076,-270.231705076
real_anchor,2026-07-17,CIPLA,80,81,84,1784260123200.0,1784260123951.0,1784260128940.0,3,4989.0,-0.2079207920792079,0.1198044009779951,0.054901960784313725,4.933572964020478,-0.25098039215686274,1419.1,1418.8,1418.5,1419.1,-186.22184823599997,-207.220277184,-21.0,-42.0,165.22184823599997,165.220277184,1.7926829268292683,-0.3333333333333333,0.16193181818181818,0.13333333333333333,-0.0017391944738669451,-0.7246646026831784,3.52522297035307,1,-186.22184823599997,20.998428948000026,-17.555511615119883,-1,17.555511615119883,P435_full_depth_ranker_real_anchor,short,1418.5,1419.1,-42.0,165.220277184,-207.220277184
real_anchor,2026-07-17,CIPLA,65,66,71,1784260111200.0,1784260115175.0,1784260116200.0,5,1025.0,0.8947368421052632,-0.043478260869565216,-0.0011862396204033216,4.929056789776048,0.2147093712930012,1420.4,1419.3,1419.5,1420.2,-242.236734548,-214.235894548,-77.0,-49.0,165.236734548,165.235894548,-0.8166666666666667,-0.02097902097902098,-0.6816923685251087,0.3157894736842105,-2.0781606441809277,0.9202586351661608,-48.700161165999845,-1,-214.235894548,-28.000839999999982,17.054300454048942,1,17.054300454048942,P435_full_depth_ranker_real_anchor,long,1420.4,1419.3,-77.0,165.236734548,-242.236734548
real_anchor,2026-07-20,ADANIPORTS,110,111,114,1784519301858.0,1784519310109.0,1784519321703.0,3,11594.0,-0.5714285714285714,-0.4234875444839858,-0.439873417721519,4.90556781947436,0.2088607594936709,1834.0,1834.4,1833.3,1834.9,-143.5619384031942,-251.56404643360872,21.60000000000582,-86.40000000000873,165.16193840320003,165.1640464336,1.0769230769230769,1.8169014084507042,1.5545454545454545,0.8333333333333334,-0.004014047802532339,0.27159138679994393,8.1826364454618,1,-143.5619384031942,108.00210803041452,26.885181180498385,1,26.885181180498385,P435_full_depth_ranker_real_anchor,long,1834.0,1834.4,21.60000000000582,165.16193840320003,-143.5619384031942
