panel,trade_date,symbol,signal_index,entry_index,exit_index,signal_ts_ms,entry_ts_ms,exit_ts_ms,actual_forward_ticks_after_entry,hold_ms,l1_imbalance,l2_l5_imbalance,top5_imbalance,spread_bps_feature,book_slope,long_entry_price,long_exit_price,short_entry_price,short_exit_price,long_net_pnl_inr,short_net_pnl_inr,long_gross_pnl_inr,short_gross_pnl_inr,long_cost200_inr,short_cost200_inr,bid_depth_change,ask_depth_change,total_depth_change,order_churn,spread_change,book_slope_change,microtrend_bps,best_side_int,best_net_pnl_inr,signed_label_inr,full_depth_score,l1_only_score,model_side_int,abs_score,scenario_id,side,entry_price,exit_price,gross_pnl_inr,cost200_inr,net_pnl_inr
synthetic,2026-02-02,AXISBANK,585,586,1334,1786613503.0,1786613503.0,1786613753.0,748,250.0,0.004651162790697674,0.00496124031007752,0.004924760601915185,1.5120586678766577,-0.0024623803009575923,1326.4,1327.9,1326.2,1328.1,-52.761811869999974,-307.76946187,112.5,-142.5,165.26181186999997,165.26946187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-52.761811869999974,255.00765,0.06668746685682496,-0.1472776707535434,1,0.06668746685682496,P435_full_depth_ranker_validation,long,1326.4,1327.9,112.5,165.26181186999997,-52.761811869999974
synthetic,2026-02-02,AXISBANK,660,661,1409,1786613528.0,1786613528.0,1786613778.0,748,250.0,0.004651162790697674,0.00496124031007752,0.004924760601915185,1.5120586678766577,-0.0024623803009575923,1326.4,1327.9,1326.2,1328.1,-52.761811869999974,-307.76946187,112.5,-142.5,165.26181186999997,165.26946187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-52.761811869999974,255.00765,0.06668746685682496,-0.1472776707535434,1,0.06668746685682496,P435_full_depth_ranker_validation,long,1326.4,1327.9,112.5,165.26181186999997,-52.761811869999974
synthetic,2026-02-02,AXISBANK,735,736,1484,1786613553.0,1786613553.0,1786613803.0,748,250.0,0.004651162790697674,0.00496124031007752,0.004924760601915185,1.5120586678766577,-0.0024623803009575923,1326.4,1327.9,1326.2,1328.1,-52.761811869999974,-307.76946187,112.5,-142.5,165.26181186999997,165.26946187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-52.761811869999974,255.00765,0.06668746685682496,-0.1472776707535434,1,0.06668746685682496,P435_full_depth_ranker_validation,long,1326.4,1327.9,112.5,165.26181186999997,-52.761811869999974
synthetic,2026-02-02,AXISBANK,810,811,1559,1786613578.0,1786613578.0,1786613828.0,748,250.0,0.004651162790697674,0.00496124031007752,0.004924760601915185,1.5120586678766577,-0.0024623803009575923,1326.4,1327.9,1326.2,1328.1,-52.761811869999974,-307.76946187,112.5,-142.5,165.26181186999997,165.26946187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-52.761811869999974,255.00765,0.06668746685682496,-0.1472776707535434,1,0.06668746685682496,P435_full_depth_ranker_validation,long,1326.4,1327.9,112.5,165.26181186999997,-52.761811869999974
synthetic,2026-02-02,AXISBANK,885,886,1634,1786613603.0,1786613603.0,1786613853.0,748,250.0,0.004651162790697674,0.00496124031007752,0.004924760601915185,1.5120586678766577,-0.0024623803009575923,1326.4,1327.9,1326.2,1328.1,-52.761811869999974,-307.76946187,112.5,-142.5,165.26181186999997,165.26946187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-52.761811869999974,255.00765,0.06668746685682496,-0.1472776707535434,1,0.06668746685682496,P435_full_depth_ranker_validation,long,1326.4,1327.9,112.5,165.26181186999997,-52.761811869999974
synthetic,2026-02-02,AXISBANK,960,961,1709,1786613628.0,1786613628.0,1786613878.0,748,250.0,0.004651162790697674,0.00496124031007752,0.004924760601915185,1.5120586678766577,-0.0024623803009575923,1326.4,1327.9,1326.2,1328.1,-52.761811869999974,-307.76946187,112.5,-142.5,165.26181186999997,165.26946187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-52.761811869999974,255.00765,0.06668746685682496,-0.1472776707535434,1,0.06668746685682496,P435_full_depth_ranker_validation,long,1326.4,1327.9,112.5,165.26181186999997,-52.761811869999974
synthetic,2026-02-02,BAJAJ-AUTO,1535,1536,2286,1786613486.0,1786613487.0,1786613737.0,750,250.0,0.0,0.01562978853815507,0.013791238507301243,2.924119109118378,-0.011898323418063819,10306.0,10303.0,10303.0,10306.0,-186.84144457199997,-186.84144457199997,-27.0,-27.0,159.84144457199997,159.84144457199997,-0.021841794569067298,0.125832457062741,0.045665758692517225,0.02857142857142857,0.008808871520594064,0.01821619658759149,-30.124872455177254,1,-186.84144457199997,0.0,1.6633992092372663,0.23805092638481495,1,1.6633992092372663,P435_full_depth_ranker_validation,long,10306.0,10303.0,-27.0,159.84144457199997,-186.84144457199997
synthetic,2026-02-02,BAJAJ-AUTO,535,536,1036,1786612992.0,1786612993.0,1786613243.0,500,250.0,0.11057692307692307,0.08572344175612882,0.08864696734059098,2.915310237597784,-0.03011452000565531,10306.0,10303.0,10303.0,10306.0,-186.84144457199997,-186.84144457199997,-27.0,-27.0,159.84144457199997,159.84144457199997,0.049891540130151846,0.0288496213487198,0.04016666666666667,0.029411764705882353,0.003960827146039847,-0.007467461182125896,-13.58629724877436,1,-186.84144457199997,0.0,0.5012156403766146,0.1447147395761674,1,0.5012156403766146,P435_full_depth_ranker_validation,long,10306.0,10303.0,-27.0,159.84144457199997,-186.84144457199997
synthetic,2026-02-02,BAJAJ-AUTO,1510,1511,2259,1786613478.0,1786613478.0,1786613728.0,748,250.0,0.11057692307692307,0.08572344175612882,0.08864696734059098,2.915310237597784,-0.03011452000565531,10261.0,10303.0,10258.0,10306.0,218.213154288,-591.811145712,378.0,-432.0,159.786845712,159.81114571199998,0.049891540130151846,0.0288496213487198,0.04016666666666667,0.029411764705882353,0.003960827146039847,-0.007467461182125896,-13.58629724877436,1,218.213154288,810.0243,0.5012156403766146,0.1447147395761674,1,0.5012156403766146,P435_full_depth_ranker_validation,long,10261.0,10303.0,378.0,159.786845712,218.213154288
synthetic,2026-02-02,BAJAJ-AUTO,1610,1611,2361,1786613511.0,1786613512.0,1786613762.0,750,250.0,0.0,0.01562978853815507,0.013791238507301243,2.924119109118378,-0.011898323418063819,10306.0,10303.0,10303.0,10306.0,-186.84144457199997,-186.84144457199997,-27.0,-27.0,159.84144457199997,159.84144457199997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.84144457199997,0.0,0.3388408055210413,0.14370130541785736,1,0.3388408055210413,P435_full_depth_ranker_validation,long,10306.0,10303.0,-27.0,159.84144457199997,-186.84144457199997
synthetic,2026-02-02,BAJAJ-AUTO,1685,1686,2436,1786613536.0,1786613537.0,1786613787.0,750,250.0,0.0,0.01562978853815507,0.013791238507301243,2.924119109118378,-0.011898323418063819,10306.0,10303.0,10303.0,10306.0,-186.84144457199997,-186.84144457199997,-27.0,-27.0,159.84144457199997,159.84144457199997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.84144457199997,0.0,0.3388408055210413,0.14370130541785736,1,0.3388408055210413,P435_full_depth_ranker_validation,long,10306.0,10303.0,-27.0,159.84144457199997,-186.84144457199997
synthetic,2026-02-02,BAJAJ-AUTO,1760,1761,2511,1786613561.0,1786613562.0,1786613812.0,750,250.0,0.0,0.01562978853815507,0.013791238507301243,2.924119109118378,-0.011898323418063819,10306.0,10303.0,10303.0,10306.0,-186.84144457199997,-186.84144457199997,-27.0,-27.0,159.84144457199997,159.84144457199997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.84144457199997,0.0,0.3388408055210413,0.14370130541785736,1,0.3388408055210413,P435_full_depth_ranker_validation,long,10306.0,10303.0,-27.0,159.84144457199997,-186.84144457199997
synthetic,2026-02-02,BAJAJ-AUTO,1835,1836,2586,1786613586.0,1786613587.0,1786613837.0,750,250.0,0.0,0.01562978853815507,0.013791238507301243,2.924119109118378,-0.011898323418063819,10306.0,10303.0,10303.0,10306.0,-186.84144457199997,-186.84144457199997,-27.0,-27.0,159.84144457199997,159.84144457199997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.84144457199997,0.0,0.3388408055210413,0.14370130541785736,1,0.3388408055210413,P435_full_depth_ranker_validation,long,10306.0,10303.0,-27.0,159.84144457199997,-186.84144457199997
synthetic,2026-02-02,BAJAJ-AUTO,1910,1911,2661,1786613611.0,1786613612.0,1786613862.0,750,250.0,0.0,0.01562978853815507,0.013791238507301243,2.924119109118378,-0.011898323418063819,10306.0,10303.0,10303.0,10306.0,-186.84144457199997,-186.84144457199997,-27.0,-27.0,159.84144457199997,159.84144457199997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.84144457199997,0.0,0.3388408055210413,0.14370130541785736,1,0.3388408055210413,P435_full_depth_ranker_validation,long,10306.0,10303.0,-27.0,159.84144457199997,-186.84144457199997
synthetic,2026-02-02,BANKBEES,510,511,1259,1786612978.0,1786612978.0,1786613228.0,748,250.0,0.32169576059850374,0.32169576059850374,0.32169576059850374,3.492258826267153,-0.14361155933695174,599.975,602.375,599.765,602.585,233.09251443879418,-633.4534811612099,398.3999999999942,-468.1200000000099,165.3074855612,165.33348116119998,-0.08219810667282383,-0.03728173666823974,-0.06744186046511629,0.0,0.006665943515254735,0.009329617133636503,-19.087770548401608,1,233.09251443879418,866.5459956000041,-0.24341890874145983,0.20429132652275583,-1,0.24341890874145983,P435_full_depth_ranker_validation,short,599.765,602.585,-468.1200000000099,165.33348116119998,-633.4534811612099
synthetic,2026-02-02,BANKBEES,60,61,311,1786612535.0,1786612536.0,1786612786.0,250,250.0,0.34418604651162793,0.34294573643410853,0.3430916552667579,3.4855928827518983,-0.15294117647058825,602.585,602.375,602.375,602.585,-199.8895936408087,-200.22589420832057,-34.65000000000873,-34.86000000000058,165.23959364079997,165.36589420832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-199.8895936408087,0.33630056751187,-0.11060970900424019,0.13506223513713367,-1,0.11060970900424019,P435_full_depth_ranker_validation,short,602.375,602.585,-34.86000000000058,165.36589420832,-200.22589420832057
synthetic,2026-02-02,BANKBEES,85,86,336,1786612560.0,1786612561.0,1786612811.0,250,250.0,0.34418604651162793,0.34294573643410853,0.3430916552667579,3.4855928827518983,-0.15294117647058825,602.585,602.375,602.375,602.585,-199.8895936408087,-200.22589420832057,-34.65000000000873,-34.86000000000058,165.23959364079997,165.36589420832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-199.8895936408087,0.33630056751187,-0.11060970900424019,0.13506223513713367,-1,0.11060970900424019,P435_full_depth_ranker_validation,short,602.375,602.585,-34.86000000000058,165.36589420832,-200.22589420832057
synthetic,2026-02-02,BANKBEES,110,111,361,1786612585.0,1786612586.0,1786612836.0,250,250.0,0.34418604651162793,0.34294573643410853,0.3430916552667579,3.4855928827518983,-0.15294117647058825,602.585,602.375,602.375,602.585,-199.8895936408087,-200.22589420832057,-34.65000000000873,-34.86000000000058,165.23959364079997,165.36589420832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-199.8895936408087,0.33630056751187,-0.11060970900424019,0.13506223513713367,-1,0.11060970900424019,P435_full_depth_ranker_validation,short,602.375,602.585,-34.86000000000058,165.36589420832,-200.22589420832057
synthetic,2026-02-02,BANKBEES,135,136,386,1786612610.0,1786612611.0,1786612861.0,250,250.0,0.34418604651162793,0.34294573643410853,0.3430916552667579,3.4855928827518983,-0.15294117647058825,602.585,602.375,602.375,602.585,-199.8895936408087,-200.22589420832057,-34.65000000000873,-34.86000000000058,165.23959364079997,165.36589420832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-199.8895936408087,0.33630056751187,-0.11060970900424019,0.13506223513713367,-1,0.11060970900424019,P435_full_depth_ranker_validation,short,602.375,602.585,-34.86000000000058,165.36589420832,-200.22589420832057
synthetic,2026-02-02,BANKBEES,160,161,411,1786612635.0,1786612636.0,1786612886.0,250,250.0,0.34418604651162793,0.34294573643410853,0.3430916552667579,3.4855928827518983,-0.15294117647058825,602.585,602.375,602.375,602.585,-199.8895936408087,-200.22589420832057,-34.65000000000873,-34.86000000000058,165.23959364079997,165.36589420832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-199.8895936408087,0.33630056751187,-0.11060970900424019,0.13506223513713367,-1,0.11060970900424019,P435_full_depth_ranker_validation,short,602.375,602.585,-34.86000000000058,165.36589420832,-200.22589420832057
synthetic,2026-02-02,BANKBEES,185,186,436,1786612660.0,1786612661.0,1786612911.0,250,250.0,0.34418604651162793,0.34294573643410853,0.3430916552667579,3.4855928827518983,-0.15294117647058825,602.585,602.375,602.375,602.585,-199.8895936408087,-200.22589420832057,-34.65000000000873,-34.86000000000058,165.23959364079997,165.36589420832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-199.8895936408087,0.33630056751187,-0.11060970900424019,0.13506223513713367,-1,0.11060970900424019,P435_full_depth_ranker_validation,short,602.375,602.585,-34.86000000000058,165.36589420832,-200.22589420832057
synthetic,2026-02-02,BANKBEES,210,211,461,1786612685.0,1786612686.0,1786612936.0,250,250.0,0.34418604651162793,0.34294573643410853,0.3430916552667579,3.4855928827518983,-0.15294117647058825,602.585,602.375,602.375,602.585,-199.8895936408087,-200.22589420832057,-34.65000000000873,-34.86000000000058,165.23959364079997,165.36589420832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-199.8895936408087,0.33630056751187,-0.11060970900424019,0.13506223513713367,-1,0.11060970900424019,P435_full_depth_ranker_validation,short,602.375,602.585,-34.86000000000058,165.36589420832,-200.22589420832057
