panel,trade_date,symbol,signal_index,entry_index,exit_index,signal_ts_ms,entry_ts_ms,exit_ts_ms,actual_forward_ticks_after_entry,hold_ms,l1_imbalance,l2_l5_imbalance,top5_imbalance,spread_bps_feature,book_slope,long_entry_price,long_exit_price,short_entry_price,short_exit_price,long_net_pnl_inr,short_net_pnl_inr,long_gross_pnl_inr,short_gross_pnl_inr,long_cost200_inr,short_cost200_inr,bid_depth_change,ask_depth_change,total_depth_change,order_churn,spread_change,book_slope_change,microtrend_bps,best_side_int,best_net_pnl_inr,signed_label_inr
synthetic,2026-01-01,ADANIPORTS,985,986,1486,1784021467.0,1784021468.0,1784021718.0,500,250.0,0.22401847575057737,0.22771362586605082,0.22727890232305392,2.190100744633506,-0.10311099035457139,1818.9,1818.5,1818.5,1818.9,-186.58777911520582,-186.58777911520582,-21.60000000000582,-21.60000000000582,164.9877791152,164.9877791152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.58777911520582,0.0
synthetic,2026-01-01,ADANIPORTS,1010,1011,1510,1784021480.0,1784021480.0,1784021730.0,499,250.0,0.2364066193853428,0.2310116608887488,0.23164627363737486,2.1993731786445867,-0.1017797552836485,1826.6,1818.5,1826.2,1818.9,-602.4438339447942,229.1811140551971,-437.3999999999942,394.1999999999971,165.04383394479999,165.0188859448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,229.1811140551971,-831.6249479999913
synthetic,2026-01-01,ADANIPORTS,1035,1036,1536,1784021492.0,1784021493.0,1784021743.0,500,250.0,0.22401847575057737,0.22771362586605082,0.22727890232305392,2.190100744633506,-0.10311099035457139,1818.9,1818.5,1818.5,1818.9,-186.58777911520582,-186.58777911520582,-21.60000000000582,-21.60000000000582,164.9877791152,164.9877791152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.58777911520582,0.0
synthetic,2026-01-01,ADANIPORTS,1060,1061,1560,1784021505.0,1784021505.0,1784021755.0,499,250.0,0.2364066193853428,0.2310116608887488,0.23164627363737486,2.1993731786445867,-0.1017797552836485,1826.6,1818.5,1826.2,1818.9,-602.4438339447942,229.1811140551971,-437.3999999999942,394.1999999999971,165.04383394479999,165.0188859448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,229.1811140551971,-831.6249479999913
synthetic,2026-01-01,ADANIPORTS,1085,1086,1586,1784021517.0,1784021518.0,1784021768.0,500,250.0,0.22401847575057737,0.22771362586605082,0.22727890232305392,2.190100744633506,-0.10311099035457139,1818.9,1818.5,1818.5,1818.9,-186.58777911520582,-186.58777911520582,-21.60000000000582,-21.60000000000582,164.9877791152,164.9877791152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.58777911520582,0.0
synthetic,2026-01-01,ADANIPORTS,1110,1111,1610,1784021530.0,1784021530.0,1784021780.0,499,250.0,0.2364066193853428,0.2310116608887488,0.23164627363737486,2.1993731786445867,-0.1017797552836485,1826.6,1818.5,1826.2,1818.9,-602.4438339447942,229.1811140551971,-437.3999999999942,394.1999999999971,165.04383394479999,165.0188859448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,229.1811140551971,-831.6249479999913
synthetic,2026-01-01,ADANIPORTS,1135,1136,1636,1784021542.0,1784021543.0,1784021793.0,500,250.0,0.22401847575057737,0.22771362586605082,0.22727890232305392,2.190100744633506,-0.10311099035457139,1818.9,1818.5,1818.5,1818.9,-186.58777911520582,-186.58777911520582,-21.60000000000582,-21.60000000000582,164.9877791152,164.9877791152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.58777911520582,0.0
synthetic,2026-01-01,ADANIPORTS,1160,1161,1660,1784021555.0,1784021555.0,1784021805.0,499,250.0,0.2364066193853428,0.2310116608887488,0.23164627363737486,2.1993731786445867,-0.1017797552836485,1826.6,1818.5,1826.2,1818.9,-602.4438339447942,229.1811140551971,-437.3999999999942,394.1999999999971,165.04383394479999,165.0188859448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,229.1811140551971,-831.6249479999913
synthetic,2026-01-01,ADANIPORTS,1185,1186,1686,1784021567.0,1784021568.0,1784021818.0,500,250.0,0.22401847575057737,0.22771362586605082,0.22727890232305392,2.190100744633506,-0.10311099035457139,1818.9,1818.5,1818.5,1818.9,-186.58777911520582,-186.58777911520582,-21.60000000000582,-21.60000000000582,164.9877791152,164.9877791152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.58777911520582,0.0
synthetic,2026-01-01,ADANIPORTS,1210,1211,1710,1784021580.0,1784021580.0,1784021830.0,499,250.0,0.2364066193853428,0.2310116608887488,0.23164627363737486,2.1993731786445867,-0.1017797552836485,1826.6,1818.5,1826.2,1818.9,-602.4438339447942,229.1811140551971,-437.3999999999942,394.1999999999971,165.04383394479999,165.0188859448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,229.1811140551971,-831.6249479999913
synthetic,2026-01-01,ADANIPORTS,1235,1236,1736,1784021592.0,1784021593.0,1784021843.0,500,250.0,0.22401847575057737,0.22771362586605082,0.22727890232305392,2.190100744633506,-0.10311099035457139,1818.9,1818.5,1818.5,1818.9,-186.58777911520582,-186.58777911520582,-21.60000000000582,-21.60000000000582,164.9877791152,164.9877791152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.58777911520582,0.0
synthetic,2026-01-01,ADANIPORTS,1260,1261,1760,1784021605.0,1784021605.0,1784021855.0,499,250.0,0.2364066193853428,0.2310116608887488,0.23164627363737486,2.1993731786445867,-0.1017797552836485,1826.6,1818.5,1826.2,1818.9,-602.4438339447942,229.1811140551971,-437.3999999999942,394.1999999999971,165.04383394479999,165.0188859448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,229.1811140551971,-831.6249479999913
synthetic,2026-01-01,ADANIPORTS,1285,1286,1786,1784021617.0,1784021618.0,1784021868.0,500,250.0,0.22401847575057737,0.22771362586605082,0.22727890232305392,2.190100744633506,-0.10311099035457139,1818.9,1818.5,1818.5,1818.9,-186.58777911520582,-186.58777911520582,-21.60000000000582,-21.60000000000582,164.9877791152,164.9877791152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.58777911520582,0.0
synthetic,2026-01-01,ADANIPORTS,1310,1311,1810,1784021630.0,1784021630.0,1784021880.0,499,250.0,0.2364066193853428,0.2310116608887488,0.23164627363737486,2.1993731786445867,-0.1017797552836485,1826.6,1818.5,1826.2,1818.9,-602.4438339447942,229.1811140551971,-437.3999999999942,394.1999999999971,165.04383394479999,165.0188859448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,229.1811140551971,-831.6249479999913
synthetic,2026-01-01,ADANIPORTS,1335,1336,1836,1784021642.0,1784021643.0,1784021893.0,500,250.0,0.22401847575057737,0.22771362586605082,0.22727890232305392,2.190100744633506,-0.10311099035457139,1818.9,1818.5,1818.5,1818.9,-186.58777911520582,-186.58777911520582,-21.60000000000582,-21.60000000000582,164.9877791152,164.9877791152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.58777911520582,0.0
synthetic,2026-01-01,ADANIPORTS,1360,1361,1860,1784021655.0,1784021655.0,1784021905.0,499,250.0,0.2364066193853428,0.2310116608887488,0.23164627363737486,2.1993731786445867,-0.1017797552836485,1826.6,1818.5,1826.2,1818.9,-602.4438339447942,229.1811140551971,-437.3999999999942,394.1999999999971,165.04383394479999,165.0188859448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,229.1811140551971,-831.6249479999913
synthetic,2026-01-01,ADANIPORTS,1385,1386,1886,1784021667.0,1784021668.0,1784021918.0,500,250.0,0.22401847575057737,0.22771362586605082,0.22727890232305392,2.190100744633506,-0.10311099035457139,1818.9,1818.5,1818.5,1818.9,-186.58777911520582,-186.58777911520582,-21.60000000000582,-21.60000000000582,164.9877791152,164.9877791152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.58777911520582,0.0
synthetic,2026-01-01,ADANIPORTS,1410,1411,1910,1784021680.0,1784021680.0,1784021930.0,499,250.0,0.2364066193853428,0.2310116608887488,0.23164627363737486,2.1993731786445867,-0.1017797552836485,1826.6,1818.5,1826.2,1818.9,-602.4438339447942,229.1811140551971,-437.3999999999942,394.1999999999971,165.04383394479999,165.0188859448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,229.1811140551971,-831.6249479999913
synthetic,2026-01-01,ADANIPORTS,1435,1436,1936,1784021692.0,1784021693.0,1784021943.0,500,250.0,0.22401847575057737,0.22771362586605082,0.22727890232305392,2.190100744633506,-0.10311099035457139,1818.9,1818.5,1818.5,1818.9,-186.58777911520582,-186.58777911520582,-21.60000000000582,-21.60000000000582,164.9877791152,164.9877791152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.58777911520582,0.0
synthetic,2026-01-01,ADANIPORTS,1460,1461,1960,1784021705.0,1784021705.0,1784021955.0,499,250.0,0.2364066193853428,0.2310116608887488,0.23164627363737486,2.1993731786445867,-0.1017797552836485,1826.6,1818.5,1826.2,1818.9,-602.4438339447942,229.1811140551971,-437.3999999999942,394.1999999999971,165.04383394479999,165.0188859448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,229.1811140551971,-831.6249479999913
synthetic,2026-01-01,ADANIPORTS,1485,1486,1986,1784021717.0,1784021718.0,1784021968.0,500,250.0,0.22401847575057737,0.22771362586605082,0.22727890232305392,2.190100744633506,-0.10311099035457139,1818.9,1818.5,1818.5,1818.9,-186.58777911520582,-186.58777911520582,-21.60000000000582,-21.60000000000582,164.9877791152,164.9877791152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.58777911520582,0.0
synthetic,2026-01-01,ADANIPORTS,1510,1511,2015,1784021730.0,1784021730.0,1784021980.0,504,250.0,0.2364066193853428,0.2310116608887488,0.23164627363737486,2.1993731786445867,-0.1017797552836485,1826.6,1818.5,1826.2,1818.9,-602.4438339447942,229.1811140551971,-437.3999999999942,394.1999999999971,165.04383394479999,165.0188859448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,229.1811140551971,-831.6249479999913
synthetic,2026-01-01,ADANIPORTS,1535,1536,2054,1784021742.0,1784021743.0,1784021993.0,518,250.0,0.22401847575057737,0.22771362586605082,0.22727890232305392,2.190100744633506,-0.10311099035457139,1818.9,1818.5,1818.5,1818.9,-186.58777911520582,-186.58777911520582,-21.60000000000582,-21.60000000000582,164.9877791152,164.9877791152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.58777911520582,0.0
synthetic,2026-01-01,ADANIPORTS,1560,1561,2090,1784021755.0,1784021755.0,1784022005.0,529,250.0,0.2364066193853428,0.2310116608887488,0.23164627363737486,2.1993731786445867,-0.1017797552836485,1826.6,1818.5,1826.2,1818.9,-602.4438339447942,229.1811140551971,-437.3999999999942,394.1999999999971,165.04383394479999,165.0188859448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,229.1811140551971,-831.6249479999913
synthetic,2026-01-01,ADANIPORTS,1585,1586,2129,1784021767.0,1784021768.0,1784022018.0,543,250.0,0.22401847575057737,0.22771362586605082,0.22727890232305392,2.190100744633506,-0.10311099035457139,1818.9,1818.5,1818.5,1818.9,-186.58777911520582,-186.58777911520582,-21.60000000000582,-21.60000000000582,164.9877791152,164.9877791152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.58777911520582,0.0
