shard_index,trade_date,symbol,strategy_id,side,spread_bucket,imbalance_bucket,candidate_orders,inferred_touches,mean_gross_bps_if_touched,median_gross_bps_if_touched,adverse_selection_rate,cost_clearing_rate,mean_after_cost_bps_if_touched,worst_gross_bps_if_touched,best_gross_bps_if_touched,mean_spread_bps,mean_abs_l1_imbalance
23,2026-01-01,NESTLEIND,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I01_0p30_0p40,3968,100,-1.3640703860318126,-1.3640703860318126,1.0,0.0,-9.632190386031795,-1.3640703860318126,-1.3640703860318126,2.7277686852146115,0.40000000000000785
23,2026-01-01,NESTLEIND,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I02_0p40_0p60,241964,3350,-19.951033056480593,-13.675213675213849,1.0,0.0,-28.21915305648053,-196.23875715453764,0.0,2.7414371455295212,0.41301714737769063
23,2026-01-01,NESTLEIND,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I02_0p40_0p60,241964,2450,-23.719289012654016,-16.312104941207384,1.0,0.0,-31.987409012654002,-222.90388548057317,0.0,2.7414371455295803,0.4130171473776885
24,2026-01-01,NIFTYBEES,P66_FADE_IMBALANCE,-1,S02_1_2p5bp,I03_0p60_0p80,247916,3700,-16.136737816289656,-12.324108291308367,1.0,0.0,-24.404857816289592,-114.24083395808692,-1.0710460549812062,1.4327347675030397,0.6214443122278354
24,2026-01-01,NIFTYBEES,P66_JOIN_IMBALANCE,1,S02_1_2p5bp,I03_0p60_0p80,247916,2350,-21.76665402243469,-9.959096567667691,1.0,0.0,-30.034774022434636,-214.7588859605376,-1.426991545075973,1.4327347675029072,0.6214443122278117
26,2026-01-01,RELIANCE,P66_JOIN_IMBALANCE,1,S02_1_2p5bp,I02_0p40_0p60,245932,2650,-22.419017184468405,-16.72495058537504,1.0,0.0,-30.687137184468426,-176.4884108468412,0.0,1.5109850580937767,0.444406543015879
26,2026-01-01,RELIANCE,P66_FADE_IMBALANCE,-1,S02_1_2p5bp,I02_0p40_0p60,245932,3450,-20.23051972549454,-15.740948954350298,1.0,0.0,-28.498639725494584,-87.11978971085222,-2.2431583669824118,1.5109850580937332,0.44440654301586097
28,2026-01-01,SUNPHARMA,P66_FADE_IMBALANCE,1,S02_1_2p5bp,I01_0p30_0p40,89196,750,-34.16425401436623,-19.26586899209215,1.0,0.0,-42.43237401436624,-179.8212005108557,-1.5291299250730361,2.044021181381292,0.3056387242825082
28,2026-01-01,SUNPHARMA,P66_JOIN_IMBALANCE,-1,S02_1_2p5bp,I01_0p30_0p40,89196,1450,-17.373038992693868,-16.258510313992282,1.0,0.0,-25.64115899269383,-74.07783246232702,0.0,2.0440211813813,0.30563872428251426
31,2026-01-01,ULTRACEMCO,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I01_0p30_0p40,5952,100,-13.11208260189601,-13.112082601896002,1.0,0.0,-21.380202601896,-19.027484143763207,-7.196681060028798,2.5421574442843844,0.39187515091705016
31,2026-01-01,ULTRACEMCO,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I02_0p40_0p60,237996,2500,-25.699683880388445,-12.780673339423675,1.0,0.0,-33.967803880388395,-248.3869607388356,-1.266517499050046,2.5460993366370728,0.4368994178611756
31,2026-01-01,ULTRACEMCO,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I02_0p40_0p60,237996,3350,-21.624285948898404,-13.156777862660674,1.0,0.0,-29.892405948898514,-152.47508025004186,-0.422083403680551,2.546099336637019,0.4368994178612415
