scenario_id,trade_date,exchange,symbol,signal_index,entry_index,exit_index,signal_ts_ms,entry_ts_ms,exit_ts_ms,forward_ticks_after_entry,hold_ms,side,l1_only_control,side_flip_control,entry_price,exit_price,quantity,opposite_l2_l5_depletion,opposite_l2_l5_order_thinning,same_side_l2_l5_replenishment,opposite_l1_notional_inr,l1_imbalance,l2_l5_depth_notional_inr,spread_bps,gross_pnl_inr,cost100_inr,cost200_inr,net_pnl_inr,net_pnl_cost100_inr
P425_L1_ONLY_CONTROL,2026-07-20,NSE,AXISBANK,430,431,434,1784519366610.0,1784519367610.0,1784519369609.0,3,1999.0,short,1,0,1272.3,1273.0,78,0.0,0.0,0.0,83919.0,-0.7480916030534351,5437575.4,2.3591397003889005,-54.60000000000582,82.60516036039999,165.21032072079998,-219.8103207208058,-137.2051603604058
P425_L1_ONLY_CONTROL,2026-07-20,NSE,BAJAJ-AUTO,180,181,184,1784519615111.0,1784519621872.0,1784519627861.0,3,5989.0,long,1,0,10436.0,10440.5,9,0.0,0.0,5.111111111111111,10436.0,0.8571428571428571,1126926.0,2.8750778666922225,40.5,80.04587723099999,160.09175446199998,-119.59175446199998,-39.54587723099999
P425_L1_ONLY_CONTROL,2026-07-20,NSE,BAJAJ-AUTO,430,431,434,1784519904861.0,1784519905861.0,1784519909938.0,3,4077.0,long,1,0,10445.0,10442.0,9,0.6486486486486487,0.375,1.1842105263157894,10445.0,0.7142857142857143,1138314.25,3.3514471069829797,-27.0,80.051842098,160.103684196,-187.103684196,-107.051842098
P425_L1_ONLY_CONTROL,2026-07-20,NSE,BANKBEES,180,181,184,1784519264270.0,1784519264856.0,1784519266859.0,3,2003.0,long,1,0,599.0,598.71,166,0.7216014897579144,0.0,0.0,114409.0,0.5552968568102444,781505.775,4.842574579822555,-48.13999999999942,82.62007568316,165.24015136632,-213.3801513663194,-130.7600756831594
P425_L1_ONLY_CONTROL,2026-07-20,NSE,BANKBEES,430,431,434,1784519437171.0,1784519437172.0,1784519438860.0,3,1688.0,short,1,0,598.26,598.24,167,0.4807113543091655,0.0,0.8821052631578947,8976.15,-0.9938812971650011,1670886.3599999999,1.5038724716149392,3.3399999999965075,82.671480993,165.342961986,-162.0029619860035,-79.3314809930035
P425_L1_ONLY_CONTROL,2026-07-20,NSE,BANKBEES,680,681,684,1784519630861.0,1784519631110.0,1784519636210.0,3,5100.0,short,1,0,598.26,598.41,167,0.0,0.0,0.0,29913.0,-0.9298245614035088,1632965.375,3.843743471903375,-25.05000000000291,82.67339464934,165.34678929868,-190.3967892986829,-107.72339464934291
P425_L1_ONLY_CONTROL,2026-07-20,NSE,BANKBEES,930,931,936,1784519824501.0,1784519824502.0,1784519824861.0,5,359.0,short,1,0,597.9,598.04,167,0.6108764519535375,0.0,0.0,179370.0,-0.8830181321895106,514267.10000000003,2.842880674265621,-23.379999999990105,82.66698078388,165.33396156776,-188.71396156775012,-106.04698078387011
P425_L1_ONLY_CONTROL,2026-07-20,NSE,BHARTIARTL,180,181,184,1784519222356.0,1784519222607.0,1784519224607.0,3,2000.0,short,1,0,1927.2,1927.6,51,0.0,0.4666666666666667,2.9461538461538463,28908.0,-0.8314606741573034,2461481.35,3.631553007704316,-20.39999999999418,82.5030530888,165.0061061776,-185.40610617759418,-102.90305308879418
P425_L1_ONLY_CONTROL,2026-07-20,NSE,BHARTIARTL,430,431,434,1784519375359.0,1784519375610.0,1784519380027.0,3,4417.0,short,1,0,1935.7,1935.6,51,0.6009852216748769,0.0,0.0,85170.8,-0.8040089086859689,1194419.45,1.5497068471211848,5.100000000005821,82.5467702378,165.0935404756,-159.9935404755942,-77.44677023779418
P425_L1_ONLY_CONTROL,2026-07-20,NSE,BHARTIARTL,680,681,684,1784519810861.0,1784519811861.0,1784519824505.0,3,12644.0,short,1,0,1934.9,1935.0,51,0.498371335504886,0.5769230769230769,0.7852112676056338,181871.19999999998,-0.6452830188679245,3452218.4,3.100614955300173,-5.099999999991269,82.5431814494,165.0863628988,-170.18636289879126,-87.64318144939126
P425_L1_ONLY_CONTROL,2026-07-21,NSE,ADANIPORTS,180,181,184,1784605961343.0,1784605963594.0,1784605975594.0,3,12000.0,long,1,0,1840.9,1840.5,54,0.5940520446096654,0.6451612903225806,22.049180327868854,125181.20000000001,0.755834829443447,6181070.600000001,2.1730863258547886,-21.60000000000582,82.6184062136,165.2368124272,-186.8368124272058,-104.21840621360582
P425_L1_ONLY_CONTROL,2026-07-21,NSE,AXISBANK,430,431,434,1784605809344.0,1784605809594.0,1784605811344.0,3,1750.0,short,1,0,1255.2,1255.3,79,0.06231688969831341,0.0,0.0,69047.0,-0.9164133738601824,21143048.4,3.185727938832937,-7.899999999994179,82.593774277,165.187548554,-173.08754855399417,-90.49377427699417
P425_L1_ONLY_CONTROL,2026-07-21,NSE,AXISBANK,930,931,934,1784606113891.0,1784606114593.0,1784606116093.0,3,1500.0,short,1,0,1248.3,1248.8,80,0.0,0.0,0.0,37449.0,-0.8752598752598753,15205512.000000002,1.6020506248001078,-40.0,82.669641808,165.339283616,-205.339283616,-122.669641808
P425_L1_ONLY_CONTROL,2026-07-21,NSE,AXISBANK,1180,1181,1184,1784606267093.0,1784606267843.0,1784606269343.0,3,1500.0,short,1,0,1248.3,1248.4,80,0.7347281990404115,0.5641025641025641,0.7675334909377463,562983.2999999999,-0.5565388397246804,12294999.149999999,0.8010573957634993,-8.0,82.66748481600001,165.33496963200002,-173.33496963200002,-90.66748481600001
P425_L1_ONLY_CONTROL,2026-07-21,NSE,BAJAJ-AUTO,680,681,686,1784606096760.0,1784606096760.0,1784606097343.0,5,583.0,short,1,0,10501.5,10503.0,9,0.5945945945945946,0.3333333333333333,0.0,31504.5,-0.8421052631578947,1354887.0,2.8563267637817766,-13.5,81.107058943,162.214117886,-175.714117886,-94.607058943
P425_L1_ONLY_CONTROL,2026-07-21,NSE,BANKBEES,180,181,184,1784605688594.0,1784605689594.0,1784605693093.0,3,3499.0,short,1,0,601.84,602.0,166,0.10758992235778798,0.0,0.0,120400.0,-0.5661605206073753,3666758.5500000003,3.1556481950531823,-26.55999999999767,82.67307928064001,165.34615856128002,-191.9061585612777,-109.23307928063768
P425_L1_ONLY_CONTROL,2026-07-21,NSE,BHARTIARTL,430,431,434,1784606089843.0,1784606092593.0,1784606104594.0,3,12001.0,long,1,0,1947.5,1947.4,51,0.0,0.0,0.0,13632.5,0.9590643274853801,4262858.600000001,1.0270103728049989,-5.099999999991269,82.60999909940001,165.21999819880003,-170.3199981987913,-87.70999909939128
P425_L1_ONLY_CONTROL,2026-07-22,NSE,ADANIPORTS,180,181,184,1784692465408.0,1784692473748.0,1784692480408.0,3,6660.0,long,1,0,1836.0,1835.5,54,0.0,0.0,0.4864864864864865,29376.0,0.8990536277602523,1193237.5,2.7236824186299877,-27.0,82.59047096600001,165.18094193200002,-192.18094193200002,-109.59047096600001
P425_L1_ONLY_CONTROL,2026-07-22,NSE,AXISBANK,680,681,684,1784692488165.0,1784692491410.0,1784692506158.0,3,14748.0,long,1,0,1243.2,1243.6,80,0.6865861411315957,0.45454545454545453,1.0312598673823807,114374.40000000001,0.9015516318887106,8610056.9,0.8044081566998063,32.0,82.625379264,165.250758528,-133.250758528,-50.625379264
P425_L1_ONLY_CONTROL,2026-07-22,NSE,BAJAJ-AUTO,180,181,184,1784692027908.0,1784692028158.0,1784692033593.0,3,5435.0,short,1,0,10607.5,10606.0,9,0.8913857677902621,0.25,0.0,21215.0,-0.6666666666666666,2026223.5,1.8852806711599188,13.5,81.20522962899999,162.41045925799997,-148.91045925799997,-67.70522962899999
P425_L1_ONLY_CONTROL,2026-07-22,NSE,BAJAJ-AUTO,430,431,434,1784692184158.0,1784692184907.0,1784692189850.0,3,4943.0,short,1,0,10657.0,10660.0,9,0.0,0.0,2.7,31968.0,-0.9734513274336283,2302128.0,3.7530493525989868,-27.0,81.254653318,162.509306636,-189.509306636,-108.254653318
P425_L1_ONLY_CONTROL,2026-07-22,NSE,BAJAJ-AUTO,680,681,685,1784692344927.0,1784692344927.0,1784692345908.0,4,981.0,short,1,0,10797.5,10804.0,9,0.7210884353741497,0.4166666666666667,0.0,313084.0,-0.980569514237856,1122992.0,3.704389701796629,-58.5,81.38931138099998,162.77862276199997,-221.27862276199997,-139.88931138099997
P425_L1_ONLY_CONTROL,2026-07-22,NSE,BAJAJ-AUTO,1180,1181,1184,1784692662365.0,1784692663115.0,1784692666115.0,3,3000.0,short,1,0,10798.5,10799.5,9,0.5701754385964912,0.3333333333333333,3.6,21597.0,-0.6363636363636364,2267842.5,1.3889853462045976,-9.0,81.386918092,162.773836184,-171.773836184,-90.386918092
P425_L1_ONLY_CONTROL,2026-07-22,NSE,BPCL,180,181,184,1784692389908.0,1784692395408.0,1784692404908.0,3,9500.0,short,1,0,315.3,315.3,317,0.2628698224852071,0.0,2.0,20809.8,-0.7877813504823151,3581745.3000000003,3.1710797526546974,0.0,82.6759698812,165.3519397624,-165.3519397624,-82.6759698812
P425_L1_ONLY_CONTROL,2026-07-22,NSE,CIPLA,430,431,434,1784692209657.0,1784692210657.0,1784692212158.0,3,1501.0,long,1,0,1411.0,1411.4,70,0.20555555555555555,0.14285714285714285,0.3333333333333333,26809.0,0.6984126984126984,901533.1499999999,2.1263777155612185,28.0,82.553328608,165.106657216,-137.106657216,-54.553328608
P425_L1_ONLY_CONTROL,2026-07-22,NSE,CIPLA,680,681,688,1784692383158.0,1784692387713.0,1784692388408.0,7,695.0,long,1,0,1414.5,1414.2,70,0.15492957746478872,0.35,0.16058394160583941,4243.5,0.7,1213598.1,0.7069885821337555,-21.0,82.577174654,165.154349308,-186.154349308,-103.577174654
P425_L1_ONLY_CONTROL,2026-07-23,NSE,AXISBANK,180,181,184,1784778417974.0,1784778417975.0,1784778419479.0,3,1504.0,long,1,0,1227.1,1227.0,81,0.8605472197705207,0.0,7.047381546134663,9816.8,0.9841112214498511,4347438.149999999,0.8149627154550267,-8.099999999991269,82.6174962326,165.2349924652,-173.33499246519128,-90.71749623259127
P425_L1_ONLY_CONTROL,2026-07-23,NSE,AXISBANK,430,431,434,1784778579727.0,1784778580227.0,1784778585072.0,3,4845.0,long,1,0,1233.0,1233.2,81,0.029613960867265997,0.2608695652173913,0.0,88776.0,0.7478108581436077,8551741.200000001,0.8110628979269966,16.19999999999709,82.6684948532,165.3369897064,-149.13698970640291,-66.46849485320291
P425_L1_ONLY_CONTROL,2026-07-23,NSE,AXISBANK,680,681,684,1784778828725.0,1784778836809.0,1784778844476.0,3,7667.0,long,1,0,1236.6,1236.9,80,0.6579925650557621,0.6551724137931034,0.0,2473.6,0.92,3956363.25,0.8085708510200853,24.0,82.56973928,165.13947856,-141.13947856,-58.56973927999999
P425_L1_ONLY_CONTROL,2026-07-23,NSE,BAJAJ-AUTO,180,181,184,1784778417974.0,1784778417975.0,1784778419229.0,3,1254.0,long,1,0,11063.5,11061.0,9,0.7909090909090909,0.0,0.0,11063.5,0.8461538461538461,2212350.0,3.1640563202024996,-22.5,82.635446423,165.270892846,-187.770892846,-105.135446423
P425_L1_ONLY_CONTROL,2026-07-23,NSE,BAJAJ-AUTO,930,931,934,1784778963476.0,1784778963726.0,1784778965476.0,3,1750.0,short,1,0,11098.5,11100.0,9,0.0,0.0,0.0,44394.0,-0.8987341772151899,854642.25,1.3514426650449354,-13.5,82.67021381900001,165.34042763800002,-178.84042763800002,-96.17021381900001
P425_L1_ONLY_CONTROL,2026-07-23,NSE,BANKBEES,180,181,184,1784778543046.0,1784778543048.0,1784778543728.0,3,680.0,short,1,0,588.43,588.69,169,0.0,0.0,495.21463414634144,2942.1499999999996,-0.9834983498349835,62815352.949999996,4.077818367173717,-43.94000000001688,82.62595657168002,165.25191314336004,-209.19191314337692,-126.5659565716969
P425_L1_ONLY_CONTROL,2026-07-23,NSE,BPCL,180,181,188,1784778413728.0,1784778417967.0,1784778418228.0,7,261.0,short,1,0,308.2,308.4,324,0.0,0.0,2.0689655172413794,924.5999999999999,-0.9076923076923077,4003875.6999999997,4.865785418864135,-64.79999999998836,82.6705588304,165.3411176608,-230.14111766078835,-147.47055883038837
P425_L1_ONLY_CONTROL,2026-07-23,NSE,BPCL,430,431,434,1784778627226.0,1784778628226.0,1784778630232.0,3,2006.0,long,1,0,308.65,308.8,323,0.0,0.0,0.6016568864342423,113256.20000000001,0.6163094615786723,5842559.050000001,1.6203516163011054,48.45000000001164,82.6509346081,165.3018692162,-116.85186921618836,-34.20093460808836
P425_L1_ONLY_CONTROL,2026-07-23,NSE,BPCL,680,681,684,1784778882726.0,1784778883725.0,1784778884975.0,3,1250.0,short,1,0,312.4,312.5,320,0.0,0.0,0.30175325719800544,24679.6,-0.8759811616954474,6247312.675000001,4.800384030723549,-32.0,82.680003008,165.360006016,-197.360006016,-114.680003008
P425_SIDE_FLIP_CONTROL,2026-07-20,NSE,BHARTIARTL,680,681,684,1784519810861.0,1784519811861.0,1784519824505.0,3,12644.0,long,0,1,1935.3,1934.8,51,0.498371335504886,0.5769230769230769,0.7852112676056338,181871.19999999998,-0.6452830188679245,3452218.4,3.100614955300173,-25.5,82.5440219906,165.0880439812,-190.5880439812,-108.0440219906
P425_SIDE_FLIP_CONTROL,2026-07-21,NSE,ADANIPORTS,180,181,184,1784605961343.0,1784605963594.0,1784605975594.0,3,12000.0,short,0,1,1840.5,1840.8,54,0.5940520446096654,0.6451612903225806,22.049180327868854,125181.20000000001,0.755834829443447,6181070.600000001,2.1730863258547886,-16.19999999999709,82.61804222120001,165.23608444240003,-181.43608444239712,-98.8180422211971
P425_SIDE_FLIP_CONTROL,2026-07-21,NSE,AXISBANK,1180,1181,1184,1784606267093.0,1784606267843.0,1784606269343.0,3,1500.0,long,0,1,1248.4,1248.2,80,0.7347281990404115,0.5641025641025641,0.7675334909377463,562983.2999999999,-0.5565388397246804,12294999.149999999,0.8010573957634993,-16.0,82.667185568,165.334371136,-181.334371136,-98.667185568
P425_SIDE_FLIP_CONTROL,2026-07-22,NSE,AXISBANK,680,681,684,1784692488165.0,1784692491410.0,1784692506158.0,3,14748.0,short,0,1,1243.1,1244.2,80,0.6865861411315957,0.45454545454545453,1.0312598673823807,114374.40000000001,0.9015516318887106,8610056.9,0.8044081566998063,-88.0,82.629275504,165.258551008,-253.258551008,-170.62927550400002
