candidate_id,family_id,signal_source,direction,horizon_event_bars,event_quantile,signal_quantile,event_window_score_threshold,signal_abs_threshold,real_anchor_trades,real_anchor_net_pnl_inr,real_anchor_gross_pnl_inr,real_anchor_cost_pnl_drag_inr,real_anchor_dates,real_anchor_symbols,real_anchor_positive_dates,real_anchor_min_date_net_pnl_inr,real_anchor_max_date_contribution_abs,real_anchor_max_symbol_contribution_abs,real_anchor_precision_cost_clear,real_anchor_positive,real_anchor_breadth_pass
P237_TOP5_IMBALANCE_CONTINUATION_H10_EQ0_9_SQ0_95,avg_top5_market_by_price_imbalance_continuation,avg_top5_market_by_price_imbalance,continuation,10,0.9,0.95,5.961380692012275,0.519683248780886,137,-2715.2586644272615,11902.127094425206,14617.38575885247,7,27,3,-2952.8704261622697,1.0875098070205877,0.5137760161921243,0.48905109489051096,False,False
P237_TOP5_IMBALANCE_CONTINUATION_H5_EQ0_95_SQ0_95,avg_top5_market_by_price_imbalance_continuation,avg_top5_market_by_price_imbalance,continuation,5,0.95,0.95,8.334102985231581,0.484459166759917,71,-3203.1880671083936,4430.112284808575,7633.300351916967,7,21,2,-1575.8522643357207,0.4919637034481981,0.32109083605693023,0.4084507042253521,False,False
P237_MICROPRICE_CONTINUATION_H6_EQ0_95_SQ0_95,avg_microprice_dev_continuation,avg_microprice_dev,continuation,6,0.95,0.95,8.334102985231581,6.898984049163899e-05,71,-4082.4369380100284,4537.372375725758,8619.809313735788,7,20,2,-3636.985506417086,0.8908859001726366,0.8008700987860623,0.4225352112676056,False,False
P237_TOP5_IMBALANCE_CONTINUATION_H8_EQ0_9_SQ0_95,avg_top5_market_by_price_imbalance_continuation,avg_top5_market_by_price_imbalance,continuation,8,0.9,0.95,5.961380692012275,0.5182178045490322,139,-4249.050365499601,10569.267092449707,14818.317457949308,7,27,3,-2909.810153120863,0.6848142297270061,0.5423387761089952,0.43884892086330934,False,False
P237_MICROPRICE_CONTINUATION_H8_EQ0_95_SQ0_95,avg_microprice_dev_continuation,avg_microprice_dev,continuation,8,0.95,0.95,8.334102985231581,6.895676869865294e-05,70,-4410.675952079669,4089.260703946717,8499.936656026388,7,20,3,-3456.5568566886486,0.7836796205939488,0.6991585276706004,0.44285714285714284,False,False
P237_L1_IMBALANCE_CONTINUATION_H10_EQ0_95_SQ0_95,avg_l1_imbalance_continuation,avg_l1_imbalance,continuation,10,0.95,0.95,8.334102985231581,0.5272744838654738,69,-4448.331173540386,2824.375099929831,7272.706273470217,7,26,3,-4026.963298966787,0.9052750665058429,0.8653773688006415,0.4057971014492754,False,False
P237_MICROPRICE_CONTINUATION_H3_EQ0_95_SQ0_95,avg_microprice_dev_continuation,avg_microprice_dev,continuation,3,0.95,0.95,8.334102985231581,6.889308341624968e-05,72,-4789.230950164039,3934.273889191286,8723.504839355326,7,20,3,-2627.662381282869,0.5486606114062774,0.3511134926424831,0.4583333333333333,False,False
P237_MICROPRICE_CONTINUATION_H5_EQ0_95_SQ0_95,avg_microprice_dev_continuation,avg_microprice_dev,continuation,5,0.95,0.95,8.334102985231581,6.89614932405081e-05,71,-4864.529188327941,3755.2801254078454,8619.809313735788,7,20,3,-3479.621313261923,0.715304848331675,0.6993741702558899,0.4084507042253521,False,False
P237_TOP5_IMBALANCE_CONTINUATION_H4_EQ0_95_SQ0_95,avg_top5_market_by_price_imbalance_continuation,avg_top5_market_by_price_imbalance,continuation,4,0.95,0.95,8.334102985231581,0.48420033446358673,71,-5036.248051192034,2597.052300724933,7633.300351916967,7,21,2,-2252.1425760650536,0.4471865867551921,0.23235024535533624,0.43661971830985913,False,False
P237_MICROPRICE_CONTINUATION_H2_EQ0_95_SQ0_95,avg_microprice_dev_continuation,avg_microprice_dev,continuation,2,0.95,0.95,8.334102985231581,6.895676869865294e-05,72,-5069.768819978048,3670.76780048029,8740.536620458339,7,21,3,-2195.254358281184,0.43300876947889894,0.21732041007981112,0.4305555555555556,False,False
P237_TOP5_IMBALANCE_CONTINUATION_H6_EQ0_9_SQ0_95,avg_top5_market_by_price_imbalance_continuation,avg_top5_market_by_price_imbalance,continuation,6,0.9,0.95,5.961380692012275,0.5177987832481983,140,-5355.1547748815865,9557.138532227684,14912.293307109268,7,27,2,-2744.9850437569644,0.5125874338184113,0.2933830208055512,0.4357142857142857,False,False
P237_L1_IMBALANCE_CONTINUATION_H5_EQ0_95_SQ0_95,avg_l1_imbalance_continuation,avg_l1_imbalance,continuation,5,0.95,0.95,8.334102985231581,0.5273717959844032,71,-5423.805088297002,2064.223299033474,7488.028387330474,7,26,2,-3650.9537041123763,0.6731351227923134,0.8603407667583914,0.4084507042253521,False,False
P237_L1_IMBALANCE_CONTINUATION_H8_EQ0_95_SQ0_95,avg_l1_imbalance_continuation,avg_l1_imbalance,continuation,8,0.95,0.95,8.334102985231581,0.5273596319695371,70,-5463.598377503502,1904.5573521175747,7368.155729621077,7,26,3,-4429.751087723129,0.8107753867785626,0.8134546759796388,0.4,False,False
P237_L1_IMBALANCE_CONTINUATION_H3_EQ0_95_SQ0_95,avg_l1_imbalance_continuation,avg_l1_imbalance,continuation,3,0.95,0.95,8.334102985231581,0.5274447800736002,72,-5549.27465749496,2039.992109144262,7589.266766639223,7,26,2,-3264.0555071287667,0.5881949819730529,0.7185647595316133,0.4166666666666667,False,False
P237_MICROPRICE_CONTINUATION_H10_EQ0_9_SQ0_95,avg_microprice_dev_continuation,avg_microprice_dev,continuation,10,0.9,0.95,5.961380692012275,6.730567413660153e-05,137,-5577.518654907906,10751.322838659304,16328.84149356721,7,25,2,-6802.525294180588,1.2196329075824326,0.7717124115757842,0.4233576642335766,False,False
P237_MICROPRICE_CONTINUATION_H4_EQ0_95_SQ0_95,avg_microprice_dev_continuation,avg_microprice_dev,continuation,4,0.95,0.95,8.334102985231581,6.893314598937719e-05,71,-5620.102314527978,2999.706999207808,8619.809313735788,7,20,3,-3293.8958118770524,0.5860917875751699,0.5009570518506556,0.43661971830985913,False,False
P237_L1_IMBALANCE_CONTINUATION_H4_EQ0_95_SQ0_95,avg_l1_imbalance_continuation,avg_l1_imbalance,continuation,4,0.95,0.95,8.334102985231581,0.5284568557587062,71,-5854.037518410536,1612.144007824645,7466.18152623518,7,26,2,-3736.6362320072576,0.6383006976391592,0.8284149696144187,0.4225352112676056,False,False
P237_TOP5_IMBALANCE_CONTINUATION_H3_EQ0_95_SQ0_95,avg_top5_market_by_price_imbalance_continuation,avg_top5_market_by_price_imbalance,continuation,3,0.95,0.95,8.334102985231581,0.4847179990562473,72,-5897.584541556562,1827.9398623098687,7725.524403866431,7,21,2,-2557.8655896360333,0.4337141030556436,0.249815357841565,0.375,False,False
P237_L1_IMBALANCE_CONTINUATION_H6_EQ0_95_SQ0_95,avg_l1_imbalance_continuation,avg_l1_imbalance,continuation,6,0.95,0.95,8.334102985231581,0.5274447800736002,71,-6109.689877514928,1378.3385098155466,7488.028387330474,7,26,2,-3935.5256312242636,0.6441449091725437,0.735523585497129,0.38028169014084506,False,False
P237_BAR_RETURN_REVERSAL_H2_EQ0_95_SQ0_95,bar_return_reversal,bar_return,reversal,2,0.95,0.95,8.334102985231581,0.005637184579371457,72,-6528.551575801792,2160.1008772202727,8688.652453022065,6,21,2,-4726.090378434559,0.7239110120462108,0.33394100519744785,0.3888888888888889,False,False
P237_TOP5_IMBALANCE_CONTINUATION_H8_EQ0_95_SQ0_9,avg_top5_market_by_price_imbalance_continuation,avg_top5_market_by_price_imbalance,continuation,8,0.95,0.9,8.334102985231581,0.4120083744737172,140,-6649.779810264096,8238.041155796182,14887.820966060277,7,31,2,-4418.174681227517,0.6644091695198625,0.38365328910264385,0.4,False,False
P237_BAR_RETURN_REVERSAL_H6_EQ0_9_SQ0_95,bar_return_reversal,bar_return,reversal,6,0.9,0.95,5.961380692012275,0.0043200569191979695,140,-6707.970471722556,9908.57461371697,16616.545085439524,7,28,2,-3336.608726469192,0.49740957276640724,0.46831174797366865,0.40714285714285714,False,False
P237_TOP5_IMBALANCE_CONTINUATION_H6_EQ0_95_SQ0_9,avg_top5_market_by_price_imbalance_continuation,avg_top5_market_by_price_imbalance,continuation,6,0.95,0.9,8.334102985231581,0.4115770326612027,141,-6853.937439476362,8153.7561842933155,15007.693623769675,7,31,1,-2715.8267784379805,0.39624329845728334,0.16019025353682997,0.3971631205673759,False,False
P237_BAR_RETURN_REVERSAL_H8_EQ0_95_SQ0_9,bar_return_reversal,bar_return,reversal,8,0.95,0.9,8.334102985231581,0.004330117899249641,140,-6965.537245348916,9651.00784009061,16616.545085439524,7,28,3,-5357.307183795854,0.7691161492780874,0.4520194199310027,0.4785714285714286,False,False
P237_TOP5_IMBALANCE_REVERSAL_H2_EQ0_95_SQ0_95,avg_top5_market_by_price_imbalance_reversal,avg_top5_market_by_price_imbalance,reversal,2,0.95,0.95,8.334102985231581,0.48441602804386197,72,-7032.186271141379,693.338132725052,7725.524403866431,7,21,1,-1594.414488089168,0.22673098046795367,0.2401751964938353,0.25,False,False
P237_BAR_RETURN_REVERSAL_H8_EQ0_9_SQ0_95,bar_return_reversal,bar_return,reversal,8,0.9,0.95,5.961380692012275,0.004336336591604083,139,-7219.576679175997,9285.00715114813,16504.583830324125,7,28,3,-5357.307183795854,0.742052813047663,0.43611395031401906,0.4748201438848921,False,False
P237_BAR_RETURN_REVERSAL_H6_EQ0_95_SQ0_9,bar_return_reversal,bar_return,reversal,6,0.95,0.9,8.334102985231581,0.004310331201476326,141,-7232.606776085215,9541.007992266837,16773.614768352054,7,28,2,-3336.608726469192,0.4613286508955205,0.43434151395529047,0.40425531914893614,False,False
P237_BAR_RETURN_REVERSAL_H10_EQ0_9_SQ0_95,bar_return_reversal,bar_return,reversal,10,0.9,0.95,5.961380692012275,0.004377265942409535,137,-7343.172900754658,8932.308360393457,16275.481261148116,7,28,3,-5830.980991241162,0.7940683230599013,0.42632663338771565,0.41605839416058393,False,False
P237_L1_IMBALANCE_REVERSAL_H2_EQ0_95_SQ0_95,avg_l1_imbalance_reversal,avg_l1_imbalance,reversal,2,0.95,0.95,8.334102985231581,0.5294324393992136,72,-7348.077127225712,218.26081080144104,7566.337938027153,7,26,1,-2404.6015564896725,0.32724228595536486,0.2516789972672458,0.2361111111111111,False,False
P237_BAR_RETURN_REVERSAL_H10_EQ0_95_SQ0_9,bar_return_reversal,bar_return,reversal,10,0.95,0.9,8.334102985231581,0.004338014059898432,138,-7784.065607978713,8607.438735703385,16391.5043436821,7,28,3,-5830.980991241162,0.7490919636217316,0.4021793159032172,0.41304347826086957,False,False
P237_L1_IMBALANCE_CONTINUATION_H2_EQ0_95_SQ0_95,avg_l1_imbalance_continuation,avg_l1_imbalance,continuation,2,0.95,0.95,8.334102985231581,0.5294324393992136,72,-7784.598748828594,-218.26081080144104,7566.337938027153,7,26,2,-3014.36274068116,0.38722133766172,0.5250366604792175,0.3333333333333333,False,False
P237_TOP5_IMBALANCE_CONTINUATION_H10_EQ0_95_SQ0_9,avg_top5_market_by_price_imbalance_continuation,avg_top5_market_by_price_imbalance,continuation,10,0.95,0.9,8.334102985231581,0.4110019102445166,138,-7818.907559989682,6861.94689591958,14680.854455909262,7,30,1,-5638.524461791495,0.7211396756555254,0.3537557451251719,0.42028985507246375,False,False
P237_TOP5_IMBALANCE_CONTINUATION_H5_EQ0_9_SQ0_95,avg_top5_market_by_price_imbalance_continuation,avg_top5_market_by_price_imbalance,continuation,5,0.9,0.95,5.961380692012275,0.5172863397028356,141,-8373.758122920257,6632.777913201226,15006.53603612148,7,27,1,-2991.4139010484896,0.35723672180839955,0.34993365713333413,0.3900709219858156,False,False
P237_TOP5_IMBALANCE_CONTINUATION_H2_EQ0_95_SQ0_95,avg_top5_market_by_price_imbalance_continuation,avg_top5_market_by_price_imbalance,continuation,2,0.95,0.95,8.334102985231581,0.48441602804386197,72,-8418.862536591481,-693.338132725052,7725.524403866431,7,21,1,-2568.1777157760444,0.30505043936918996,0.24003860413082445,0.3055555555555556,False,False
P237_L1_IMBALANCE_REVERSAL_H6_EQ0_95_SQ0_95,avg_l1_imbalance_reversal,avg_l1_imbalance,reversal,6,0.95,0.95,8.334102985231581,0.5274447800736002,71,-8866.366897146021,-1378.3385098155466,7488.028387330474,7,26,2,-4261.636316559259,0.4806519249650079,0.2544422066132137,0.23943661971830985,False,False
P237_L1_IMBALANCE_REVERSAL_H4_EQ0_95_SQ0_95,avg_l1_imbalance_reversal,avg_l1_imbalance,reversal,4,0.95,0.95,8.334102985231581,0.5284568557587062,71,-9078.325534059828,-1612.144007824645,7466.18152623518,7,26,1,-3658.035496869051,0.402941652967271,0.28768843506481495,0.2112676056338028,False,False
P237_L1_IMBALANCE_REVERSAL_H8_EQ0_95_SQ0_95,avg_l1_imbalance_reversal,avg_l1_imbalance,reversal,8,0.95,0.95,8.334102985231581,0.5273596319695371,70,-9272.713081738651,-1904.5573521175747,7368.155729621077,7,26,2,-4047.145167742727,0.43645749977027,0.23796127210787713,0.2857142857142857,False,False
P237_L1_IMBALANCE_CONTINUATION_H10_EQ0_95_SQ0_9,avg_l1_imbalance_continuation,avg_l1_imbalance,continuation,10,0.95,0.9,8.334102985231581,0.45206529049475497,138,-9280.816327218752,5330.33378724982,14611.150114468572,7,30,2,-4945.756665595802,0.5329010392211836,0.6067760808814198,0.391304347826087,False,False
P237_L1_IMBALANCE_REVERSAL_H5_EQ0_95_SQ0_95,avg_l1_imbalance_reversal,avg_l1_imbalance,reversal,5,0.95,0.95,8.334102985231581,0.5273717959844032,71,-9552.251686363947,-2064.223299033474,7488.028387330474,7,26,2,-4237.4104782568875,0.4436033112806152,0.2542309039916845,0.2112676056338028,False,False
P237_TOP5_IMBALANCE_REVERSAL_H3_EQ0_95_SQ0_95,avg_top5_market_by_price_imbalance_reversal,avg_top5_market_by_price_imbalance,reversal,3,0.95,0.95,8.334102985231581,0.4847179990562473,72,-9553.4642661763,-1827.9398623098687,7725.524403866431,7,21,1,-2119.703927983773,0.22187804014597193,0.2341037215550973,0.25,False,False
P237_L1_IMBALANCE_REVERSAL_H3_EQ0_95_SQ0_95,avg_l1_imbalance_reversal,avg_l1_imbalance,reversal,3,0.95,0.95,8.334102985231581,0.5274447800736002,72,-9629.258875783484,-2039.992109144262,7589.266766639223,7,26,1,-3207.8684593946145,0.33313762780457046,0.18170351273916405,0.19444444444444445,False,False
P237_TOP5_IMBALANCE_CONTINUATION_H10_EQ0_85_SQ0_95,avg_top5_market_by_price_imbalance_continuation,avg_top5_market_by_price_imbalance,continuation,10,0.85,0.95,4.765111107154728,0.5381050265814065,203,-9642.011412120959,12071.041421255037,21713.052833375994,7,29,2,-3562.062035693063,0.3694314270583833,0.25326726603465416,0.4236453201970443,False,False
P237_L1_IMBALANCE_CONTINUATION_H10_EQ0_9_SQ0_95,avg_l1_imbalance_continuation,avg_l1_imbalance,continuation,10,0.9,0.95,5.961380692012275,0.545504849835096,137,-9643.810346880897,4426.668287688929,14070.478634569825,7,31,2,-5867.3474181565225,0.608405516814648,0.5105740226802203,0.38686131386861317,False,False
P237_BAR_RETURN_REVERSAL_H5_EQ0_9_SQ0_95,bar_return_reversal,bar_return,reversal,5,0.9,0.95,5.961380692012275,0.004311840400319921,141,-9851.932575606983,6921.682192745072,16773.614768352054,7,28,1,-4801.022547029942,0.48731784451277044,0.23702322129260453,0.41843971631205673,False,False
P237_BAR_RETURN_REVERSAL_H5_EQ0_95_SQ0_9,bar_return_reversal,bar_return,reversal,5,0.95,0.9,8.334102985231581,0.00430429440610194,141,-9851.932575606983,6921.682192745072,16773.614768352054,7,28,1,-4801.022547029942,0.48731784451277044,0.23702322129260453,0.41843971631205673,False,False
P237_L1_IMBALANCE_CONTINUATION_H3_EQ0_95_SQ0_9,avg_l1_imbalance_continuation,avg_l1_imbalance,continuation,3,0.95,0.9,8.334102985231581,0.45351858572090864,143,-9871.3924539216,5247.724049904445,15119.116503826046,7,30,2,-4327.682741142069,0.43840651269242303,0.4997077184181808,0.3986013986013986,False,False
P237_L1_IMBALANCE_CONTINUATION_H8_EQ0_9_SQ0_95,avg_l1_imbalance_continuation,avg_l1_imbalance,continuation,8,0.9,0.95,5.961380692012275,0.545504849835096,139,-9974.120692182385,4301.719242089175,14275.83993427156,7,31,3,-5946.309299941334,0.5961737864874636,0.503559759442251,0.381294964028777,False,False
P237_L1_IMBALANCE_CONTINUATION_H5_EQ0_95_SQ0_9,avg_l1_imbalance_continuation,avg_l1_imbalance,continuation,5,0.95,0.9,8.334102985231581,0.45471024159117635,141,-9999.386181168933,4914.106487426882,14913.492668595816,7,30,3,-5184.377754321067,0.5184696000724928,0.6281828417815475,0.40425531914893614,False,False
P237_TOP5_IMBALANCE_CONTINUATION_H5_EQ0_95_SQ0_9,avg_top5_market_by_price_imbalance_continuation,avg_top5_market_by_price_imbalance,continuation,5,0.95,0.9,8.334102985231581,0.41202396394403545,141,-10026.80744957618,4982.4180812192635,15009.225530795444,7,31,1,-3053.3659641033473,0.30452025527152304,0.13791466821659557,0.3546099290780142,False,False
P237_L1_IMBALANCE_CONTINUATION_H4_EQ0_95_SQ0_9,avg_l1_imbalance_continuation,avg_l1_imbalance,continuation,4,0.95,0.9,8.334102985231581,0.45511697939378715,142,-10045.804401490535,4968.92664641403,15014.731047904563,7,30,2,-4865.965878734723,0.48437792378405664,0.6521489418514198,0.4154929577464789,False,False
P237_L1_IMBALANCE_REVERSAL_H10_EQ0_95_SQ0_95,avg_l1_imbalance_reversal,avg_l1_imbalance,reversal,10,0.95,0.95,8.334102985231581,0.5272744838654738,69,-10097.081373400051,-2824.375099929831,7272.706273470217,7,26,2,-4267.411955787791,0.422638166216026,0.15998442589830641,0.30434782608695654,False,False
P237_TOP5_IMBALANCE_CONTINUATION_H6_EQ0_85_SQ0_95,avg_top5_market_by_price_imbalance_continuation,avg_top5_market_by_price_imbalance,continuation,6,0.85,0.95,4.765111107154728,0.5384030898729479,209,-10145.542745368975,12130.660007523766,22276.20275289274,7,29,2,-3387.4829682283666,0.33388878774125846,0.20491637653669398,0.3923444976076555,False,False
P237_TOP5_IMBALANCE_REVERSAL_H4_EQ0_95_SQ0_95,avg_top5_market_by_price_imbalance_reversal,avg_top5_market_by_price_imbalance,reversal,4,0.95,0.95,8.334102985231581,0.48420033446358673,71,-10230.3526526419,-2597.052300724933,7633.300351916967,7,21,0,-2295.0623995240567,0.2243385421255617,0.24824513357168593,0.22535211267605634,False,False
P237_TOP5_IMBALANCE_CONTINUATION_H8_EQ0_85_SQ0_95,avg_top5_market_by_price_imbalance_continuation,avg_top5_market_by_price_imbalance,continuation,8,0.85,0.95,4.765111107154728,0.5383510084895482,206,-10313.161250343248,11661.443117114013,21974.604367457257,7,29,2,-3177.3895036916783,0.30809074216559224,0.18492444498660598,0.38349514563106796,False,False
P237_BAR_RETURN_CONTINUATION_H2_EQ0_95_SQ0_95,bar_return_continuation,bar_return,continuation,2,0.95,0.95,8.334102985231581,0.005637184579371457,72,-10848.753330242336,-2160.1008772202727,8688.652453022065,6,21,1,-4013.8941172809014,0.3699866699053466,0.2952292921105265,0.3194444444444444,False,False
P237_MICROPRICE_CONTINUATION_H10_EQ0_95_SQ0_9,avg_microprice_dev_continuation,avg_microprice_dev,continuation,10,0.95,0.9,8.334102985231581,5.5114766178481135e-05,138,-10925.01013355279,5230.376903502521,16155.38703705531,7,28,3,-7169.302608282693,0.6562284630074984,0.3355293330735937,0.42028985507246375,False,False
P237_MICROPRICE_CONTINUATION_H8_EQ0_9_SQ0_95,avg_microprice_dev_continuation,avg_microprice_dev,continuation,8,0.9,0.95,5.961380692012275,6.705402145861218e-05,139,-10939.027714459948,5619.8927654296,16558.92047988955,7,25,2,-7757.375378075453,0.709146697546184,0.46529764574080223,0.4244604316546763,False,False
P237_L1_IMBALANCE_CONTINUATION_H2_EQ0_95_SQ0_9,avg_l1_imbalance_continuation,avg_l1_imbalance,continuation,2,0.95,0.9,8.334102985231581,0.4546085571405235,144,-11265.961233402599,3953.3116822154216,15219.272915618018,7,30,1,-4383.103114421781,0.38905718061822014,0.43119547400151015,0.3472222222222222,False,False
P237_L1_IMBALANCE_CONTINUATION_H6_EQ0_9_SQ0_95,avg_l1_imbalance_continuation,avg_l1_imbalance,continuation,6,0.9,0.95,5.961380692012275,0.5455816719295669,140,-11308.855545696286,3078.757453675751,14387.612999372037,7,31,1,-5393.408770315674,0.4769190612190813,0.45407742328345935,0.35714285714285715,False,False
P237_BAR_RETURN_REVERSAL_H4_EQ0_9_SQ0_95,bar_return_reversal,bar_return,reversal,4,0.9,0.95,5.961380692012275,0.004303060985731349,142,-11311.62108676758,5574.740179653714,16886.361266421296,7,28,1,-5377.355781045756,0.4753833018095194,0.2553031994127118,0.3732394366197183,False,False
P237_BAR_RETURN_REVERSAL_H4_EQ0_95_SQ0_9,bar_return_reversal,bar_return,reversal,4,0.95,0.9,8.334102985231581,0.00430101539545763,142,-11311.62108676758,5574.740179653714,16886.361266421296,7,28,1,-5377.355781045756,0.4753833018095194,0.2553031994127118,0.3732394366197183,False,False
P237_MICROPRICE_CONTINUATION_H6_EQ0_9_SQ0_95,avg_microprice_dev_continuation,avg_microprice_dev,continuation,6,0.9,0.95,5.961380692012275,6.704439823213809e-05,140,-11381.883797115801,5296.909340483148,16678.793137598946,7,25,2,-7841.266198138113,0.6889251672139818,0.48599774442294946,0.40714285714285714,False,False
P237_TOP5_IMBALANCE_CONTINUATION_H4_EQ0_95_SQ0_9,avg_top5_market_by_price_imbalance_continuation,avg_top5_market_by_price_imbalance,continuation,4,0.95,0.9,8.334102985231581,0.41128947145285966,142,-11384.04952462131,3721.3752866067102,15105.424811228022,7,31,1,-2987.3848191734673,0.26241846653182427,0.1376991661686519,0.3732394366197183,False,False
P237_L1_IMBALANCE_CONTINUATION_H5_EQ0_9_SQ0_95,avg_l1_imbalance_continuation,avg_l1_imbalance,continuation,5,0.9,0.95,5.961380692012275,0.5453781402593976,141,-11396.291756237317,3093.66941573207,14489.961171969386,7,31,1,-5404.011128505933,0.47419031068138967,0.4825048140034976,0.3617021276595745,False,False
P237_TOP5_IMBALANCE_CONTINUATION_H8_EQ0_9_SQ0_9,avg_top5_market_by_price_imbalance_continuation,avg_top5_market_by_price_imbalance,continuation,8,0.9,0.9,5.961380692012275,0.4373556965076275,277,-11575.711469780665,17500.316581920037,29076.028051700705,7,32,1,-4010.394819491385,0.4124278442343671,0.2665377590322721,0.4007220216606498,False,False
P237_MICROPRICE_REVERSAL_H4_EQ0_95_SQ0_95,avg_microprice_dev_reversal,avg_microprice_dev,reversal,4,0.95,0.95,8.334102985231581,6.893314598937719e-05,71,-11619.516312943597,-2999.706999207808,8619.809313735788,7,20,0,-4008.9702272658355,0.3450204052642045,0.14236995853084383,0.22535211267605634,False,False
P237_TOP5_IMBALANCE_CONTINUATION_H10_EQ0_9_SQ0_9,avg_top5_market_by_price_imbalance_continuation,avg_top5_market_by_price_imbalance,continuation,10,0.9,0.9,5.961380692012275,0.438266074051464,273,-11655.780113998395,17026.20574133141,28681.985855329804,7,32,1,-4837.295826005004,0.41501261852010174,0.2741001636374091,0.42857142857142855,False,False
P237_L1_IMBALANCE_CONTINUATION_H8_EQ0_95_SQ0_9,avg_l1_imbalance_continuation,avg_l1_imbalance,continuation,8,0.95,0.9,8.334102985231581,0.4509753190751401,140,-11704.968514608365,3109.893155606036,14814.8616702144,7,31,2,-5767.192711534918,0.49271321869317153,0.5143422008533604,0.4,False,False
P237_TOP5_IMBALANCE_REVERSAL_H5_EQ0_95_SQ0_95,avg_top5_market_by_price_imbalance_reversal,avg_top5_market_by_price_imbalance,reversal,5,0.95,0.95,8.334102985231581,0.484459166759917,71,-12063.412636725543,-4430.112284808575,7633.300351916967,7,21,0,-2720.089278492572,0.22548256951864531,0.25162615386058146,0.23943661971830985,False,False
