candidate_id,family_id,horizon_event_bars,residual_quantile,top5_abs_quantile,depth_beyond_l1_quantile,spread_quantile,intensity_quantile,rank_bucket,basket_mode,training_trades,training_leg_rows,training_net_pnl_inr,training_gross_pnl_inr,training_cost_pnl_drag_inr,cost150_net_pnl_inr,cost200_net_pnl_inr,training_dates,training_symbols,training_signal_symbols,training_peer_groups,training_positive_dates,training_min_date_net_pnl_inr,training_max_date_contribution_abs,training_max_symbol_contribution_abs,training_precision_cost_clear,cost_stress_pass,market_neutral_notional,costs_applied_per_leg,top5_feature_active,full_top_five_depth_active,depth_beyond_l1_active
P251_SECTOR_PAIR_RESIDUAL_REVERSION_H6_RQ0_95_TQ0_8_DQ0_5_SP0_75_IQ0_5_RB1,P250_SECTOR_PAIR_RESIDUAL_REVERSION,6,0.95,0.8,0.5,0.75,0.5,1,residual_reversion_against_peers,18,36,-4036.489267563238,-383.6566885294935,3652.8325790337444,-5862.90555708011,-7689.321846596982,6,12,12,7,1,-1392.1530734711496,0.34489205376026416,0.17575319865938066,0.1111111111111111,False,1,1,1,1,1
P251_SECTOR_PAIR_RESIDUAL_REVERSION_H6_RQ0_95_TQ0_8_DQ0_5_SP0_75_IQ0_5_RB2,P250_SECTOR_PAIR_RESIDUAL_REVERSION,6,0.95,0.8,0.5,0.75,0.5,2,residual_reversion_against_peers,18,36,-4036.489267563238,-383.6566885294935,3652.8325790337444,-5862.90555708011,-7689.321846596982,6,12,12,7,1,-1392.1530734711496,0.34489205376026416,0.17575319865938066,0.1111111111111111,False,1,1,1,1,1
P251_SECTOR_PAIR_RESIDUAL_REVERSION_H10_RQ0_95_TQ0_8_DQ0_5_SP0_9_IQ0_5_RB1,P250_SECTOR_PAIR_RESIDUAL_REVERSION,10,0.95,0.8,0.5,0.9,0.5,1,residual_reversion_against_peers,23,46,-3311.7701496118448,1365.8295973577056,4677.59974696955,-5650.5700230966195,-7989.369896581395,7,16,16,7,1,-1545.0832461449038,0.46654301969778755,0.19301564599566956,0.2608695652173913,False,1,1,1,1,1
P251_SECTOR_PAIR_RESIDUAL_REVERSION_H10_RQ0_95_TQ0_8_DQ0_5_SP0_9_IQ0_5_RB2,P250_SECTOR_PAIR_RESIDUAL_REVERSION,10,0.95,0.8,0.5,0.9,0.5,2,residual_reversion_against_peers,23,46,-3311.7701496118448,1365.8295973577056,4677.59974696955,-5650.5700230966195,-7989.369896581395,7,16,16,7,1,-1545.0832461449038,0.46654301969778755,0.19301564599566956,0.2608695652173913,False,1,1,1,1,1
P251_SECTOR_PAIR_RESIDUAL_REVERSION_H12_RQ0_95_TQ0_8_DQ0_5_SP0_75_IQ0_25_RB1,P250_SECTOR_PAIR_RESIDUAL_REVERSION,12,0.95,0.8,0.5,0.75,0.25,1,residual_reversion_against_peers,24,48,-3241.61187460443,1642.4943794237038,4884.106254028134,-5683.665001618496,-8125.718128632563,6,17,17,8,3,-1806.4940536190122,0.5572826493422988,0.2419079519311629,0.2916666666666667,False,1,1,1,1,1
P251_SECTOR_PAIR_RESIDUAL_REVERSION_H12_RQ0_95_TQ0_8_DQ0_5_SP0_75_IQ0_25_RB2,P250_SECTOR_PAIR_RESIDUAL_REVERSION,12,0.95,0.8,0.5,0.75,0.25,2,residual_reversion_against_peers,24,48,-3241.61187460443,1642.4943794237038,4884.106254028134,-5683.665001618496,-8125.718128632563,6,17,17,8,3,-1806.4940536190122,0.5572826493422988,0.2419079519311629,0.2916666666666667,False,1,1,1,1,1
P251_SECTOR_PAIR_RESIDUAL_REVERSION_H10_RQ0_95_TQ0_8_DQ0_5_SP0_75_IQ0_25_RB1,P250_SECTOR_PAIR_RESIDUAL_REVERSION,10,0.95,0.8,0.5,0.75,0.25,1,residual_reversion_against_peers,24,48,-3429.260127343842,1454.8461266842912,4884.106254028134,-5871.313254357909,-8313.366381371976,6,17,17,8,2,-1520.8188626840645,0.4434830856246608,0.18961911643639845,0.2916666666666667,False,1,1,1,1,1
P251_SECTOR_PAIR_RESIDUAL_REVERSION_H10_RQ0_95_TQ0_8_DQ0_5_SP0_75_IQ0_25_RB2,P250_SECTOR_PAIR_RESIDUAL_REVERSION,10,0.95,0.8,0.5,0.75,0.25,2,residual_reversion_against_peers,24,48,-3429.260127343842,1454.8461266842912,4884.106254028134,-5871.313254357909,-8313.366381371976,6,17,17,8,2,-1520.8188626840645,0.4434830856246608,0.18961911643639845,0.2916666666666667,False,1,1,1,1,1
P251_SECTOR_PAIR_RESIDUAL_REVERSION_H10_RQ0_95_TQ0_8_DQ0_35_SP0_75_IQ0_5_RB1,P250_SECTOR_PAIR_RESIDUAL_REVERSION,10,0.95,0.8,0.35,0.75,0.5,1,residual_reversion_against_peers,24,48,-3783.9785582224586,1068.6340843102744,4852.612642532733,-6210.284879488825,-8636.591200755192,6,12,12,7,1,-1575.1555131198493,0.41626967195601283,0.29001721869214525,0.25,False,1,1,1,1,1
P251_SECTOR_PAIR_RESIDUAL_REVERSION_H10_RQ0_95_TQ0_8_DQ0_35_SP0_75_IQ0_5_RB2,P250_SECTOR_PAIR_RESIDUAL_REVERSION,10,0.95,0.8,0.35,0.75,0.5,2,residual_reversion_against_peers,24,48,-3783.9785582224586,1068.6340843102744,4852.612642532733,-6210.284879488825,-8636.591200755192,6,12,12,7,1,-1575.1555131198493,0.41626967195601283,0.29001721869214525,0.25,False,1,1,1,1,1
P251_SECTOR_PAIR_RESIDUAL_REVERSION_H12_RQ0_95_TQ0_8_DQ0_35_SP0_75_IQ0_5_RB1,P250_SECTOR_PAIR_RESIDUAL_REVERSION,12,0.95,0.8,0.35,0.75,0.5,1,residual_reversion_against_peers,24,48,-4024.137917021755,828.4747255109776,4852.612642532733,-6450.444238288122,-8876.750559554488,6,12,12,7,1,-1876.99382564693,0.4664337714936182,0.19486700150715933,0.25,False,1,1,1,1,1
P251_SECTOR_PAIR_RESIDUAL_REVERSION_H12_RQ0_95_TQ0_8_DQ0_35_SP0_75_IQ0_5_RB2,P250_SECTOR_PAIR_RESIDUAL_REVERSION,12,0.95,0.8,0.35,0.75,0.5,2,residual_reversion_against_peers,24,48,-4024.137917021755,828.4747255109776,4852.612642532733,-6450.444238288122,-8876.750559554488,6,12,12,7,1,-1876.99382564693,0.4664337714936182,0.19486700150715933,0.25,False,1,1,1,1,1
P251_INDEX_BASKET_RESIDUAL_REVERSION_H6_RQ0_95_TQ0_8_DQ0_5_SP0_75_IQ0_5_RB1,P250_INDEX_BASKET_RESIDUAL_REVERSION,6,0.95,0.8,0.5,0.75,0.5,1,residual_reversion_against_peers,23,46,-4295.457144035163,507.46802934983805,4802.925173385001,-6696.919730727664,-9098.382317420163,6,14,14,5,0,-1935.6140846859566,0.4506188793837287,0.31085558900644816,0.17391304347826086,False,1,1,1,1,1
P251_INDEX_BASKET_RESIDUAL_REVERSION_H6_RQ0_95_TQ0_8_DQ0_5_SP0_75_IQ0_5_RB2,P250_INDEX_BASKET_RESIDUAL_REVERSION,6,0.95,0.8,0.5,0.75,0.5,2,residual_reversion_against_peers,23,46,-4295.457144035163,507.46802934983805,4802.925173385001,-6696.919730727664,-9098.382317420163,6,14,14,5,0,-1935.6140846859566,0.4506188793837287,0.31085558900644816,0.17391304347826086,False,1,1,1,1,1
P251_SECTOR_PAIR_RESIDUAL_REVERSION_H4_RQ0_95_TQ0_8_DQ0_5_SP0_75_IQ0_25_RB1,P250_SECTOR_PAIR_RESIDUAL_REVERSION,4,0.95,0.8,0.5,0.75,0.25,1,residual_reversion_against_peers,25,50,-4151.143842019841,946.3398651727406,5097.483707192581,-6699.885695616132,-9248.627549212422,6,17,17,8,0,-1322.2049521800354,0.31851581214701635,0.2207481086720623,0.16,False,1,1,1,1,1
P251_SECTOR_PAIR_RESIDUAL_REVERSION_H4_RQ0_95_TQ0_8_DQ0_5_SP0_75_IQ0_25_RB2,P250_SECTOR_PAIR_RESIDUAL_REVERSION,4,0.95,0.8,0.5,0.75,0.25,2,residual_reversion_against_peers,25,50,-4151.143842019841,946.3398651727406,5097.483707192581,-6699.885695616132,-9248.627549212422,6,17,17,8,0,-1322.2049521800354,0.31851581214701635,0.2207481086720623,0.16,False,1,1,1,1,1
P251_SECTOR_PAIR_RESIDUAL_REVERSION_H8_RQ0_95_TQ0_8_DQ0_5_SP0_9_IQ0_5_RB1,P250_SECTOR_PAIR_RESIDUAL_REVERSION,8,0.95,0.8,0.5,0.9,0.5,1,residual_reversion_against_peers,24,48,-4365.852751272763,525.1244488612352,4890.977200133999,-6811.341351339763,-9256.829951406762,7,16,16,7,1,-1243.0835284612194,0.28472868859327133,0.17181667007009385,0.125,False,1,1,1,1,1
P251_SECTOR_PAIR_RESIDUAL_REVERSION_H8_RQ0_95_TQ0_8_DQ0_5_SP0_9_IQ0_5_RB2,P250_SECTOR_PAIR_RESIDUAL_REVERSION,8,0.95,0.8,0.5,0.9,0.5,2,residual_reversion_against_peers,24,48,-4365.852751272763,525.1244488612352,4890.977200133999,-6811.341351339763,-9256.829951406762,7,16,16,7,1,-1243.0835284612194,0.28472868859327133,0.17181667007009385,0.125,False,1,1,1,1,1
P251_INDEX_BASKET_RESIDUAL_REVERSION_H4_RQ0_95_TQ0_8_DQ0_5_SP0_75_IQ0_5_RB1,P250_INDEX_BASKET_RESIDUAL_REVERSION,4,0.95,0.8,0.5,0.75,0.5,1,residual_reversion_against_peers,23,46,-4488.685073459192,314.240099925809,4802.925173385001,-6890.147660151692,-9291.610246844191,6,14,14,5,0,-1624.6894727131385,0.36195220785696075,0.3314571931884939,0.13043478260869565,False,1,1,1,1,1
P251_INDEX_BASKET_RESIDUAL_REVERSION_H4_RQ0_95_TQ0_8_DQ0_5_SP0_75_IQ0_5_RB2,P250_INDEX_BASKET_RESIDUAL_REVERSION,4,0.95,0.8,0.5,0.75,0.5,2,residual_reversion_against_peers,23,46,-4488.685073459192,314.240099925809,4802.925173385001,-6890.147660151692,-9291.610246844191,6,14,14,5,0,-1624.6894727131385,0.36195220785696075,0.3314571931884939,0.13043478260869565,False,1,1,1,1,1
P251_SECTOR_PAIR_RESIDUAL_REVERSION_H8_RQ0_95_TQ0_8_DQ0_5_SP0_75_IQ0_25_RB1,P250_SECTOR_PAIR_RESIDUAL_REVERSION,8,0.95,0.8,0.5,0.75,0.25,1,residual_reversion_against_peers,25,50,-4337.336389946186,760.1473172463958,5097.483707192581,-6886.078243542476,-9434.820097138767,6,17,17,8,1,-1343.3113313927174,0.30970881910530906,0.1892320516195772,0.16,False,1,1,1,1,1
P251_SECTOR_PAIR_RESIDUAL_REVERSION_H8_RQ0_95_TQ0_8_DQ0_5_SP0_75_IQ0_25_RB2,P250_SECTOR_PAIR_RESIDUAL_REVERSION,8,0.95,0.8,0.5,0.75,0.25,2,residual_reversion_against_peers,25,50,-4337.336389946186,760.1473172463958,5097.483707192581,-6886.078243542476,-9434.820097138767,6,17,17,8,1,-1343.3113313927174,0.30970881910530906,0.1892320516195772,0.16,False,1,1,1,1,1
P251_SECTOR_PAIR_RESIDUAL_REVERSION_H4_RQ0_95_TQ0_8_DQ0_5_SP0_9_IQ0_5_RB1,P250_SECTOR_PAIR_RESIDUAL_REVERSION,4,0.95,0.8,0.5,0.9,0.5,1,residual_reversion_against_peers,24,48,-4606.9075010709785,284.06969906302027,4890.977200133999,-7052.396101137978,-9497.884701204977,7,16,16,7,1,-1383.5441168617024,0.3003194912292176,0.11904960676986194,0.125,False,1,1,1,1,1
P251_SECTOR_PAIR_RESIDUAL_REVERSION_H4_RQ0_95_TQ0_8_DQ0_5_SP0_9_IQ0_5_RB2,P250_SECTOR_PAIR_RESIDUAL_REVERSION,4,0.95,0.8,0.5,0.9,0.5,2,residual_reversion_against_peers,24,48,-4606.9075010709785,284.06969906302027,4890.977200133999,-7052.396101137978,-9497.884701204977,7,16,16,7,1,-1383.5441168617024,0.3003194912292176,0.11904960676986194,0.125,False,1,1,1,1,1
P251_INDEX_BASKET_RESIDUAL_REVERSION_H12_RQ0_95_TQ0_8_DQ0_5_SP0_75_IQ0_5_RB1,P250_INDEX_BASKET_RESIDUAL_REVERSION,12,0.95,0.8,0.5,0.75,0.5,1,residual_reversion_against_peers,23,46,-4701.291106086211,106.45602323357986,4807.7471293197905,-7105.164670746106,-9509.038235406,6,14,14,5,0,-2036.1738967597148,0.4331095120069717,0.4084913563491939,0.17391304347826086,False,1,1,1,1,1
P251_INDEX_BASKET_RESIDUAL_REVERSION_H12_RQ0_95_TQ0_8_DQ0_5_SP0_75_IQ0_5_RB2,P250_INDEX_BASKET_RESIDUAL_REVERSION,12,0.95,0.8,0.5,0.75,0.5,2,residual_reversion_against_peers,23,46,-4701.291106086211,106.45602323357986,4807.7471293197905,-7105.164670746106,-9509.038235406,6,14,14,5,0,-2036.1738967597148,0.4331095120069717,0.4084913563491939,0.17391304347826086,False,1,1,1,1,1
P251_SECTOR_PAIR_RESIDUAL_REVERSION_H4_RQ0_95_TQ0_8_DQ0_35_SP0_75_IQ0_5_RB1,P250_SECTOR_PAIR_RESIDUAL_REVERSION,4,0.95,0.8,0.35,0.75,0.5,1,residual_reversion_against_peers,25,50,-4461.2857139516245,604.7043817455558,5065.990095697181,-6994.280761800215,-9527.275809648805,6,13,13,7,0,-1687.537685695347,0.37826263411419014,0.18225661304786966,0.12,False,1,1,1,1,1
P251_SECTOR_PAIR_RESIDUAL_REVERSION_H4_RQ0_95_TQ0_8_DQ0_35_SP0_75_IQ0_5_RB2,P250_SECTOR_PAIR_RESIDUAL_REVERSION,4,0.95,0.8,0.35,0.75,0.5,2,residual_reversion_against_peers,25,50,-4461.2857139516245,604.7043817455558,5065.990095697181,-6994.280761800215,-9527.275809648805,6,13,13,7,0,-1687.537685695347,0.37826263411419014,0.18225661304786966,0.12,False,1,1,1,1,1
P251_INDEX_BASKET_RESIDUAL_REVERSION_H8_RQ0_95_TQ0_8_DQ0_5_SP0_75_IQ0_5_RB1,P250_INDEX_BASKET_RESIDUAL_REVERSION,8,0.95,0.8,0.5,0.75,0.5,1,residual_reversion_against_peers,24,48,-4551.331717157617,465.6427679720206,5016.974485129638,-7059.818959722436,-9568.306202287256,6,14,14,5,1,-2035.2721062764717,0.4471816674236026,0.3460530019687909,0.125,False,1,1,1,1,1
P251_INDEX_BASKET_RESIDUAL_REVERSION_H8_RQ0_95_TQ0_8_DQ0_5_SP0_75_IQ0_5_RB2,P250_INDEX_BASKET_RESIDUAL_REVERSION,8,0.95,0.8,0.5,0.75,0.5,2,residual_reversion_against_peers,24,48,-4551.331717157617,465.6427679720206,5016.974485129638,-7059.818959722436,-9568.306202287256,6,14,14,5,1,-2035.2721062764717,0.4471816674236026,0.3460530019687909,0.125,False,1,1,1,1,1
P251_SECTOR_PAIR_RESIDUAL_REVERSION_H8_RQ0_95_TQ0_8_DQ0_35_SP0_75_IQ0_5_RB1,P250_SECTOR_PAIR_RESIDUAL_REVERSION,8,0.95,0.8,0.35,0.75,0.5,1,residual_reversion_against_peers,25,50,-4564.250795009442,501.7393006877379,5065.990095697181,-7097.245842858033,-9630.240890706624,6,13,13,7,1,-1366.7106847612263,0.2994381216421301,0.2826886796593861,0.12,False,1,1,1,1,1
P251_SECTOR_PAIR_RESIDUAL_REVERSION_H8_RQ0_95_TQ0_8_DQ0_35_SP0_75_IQ0_5_RB2,P250_SECTOR_PAIR_RESIDUAL_REVERSION,8,0.95,0.8,0.35,0.75,0.5,2,residual_reversion_against_peers,25,50,-4564.250795009442,501.7393006877379,5065.990095697181,-7097.245842858033,-9630.240890706624,6,13,13,7,1,-1366.7106847612263,0.2994381216421301,0.2826886796593861,0.12,False,1,1,1,1,1
P251_SECTOR_PAIR_RESIDUAL_REVERSION_H10_RQ0_95_TQ0_65_DQ0_5_SP0_75_IQ0_5_RB1,P250_SECTOR_PAIR_RESIDUAL_REVERSION,10,0.95,0.65,0.5,0.75,0.5,1,residual_reversion_against_peers,27,54,-4438.37619939265,1021.684646555945,5460.060845948595,-7168.406622366947,-9898.437045341245,6,15,15,7,0,-2071.5455317656442,0.46673500368200327,0.18312695590309705,0.2962962962962963,False,1,1,1,1,1
P251_SECTOR_PAIR_RESIDUAL_REVERSION_H10_RQ0_95_TQ0_65_DQ0_5_SP0_75_IQ0_5_RB2,P250_SECTOR_PAIR_RESIDUAL_REVERSION,10,0.95,0.65,0.5,0.75,0.5,2,residual_reversion_against_peers,27,54,-4438.37619939265,1021.684646555945,5460.060845948595,-7168.406622366947,-9898.437045341245,6,15,15,7,0,-2071.5455317656442,0.46673500368200327,0.18312695590309705,0.2962962962962963,False,1,1,1,1,1
P251_SECTOR_PAIR_RESIDUAL_REVERSION_H12_RQ0_95_TQ0_65_DQ0_5_SP0_75_IQ0_5_RB1,P250_SECTOR_PAIR_RESIDUAL_REVERSION,12,0.95,0.65,0.5,0.75,0.5,1,residual_reversion_against_peers,27,54,-4443.13834682587,1016.9224991227244,5460.060845948595,-7173.168769800167,-9903.199192774466,6,15,15,7,1,-2386.216332116519,0.5370565005749159,0.2107224001436728,0.2222222222222222,False,1,1,1,1,1
P251_SECTOR_PAIR_RESIDUAL_REVERSION_H12_RQ0_95_TQ0_65_DQ0_5_SP0_75_IQ0_5_RB2,P250_SECTOR_PAIR_RESIDUAL_REVERSION,12,0.95,0.65,0.5,0.75,0.5,2,residual_reversion_against_peers,27,54,-4443.13834682587,1016.9224991227244,5460.060845948595,-7173.168769800167,-9903.199192774466,6,15,15,7,1,-2386.216332116519,0.5370565005749159,0.2107224001436728,0.2222222222222222,False,1,1,1,1,1
P251_INDEX_BASKET_RESIDUAL_REVERSION_H4_RQ0_95_TQ0_8_DQ0_5_SP0_75_IQ0_25_RB1,P250_INDEX_BASKET_RESIDUAL_REVERSION,4,0.95,0.8,0.5,0.75,0.25,1,residual_reversion_against_peers,27,54,-4422.560887126567,1307.1749267783407,5729.735813904907,-7287.428794079021,-10152.296701031475,6,14,14,5,0,-1952.5892022844805,0.44150646019779727,0.3364129954404161,0.18518518518518517,False,1,1,1,1,1
P251_INDEX_BASKET_RESIDUAL_REVERSION_H4_RQ0_95_TQ0_8_DQ0_5_SP0_75_IQ0_25_RB2,P250_INDEX_BASKET_RESIDUAL_REVERSION,4,0.95,0.8,0.5,0.75,0.25,2,residual_reversion_against_peers,27,54,-4422.560887126567,1307.1749267783407,5729.735813904907,-7287.428794079021,-10152.296701031475,6,14,14,5,0,-1952.5892022844805,0.44150646019779727,0.3364129954404161,0.18518518518518517,False,1,1,1,1,1
P251_INDEX_BASKET_RESIDUAL_REVERSION_H10_RQ0_95_TQ0_8_DQ0_5_SP0_75_IQ0_5_RB1,P250_INDEX_BASKET_RESIDUAL_REVERSION,10,0.95,0.8,0.5,0.75,0.5,1,residual_reversion_against_peers,24,48,-5220.694196736963,-203.71971160732525,5016.974485129638,-7729.181439301782,-10237.668681866602,6,14,14,5,0,-2533.748219568584,0.48532783650730327,0.3978285218278793,0.20833333333333334,False,1,1,1,1,1
P251_INDEX_BASKET_RESIDUAL_REVERSION_H10_RQ0_95_TQ0_8_DQ0_5_SP0_75_IQ0_5_RB2,P250_INDEX_BASKET_RESIDUAL_REVERSION,10,0.95,0.8,0.5,0.75,0.5,2,residual_reversion_against_peers,24,48,-5220.694196736963,-203.71971160732525,5016.974485129638,-7729.181439301782,-10237.668681866602,6,14,14,5,0,-2533.748219568584,0.48532783650730327,0.3978285218278793,0.20833333333333334,False,1,1,1,1,1
P251_INDEX_BASKET_RESIDUAL_REVERSION_H6_RQ0_95_TQ0_8_DQ0_5_SP0_75_IQ0_25_RB1,P250_INDEX_BASKET_RESIDUAL_REVERSION,6,0.95,0.8,0.5,0.75,0.25,1,residual_reversion_against_peers,27,54,-4531.386803658751,1198.3490102461565,5729.735813904907,-7396.254710611205,-10261.122617563658,6,14,14,5,0,-2211.8174279090745,0.4881104888514924,0.2946706865727904,0.18518518518518517,False,1,1,1,1,1
P251_INDEX_BASKET_RESIDUAL_REVERSION_H6_RQ0_95_TQ0_8_DQ0_5_SP0_75_IQ0_25_RB2,P250_INDEX_BASKET_RESIDUAL_REVERSION,6,0.95,0.8,0.5,0.75,0.25,2,residual_reversion_against_peers,27,54,-4531.386803658751,1198.3490102461565,5729.735813904907,-7396.254710611205,-10261.122617563658,6,14,14,5,0,-2211.8174279090745,0.4881104888514924,0.2946706865727904,0.18518518518518517,False,1,1,1,1,1
P251_SECTOR_PAIR_RESIDUAL_REVERSION_H12_RQ0_95_TQ0_8_DQ0_5_SP0_9_IQ0_25_RB1,P250_SECTOR_PAIR_RESIDUAL_REVERSION,12,0.95,0.8,0.5,0.9,0.25,1,residual_reversion_against_peers,31,62,-4063.135729474999,2282.406194939648,6345.541924414647,-7235.906691682323,-10408.677653889647,7,22,22,8,1,-1389.0386175158012,0.3418637008454748,0.19299667590543887,0.2903225806451613,False,1,1,1,1,1
P251_SECTOR_PAIR_RESIDUAL_REVERSION_H12_RQ0_95_TQ0_8_DQ0_5_SP0_9_IQ0_25_RB2,P250_SECTOR_PAIR_RESIDUAL_REVERSION,12,0.95,0.8,0.5,0.9,0.25,2,residual_reversion_against_peers,31,62,-4063.135729474999,2282.406194939648,6345.541924414647,-7235.906691682323,-10408.677653889647,7,22,22,8,1,-1389.0386175158012,0.3418637008454748,0.19299667590543887,0.2903225806451613,False,1,1,1,1,1
P251_INDEX_BASKET_RESIDUAL_REVERSION_H8_RQ0_95_TQ0_8_DQ0_5_SP0_75_IQ0_25_RB1,P250_INDEX_BASKET_RESIDUAL_REVERSION,8,0.95,0.8,0.5,0.75,0.25,1,residual_reversion_against_peers,28,56,-4508.443089888963,1435.342035760582,5943.785125649545,-7480.335652713736,-10452.228215538507,6,14,14,5,1,-2077.9176351833053,0.4608947243547177,0.34934498945110465,0.17857142857142858,False,1,1,1,1,1
P251_INDEX_BASKET_RESIDUAL_REVERSION_H8_RQ0_95_TQ0_8_DQ0_5_SP0_75_IQ0_25_RB2,P250_INDEX_BASKET_RESIDUAL_REVERSION,8,0.95,0.8,0.5,0.75,0.25,2,residual_reversion_against_peers,28,56,-4508.443089888963,1435.342035760582,5943.785125649545,-7480.335652713736,-10452.228215538507,6,14,14,5,1,-2077.9176351833053,0.4608947243547177,0.34934498945110465,0.17857142857142858,False,1,1,1,1,1
