shard_index,trade_date,symbol,strategy_id,transition_type,side,spread_bucket,spread_change_bucket,recent_return_bucket,signal_rows,mean_gross_bps,median_gross_bps,mean_after_cost_bps,cost_clearing_rate,adverse_direction_rate,worst_gross_bps,best_gross_bps,mean_spread_bps,mean_spread_change_bps,mean_abs_recent_return_bps,mean_cost_bps
3,2026-01-01,BAJAJ-AUTO,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,S03_2p5_5bp,C01_lt_1bp,R03_5_10bp,500,0.0,-0.0,-13.077131745093979,0.0,1.0,-0.0,-0.0,2.8726744967293163,0.0022601455947139472,7.856448779650755,13.077131745093979
3,2026-01-01,BAJAJ-AUTO,P69_SPREAD_TRANSITION_FADE,expansion,1,S03_2p5_5bp,C01_lt_1bp,R02_2p5_5bp,50,0.0,0.0,-13.045076707693772,0.0,1.0,0.0,0.0,2.8513044717958462,0.0012189692307700284,4.27512825384779,13.045076707693772
3,2026-01-01,BAJAJ-AUTO,P69_SPREAD_TRANSITION_FADE,expansion,1,S03_2p5_5bp,C01_lt_1bp,R04_ge_10bp,1650,0.0,0.0,-13.074744724287058,0.0,1.0,0.0,0.0,2.8710831495247113,0.01107040009549677,38.37491931088102,13.074744724287058
3,2026-01-01,BAJAJ-AUTO,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,S03_2p5_5bp,C01_lt_1bp,R03_5_10bp,850,0.0,0.0,-13.06759430790705,0.0,1.0,0.0,0.0,2.8663162052713798,-0.002158774471561157,7.533990427313581,13.06759430790705
3,2026-01-01,BAJAJ-AUTO,P69_SPREAD_TRANSITION_FADE,compression,-1,S03_2p5_5bp,C01_lt_1bp,R03_5_10bp,850,0.0,-0.0,-13.067594307907093,0.0,1.0,-0.0,-0.0,2.8663162052713713,-0.002158774471561157,7.5339904273136,13.067594307907093
3,2026-01-01,BAJAJ-AUTO,P69_SPREAD_TRANSITION_FADE,compression,-1,S03_2p5_5bp,C01_lt_1bp,R02_2p5_5bp,200,0.0,-0.0,-13.082052615371673,0.0,1.0,-0.0,-0.0,2.875955076914443,-0.0011714224588015298,4.074422739975265,13.082052615371673
3,2026-01-01,BAJAJ-AUTO,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,S03_2p5_5bp,C01_lt_1bp,R04_ge_10bp,1650,0.0,-0.0,-13.074744724287065,0.0,1.0,-0.0,-0.0,2.8710831495247136,0.01107040009549677,38.374919310881,13.074744724287065
3,2026-01-01,BAJAJ-AUTO,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,S03_2p5_5bp,C01_lt_1bp,R02_2p5_5bp,200,0.0,0.0,-13.082052615371675,0.0,1.0,0.0,0.0,2.875955076914443,-0.0011714224588015298,4.074422739975265,13.082052615371675
3,2026-01-01,BAJAJ-AUTO,P69_SPREAD_TRANSITION_FADE,expansion,1,S03_2p5_5bp,C01_lt_1bp,R03_5_10bp,500,0.0,0.0,-13.077131745093977,0.0,1.0,0.0,0.0,2.8726744967293163,0.0022601455947139472,7.856448779650754,13.077131745093977
3,2026-01-01,BAJAJ-AUTO,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,S03_2p5_5bp,C01_lt_1bp,R04_ge_10bp,2400,0.0,0.0,-13.071214242243872,0.0,1.0,0.0,0.0,2.868729494829219,-0.008550073242890971,29.83558355524551,13.071214242243872
3,2026-01-01,BAJAJ-AUTO,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,S03_2p5_5bp,C01_lt_1bp,R02_2p5_5bp,50,0.0,-0.0,-13.045076707693772,0.0,1.0,-0.0,-0.0,2.8513044717958462,0.0012189692307700284,4.27512825384779,13.045076707693772
3,2026-01-01,BAJAJ-AUTO,P69_SPREAD_TRANSITION_FADE,compression,-1,S03_2p5_5bp,C01_lt_1bp,R04_ge_10bp,2400,0.0,-0.0,-13.071214242243823,0.0,1.0,-0.0,-0.0,2.8687294948292195,-0.008550073242890963,29.835583555245513,13.071214242243823
4,2026-01-01,BANKBEES,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,S03_2p5_5bp,C01_lt_1bp,R02_2p5_5bp,100,0.0,-0.0,-13.936185006817363,0.0,1.0,-0.0,-0.0,3.445376671211568,0.0015248530139049254,4.426780801563553,13.936185006817363
4,2026-01-01,BANKBEES,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,S03_2p5_5bp,C01_lt_1bp,R03_5_10bp,500,0.0,-0.0,-13.950956109334829,0.0,1.0,-0.0,-0.0,3.4552240728898798,0.002451580031948053,7.090638028852362,13.950956109334829
4,2026-01-01,BANKBEES,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,S03_2p5_5bp,C01_lt_1bp,R04_ge_10bp,1450,0.0,-0.0,-13.96307952988606,0.0,1.0,-0.0,-0.0,3.4633063532573627,0.008538310338564843,24.625402578950176,13.96307952988606
4,2026-01-01,BANKBEES,P69_SPREAD_TRANSITION_FADE,compression,-1,S03_2p5_5bp,C01_lt_1bp,R02_2p5_5bp,400,0.0,-0.0,-13.948651075430186,0.0,1.0,-0.0,-0.0,3.4536873836201205,-0.0013503690247167466,3.9086965805951195,13.948651075430186
4,2026-01-01,BANKBEES,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,S03_2p5_5bp,C01_lt_1bp,R04_ge_10bp,1750,0.0,0.0,-13.959860855688852,0.0,1.0,0.0,0.0,3.4611605704592256,-0.007062541733871201,20.40225216452186,13.959860855688852
4,2026-01-01,BANKBEES,P69_SPREAD_TRANSITION_FADE,expansion,1,S03_2p5_5bp,C01_lt_1bp,R02_2p5_5bp,100,0.0,0.0,-13.936185006817363,0.0,1.0,0.0,0.0,3.445376671211568,0.0015248530139049254,4.426780801563553,13.936185006817363
4,2026-01-01,BANKBEES,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,S03_2p5_5bp,C01_lt_1bp,R03_5_10bp,1300,0.0,0.0,-13.948996584016895,0.0,1.0,0.0,0.0,3.453917722677922,-0.0026520111547040626,7.678730163312137,13.948996584016895
4,2026-01-01,BANKBEES,P69_SPREAD_TRANSITION_FADE,expansion,1,S03_2p5_5bp,C01_lt_1bp,R04_ge_10bp,1450,0.0,0.0,-13.96307952988603,0.0,1.0,0.0,0.0,3.463306353257365,0.008538310338564843,24.625402578950077,13.96307952988603
4,2026-01-01,BANKBEES,P69_SPREAD_TRANSITION_FADE,compression,-1,S03_2p5_5bp,C01_lt_1bp,R03_5_10bp,1300,0.0,-0.0,-13.948996584016895,0.0,1.0,-0.0,-0.0,3.45391772267792,-0.0026520111547040626,7.678730163312133,13.948996584016895
4,2026-01-01,BANKBEES,P69_SPREAD_TRANSITION_FADE,compression,-1,S03_2p5_5bp,C01_lt_1bp,R04_ge_10bp,1750,0.0,-0.0,-13.959860855688856,0.0,1.0,-0.0,-0.0,3.4611605704592288,-0.007062541733871199,20.402252164521837,13.959860855688856
4,2026-01-01,BANKBEES,P69_SPREAD_TRANSITION_FADE,expansion,1,S03_2p5_5bp,C01_lt_1bp,R03_5_10bp,500,0.0,0.0,-13.950956109334827,0.0,1.0,0.0,0.0,3.455224072889883,0.002451580031948053,7.090638028852345,13.950956109334827
4,2026-01-01,BANKBEES,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,S03_2p5_5bp,C01_lt_1bp,R02_2p5_5bp,400,0.0,0.0,-13.948651075430188,0.0,1.0,0.0,0.0,3.453687383620121,-0.0013503690247167466,3.9086965805951137,13.948651075430188
5,2026-01-01,BHARTIARTL,P69_SPREAD_TRANSITION_FADE,expansion,1,S02_1_2p5bp,C01_lt_1bp,R04_ge_10bp,1600,0.0,0.0,-11.090892935390967,0.0,1.0,0.0,0.0,1.5485152902606005,0.004177061199198885,26.89288420751606,11.090892935390967
5,2026-01-01,BHARTIARTL,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,S02_1_2p5bp,C01_lt_1bp,R03_5_10bp,400,0.0,0.0,-11.1043512803969,0.0,1.0,0.0,0.0,1.5574875202646117,-0.0013848938783781461,8.894887364271913,11.1043512803969
5,2026-01-01,BHARTIARTL,P69_SPREAD_TRANSITION_FADE,expansion,1,S02_1_2p5bp,C01_lt_1bp,R03_5_10bp,350,0.0,0.0,-11.102031249168935,0.0,1.0,0.0,0.0,1.5559408327792845,0.001220621756601949,7.846059882484907,11.102031249168935
5,2026-01-01,BHARTIARTL,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,S02_1_2p5bp,C01_lt_1bp,R04_ge_10bp,2350,0.0,0.0,-11.091735554042428,0.0,1.0,0.0,0.0,1.5490770360282877,-0.0034064927783630018,21.97742903348396,11.091735554042428
5,2026-01-01,BHARTIARTL,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,S02_1_2p5bp,C01_lt_1bp,R03_5_10bp,350,0.0,-0.0,-11.10203124916893,0.0,1.0,-0.0,-0.0,1.5559408327792834,0.001220621756601949,7.846059882484901,11.10203124916893
5,2026-01-01,BHARTIARTL,P69_SPREAD_TRANSITION_FADE,compression,-1,S02_1_2p5bp,C01_lt_1bp,R03_5_10bp,400,0.0,-0.0,-11.104351280396909,0.0,1.0,-0.0,-0.0,1.5574875202646086,-0.0013848938783781461,8.894887364271916,11.104351280396909
5,2026-01-01,BHARTIARTL,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,S02_1_2p5bp,C01_lt_1bp,R04_ge_10bp,1600,0.0,-0.0,-11.09089293539093,0.0,1.0,-0.0,-0.0,1.5485152902606039,0.004177061199198889,26.89288420751619,11.09089293539093
5,2026-01-01,BHARTIARTL,P69_SPREAD_TRANSITION_FADE,compression,-1,S02_1_2p5bp,C01_lt_1bp,R04_ge_10bp,2350,0.0,-0.0,-11.091735554042467,0.0,1.0,-0.0,-0.0,1.549077036028293,-0.0034064927783630044,21.97742903348384,11.091735554042467
6,2026-01-01,BPCL,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,S02_1_2p5bp,C01_lt_1bp,R03_5_10bp,800,0.0,0.0,-11.176578737528642,0.0,1.0,0.0,0.0,1.605639158352418,-0.0014032133737190422,8.738600745809983,11.176578737528642
6,2026-01-01,BPCL,P69_SPREAD_TRANSITION_FADE,compression,-1,S02_1_2p5bp,C01_lt_1bp,R03_5_10bp,800,0.0,-0.0,-11.176578737528626,0.0,1.0,-0.0,-0.0,1.6056391583524203,-0.0014032133737190422,8.738600745809997,11.176578737528626
6,2026-01-01,BPCL,P69_SPREAD_TRANSITION_FADE,compression,-1,S02_1_2p5bp,C01_lt_1bp,R04_ge_10bp,2150,0.0,-0.0,-11.172937809827877,0.0,1.0,-0.0,-0.0,1.6032118732186014,-0.004746460625190534,29.58968478581795,11.172937809827877
6,2026-01-01,BPCL,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,S02_1_2p5bp,C01_lt_1bp,R03_5_10bp,350,0.0,-0.0,-11.185899996768061,0.0,1.0,-0.0,-0.0,1.611853331178715,0.0014469783485733562,8.974360789282262,11.185899996768061
6,2026-01-01,BPCL,P69_SPREAD_TRANSITION_FADE,expansion,1,S02_1_2p5bp,C01_lt_1bp,R03_5_10bp,350,0.0,0.0,-11.18589999676805,0.0,1.0,0.0,0.0,1.611853331178719,0.0014469783485733562,8.97436078928226,11.18589999676805
6,2026-01-01,BPCL,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,S02_1_2p5bp,C01_lt_1bp,R04_ge_10bp,2150,0.0,0.0,-11.172937809827895,0.0,1.0,0.0,0.0,1.603211873218604,-0.004746460625190538,29.589684785817997,11.172937809827895
6,2026-01-01,BPCL,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,S02_1_2p5bp,C01_lt_1bp,R04_ge_10bp,1550,0.0,-0.0,-11.178902788311882,0.0,1.0,-0.0,-0.0,1.607188525541271,0.005909363994699077,36.64818492512644,11.178902788311882
6,2026-01-01,BPCL,P69_SPREAD_TRANSITION_FADE,expansion,1,S02_1_2p5bp,C01_lt_1bp,R04_ge_10bp,1550,0.0,0.0,-11.178902788311872,0.0,1.0,0.0,0.0,1.6071885255412737,0.0059093639946990835,36.64818492512636,11.178902788311872
7,2026-01-01,BRITANNIA,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,S03_2p5_5bp,C01_lt_1bp,R04_ge_10bp,2500,0.0,0.0,-14.265556489366697,0.0,1.0,0.0,0.0,3.6649576595777993,-0.008379006701240864,22.849763796613185,14.265556489366697
7,2026-01-01,BRITANNIA,P69_SPREAD_TRANSITION_FADE,compression,-1,S03_2p5_5bp,C01_lt_1bp,R04_ge_10bp,2500,0.0,-0.0,-14.265556489366709,0.0,1.0,-0.0,-0.0,3.6649576595778046,-0.008379006701240864,22.84976379661319,14.265556489366709
7,2026-01-01,BRITANNIA,P69_SPREAD_TRANSITION_FADE,expansion,1,S03_2p5_5bp,C01_lt_1bp,R02_2p5_5bp,250,0.0,0.0,-14.28265505565999,0.0,1.0,0.0,0.0,3.676356703773329,0.001486995723810569,4.043465358620764,14.28265505565999
7,2026-01-01,BRITANNIA,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,S03_2p5_5bp,C01_lt_1bp,R02_2p5_5bp,250,0.0,-0.0,-14.282655055659998,0.0,1.0,-0.0,-0.0,3.6763567037733305,0.001486995723810569,4.043465358620764,14.282655055659998
7,2026-01-01,BRITANNIA,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,S03_2p5_5bp,C01_lt_1bp,R03_5_10bp,400,0.0,0.0,-14.25084082907954,0.0,1.0,0.0,0.0,3.6551472193863646,-0.0029687114228013067,8.119140377939035,14.25084082907954
7,2026-01-01,BRITANNIA,P69_SPREAD_TRANSITION_FADE,compression,-1,S03_2p5_5bp,C01_lt_1bp,R03_5_10bp,400,0.0,-0.0,-14.25084082907954,0.0,1.0,-0.0,-0.0,3.6551472193863646,-0.0029687114228013067,8.119140377939035,14.25084082907954
7,2026-01-01,BRITANNIA,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,S03_2p5_5bp,C01_lt_1bp,R04_ge_10bp,1350,0.0,-0.0,-14.266661357205114,0.0,1.0,-0.0,-0.0,3.6656942381367696,0.012727765660181436,34.58199892596113,14.266661357205114
7,2026-01-01,BRITANNIA,P69_SPREAD_TRANSITION_FADE,expansion,1,S03_2p5_5bp,C01_lt_1bp,R03_5_10bp,450,0.0,0.0,-14.261419815181956,0.0,1.0,0.0,0.0,3.6621998767879735,0.0029072523046017474,7.933229020250397,14.261419815181956
7,2026-01-01,BRITANNIA,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,S03_2p5_5bp,C01_lt_1bp,R03_5_10bp,450,0.0,-0.0,-14.261419815181956,0.0,1.0,-0.0,-0.0,3.6621998767879753,0.0029072523046017474,7.933229020250396,14.261419815181956
7,2026-01-01,BRITANNIA,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,S03_2p5_5bp,C01_lt_1bp,R02_2p5_5bp,300,0.0,0.0,-14.275915435826855,0.0,1.0,0.0,0.0,3.671863623884563,-0.0012938279688536152,3.5217956216534065,14.275915435826855
7,2026-01-01,BRITANNIA,P69_SPREAD_TRANSITION_FADE,expansion,1,S03_2p5_5bp,C01_lt_1bp,R04_ge_10bp,1350,0.0,0.0,-14.266661357205095,0.0,1.0,0.0,0.0,3.6656942381367594,0.01272776566018142,34.58199892596108,14.266661357205095
7,2026-01-01,BRITANNIA,P69_SPREAD_TRANSITION_FADE,compression,-1,S03_2p5_5bp,C01_lt_1bp,R02_2p5_5bp,300,0.0,-0.0,-14.275915435826855,0.0,1.0,-0.0,-0.0,3.6718636238845623,-0.0012938279688536152,3.5217956216534065,14.275915435826855
8,2026-01-01,CIPLA,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,S03_2p5_5bp,C01_lt_1bp,R02_2p5_5bp,50,0.0,0.0,-12.937102768205488,0.0,1.0,0.0,0.0,2.779321845470337,-0.0011591777457313768,4.170721534826336,12.937102768205488
8,2026-01-01,CIPLA,P69_SPREAD_TRANSITION_FADE,expansion,1,S03_2p5_5bp,C01_lt_1bp,R02_2p5_5bp,50,0.0,0.0,-12.871806478351653,0.0,1.0,0.0,0.0,2.735790985567772,0.0011222223210962667,4.102003144870195,12.871806478351653
8,2026-01-01,CIPLA,P69_SPREAD_TRANSITION_FADE,compression,-1,S03_2p5_5bp,C01_lt_1bp,R02_2p5_5bp,50,0.0,-0.0,-12.937102768205488,0.0,1.0,-0.0,-0.0,2.779321845470337,-0.0011591777457313768,4.170721534826336,12.937102768205488
8,2026-01-01,CIPLA,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,S03_2p5_5bp,C01_lt_1bp,R02_2p5_5bp,50,0.0,-0.0,-12.871806478351653,0.0,1.0,-0.0,-0.0,2.735790985567772,0.0011222223210962667,4.102003144870195,12.871806478351653
8,2026-01-01,CIPLA,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,S03_2p5_5bp,C01_lt_1bp,R03_5_10bp,650,0.0,0.0,-12.893159815906532,0.0,1.0,0.0,0.0,2.75002654393769,-0.0019455735585158784,7.082954328417612,12.893159815906532
8,2026-01-01,CIPLA,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,S03_2p5_5bp,C01_lt_1bp,R04_ge_10bp,2550,0.0,0.0,-12.88963977011493,0.0,1.0,0.0,0.0,2.7476798467432846,-0.007615719963859115,27.697872025594947,12.88963977011493
8,2026-01-01,CIPLA,P69_SPREAD_TRANSITION_FADE,expansion,1,S03_2p5_5bp,C01_lt_1bp,R03_5_10bp,550,0.0,0.0,-12.894138039637774,0.0,1.0,0.0,0.0,2.7506786930918565,0.0019215244344353137,6.990947109182453,12.894138039637774
8,2026-01-01,CIPLA,P69_SPREAD_TRANSITION_FADE,compression,-1,S03_2p5_5bp,C01_lt_1bp,R03_5_10bp,650,0.0,-0.0,-12.893159815906527,0.0,1.0,-0.0,-0.0,2.7500265439376848,-0.0019455735585158784,7.082954328417624,12.893159815906527
8,2026-01-01,CIPLA,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,S03_2p5_5bp,C01_lt_1bp,R03_5_10bp,550,0.0,-0.0,-12.894138039637806,0.0,1.0,-0.0,-0.0,2.750678693091854,0.0019215244344353137,6.990947109182453,12.894138039637806
8,2026-01-01,CIPLA,P69_SPREAD_TRANSITION_FADE,expansion,1,S03_2p5_5bp,C01_lt_1bp,R04_ge_10bp,1750,0.0,0.0,-12.894529167701576,0.0,1.0,0.0,0.0,2.7509394451344025,0.009410412633398618,34.06832702719835,12.894529167701576
8,2026-01-01,CIPLA,P69_SPREAD_TRANSITION_FADE,compression,-1,S03_2p5_5bp,C01_lt_1bp,R04_ge_10bp,2550,0.0,-0.0,-12.88963977011491,0.0,1.0,-0.0,-0.0,2.7476798467432837,-0.007615719963859161,27.69787202559488,12.88963977011491
8,2026-01-01,CIPLA,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,S03_2p5_5bp,C01_lt_1bp,R04_ge_10bp,1750,0.0,-0.0,-12.894529167701641,0.0,1.0,-0.0,-0.0,2.750939445134414,0.009410412633398608,34.06832702719836,12.894529167701641
9,2026-01-01,DRREDDY,P69_SPREAD_TRANSITION_FADE,compression,-1,S02_1_2p5bp,C01_lt_1bp,R03_5_10bp,350,0.0,-0.0,-12.344165683583043,0.0,1.0,-0.0,-0.0,2.3840304557220167,-0.0016806438076925215,7.0466243324756395,12.344165683583043
9,2026-01-01,DRREDDY,P69_SPREAD_TRANSITION_FADE,expansion,1,S02_1_2p5bp,C01_lt_1bp,R03_5_10bp,800,0.0,0.0,-12.358524742796794,0.0,1.0,0.0,0.0,2.393603161864531,0.0018494034235247703,7.724756198534691,12.358524742796794
9,2026-01-01,DRREDDY,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,S02_1_2p5bp,C01_lt_1bp,R03_5_10bp,800,0.0,-0.0,-12.358524742796785,0.0,1.0,-0.0,-0.0,2.3936031618645295,0.0018494034235247703,7.724756198534681,12.358524742796785
9,2026-01-01,DRREDDY,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,S02_1_2p5bp,C01_lt_1bp,R03_5_10bp,350,0.0,0.0,-12.344165683583041,0.0,1.0,0.0,0.0,2.384030455722018,-0.0016806438076925215,7.0466243324756395,12.344165683583041
9,2026-01-01,DRREDDY,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,S02_1_2p5bp,C01_lt_1bp,R04_ge_10bp,2550,0.0,0.0,-12.355244387599505,0.0,1.0,0.0,0.0,2.39141625839966,-0.005520276739161142,23.062902590716277,12.355244387599505
9,2026-01-01,DRREDDY,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,S02_1_2p5bp,C01_lt_1bp,R04_ge_10bp,1550,0.0,-0.0,-12.35732431327507,0.0,1.0,-0.0,-0.0,2.3928028755167348,0.007184167736597035,29.91764741911204,12.35732431327507
9,2026-01-01,DRREDDY,P69_SPREAD_TRANSITION_FADE,compression,-1,S02_1_2p5bp,C01_lt_1bp,R04_ge_10bp,2550,0.0,-0.0,-12.355244387599484,0.0,1.0,-0.0,-0.0,2.3914162583996577,-0.005520276739161128,23.06290259071624,12.355244387599484
9,2026-01-01,DRREDDY,P69_SPREAD_TRANSITION_FADE,expansion,1,S02_1_2p5bp,C01_lt_1bp,R04_ge_10bp,1550,0.0,0.0,-12.357324313275113,0.0,1.0,0.0,0.0,2.392802875516731,0.007184167736597035,29.917647419112022,12.357324313275113
10,2026-01-01,GOLDBEES,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,S01_le_1bp,C01_lt_1bp,R04_ge_10bp,1150,0.0,-0.0,-10.030543656207962,0.0,1.0,-0.0,-0.0,0.8416157708053268,0.0025569043498449855,30.241737448311607,10.030543656207962
10,2026-01-01,GOLDBEES,P69_SPREAD_TRANSITION_FADE,compression,-1,S01_le_1bp,C01_lt_1bp,R04_ge_10bp,2100,0.0,-0.0,-10.031845189566086,0.0,1.0,-0.0,-0.0,0.8424834597107195,-0.0017133220710725408,20.321964488892508,10.031845189566086
