strategy_id,transition_type,side,spread_bucket,spread_change_bucket,recent_return_bucket,shard_symbol_label_rows,symbols,trade_dates,signal_rows,mean_gross_bps,median_gross_bps,mean_after_cost_bps,mean_cost_clearing_rate,mean_adverse_direction_rate,worst_gross_bps,best_gross_bps,mean_spread_bps,mean_spread_change_bps,mean_abs_recent_return_bps,mean_cost_bps,label_candidate
P69_SPREAD_TRANSITION_MOMENTUM,compression,1,S02_1_2p5bp,C01_lt_1bp,R04_ge_10bp,61,21,4,124200,0.0,0.0,-11.430822352274692,0.0,1.0,0.0,0.0,1.7751349015164626,-0.005077742893015599,28.383587514887967,11.430822352274692,False
P69_SPREAD_TRANSITION_FADE,compression,-1,S02_1_2p5bp,C01_lt_1bp,R04_ge_10bp,61,21,4,124200,0.0,-0.0,-11.430822352274694,0.0,1.0,-0.0,-0.0,1.7751349015164626,-0.005077742893015598,28.383587514887985,11.430822352274694,False
P69_SPREAD_TRANSITION_FADE,compression,-1,S02_1_2p5bp,C01_lt_1bp,R02_2p5_5bp,5,4,2,700,0.0,-0.0,-12.229512960700774,0.0,1.0,-0.0,-0.0,2.3075953071338513,-0.0010516548777077528,4.572663598861466,12.229512960700774,False
P69_SPREAD_TRANSITION_MOMENTUM,compression,1,S02_1_2p5bp,C01_lt_1bp,R02_2p5_5bp,5,4,2,700,0.0,0.0,-12.229512960700777,0.0,1.0,0.0,0.0,2.3075953071338517,-0.0010516548777077528,4.572663598861467,12.229512960700777,False
P69_SPREAD_TRANSITION_FADE,expansion,1,S02_1_2p5bp,C01_lt_1bp,R02_2p5_5bp,8,4,3,850,0.0,0.0,-12.26115168595577,0.0,1.0,0.0,0.0,2.328687790637178,0.0010939674758316993,4.706835812428867,12.26115168595577,False
P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,S02_1_2p5bp,C01_lt_1bp,R02_2p5_5bp,8,4,3,850,0.0,-0.0,-12.261151685955772,0.0,1.0,-0.0,-0.0,2.328687790637178,0.0010939674758316993,4.706835812428869,12.261151685955772,False
P69_SPREAD_TRANSITION_FADE,expansion,1,S03_2p5_5bp,C01_lt_1bp,R02_2p5_5bp,49,25,4,9150,0.0,0.0,-13.920351292462632,0.0,1.0,0.0,0.0,3.434820861641755,0.0013875239338939644,4.062924188017951,13.920351292462632,False
P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,S03_2p5_5bp,C01_lt_1bp,R02_2p5_5bp,49,25,4,9150,0.0,-0.0,-13.920351292462632,0.0,1.0,-0.0,-0.0,3.4348208616417555,0.0013875239338939644,4.06292418801795,13.920351292462632,False
P69_SPREAD_TRANSITION_FADE,expansion,1,S03_2p5_5bp,C01_lt_1bp,R03_5_10bp,57,30,4,26050,0.0,0.0,-13.930263640445155,0.0,1.0,0.0,0.0,3.441429093630101,0.0024940732206555484,7.262904883051974,13.930263640445155,False
P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,S03_2p5_5bp,C01_lt_1bp,R03_5_10bp,57,30,4,26050,0.0,-0.0,-13.930263640445155,0.0,1.0,-0.0,-0.0,3.441429093630101,0.0024940732206555484,7.2629048830519745,13.930263640445155,False
P69_SPREAD_TRANSITION_FADE,compression,-1,S03_2p5_5bp,C01_lt_1bp,R03_5_10bp,58,30,4,24400,0.0,-0.0,-13.968217920391108,0.0,1.0,-0.0,-0.0,3.4667319469274065,-0.0026181816210124895,7.534078829521033,13.968217920391108,False
P69_SPREAD_TRANSITION_MOMENTUM,compression,1,S03_2p5_5bp,C01_lt_1bp,R03_5_10bp,58,30,4,24400,0.0,0.0,-13.96821792039111,0.0,1.0,0.0,0.0,3.466731946927407,-0.0026181816210124895,7.534078829521033,13.96821792039111,False
P69_SPREAD_TRANSITION_MOMENTUM,compression,1,S03_2p5_5bp,C01_lt_1bp,R04_ge_10bp,59,31,4,139050,0.0,0.0,-13.969095284049692,0.0,1.0,0.0,0.0,3.467316856033129,-0.012878852946856477,35.77165359751987,13.969095284049692,False
P69_SPREAD_TRANSITION_FADE,compression,-1,S03_2p5_5bp,C01_lt_1bp,R04_ge_10bp,59,31,4,139050,0.0,-0.0,-13.969095284049695,0.0,1.0,-0.0,-0.0,3.467316856033131,-0.012878852946856482,35.771653597519865,13.969095284049695,False
P69_SPREAD_TRANSITION_FADE,expansion,1,S03_2p5_5bp,C01_lt_1bp,R04_ge_10bp,59,31,4,113450,0.0,0.0,-13.98245199952526,0.0,1.0,0.0,0.0,3.4762213330168437,0.014488923084378156,39.97849513091516,13.98245199952526,False
P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,S03_2p5_5bp,C01_lt_1bp,R04_ge_10bp,59,31,4,113450,0.0,-0.0,-13.982451999525264,0.0,1.0,-0.0,-0.0,3.4762213330168397,0.014488923084378155,39.97849513091514,13.982451999525264,False
P69_SPREAD_TRANSITION_FADE,compression,-1,S03_2p5_5bp,C01_lt_1bp,R02_2p5_5bp,44,23,4,7550,0.0,-0.0,-14.046301080092976,0.0,1.0,-0.0,-0.0,3.5187873867286537,-0.001465181830664534,4.174782250537896,14.046301080092976,False
P69_SPREAD_TRANSITION_MOMENTUM,compression,1,S03_2p5_5bp,C01_lt_1bp,R02_2p5_5bp,44,23,4,7550,0.0,0.0,-14.046301080092976,0.0,1.0,0.0,0.0,3.5187873867286528,-0.001465181830664534,4.174782250537896,14.046301080092976,False
P69_SPREAD_TRANSITION_FADE,expansion,1,S03_2p5_5bp,C01_lt_1bp,R01_0p25_2p5bp,2,2,1,150,0.0,0.0,-15.959667943091379,0.0,1.0,0.0,0.0,4.794365295394266,0.0011491416060209758,2.396608076893349,15.959667943091379,False
P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,S03_2p5_5bp,C01_lt_1bp,R01_0p25_2p5bp,2,2,1,150,0.0,-0.0,-15.959667943091379,0.0,1.0,-0.0,-0.0,4.794365295394266,0.0011491416060209758,2.396608076893349,15.959667943091379,False
P69_SPREAD_TRANSITION_FADE,compression,-1,S03_2p5_5bp,C01_lt_1bp,R01_0p25_2p5bp,2,2,1,200,0.0,-0.0,-16.076188409023185,0.0,1.0,-0.0,-0.0,4.872045606015462,-0.001187885638722038,2.436616745827476,16.076188409023185,False
P69_SPREAD_TRANSITION_MOMENTUM,compression,1,S03_2p5_5bp,C01_lt_1bp,R01_0p25_2p5bp,2,2,1,200,0.0,0.0,-16.076188409023185,0.0,1.0,0.0,0.0,4.872045606015462,-0.001187885638722038,2.436616745827476,16.076188409023185,False
P69_SPREAD_TRANSITION_FADE,expansion,1,S04_gt_5bp,C01_lt_1bp,R02_2p5_5bp,5,5,1,450,0.0,0.0,-16.902414223624294,0.0,1.0,0.0,0.0,5.422862815749532,0.0018869024495263176,3.501867585427809,16.902414223624294,False
P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,S04_gt_5bp,C01_lt_1bp,R02_2p5_5bp,5,5,1,450,0.0,-0.0,-16.902414223624298,0.0,1.0,-0.0,-0.0,5.42286281574953,0.0018869024495263176,3.50186758542781,16.902414223624298,False
P69_SPREAD_TRANSITION_MOMENTUM,compression,1,S04_gt_5bp,C01_lt_1bp,R04_ge_10bp,7,7,1,19150,0.0,0.0,-17.03391401399081,0.0,1.0,0.0,0.0,5.510529342660539,-0.021911092370928552,39.79881677218193,17.03391401399081,False
P69_SPREAD_TRANSITION_FADE,compression,-1,S04_gt_5bp,C01_lt_1bp,R04_ge_10bp,7,7,1,19150,0.0,-0.0,-17.033914013990817,0.0,1.0,-0.0,-0.0,5.510529342660545,-0.021911092370928507,39.79881677218198,17.033914013990817,False
P69_SPREAD_TRANSITION_FADE,expansion,1,S04_gt_5bp,C01_lt_1bp,R03_5_10bp,7,7,1,2850,0.0,0.0,-17.034050779137022,0.0,1.0,0.0,0.0,5.510620519424678,0.003981771383526531,7.197524028839985,17.034050779137022,False
P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,S04_gt_5bp,C01_lt_1bp,R03_5_10bp,7,7,1,2850,0.0,-0.0,-17.034050779137022,0.0,1.0,-0.0,-0.0,5.510620519424676,0.003981771383526531,7.197524028839987,17.034050779137022,False
P69_SPREAD_TRANSITION_FADE,compression,-1,S04_gt_5bp,C01_lt_1bp,R03_5_10bp,7,7,1,1900,0.0,-0.0,-17.0466014654392,0.0,1.0,-0.0,-0.0,5.518987643626142,-0.004083864563991843,7.420611037185075,17.0466014654392,False
P69_SPREAD_TRANSITION_MOMENTUM,compression,1,S04_gt_5bp,C01_lt_1bp,R03_5_10bp,7,7,1,1900,0.0,0.0,-17.046601465439203,0.0,1.0,0.0,0.0,5.5189876436261445,-0.004083864563991843,7.4206110371850755,17.046601465439203,False
P69_SPREAD_TRANSITION_FADE,expansion,1,S04_gt_5bp,C01_lt_1bp,R04_ge_10bp,7,7,1,14250,0.0,0.0,-17.055458411637243,0.0,1.0,0.0,0.0,5.524892274424823,0.029625697961954005,53.59500341363884,17.055458411637243,False
P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,S04_gt_5bp,C01_lt_1bp,R04_ge_10bp,7,7,1,14250,0.0,-0.0,-17.055458411637265,0.0,1.0,-0.0,-0.0,5.524892274424833,0.029625697961954068,53.59500341363874,17.055458411637265,False
P69_SPREAD_TRANSITION_FADE,compression,-1,S04_gt_5bp,C01_lt_1bp,R02_2p5_5bp,4,4,1,400,0.0,-0.0,-17.126456480306913,0.0,1.0,-0.0,-0.0,5.572224320204612,-0.001978338669966828,3.5517816496882784,17.126456480306913,False
P69_SPREAD_TRANSITION_MOMENTUM,compression,1,S04_gt_5bp,C01_lt_1bp,R02_2p5_5bp,4,4,1,400,0.0,0.0,-17.126456480306924,0.0,1.0,0.0,0.0,5.572224320204608,-0.001978338669966828,3.5517816496882806,17.126456480306924,False
P69_SPREAD_TRANSITION_FADE,compression,-1,S04_gt_5bp,C01_lt_1bp,R01_0p25_2p5bp,1,1,1,200,0.0,-0.0,-17.684088331359746,0.0,1.0,-0.0,-0.0,5.943978887573171,-0.0014654798478239695,2.4658901948010366,17.684088331359746,False
P69_SPREAD_TRANSITION_MOMENTUM,compression,1,S04_gt_5bp,C01_lt_1bp,R01_0p25_2p5bp,1,1,1,200,0.0,0.0,-17.684088331359746,0.0,1.0,0.0,0.0,5.943978887573171,-0.0014654798478239695,2.4658901948010366,17.684088331359746,False
