symbol,strategy_id,transition_type,side,shard_symbol_label_rows,symbols,trade_dates,signal_rows,mean_gross_bps,median_gross_bps,mean_after_cost_bps,mean_cost_clearing_rate,mean_adverse_direction_rate,worst_gross_bps,best_gross_bps,mean_spread_bps,mean_spread_change_bps,mean_abs_recent_return_bps,mean_cost_bps,label_candidate
M&M,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,9,1,4,8800,0.0,-0.0,-11.739699453185953,0.0,1.0,-0.0,-0.0,1.9810529687906409,0.0041569383074414505,20.04043941830305,11.739699453185953,False
M&M,P69_SPREAD_TRANSITION_FADE,expansion,1,9,1,4,8800,0.0,0.0,-11.739699453185956,0.0,1.0,0.0,0.0,1.9810529687906404,0.004156938307441458,20.040439418303038,11.739699453185956,False
LT,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,9,1,4,9600,0.0,0.0,-11.748903241211003,0.0,1.0,0.0,0.0,1.9871888274740148,-0.003963878425736476,19.44879716940274,11.748903241211003,False
LT,P69_SPREAD_TRANSITION_FADE,compression,-1,9,1,4,9600,0.0,-0.0,-11.748903241211021,0.0,1.0,-0.0,-0.0,1.9871888274740153,-0.003963878425736473,19.448797169402745,11.748903241211021,False
AXISBANK,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,8,1,4,9350,0.0,-0.0,-11.843551258099032,0.0,1.0,-0.0,-0.0,2.0502875053993534,0.004747604025944288,21.40711959884533,11.843551258099032,False
AXISBANK,P69_SPREAD_TRANSITION_FADE,expansion,1,8,1,4,9350,0.0,0.0,-11.843551258099046,0.0,1.0,0.0,0.0,2.050287505399352,0.004747604025944287,21.407119598845316,11.843551258099046,False
ICICIBANK,P69_SPREAD_TRANSITION_FADE,expansion,1,9,1,4,9950,0.0,0.0,-11.915895239944282,0.0,1.0,0.0,0.0,2.098516826629519,0.004206038953254536,19.41264786696827,11.915895239944282,False
ICICIBANK,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,9,1,4,9950,0.0,-0.0,-11.915895239944284,0.0,1.0,-0.0,-0.0,2.0985168266295195,0.004206038953254535,19.41264786696825,11.915895239944284,False
NIFTYBEES,P69_SPREAD_TRANSITION_FADE,compression,-1,9,1,4,9350,0.0,-0.0,-11.99837918831234,0.0,1.0,-0.0,-0.0,2.1535061255415604,-0.0035192743231804743,16.457991833288656,11.99837918831234,False
NIFTYBEES,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,9,1,4,9350,0.0,0.0,-11.99837918831234,0.0,1.0,0.0,0.0,2.1535061255415613,-0.0035192743231804765,16.45799183328866,11.99837918831234,False
NIFTYBEES,P69_SPREAD_TRANSITION_FADE,expansion,1,9,1,4,8350,0.0,0.0,-12.012111334335081,0.0,1.0,0.0,0.0,2.162660889556722,0.003965886490668111,18.47319998967909,12.012111334335081,False
NIFTYBEES,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,9,1,4,8350,0.0,-0.0,-12.01211133433509,0.0,1.0,-0.0,-0.0,2.162660889556722,0.003965886490668112,18.4731999896791,12.01211133433509,False
AXISBANK,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,9,1,4,11250,0.0,0.0,-12.117067822470439,0.0,1.0,0.0,0.0,2.2326318816469586,-0.004167326350222816,18.940655264326875,12.117067822470439,False
AXISBANK,P69_SPREAD_TRANSITION_FADE,compression,-1,9,1,4,11250,0.0,-0.0,-12.117067822470442,0.0,1.0,-0.0,-0.0,2.2326318816469573,-0.004167326350222816,18.940655264326875,12.117067822470442,False
BHARTIARTL,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,9,1,4,9600,0.0,-0.0,-12.125694090771761,0.0,1.0,-0.0,-0.0,2.238382727181172,0.004660541850177377,19.415453873763088,12.125694090771761,False
BHARTIARTL,P69_SPREAD_TRANSITION_FADE,expansion,1,9,1,4,9600,0.0,0.0,-12.125694090771768,0.0,1.0,0.0,0.0,2.238382727181171,0.004660541850177377,19.415453873763088,12.125694090771768,False
BHARTIARTL,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,9,1,4,10400,0.0,0.0,-12.134618932175874,0.0,1.0,0.0,0.0,2.2443326214505825,-0.004244091755285607,18.42073324830905,12.134618932175874,False
BHARTIARTL,P69_SPREAD_TRANSITION_FADE,compression,-1,9,1,4,10400,0.0,-0.0,-12.134618932175876,0.0,1.0,-0.0,-0.0,2.2443326214505834,-0.004244091755285613,18.420733248309038,12.134618932175876,False
TCS,P69_SPREAD_TRANSITION_FADE,expansion,1,8,1,4,9550,0.0,0.0,-12.175570897244322,0.0,1.0,0.0,0.0,2.271633931496233,0.0056549909147942225,22.33269036086421,12.175570897244322,False
TCS,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,8,1,4,9550,0.0,-0.0,-12.175570897244336,0.0,1.0,-0.0,-0.0,2.2716339314962317,0.00565499091479423,22.332690360864234,12.175570897244336,False
SBIN,P69_SPREAD_TRANSITION_FADE,compression,-1,8,1,4,11100,0.0,-0.0,-12.30916935367961,0.0,1.0,-0.0,-0.0,2.3606995691197463,-0.005585097712486494,21.86866848178274,12.30916935367961,False
SBIN,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,8,1,4,11100,0.0,0.0,-12.309169353679614,0.0,1.0,0.0,0.0,2.3606995691197463,-0.0055850977124865045,21.868668481782738,12.309169353679614,False
BPCL,P69_SPREAD_TRANSITION_FADE,compression,-1,8,1,4,10700,0.0,-0.0,-12.371689663195037,0.0,1.0,-0.0,-0.0,2.4023797754633636,-0.005431812446857611,20.394593551012964,12.371689663195037,False
BPCL,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,8,1,4,10700,0.0,0.0,-12.371689663195047,0.0,1.0,0.0,0.0,2.4023797754633636,-0.005431812446857609,20.394593551012928,12.371689663195047,False
TCS,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,9,1,4,11150,0.0,0.0,-12.387058380397468,0.0,1.0,0.0,0.0,2.4126255869316573,-0.004390110007392871,18.119591471682256,12.387058380397468,False
TCS,P69_SPREAD_TRANSITION_FADE,compression,-1,9,1,4,11150,0.0,-0.0,-12.387058380397484,0.0,1.0,-0.0,-0.0,2.4126255869316604,-0.004390110007392871,18.11959147168227,12.387058380397484,False
INFY,P69_SPREAD_TRANSITION_FADE,compression,-1,8,1,4,11100,0.0,-0.0,-12.442447813660754,0.0,1.0,-0.0,-0.0,2.4495518757738353,-0.005346400233344031,20.713684709452533,12.442447813660754,False
INFY,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,8,1,4,11100,0.0,0.0,-12.442447813660754,0.0,1.0,0.0,0.0,2.4495518757738375,-0.00534640023334402,20.71368470945252,12.442447813660754,False
ONGC,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,8,1,4,9800,0.0,-0.0,-12.504983268457742,0.0,1.0,-0.0,-0.0,2.4912421789718366,0.006122271543242594,22.459705474935078,12.504983268457742,False
ONGC,P69_SPREAD_TRANSITION_FADE,expansion,1,8,1,4,9800,0.0,0.0,-12.504983268457748,0.0,1.0,0.0,0.0,2.491242178971837,0.006122271543242594,22.459705474935085,12.504983268457748,False
SBIN,P69_SPREAD_TRANSITION_FADE,expansion,1,9,1,4,10000,0.0,0.0,-12.546168426164693,0.0,1.0,0.0,0.0,2.5186989507764674,0.005389748726764219,20.866492356496728,12.546168426164693,False
SBIN,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,9,1,4,10000,0.0,-0.0,-12.546168426164698,0.0,1.0,-0.0,-0.0,2.518698950776468,0.005389748726764214,20.866492356496725,12.546168426164698,False
ADANIPORTS,P69_SPREAD_TRANSITION_FADE,expansion,1,10,1,4,10400,0.0,0.0,-12.689372618588422,0.0,1.0,0.0,0.0,2.6141684123922864,0.0060339353489818216,20.019027132279085,12.689372618588422,False
ADANIPORTS,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,10,1,4,10400,0.0,-0.0,-12.68937261858843,0.0,1.0,-0.0,-0.0,2.6141684123922864,0.0060339353489818216,20.019027132279085,12.68937261858843,False
HINDUNILVR,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,9,1,4,9500,0.0,-0.0,-12.708318751306876,0.0,1.0,-0.0,-0.0,2.626799167537912,0.00459480128691283,17.304868135354575,12.708318751306876,False
HINDUNILVR,P69_SPREAD_TRANSITION_FADE,expansion,1,9,1,4,9500,0.0,0.0,-12.70831875130688,0.0,1.0,0.0,0.0,2.62679916753792,0.00459480128691284,17.30486813535462,12.70831875130688,False
HINDUNILVR,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,9,1,4,10450,0.0,0.0,-12.714692171709274,0.0,1.0,0.0,0.0,2.631048114472851,-0.0043880926355548905,16.457792719722352,12.714692171709274,False
HINDUNILVR,P69_SPREAD_TRANSITION_FADE,compression,-1,9,1,4,10450,0.0,-0.0,-12.714692171709276,0.0,1.0,-0.0,-0.0,2.631048114472859,-0.004388092635554915,16.457792719722335,12.714692171709276,False
ONGC,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,9,1,4,11150,0.0,0.0,-12.726465585697156,0.0,1.0,0.0,0.0,2.638897057131439,-0.0048878677718299035,18.31779927296475,12.726465585697156,False
ONGC,P69_SPREAD_TRANSITION_FADE,compression,-1,9,1,4,11150,0.0,-0.0,-12.726465585697158,0.0,1.0,-0.0,-0.0,2.638897057131439,-0.004887867771829904,18.31779927296475,12.726465585697158,False
BPCL,P69_SPREAD_TRANSITION_FADE,expansion,1,9,1,4,9300,0.0,0.0,-12.751116834698884,0.0,1.0,0.0,0.0,2.655331223132593,0.006073657384353144,21.19054795635302,12.751116834698884,False
BPCL,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,9,1,4,9300,0.0,-0.0,-12.751116834698884,0.0,1.0,-0.0,-0.0,2.65533122313259,0.006073657384353127,21.190547956353004,12.751116834698884,False
INFY,P69_SPREAD_TRANSITION_FADE,expansion,1,9,1,4,9500,0.0,0.0,-12.774712055115044,0.0,1.0,0.0,0.0,2.6710613700766968,0.005737705763413304,21.16678658792517,12.774712055115044,False
INFY,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,9,1,4,9500,0.0,-0.0,-12.774712055115048,0.0,1.0,-0.0,-0.0,2.6710613700766963,0.005737705763413311,21.16678658792514,12.774712055115048,False
WIPRO,P69_SPREAD_TRANSITION_FADE,expansion,1,11,1,4,10000,0.0,0.0,-12.777522862284838,0.0,1.0,0.0,0.0,2.67293524152323,0.005230734459436775,18.15726726089292,12.777522862284838,False
WIPRO,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,11,1,4,10000,0.0,-0.0,-12.777522862284842,0.0,1.0,-0.0,-0.0,2.6729352415232275,0.005230734459436772,18.157267260892908,12.777522862284842,False
WIPRO,P69_SPREAD_TRANSITION_FADE,compression,-1,11,1,4,11550,0.0,-0.0,-12.779214962733725,0.0,1.0,-0.0,-0.0,2.6740633084891487,-0.00436440406671173,15.849695638292575,12.779214962733725,False
WIPRO,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,11,1,4,11550,0.0,0.0,-12.77921496273373,0.0,1.0,0.0,0.0,2.6740633084891487,-0.004364404066711732,15.84969563829258,12.77921496273373,False
SUNPHARMA,P69_SPREAD_TRANSITION_FADE,compression,-1,9,1,4,11350,0.0,-0.0,-12.87357858896785,0.0,1.0,-0.0,-0.0,2.736972392645229,-0.004547472597314011,16.56753787741284,12.87357858896785,False
SUNPHARMA,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,9,1,4,11350,0.0,0.0,-12.87357858896785,0.0,1.0,0.0,0.0,2.7369723926452343,-0.004547472597314009,16.567537877412807,12.87357858896785,False
SUNPHARMA,P69_SPREAD_TRANSITION_FADE,expansion,1,9,1,4,9200,0.0,0.0,-12.873834867762923,0.0,1.0,0.0,0.0,2.7371432451752877,0.005317627120436583,19.234316149929377,12.873834867762923,False
SUNPHARMA,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,9,1,4,9200,0.0,-0.0,-12.873834867762923,0.0,1.0,-0.0,-0.0,2.7371432451752877,0.005317627120436589,19.234316149929388,12.873834867762923,False
ADANIPORTS,P69_SPREAD_TRANSITION_FADE,compression,-1,10,1,4,11000,0.0,-0.0,-12.975546944519698,0.0,1.0,-0.0,-0.0,2.8049512963464616,-0.00556072878452735,18.734598809382074,12.975546944519698,False
ADANIPORTS,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,10,1,4,11000,0.0,0.0,-12.975546944519698,0.0,1.0,0.0,0.0,2.8049512963464607,-0.005560728784527362,18.734598809382057,12.975546944519698,False
KOTAKBANK,P69_SPREAD_TRANSITION_FADE,expansion,1,11,1,4,10450,0.0,0.0,-13.015689920059659,0.0,1.0,0.0,0.0,2.8317132800397697,0.00520720952538476,17.02575688249681,13.015689920059659,False
KOTAKBANK,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,11,1,4,10450,0.0,-0.0,-13.015689920059662,0.0,1.0,-0.0,-0.0,2.831713280039766,0.00520720952538476,17.02575688249682,13.015689920059662,False
ITC,P69_SPREAD_TRANSITION_FADE,compression,-1,9,1,4,10250,0.0,-0.0,-13.161804364684492,0.0,1.0,-0.0,-0.0,2.929122909789667,-0.00486448659867947,16.121560138465522,13.161804364684492,False
ITC,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,9,1,4,10250,0.0,0.0,-13.161804364684492,0.0,1.0,0.0,0.0,2.929122909789661,-0.004864486598679465,16.12156013846551,13.161804364684492,False
ITC,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,9,1,4,9000,0.0,-0.0,-13.169375481787121,0.0,1.0,-0.0,-0.0,2.934170321191413,0.005497551056558753,17.52471981239024,13.169375481787121,False
ITC,P69_SPREAD_TRANSITION_FADE,expansion,1,9,1,4,9000,0.0,0.0,-13.169375481787126,0.0,1.0,0.0,0.0,2.9341703211914103,0.005497551056558749,17.524719812390302,13.169375481787126,False
KOTAKBANK,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,11,1,4,11350,0.0,0.0,-13.189963939441474,0.0,1.0,0.0,0.0,2.9478959596276555,-0.0047436574773136765,15.546254371442421,13.189963939441474,False
KOTAKBANK,P69_SPREAD_TRANSITION_FADE,compression,-1,11,1,4,11350,0.0,-0.0,-13.18996393944148,0.0,1.0,-0.0,-0.0,2.9478959596276595,-0.004743657477313682,15.546254371442403,13.18996393944148,False
DRREDDY,P69_SPREAD_TRANSITION_FADE,compression,-1,10,1,4,11050,0.0,-0.0,-13.46558705498415,0.0,1.0,-0.0,-0.0,3.131644703322769,-0.004769764488546755,14.812099995803123,13.46558705498415,False
DRREDDY,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,10,1,4,11050,0.0,0.0,-13.46558705498416,0.0,1.0,0.0,0.0,3.131644703322769,-0.004769764488546757,14.812099995803106,13.46558705498416,False
NESTLEIND,P69_SPREAD_TRANSITION_FADE,compression,-1,11,1,4,10700,0.0,-0.0,-13.474551884710456,0.0,1.0,-0.0,-0.0,3.137621256473639,-0.005057655271926467,15.034622506765773,13.474551884710456,False
NESTLEIND,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,11,1,4,10700,0.0,0.0,-13.474551884710458,0.0,1.0,0.0,0.0,3.137621256473639,-0.005057655271926462,15.034622506765759,13.474551884710458,False
DRREDDY,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,12,1,4,10500,0.0,-0.0,-13.579738528472502,0.0,1.0,-0.0,-0.0,3.2077456856483404,0.004906140811449442,14.81380830775902,13.579738528472502,False
DRREDDY,P69_SPREAD_TRANSITION_FADE,expansion,1,12,1,4,10500,0.0,0.0,-13.579738528472504,0.0,1.0,0.0,0.0,3.2077456856483395,0.004906140811449446,14.813808307759016,13.579738528472504,False
HCLTECH,P69_SPREAD_TRANSITION_FADE,expansion,1,12,1,4,10450,0.0,0.0,-13.60040401705916,0.0,1.0,0.0,0.0,3.2215226780394395,0.005159638077231756,15.876826224500858,13.60040401705916,False
HCLTECH,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,12,1,4,10450,0.0,-0.0,-13.600404017059162,0.0,1.0,-0.0,-0.0,3.2215226780394395,0.005159638077231759,15.876826224500862,13.600404017059162,False
MARUTI,P69_SPREAD_TRANSITION_FADE,expansion,1,12,1,4,11100,0.0,0.0,-13.617469898507798,0.0,1.0,0.0,0.0,3.232899932338531,0.005205415477257548,15.365443270753632,13.617469898507798,False
MARUTI,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,12,1,4,11100,0.0,-0.0,-13.617469898507798,0.0,1.0,-0.0,-0.0,3.2328999323385292,0.005205415477257551,15.365443270753646,13.617469898507798,False
MARUTI,P69_SPREAD_TRANSITION_FADE,compression,-1,11,1,4,11750,0.0,-0.0,-13.657327344294526,0.0,1.0,-0.0,-0.0,3.259471562863018,-0.0052673207205558995,15.772422597097284,13.657327344294526,False
MARUTI,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,11,1,4,11750,0.0,0.0,-13.657327344294533,0.0,1.0,0.0,0.0,3.2594715628630193,-0.005267320720555896,15.772422597097291,13.657327344294533,False
NESTLEIND,P69_SPREAD_TRANSITION_FADE,expansion,1,12,1,4,10350,0.0,0.0,-13.693669535484956,0.0,1.0,0.0,0.0,3.283699690323304,0.00533552257543507,15.457565459855962,13.693669535484956,False
NESTLEIND,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,12,1,4,10350,0.0,-0.0,-13.693669535484958,0.0,1.0,-0.0,-0.0,3.2836996903233033,0.005335522575435071,15.457565459855962,13.693669535484958,False
HCLTECH,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,11,1,4,11100,0.0,0.0,-13.701077600572802,0.0,1.0,0.0,0.0,3.2886384003818803,-0.00527630440875917,16.61509820991662,13.701077600572802,False
HCLTECH,P69_SPREAD_TRANSITION_FADE,compression,-1,11,1,4,11100,0.0,-0.0,-13.701077600572814,0.0,1.0,-0.0,-0.0,3.288638400381882,-0.0052763044087591774,16.615098209916592,13.701077600572814,False
CIPLA,P69_SPREAD_TRANSITION_FADE,compression,-1,12,1,4,11250,0.0,-0.0,-13.706458547271305,0.0,1.0,-0.0,-0.0,3.292225698180872,-0.004398766158410194,12.94545806420831,13.706458547271305,False
CIPLA,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,12,1,4,11250,0.0,0.0,-13.706458547271305,0.0,1.0,0.0,0.0,3.292225698180873,-0.004398766158410189,12.945458064208312,13.706458547271305,False
CIPLA,P69_SPREAD_TRANSITION_FADE,expansion,1,12,1,4,10250,0.0,0.0,-13.711848434903558,0.0,1.0,0.0,0.0,3.295818956602373,0.004879761150934827,14.128950652772579,13.711848434903558,False
CIPLA,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,12,1,4,10250,0.0,-0.0,-13.711848434903565,0.0,1.0,-0.0,-0.0,3.2958189566023735,0.0048797611509348296,14.12895065277254,13.711848434903565,False
ULTRACEMCO,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,13,1,4,10100,0.0,-0.0,-13.752298348821181,0.0,1.0,-0.0,-0.0,3.3227855658807917,0.006969534930775053,18.53966640099639,13.752298348821181,False
ULTRACEMCO,P69_SPREAD_TRANSITION_FADE,expansion,1,13,1,4,10100,0.0,0.0,-13.752298348821187,0.0,1.0,0.0,0.0,3.3227855658807943,0.006969534930775026,18.53966640099635,13.752298348821187,False
BAJAJ-AUTO,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,12,1,4,10100,0.0,-0.0,-13.809973844783203,0.0,1.0,-0.0,-0.0,3.36123589652213,0.006039504579206295,16.793996227121074,13.809973844783203,False
BAJAJ-AUTO,P69_SPREAD_TRANSITION_FADE,expansion,1,12,1,4,10100,0.0,0.0,-13.809973844783208,0.0,1.0,0.0,0.0,3.361235896522132,0.006039504579206299,16.793996227121085,13.809973844783208,False
BAJAJ-AUTO,P69_SPREAD_TRANSITION_FADE,compression,-1,11,1,4,11650,0.0,-0.0,-13.858323266794711,0.0,1.0,-0.0,-0.0,3.3934688445298065,-0.005814803089855156,16.42565747553022,13.858323266794711,False
BAJAJ-AUTO,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,11,1,4,11650,0.0,0.0,-13.858323266794715,0.0,1.0,0.0,0.0,3.3934688445298047,-0.005814803089855153,16.425657475530237,13.858323266794715,False
ULTRACEMCO,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,14,1,4,10700,0.0,0.0,-14.172007405083276,0.0,1.0,0.0,0.0,3.6025916033888543,-0.007737578971232878,19.78933709089564,14.172007405083276,False
ULTRACEMCO,P69_SPREAD_TRANSITION_FADE,compression,-1,14,1,4,10700,0.0,-0.0,-14.172007405083281,0.0,1.0,-0.0,-0.0,3.6025916033888543,-0.007737578971232855,19.78933709089566,14.172007405083281,False
TECHM,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,12,1,4,12100,0.0,0.0,-14.417330346388896,0.0,1.0,0.0,0.0,3.766140230925935,-0.00577303604362239,14.890135758962316,14.417330346388896,False
TECHM,P69_SPREAD_TRANSITION_FADE,compression,-1,12,1,4,12100,0.0,-0.0,-14.417330346388901,0.0,1.0,-0.0,-0.0,3.766140230925935,-0.005773036043622383,14.8901357589623,14.417330346388901,False
TECHM,P69_SPREAD_TRANSITION_FADE,expansion,1,12,1,4,10400,0.0,0.0,-14.423687809070799,0.0,1.0,0.0,0.0,3.7703785393805282,0.00640583502900548,16.147568485872604,14.423687809070799,False
TECHM,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,12,1,4,10400,0.0,-0.0,-14.423687809070808,0.0,1.0,-0.0,-0.0,3.77037853938053,0.006405835029005487,16.147568485872593,14.423687809070808,False
BANKBEES,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,11,1,4,11850,0.0,0.0,-14.61592136802396,0.0,1.0,0.0,0.0,3.8985342453493064,-0.0055101990837059,13.172717678902085,14.61592136802396,False
BANKBEES,P69_SPREAD_TRANSITION_FADE,compression,-1,11,1,4,11850,0.0,-0.0,-14.615921368023963,0.0,1.0,-0.0,-0.0,3.8985342453493073,-0.0055101990837059,13.172717678902087,14.615921368023963,False
BANKBEES,P69_SPREAD_TRANSITION_FADE,expansion,1,11,1,4,10250,0.0,0.0,-14.616975240262176,0.0,1.0,0.0,0.0,3.899236826841444,0.006159704355747459,14.479983667322118,14.616975240262176,False
BANKBEES,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,11,1,4,10250,0.0,-0.0,-14.616975240262176,0.0,1.0,-0.0,-0.0,3.899236826841444,0.006159704355747461,14.479983667322124,14.616975240262176,False
BRITANNIA,P69_SPREAD_TRANSITION_FADE,compression,-1,11,1,4,11250,0.0,-0.0,-14.819363717889892,0.0,1.0,-0.0,-0.0,4.034162478593266,-0.0058493583044494655,13.91347948349848,14.819363717889892,False
BRITANNIA,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,11,1,4,11250,0.0,0.0,-14.819363717889898,0.0,1.0,0.0,0.0,4.034162478593266,-0.005849358304449457,13.91347948349849,14.819363717889898,False
JUNIORBEES,P69_SPREAD_TRANSITION_FADE,expansion,1,11,1,4,9750,0.0,0.0,-14.837316919090783,0.0,1.0,0.0,0.0,4.046131279393858,0.006323156623898992,14.54409482843293,14.837316919090783,False
