feed_profile,quarter_profile,scenario_day,trade_date,bar_index,symbol,source_sequence,drop_reason
good_retail,Q-A,21,2026-08-11,19,BHARTIARTL,48319,random_profile_drop
good_retail,Q-A,22,2026-08-12,15,BHARTIARTL,50715,random_profile_drop
good_retail,Q-A,23,2026-08-13,66,BAJAJ-AUTO,53016,random_profile_drop
good_retail,Q-A,23,2026-08-13,29,DRREDDY,53429,random_profile_drop
good_retail,Q-A,23,2026-08-13,70,NIFTYBEES,54595,random_profile_drop
good_retail,Q-A,24,2026-08-14,65,SUNPHARMA,57290,random_profile_drop
good_retail,Q-A,24,2026-08-14,5,ULTRACEMCO,57455,random_profile_drop
good_retail,Q-A,25,2026-08-17,59,BAJAJ-AUTO,57809,random_profile_drop
good_retail,Q-A,25,2026-08-17,26,HDFCBANK,58451,random_profile_drop
good_retail,Q-A,25,2026-08-17,61,ICICIBANK,58636,random_profile_drop
good_retail,Q-A,25,2026-08-17,43,KOTAKBANK,58993,random_profile_drop
good_retail,Q-A,25,2026-08-17,34,SBIN,59584,random_profile_drop
good_retail,Q-A,26,2026-08-18,38,INFY,61088,random_profile_drop
good_retail,Q-A,26,2026-08-18,70,RELIANCE,61945,random_profile_drop
good_retail,Q-A,26,2026-08-18,2,SUNPHARMA,62027,random_profile_drop
good_retail,Q-A,27,2026-08-19,43,BAJAJ-AUTO,62593,random_profile_drop
good_retail,Q-A,27,2026-08-19,17,BRITANNIA,62867,random_profile_drop
good_retail,Q-A,27,2026-08-19,31,HCLTECH,63181,random_profile_drop
good_retail,Q-A,27,2026-08-19,26,ITC,63626,random_profile_drop
good_retail,Q-A,29,2026-08-21,62,DRREDDY,67862,random_profile_drop
good_retail,Q-A,29,2026-08-21,40,TCS,69340,random_profile_drop
good_retail,Q-A,29,2026-08-21,7,TECHM,69382,random_profile_drop
good_retail,Q-A,31,2026-08-25,61,BHARTIARTL,72361,random_profile_drop
good_retail,Q-A,31,2026-08-25,22,BPCL,72397,random_profile_drop
good_retail,Q-A,32,2026-08-26,65,BAJAJ-AUTO,74615,shock_day_drop
good_retail,Q-A,32,2026-08-26,68,INFY,75518,shock_day_drop
good_retail,Q-A,32,2026-08-26,12,ITC,75612,shock_day_drop
good_retail,Q-A,32,2026-08-26,23,KOTAKBANK,75773,shock_day_drop
good_retail,Q-A,32,2026-08-26,25,KOTAKBANK,75775,shock_day_drop
good_retail,Q-A,32,2026-08-26,51,MARUTI,76026,shock_day_drop
good_retail,Q-A,32,2026-08-26,57,SUNPHARMA,76482,shock_day_drop
good_retail,Q-A,32,2026-08-26,34,WIPRO,76759,shock_day_drop
good_retail,Q-A,33,2026-08-27,60,ADANIPORTS,76860,shock_day_drop
good_retail,Q-A,33,2026-08-27,9,BAJAJ-AUTO,76959,shock_day_drop
good_retail,Q-A,33,2026-08-27,56,RELIANCE,78731,shock_day_drop
good_retail,Q-A,33,2026-08-27,49,TECHM,79024,shock_day_drop
good_retail,Q-A,34,2026-08-28,52,BANKBEES,79477,shock_day_drop
good_retail,Q-A,34,2026-08-28,12,CIPLA,79737,shock_day_drop
good_retail,Q-A,34,2026-08-28,32,DRREDDY,79832,shock_day_drop
good_retail,Q-A,34,2026-08-28,6,ICICIBANK,80181,shock_day_drop
good_retail,Q-A,34,2026-08-28,16,ITBEES,80341,shock_day_drop
good_retail,Q-A,34,2026-08-28,31,NIFTYBEES,80956,shock_day_drop
good_retail,Q-A,34,2026-08-28,61,NIFTYBEES,80986,shock_day_drop
good_retail,Q-A,34,2026-08-28,72,SUNPHARMA,81297,shock_day_drop
good_retail,Q-A,34,2026-08-28,56,TCS,81356,shock_day_drop
good_retail,Q-A,35,2026-08-31,12,HCLTECH,82362,random_profile_drop
good_retail,Q-A,35,2026-08-31,47,ITC,82847,random_profile_drop
good_retail,Q-A,36,2026-09-01,69,RELIANCE,85944,shock_day_drop
good_retail,Q-A,38,2026-09-03,43,CIPLA,89368,shock_day_drop
good_retail,Q-A,38,2026-09-03,41,ICICIBANK,89816,shock_day_drop
good_retail,Q-A,38,2026-09-03,48,SUNPHARMA,90873,shock_day_drop
good_retail,Q-A,38,2026-09-03,52,TCS,90952,shock_day_drop
good_retail,Q-A,39,2026-09-04,11,ADANIPORTS,91211,shock_day_drop
good_retail,Q-A,39,2026-09-04,60,CIPLA,91785,shock_day_drop
good_retail,Q-A,39,2026-09-04,40,DRREDDY,91840,shock_day_drop
good_retail,Q-A,39,2026-09-04,43,INFY,92293,shock_day_drop
good_retail,Q-A,39,2026-09-04,27,NESTLEIND,92877,shock_day_drop
good_retail,Q-A,39,2026-09-04,73,NESTLEIND,92923,shock_day_drop
good_retail,Q-A,39,2026-09-04,4,TCS,93304,shock_day_drop
good_retail,Q-A,40,2026-09-07,73,AXISBANK,93748,random_profile_drop
good_retail,Q-A,41,2026-09-08,72,BAJAJ-AUTO,96222,shock_day_drop
good_retail,Q-A,41,2026-09-08,2,NIFTYBEES,97727,shock_day_drop
good_retail,Q-A,41,2026-09-08,42,SUNPHARMA,98067,shock_day_drop
good_retail,Q-A,42,2026-09-09,16,ADANIPORTS,98416,shock_day_drop
good_retail,Q-A,42,2026-09-09,16,WIPRO,100741,shock_day_drop
good_retail,Q-A,43,2026-09-10,25,BANKBEES,101050,random_profile_drop
good_retail,Q-A,43,2026-09-10,30,CIPLA,101355,random_profile_drop
good_retail,Q-A,44,2026-09-11,20,ADANIPORTS,103220,random_profile_drop
good_retail,Q-A,44,2026-09-11,4,ICICIBANK,104179,random_profile_drop
good_retail,Q-A,46,2026-09-15,44,AXISBANK,108119,shock_day_drop
good_retail,Q-A,46,2026-09-15,67,HDFCBANK,108892,shock_day_drop
good_retail,Q-A,46,2026-09-15,33,LT,109458,shock_day_drop
good_retail,Q-A,46,2026-09-15,40,MARUTI,109615,shock_day_drop
good_retail,Q-A,46,2026-09-15,7,SUNPHARMA,110032,shock_day_drop
good_retail,Q-A,47,2026-09-16,58,ICICIBANK,111433,random_profile_drop
good_retail,Q-A,48,2026-09-17,29,ADANIPORTS,112829,random_profile_drop
good_retail,Q-A,48,2026-09-17,17,KOTAKBANK,114167,random_profile_drop
good_retail,Q-A,49,2026-09-18,57,JUNIORBEES,116532,random_profile_drop
good_retail,Q-A,49,2026-09-18,9,KOTAKBANK,116559,random_profile_drop
good_retail,Q-A,50,2026-09-21,15,HDFCBANK,118440,random_profile_drop
good_retail,Q-A,50,2026-09-21,38,INFY,118688,random_profile_drop
good_retail,Q-A,51,2026-09-22,0,AXISBANK,120075,shock_day_drop
good_retail,Q-A,51,2026-09-22,14,LT,121439,shock_day_drop
good_retail,Q-A,51,2026-09-22,42,NESTLEIND,121692,shock_day_drop
good_retail,Q-A,51,2026-09-22,73,NESTLEIND,121723,shock_day_drop
good_retail,Q-A,51,2026-09-22,40,SBIN,121990,shock_day_drop
good_retail,Q-A,51,2026-09-22,8,TECHM,122183,shock_day_drop
good_retail,Q-A,52,2026-09-23,61,HCLTECH,123211,shock_day_drop
good_retail,Q-A,52,2026-09-23,25,ITBEES,123550,shock_day_drop
good_retail,Q-A,52,2026-09-23,10,JUNIORBEES,123685,shock_day_drop
good_retail,Q-A,52,2026-09-23,43,SBIN,124393,shock_day_drop
good_retail,Q-A,53,2026-09-24,25,HCLTECH,125575,random_profile_drop
good_retail,Q-A,53,2026-09-24,38,TCS,126938,random_profile_drop
good_retail,Q-A,54,2026-09-25,1,ITBEES,128326,random_profile_drop
good_retail,Q-A,54,2026-09-25,51,KOTAKBANK,128601,random_profile_drop
good_retail,Q-A,54,2026-09-25,11,RELIANCE,129086,random_profile_drop
good_retail,Q-A,55,2026-09-28,68,LT,131093,random_profile_drop
good_retail,Q-A,57,2026-09-30,29,AXISBANK,134504,random_profile_drop
good_retail,Q-A,57,2026-09-30,5,HDFCBANK,135230,random_profile_drop
good_retail,Q-A,57,2026-09-30,6,LT,135831,random_profile_drop
good_retail,Q-A,58,2026-10-01,63,WIPRO,139188,random_profile_drop
good_retail,Q-A,59,2026-10-02,38,BRITANNIA,139688,random_profile_drop
good_retail,Q-A,59,2026-10-02,7,MARUTI,140782,random_profile_drop
good_retail,Q-A,59,2026-10-02,36,MARUTI,140811,random_profile_drop
good_retail,Q-A,59,2026-10-02,71,MARUTI,140846,random_profile_drop
good_retail,Q-A,59,2026-10-02,40,WIPRO,141565,random_profile_drop
good_retail,Q-A,60,2026-10-05,20,M&M,143120,random_profile_drop
good_retail,Q-A,60,2026-10-05,39,M&M,143139,random_profile_drop
good_retail,Q-A,61,2026-10-06,3,ICICIBANK,144978,shock_day_drop
good_retail,Q-A,61,2026-10-06,42,ONGC,145842,shock_day_drop
good_retail,Q-A,62,2026-10-07,16,M&M,147916,random_profile_drop
good_retail,Q-A,63,2026-10-08,60,TECHM,151035,shock_day_drop
good_retail,Q-B,1,2026-07-14,8,KOTAKBANK,152558,random_profile_drop
good_retail,Q-B,1,2026-07-14,46,ONGC,153046,random_profile_drop
good_retail,Q-B,2,2026-07-15,7,AXISBANK,153682,shock_day_drop
good_retail,Q-B,2,2026-07-15,12,MARUTI,155187,shock_day_drop
good_retail,Q-B,3,2026-07-16,56,ADANIPORTS,156056,shock_day_drop
good_retail,Q-B,3,2026-07-16,25,GOLDBEES,156700,shock_day_drop
good_retail,Q-B,3,2026-07-16,69,ONGC,157869,shock_day_drop
good_retail,Q-B,3,2026-07-16,29,SUNPHARMA,158054,shock_day_drop
good_retail,Q-B,4,2026-07-17,71,JUNIORBEES,159746,random_profile_drop
good_retail,Q-B,4,2026-07-17,38,RELIANCE,160313,random_profile_drop
good_retail,Q-B,4,2026-07-17,50,RELIANCE,160325,random_profile_drop
good_retail,Q-B,4,2026-07-17,46,TCS,160546,random_profile_drop
good_retail,Q-B,5,2026-07-20,9,BRITANNIA,161259,shock_day_drop
good_retail,Q-B,5,2026-07-20,26,M&M,162326,shock_day_drop
good_retail,Q-B,5,2026-07-20,44,WIPRO,163169,shock_day_drop
good_retail,Q-B,6,2026-07-21,15,GOLDBEES,163890,random_profile_drop
good_retail,Q-B,8,2026-07-23,26,AXISBANK,168101,shock_day_drop
good_retail,Q-B,8,2026-07-23,51,BANKBEES,168276,shock_day_drop
good_retail,Q-B,8,2026-07-23,60,ITBEES,169185,shock_day_drop
good_retail,Q-B,8,2026-07-23,9,NIFTYBEES,169734,shock_day_drop
good_retail,Q-B,9,2026-07-24,68,SBIN,172418,random_profile_drop
good_retail,Q-B,10,2026-07-27,17,BHARTIARTL,173117,random_profile_drop
good_retail,Q-B,10,2026-07-27,63,BPCL,173238,random_profile_drop
good_retail,Q-B,10,2026-07-27,74,HCLTECH,173624,random_profile_drop
good_retail,Q-B,10,2026-07-27,61,ITBEES,173986,random_profile_drop
good_retail,Q-B,10,2026-07-27,31,NESTLEIND,174481,random_profile_drop
good_retail,Q-B,10,2026-07-27,17,ONGC,174617,random_profile_drop
good_retail,Q-B,10,2026-07-27,49,RELIANCE,174724,random_profile_drop
good_retail,Q-B,11,2026-07-28,32,AXISBANK,175307,random_profile_drop
good_retail,Q-B,11,2026-07-28,73,BHARTIARTL,175573,random_profile_drop
good_retail,Q-B,11,2026-07-28,27,HDFCBANK,176052,random_profile_drop
good_retail,Q-B,11,2026-07-28,26,KOTAKBANK,176576,random_profile_drop
good_retail,Q-B,11,2026-07-28,68,TCS,177368,random_profile_drop
good_retail,Q-B,12,2026-07-29,43,AXISBANK,177718,random_profile_drop
good_retail,Q-B,13,2026-07-30,22,BAJAJ-AUTO,180172,random_profile_drop
good_retail,Q-B,14,2026-07-31,55,HINDUNILVR,183355,shock_day_drop
good_retail,Q-B,14,2026-07-31,57,ICICIBANK,183432,shock_day_drop
good_retail,Q-B,14,2026-07-31,62,ICICIBANK,183437,shock_day_drop
good_retail,Q-B,14,2026-07-31,58,NESTLEIND,184108,shock_day_drop
good_retail,Q-B,16,2026-08-04,49,AXISBANK,187324,random_profile_drop
good_retail,Q-B,16,2026-08-04,58,BANKBEES,187483,random_profile_drop
good_retail,Q-B,16,2026-08-04,3,HINDUNILVR,188103,random_profile_drop
good_retail,Q-B,17,2026-08-05,7,BANKBEES,189832,random_profile_drop
good_retail,Q-B,17,2026-08-05,68,DRREDDY,190268,random_profile_drop
good_retail,Q-B,17,2026-08-05,31,INFY,190681,random_profile_drop
good_retail,Q-B,17,2026-08-05,43,INFY,190693,random_profile_drop
good_retail,Q-B,18,2026-08-06,17,HDFCBANK,192842,random_profile_drop
good_retail,Q-B,18,2026-08-06,33,M&M,193533,random_profile_drop
good_retail,Q-B,18,2026-08-06,30,ULTRACEMCO,194280,random_profile_drop
good_retail,Q-B,19,2026-08-07,65,BAJAJ-AUTO,194615,random_profile_drop
good_retail,Q-B,19,2026-08-07,71,NESTLEIND,196121,random_profile_drop
good_retail,Q-B,19,2026-08-07,63,SUNPHARMA,196488,random_profile_drop
good_retail,Q-B,19,2026-08-07,59,WIPRO,196784,random_profile_drop
good_retail,Q-B,20,2026-08-10,49,SUNPHARMA,198874,random_profile_drop
good_retail,Q-B,21,2026-08-11,50,BAJAJ-AUTO,199400,random_profile_drop
good_retail,Q-B,21,2026-08-11,2,HINDUNILVR,200102,random_profile_drop
good_retail,Q-B,21,2026-08-11,57,ICICIBANK,200232,random_profile_drop
good_retail,Q-B,21,2026-08-11,57,LT,200682,random_profile_drop
good_retail,Q-B,22,2026-08-12,31,DRREDDY,202231,shock_day_drop
good_retail,Q-B,22,2026-08-12,63,ICICIBANK,202638,shock_day_drop
good_retail,Q-B,22,2026-08-12,70,M&M,203170,shock_day_drop
good_retail,Q-B,23,2026-08-13,18,BANKBEES,204243,shock_day_drop
good_retail,Q-B,23,2026-08-13,26,DRREDDY,204626,shock_day_drop
good_retail,Q-B,23,2026-08-13,8,RELIANCE,205883,shock_day_drop
good_retail,Q-B,23,2026-08-13,40,SBIN,205990,shock_day_drop
good_retail,Q-B,23,2026-08-13,67,TECHM,206242,shock_day_drop
good_retail,Q-B,24,2026-08-14,2,BAJAJ-AUTO,206552,random_profile_drop
good_retail,Q-B,24,2026-08-14,3,BRITANNIA,206853,random_profile_drop
good_retail,Q-B,24,2026-08-14,5,GOLDBEES,207080,random_profile_drop
good_retail,Q-B,24,2026-08-14,26,INFY,207476,random_profile_drop
good_retail,Q-B,24,2026-08-14,43,ITBEES,207568,random_profile_drop
good_retail,Q-B,24,2026-08-14,52,M&M,207952,random_profile_drop
good_retail,Q-B,25,2026-08-17,27,BPCL,209202,random_profile_drop
good_retail,Q-B,27,2026-08-19,24,HINDUNILVR,214524,random_profile_drop
good_retail,Q-B,27,2026-08-19,57,MARUTI,215232,random_profile_drop
good_retail,Q-B,27,2026-08-19,20,ULTRACEMCO,215870,random_profile_drop
good_retail,Q-B,28,2026-08-20,64,HINDUNILVR,216964,shock_day_drop
good_retail,Q-B,28,2026-08-20,33,M&M,217533,shock_day_drop
good_retail,Q-B,28,2026-08-20,25,NESTLEIND,217675,shock_day_drop
good_retail,Q-B,28,2026-08-20,43,TCS,218143,shock_day_drop
good_retail,Q-B,29,2026-08-21,71,BRITANNIA,218921,shock_day_drop
good_retail,Q-B,29,2026-08-21,49,DRREDDY,219049,shock_day_drop
good_retail,Q-B,29,2026-08-21,16,INFY,219466,shock_day_drop
good_retail,Q-B,29,2026-08-21,70,KOTAKBANK,219820,shock_day_drop
good_retail,Q-B,30,2026-08-24,16,ICICIBANK,221791,shock_day_drop
good_retail,Q-B,30,2026-08-24,21,ONGC,222621,shock_day_drop
good_retail,Q-B,30,2026-08-24,8,WIPRO,223133,shock_day_drop
good_retail,Q-B,31,2026-08-25,20,HCLTECH,223970,random_profile_drop
good_retail,Q-B,31,2026-08-25,18,HINDUNILVR,224118,random_profile_drop
good_retail,Q-B,31,2026-08-25,24,ITC,224424,random_profile_drop
good_retail,Q-B,32,2026-08-26,8,BAJAJ-AUTO,225758,random_profile_drop
good_retail,Q-B,32,2026-08-26,58,GOLDBEES,226333,random_profile_drop
good_retail,Q-B,32,2026-08-26,15,ULTRACEMCO,227865,random_profile_drop
good_retail,Q-B,33,2026-08-27,35,ADANIPORTS,228035,shock_day_drop
good_retail,Q-B,33,2026-08-27,14,ITC,229214,shock_day_drop
good_retail,Q-B,33,2026-08-27,66,ITC,229266,shock_day_drop
good_retail,Q-B,33,2026-08-27,49,NIFTYBEES,229774,shock_day_drop
good_retail,Q-B,33,2026-08-27,50,ONGC,229850,shock_day_drop
good_retail,Q-B,33,2026-08-27,43,ULTRACEMCO,230293,shock_day_drop
good_retail,Q-B,34,2026-08-28,20,NESTLEIND,232070,random_profile_drop
good_retail,Q-B,35,2026-08-31,37,INFY,233887,shock_day_drop
good_retail,Q-B,35,2026-08-31,48,ITBEES,233973,shock_day_drop
good_retail,Q-B,36,2026-09-01,28,TECHM,237403,random_profile_drop
good_retail,Q-B,37,2026-09-02,38,CIPLA,238163,random_profile_drop
good_retail,Q-B,37,2026-09-02,48,INFY,238698,random_profile_drop
good_retail,Q-B,37,2026-09-02,53,ITBEES,238778,random_profile_drop
good_retail,Q-B,37,2026-09-02,44,RELIANCE,239519,random_profile_drop
good_retail,Q-B,38,2026-09-03,46,ADANIPORTS,240046,random_profile_drop
good_retail,Q-B,38,2026-09-03,49,HDFCBANK,240874,random_profile_drop
good_retail,Q-B,38,2026-09-03,14,NIFTYBEES,241739,random_profile_drop
good_retail,Q-B,38,2026-09-03,37,TCS,242137,random_profile_drop
good_retail,Q-B,39,2026-09-04,64,LT,243889,shock_day_drop
good_retail,Q-B,39,2026-09-04,67,ONGC,244267,shock_day_drop
good_retail,Q-B,39,2026-09-04,46,SBIN,244396,shock_day_drop
good_retail,Q-B,39,2026-09-04,47,TCS,244547,shock_day_drop
good_retail,Q-B,40,2026-09-07,1,BAJAJ-AUTO,244951,random_profile_drop
good_retail,Q-B,40,2026-09-07,17,DRREDDY,245417,random_profile_drop
good_retail,Q-B,40,2026-09-07,35,HDFCBANK,245660,random_profile_drop
good_retail,Q-B,40,2026-09-07,4,HINDUNILVR,245704,random_profile_drop
good_retail,Q-B,40,2026-09-07,38,ITBEES,245963,random_profile_drop
good_retail,Q-B,40,2026-09-07,41,SBIN,246791,random_profile_drop
good_retail,Q-B,43,2026-09-10,64,GOLDBEES,252739,random_profile_drop
good_retail,Q-B,44,2026-09-11,44,ADANIPORTS,254444,random_profile_drop
good_retail,Q-B,44,2026-09-11,33,NESTLEIND,256083,random_profile_drop
good_retail,Q-B,44,2026-09-11,44,NESTLEIND,256094,random_profile_drop
good_retail,Q-B,45,2026-09-14,35,HDFCBANK,257660,random_profile_drop
good_retail,Q-B,45,2026-09-14,11,MARUTI,258386,random_profile_drop
good_retail,Q-B,45,2026-09-14,72,SUNPHARMA,258897,random_profile_drop
good_retail,Q-B,45,2026-09-14,11,TCS,258911,random_profile_drop
good_retail,Q-B,46,2026-09-15,35,BHARTIARTL,259535,random_profile_drop
good_retail,Q-B,46,2026-09-15,44,TECHM,261419,random_profile_drop
good_retail,Q-B,46,2026-09-15,32,ULTRACEMCO,261482,random_profile_drop
good_retail,Q-B,46,2026-09-15,51,WIPRO,261576,random_profile_drop
good_retail,Q-B,47,2026-09-16,2,KOTAKBANK,262952,shock_day_drop
good_retail,Q-B,47,2026-09-16,62,NESTLEIND,263312,shock_day_drop
good_retail,Q-B,47,2026-09-16,9,ULTRACEMCO,263859,shock_day_drop
good_retail,Q-B,48,2026-09-17,24,AXISBANK,264099,random_profile_drop
good_retail,Q-B,48,2026-09-17,40,ITBEES,265165,random_profile_drop
good_retail,Q-B,48,2026-09-17,53,NESTLEIND,265703,random_profile_drop
good_retail,Q-B,49,2026-09-18,32,BAJAJ-AUTO,266582,random_profile_drop
good_retail,Q-B,49,2026-09-18,60,GOLDBEES,267135,random_profile_drop
good_retail,Q-B,49,2026-09-18,10,NESTLEIND,268060,random_profile_drop
good_retail,Q-B,49,2026-09-18,48,WIPRO,268773,random_profile_drop
good_retail,Q-B,50,2026-09-21,15,HCLTECH,269565,random_profile_drop
good_retail,Q-B,50,2026-09-21,41,MARUTI,270416,random_profile_drop
good_retail,Q-B,52,2026-09-23,54,GOLDBEES,274329,random_profile_drop
good_retail,Q-B,53,2026-09-24,8,M&M,277508,random_profile_drop
good_retail,Q-B,54,2026-09-25,2,ADANIPORTS,278402,shock_day_drop
good_retail,Q-B,54,2026-09-25,3,BPCL,278778,shock_day_drop
good_retail,Q-B,54,2026-09-25,5,ITBEES,279530,shock_day_drop
good_retail,Q-B,54,2026-09-25,54,M&M,279954,shock_day_drop
good_retail,Q-B,54,2026-09-25,16,NESTLEIND,280066,shock_day_drop
good_retail,Q-B,55,2026-09-28,20,HCLTECH,281570,random_profile_drop
good_retail,Q-B,55,2026-09-28,5,HDFCBANK,281630,random_profile_drop
good_retail,Q-B,55,2026-09-28,9,HINDUNILVR,281709,random_profile_drop
good_retail,Q-B,55,2026-09-28,13,M&M,282313,random_profile_drop
good_retail,Q-B,56,2026-09-29,26,ULTRACEMCO,285476,random_profile_drop
good_retail,Q-B,57,2026-09-30,25,BANKBEES,285850,random_profile_drop
good_retail,Q-B,57,2026-09-30,26,DRREDDY,286226,random_profile_drop
good_retail,Q-B,57,2026-09-30,59,HDFCBANK,286484,random_profile_drop
good_retail,Q-B,57,2026-09-30,48,LT,287073,random_profile_drop
good_retail,Q-B,58,2026-10-01,33,BHARTIARTL,288333,shock_day_drop
good_retail,Q-B,58,2026-10-01,69,BPCL,288444,shock_day_drop
good_retail,Q-B,58,2026-10-01,40,ICICIBANK,289015,shock_day_drop
good_retail,Q-B,58,2026-10-01,40,ONGC,289840,shock_day_drop
good_retail,Q-B,58,2026-10-01,49,WIPRO,290374,shock_day_drop
good_retail,Q-B,59,2026-10-02,10,DRREDDY,291010,shock_day_drop
good_retail,Q-B,59,2026-10-02,4,GOLDBEES,291079,shock_day_drop
good_retail,Q-B,59,2026-10-02,0,ICICIBANK,291375,shock_day_drop
good_retail,Q-B,59,2026-10-02,66,LT,291891,shock_day_drop
good_retail,Q-B,61,2026-10-06,42,HCLTECH,295992,random_profile_drop
good_retail,Q-B,61,2026-10-06,70,INFY,296320,random_profile_drop
good_retail,Q-B,62,2026-10-07,38,HDFCBANK,298463,shock_day_drop
good_retail,Q-B,62,2026-10-07,34,TCS,299734,shock_day_drop
good_retail,Q-B,63,2026-10-08,44,AXISBANK,300119,shock_day_drop
good_retail,Q-B,63,2026-10-08,49,BANKBEES,300274,shock_day_drop
good_retail,Q-B,63,2026-10-08,38,LT,301463,shock_day_drop
good_retail,Q-B,63,2026-10-08,65,M&M,301565,shock_day_drop
good_retail,Q-C,1,2026-07-14,54,LT,303879,random_profile_drop
good_retail,Q-C,1,2026-07-14,17,TECHM,304592,random_profile_drop
good_retail,Q-C,2,2026-07-15,44,BAJAJ-AUTO,304994,random_profile_drop
good_retail,Q-C,2,2026-07-15,47,HDFCBANK,305672,random_profile_drop
good_retail,Q-C,2,2026-07-15,64,NIFTYBEES,306589,random_profile_drop
good_retail,Q-C,2,2026-07-15,9,ONGC,306609,random_profile_drop
good_retail,Q-C,3,2026-07-16,67,BHARTIARTL,307567,shock_day_drop
good_retail,Q-C,3,2026-07-16,42,ICICIBANK,308217,shock_day_drop
good_retail,Q-C,3,2026-07-16,64,ITC,308464,shock_day_drop
good_retail,Q-C,3,2026-07-16,52,NIFTYBEES,308977,shock_day_drop
good_retail,Q-C,3,2026-07-16,3,ULTRACEMCO,309453,shock_day_drop
good_retail,Q-C,4,2026-07-17,19,ICICIBANK,310594,random_profile_drop
good_retail,Q-C,4,2026-07-17,42,ONGC,311442,random_profile_drop
good_retail,Q-C,5,2026-07-20,12,AXISBANK,312087,random_profile_drop
good_retail,Q-C,5,2026-07-20,21,DRREDDY,312621,random_profile_drop
good_retail,Q-C,5,2026-07-20,56,SUNPHARMA,314081,random_profile_drop
good_retail,Q-C,6,2026-07-21,47,ITBEES,315572,random_profile_drop
good_retail,Q-C,7,2026-07-22,66,AXISBANK,316941,random_profile_drop
good_retail,Q-C,7,2026-07-22,74,CIPLA,317399,random_profile_drop
good_retail,Q-C,7,2026-07-22,56,KOTAKBANK,318206,random_profile_drop
good_retail,Q-C,7,2026-07-22,29,SUNPHARMA,318854,random_profile_drop
good_retail,Q-C,8,2026-07-23,42,ADANIPORTS,319242,random_profile_drop
good_retail,Q-C,8,2026-07-23,54,ITC,320454,random_profile_drop
