raw_label_candidate_id,thesis_id,feature_column,direction_multiplier,threshold_quantile,threshold_value,forward_horizon_events,signals,baseline_any_edge_rate,directional_precision,precision_lift_vs_baseline,mean_net_edge_return,candidate_for_raw_replay
raw_l1_imbalance_follow_q95_1e,raw_l1_imbalance_follow,l1_imbalance,1,0.95,0.6970684039087948,1,145476,0.5910385493838215,0.24341472132860403,0.4118423774259267,-0.0011089103657593664,False
raw_l1_imbalance_follow_q95_3e,raw_l1_imbalance_follow,l1_imbalance,1,0.95,0.6970684039087948,3,141737,0.7270301631920624,0.32820646690701794,0.4514344569501917,-0.0011117185458153114,False
raw_l1_imbalance_follow_q98_1e,raw_l1_imbalance_follow,l1_imbalance,1,0.98,0.7396907216494846,1,60352,0.5910385493838215,0.23763918345705196,0.40207053110968677,-0.0011261733468616428,False
raw_l5_imbalance_follow_q95_6e,raw_l5_imbalance_follow,l5_imbalance,1,0.95,0.6970873786407767,6,135969,0.8003184632342014,0.3699078466415139,0.46220081584356226,-0.0011292346235625078,False
raw_l1_imbalance_follow_q95_6e,raw_l1_imbalance_follow,l1_imbalance,1,0.95,0.6970684039087948,6,135815,0.8003184632342014,0.36899458822663184,0.4610596970804246,-0.0011345880282893097,False
raw_l5_imbalance_follow_q98_1e,raw_l5_imbalance_follow,l5_imbalance,1,0.98,0.7397117813103551,1,58662,0.5910385493838215,0.23152978077801642,0.3917338065670917,-0.0011353429480413853,False
raw_l5_imbalance_follow_q98_3e,raw_l5_imbalance_follow,l5_imbalance,1,0.98,0.7397117813103551,3,57164,0.7270301631920624,0.3165278846826674,0.4353710488337043,-0.0011360661673189552,False
raw_l1_imbalance_follow_q98_3e,raw_l1_imbalance_follow,l1_imbalance,1,0.98,0.7396907216494846,3,58833,0.7270301631920624,0.32245508473135825,0.44352366800794485,-0.0011366756706063187,False
raw_microprice_follow_q90_1e,raw_microprice_follow,microprice_dev,1,0.9,9.018700469080603e-05,1,289738,0.5910385493838215,0.2833214835472047,0.47936210564027903,-0.0011396974653528498,False
raw_l1_imbalance_follow_q98_6e,raw_l1_imbalance_follow,l1_imbalance,1,0.98,0.7396907216494846,6,56527,0.8003184632342014,0.36253471792240877,0.452988072344794,-0.0011895248370550047,False
raw_l5_imbalance_follow_q98_6e,raw_l5_imbalance_follow,l5_imbalance,1,0.98,0.7397117813103551,6,54880,0.8003184632342014,0.3578899416909621,0.4471844123708925,-0.001191700376109028,False
raw_microprice_follow_q95_1e,raw_microprice_follow,microprice_dev,1,0.95,0.00011659881263549122,1,144577,0.5910385493838215,0.2931586628578543,0.49600599345589647,-0.0012209131810173657,False
raw_microprice_follow_q90_3e,raw_microprice_follow,microprice_dev,1,0.9,9.018700469080603e-05,3,282296,0.7270301631920624,0.3522756255844929,0.4845405918755958,-0.001241848903552611,False
raw_microprice_follow_q98_1e,raw_microprice_follow,microprice_dev,1,0.98,0.0001440575377980838,1,57657,0.5910385493838215,0.32181695197460847,0.5444940136478644,-0.0012727709464517036,False
raw_microprice_follow_q90_6e,raw_microprice_follow,microprice_dev,1,0.9,9.018700469080603e-05,6,270550,0.8003184632342014,0.3862132692663094,0.48257448379432144,-0.0014130145811985808,False
raw_microprice_follow_q95_3e,raw_microprice_follow,microprice_dev,1,0.95,0.00011659881263549122,3,140729,0.7270301631920624,0.36010346126242637,0.49530745695800854,-0.0014219293424599,False
raw_microprice_follow_q98_3e,raw_microprice_follow,microprice_dev,1,0.98,0.0001440575377980838,3,56146,0.7270301631920624,0.38143411819185696,0.5246468956902026,-0.0014922719310460763,False
raw_microprice_follow_q95_6e,raw_microprice_follow,microprice_dev,1,0.95,0.00011659881263549122,6,134652,0.8003184632342014,0.38981225678044146,0.48707142804772285,-0.001744875507960366,False
raw_momentum_follow_q90_6e,raw_momentum_follow,momentum_3_event,1,0.9,0.006725309414563618,6,254234,0.8003184632342014,0.4198966306630899,0.5246619314094386,-0.0018473844652013127,False
raw_microprice_follow_q98_6e,raw_microprice_follow,microprice_dev,1,0.98,0.0001440575377980838,6,53768,0.8003184632342014,0.4004984377324803,0.5004238389228318,-0.0018488849575061088,False
raw_momentum_follow_q90_3e,raw_momentum_follow,momentum_3_event,1,0.9,0.006725309414563618,3,270563,0.7270301631920624,0.38299028322423984,0.5267873365015583,-0.0021153020088251883,False
raw_momentum_follow_q90_1e,raw_momentum_follow,momentum_3_event,1,0.9,0.006725309414563618,1,282869,0.5910385493838215,0.32218093887983484,0.5451098565664115,-0.0024608552814755938,False
raw_momentum_follow_q95_6e,raw_momentum_follow,momentum_3_event,1,0.95,0.009105063703416343,6,123405,0.8003184632342014,0.41255216563348324,0.5154850032652013,-0.002582861585311645,False
raw_momentum_follow_q95_3e,raw_momentum_follow,momentum_3_event,1,0.95,0.009105063703416343,3,132410,0.7270301631920624,0.3845328902650857,0.5289091288548122,-0.0027613515553289655,False
raw_momentum_follow_q95_1e,raw_momentum_follow,momentum_3_event,1,0.95,0.009105063703416343,1,139513,0.5910385493838215,0.33267150731473055,0.562859237627651,-0.003265025426913975,False
raw_momentum_follow_q98_6e,raw_momentum_follow,momentum_3_event,1,0.98,0.013006646304000391,6,47374,0.8003184632342014,0.3976231688267826,0.4968311829517596,-0.004332347990167641,False
raw_momentum_follow_q98_3e,raw_momentum_follow,momentum_3_event,1,0.98,0.013006646304000391,3,51179,0.7270301631920624,0.37105062623341606,0.5103648308129332,-0.004333223312046834,False
raw_momentum_follow_q98_1e,raw_momentum_follow,momentum_3_event,1,0.98,0.013006646304000391,1,54569,0.5910385493838215,0.33286298081328225,0.563183198727568,-0.004903942029502712,False
