label,model_id,train_rows,holdout_rows,train_positive_rate,holdout_positive_rate,holdout_brier,holdout_log_loss,holdout_accuracy,holdout_auc,strategy_replay_allowed,feature,direction,threshold,train_prediction_rate
opportunity_abstention_label,threshold_mean_l5_depth_ge_6776.4785,192,192,0.53125,0.5364583333333334,0.3567708333333333,0.9342611798449937,0.4114583333333333,0.4430566161230501,0,mean_l5_depth,ge,6776.478512,0.25
opportunity_abstention_label,threshold_median_spread_bps_le_3.0885691,192,192,0.53125,0.5364583333333334,0.359375,0.9399831188484743,0.40625,0.3786407766990291,0,median_spread_bps,le,3.0885690704632207,0.75
opportunity_abstention_label,threshold_p90_spread_bps_le_2.2471652,192,192,0.53125,0.5364583333333334,0.3671875,0.9571489358589131,0.390625,0.3824042762081379,0,p90_spread_bps,le,2.247165167151419,0.5
opportunity_abstention_label,threshold_median_spread_bps_le_2.2255695,192,192,0.53125,0.5364583333333334,0.3697916666666667,0.9628708748623929,0.3854166666666667,0.37754990727609905,0,median_spread_bps,le,2.2255694921121822,0.5
opportunity_abstention_label,threshold_one_tick_return_std_ge_6.6043103e-05,192,192,0.53125,0.5364583333333334,0.3932291666666667,1.01436832589371,0.3385416666666667,0.3537144103850769,0,one_tick_return_std,ge,6.604310270995869e-05,0.5
opportunity_abstention_label,threshold_mean_l1_depth_ge_790.99238,192,192,0.53125,0.5364583333333334,0.4348958333333333,1.1059193499493858,0.2552083333333333,0.26993563870404713,0,mean_l1_depth,ge,790.992384,0.5
opportunity_abstention_label,threshold_mean_l5_depth_ge_6723.3559,192,192,0.53125,0.5364583333333334,0.4348958333333333,1.1059193499493858,0.2552083333333333,0.26993563870404713,0,mean_l5_depth,ge,6723.355936,0.5
opportunity_abstention_label,threshold_one_tick_return_std_ge_4.854937e-05,192,192,0.53125,0.5364583333333334,0.4505208333333333,1.1402509839702646,0.22395833333333334,0.21408312425002726,0,one_tick_return_std,ge,4.854937007993794e-05,0.75
opportunity_abstention_label,threshold_mean_l1_depth_ge_783.05498,192,192,0.53125,0.5364583333333334,0.4557291666666667,1.1516948619772238,0.21354166666666666,0.21659212392276644,0,mean_l1_depth,ge,783.054976,0.75
opportunity_abstention_label,threshold_mean_l5_depth_ge_6655.8146,192,192,0.53125,0.5364583333333334,0.4557291666666667,1.1516948619772238,0.21354166666666666,0.21659212392276644,0,mean_l5_depth,ge,6655.814576,0.75
regime_realism_risk_label,threshold_feed_imperfection_rate_ge_0.023808,192,192,0.375,0.2604166666666667,0.078125,0.3220137064726587,0.96875,0.9788732394366197,0,feed_imperfection_rate,ge,0.023808,0.3385416666666667
regime_realism_risk_label,threshold_one_tick_return_std_ge_9.3644324e-05,192,192,0.375,0.2604166666666667,0.1953125,0.5795009616292496,0.734375,0.522394366197183,0,one_tick_return_std,ge,9.364432392787872e-05,0.25
regime_realism_risk_label,train_prior_probability,192,192,0.375,0.2604166666666667,0.20572916666666666,0.6030311354347966,0.7395833333333334,0.5,0,,,,0.375
regime_realism_risk_label,threshold_mean_l1_depth_ge_797.22646,192,192,0.375,0.2604166666666667,0.20833333333333334,0.6081106566466487,0.7083333333333334,0.4983098591549296,0,mean_l1_depth,ge,797.226464,0.25
regime_realism_risk_label,threshold_mean_l5_depth_ge_6776.4785,192,192,0.375,0.2604166666666667,0.20833333333333334,0.6081106566466487,0.7083333333333334,0.4983098591549296,0,mean_l5_depth,ge,6776.478512,0.25
regime_realism_risk_label,threshold_feed_imperfection_rate_ge_0.015872,192,192,0.375,0.2604166666666667,0.2109375,0.6138325956501278,0.703125,0.7992957746478874,0,feed_imperfection_rate,ge,0.015872,0.609375
regime_realism_risk_label,threshold_p90_spread_bps_ge_3.1109058,192,192,0.375,0.2604166666666667,0.21614583333333334,0.6252764736570875,0.6927083333333334,0.5136619718309859,0,p90_spread_bps,ge,3.1109057516157543,0.25
regime_realism_risk_label,threshold_median_spread_bps_ge_3.0885691,192,192,0.375,0.2604166666666667,0.22135416666666666,0.6367203516640471,0.6822916666666666,0.5066197183098592,0,median_spread_bps,ge,3.0885690704632207,0.25
regime_realism_risk_label,threshold_one_tick_return_std_ge_6.6043103e-05,192,192,0.375,0.2604166666666667,0.22916666666666666,0.6538861686744866,0.6666666666666666,0.5802816901408451,0,one_tick_return_std,ge,6.604310270995869e-05,0.5
regime_realism_risk_label,threshold_mean_l1_depth_ge_790.99238,192,192,0.375,0.2604166666666667,0.234375,0.6653300466814461,0.65625,0.5667605633802817,0,mean_l1_depth,ge,790.992384,0.5
regime_realism_risk_label,threshold_mean_l5_depth_ge_6723.3559,192,192,0.375,0.2604166666666667,0.234375,0.6653300466814461,0.65625,0.5667605633802817,0,mean_l5_depth,ge,6723.355936,0.5
regime_realism_risk_label,threshold_median_spread_bps_le_1.5946701,192,192,0.375,0.2604166666666667,0.2526041666666667,0.705383619705804,0.6197916666666666,0.5291549295774648,0,median_spread_bps,le,1.5946701234943912,0.25
regime_realism_risk_label,threshold_p90_spread_bps_le_1.6122126,192,192,0.375,0.2604166666666667,0.2552083333333333,0.7111055587092837,0.6145833333333334,0.5256338028169014,0,p90_spread_bps,le,1.612212619487047,0.25
regime_realism_risk_label,threshold_passive_min_adverse_rate_ge_0.99170003,192,192,0.375,0.2604166666666667,0.2552083333333333,0.7111055587092837,0.6145833333333334,0.4932394366197183,0,passive_min_adverse_rate,ge,0.9917000333667001,0.25
regime_realism_risk_label,threshold_mean_l1_depth_ge_783.05498,192,192,0.375,0.2604166666666667,0.2708333333333333,0.745437192730163,0.5833333333333334,0.5692957746478873,0,mean_l1_depth,ge,783.054976,0.75
regime_realism_risk_label,threshold_mean_l5_depth_ge_6655.8146,192,192,0.375,0.2604166666666667,0.2708333333333333,0.745437192730163,0.5833333333333334,0.5692957746478873,0,mean_l5_depth,ge,6655.814576,0.75
regime_realism_risk_label,threshold_p90_spread_bps_ge_2.2471652,192,192,0.375,0.2604166666666667,0.28125,0.7683249487440814,0.5625,0.5163380281690141,0,p90_spread_bps,ge,2.247165167151419,0.5
regime_realism_risk_label,threshold_median_spread_bps_ge_2.2255695,192,192,0.375,0.2604166666666667,0.2838541666666667,0.7740468877475611,0.5572916666666666,0.5128169014084507,0,median_spread_bps,ge,2.2255694921121822,0.5
regime_realism_risk_label,threshold_one_tick_return_std_le_4.854937e-05,192,192,0.375,0.2604166666666667,0.3020833333333333,0.8141004607719191,0.5208333333333334,0.45577464788732397,0,one_tick_return_std,le,4.854937007993794e-05,0.25
regime_realism_risk_label,threshold_one_tick_return_std_ge_4.854937e-05,192,192,0.375,0.2604166666666667,0.3229166666666667,0.8598759727997575,0.4791666666666667,0.5442253521126761,0,one_tick_return_std,ge,4.854937007993794e-05,0.75
regime_realism_risk_label,threshold_passive_min_adverse_rate_le_0,192,192,0.375,0.2604166666666667,0.328125,0.8713198508067168,0.46875,0.5177464788732394,0,passive_min_adverse_rate,le,0.0,0.59375
regime_realism_risk_label,threshold_median_spread_bps_le_2.2255695,192,192,0.375,0.2604166666666667,0.3411458333333333,0.8999295458241154,0.4427083333333333,0.4871830985915493,0,median_spread_bps,le,2.2255694921121822,0.5
regime_realism_risk_label,threshold_p90_spread_bps_le_2.2471652,192,192,0.375,0.2604166666666667,0.34375,0.9056514848275952,0.4375,0.4836619718309859,0,p90_spread_bps,le,2.247165167151419,0.5
regime_realism_risk_label,threshold_mean_l1_depth_le_783.05498,192,192,0.375,0.2604166666666667,0.3541666666666667,0.9285392408415136,0.4166666666666667,0.43070422535211267,0,mean_l1_depth,le,783.054976,0.25
regime_realism_risk_label,threshold_mean_l5_depth_le_6655.8146,192,192,0.375,0.2604166666666667,0.3541666666666667,0.9285392408415136,0.4166666666666667,0.43070422535211267,0,mean_l5_depth,le,6655.814576,0.25
regime_realism_risk_label,threshold_p90_spread_bps_ge_1.6122126,192,192,0.375,0.2604166666666667,0.3697916666666667,0.9628708748623924,0.3854166666666667,0.4743661971830986,0,p90_spread_bps,ge,1.612212619487047,0.75
regime_realism_risk_label,threshold_passive_min_adverse_rate_le_0.99170003,192,192,0.375,0.2604166666666667,0.3697916666666667,0.9628708748623925,0.3854166666666667,0.5067605633802816,0,passive_min_adverse_rate,le,0.9917000333667001,0.75
regime_realism_risk_label,threshold_median_spread_bps_ge_1.5946701,192,192,0.375,0.2604166666666667,0.3723958333333333,0.9685928138658721,0.3802083333333333,0.4708450704225352,0,median_spread_bps,ge,1.5946701234943912,0.75
regime_realism_risk_label,threshold_feed_imperfection_rate_ge_0.007936,192,192,0.375,0.2604166666666667,0.375,0.9743147528693519,0.375,0.5774647887323944,0,feed_imperfection_rate,ge,0.007936,0.8645833333333334
regime_realism_risk_label,threshold_mean_l1_depth_le_790.99238,192,192,0.375,0.2604166666666667,0.390625,1.00864638689023,0.34375,0.4332394366197183,0,mean_l1_depth,le,790.992384,0.5
regime_realism_risk_label,threshold_mean_l5_depth_le_6723.3559,192,192,0.375,0.2604166666666667,0.390625,1.00864638689023,0.34375,0.4332394366197183,0,mean_l5_depth,le,6723.355936,0.5
regime_realism_risk_label,threshold_one_tick_return_std_le_6.6043103e-05,192,192,0.375,0.2604166666666667,0.3958333333333333,1.0200902648971897,0.3333333333333333,0.4197183098591549,0,one_tick_return_std,le,6.604310270995869e-05,0.5
regime_realism_risk_label,threshold_median_spread_bps_le_3.0885691,192,192,0.375,0.2604166666666667,0.4036458333333333,1.037256081907629,0.3177083333333333,0.49338028169014086,0,median_spread_bps,le,3.0885690704632207,0.75
regime_realism_risk_label,threshold_p90_spread_bps_le_3.1109058,192,192,0.375,0.2604166666666667,0.4088541666666667,1.0486999599145885,0.3072916666666667,0.48633802816901406,0,p90_spread_bps,le,3.1109057516157543,0.75
regime_realism_risk_label,threshold_feed_imperfection_rate_le_0.007936,192,192,0.375,0.2604166666666667,0.4140625,1.0601438379215484,0.296875,0.2007042253521127,0,feed_imperfection_rate,le,0.007936,0.390625
regime_realism_risk_label,threshold_mean_l1_depth_le_797.22646,192,192,0.375,0.2604166666666667,0.4166666666666667,1.0658657769250275,0.2916666666666667,0.5016901408450705,0,mean_l1_depth,le,797.226464,0.75
regime_realism_risk_label,threshold_mean_l5_depth_le_6776.4785,192,192,0.375,0.2604166666666667,0.4166666666666667,1.0658657769250275,0.2916666666666667,0.5016901408450705,0,mean_l5_depth,le,6776.478512,0.75
regime_realism_risk_label,threshold_one_tick_return_std_le_9.3644324e-05,192,192,0.375,0.2604166666666667,0.4296875,1.0944754719424263,0.265625,0.4776056338028169,0,one_tick_return_std,le,9.364432392787872e-05,0.75
regime_realism_risk_label,threshold_passive_min_adverse_rate_ge_0,192,192,0.375,0.2604166666666667,0.4322916666666667,1.100197410945906,0.2604166666666667,0.5,0,passive_min_adverse_rate,ge,0.0,1.0
regime_realism_risk_label,threshold_feed_imperfection_rate_le_0.023808,192,192,0.375,0.2604166666666667,0.5078125,1.2661336420468186,0.109375,0.21,0,feed_imperfection_rate,le,0.023808,0.8177083333333334
regime_realism_risk_label,threshold_feed_imperfection_rate_le_0.015872,192,192,0.375,0.2604166666666667,0.546875,1.3519627270990144,0.03125,0.02112676056338028,0,feed_imperfection_rate,le,0.015872,0.6614583333333334
