candidate_id,feature_id,feature_family,execution_profile,horizon_events,threshold_quantile,trades,mean_gross_return,mean_cost_return,mean_net_return,best_baseline_mean_net_return,net_return_lift_vs_best_baseline,positive_after_costs,beats_best_baseline_proxy,enough_trades_for_edge
F07_l1_mean_reversion_h1_q50,F07_l1_mean_reversion,top_of_book_mean_reversion,zero_latency_spread_only_control,1,0.5,8453,-3.21786423249089e-05,0.00035195052708703533,-0.00038412916941194425,-0.0004731718811567,8.904271174475575e-05,False,True,True
F05_microprice_dev_h1_q50,F05_microprice_dev,microprice_pressure,zero_latency_spread_only_control,1,0.5,7300,2.2980917811254904e-05,0.0004102414626647284,-0.0003872605448534735,-0.0004731718811567,8.591133630322652e-05,False,True,True
F06_l5_mean_reversion_h2_q50,F06_l5_mean_reversion,depth_mean_reversion,zero_latency_spread_only_control,2,0.5,7212,1.0174161401310189e-05,0.00041052518612923953,-0.0004003510247279293,-0.0004731718811567,7.28208564287707e-05,False,True,True
F06_l5_mean_reversion_h3_q50,F06_l5_mean_reversion,depth_mean_reversion,zero_latency_spread_only_control,3,0.5,7105,9.115021259946962e-06,0.0004109570449732627,-0.0004018420237133157,-0.0004731718811567,7.132985744338433e-05,False,True,True
F04_l5_imbalance_h3_q50,F04_l5_imbalance,depth_imbalance,zero_latency_spread_only_control,3,0.5,7105,-9.115021259946962e-06,0.0004109570449732627,-0.0004200720662332096,-0.0004731718811567,5.3099814923490425e-05,False,True,True
F04_l5_imbalance_h2_q50,F04_l5_imbalance,depth_imbalance,zero_latency_spread_only_control,2,0.5,7212,-1.0174161401310189e-05,0.00041052518612923953,-0.0004206993475305497,-0.0004731718811567,5.247253362615029e-05,False,True,True
F02_mlofi_qty_event_h5_q70,F02_mlofi_qty_event,order_flow_imbalance,zero_latency_spread_only_control,5,0.7,5143,-9.101844019186854e-05,0.0003315851763274651,-0.00042260361651933365,-0.0004731718811567,5.056826463736635e-05,False,True,True
F07_l1_mean_reversion_h5_q50,F07_l1_mean_reversion,top_of_book_mean_reversion,zero_latency_spread_only_control,5,0.5,7992,-7.239104485548612e-05,0.00035182508118592685,-0.000424216126041413,-0.0004731718811567,4.8955755115287025e-05,False,True,True
F07_l1_mean_reversion_h2_q50,F07_l1_mean_reversion,top_of_book_mean_reversion,zero_latency_spread_only_control,2,0.5,8340,-7.486339338276041e-05,0.0003518115074694028,-0.0004266749008521632,-0.0004731718811567,4.64969803045368e-05,False,True,True
F07_l1_mean_reversion_h3_q50,F07_l1_mean_reversion,top_of_book_mean_reversion,zero_latency_spread_only_control,3,0.5,8227,-8.551915155650256e-05,0.0003517714225544894,-0.00043729057411099194,-0.0004731718811567,3.5881307045708064e-05,False,True,True
F07_l1_mean_reversion_h5_q70,F07_l1_mean_reversion,top_of_book_mean_reversion,zero_latency_spread_only_control,5,0.7,4170,0.00020553236868686478,0.0006450844287343487,-0.00043955206004748387,-0.0004731718811567,3.3619821109216134e-05,False,True,True
F02_mlofi_qty_event_h2_q70,F02_mlofi_qty_event,order_flow_imbalance,zero_latency_spread_only_control,2,0.7,5387,-0.00010784040380347469,0.00033196986179802936,-0.000439810265601504,-0.0004731718811567,3.336161555519599e-05,False,True,True
F04_l5_imbalance_h1_q50,F04_l5_imbalance,depth_imbalance,zero_latency_spread_only_control,1,0.5,7304,-2.9645204639280054e-05,0.00041097903845672073,-0.00044062424309600077,-0.0004731718811567,3.254763806069923e-05,False,True,True
F02_mlofi_qty_event_h3_q70,F02_mlofi_qty_event,order_flow_imbalance,zero_latency_spread_only_control,3,0.7,5292,-0.0001390193947165194,0.00033159773328176435,-0.00047061712799828374,-0.0004731718811567,2.5547531584162652e-06,False,True,True
F04_l5_imbalance_h5_q50,F04_l5_imbalance,depth_imbalance,zero_latency_spread_only_control,5,0.5,6904,-6.364621031623374e-05,0.000410894096758807,-0.00047454030707504076,-0.0004731718811567,-1.3684259183407619e-06,False,False,True
F02_mlofi_qty_event_h1_q70,F02_mlofi_qty_event,order_flow_imbalance,zero_latency_spread_only_control,1,0.7,5474,-0.00015753327523433569,0.00033169518829541546,-0.0004892284635297512,-0.0004731718811567,-1.605658237305123e-05,False,False,True
F01_momentum_3_event_h5_q50,F01_momentum_3_event,short_horizon_momentum,zero_latency_spread_only_control,5,0.5,6802,-0.00029662532368500595,0.00020495532024754814,-0.0005015806439325541,-0.0004731718811567,-2.8408762775854147e-05,False,False,True
F07_l1_mean_reversion_h3_q70,F07_l1_mean_reversion,top_of_book_mean_reversion,zero_latency_spread_only_control,3,0.7,4293,0.0001332177879552132,0.0006449754530657297,-0.0005117576651105165,-0.0004731718811567,-3.858578395381652e-05,False,False,True
F01_momentum_3_event_h3_q50,F01_momentum_3_event,short_horizon_momentum,zero_latency_spread_only_control,3,0.5,7054,-0.00032909181335853276,0.00020429103135869052,-0.0005333828447172234,-0.0004731718811567,-6.021096356052336e-05,False,False,True
F06_l5_mean_reversion_h5_q70,F06_l5_mean_reversion,depth_mean_reversion,zero_latency_spread_only_control,5,0.7,4125,9.268271707774376e-05,0.0006512312073294667,-0.000558548490251723,-0.0004731718811567,-8.537660909502297e-05,False,False,True
F07_l1_mean_reversion_h2_q70,F07_l1_mean_reversion,top_of_book_mean_reversion,zero_latency_spread_only_control,2,0.7,4356,8.489550817064928e-05,0.0006445017136219985,-0.0005596062054513492,-0.0004731718811567,-8.643432429464922e-05,False,False,True
F02_mlofi_qty_event_h5_q85,F02_mlofi_qty_event,order_flow_imbalance,zero_latency_spread_only_control,5,0.85,2357,-0.00015344691362737054,0.0004113782936749985,-0.0005648252073023691,-0.0004731718811567,-9.165332614566909e-05,False,False,True
F01_momentum_3_event_h2_q50,F01_momentum_3_event,short_horizon_momentum,zero_latency_spread_only_control,2,0.5,7174,-0.00037367197957488205,0.0002040660106063742,-0.0005777379901812564,-0.0004731718811567,-0.00010456610902455637,False,False,True
F01_momentum_3_event_h1_q50,F01_momentum_3_event,short_horizon_momentum,zero_latency_spread_only_control,1,0.5,7303,-0.00037577710807452333,0.0002036947788146259,-0.0005794718868891493,-0.0004731718811567,-0.00010630000573244927,False,False,True
F05_microprice_dev_h3_q70,F05_microprice_dev,microprice_pressure,zero_latency_spread_only_control,3,0.7,4248,7.426503163227228e-05,0.0006576741864818427,-0.0005834091548495704,-0.0004731718811567,-0.00011023727369287035,False,False,True
F01_momentum_3_event_h5_q70,F01_momentum_3_event,short_horizon_momentum,zero_latency_spread_only_control,5,0.7,4088,-0.0003980655840991024,0.00018591261527293331,-0.0005839781993720358,-0.0004731718811567,-0.00011080631821533578,False,False,True
F02_mlofi_qty_event_h2_q85,F02_mlofi_qty_event,order_flow_imbalance,zero_latency_spread_only_control,2,0.85,2462,-0.00017495747118173268,0.00041144656982283794,-0.0005864040410045706,-0.0004731718811567,-0.00011323215984787062,False,False,True
F07_l1_mean_reversion_h1_q70,F07_l1_mean_reversion,top_of_book_mean_reversion,zero_latency_spread_only_control,1,0.7,4416,4.598474704590804e-05,0.0006446561334746985,-0.0005986713864287904,-0.0004731718811567,-0.0001254995052720904,False,False,True
F05_microprice_dev_h2_q70,F05_microprice_dev,microprice_pressure,zero_latency_spread_only_control,2,0.7,4309,5.8320334096425225e-05,0.0006573907254017344,-0.0005990703913053093,-0.0004731718811567,-0.00012589851014860928,False,False,True
F02_mlofi_qty_event_h1_q85,F02_mlofi_qty_event,order_flow_imbalance,zero_latency_spread_only_control,1,0.85,2504,-0.00019107924198486818,0.0004117547832641835,-0.0006028340252490517,-0.0004731718811567,-0.00012966214409235166,False,False,True
F06_l5_mean_reversion_h3_q70,F06_l5_mean_reversion,depth_mean_reversion,zero_latency_spread_only_control,3,0.7,4257,4.2117653224262106e-05,0.0006496814504727894,-0.0006075637972485274,-0.0004731718811567,-0.00013439191609182738,False,False,True
F05_microprice_dev_h5_q70,F05_microprice_dev,microprice_pressure,zero_latency_spread_only_control,5,0.7,4118,4.381929157360956e-05,0.0006590722594127177,-0.0006152529678391081,-0.0004731718811567,-0.00014208108668240806,False,False,True
F06_l5_mean_reversion_h2_q70,F06_l5_mean_reversion,depth_mean_reversion,zero_latency_spread_only_control,2,0.7,4321,1.0024408556875621e-05,0.0006489980359663925,-0.0006389736274095168,-0.0004731718811567,-0.00016580174625281685,False,False,True
F02_mlofi_qty_event_h3_q85,F02_mlofi_qty_event,order_flow_imbalance,zero_latency_spread_only_control,3,0.85,2418,-0.0002310872221257999,0.0004104547290837913,-0.0006415419512095912,-0.0004731718811567,-0.00016837007005289116,False,False,True
F05_microprice_dev_h1_q70,F05_microprice_dev,microprice_pressure,zero_latency_spread_only_control,1,0.7,4371,1.2725390223166235e-05,0.0006571366446951086,-0.0006444112544719424,-0.0004731718811567,-0.00017123937331524244,False,False,True
F06_l5_mean_reversion_h1_q70,F06_l5_mean_reversion,depth_mean_reversion,zero_latency_spread_only_control,1,0.7,4386,1.0420040948093742e-06,0.0006484157036693402,-0.0006473736995745308,-0.0004731718811567,-0.00017420181841783081,False,False,True
F04_l5_imbalance_h1_q70,F04_l5_imbalance,depth_imbalance,zero_latency_spread_only_control,1,0.7,4386,-1.0420040948093742e-06,0.0006484157036693402,-0.0006494577077641496,-0.0004731718811567,-0.00017628582660744957,False,False,True
F06_l5_mean_reversion_h5_q85,F06_l5_mean_reversion,depth_mean_reversion,zero_latency_spread_only_control,5,0.85,2068,0.000285494886730643,0.0009382322304647565,-0.0006527373437341136,-0.0004731718811567,-0.00017956546257741357,False,False,True
F04_l5_imbalance_h2_q70,F04_l5_imbalance,depth_imbalance,zero_latency_spread_only_control,2,0.7,4321,-1.0024408556875621e-05,0.0006489980359663925,-0.0006590224445232681,-0.0004731718811567,-0.00018585056336656812,False,False,True
F03_l1_imbalance_h1_q70,F03_l1_imbalance,top_of_book_imbalance,zero_latency_spread_only_control,1,0.7,4416,-4.598474704590804e-05,0.0006446561334746985,-0.0006906408805206065,-0.0004731718811567,-0.00021746899936390647,False,False,True
F04_l5_imbalance_h3_q70,F04_l5_imbalance,depth_imbalance,zero_latency_spread_only_control,3,0.7,4257,-4.2117653224262106e-05,0.0006496814504727894,-0.0006917991036970516,-0.0004731718811567,-0.0002186272225403516,False,False,True
F01_momentum_3_event_h3_q70,F01_momentum_3_event,short_horizon_momentum,zero_latency_spread_only_control,3,0.7,4282,-0.0005158332634330624,0.00018582897697022997,-0.0007016622404032924,-0.0004731718811567,-0.00022849035924659236,False,False,True
F04_l5_imbalance_h5_q95,F04_l5_imbalance,depth_imbalance,zero_latency_spread_only_control,5,0.95,668,0.00024419883129378933,0.0009573557167394978,-0.0007131568854457086,-0.0004731718811567,-0.00023998500428900856,False,False,True
F06_l5_mean_reversion_h3_q85,F06_l5_mean_reversion,depth_mean_reversion,zero_latency_spread_only_control,3,0.85,2134,0.0002145707747159353,0.0009385825487075451,-0.0007240117739916098,-0.0004731718811567,-0.00025083989283490983,False,False,True
F02_mlofi_qty_event_h2_q95,F02_mlofi_qty_event,order_flow_imbalance,zero_latency_spread_only_control,2,0.95,985,-0.0001991914933423073,0.0005255067657121745,-0.0007246982590544817,-0.0004731718811567,-0.0002515263778977817,False,False,True
F01_momentum_3_event_h2_q70,F01_momentum_3_event,short_horizon_momentum,zero_latency_spread_only_control,2,0.7,4338,-0.0005408316425416442,0.0001858586497039571,-0.0007266902922456013,-0.0004731718811567,-0.0002535184110889013,False,False,True
F02_mlofi_qty_event_h3_q95,F02_mlofi_qty_event,order_flow_imbalance,zero_latency_spread_only_control,3,0.95,969,-0.0001980845545697851,0.0005297753572619646,-0.0007278599118317497,-0.0004731718811567,-0.0002546880306750497,False,False,True
F03_l1_imbalance_h2_q70,F03_l1_imbalance,top_of_book_imbalance,zero_latency_spread_only_control,2,0.7,4356,-8.489550817064928e-05,0.0006445017136219985,-0.0007293972217926478,-0.0004731718811567,-0.00025622534063594784,False,False,True
F07_l1_mean_reversion_h2_q85,F07_l1_mean_reversion,top_of_book_mean_reversion,zero_latency_spread_only_control,2,0.85,2170,0.00019240321814686579,0.0009255285046415474,-0.0007331252864946815,-0.0004731718811567,-0.00025995340533798155,False,False,True
F06_l5_mean_reversion_h2_q85,F06_l5_mean_reversion,depth_mean_reversion,zero_latency_spread_only_control,2,0.85,2163,0.00020407413663453748,0.0009382682205071782,-0.0007341940838726408,-0.0004731718811567,-0.0002610222027159408,False,False,True
F07_l1_mean_reversion_h5_q85,F07_l1_mean_reversion,top_of_book_mean_reversion,zero_latency_spread_only_control,5,0.85,2075,0.00018964967066788477,0.0009249093719114447,-0.0007352597012435599,-0.0004731718811567,-0.0002620878200868599,False,False,True
F01_momentum_3_event_h1_q70,F01_momentum_3_event,short_horizon_momentum,zero_latency_spread_only_control,1,0.7,4405,-0.0005534112250087723,0.00018532388026473913,-0.0007387351052735114,-0.0004731718811567,-0.0002655632241168114,False,False,True
F04_l5_imbalance_h5_q70,F04_l5_imbalance,depth_imbalance,zero_latency_spread_only_control,5,0.7,4125,-9.268271707774376e-05,0.0006512312073294667,-0.0007439139244072104,-0.0004731718811567,-0.0002707420432505104,False,False,True
F07_l1_mean_reversion_h3_q85,F07_l1_mean_reversion,top_of_book_mean_reversion,zero_latency_spread_only_control,3,0.85,2141,0.00017218090414824815,0.0009256692447720843,-0.0007534883406238361,-0.0004731718811567,-0.00028031645946713607,False,False,True
F03_l1_imbalance_h3_q70,F03_l1_imbalance,top_of_book_imbalance,zero_latency_spread_only_control,3,0.7,4293,-0.0001332177879552132,0.0006449754530657297,-0.0007781932410209429,-0.0004731718811567,-0.00030502135986424294,False,False,True
F02_mlofi_qty_event_h5_q95,F02_mlofi_qty_event,order_flow_imbalance,zero_latency_spread_only_control,5,0.95,948,-0.0002613529173162746,0.0005300187029509608,-0.0007913716202672354,-0.0004731718811567,-0.0003181997391105354,False,False,True
F02_mlofi_qty_event_h1_q95,F02_mlofi_qty_event,order_flow_imbalance,zero_latency_spread_only_control,1,0.95,1005,-0.0002700322062035497,0.0005227220275459485,-0.0007927542337494982,-0.0004731718811567,-0.00031958235259279817,False,False,True
F07_l1_mean_reversion_h1_q85,F07_l1_mean_reversion,top_of_book_mean_reversion,zero_latency_spread_only_control,1,0.85,2205,0.00011437460159865986,0.0009258192292149406,-0.0008114446276162807,-0.0004731718811567,-0.0003382727464595807,False,False,True
F06_l5_mean_reversion_h1_q85,F06_l5_mean_reversion,depth_mean_reversion,zero_latency_spread_only_control,1,0.85,2199,0.00012350731648774738,0.0009386114289751446,-0.0008151041124873972,-0.0004731718811567,-0.0003419322313306972,False,False,True
F03_l1_imbalance_h5_q70,F03_l1_imbalance,top_of_book_imbalance,zero_latency_spread_only_control,5,0.7,4170,-0.00020553236868686478,0.0006450844287343487,-0.0008506167974212134,-0.0004731718811567,-0.00037744491626451337,False,False,True
F03_l1_imbalance_h5_q95,F03_l1_imbalance,top_of_book_imbalance,zero_latency_spread_only_control,5,0.95,704,8.990355520269939e-05,0.0009513113947267869,-0.0008614078395240875,-0.0004731718811567,-0.0003882359583673875,False,False,True
F07_l1_mean_reversion_h2_q95,F07_l1_mean_reversion,top_of_book_mean_reversion,zero_latency_spread_only_control,2,0.95,756,5.854885893121243e-05,0.0009518240506414765,-0.000893275191710264,-0.0004731718811567,-0.000420103310553564,False,False,True
F04_l5_imbalance_h3_q95,F04_l5_imbalance,depth_imbalance,zero_latency_spread_only_control,3,0.95,707,6.432771146799583e-05,0.000959739798296342,-0.0008954120868283462,-0.0004731718811567,-0.0004222402056716462,False,False,True
F06_l5_mean_reversion_h1_q95,F06_l5_mean_reversion,depth_mean_reversion,zero_latency_spread_only_control,1,0.95,737,5.533514800070571e-05,0.0009612763997571011,-0.0009059412517563953,-0.0004731718811567,-0.0004327693705996953,False,False,True
F07_l1_mean_reversion_h3_q95,F07_l1_mean_reversion,top_of_book_mean_reversion,zero_latency_spread_only_control,3,0.95,744,3.318532284608941e-05,0.0009530657230368913,-0.0009198804001908019,-0.0004731718811567,-0.0004467085190341019,False,False,True
F01_momentum_3_event_h5_q70,F01_momentum_3_event,short_horizon_momentum,retail_marketable_default,5,0.7,3815,0.000164911779152549,0.0010909503610586732,-0.0009260385819061243,-0.001104373851458,0.00017833526955187578,False,True,True
F04_l5_imbalance_h2_q95,F04_l5_imbalance,depth_imbalance,zero_latency_spread_only_control,2,0.95,726,2.3999750160224556e-05,0.0009591317698687725,-0.0009351320197085479,-0.0004731718811567,-0.0004619601385518479,False,False,True
F07_l1_mean_reversion_h1_q95,F07_l1_mean_reversion,top_of_book_mean_reversion,zero_latency_spread_only_control,1,0.95,763,3.2643843378837674e-06,0.0009511967269997491,-0.0009479323426618653,-0.0004731718811567,-0.0004747604615051653,False,False,True
F03_l1_imbalance_h1_q95,F03_l1_imbalance,top_of_book_imbalance,zero_latency_spread_only_control,1,0.95,763,-3.2643843378837674e-06,0.0009511967269997491,-0.0009544611113376329,-0.0004731718811567,-0.0004812892301809329,False,False,True
F01_momentum_3_event_h3_q70,F01_momentum_3_event,short_horizon_momentum,retail_marketable_default,3,0.7,4010,0.00012349840145899074,0.0010928294027960376,-0.0009693310013370468,-0.001104373851458,0.00013504285012095327,False,True,True
F06_l5_mean_reversion_h2_q95,F06_l5_mean_reversion,depth_mean_reversion,zero_latency_spread_only_control,2,0.95,726,-2.3999750160224556e-05,0.0009591317698687725,-0.0009831315200289972,-0.0004731718811567,-0.0005099596388722972,False,False,True
F03_l1_imbalance_h3_q95,F03_l1_imbalance,top_of_book_imbalance,zero_latency_spread_only_control,3,0.95,744,-3.318532284608941e-05,0.0009530657230368913,-0.0009862510458829808,-0.0004731718811567,-0.0005130791647262808,False,False,True
F01_momentum_3_event_h3_q85,F01_momentum_3_event,short_horizon_momentum,retail_marketable_default,3,0.85,1999,8.169102288557945e-05,0.0010710360926567861,-0.0009893450697712066,-0.001104373851458,0.00011502878168679351,False,True,True
F01_momentum_3_event_h5_q85,F01_momentum_3_event,short_horizon_momentum,retail_marketable_default,5,0.85,1883,8.396057950675732e-05,0.0010746729200618828,-0.0009907123405551255,-0.001104373851458,0.00011366151090287462,False,True,True
F01_momentum_3_event_h2_q95,F01_momentum_3_event,short_horizon_momentum,retail_marketable_default,2,0.95,679,7.42007391413932e-05,0.0010765712241007047,-0.0010023704849593115,-0.001104373851458,0.00010200336649868864,False,True,True
F01_momentum_3_event_h2_q85,F01_momentum_3_event,short_horizon_momentum,retail_marketable_default,2,0.85,2045,6.400385439072687e-05,0.001068170887026412,-0.0010041670326356852,-0.001104373851458,0.00010020681882231489,False,True,True
F01_momentum_3_event_h2_q70,F01_momentum_3_event,short_horizon_momentum,retail_marketable_default,2,0.7,4103,8.706959037732018e-05,0.0010925905801751929,-0.0010055209897978728,-0.001104373851458,9.885286166012733e-05,False,True,True
F03_l1_imbalance_h2_q95,F03_l1_imbalance,top_of_book_imbalance,zero_latency_spread_only_control,2,0.95,756,-5.854885893121243e-05,0.0009518240506414765,-0.001010372909572689,-0.0004731718811567,-0.0005372010284159889,False,False,True
F04_l5_imbalance_h1_q95,F04_l5_imbalance,depth_imbalance,zero_latency_spread_only_control,1,0.95,737,-5.533514800070571e-05,0.0009612763997571011,-0.0010166115477578067,-0.0004731718811567,-0.0005434396666011067,False,False,True
F06_l5_mean_reversion_h3_q95,F06_l5_mean_reversion,depth_mean_reversion,zero_latency_spread_only_control,3,0.95,707,-6.432771146799583e-05,0.000959739798296342,-0.001024067509764338,-0.0004731718811567,-0.000550895628607638,False,False,True
F05_microprice_dev_h1_q85,F05_microprice_dev,microprice_pressure,zero_latency_spread_only_control,1,0.85,2186,-5.8081388191810357e-05,0.0009698326056798514,-0.001027913993871662,-0.0004731718811567,-0.0005547421127149619,False,False,True
F03_l1_imbalance_h1_q85,F03_l1_imbalance,top_of_book_imbalance,zero_latency_spread_only_control,1,0.85,2205,-0.00011437460159865986,0.0009258192292149406,-0.0010401938308136004,-0.0004731718811567,-0.0005670219496569004,False,False,True
F07_l1_mean_reversion_h5_q95,F07_l1_mean_reversion,top_of_book_mean_reversion,zero_latency_spread_only_control,5,0.95,704,-8.990355520269939e-05,0.0009513113947267869,-0.0010412149499294864,-0.0004731718811567,-0.0005680430687727864,False,False,True
F01_momentum_3_event_h5_q85,F01_momentum_3_event,short_horizon_momentum,zero_latency_spread_only_control,5,0.85,2045,-0.0008764916003337111,0.0001663894739579681,-0.0010428810742916792,-0.0004731718811567,-0.0005697091931349792,False,False,True
F05_microprice_dev_h2_q85,F05_microprice_dev,microprice_pressure,zero_latency_spread_only_control,2,0.85,2152,-7.549272234162215e-05,0.0009698969120308965,-0.0010453896343725186,-0.0004731718811567,-0.0005722177532158186,False,False,True
F01_momentum_3_event_h2_q50,F01_momentum_3_event,short_horizon_momentum,retail_marketable_default,2,0.5,6788,6.666208140477038e-05,0.0011145612201975102,-0.0010478991387927398,-0.001104373851458,5.647471266526029e-05,False,True,True
F01_momentum_3_event_h1_q70,F01_momentum_3_event,short_horizon_momentum,retail_marketable_default,1,0.7,4186,4.0410692275760725e-05,0.0010930958694569696,-0.0010526851771812088,-0.001104373851458,5.168867427679134e-05,False,True,True
F01_momentum_3_event_h3_q50,F01_momentum_3_event,short_horizon_momentum,retail_marketable_default,3,0.5,6674,5.8567603385472856e-05,0.001114821890738736,-0.001056254287353263,-0.001104373851458,4.8119564104736993e-05,False,True,True
F01_momentum_3_event_h1_q85,F01_momentum_3_event,short_horizon_momentum,retail_marketable_default,1,0.85,2084,5.991341008922985e-06,0.0010679079291647624,-0.0010619165881558396,-0.001104373851458,4.245726330216054e-05,False,True,True
F04_l5_imbalance_h1_q85,F04_l5_imbalance,depth_imbalance,zero_latency_spread_only_control,1,0.85,2199,-0.00012350731648774738,0.0009386114289751446,-0.001062118745462892,-0.0004731718811567,-0.0005889468643061921,False,False,True
F01_momentum_3_event_h1_q50,F01_momentum_3_event,short_horizon_momentum,retail_marketable_default,1,0.5,6905,4.950142808788476e-05,0.0011144095038984649,-0.00106490807581058,-0.001104373851458,3.946577564742002e-05,False,True,True
F01_momentum_3_event_h5_q50,F01_momentum_3_event,short_horizon_momentum,retail_marketable_default,5,0.5,6406,2.401266764262983e-05,0.0011138596915866482,-0.0010898470239440183,-0.001104373851458,1.4526827513981766e-05,False,True,True
F03_l1_imbalance_h3_q85,F03_l1_imbalance,top_of_book_imbalance,zero_latency_spread_only_control,3,0.85,2141,-0.00017218090414824815,0.0009256692447720843,-0.0010978501489203325,-0.0004731718811567,-0.0006246782677636325,False,False,True
F05_microprice_dev_h3_q85,F05_microprice_dev,microprice_pressure,zero_latency_spread_only_control,3,0.85,2121,-0.00013317415725454162,0.0009698356729619101,-0.0011030098302164519,-0.0004731718811567,-0.0006298379490597519,False,False,True
F03_l1_imbalance_h5_q85,F03_l1_imbalance,top_of_book_imbalance,zero_latency_spread_only_control,5,0.85,2075,-0.00018964967066788477,0.0009249093719114447,-0.0011145590425793296,-0.0004731718811567,-0.0006413871614226296,False,False,True
F03_l1_imbalance_h2_q85,F03_l1_imbalance,top_of_book_imbalance,zero_latency_spread_only_control,2,0.85,2170,-0.00019240321814686579,0.0009255285046415474,-0.001117931722788413,-0.0004731718811567,-0.0006447598416317131,False,False,True
F04_l5_imbalance_h2_q85,F04_l5_imbalance,depth_imbalance,zero_latency_spread_only_control,2,0.85,2163,-0.00020407413663453748,0.0009382682205071782,-0.0011423423571417157,-0.0004731718811567,-0.0006691704759850157,False,False,True
F04_l5_imbalance_h3_q85,F04_l5_imbalance,depth_imbalance,zero_latency_spread_only_control,3,0.85,2134,-0.0002145707747159353,0.0009385825487075451,-0.0011531533234234803,-0.0004731718811567,-0.0006799814422667803,False,False,True
F01_momentum_3_event_h1_q85,F01_momentum_3_event,short_horizon_momentum,zero_latency_spread_only_control,1,0.85,2202,-0.0009939624122066362,0.00016048112249487985,-0.0011544435347015161,-0.0004731718811567,-0.0006812716535448161,False,False,True
F01_momentum_3_event_h2_q85,F01_momentum_3_event,short_horizon_momentum,zero_latency_spread_only_control,2,0.85,2169,-0.0009929236848238694,0.0001619167207048401,-0.0011548404055287096,-0.0004731718811567,-0.0006816685243720096,False,False,True
F01_momentum_3_event_h3_q85,F01_momentum_3_event,short_horizon_momentum,zero_latency_spread_only_control,3,0.85,2138,-0.0010059646948899225,0.00016293090274125066,-0.0011688955976311734,-0.0004731718811567,-0.0006957237164744734,False,False,True
